@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-sd numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
113,0.151852,3,4.888889,-0.851202,1
44,1.529629,13.666667,-4.222222,-1.753726,1
140,0.577778,3.777778,4.666666,-0.909267,1
118,0.196296,3.555556,4.777778,-0.87829,1
122,0.118519,3.333333,4.444445,-0.942559,1
57,1.974073,20.222221,-8.444445,-1.837675,1
122,0.166667,3.888889,5.111111,-0.83212,1
74,2.477778,17.666668,-3.111111,-1.66658,1
60,1.366668,17.88889,-4,-1.713134,1
53,0.433333,16.333334,-2,-1.662177,1
128,0.207407,3.444444,5.888889,-0.7213,1
111,0.122222,2.888889,3,-1.181388,1
126,0.355555,4.888889,4.444445,-0.913675,1
114,0.044444,3.111111,3.888889,-0.91061,1
121,2.444443,17.555555,-4.333334,-1.740736,1
115,0.177778,4,3,-1.210357,1
122,0.3,3.444444,3.666667,-1.05144,1
91,1.277778,16.666668,-1.444444,-1.630409,1
114,0.122222,3.222222,3.333333,-1.151837,1
131,0.207407,2.888889,4.444445,-0.874641,1
68,5.096297,15.888889,-3.444444,-1.700324,1
108,0.151852,16.555555,-2.777778,-1.683529,1
66,5.144446,16.777779,-4.222222,-1.733544,1
117,0.211111,3.333333,3,-1.179692,1
96,3.855554,16.666668,-2.888889,-1.676921,1
115,4.96296,12.222222,-2.666667,-1.54801,1
90,0.399999,18.666668,-3.555556,-1.705942,1
149,0.151852,3.555556,-4,-1.985703,1
109,0.800001,13.111111,4.333334,-1.276562,1
56,1.574072,22.11111,-7.555555,-1.819915,1
92,1.277778,13.555555,0.222222,-1.548296,1
113,0.118519,3,4.111111,-0.989308,1
56,1.277777,17.666668,-4.777778,-1.748835,1
67,3.185185,14.555555,-1.333333,-1.623202,1
137,0.474074,3.333333,5.777778,-0.744272,1
114,1.274074,10.333334,4.777778,-1.179347,1
112,0.088889,3.555556,2.333333,-1.273992,1
67,3.185185,14.555555,-1.333333,-1.623202,1
56,1.84074,20,-9.333333,-1.863182,1
136,0.074074,3.333333,4.444445,-0.896533,1
40,2.118518,12.555555,-4.555555,-1.783602,1
34,2.033333,14.888889,-6.333334,-1.823148,1
89,4.862958,16.555555,-1.666667,-1.611365,1
142,0.374074,2.777778,4.555555,-0.829712,1
143,0.074074,2.666667,4.555555,-0.907416,1
123,0.151852,3.444444,3.888889,-0.988413,1
55,0.862964,15.888889,-1.444444,-1.634416,1
67,1.229631,20.444445,-6.111111,-1.768356,1
100,3.644445,15.444445,0.777778,-1.519702,1
143,0.033333,3,5.666666,-0.796918,1
58,2.285186,15.444445,-2.777778,-1.685074,1
44,1.529629,13.666667,-4.222222,-1.753726,1
113,0.207407,3,4.555555,-0.942558,1
137,0.474074,3.333333,5.777778,-0.744272,1
53,3.011111,20.11111,-12.888889,-1.937482,1
142,0.151852,2.444444,5.888889,-0.675123,1
112,0.162963,3.444444,3.555556,-1.058277,1
106,2.72963,17.222223,-3.111111,-1.695804,1
64,0.462963,17.666668,-4.222222,-1.724894,1
117,0.311111,3.777778,2.666667,-1.233256,1
133,0.211111,3.666667,4,-1.077659,1
83,2.374072,13.888889,1.111111,-1.456819,1
108,0.951852,12.888889,4,-1.302133,1
69,2.562964,19.11111,-6.666666,-1.79139,1
117,0.074074,3.444444,1.666667,-1.353896,1
81,2.399998,17,-1.111111,-1.606794,1
117,0.062963,3.888889,4,-0.983947,1
67,1.185185,17.555555,-2.555556,-1.670171,1
101,0.596295,16.555555,-2.666667,-1.674318,1
120,0.118518,3.333333,5.444445,-0.820403,1
136,0.444444,3.777778,4.555555,-0.924607,1
92,1.022222,14.555555,2.555556,-1.408242,1
78,5.86667,18.555555,-1.777778,-1.610448,1
59,1.485185,18,-3.555556,-1.699326,1
120,4.029627,18.444445,-4.666666,-1.76489,1
134,0.444444,2.555556,5.111111,-0.730465,1
92,0.877778,14.333333,-0.888889,-1.570588,1
88,1.040741,15.666667,-5.444445,-1.785147,1
115,2.829631,15.111111,1.888889,-1.440963,1
70,2.196296,19.666668,-4.777778,-1.74518,1
95,0.551851,16.222223,-0.222222,-1.567327,1
74,0.133333,16.666668,-2.222222,-1.646671,1
64,3.440744,16.555555,-1.444444,-1.625668,1
111,0.818518,15.111111,-0.444444,-1.58144,1
113,2.785182,10.111111,7.222222,-0.9757,1
111,0.151852,3,4.444445,-0.897859,1
86,1.318518,20.222221,-6.777778,-1.804829,1
63,3.096295,15.333333,-3.777778,-1.72683,1
75,0.196296,15.777778,-0.666667,-1.590164,1
143,0.162963,2.777778,4,-1.048222,1
75,3.718518,19.777779,-7.888889,-1.8356,1
110,1.022223,13.444445,2.888889,-1.345096,1
116,0.074074,16.88889,-2.333333,-1.670314,1
80,3.866667,18.555555,-1.444444,-1.620451,1
101,0.607407,12.555555,4.222222,-1.21111,1
124,0.107407,3.333333,4.222222,-1.02473,1
60,1.94074,16.555555,-3.888889,-1.709389,1
60,0.729629,14.666667,-1.777778,-1.650048,1
83,0.429631,14.333333,0.333333,-1.507007,1
111,0.507407,3.222222,3.555556,-1.065066,1
111,1.022222,13.888889,3.444444,-1.333792,1
146,0.266667,2.888889,1.666667,-1.258358,1
73,3.129627,13.888889,0.444444,-1.524253,1
147,0.562963,3.888889,-4,-1.783388,1
69,1.44074,18.444445,-7,-1.811203,1
126,0.844445,3.777778,3.555556,-1.118131,1
51,2.107407,14.333333,-2.444444,-1.68129,1
126,0.074074,2.555556,4.555555,-0.877707,1
79,0.518519,12.111111,1.555556,-1.453114,1
102,1.485186,17.333334,-2.888889,-1.68544,1
68,1.218517,12.444445,-0.111111,-1.563972,1
140,0.388889,3.666667,4.333334,-0.91962,1
123,0.122222,3.222222,5.222222,-0.837598,1
123,1.096297,4.555555,2.777778,-1.18068,1
111,0.151852,3,4.444445,-0.897859,1
103,1.54074,13.222222,2.666667,-1.397414,1
62,6.374074,20.666668,-10.777778,-1.888408,1
135,0.355555,2,4.555555,-0.807848,1
142,0.522222,2.333334,6.333334,-0.604864,1
102,0.8,15.444445,0.222222,-1.555097,1
100,1.140741,15.555555,1.777778,-1.477019,1
60,0.062963,14.333333,-1.333333,-1.623392,1
88,3.396294,15.666667,0.888889,-1.512555,1
147,0.418518,2.222222,-1.444444,-1.561754,1
114,3.762962,12.555555,5.333334,-1.176662,1
133,0.077778,3.888889,5,-0.924817,1
45,1.44074,16.444445,-4.111111,-1.73537,1
86,1.307409,13.666667,-0.111111,-1.541502,1
66,1.01111,13.444445,-0.333333,-1.569253,1
134,0.062963,2.888889,4.444445,-0.912631,1
129,0.296296,3.777778,4.777778,-0.912766,1
131,0.711111,3,4.666666,-0.850783,1
70,1.144442,17.88889,-2,-1.649603,1
111,0.118519,3,4,-1.041434,1
135,0.122222,2.666667,5.666666,-0.692028,1
116,0.133333,3.111111,3.444444,-1.099624,1
57,1.718517,19.777779,-4.888889,-1.739017,1
42,0.507407,16.666668,-7.777778,-1.842494,1
111,0.151852,3.222222,5.222222,-0.872666,1
118,9.496296,17.666668,-3.555556,-1.707392,1
113,0.151852,3.444444,3.222222,-1.175454,1
102,1.485186,17.333334,-2.888889,-1.68544,1
145,0.374074,2.222222,4.888889,-0.57094,1
129,0.177778,3.777778,4.666666,-0.932783,1
85,9.440739,15.777778,-3,-1.659879,1
114,0.596297,14.888889,0.444444,-1.508658,1
104,1.322222,13.666667,1.555556,-1.446641,1
89,4.044442,16.88889,-2,-1.625587,1
129,0.874074,4,5.333334,-0.843904,1
132,0.32963,3.555556,5.111111,-0.726018,1
80,1.9,19.555555,-6,-1.773594,1
107,2.266665,13.444445,2.444444,-1.370369,1
116,0.874074,16.333334,-1.444444,-1.632243,1
145,0.062963,3,3.111111,-1.068968,1
91,2.162962,14.888889,0.111111,-1.55225,1
66,3.885185,21.666666,-9.222222,-1.844993,1
110,1.022223,13.444445,2.888889,-1.345096,1
130,0.685185,3.333333,4.444445,-0.963048,1
114,0.533333,3.666667,4,-1.0108,1
124,0.02963,2.666667,4.666666,-0.877707,1
98,0.551853,13.333333,2.555556,-1.360437,1
51,0.888889,19.444445,-9.222222,-1.873032,1
107,2.740741,13.888889,3,-1.357871,1
116,0.611111,3.555556,3,-1.163245,1
124,0.311111,3.555556,4.444445,-0.95784,1
122,0.118519,3.222222,4.111111,-0.964797,1
147,0.107407,3.222222,-1.111111,-1.50837,1
138,0.074074,3,4.666666,-0.880521,1
74,0.907407,15.555555,-0.444444,-1.554234,1
101,0.651852,13.888889,1.888889,-1.457591,1
64,1.422222,14,-4,-1.755505,1
118,0.118518,3.222222,3.222222,-1.053347,1
102,3.262961,13.333333,1.888889,-1.447037,1
139,0.207407,3,3.666667,-1.004936,1
125,0.311111,3.555556,3.444444,-1.121818,1
55,0.785185,17.555555,-5.333334,-1.771163,1
138,0.077778,2.666667,5.444445,-0.722894,1
75,2.21111,16.88889,-2.222222,-1.641882,1
55,0.785185,17.555555,-5.333334,-1.771163,1
111,0.429629,3.444444,2.888889,-1.175773,1
136,0.088889,4.111111,4.555555,-0.963931,1
138,0.3,3.333333,4.777778,-0.862108,1
104,5.040743,15.444445,0.111111,-1.555376,1
130,0.566666,4.666667,3.777778,-1.056659,1
128,0.044444,3.333333,4.111111,-1.005054,1
130,0.151852,2.888889,4.666666,-0.889024,1
95,0.551851,16.222223,-0.222222,-1.567327,1
85,0.655555,15.444445,-1,-1.603957,1
115,4.211112,16.777779,-2.111111,-1.619549,1
96,3.362961,16.222223,0.666667,-1.530686,1
141,0.385185,3,4.777778,-0.843732,1
103,2.151852,11.666667,4.555555,-1.219211,1
50,0.488889,17.444445,-4.111111,-1.741254,1
59,0.862963,15.888889,-3.111111,-1.680812,1
125,0.311111,3.555556,3.444444,-1.121818,1
143,0.133333,2,4.777778,-0.87829,1
101,1.218518,15.888889,-0.222222,-1.558599,1
67,1.544446,16.333334,0.888889,-1.524771,1
147,0.077778,1.888889,-0.777778,-1.475643,1
64,4.34074,17.88889,-5.555555,-1.756712,1
149,1.244444,3.666667,-4.222222,-2.009108,1
135,0.374074,3.222222,5.222222,-0.787376,1
124,0.107407,3.333333,4.222222,-1.02473,1
62,0.966668,15.777778,-1.888889,-1.650123,1
131,0.207407,3.666667,4.777778,-0.804846,1
81,1.01111,14.555555,1.444444,-1.472378,1
103,1.096296,13.888889,3.777778,-1.334127,1
123,0.118519,2.333334,4.333334,-0.853547,1
71,2.077779,16.777779,-2.666667,-1.66796,1
94,2.888891,15.666667,-1.666667,-1.627145,1
81,3.751853,15.222222,-1.111111,-1.566335,1
92,3.822222,17.555555,-1.666667,-1.637777,1
59,2.55185,18.555555,-8.222222,-1.836328,1
149,0.151852,3.555556,-4,-1.985703,1
128,0.311111,3.111111,4,-0.985811,1
72,6.296294,20.11111,-8.777778,-1.846158,1
111,0.429629,3.444444,2.888889,-1.175773,1
115,0.133333,3.888889,4.666666,-0.965144,1
140,0.088889,2.888889,4.666666,-0.783647,1
41,1.777778,16.88889,-5.111111,-1.77166,1
92,2.240742,17.555555,-2,-1.653926,1
128,0.488889,3,5.333334,-0.837598,1
123,0.062963,3.555556,5.666666,-0.761648,1
117,0.444445,16.222223,-0.333333,-1.574477,1
124,0.444444,4.222222,3.444444,-1.157082,1
95,7.188887,16,0,-1.555549,1
121,0.107407,3.777778,4.777778,-0.914324,1
101,1.885187,14.888889,0.777778,-1.520125,1
61,7.185185,14,-0.888889,-1.591206,1
62,1.051853,15.666667,-1.333333,-1.620398,1
124,0.107407,3.333333,4.333334,-0.987873,1
86,2.162964,17.88889,-1.444444,-1.60859,1
56,1.022222,14.666667,-1.222222,-1.622211,1
77,5.618516,20.222221,-5.555555,-1.768872,1
117,2.151851,14.888889,2.333333,-1.420087,1
122,0.177778,3,4.333334,-0.953435,1
71,5.677779,16.666668,-1.666667,-1.636863,1
114,0.074074,2.888889,2,-1.314533,1
86,2.577779,18,-2.222222,-1.650844,1
124,0.340741,3.444444,3.666667,-1.037663,1
113,1.529629,15.333333,-0.777778,-1.585609,1
61,0.388889,17.88889,-3.222222,-1.700913,1
89,3.688889,18.11111,-2.333333,-1.664008,1
61,1.940741,16.11111,-4.222222,-1.737293,1
143,0.311111,3,4.111111,-0.914813,1
116,3.096297,11.555555,2.444444,-1.162844,1
25,0.774075,94.888885,-43.555557,-2.252101,2
36,0.64693,107.22222,-41.11111,-2.387384,2
104,1.378405,94.44444,-39.88889,-2.326201,2
80,0.696294,87.22222,-41.666668,-2.228712,2
35,0.285183,132,-15.777778,-2.146845,2
39,0.474075,122.44444,-32.22222,-2.336025,2
115,1.229636,129.77779,-28.666666,-2.405477,2
59,0.680412,116.888885,-37.444443,-2.364216,2
46,0.596282,110.111115,-41.22222,-2.395028,2
99,0.474074,83.22222,-43.22222,-2.207756,2
47,0.829628,117.666664,-29.222221,-2.23989,2
14,0.712327,108.55556,-41.22222,-2.408968,2
44,1.048809,119.888885,-31.11111,-2.367282,2
19,1.277773,126.111115,-26.777779,-2.340765,2
26,0.403686,107.44444,-41.666668,-2.38614,2
68,0.829629,97.333336,-32,-2.169999,2
40,0.488891,118.888885,-30.555555,-2.270219,2
54,1.003697,119.111115,-35.11111,-2.328661,2
39,0.699999,105.55556,-32.444443,-2.198158,2
16,1.206462,108.333336,-40.22222,-2.385001,2
46,0.862948,131.55556,-18.222221,-2.232616,2
42,1.440747,131.33334,-21.555555,-2.282217,2
64,0.207406,82.55556,-46.77778,-2.228939,2
34,1.140745,133,-16.777779,-2.2,2
22,0.488884,132.88889,-16.555555,-2.146204,2
50,0.952579,101.888885,-38.333332,-2.337296,2
19,0.58373,109.44444,-39.77778,-2.375985,2
25,0.827759,111.333336,-37.77778,-2.360195,2
13,0.162961,137.33334,-17.777779,-2.292384,2
33,0.349603,106.333336,-41.444443,-2.408019,2
41,0.151852,131.33334,-20.333334,-2.270225,2
13,1.054091,113.666664,-36.333332,-2.351897,2
45,0.285185,92.55556,-42.333332,-2.247816,2
53,0.490652,119.77778,-33.333332,-2.39327,2
55,0.700002,119.111115,-30.666666,-2.308179,2
75,10.014803,111.22222,-32.444443,-2.295488,2
45,0.455419,118,-36.88889,-2.35936,2
13,1.011112,128.55556,-28.444445,-2.360428,2
57,0.488889,122.111115,-31,-2.362514,2
46,0.781735,119.888885,-35.333332,-2.357688,2
21,0.488889,126.333336,-27.555555,-2.364884,2
86,0.691214,100.333336,-38.666668,-2.343789,2
41,0.586896,108,-39.333332,-2.404553,2
75,0.596296,121.111115,-30.555555,-2.309804,2
68,0.651852,120.666664,-30.333334,-2.300618,2
40,0.772203,106.888885,-43.444443,-2.434692,2
99,0.474074,83.22222,-43.22222,-2.207756,2
40,2.118513,122.55556,-29.88889,-2.308766,2
14,0.779361,109.22222,-41.11111,-2.391113,2
33,0.854183,121.22222,-33.666668,-2.348002,2
85,0.429629,83.44444,-43,-2.208414,2
63,0.210818,104.44444,-38.11111,-2.382438,2
34,0.207408,97.888885,-42.77778,-2.286636,2
12,0.785183,123.666664,-35.666668,-2.402917,2
30,0.611616,107,-40.666668,-2.405295,2
42,0.774073,122.333336,-30.11111,-2.31442,2
17,1.140735,126.333336,-32.333332,-2.412968,2
18,0.374079,135,-15.888889,-2.214612,2
40,0.172131,119.55556,-32.77778,-2.2949,2
98,0.755554,82.77778,-45,-2.238522,2
59,0.285185,121.44444,-28.777779,-2.308637,2
26,1.407412,132.88889,-16.777779,-2.182567,2
83,0.507406,80.44444,-48.22222,-2.239053,2
66,0.607411,85.888885,-43.333332,-2.235701,2
72,0.729631,120.77778,-30.666666,-2.32084,2
63,0.177777,114.666664,-35.333332,-2.315885,2
71,0.299998,121.44444,-31.222221,-2.339758,2
89,0.772203,99.666664,-38.88889,-2.306204,2
35,0.107407,90.333336,-46.22222,-2.280843,2
39,0.429627,123.111115,-32.88889,-2.352961,2
72,0.744447,121.111115,-34,-2.366197,2
13,0.685187,139.44444,-14.111111,-2.276767,2
62,0.862963,103,-27.777779,-2.185419,2
67,0.58373,117.888885,-31.666666,-2.317188,2
64,0.918936,103.77778,-37.333332,-2.355443,2
47,1.155558,121.44444,-31.11111,-2.315792,2
35,0.607412,88.77778,-44.77778,-2.248235,2
42,0.744442,133.33334,-19.88889,-2.26361,2
30,0.772202,120.111115,-30.88889,-2.295989,2
41,1.241266,115.333336,-33.77778,-2.280803,2
60,0.329627,118.666664,-29,-2.293386,2
49,0.266668,114.666664,-37.77778,-2.315477,2
27,0.255555,135.11111,-16.555555,-2.264532,2
70,0.562963,105.77778,-25.555555,-2.17166,2
30,0.547723,117.55556,-31.666666,-2.27951,2
30,0.720082,108.888885,-37.444443,-2.385308,2
87,0.207406,131.88889,-22.555555,-2.312874,2
27,0.255555,135.11111,-16.555555,-2.264532,2
28,0.429626,102.44444,-37.77778,-2.238865,2
45,0.829628,116.111115,-31.222221,-2.292668,2
58,0.583728,105.333336,-38.11111,-2.357271,2
41,1.025597,117.44444,-33.444443,-2.299918,2
19,0.31111,135.33334,-18.666666,-2.358602,2
62,0.562963,121.111115,-27.222221,-2.315962,2
52,0.740744,104.666664,-31.88889,-2.229685,2
62,0.607405,102.77778,-28.555555,-2.178149,2
13,1.244441,140,-20.11111,-2.449265,2
27,0.577774,133,-17.88889,-2.264129,2
49,0.700002,122.111115,-31.222221,-2.297839,2
50,0.344264,115.44444,-35.88889,-2.312305,2
54,0.658283,105,-36.333332,-2.345744,2
56,0.566668,121.44444,-30.333334,-2.326783,2
101,0.329633,131.11111,-25.444445,-2.328735,2
58,1.003697,117.55556,-35.444443,-2.357271,2
44,2.139576,118.888885,-31.777779,-2.384657,2
55,0.557774,107.77778,-38,-2.319697,2
29,0.907417,123.22222,-27.666666,-2.271128,2
44,0.755557,90.55556,-42,-2.254541,2
35,0.829631,122.666664,-30.333334,-2.311049,2
14,1.333332,112.666664,-38.333332,-2.390383,2
56,0.107408,121.44444,-30.666666,-2.307657,2
20,1.149877,121.666664,-32.666668,-2.328034,2
51,0.742867,118.888885,-34.22222,-2.368498,2
50,0.50185,118.333336,-33,-2.28828,2
78,1.274081,131,-20.666666,-2.225537,2
91,0.772203,98.666664,-37,-2.300486,2
32,1.310922,121.333336,-33.333332,-2.333746,2
51,0.722649,117.44444,-36.88889,-2.330465,2
46,1.807408,121.111115,-30.11111,-2.304436,2
16,0.385184,105.22222,-38.11111,-2.293933,2
68,0.574134,101.55556,-39.444443,-2.333212,2
54,0.557772,104.888885,-37.22222,-2.351182,2
63,5.675157,100.888885,-38.77778,-2.375282,2
29,0.403686,107.111115,-40.555557,-2.373206,2
19,0.779364,122.111115,-33.666668,-2.352834,2
25,0.118518,123.888885,-30.666666,-2.354552,2
36,1.455557,94.333336,-40.444443,-2.232346,2
94,0.666664,105.111115,-18.88889,-2.015307,2
47,0.477777,99.333336,-41.666668,-2.271072,2
50,0.91084,103.55556,-46.11111,-2.37202,2
33,0.062963,104.22222,-40.666668,-2.290421,2
92,0.296297,80.66667,-46.333332,-2.242802,2
18,0.278888,108.888885,-34.333332,-2.340839,2
20,0.562963,106.55556,-33.555557,-2.231826,2
74,0.077778,93.22222,-38.22222,-2.220553,2
11,3.855552,139.44444,-19.333334,-2.401587,2
44,0.31111,98.22222,-39,-2.255577,2
22,0.107409,133.88889,-14.888889,-2.158304,2
24,0.418519,116.333336,-32.555557,-2.307914,2
15,0.699205,109.111115,-40.88889,-2.389025,2
28,0.455421,108.333336,-40.555557,-2.387884,2
12,0.975626,114.55556,-35.444443,-2.368866,2
15,2.162973,125.44444,-31.444445,-2.32497,2
39,1.333333,108.44444,-40.666668,-2.393564,2
42,1.264908,104.888885,-39.77778,-2.410388,2
57,0.829626,120.22222,-31.444445,-2.34019,2
13,0.207406,128.44444,-29,-2.386251,2
11,5.051852,142.55556,-19.666666,-2.521648,2
40,0.772203,106.888885,-43.444443,-2.434692,2
41,0.655553,105.111115,-28.555555,-2.139822,2
31,0.344265,121.888885,-33.88889,-2.334831,2
58,0.860663,119,-31.333334,-2.365385,2
88,0.211111,102.666664,-27.11111,-2.139239,2
50,0.952579,101.888885,-38.333332,-2.337296,2
41,0.327733,105.111115,-43.77778,-2.404745,2
67,0.685185,101.55556,-28.222221,-2.173099,2
62,0.355555,91.888885,-42,-2.277142,2
64,0.918936,103.77778,-37.333332,-2.355443,2
46,0.781735,119.888885,-35.333332,-2.357688,2
35,0.562963,119.111115,-30.333334,-2.282923,2
73,1.218518,120.55556,-30.222221,-2.307396,2
48,0.355556,99.77778,-39.333332,-2.247036,2
90,0.562963,106,-22.777779,-2.097815,2
60,0.385185,101.55556,-30.666666,-2.16692,2
82,0.443054,100.77778,-40.88889,-2.344872,2
20,0.327729,107.111115,-39.77778,-2.385213,2
52,0.177779,121.55556,-30.666666,-2.348494,2
97,0.666667,131.11111,-23.444445,-2.346234,2
49,1.068055,118.55556,-32.77778,-2.303412,2
54,0.844443,129.88889,-20.333334,-2.231555,2
81,0.429629,104.22222,-21.777779,-2.033487,2
62,1.333336,120.77778,-28.666666,-2.314232,2
79,0.403686,102.77778,-41.555557,-2.377965,2
23,0.547723,119.77778,-37.666668,-2.37055,2
25,0.327731,107.55556,-43.333332,-2.396894,2
83,0.507406,80.44444,-48.22222,-2.239053,2
54,0.928958,103.666664,-36.22222,-2.33633,2
67,1.94079,100.55556,-41.88889,-2.357338,2
34,0.879814,120.77778,-35.444443,-2.357272,2
40,1.544443,118.333336,-31.333334,-2.292201,2
31,0.711108,132.33334,-18.11111,-2.255012,2
57,1.040744,131.22223,-19,-2.187422,2
30,0.720082,108.888885,-37.444443,-2.385308,2
66,2.874073,116.888885,-34.666668,-2.307094,2
32,1.188888,116,-33.666668,-2.309391,2
54,0.551855,108.77778,-23,-2.079152,2
42,1.264908,104.888885,-39.77778,-2.410388,2
57,0.696297,90.22222,-43.77778,-2.264402,2
90,0.562963,106,-22.777779,-2.097815,2
21,1.218685,120.888885,-36.444443,-2.362526,2
76,0.71111,79.111115,-46.555557,-2.208019,2
18,0.211111,134.33334,-19.333334,-2.27511,2
48,1.26297,130.88889,-21.88889,-2.278428,2
101,0.329633,131.11111,-25.444445,-2.328735,2
56,0.566668,121.44444,-30.333334,-2.326783,2
25,0.760117,121.55556,-35.11111,-2.36518,2
15,0.620632,125.44444,-32.77778,-2.38244,2
32,1.040738,132.77779,-19.555555,-2.280755,2
71,0.71111,79.111115,-49.11111,-2.249475,2
41,0.327733,105.111115,-43.77778,-2.404745,2
31,1.185185,122.111115,-29.11111,-2.310766,2
29,0.907417,123.22222,-27.666666,-2.271128,2
28,1.29386,117.888885,-34.555557,-2.35398,2
16,0.062963,136.66667,-17.222221,-2.232895,2
71,0.720081,116.77778,-32.22222,-2.301203,2
26,0.207411,133.11111,-17.666666,-2.230725,2
41,0.874068,133.55556,-19.444445,-2.268529,2
15,0.518519,97.55556,-46.88889,-2.266452,2
31,0.71111,133,-16.88889,-2.251504,2
36,0.854182,108.888885,-39.77778,-2.362237,2
19,0.680416,122.888885,-32.88889,-2.344188,2
13,0.296294,95.666664,-47.666668,-2.28708,2
57,0.418517,92.888885,-42.666668,-2.288131,2
77,0.809667,103.77778,-41.22222,-2.42468,2
57,0.800464,119.44444,-34,-2.376054,2
55,1.185184,95.111115,-39.22222,-2.251012,2
75,0.385187,77.77778,-49.666668,-2.232,2
21,0.118518,126.44444,-28.11111,-2.357178,2
57,0.38889,131.77779,-18.222221,-2.215046,2
37,0.951851,86.55556,-47.444443,-2.258443,2
18,1.25462,120.888885,-34.88889,-2.352184,2
18,0.272164,108.666664,-44.666668,-2.45498,2
59,0.8165,116.77778,-34.444443,-2.323173,2
58,0.711108,82.66667,-47.444443,-2.239301,2
53,0.700008,130.33334,-19.666666,-2.217488,2
81,0.551853,79.111115,-44.22222,-2.18233,2
85,0.607409,91.77778,-36.77778,-2.186342,2
15,1.229631,137.44444,-19.222221,-2.330563,2
81,0.077779,80.888885,-44.88889,-2.187399,2
30,0.772201,108.44444,-40.88889,-2.395064,2
31,0.344266,110.44444,-39.22222,-2.384877,2
35,0.809664,105.44444,-38,-2.420203,2
57,0.340743,116.666664,-33,-2.297173,2
17,1.020167,121.55556,-33.444443,-2.348415,2
77,1.351844,131.88889,-22.11111,-2.277146,2
57,0.311111,83,-49.444443,-2.254208,2
61,0.272164,103.77778,-41.88889,-2.367396,2
29,1.574082,123.666664,-28.444445,-2.29776,2
52,0.740744,104.666664,-31.88889,-2.229685,2
25,0.477775,93.77778,-43.444443,-2.253408,2
38,1.068055,119.55556,-34.555557,-2.322923,2
49,0.41852,100.666664,-35.333332,-2.211659,2
79,0.462965,79.44444,-47.666668,-2.241633,2
32,1.310922,121.333336,-33.333332,-2.333746,2
32,1.040738,132.77779,-19.555555,-2.280755,2
66,2.122228,107,-22,-2.09899,2
62,0.720082,118.77778,-33.444443,-2.343404,2
40,0.72265,119.77778,-33.333332,-2.313685,2
71,0.299998,121.44444,-31.222221,-2.339758,2
43,0.34074,99.111115,-39.11111,-2.247952,2
43,0.740737,119.888885,-28.777779,-2.270653,2
33,0.620634,119.55556,-34,-2.333537,2
