@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
122,1.555556,15.111111,3
124,0.555556,0.555556,3
116,0.833333,0.666667,3
106,0.833333,0.666667,3
105,31.222223,40.11111,3
122,4.111111,16.666668,3
134,0.833333,1.333333,3
91,33.444447,39.88889,3
131,0.333333,0,3
68,18.277777,42.88889,3
119,1.055556,0.333333,3
93,1.388889,1.222222,3
112,0.5,0.111111,3
134,1.611111,6.555555,3
82,2.111111,4.777778,3
120,0.833333,0.555556,3
136,2.111111,9,3
129,0.388889,0,3
126,2.555556,8.444445,3
100,5.777778,6.444445,3
120,3.722222,2.111111,3
131,1,0.222222,3
86,8.777779,11.555555,3
98,1.333333,2,3
102,1.166667,2.666667,3
114,8.833333,23.88889,3
145,1.277778,0.777778,3
121,1.5,3.111111,3
100,2.555556,2.888889,3
143,0.888889,2.222222,3
108,3.388889,6.777778,3
119,1.777778,15.888889,3
138,0.388889,0.111111,3
125,0.888889,0.333333,3
110,2.277777,13.444445,3
136,2.777778,15.666667,3
133,0.222222,0,3
97,0.777778,1.444444,3
116,1.333334,14.888889,3
127,1.055556,13.666667,3
143,0.888889,2.222222,3
118,0.055556,0,3
122,0,0,3
94,0.722222,0.666667,3
123,0.444444,0.111111,3
90,6.777779,6.555555,3
80,3.833333,8.444445,3
93,1.5,3.666667,3
120,0.5,0.222222,3
128,3.166667,3.888889,3
102,29.888887,42,3
125,1.055556,13.888889,3
99,1,0.444444,3
136,0.388889,0.111111,3
113,0.277778,0.111111,3
122,1.388889,1,3
95,1.111111,4.555555,3
123,0.166667,0,3
95,2.222222,1.222222,3
120,0.722222,2.888889,3
127,0.777778,2.111111,3
80,34.61111,66.44444,3
120,1.444444,13.555555,3
72,1.388889,2.555556,3
130,0.333333,0.111111,3
124,1.833333,1.666667,3
73,1.722222,3.111111,3
91,25.277779,41.77778,3
138,0.722222,4.222222,3
118,0.333333,0.222222,3
78,43.333332,76.77778,3
81,9.222222,19.444445,3
98,1.777778,3.555556,3
136,0,0,3
87,13.222221,15.666667,3
138,5.5,14.888889,3
133,0.388889,0.111111,3
121,1.5,3.111111,3
80,1.833333,5.888889,3
145,1.277778,0.777778,3
122,0.444444,0.444444,3
141,0.722222,0.888889,3
91,0.666667,1.888889,3
89,0.777778,0.333333,3
137,0.833333,0.555556,3
146,0,0,3
107,6.777779,6.333334,3
130,0.277778,0,3
126,0.944444,8.333334,3
144,0.333333,0,3
120,0.388889,0,3
132,1.722222,1,3
83,8.333333,21.555555,3
144,0.5,0,3
122,4.833334,5.222222,3
118,0.388889,0.111111,3
110,0.5,0.444444,3
136,2.666667,12.222222,3
142,0.111111,0,3
125,2.666667,2.444444,3
91,3.277778,4.222222,3
90,2.444444,5.666666,3
120,0.5,0.333333,3
88,0.944445,1.444444,3
145,7.5,10.333334,3
137,1,5.888889,3
132,0.388889,0.444444,3
123,0.666667,0.333333,3
139,2.111111,15.666667,3
110,0.5,0.444444,3
125,0.5,0.222222,3
99,3.055555,2.333334,3
87,1.888889,1.888889,3
142,0.277778,0.222222,3
102,9.444444,12.777778,3
120,5.944445,4.777778,3
90,1.111111,1.444444,3
85,2.277778,6.111111,3
135,0.333333,0.111111,3
104,22.111109,17.555555,3
136,2.055555,6.666666,3
133,0.222222,0,3
85,1.111111,1.444444,3
124,0.277778,0,3
124,1.111111,1.222222,3
122,0.833333,0.333333,3
106,1.277778,1.333333,3
111,1.944444,14.333333,3
83,0.666667,3.555556,3
69,20.444445,22.88889,3
108,27.277779,46.555557,3
69,4.333333,10.333334,3
102,0.833333,1.666667,3
115,0.722222,1.666667,3
107,0.666667,18.666668,3
137,3.833333,3.444444,3
107,1.111111,0.555556,3
71,21.888885,29.777779,3
123,0.5,0.222222,3
142,0.888889,2.666667,3
103,1.111111,0.666667,3
75,26.611113,52.11111,3
76,7.833334,12.666667,3
137,0.111111,0,3
117,0,0,3
111,0.388889,0,3
126,0.944444,2.555556,3
70,9.944444,20.222221,3
138,0.333333,0,3
129,0.111111,0,3
129,0.111111,0,3
89,0.777778,0.333333,3
124,0.222222,0,3
73,9.444445,26.222221,3
131,0,0,3
121,0.944445,13.555555,3
108,27.277779,46.555557,3
88,1.555556,1.555556,3
109,2,4.777778,3
136,0.666667,0.222222,3
96,2.333333,3.777778,3
111,0.944444,0.333333,3
93,3.444444,5.222222,3
128,0.388889,0,3
140,3.055556,8.666667,3
124,1.444444,0.555556,3
76,1.666667,1.777778,3
108,1.166667,1.666667,3
92,7,10.555555,3
139,0.333333,0.222222,3
133,0,0,3
117,0.111111,0.111111,3
124,0.444444,0.222222,3
99,1,0.444444,3
87,1.888889,1.888889,3
82,6.222223,6.555555,3
132,0.555555,0.111111,3
84,1.777778,3.111111,3
122,0.444444,0.444444,3
124,1.833333,1.666667,3
91,0.833333,1.222222,3
138,0.888889,0.444444,3
122,1.333333,12.111111,3
137,0.277778,0,3
100,0.666667,0.777778,3
113,0.666667,0.666667,3
95,2.666666,8.333334,3
145,2.111111,2,3
143,0.277778,0,3
135,0.333333,0.111111,3
90,3.333333,5.111111,3
134,0.055556,0,3
120,1.444444,13.555555,3
96,1.111111,1.777778,3
115,5,6.222222,3
112,0.111111,0,3
98,4.666666,3.777778,3
122,1.166667,13,3
101,6.444445,9.222222,3
116,1.055556,1.111111,3
95,3,3.888889,3
107,0.833333,1,3
91,1.111111,1.222222,3
144,0.222222,0,3
105,3.666666,2.444444,3
109,1.111111,0.777778,3
125,0.833333,1,3
125,0.722222,13.111111,3
66,10.944443,37.77778,3
89,5.833334,8.555555,3
123,0.611111,0.444444,3
124,1.111111,1.222222,3
77,1.611111,3.555556,3
138,0.444444,0.111111,3
115,1.388889,1.888889,3
106,2.222222,2.111111,3
127,1,3.333333,3
79,1.166667,3.888889,3
126,0.944445,50.666668,4
133,1.277777,18.666668,4
107,4.722223,44.88889,4
98,5.944444,29.88889,4
158,1.833333,35,4
147,2.055556,22.444445,4
129,19.833334,45.444443,4
62,0.722224,58.22222,4
160,2.777778,18.777779,4
120,0.944444,45.77778,4
126,1.833334,16.88889,4
156,2.5,17,4
65,26.444445,53,4
28,0.833333,54.666668,4
68,1.833333,34.666668,4
102,0.888889,51.555557,4
118,0.833334,30.555555,4
35,1.055555,61.22222,4
73,0.777777,42.11111,4
98,1.277777,46.333332,4
68,1.111111,35.11111,4
42,0.611111,24.11111,4
22,1.388889,43.333332,4
125,8.555554,39.444443,4
133,1.166666,41.88889,4
87,1.166667,56,4
66,2.555556,38.88889,4
149,0.666666,13.222222,4
127,8.555555,36,4
90,1.277777,58.11111,4
76,3.277778,30.666666,4
84,0.888889,7.555555,4
89,0.722223,24.666666,4
146,5.111111,36.666668,4
128,1.333334,30.88889,4
130,1.444445,16.444445,4
123,1.944444,52.333332,4
111,0.444445,29.777779,4
105,1.166667,52.22222,4
109,1.222222,42.77778,4
149,2.111111,17.444445,4
67,1.055554,56.666668,4
105,0.777776,57.88889,4
123,13.222221,46.333332,4
73,1.5,38.77778,4
69,0.722223,34,4
34,0.777779,41.666668,4
139,1.666667,13,4
136,2.833333,3.111111,4
123,2.999999,39.555557,4
96,1.722222,59.88889,4
123,1,15.888889,4
107,13.166667,48.11111,4
125,1.333333,37.444443,4
49,1.222221,34.333336,4
89,0.722222,26.777779,4
25,1.555556,39.88889,4
130,9.777778,10.333334,4
71,0.777777,35.11111,4
157,2.222222,19.222221,4
162,0.333333,6.444445,4
154,2,23.333334,4
17,1.444445,62.555557,4
102,0.666667,56.555557,4
83,0.944444,23,4
120,1.555555,42.444443,4
19,1.444445,38.77778,4
129,0.722222,27.444445,4
18,1.722223,59.77778,4
87,13.388889,27.444445,4
117,1.444443,33.77778,4
117,1.111111,27.333334,4
102,1.222222,45.555557,4
101,1.111111,39,4
108,1.666666,52,4
134,1.000001,38.77778,4
66,9.222221,39,4
125,1.944445,32.444447,4
128,1.666666,46.333332,4
138,1.055553,62,4
105,0.611111,44,4
100,0.444445,50.22222,4
81,1.222223,33,4
93,2.055555,54.555557,4
119,1.055555,40.22222,4
125,2.055555,53.77778,4
158,1.166667,6.222222,4
95,7.055555,41.333336,4
132,1.111111,30.444445,4
119,0.944446,35.11111,4
159,2.222222,23.555555,4
120,1.555555,42.444443,4
139,1.388889,57.333332,4
90,1.277777,58.11111,4
85,2.833333,42.88889,4
38,1.111112,57.22222,4
45,2.055555,47.333332,4
103,1.944445,51.666668,4
117,1.444443,33.77778,4
66,0.944445,45.77778,4
106,7,33.22222,4
111,2.277777,25.11111,4
75,5.666666,35.11111,4
80,1.333333,36.11111,4
146,1.111111,8.111112,4
42,4.333334,40,4
126,14.055554,32,4
57,0.999999,58.22222,4
97,0.5,43.333332,4
145,0.999999,54.11111,4
43,1.555557,56.666668,4
34,0.555556,46.22222,4
87,1.555557,37.22222,4
104,1.5,58.11111,4
70,0.388889,48.666668,4
34,0.833331,64.55556,4
158,0.833333,5.666666,4
111,1.055556,52.444443,4
68,1.555556,50.11111,4
117,1.277778,39.666668,4
133,0.888889,32,4
78,2.944444,26.333334,4
44,2.111113,50.333332,4
32,0.833334,53.333332,4
125,9.944444,37.555557,4
77,1.555555,53.11111,4
17,5,39.444443,4
77,1.666667,35.22222,4
122,11.444446,31.88889,4
83,1.555556,58.88889,4
69,0.944444,36.555557,4
116,0.499999,54.11111,4
160,2.777778,18.777779,4
126,0.555556,16.555555,4
88,1.111112,58.88889,4
68,0.777777,48.666668,4
20,1.944444,57.444443,4
