@relation segment

@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
-7.333334,6.777778,-0.877707,1
-16.444445,27.333334,-1.57896,1
-7.333334,7.111111,-0.985811,1
-8.111111,7.666666,-1.02473,1
-16.11111,28.222221,-1.683529,1
-17.333334,29.777779,-1.682651,1
-17.222221,29.777779,-1.68544,1
-8.333333,8.222222,-1.077659,1
-16.555555,28,-1.634396,1
-15.444445,23.777779,-1.548296,1
-8,8.444445,-0.843904,1
-16.444445,28.444445,-1.653787,1
-7.666666,7.555555,-0.871495,1
-16.777779,30,-1.741254,1
-7.666666,7.555555,-0.965946,1
-7.555555,7.666666,-0.612886,1
-7.111111,6.777778,-0.675123,1
-15,24.11111,-1.420087,1
-5.111111,5.555555,-0.57094,1
-7.555555,7.444445,-0.892179,1
-8.222222,8.555555,-1.233945,1
-14,21,-1.276562,1
-7.888889,7.777778,-1.121818,1
-7.222222,7.777778,-0.966318,1
-6.666666,6.888889,-1.258358,1
-5.111111,5.555555,-0.57094,1
-16.555555,26,-1.477019,1
-7,6.888889,-0.692028,1
-14.333333,21.11111,-1.302133,1
-15,23.666666,-1.48458,1
-6.888889,7.222222,-0.896533,1
-16.777779,29.777779,-1.77166,1
-8.666667,11,-1.783388,1
-13.666667,21.11111,-1.318373,1
-16.444445,27.333334,-1.685074,1
-13.888889,20.777779,-1.312499,1
-19.333334,34.444447,-1.773594,1
-7.666666,7.333334,-1.314533,1
-17.777779,28.88889,-1.625668,1
-15.333333,26.222221,-1.555549,1
-7,7.555555,-0.91962,1
-18.555555,30.777779,-1.670171,1
-7.222222,8.444445,-0.764077,1
-7.666666,8.222222,-0.909267,1
-14.777778,23.555555,-1.541502,1
-6.333334,6.666666,-0.783647,1
-8.333333,8.444445,-1.134543,1
-7.888889,8,-1.175454,1
-8,7.444445,-0.895807,1
-8,7.555555,-0.796918,1
-16.444445,28.777779,-1.73537,1
-18.444445,32.555557,-1.760752,1
-17.555555,29.88889,-1.733544,1
-7,7.222222,-0.850783,1
-16.666666,30.11111,-1.740736,1
-8.333333,8.444445,-0.965144,1
-17.555555,30.222221,-1.759414,1
-8.444445,8.333334,-1.19107,1
-17.333334,30.11111,-1.649603,1
-14.555555,23.333334,-1.456819,1
-15.555555,23.11111,-1.370369,1
-7.222222,7,-0.912631,1
-7.222222,11.888889,-2.018631,1
-17.11111,28.777779,-1.606794,1
-7.555555,7.333334,-1.099624,1
-16.11111,28.666666,-1.72879,1
-8,7.444445,-0.837598,1
-15.777778,23,-1.563972,1
-6.666666,6.333334,-1.539762,1
-7.111111,6.555555,-0.877707,1
-19.11111,35.77778,-1.846158,1
-7.666666,7.888889,-0.806042,1
-17,28.333334,-1.669752,1
-18.777779,35,-1.804829,1
-17.666666,31,-1.713134,1
-7,6.777778,-0.604864,1
-7.222222,7.333334,-0.862108,1
-16.777779,27.777779,-1.72683,1
-17,28.555555,-1.636863,1
-6.555555,7.555555,-0.726018,1
-18.222221,32.333336,-1.677308,1
-7.777778,7.111111,-0.942558,1
-15.444445,26.666666,-1.634416,1
-6.666666,6,-0.853547,1
-13.777778,21.88889,-1.447037,1
-7.666666,8.222222,-0.909267,1
-18.555555,32.22222,-1.705942,1
-7.333334,7,-0.889024,1
-7.444445,7.555555,-1.058277,1
-6.111111,5.555555,-1.43724,1
-8.333333,8.666667,-1.210357,1
-14.888889,24.222221,-1.591206,1
-8.444445,9.555555,-1.50837,1
-8,7.444445,-1.151837,1
-7.777778,7.888889,-1.175773,1
-8.333333,8.222222,-1.077659,1
-7.666666,8,-0.761648,1
-14.222222,24.88889,-1.555376,1
-8.222222,8.444445,-0.985729,1
-17.555555,29.11111,-1.622331,1
-7.555555,7.777778,-0.744272,1
-14.888889,24.666666,-1.508658,1
-15.111111,23.222221,-1.446641,1
-6.444445,5.666666,-0.807848,1
-17.777779,30.555555,-1.66658,1
-7.555555,6.888889,-1.093148,1
-15.777778,26.11111,-1.566335,1
-17.555555,30.666666,-1.700913,1
-7.555555,7.444445,-0.942559,1
-8.555555,9,-1.157082,1
-14.444445,23.333334,-1.408242,1
-15.666667,24,-1.569253,1
-15.222222,29,-1.707392,1
-14.111111,20.444445,-1.131204,1
-15.555555,25.555555,-1.519702,1
-20.222221,36.88889,-1.848523,1
-17.222221,31.222221,-1.756712,1
-15.222222,22.777779,-1.334127,1
-6.888889,7.555555,-0.804846,1
-6.777778,7,-1.475643,1
-19.222221,31.88889,-1.724894,1
-16.333334,25.88889,-1.623202,1
-6.888889,6.777778,-0.722894,1
-8,7,-1.048222,1
-7.666666,7.444445,-1.179692,1
-16.444445,26.333334,-1.512555,1
-7.666666,7.222222,-1.181388,1
-16.777779,26.88889,-1.554234,1
-7.555555,7.333334,-1.099624,1
-7.333334,7.111111,-0.985811,1
-7.888889,7.777778,-1.121818,1
-15.555555,25.444445,-1.622211,1
-8,7.777778,-0.987873,1
-14.333333,21.11111,-1.302133,1
-14.444445,25,-1.555097,1
-18.555555,34.77778,-1.8356,1
-13.444445,19.444445,-1.219211,1
-7.888889,8.222222,-0.912766,1
-15.666667,27.444445,-1.662177,1
-7.444445,8,-0.924607,1
-17.666666,30,-1.653926,1
-6.666666,7.222222,-0.621222,1
-15.222222,25.222221,-1.753726,1
-8.777778,149.11111,-2.292384,2
-25.333334,124.888885,-2.169999,2
-12.777778,128.66667,-2.408019,2
-14.888889,126.55556,-2.377965,2
-13,134.11111,-2.390383,2
-21.88889,132.33334,-2.231826,2
-17.666666,132.22223,-2.319697,2
-15.888889,143.11111,-2.297839,2
-29,115.44444,-2.242802,2
-26.88889,131.11111,-2.266452,2
-14.666667,142.22223,-2.333746,2
-13.666667,140.66667,-2.326783,2
-16.555555,125.55556,-2.357338,2
-14.111111,139.33334,-2.343404,2
-15.777778,138.77779,-2.323173,2
-17.222221,140.55556,-2.270219,2
-13.555555,140.88889,-2.339758,2
-11.444445,142.66667,-2.340765,2
-12.333333,139,-2.376054,2
-11.666667,145.33334,-2.341041,2
-10.222222,145.44444,-2.251504,2
-30.555555,116.888885,-2.239053,2
-16.333334,138.11111,-2.309391,2
-27.666666,121.111115,-2.239144,2
-33.88889,116.44444,-2.18233,2
-15,126.22222,-2.355443,2
-10.666667,147.88889,-2.27511,2
-16.666666,137.55556,-2.315885,2
-24.222221,127.333336,-2.098697,2
-11.444445,129,-2.434692,2
-11.666667,145.88889,-2.270225,2
-14.777778,141.66667,-2.315792,2
-13.777778,128.88889,-2.404745,2
-26.11111,125.666664,-2.253408,2
-13.444445,146.22223,-2.146845,2
-10.333333,130.44444,-2.45498,2
-25.11111,121.55556,-2.264402,2
-29.777779,119.333336,-2.254208,2
-14.777778,133.77779,-2.360195,2
-11,145.22223,-2.317384,2
-23.444445,132,-2.198158,2
-14.222222,143.11111,-2.339377,2
-23.444445,132,-2.198158,2
-16.777779,139.77779,-2.299918,2
-14.666667,142.33334,-2.328034,2
-14.111111,123.22222,-2.375282,2
-11.222222,147.44444,-2.26361,2
-13.555555,132.55556,-2.384877,2
-12.333333,142.33334,-2.354552,2
-23.333334,128.77779,-2.271072,2
-13.888889,126.44444,-2.375207,2
-12,137.44444,-2.365385,2
-13.666667,142.44444,-2.352834,2
-25.88889,123.22222,-2.220553,2
-16.444445,133,-2.295488,2
-15.444445,132.44444,-2.362237,2
-12.111111,126.22222,-2.410388,2
-12.333333,142.33334,-2.354552,2
-14.888889,140.55556,-2.307396,2
-14.777778,140.55556,-2.280207,2
-14.666667,138.77779,-2.349269,2
-8.888889,146.55556,-2.264532,2
-22.666666,122.22222,-2.288131,2
-24.666666,128.22223,-2.16692,2
-27.666666,118.77778,-2.235701,2
-23.88889,124.111115,-2.251012,2
-19.222221,125.44444,-2.306204,2
-13.444445,126.111115,-2.382438,2
-30.555555,118,-2.207756,2
-28.666666,117.333336,-2.224845,2
-15,140,-2.343381,2
-30.333334,118,-2.208414,2
-13.555555,140.88889,-2.339758,2
-12.888889,131.22223,-2.425992,2
-14.555555,140,-2.35936,2
-13.111111,130.11111,-2.385308,2
-14.111111,142,-2.357272,2
-23.333334,128.33334,-2.078418,2
-17,139,-2.297173,2
-26.444445,124.55556,-2.238324,2
-21.333334,132,-2.290421,2
-15.222222,127.44444,-2.351182,2
-12.888889,145.44444,-2.355244,2
-12.333333,141.88889,-2.370372,2
-7.333334,146.44444,-2.358602,2
-13.444445,135.33334,-2.368866,2
-12.222222,146.11111,-2.247156,2
-14.888889,126.55556,-2.377965,2
-14.777778,131.44444,-2.370002,2
-15.888889,137.77779,-2.307914,2
-10.333333,130.44444,-2.45498,2
-15,139.33334,-2.308179,2
-24.222221,127.55556,-2.015307,2
-11.111111,143.22223,-2.357178,2
-18.444445,138.88889,-2.280803,2
-23.777779,127.55556,-2.139239,2
-14.666667,142.22223,-2.333746,2
-13.444445,142.22223,-2.36518,2
-10.888889,147.55556,-2.214612,2
-14,141.66667,-2.37055,2
-25.333334,128.44444,-2.28708,2
-17.222221,138.88889,-2.312305,2
-14,131.33334,-2.396894,2
-15.555555,125.666664,-2.368082,2
-22.666666,130.55556,-2.266225,2
-19.777779,131.11111,-2.293933,2
-14.666667,138.66667,-2.334512,2
-24.88889,131.22223,-2.139822,2
-12.222222,146.55556,-2.146716,2
-26.11111,125.22222,-2.232346,2
-15.666667,142.88889,-2.271128,2
-14.888889,130.55556,-2.373206,2
-12.333333,129.33334,-2.404553,2
-15.888889,128.33334,-2.367396,2
-13.666667,131.11111,-2.393564,2
-24.777779,130.22223,-2.117007,2
-22.444445,128.55556,-2.097815,2
-9.888889,145.55556,-2.264129,2
-14.444445,142.77777,-2.29776,2
-11.777778,130.66667,-2.438585,2
-15.888889,141.66667,-2.322923,2
-2.666667,150.88889,-2.521648,2
-17.555555,140.33334,-2.268113,2
-30.11111,115.666664,-2.219979,2
-25.222221,122.55556,-2.280843,2
-15,127.111115,-2.345744,2
-27.444445,122,-2.248235,2
-16.777779,138.11111,-2.278604,2
-33.88889,118.44444,-2.187399,2
-17.444445,126.333336,-2.333212,2
-15.333333,141,-2.300618,2
-11.888889,146.44444,-2.282217,2
-15,138.44444,-2.317188,2
-16.555555,140.77779,-2.330465,2
-16.222221,138.33334,-2.301203,2
-17,141.66667,-2.273744,2
-14.888889,141.22223,-2.309804,2
-13.222222,142.88889,-2.352961,2
-10.888889,147.55556,-2.214612,2
-12.111111,126.22222,-2.410388,2
-9,145.33334,-2.405477,2
-13.888889,132,-2.389025,2
-24.333334,129.11111,-2.247036,2
-11.888889,146.11111,-2.278428,2
-13.666667,139.44444,-2.314232,2
-29.444445,118.77778,-2.246316,2
-28.555555,119.22222,-2.227114,2
-16.333334,139.66667,-2.292201,2
-14.111111,145.33334,-2.32497,2
-32.333332,115.888885,-2.232,2
-14.333333,130.88889,-2.38614,2
-11,138.22223,-2.39327,2
-9.666667,143.55556,-2.412968,2
-20.11111,122.22222,-2.297546,2
-12.111111,146.66667,-2.2,2
-30.555555,112.111115,-2.231558,2
-13.888889,142.44444,-2.336025,2
-16.333334,124.111115,-2.343789,2
-28.333334,117.111115,-2.22578,2
-6.333334,150.11111,-2.401587,2
-12.222222,141.66667,-2.349252,2
-11,145.77777,-2.30244,2
-29.333334,121.44444,-2.223218,2
-15.555555,126.111115,-2.33633,2
-13.888889,131.11111,-2.387884,2
-13.666667,140.66667,-2.326783,2
-16.333334,140.11111,-2.282923,2
-16.444445,140.44444,-2.303412,2
-13.555555,131.11111,-2.395064,2
-21.88889,125.55556,-2.173099,2
-22.222221,127.111115,-2.178149,2
-13.666667,140.22223,-2.306687,2
-2.666667,150.88889,-2.521648,2
-15,141.66667,-2.307657,2
-14.222222,127,-2.383438,2
-13.555555,132.88889,-2.395028,2
-30.11111,118.55556,-2.239301,2
-27.777779,122.55556,-2.186342,2
-13.333333,145.55556,-2.231555,2
-30.11111,115.55556,-2.249475,2
-30.777779,118.666664,-2.228939,2
-10.555555,146.33334,-2.280755,2
-14.666667,142.55556,-2.311049,2
-11.444445,129,-2.434692,2
-20.88889,129.22223,-2.229685,2
-25.333334,121.44444,-2.254541,2
-12.777778,129,-2.419456,2
-12.777778,128.66667,-2.408019,2
-15,126.22222,-2.355443,2
-23.11111,132.55556,-2.255674,2
-12.111111,147.33334,-2.277146,2
-24.666666,128.88889,-2.211659,2
-13.666667,140.55556,-2.348006,2
-13.888889,138.66667,-2.35398,2
-11.333333,143.11111,-2.402917,2
-14.555555,126.888885,-2.371807,2
-27.333334,119.333336,-2.228712,2
-15,138.33334,-2.293386,2
-12.666667,140.22223,-2.348494,2
-12,140.44444,-2.362514,2
-12.888889,138.77779,-2.315962,2
-14.222222,141.33334,-2.346636,2
-13.777778,129.55556,-2.385213,2
-14.777778,140.33334,-2.275425,2
-14.333333,142.66667,-2.326919,2
-12.777778,142.88889,-2.377814,2
-18.555555,139.77779,-2.23989,2
-16.222221,137.33334,-2.292668,2
-12.333333,141.88889,-2.370372,2
-28.11111,121.111115,-2.258443,2
-8.555555,149.55556,-2.330563,2
-11.555555,146.33334,-2.262555,2
-14,141,-2.357688,2
-7.111111,148.88889,-2.276767,2
-18.222221,119.888885,-2.326201,2
-11.333333,146.55556,-2.230725,2
-11.111111,145.44444,-2.360428,2
-13.777778,141.88889,-2.348415,2
-11.444445,147.22223,-2.328735,2
-14.111111,130.33334,-2.387384,2
-14,141.77779,-2.348002,2
-14.111111,142.44444,-2.362526,2
-12.666667,129,-2.405295,2
-11,125.44444,-2.420203,2
-14.111111,140.44444,-2.308637,2
-16.666666,125.77778,-2.337296,2
-14.444445,132.33334,-2.375985,2
-13.666667,146.66667,-2.187422,2
-30.555555,118,-2.207756,2
-12.222222,147,-2.158304,2
-12.888889,138.88889,-2.368498,2
-21.88889,130.22223,-2.264331,2
-22.444445,128.55556,-2.097815,2
-25.777779,126.333336,-2.257217,2
-14.888889,143.11111,-2.334831,2
-14.222222,147.88889,-2.146204,2
-12.222222,143.88889,-2.339493,2
-11.888889,145.55556,-2.232616,2
-8.666667,150.11111,-2.328472,2
-17,139.77779,-2.307094,2
-11.444445,144,-2.38244,2
-23.222221,128.88889,-2.270851,2
-21.11111,126.333336,-2.185419,2
-17,140,-2.303991,2
-17.333334,139.66667,-2.27951,2
-20.88889,129.22223,-2.229685,2
-14.111111,141.77779,-2.31442,2
-13,141.11111,-2.366197,2
-14,141,-2.357688,2
-21.88889,128,-2.141419,2
-14.777778,141,-2.304436,2
-28.666666,116.888885,-2.238522,2
-26.222221,126.888885,-2.252101,2
-14.111111,138.77779,-2.357271,2
-4.777778,149.88889,-2.449265,2
-25.11111,128.11111,-2.085954,2
-15.666667,142.88889,-2.271128,2
-14.222222,142,-2.352184,2
-11.444445,147.22223,-2.328735,2
-23.333334,122.44444,-2.143159,2
-15.777778,141.33334,-2.328661,2
-8.888889,146.55556,-2.264532,2
-16.555555,141.11111,-2.30531,2
-15.111111,128.11111,-2.357271,2
-30,115.333336,-2.241633,2
-10.555555,146.33334,-2.280755,2
-12.333333,145.66667,-2.309551,2
-18.11111,139.33334,-2.315477,2
-14.444445,139,-2.364216,2
-25,132.44444,-2.090557,2
-12.444445,146.77777,-2.182567,2
-25.88889,123.22222,-2.220553,2
-13.444445,139.66667,-2.34019,2
-14.333333,140.55556,-2.32084,2
-13.666667,147,-2.225537,2
-16.666666,125.77778,-2.337296,2
-30.555555,116.888885,-2.239053,2
-23.333334,121.44444,-2.277142,2
-23.333334,126.77778,-2.255577,2
-10.777778,147.22223,-2.268529,2
-17.222221,125.888885,-2.344872,2
-9.777778,145.44444,-2.346234,2
-12.555555,130.66667,-2.408968,2
-13.666667,140.55556,-2.348006,2
-32.88889,116.55556,-2.208019,2
-14.444445,140.33334,-2.341163,2
-24,132.44444,-2.079152,2
-11,133.33334,-2.421193,2
-10,144.77777,-2.386251,2
-15.888889,141,-2.295989,2
-15,140.88889,-2.333537,2
-12.222222,141.66667,-2.349252,2
-14.333333,139.77779,-2.356262,2
-14.444445,142.77777,-2.29776,2
-11.777778,138.11111,-2.367282,2
-15,135.77779,-2.351897,2
-16,141.55556,-2.313685,2
-6.111111,8,-2.186723,3
-4.666666,11.888889,-2.332766,3
-4.333334,5.555555,-2.191382,3
-2.777778,9.888889,-2.064514,3
-1.888889,2.666667,-2.16921,3
-5.777778,12.555555,-2.322295,3
-3.444444,3.888889,-2.130339,3
-5.444445,6.888889,-2.164323,3
-5.333334,8,-2.217735,3
-1.777778,13.333333,-2.520215,3
-3.555556,12.444445,-2.417517,3
-4,12.888889,-2.390992,3
-1.777778,5.666666,-2.420258,3
-3.222222,4.666667,-2.222661,3
-3.666667,4.555555,-2.146531,3
-4,5.888889,-2.118937,3
-4.444445,7.666666,-2.275159,3
-3.555556,4.111111,-2.133095,3
-4,6.444445,-2.269545,3
-4.333334,23.444445,-2.418074,3
-1.333333,2.777778,-2.337096,3
-0.222222,1.444444,-2.53095,3
-12.888889,60.11111,-2.308656,3
-1.777778,2.777778,-2.219242,3
-5.444445,12.888889,-2.265747,3
-4.333334,9.777778,-2.330693,3
-9.777778,61.11111,-2.360491,3
-0.444444,6.777778,-2.587228,3
-4.666666,7.888889,-2.255541,3
-5.222222,31.666666,-2.431513,3
-3.111111,5.666666,-2.229493,3
-0.111111,0.111111,-2.094395,3
-2.333333,2.555556,-2.123254,3
-0.777778,0.777778,-2.094395,3
0.333333,7.333334,-2.639389,3
-8.666667,65.44444,-2.356754,3
-2.111111,7.222222,-2.435718,3
-0.333333,1.222222,-2.444563,3
-4.777778,7.666666,-2.257122,3
-11.333333,26.666666,-1.61572,3
-4.111111,8.444445,-2.316112,3
-3.666667,4.444445,-2.155984,3
-5.222222,13.888889,-2.360782,3
-7,24.11111,-2.396682,3
-1.444444,6.777778,-2.474562,3
-4.777778,18.88889,-2.388561,3
-12.111111,28.333334,-2.305989,3
-2.222222,2.222222,-2.094395,3
-25.444445,57.333332,-2.255561,3
-2.888889,2.888889,-2.094395,3
-9.222222,23.444445,-2.235355,3
-1.888889,6.555555,-2.433795,3
-9.555555,25.333334,-2.247266,3
-5.777778,14.555555,-2.320628,3
-2.444444,10.222222,-2.451983,3
-4.666666,51.77778,-2.476481,3
-0.111111,0.111111,-2.094395,3
-4.111111,10.666667,-2.355641,3
-5.222222,31.666666,-2.431513,3
-3.222222,5.111111,-2.24908,3
-2,2.444444,-2.16176,3
-2.222222,6.777778,-2.369864,3
-9.888889,25.777779,-2.230821,3
-3.444444,3.444444,-2.094395,3
-1.555556,1.555556,-2.094395,3
-8.555555,20,-2.313534,3
-8.222222,52.666668,-2.380238,3
-8.666667,91.44444,-2.411645,3
-4.888889,24.777779,-2.439538,3
-4.888889,8.888889,-2.271544,3
-2.777778,3.666667,-2.16176,3
-2.666667,3,-2.110974,3
-3.666667,5.333334,-2.226355,3
-2.888889,3.555556,-2.139494,3
-2,2,-2.094395,3
-0.666667,5.222222,-2.536514,3
-4.555555,11.555555,-2.318885,3
-5.888889,6.444445,-2.123905,3
-4,4,-2.094395,3
-1.777778,2,-2.123254,3
-4.777778,5.555555,-2.149743,3
-3.444444,10.111111,-2.396657,3
-6.111111,8.555555,-2.186234,3
-26.666666,70.111115,-2.251254,3
-0.888889,6,-2.519165,3
0,0,0,3
-3.222222,23.444445,-2.42507,3
-1,1,-2.094395,3
-2.666667,6,-2.313013,3
-2.666667,3.222222,-2.133095,3
-4.555555,10.555555,-2.339798,3
-2.777778,29.333334,-2.488979,3
-4.777778,6,-2.189708,3
-4.777778,5.555555,-2.149743,3
-6.111111,52.666668,-2.416817,3
-4.888889,6.555555,-2.212162,3
-3.777778,4.444445,-2.153599,3
-1.555556,1.555556,-2.094395,3
-1,1.333333,-2.159563,3
-3.777778,15.111111,-2.417818,3
-3.888889,5,-2.163434,3
-3.444444,3.444444,-2.094395,3
-6.111111,14.555555,-2.280146,3
-5.333334,7.222222,-2.18361,3
0,0,0,3
-6.111111,12.111111,-2.282744,3
-2.333333,2.333334,-2.094395,3
-9.888889,25.333334,-1.793403,3
-14.444445,55.555557,-2.274461,3
-2,2.222222,-2.123254,3
-0.555556,3.333333,-2.463852,3
-6.555555,11.555555,-2.226247,3
-3.888889,6.111111,-2.267462,3
-5.666666,14.111111,-2.275553,3
-0.444444,0.666667,-2.181439,3
-3,3,-2.094395,3
-5.111111,9.444445,-2.28054,3
-2.111111,2.555556,-2.17128,3
0,0,0,3
-2.555556,3.444444,-2.204847,3
-4.777778,20.222221,-2.378944,3
-2.555556,19.444445,-2.523325,3
-4.555555,9.222222,-2.288981,3
-2,3.666667,-2.285991,3
-1,3.444444,-2.377624,3
-14,30.666666,-2.241956,3
-4.444445,7.444445,-2.248134,3
-8.666667,65.44444,-2.356754,3
-4,4.222222,-2.11372,3
-6.444445,15.888889,-2.343004,3
-6.333334,49.555557,-2.43063,3
-5.111111,8.333334,-2.205437,3
-4,9,-2.333804,3
-4.777778,11.888889,-2.345005,3
-7.333334,15.666667,-2.266389,3
-1.888889,2.111111,-2.137446,3
-8.777778,22.666666,-2.274205,3
-4.333334,8,-2.268209,3
-9.555555,20.88889,-2.268991,3
-16.555555,33.11111,-2.231261,3
-4.666666,7.777778,-2.244482,3
-4.888889,7.666666,-2.180291,3
-5.222222,7.666666,-2.216544,3
-0.222222,3.555556,-2.569768,3
-3.111111,3.777778,-2.169865,3
-3.666667,6.333334,-2.261719,3
-2.555556,2.777778,-2.123254,3
-2.333333,3.888889,-2.237562,3
-7.222222,23.88889,-1.702833,3
-5.444445,6.888889,-2.164323,3
-5.555555,19.88889,-2.363577,3
-1.555556,1.555556,-2.094395,3
-0.888889,6,-2.519165,3
-4,9.333334,-2.329423,3
-3.777778,5.222222,-2.173204,3
-4.444445,5.666666,-2.185466,3
-8.666667,79,-2.422127,3
-3.111111,3.333333,-2.132635,3
-1.777778,1.888889,-2.094395,3
-11.333333,29,-2.321226,3
-4.222222,9.555555,-2.300368,3
-9.888889,25.333334,-2.307511,3
-1.888889,1.888889,-2.094395,3
