@relation segment

@attribute Hedge-sd numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
5.677779,-1.636863,1
3.440744,-1.625668,1
2.240742,-1.653926,1
0.107407,-1.50837,1
0.340741,-1.037663,1
3.718518,-1.8356,1
0.211111,-1.077659,1
1.366668,-1.713134,1
1.022223,-1.345096,1
1.529629,-1.585609,1
0.044444,-0.91061,1
0.062963,-0.983947,1
0.551851,-1.567327,1
0.577776,-1.807866,1
0.151852,-1.985703,1
3.751853,-1.566335,1
0.507407,-1.842494,1
0.32963,-0.726018,1
0.951852,-1.302133,1
3.762962,-1.176662,1
2.729629,-1.131204,1
4.34074,-1.756712,1
2.162962,-1.55225,1
3.096297,-1.162844,1
0.062963,-1.068968,1
7.185185,-1.591206,1
2.785182,-0.9757,1
0.729629,-1.650048,1
0.074074,-1.353896,1
3.885185,-1.844993,1
0.311111,-0.985811,1
3.185185,-1.623202,1
0.951852,-1.302133,1
0.044444,-1.005054,1
1.974073,-1.837675,1
0.196296,-0.87829,1
0.107407,-0.960827,1
4.329629,-1.760752,1
0.3,-0.862108,1
0.551853,-2.18233,2
0.779364,-2.352834,2
1.274081,-2.225537,2
0.577774,-2.264129,2
0.389683,-2.382261,2
0.311111,-2.254208,2
0.740744,-2.229685,2
0.720082,-2.385308,2
0.760117,-2.36518,2
0.720081,-2.301203,2
0.583728,-2.357271,2
0.607405,-2.178149,2
0.311108,-2.339493,2
1.206462,-2.385001,2
0.488889,-2.364884,2
0.222216,-2.247156,2
0.655558,-2.255674,2
0.107407,-2.280843,2
0.829628,-2.23989,2
0.711108,-2.239301,2
1.396291,-2.141419,2
0.162961,-2.292384,2
0.720082,-2.343404,2
0.31111,-2.255577,2
10.014803,-2.295488,2
0.755554,-2.238522,2
0.607409,-2.186342,2
0.429629,-2.117007,2
0.918936,-2.355443,2
0.772202,-2.295989,2
1.310922,-2.333746,2
0.742867,-2.30531,2
0.455419,-2.35936,2
0.918936,-2.355443,2
0.488889,-2.223218,2
1.054091,-2.351897,2
0.680416,-2.344188,2
0.285183,-2.146845,2
2.874073,-2.307094,2
0.443054,-2.344872,2
0.255555,-2.264532,2
0.72265,-2.313685,2
0.699204,-2.419456,2
0.544333,-2.346636,2
0.327733,-2.404745,2
0.296294,-2.28708,2
0.207406,-2.312874,2
0.975626,-2.368866,2
0.210818,-2.382438,2
0.455421,-2.387884,2
0.177779,-2.348494,2
0.632455,-2.343381,2
0.907417,-2.271128,2
0.403686,-2.38614,2
0.207408,-2.286636,2
1.155558,-2.315792,2
3.762964,-2.143159,2
0.285185,-2.308637,2
0.691214,-2.343789,2
0.222219,-2.238324,2
0.329633,-2.328735,2
0.685185,-2.173099,2
0.860663,-2.365385,2
0.374079,-2.214612,2
0.296297,-2.242802,2
0.551855,-2.079152,2
1.149877,-2.328034,2
1.241266,-2.280803,2
1.574082,-2.29776,2
0.385184,-2.293933,2
1.310922,-2.333746,2
0.785184,-2.341041,2
1.011112,-2.360428,2
1.040738,-2.280755,2
5.675157,-2.375282,2
0.720082,-2.385308,2
0.107408,-2.307657,2
0.772203,-2.383438,2
0.772203,-2.300486,2
0.240741,-2.085954,2
0.272164,-2.367396,2
0.255555,-2.264532,2
0.586896,-2.404553,2
1.244441,-2.449265,2
0.666664,-2.015307,2
0.207406,-2.228939,2
0.688533,-2.325679,2
0.843276,-2.297546,2
0.64693,-2.387384,2
1.155554,-2.302468,2
1.333336,-2.314232,2
1.707408,-2.098697,2
0.349603,-2.408019,2
0.655553,-2.139822,2
0.177777,-2.315885,2
0.651852,-2.300618,2
0.827759,-2.360195,2
1.224743,-2.356262,2
0.327729,-2.385213,2
0.507406,-2.239053,2
0.611616,-2.405295,2
0.074074,-2.278604,2
1.185185,-2.310766,2
1.020167,-2.348415,2
0.607412,-2.248235,2
0.41852,-2.211659,2
0.429629,-2.208414,2
2.162973,-2.32497,2
0.488889,-2.362514,2
0.772203,-2.306204,2
1.277773,-2.340765,2
0.299998,-2.339758,2
1.807408,-2.304436,2
1.066667,-2.309551,2
0.907417,-2.271128,2
0.462965,-2.241633,2
0.429629,-2.033487,2
0.490652,-2.39327,2
1.140749,-2.349252,2
0.699999,-2.198158,2
0.327731,-2.396894,2
0.400002,-2.355244,2
0.951851,-2.258443,2
0.488884,-2.146204,2
0.583728,-2.268113,2
1.003697,-2.328661,2
0.557774,-2.319697,2
0.340743,-2.297173,2
0.596296,-2.309804,2
0.278888,-2.340839,2
0.879814,-2.357272,2
0.772201,-2.395064,2
0.408248,-2.370372,2
0.077778,-2.220553,2
0.38889,-2.215046,2
1.185184,-2.251012,2
0.403686,-2.373206,2
3.855552,-2.401587,2
0.385185,-2.16692,2
0.781735,-2.357688,2
0.68853,-2.370002,2
1.25462,-2.352184,2
1.26297,-2.278428,2
1.140745,-2.2,2
0.700002,-2.297839,2
0.685187,-2.276767,2
1.188888,-2.309391,2
0.722649,-2.330465,2
1.186343,-2.425992,2
0.344265,-2.334831,2
0.785183,-2.402917,2
1.351844,-2.277146,2
1.025597,-2.299918,2
0.740744,-2.229685,2
1.264908,-2.410388,2
0.118519,-2.328472,2
0.196295,-2.266225,2
2.118513,-2.308766,2
0.860662,-2.438585,2
0.429627,-2.352961,2
0.344264,-2.312305,2
0.272164,-2.45498,2
0.266668,-2.315477,2
1.040738,-2.280755,2
0.421638,-2.349269,2
1.229631,-2.330563,2
0.700008,-2.217488,2
0.869227,-2.377814,2
0.744442,-2.26361,2
0.874068,-2.268529,2
0.829629,-2.169999,2
0.211111,-2.139239,2
0.118518,-2.354552,2
0.385187,-2.232,2
0.300001,-2.263738,2
0.700002,-2.308179,2
0.329629,-2.239144,2
1.544443,-2.292201,2
0.729631,-2.32084,2
0.516396,-2.339377,2
1.407412,-2.182567,2
0.809664,-2.420203,2
0.752773,-2.348006,2
0.50185,-2.28828,2
0.329633,-2.328735,2
0.518519,-2.266452,2
0.107409,-2.158304,2
0.566668,-2.326783,2
0.772203,-2.434692,2
0.477777,-2.271072,2
0.744447,-2.366197,2
0.611111,-2.280207,2
0.58373,-2.317188,2
0.562963,-2.231826,2
0.172131,-2.2949,2
1.29386,-2.35398,2
0.329627,-2.293386,2
0.829626,-2.34019,2
1.218685,-2.362526,2
0.327733,-2.404745,2
1.040744,-2.187422,2
0.355556,-2.247036,2
0.952579,-2.337296,2
0.547723,-2.37055,2
1.985178,-2.264331,2
0.418517,-2.288131,2
0.666667,-2.346234,2
5.051852,-2.521648,2
0.562963,-2.282923,2
0.418519,-2.307914,2
0.507409,-2.227114,2
2.139576,-2.384657,2
0.207406,-2.386251,2
0.696294,-2.228712,2
0.742867,-2.368498,2
0.34074,-2.247952,2
1.140735,-2.412968,2
0.118518,-2.354552,2
0.620634,-2.333537,2
0.474074,-2.207756,2
4.907409,-2.231558,2
0.077779,-2.187399,2
0.429629,-2.257217,2
0.8165,-2.323173,2
1.94079,-2.357338,2
0.752773,-2.348006,2
0.774073,-2.31442,2
0.557772,-2.351182,2
0.774075,-2.252101,2
0.418519,-2.219979,2
0.658283,-2.345744,2
0.596282,-2.395028,2
0.91084,-2.37202,2
1.140749,-2.349252,2
0.285185,-2.247816,2
0.562963,-2.315962,2
0.779361,-2.391113,2
0.699999,-2.198158,2
0.488888,-2.30244,2
0.607411,-2.235701,2
1.333333,-2.393564,2
0.928959,-2.326919,2
1.455557,-2.232346,2
0.711108,-2.255012,2
0.699205,-2.389025,2
0.755557,-2.254541,2
0.680414,-2.375207,2
1.003697,-2.357271,2
0.355557,-2.090557,2
0.71111,-2.208019,2
0.862963,-2.185419,2
0.562963,-2.17166,2
0.385184,-2.278452,2
0.829628,-2.292668,2
0.25185,-2.146716,2
0.833334,-2.275425,2
0.477775,-2.253408,2
0.488891,-2.270219,2
0.71111,-2.249475,2
1.103866,-2.341163,2
1.440747,-2.282217,2
0.740737,-2.270653,2
0.31111,-2.358602,2
0.712327,-2.408968,2
0.952579,-2.337296,2
0.062963,-2.232895,2
0.403686,-2.377965,2
0.118518,-2.357178,2
1.378405,-2.326201,2
0.557772,-2.421193,2
1.068055,-2.322923,2
0.38519,-2.262555,2
0.355555,-2.277142,2
0.403686,-2.377965,2
0.928958,-2.33633,2
0.58373,-2.375985,2
2.122228,-2.09899,2
0.062963,-2.290421,2
0.680412,-2.364216,2
0.781735,-2.357688,2
0.809667,-2.42468,2
0.418522,-2.317384,2
0.207411,-2.230725,2
0.474074,-2.207756,2
1.00741,-2.270851,2
0.408248,-2.370372,2
1.264908,-2.410388,2
0.854183,-2.348002,2
0.862948,-2.232616,2
0.71111,-2.251504,2
0.574134,-2.333212,2
0.711109,-2.273744,2
1.944436,-2.306687,2
1.229636,-2.405477,2
0.854182,-2.362237,2
1.218518,-2.307396,2
0.429626,-2.238865,2
0.118519,-2.094395,3
0.151852,-2.094395,3
0.877778,-2.316112,3
2.696297,-2.305729,3
1.047042,-2.442323,3
11.85555,-2.356793,3
0.544331,-2.239029,3
0,0,3
0.785185,-2.16921,3
0.785185,-2.094395,3
14.774076,-2.255673,3
0.177777,-2.360782,3
1.322222,-2.339798,3
0,0,3
2.018434,-3.044175,3
2.251852,-2.244482,3
1.955556,-2.383949,3
2.562963,-2.146531,3
39.288876,-2.272973,3
12.33003,-2.255561,3
0,0,3
0.490654,-1.793403,3
0.088889,-2.137446,3
28.50741,-2.388561,3
0.02963,-2.094395,3
0.774074,-2.094395,3
0.02963,-2.094395,3
0.207407,-2.123254,3
3.166959,-1.61572,3
0.207407,-2.191382,3
0.566667,-2.261719,3
0.172133,-2.094395,3
1.678844,-2.396682,3
1.746955,-2.229493,3
0.02963,-2.094395,3
0.355556,-2.149743,3
0.912871,-2.463852,3
0.207407,-2.11372,3
23.185177,-2.291762,3
0.151852,-2.094395,3
0.596296,-2.274071,3
1.185185,-2.094395,3
0.02963,-2.094395,3
0.044444,-2.169865,3
1.095445,-2.094395,3
4.651851,-2.318885,3
0.285185,-2.289097,3
1.574075,-2.354881,3
1.902241,-2.321226,3
0.34074,-2.186234,3
3.555556,-2.445012,3
59.496284,-2.44804,3
71.5111,-2.431513,3
0.596296,-2.133095,3
1.64204,-2.869948,3
1.38243,-2.587228,3
0.688531,-2.408939,3
6.433335,-2.118937,3
7.680904,-2.251254,3
3.529629,-2.452176,3
0.388889,-2.153599,3
3.288889,-2.326455,3
0.272166,-2.094395,3
1.318519,-2.313013,3
1.797117,-2.449839,3
1.668887,-1.702833,3
338.64075,-2.308656,3
0.490653,-2.536514,3
60.06297,-2.240133,3
0.516398,-2.15073,3
0.888194,-2.519165,3
2.936362,-2.390992,3
0.691215,-2.237562,3
3.211092,-2.639389,3
71.5111,-2.431513,3
0.3,-2.275792,3
0.136083,-2.094395,3
2.062963,-2.53095,3
68.87406,-2.289874,3
3.050805,-2.369864,3
2.996295,-2.618651,3
4.385186,-2.569768,3
0.998146,-2.152432,3
1.066666,-2.355641,3
0.962963,-2.185466,3
1.051852,-2.267462,3
2.428991,-2.439538,3
0.3,-2.130339,3
0.90472,-2.241956,3
0.996296,-2.354575,3
1.274074,-2.216544,3
0.720082,-2.377624,3
0.685185,-2.358386,3
0.196296,-2.189708,3
8.829631,-2.28054,3
0.418519,-2.181439,3
0.389682,-2.094395,3
0.044444,-2.094395,3
0.074074,-2.094395,3
0.533333,-2.288981,3
0.862962,-2.268176,3
0,0,3
0.477778,-2.133095,3
0.222222,-2.164323,3
0.712325,-2.335871,3
12.433335,-2.300368,3
9.040739,-2.282744,3
0.385185,-2.173961,3
0.844444,-2.16176,3
0.074074,-2.094395,3
0.344444,-2.226355,3
3.197221,-2.307511,3
3.197221,-2.307511,3
0.166667,-2.229939,3
1.677777,-2.283787,3
0.655461,-2.366216,3
0.077778,-2.094395,3
19.496296,-2.216473,3
155.3222,-2.286295,3
0.385185,-2.225735,3
4.385186,-2.451983,3
1386.3292,-2.422127,3
0.809664,-2.200588,3
2.792185,-2.090649,3
15.930981,-2.360491,3
0.534027,-2.204847,3
1.68215,-2.3163,3
6.818519,-2.329093,3
0.018519,-2.094395,3
0.788811,-2.474562,3
1.896296,-2.146531,3
0.699206,-2.305989,3
121.24443,-2.321343,3
36.400005,-2.481874,3
66.65185,-2.320628,3
0.566667,-2.261719,3
3.421609,-2.497929,3
1.041722,-2.333318,3
6.948753,-2.514204,3
0.490653,-2.406809,3
6.296297,-2.107303,3
0.151852,-2.159563,3
0.607407,-2.257412,3
0.918937,-2.548898,3
0.02963,-2.094395,3
1386.3292,-2.422127,3
0.182574,-2.151914,3
1.746955,-2.229493,3
5.855556,-2.394493,3
0.566667,-2.152507,3
21.61858,-2.42507,3
0.462963,-2.298085,3
17.54708,-2.492965,3
263.09634,-2.476481,3
17.12963,-2.280146,3
6.02963,-2.226247,3
3.777778,-2.234241,3
0.222222,-2.164323,3
1.096297,-2.420258,3
1.811111,-2.520215,3
0.774074,-2.467493,3
1.440741,-2.24908,3
201.72226,-2.523325,3
0.074074,-2.132635,3
0.255556,-2.186723,3
0.02963,-2.094395,3
37.500004,-2.193967,3
28.50741,-2.388561,3
0.311111,-2.217735,3
0.962963,-2.185466,3
2.062963,-2.53095,3
0.251852,-2.322295,3
5.911112,-2.413992,3
0.772202,-2.230821,3
377.9295,-2.320272,3
0.922222,-2.329423,3
0.250924,-2.123254,3
3.777778,-2.234241,3
1.396296,-2.139494,3
0.02963,-2.094395,3
14.400001,-2.205437,3
2.678447,-2.417818,3
6.916698,-2.589111,3
0.136083,-2.094395,3
0.3,-2.156366,3
0.240741,-2.094395,3
5.688196,-2.280561,3
31.71359,-2.356754,3
0,-2.094395,3
0.922222,-2.163434,3
0.177778,-2.117548,3
0.255556,-2.186723,3
0.32963,-2.321865,3
0.02963,-2.094395,3
1.668887,-1.702833,3
0.385185,-2.216604,3
0.474074,-2.275159,3
14.774076,-2.255673,3
10.107411,-2.275553,3
0.062963,-2.02703,3
0.327731,-2.123254,3
5.289054,-2.43063,3
0.607407,-2.257412,3
0.344265,-2.175647,3
0.474074,-2.123905,3
1.861899,-2.340801,3
6.162962,-2.268209,3
31.71359,-2.356754,3
6.862964,-2.271544,3
0.632455,-2.573381,3
1.677777,-2.283787,3
1.06284,-2.343004,3
1.414213,-2.45904,3
0.278887,-2.422506,3
1.055556,-2.178769,3
3.781044,-1.540214,3
205.36296,-2.438409,3
28.785189,-2.274205,3
662.35547,-2.411645,3
11.674076,-2.332766,3
1039.5408,-2.488979,3
650.42957,-2.380238,3
205.36296,-2.438409,3
0.044444,-2.094395,3
6.112829,-2.06232,3
1.688889,-2.345005,3
0.833334,-2.351514,3
1.408966,-2.280603,3
1.333333,-2.110974,3
0.72963,-2.348987,3
0,0,3
3.084009,-2.344093,3
0.151852,-2.094395,3
1.98889,-2.396657,3
105.54074,-2.363577,3
0,0,3
1.44074,-2.216721,3
0.151852,-2.212162,3
4.544838,-2.265747,3
0.166667,-2.094395,3
0.951852,-2.133095,3
0.691215,-2.247266,3
0.166667,-2.164094,3
0.474074,-2.18129,3
0.255555,-2.222661,3
1.544444,-2.386611,3
0.296296,-2.248134,3
7.51111,-2.330693,3
0.151852,-2.285991,3
17.629103,-2.593825,3
0.211111,-2.155984,3
0.685186,-2.333804,3
1.278019,-2.451571,3
110.8778,-2.274461,3
0.211111,-2.155984,3
99.0963,-2.284187,3
0.211111,-2.142674,3
1.869838,-2.231261,3
0.691215,-2.237562,3
0.296296,-2.315721,3
0.418518,-2.16921,3
0.490653,-2.326275,3
63.76296,-2.266389,3
0.474074,-2.269023,3
0.730297,-2.4238,3
0.107407,-2.094395,3
0.907407,-2.284608,3
15.930981,-2.360491,3
0.474074,-2.123905,3
0.403687,-2.444563,3
6.224503,-2.29665,3
1.721326,-2.268148,3
2.118518,-2.16608,3
0.151852,-2.094395,3
3.718517,-2.255541,3
2.112573,-2.412671,3
1.318518,-2.395422,3
0.712326,-2.219242,3
0.177778,-2.094395,3
0.166667,-2.094395,3
0.077778,-2.057287,3
3.096295,-2.151958,3
0.355556,-2.149743,3
0.365148,-2.337096,3
0.620633,-2.552724,3
0.32963,-2.269545,3
2.391343,-2.268991,3
0.088889,-2.094395,3
2.059306,-2.235355,3
0.403687,-2.444563,3
1.718518,-2.435718,3
0.327731,-2.123254,3
0.074074,-2.16176,3
90.91857,-2.378944,3
0.151852,-2.094395,3
1.996293,-2.06017,3
889.3629,-2.346057,3
0.418518,-1.943449,4
1.167461,-2.090221,4
5.425934,-2.088579,4
1.318517,-2.164971,4
0.389681,-2.124459,4
0.860662,-1.99488,4
0.860663,-2.106235,4
0.975629,-2.123537,4
0.443053,-2.058,4
0.93492,-2.102607,4
0.62361,-2.102047,4
0.740741,-2.108911,4
1.011113,-2.007832,4
1.807404,-2.030079,4
1.218523,-2.036336,4
0.429629,-2.138726,4
108.74074,-1.994105,4
2.322991,-2.145541,4
5.18889,-2.109365,4
0.651852,-1.996907,4
184.5222,-2.017379,4
8.373016,-2.12336,4
1.340259,-1.567463,4
1.485737,-2.128423,4
0.344443,-1.970422,4
4.712474,-2.081842,4
0.646929,-1.892977,4
0.477778,-1.904651,4
1.18165,-1.596679,4
1.24722,-2.061036,4
0.61111,-2.123905,4
1.718518,-2.169368,4
70.1963,-1.980977,4
0.418519,-1.961254,4
1.585185,-2.030875,4
0.962963,-1.984308,4
0.962963,-1.984308,4
0.658281,-2.144507,4
3.011091,-1.877159,4
1.718096,-2.111941,4
1.003696,-1.681589,4
3.016006,-2.074838,4
0.583729,-2.069541,4
1.878731,-2.100687,4
4.655555,-2.124871,4
0.888889,-2.029312,4
0.544332,-2.086914,4
0.365148,-2.030703,4
0.133333,-2.044946,4
0.711109,-1.942698,4
0.389682,-2.09885,4
2.770879,-2.131861,4
0.151852,-1.991964,4
2.613357,-1.990806,4
0.722649,-2.100487,4
0.278888,-2.161793,4
1.499999,-2.134876,4
2.319004,-2.030048,4
0.750308,-2.091572,4
0.886107,-2.126989,4
103.762955,-2.035377,4
0.958394,-2.06346,4
0.516399,-2.08549,4
1.344399,-2.112723,4
6.888892,-2.242741,4
0.646929,-2.076662,4
1.088663,-1.75799,4
1.597452,-2.064723,4
0.958392,-2.108757,4
1.455513,-1.802554,4
1.408966,-2.152304,4
0.596294,-2.065471,4
0.490653,-2.048461,4
0.443052,-1.896425,4
1.526313,-2.045905,4
25.537477,-1.970812,4
0.894428,-2.125735,4
0.998146,-2.070466,4
2.754121,-1.990412,4
0.646929,-2.021125,4
0.389682,-1.720441,4
0.752772,-2.089105,4
0.490655,-2.076967,4
0.41852,-1.999045,4
0.730296,-2.175349,4
3.461964,-1.960582,4
1.455513,-1.802554,4
11.944499,-1.997241,4
0.162963,-1.996307,4
2.818517,-2.204575,4
0.755556,-1.984583,4
1.218682,-1.90381,4
16.83333,-2.080474,4
0.349603,-2.05839,4
0.250925,-2.030428,4
0.827758,-2.078797,4
1.187902,-2.109804,4
0.836659,-2.042422,4
1.186342,-2.127801,4
3.065339,-1.981499,4
0.904721,-1.995536,4
0.389679,-2.128801,4
0.522222,-2.032243,4
1.67778,-1.996082,4
2.678445,-2.126943,4
0.816497,-2.068113,4
1.062841,-2.133031,4
0.266666,-2.069251,4
0.365148,-2.030703,4
1.186342,-2.094303,4
0.655462,-2.105478,4
0.854184,-1.640134,4
4.305036,-2.003259,4
3.111112,-1.958524,4
20.196299,-1.991445,4
2.122222,-2.158805,4
1.083547,-1.722278,4
0.655461,-2.070832,4
1.993508,-2.054964,4
0.250924,-2.048732,4
0.488889,-1.971781,4
1.229628,-2.009854,4
1.971088,-2.060607,4
1.833839,-1.910735,4
9.262964,-2.035243,4
0.298143,-2.05389,4
5.725834,-1.840579,4
0.355555,-2.115734,4
0.182574,-1.836777,4
0.623611,-2.105073,4
0.544331,-2.108995,4
0.389682,-2.107785,4
1.025598,-2.093203,4
59.54075,-1.908348,4
4.598309,-2.097363,4
9.188898,-1.95422,4
0.611111,-1.982834,4
0.54433,-2.124981,4
25.537477,-1.970812,4
0.712325,-2.078463,4
3.200002,-2.142529,4
7.073164,-1.83808,4
0.418518,-1.943449,4
0.557774,-2.143048,4
2.115206,-2.089186,4
0.651853,-1.918888,4
2.599144,-2.056377,4
1.123816,-2.102441,4
1.241264,-2.11881,4
0.45542,-2.13694,4
0.501848,-2.038624,4
1.289561,-2.123641,4
0.533333,-1.932066,4
1.29386,-2.088914,4
0.740742,-1.984566,4
0.879814,-2.108813,4
0.507408,-2.237972,4
59.54075,-1.908348,4
3.079803,-1.96031,4
0.122224,-2.024945,4
1.128748,-2.102652,4
0.54433,-2.154989,4
1.344399,-1.624846,4
1.351851,-1.907502,4
0.886106,-2.133676,4
0.685185,-2.167262,4
0.544332,-1.949745,4
1.574074,-1.999443,4
1.048807,-2.049172,4
2.874073,-1.886072,4
0.429629,-2.138726,4
0.699206,-2.030269,4
1.396296,-1.997589,4
0.772202,-2.006,4
0.518518,-2.021502,4
0.403687,-2.024061,4
1.555556,-1.978328,4
1.555158,-2.08957,4
5.662962,-2.066695,4
1.893459,-1.68385,4
0.772202,-2.006,4
