@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,5-6,8,13,19-20'

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vedge-mean numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
58,0,0.777777,0.888888,105.333336,-2.357271,2
193,0,6.611113,7.055556,45.666668,-2.080174,6
65,0,2.222222,2.277779,53.666668,-2.091037,4
140,0,5.444444,3.055556,8.666667,-2.417818,3
44,0,2.166667,2.38889,13.666667,-1.753726,1
160,0,1.833333,5.944443,39.22222,-2.162999,6
152,0,0.111111,2.055556,0.777778,-2.007351,5
139,0,0.277778,0.833333,3.555556,-0.965946,1
116,0,0.611111,0.444445,3.666667,-1.19107,1
122,0,1.666667,1.166667,13,-2.247266,3
86,0,1.5,3.555556,17.88889,-1.60859,1
89,0,2.666666,0.333333,14.222222,-2.113032,5
116,0,3.277778,1.111111,25,-2.090781,4
249,0.111111,1.611111,2.666667,27.555555,2.28263,7
80,0,2.944444,16.666666,21.88889,-2.431513,3
168,0,1.5,0.666666,31.444445,2.302124,7
135,0,2.388887,0.833332,62.22222,-2.024945,4
133,0,0.611111,0.222222,0.111111,-1.999063,5
152,0,0,0,0,0,5
61,0,1.055556,0.833333,17.88889,-1.700913,1
120,0,2.222221,1.277779,53.88889,-1.892977,4
44,0,0.500001,1,90.55556,-2.254541,2
30,0,0.222221,0.611109,107,-2.405295,2
110,0,0.833333,0.444444,28.333334,-2.187242,5
76,0,0.833332,1.333333,79.111115,-2.208019,2
88,0,0.611111,0.944445,1.444444,-2.269545,3
222,0,1.555556,1.166667,16.11111,1.870487,7
148,0,0,0,0,0,5
31,0,0.722221,0.666664,133,-2.251504,2
91,0,2,2.555556,14.888889,-1.55225,1
233,0,1.388889,1.722223,33.444447,2.38935,7
136,0,3.888889,2.111111,9,-2.268991,3
36,0,0.944443,1.055556,108.888885,-2.362237,2
119,0.111111,3.611111,1.222222,6.333334,-2.142708,5
194,0,3.222222,4.611112,52.77778,-2.060549,6
77,0,0.888889,1.555555,53.11111,-2.030875,4
133,0,0.055556,0.055556,0,-2.094395,5
127,0,2.444444,8.555555,36,-1.908348,4
30,0,0.555557,1.222223,108.888885,-2.385308,2
62,0,0.555556,1.111112,121.111115,-2.315962,2
98,0,1.222223,1.888889,15.777778,-1.528895,1
93,0,3.444444,1.055556,10.444445,-2.137493,5
192,0,3.388889,5.944445,52.555557,-2.055457,6
159,0,3.555555,14.833333,32.333336,-2.316872,6
124,0,0.222222,0.222222,0,-2.094395,3
62,0,0.833335,1.166668,121.55556,-2.275425,2
210,0,1.5,1.555556,17.444445,2.42875,7
130,0,0.333333,0.277778,0,-2.094395,3
124,0,0.5,0.388889,3.333333,-1.02473,1
65,0,0.722221,2,120,-2.273744,2
93,0,1.777778,1.5,3.666667,-2.329423,3
226,0,2.888889,1.111111,24.222221,2.27303,7
98,0,0.722221,1.666667,82.77778,-2.238522,2
195,0,1.888889,2.999999,42.555557,-2.081095,6
127,0,4.833334,1.666667,39,-2.061036,4
111,0,0.277778,0.5,2.888889,-1.181388,1
54,0,1.777778,2.722222,18.444445,-1.760752,1
131,0,0,0,0,0,3
181,0,0.833333,1.277778,24,2.458471,7
90,0,7.38889,1.277777,58.11111,-2.108813,4
98,0,1.277778,5.944444,29.88889,-1.96031,4
248,0,2.055555,2.111111,32.333336,2.285098,7
137,0,0.222222,0.666667,1.444444,-2.075071,5
220,0,3.055556,3.666667,11.555555,2.09315,7
218,0,2.555556,1.611111,19.11111,2.362146,7
190,0,2.333333,1.555556,44.11111,-2.048697,6
113,0,1.722222,2.944444,15.333333,-1.585609,1
21,0,0.333333,5.222221,35.77778,-1.990806,4
95,0,3.611111,7.055555,41.333336,-1.970802,4
131,0,0.555555,1.333333,3,-0.850783,1
126,0,1.166667,0.944445,50.666668,-2.006029,4
186,0,2.833334,3.555556,30.777779,-2.060122,6
187,0,1.222223,3.055555,41.555557,-1.947472,6
115,0,1.833333,2.222223,12.222222,-1.54801,1
110,0,0.833333,0.5,0.444444,-2.152507,3
110,0,1.277778,2.722222,4,-2.618651,3
58,0,0.833335,1.444444,117.55556,-2.357271,2
159,0,3.555555,14.833333,32.333336,-2.316872,6
68,0,3.444445,0.166667,1.888889,-1.861154,5
95,0,2.055556,0.888891,47.77778,-2.107858,4
215,0,3.111111,3.388889,21.444445,2.266094,7
196,0,1.333332,2.222222,54.11111,-2.048736,6
111,0,3.722222,4.111111,3.333333,-2.216473,3
142,0,0.388889,1.722222,2.444444,-0.675123,1
45,0,1.222222,2.055555,47.333332,-2.045905,4
183,0,0.777778,2,23,2.483198,7
132,0,0.5,0.944444,3.555556,-0.726018,1
80,0,2.944444,16.666666,21.88889,-2.431513,3
233,0,2.777777,1.777778,15.777778,2.476615,7
62,0,1.888889,3.388889,20.666668,-1.888408,1
102,0,1,0.888889,51.555557,-1.985584,4
208,0,2.333333,2.444444,20,2.112617,7
124,0,1.111111,0.555556,0.555556,-2.18129,3
138,0,2.000001,1.055553,62,-1.999045,4
123,0,0.388889,0.166667,0,-2.094395,3
46,0,1.666667,2.222221,54.666668,-2.152304,4
76,0,1.388889,15,27.333334,-1.903624,4
92,0,1.277778,0.555555,13.111111,-2.11184,5
140,0,0.944444,0.277778,3.555556,-2.072268,5
32,0,0.944444,1.777779,121.333336,-2.333746,2
78,0,1.055557,0.777779,131,-2.225537,2
175,0,1.944444,3.444445,50,-2.063776,6
134,0,0.555556,1.055556,0.888889,-2.071242,5
111,0,1.666667,1.333333,13.888889,-1.333792,1
74,0,1.333333,1.388889,15.555555,-1.554234,1
195,0,4.166666,4.111111,41.77778,-2.052705,6
144,0,0.555556,0.611111,0.888889,-2.212162,3
87,0.111111,24.388891,44.722225,64.55556,-2.422127,3
154,0,0.277778,0.777778,0.666667,-1.988202,5
126,0.111111,2.388889,1.222222,0.555556,-2.107303,3
126,0,1.055556,0.944444,2.555556,-2.536514,3
32,0,0.777774,2.611109,132.77779,-2.280755,2
57,0.111111,2.444444,9.277778,13.888889,-2.370613,5
137,0,1.666667,1,5.888889,-2.360782,3
248,0,1.611111,3.166667,18.222221,1.783512,7
81,0,12.166667,9.222222,19.444445,-2.438409,3
95,0,1.666667,2.499999,16,-1.555549,1
182,0,0.555556,0.722223,23.333334,1.937594,7
181,0,1.833333,3.000001,40.77778,-1.949088,6
132,0,0.444444,0.388889,0.444444,-2.204847,3
180,0,1.944445,3.111111,42.555557,-1.996042,6
73,0,6.666666,9.444445,26.222221,-2.255561,3
69,0,1.555555,0.722223,34,-1.640134,4
176,0.111111,1.611112,3.444444,46.22222,-2.052258,6
81,0,1.888889,1.333333,17,-1.606794,1
181,0,4.277778,2.555556,52.555557,-2.044563,6
81,0.111111,4.111111,5.722223,10.888889,-2.388561,3
248,0,3.333334,3.222223,26.444445,2.205099,7
77,0,22.166666,7.722223,30.444445,-2.12336,4
163,0,1.444444,18.888887,36.555557,-2.395213,6
94,0,1.388891,0.888888,60.555557,-2.068537,4
130,0,0.777778,1.277778,0.777778,-1.959823,5
189,0,2.499999,2.111111,50.77778,-2.048058,6
191,0,1.388889,1.444445,53.555557,-2.041277,6
189,0,1.388888,12.388889,20.333334,-2.01975,6
57,0,0.94444,1.388891,131.22223,-2.187422,2
224,0,3.055556,3.055556,27.555555,2.304153,7
138,0,0.888889,0.833333,3.333333,-0.862108,1
155,0,0.5,10.777778,5.555555,-2.115567,5
123,0,0.944445,2.999999,39.555557,-1.978328,4
84,0,0.333333,0.388889,13.555555,-2.143897,5
134,0,0.222222,0.833333,0.333333,-2.013143,5
62,0,0.888889,1.000001,91.888885,-2.277142,2
109,0,1.166667,0.388889,18.333334,-2.082762,5
129,0,0,0,0,0,5
172,0,4.277777,6.666666,39.333336,-2.052453,6
89,0,1.222222,2.555556,14.222222,-1.544214,1
104,0,1.722223,1.833335,94.44444,-2.326201,2
161,0,2.111111,10.499999,37.333336,-2.316506,6
30,0,0.944447,0.611111,120.111115,-2.295989,2
109,0,2.222222,2,4.777778,-2.413992,3
154,0.111111,3.055555,3.833333,43.555557,-2.033077,4
55,0,2.222222,1.777777,17.555555,-1.771163,1
35,0,0.444445,0.388889,10.888889,-2.153332,5
77,0,1.388888,0.666667,52.22222,-2.143048,4
15,0,0.888891,1.888888,125.44444,-2.32497,2
119,0,0.833333,1.055556,0.333333,-2.133095,3
20,0,1.055555,0.833333,120.44444,-2.348006,2
94,0,9.611112,0.555556,11.666667,-2.142756,5
215,0,0.833333,2.555556,24.555555,2.224013,7
163,0,0.777777,18.777777,38,-2.388454,6
190,0,1.388889,2.611111,26.555555,2.204408,7
100,0,0.722222,1.222222,15.555555,-1.477019,1
83,0,2.277778,2.333333,4.666667,-2.345005,3
185,0,2.277779,3.111111,41.333336,-1.937924,6
67,0,1,2.444445,14.555555,-1.623202,1
89,0,1.777778,0.944444,2.666667,-2.065342,5
176,0,1.444444,2.722222,29,2.126901,7
124,0.111111,1.499999,2.444445,48.333332,-2.030079,4
40,0,0.666665,0.666667,105.77778,-2.419456,2
135,0,0.555556,0.666667,2,-0.807848,1
134,0,0.388889,0.944444,0.666667,-2.013143,5
45,0,1.055556,1,93.111115,-2.238324,2
116,0,0.777778,0.833333,0.666667,-2.163434,3
182,0,2.555555,3,47.555557,-1.989221,6
29,0,1.222224,1.388891,123.666664,-2.29776,2
200,0,4.722221,2.5,49.11111,-2.015374,6
160,0,2.111111,1.555555,36.666668,-2.102318,6
241,0,1.555556,1.166667,11.888889,2.277351,7
229,0,2.111111,2.444445,18.777779,2.099905,7
195,0,0.444444,0.611111,20.333334,1.94304,7
137,0,0.222222,0.277778,0,-2.094395,5
147,0,0.444445,0.722222,3.222222,-1.50837,1
149,0,2.5,0.666666,13.222222,-2.069251,4
