@relation segment

@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
105.77778,92.888885,-38.666668,2
110.48148,97.888885,-37.77778,2
104.111115,88.22222,-47.666668,2
112.296295,103.888885,-25.222221,2
112.51852,104,-25.555555,2
105.92593,91.888885,-42.11111,2
98.59259,84,-43.77778,2
122.51852,111,-34.555557,2
112.92593,105.666664,-21.777779,2
122.666664,111.55556,-33.333332,2
125.888885,114.666664,-33.666668,2
124.703705,114.22222,-31.444445,2
125.25926,115.666664,-28.777779,2
103.03704,89.55556,-40.444443,2
111.22222,97.666664,-40.666668,2
132.22223,123,-27.666666,2
101.03704,88.77778,-36.77778,2
105.48148,91.22222,-42.77778,2
127.40741,117.44444,-29.88889,2
135.92592,128.55556,-22.11111,2
106.07407,92.111115,-41.88889,2
135.2963,128.55556,-20.222221,2
138.62962,133.33334,-15.888889,2
137.88889,131.44444,-19.333334,2
143.44444,136.88889,-19.666666,2
99.666664,85.666664,-42,2
103.62963,89.111115,-43.555557,2
124.55556,112.77778,-35.333332,2
110.03704,100.77778,-27.777779,2
123.666664,114,-29,2
89.44444,73.55556,-47.666668,2
125.51852,115.44444,-30.222221,2
141.55556,135.11111,-19.333334,2
122.333336,111.333336,-33,2
90.81481,76,-44.444443,2
125.77778,115.666664,-30.333334,2
110.59259,96.77778,-41.444443,2
113.37037,102.55556,-32.444443,2
135.2963,128.11111,-21.555555,2
101.92593,88.111115,-41.444443,2
109.703705,95.111115,-43.77778,2
134.77777,128.22223,-19.666666,2
128.48148,119,-28.444445,2
124.55556,114.44444,-30.333334,2
127.55556,117.44444,-30.333334,2
123.44444,112.333336,-33.333332,2
136.2963,130.33334,-17.88889,2
126.14815,115,-33.444443,2
93.40741,79,-43.22222,2
126.14815,116.55556,-28.777779,2
126.81481,115,-35.444443,2
112.111115,99,-39.333332,2
125.40741,115.111115,-30.88889,2
122.96296,110.666664,-36.88889,2
113.48148,105.888885,-22.777779,2
124.111115,113.111115,-33,2
109.96296,97.55556,-37.22222,2
126.85185,115.55556,-33.88889,2
135.22223,128.44444,-20.333334,2
95.296295,80.888885,-43.22222,2
125.44444,114.111115,-34,2
128.44444,119.22222,-27.666666,2
124.03704,113.111115,-32.77778,2
109.07407,95.111115,-41.88889,2
98.74074,83.333336,-46.22222,2
124.55556,112.77778,-35.333332,2
93.44444,79.111115,-43,2
123.48148,112.333336,-33.444443,2
114.03704,100.77778,-39.77778,2
90.07407,74.55556,-46.555557,2
110.18519,100.666664,-28.555555,2
112.96296,99.333336,-40.88889,2
113,99.44444,-40.666668,2
92.81481,77.22222,-46.77778,2
117,104.22222,-38.333332,2
110.703705,96.22222,-43.444443,2
125.77778,115.55556,-30.666666,2
122.55556,111,-34.666668,2
110.59259,96.77778,-41.444443,2
127.44444,115.55556,-35.666668,2
93.44444,79.22222,-42.666668,2
127.07407,116.333336,-32.22222,2
125.14815,114.22222,-32.77778,2
124.37037,112.666664,-35.11111,2
126.07407,115.888885,-30.555555,2
123.18519,111.77778,-34.22222,2
122,110.111115,-35.666668,2
128,117.77778,-30.666666,2
102.51852,87.55556,-44.88889,2
107.14815,94.111115,-39.11111,2
130.40741,119.666664,-32.22222,2
100.44444,86.22222,-42.666668,2
113.85185,102.666664,-33.555557,2
126.44444,116.22222,-30.666666,2
99,85,-42,2
108.92593,95.666664,-39.77778,2
109.111115,96.44444,-38,2
109.25926,93.888885,-46.11111,2
113.48148,105.888885,-22.777779,2
113.25926,100.77778,-37.444443,2
121.18519,109.22222,-35.88889,2
97.92593,83,-44.77778,2
103.25926,88.77778,-43.444443,2
107.74074,93.888885,-41.555557,2
126.03704,114.333336,-35.11111,2
97.111115,82.55556,-43.666668,2
101.85185,89.111115,-38.22222,2
125.59259,113.44444,-36.444443,2
143.44444,136.88889,-19.666666,2
137.96297,133,-14.888889,2
104.888885,92.55556,-37,2
113.81481,100.111115,-41.11111,2
127.51852,116.55556,-32.88889,2
135.55556,128.66667,-20.666666,2
112.07407,98.55556,-40.555557,2
137.77777,131.55556,-18.666666,2
131.77777,122.111115,-29,2
121.62963,110.77778,-32.555557,2
121.48148,110.22222,-33.77778,2
108.85185,99.44444,-28.222221,2
110.296295,97.666664,-37.88889,2
130.14815,119.666664,-31.444445,2
126.77778,115.77778,-33,2
123.55556,112.22222,-34,2
125.666664,115.333336,-31,2
127.62963,117.666664,-29.88889,2
122.03704,110.55556,-34.444443,2
112.111115,97.22222,-44.666668,2
111.62963,101,-31.88889,2
129.92592,121,-26.777779,2
136.40741,130.77779,-16.88889,2
136.2963,129.77779,-19.555555,2
107.888885,94.77778,-39.333332,2
110.703705,96.22222,-43.444443,2
113.37037,102.55556,-32.444443,2
125.18519,113.77778,-34.22222,2
137.07408,130.44444,-19.88889,2
123,111.666664,-34,2
128.48148,119,-28.444445,2
111.62963,101,-31.88889,2
125.48148,113.666664,-35.444443,2
124.40741,113.22222,-33.555557,2
111.51852,96.111115,-46.22222,2
95.92593,80.111115,-47.444443,2
122.59259,112,-31.777779,2
129.55556,118.77778,-32.333332,2
90.40741,75.66667,-44.22222,2
132.77777,123.22222,-28.666666,2
125,114,-33,2
112.22222,97.77778,-43.333332,2
115.77778,107.44444,-25,2
106.51852,92.888885,-40.88889,2
137.51852,132.55556,-14.888889,2
124.44444,111.888885,-37.666668,2
108.77778,96.333336,-37.333332,2
116.703705,105.888885,-32.444443,2
92.333336,77.333336,-45,2
123.81481,113.44444,-31.11111,2
108.92593,95.666664,-39.77778,2
116.77778,103.888885,-38.666668,2
107.44444,94.666664,-38.333332,2
114.25926,101,-39.77778,2
136.48148,131.22223,-15.777778,2
114.62963,100.888885,-41.22222,2
86.296295,70.66667,-46.88889,2
107.51852,93.888885,-40.88889,2
105.77778,95.111115,-32,2
113.14815,104.333336,-26.444445,2
88.55556,72,-49.666668,2
110.03704,95.333336,-44.11111,2
111.59259,103.44444,-24.444445,2
126.77778,115.77778,-33,2
105.666664,96.666664,-27,2
133.11111,124.666664,-25.333334,2
108.74074,95.22222,-40.555557,2
126.48148,117.333336,-27.444445,2
111.333336,97.77778,-40.666668,2
123.85185,114.111115,-29.222221,2
108.888885,97.111115,-35.333332,2
125.96296,115.55556,-31.222221,2
113.77778,102.333336,-34.333332,2
135.40741,127.888885,-22.555555,2
100.51852,87.22222,-39.88889,2
137.03703,131.44444,-16.777779,2
102.48148,88,-43.444443,2
108.85185,96.77778,-36.22222,2
128,117.77778,-30.666666,2
113.111115,105.666664,-22.333334,2
124.62963,114.44444,-30.555555,2
93.40741,79,-43.22222,2
111.92593,98.22222,-41.11111,2
126,115.888885,-30.333334,2
127.03704,117,-30.11111,2
123.77778,113.333336,-31.333334,2
127.51852,116.55556,-32.88889,2
114.96296,101.888885,-39.22222,2
140.77777,134.33334,-19.333334,2
107.44444,94.666664,-38.333332,2
123.333336,112.77778,-31.666666,2
119.03704,107.22222,-35.444443,2
125.40741,116.333336,-27.222221,2
106.07407,93.111115,-38.88889,2
137.62962,132.11111,-16.555555,2
109.77778,99.55556,-30.666666,2
126.333336,117,-28,2
127.296295,116.22222,-33.22222,2
118.666664,106.55556,-36.333332,2
111.81481,99.111115,-38.11111,2
112.74074,99,-41.22222,2
120.703705,108.111115,-37.77778,2
122.18519,111.44444,-32.22222,2
93.55556,79.22222,-43,2
121.703705,109.22222,-37.444443,2
121.44444,110.22222,-33.666668,2
125.333336,115.77778,-28.666666,2
122.07407,109.888885,-36.555557,2
120.22222,108.44444,-35.333332,2
113.18519,106.888885,-18.88889,2
130.2963,120.77778,-28.555555,2
113.74074,100.111115,-40.88889,2
114.22222,106.888885,-22,2
106.85185,93.22222,-40.88889,2
137.14815,130.66667,-19.444445,2
124.55556,113.22222,-34,2
130.14815,120.77778,-28.11111,2
134.37038,126.55556,-23.444445,2
129.85185,120.666664,-27.555555,2
126.111115,115.77778,-31,2
136.2963,129.77779,-19.555555,2
126.22222,115.111115,-33.333332,2
107.74074,93.888885,-41.555557,2
122.25926,110.44444,-35.444443,2
138.07408,132.55556,-16.555555,2
109.703705,95.111115,-43.77778,2
106,93,-39,2
101.22222,87.111115,-42.333332,2
114.14815,102.44444,-35.11111,2
112.96296,99.55556,-40.22222,2
127.333336,116.77778,-31.666666,2
113.40741,103.888885,-28.555555,2
107.62963,93.888885,-41.22222,2
129.25926,118.333336,-32.77778,2
124.18519,113.888885,-30.88889,2
135.51852,129.44444,-18.222221,2
132.25926,122.77778,-28.444445,2
125.96296,115.55556,-31.222221,2
126.18519,116.333336,-29.555555,2
122.85185,110.55556,-36.88889,2
126.55556,115.666664,-32.666668,2
107.37037,94.22222,-39.444443,2
112.96296,99.44444,-40.555557,2
96.333336,82.44444,-41.666668,2
135.96297,129.88889,-18.222221,2
123.22222,111.44444,-35.333332,2
110,97.888885,-36.333332,2
140.25926,134.33334,-17.777779,2
125,114,-33,2
92.92593,76.44444,-49.444443,2
110.59259,101.55556,-27.11111,2
90.62963,74.55556,-48.22222,2
134.33333,127.55556,-20.333334,2
109.888885,96.77778,-39.333332,2
108.77778,96.333336,-37.333332,2
102.48148,89.44444,-39.11111,2
111.07407,102.888885,-24.555555,2
93.14815,77.333336,-47.444443,2
140.40741,134.66667,-17.222221,2
126.81481,117.111115,-29.11111,2
138.07408,132.55556,-16.555555,2
135.77777,129.44444,-19,2
110.37037,97.666664,-38.11111,2
126.48148,117.55556,-26.777779,2
97.333336,82.77778,-43.666668,2
126.22222,115.111115,-33.333332,2
107.111115,93.22222,-41.666668,2
138.62962,133.33334,-15.888889,2
116.25926,103.666664,-37.77778,2
95.111115,80.66667,-43.333332,2
134.92592,126.44444,-25.444445,2
111.59259,96.44444,-45.444443,2
124.111115,113.888885,-30.666666,2
127.62963,117.666664,-29.88889,2
113.25926,100.77778,-37.444443,2
108.96296,95.888885,-39.22222,2
105.59259,92.666664,-38.77778,2
126.666664,115.44444,-33.666668,2
133.66667,125.77778,-23.666666,2
123,111,-36,2
101.85185,89.111115,-38.22222,2
137.03703,131.44444,-16.777779,2
124.25926,113,-33.77778,2
112.03704,99.22222,-38.444443,2
123.03704,111.888885,-33.444443,2
1.333333,0.111111,-3.666667,3
5.592593,1.777778,-11.444445,3
1.925926,0.222222,-5.111111,3
55,47.444443,-22.666666,3
3.259259,0.555556,-8.111111,3
8.259259,3.777778,-13.444445,3
0.851852,0.333333,-1.555556,3
0.962963,0,-2.888889,3
5.666666,2.555556,-9.333333,3
15.518518,9,-19.555555,3
4.185185,0.888889,-9.888889,3
13.444445,9.888889,-10.666667,3
23.62963,17.333334,-18.88889,3
1.444444,0,-4.333334,3
0.666667,0,-2,3
0.333333,0,-1,3
7.592593,4.111111,-10.444445,3
8.481482,4.333334,-12.444445,3
1.148148,0.222222,-2.777778,3
31,24.666666,-19,3
4.851852,1.777778,-9.222222,3
2.259259,0.555556,-5.111111,3
1.37037,0,-4.111111,3
7.62963,3.111111,-13.555555,3
5.888889,3.222222,-8,3
0.703704,0.111111,-1.777778,3
3.407408,0.888889,-7.555555,3
4.296296,1.444444,-8.555555,3
4.444445,1.222222,-9.666667,3
13.518518,8.444445,-15.222222,3
3.703704,1.555556,-6.444445,3
0.37037,0,-1.111111,3
3.740741,1.444444,-6.888889,3
1.37037,0.111111,-3.777778,3
1.148148,0.222222,-2.777778,3
4.62963,1,-10.888889,3
44.296295,38.444443,-17.555555,3
7.962963,4.555555,-10.222222,3
3.518518,1.111111,-7.222222,3
3.925926,1.555556,-7.111111,3
0.740741,0.222222,-1.555556,3
2.037037,0.111111,-5.777778,3
41.925926,33.11111,-26.444445,3
0.777778,0,-2.333333,3
3.777778,1,-8.333333,3
2.148148,0.111111,-6.111111,3
18.74074,11.777778,-20.88889,3
3.259259,0.555556,-8.111111,3
3.518518,0.888889,-7.888889,3
16.37037,10.888889,-16.444445,3
0.037037,0,-0.111111,3
0.444444,0,-1.333333,3
0.740741,0,-2.222222,3
3.814815,1.111111,-8.111111,3
2.925926,1.222222,-5.111111,3
32.77778,24.333334,-25.333334,3
3.666667,1,-8,3
14.962963,9.555555,-16.222221,3
1.185185,0,-3.555556,3
1.222222,0.111111,-3.333333,3
1.296296,0,-3.888889,3
3.888889,0.888889,-9,3
0.555556,0,-1.666667,3
0.222222,0,-0.666667,3
23.62963,17.333334,-18.88889,3
6.740741,3.444444,-9.888889,3
29.814816,18.333334,-34.444443,3
0,0,0,3
4.074074,2.111111,-5.888889,3
8.703704,4.888889,-11.444445,3
14.37037,10.111111,-12.777778,3
1.148148,0,-3.444444,3
17.592592,9,-25.777779,3
1.666667,0.111111,-4.666666,3
5.259259,1.555556,-11.111111,3
0.481482,0,-1.444444,3
1.407407,0,-4.222222,3
16.851852,11.222222,-16.88889,3
6.259259,2.222222,-12.111111,3
2.296296,0.111111,-6.555555,3
5.814815,2.333334,-10.444445,3
18.555555,11.111111,-22.333334,3
9.925926,6,-11.777778,3
19.074074,10.555555,-25.555555,3
0.037037,0,-0.111111,3
0.851852,0.333333,-1.555556,3
2.037037,0.111111,-5.777778,3
8.666667,5.111111,-10.666667,3
12.481482,7.666666,-14.444445,3
6.185185,2.222222,-11.888889,3
5,2,-9,3
1.962963,0.222222,-5.222222,3
55,47.444443,-22.666666,3
1.962963,0.666667,-3.888889,3
0.518518,0,-1.555556,3
2.925926,1.222222,-5.111111,3
4.148148,1.111111,-9.111111,3
1.407407,0.111111,-3.888889,3
67.44444,58.77778,-26,3
12.666667,8.777778,-11.666667,3
8.703704,3.666667,-15.111111,3
47.185184,38.555557,-25.88889,3
0.777778,0,-2.333333,3
7.555555,3.555556,-12,3
0.740741,0,-2.222222,3
5,1.222222,-11.333333,3
0.62963,0,-1.888889,3
0.703704,0,-2.111111,3
1,0,-3,3
3.666667,1.111111,-7.666666,3
0,0,0,3
5.62963,1.888889,-11.222222,3
1.222222,0.111111,-3.333333,3
18.074074,16,-6.222222,3
2.814815,0.555556,-6.777778,3
2.962963,0.555556,-7.222222,3
5.518518,2.333334,-9.555555,3
8,4.111111,-11.666667,3
1.777778,0.111111,-5,3
17.222221,9.222222,-24,3
22.555555,13,-28.666666,3
6.074074,2.777778,-9.888889,3
10.481482,5.777778,-14.111111,3
4.37037,2.111111,-6.777778,3
18.074074,16,-6.222222,3
0.555556,0,-1.666667,3
3.407408,1.111111,-6.888889,3
1.148148,0,-3.444444,3
21.037037,16.222223,-14.444445,3
1.666667,0.111111,-4.666666,3
2.111111,0.111111,-6,3
1.333333,0,-4,3
7.444445,3.222222,-12.666667,3
2.222222,0.333333,-5.666666,3
2.777778,0.444444,-7,3
14.37037,9,-16.11111,3
5.296296,2.444444,-8.555555,3
1.333333,0.222222,-3.333333,3
0.962963,0,-2.888889,3
16.481482,10.111111,-19.11111,3
23.814816,19.222221,-13.777778,3
0.518518,0,-1.555556,3
1.962963,0.333333,-4.888889,3
17.222221,8.888889,-25,3
68.77778,60.333332,-25.333334,3
0.518518,0,-1.555556,3
1.518519,0.444444,-3.222222,3
46.666668,32.11111,-43.666668,3
2.518518,0.111111,-7.222222,3
0.518518,0,-1.555556,3
3.814815,1.333333,-7.444445,3
0.962963,0,-2.888889,3
1.074074,0,-3.222222,3
5.222222,2.111111,-9.333333,3
4.296296,1.333333,-8.888889,3
2.62963,0.444444,-6.555555,3
3.962963,1.444444,-7.555555,3
16.185184,10.222222,-17.88889,3
3.555556,0.888889,-8,3
0.148148,0,-0.444444,3
8.333333,3.777778,-13.666667,3
4.555555,1.555556,-9,3
2.259259,0.666667,-4.777778,3
49.814816,41.77778,-24.11111,3
1.148148,0.111111,-3.111111,3
1.518519,0.333333,-3.555556,3
6.777778,3.222222,-10.666667,3
2.185185,0.333333,-5.555555,3
2.814815,1,-5.444445,3
1,0,-3,3
26.037037,18.444445,-22.777779,3
1.592593,0,-4.777778,3
1.888889,0.222222,-5,3
1.592593,0,-4.777778,3
1.37037,0,-4.111111,3
6.296296,2.666667,-10.888889,3
7.074074,2.888889,-12.555555,3
27.88889,17.11111,-32.333332,3
1.777778,0.222222,-4.666666,3
42.555557,34.88889,-23,3
5.185185,2,-9.555555,3
0.703704,0,-2.111111,3
6.962963,3.333333,-10.888889,3
39.88889,32.333336,-22.666666,3
19.074074,10.555555,-25.555555,3
38.037037,29.777779,-24.777779,3
34.703705,20.555555,-42.444443,3
16.148148,8,-24.444445,3
4.148148,1.666667,-7.444445,3
0.407407,0,-1.222222,3
0,0,0,3
5.185185,2.222222,-8.888889,3
2.703704,0.555556,-6.444445,3
1.407407,0,-4.222222,3
42.814816,35.88889,-20.777779,3
5.407407,1.777778,-10.888889,3
0.666667,0,-2,3
0.037037,0,-0.111111,3
1.444444,0,-4.333334,3
4.592593,1.444444,-9.444445,3
2.888889,0.666667,-6.666666,3
2.185185,0.333333,-5.555555,3
20.592592,12.222222,-25.11111,3
11.074074,6.888889,-12.555555,3
0.444444,0,-1.333333,3
3.259259,0.444444,-8.444445,3
1.777778,0.444444,-4,3
9.518518,4.777778,-14.222222,3
1.481481,0.222222,-3.777778,3
2.62963,0.555556,-6.222222,3
1.296296,0,-3.888889,3
3.703704,0.777778,-8.777778,3
2.740741,0.333333,-7.222222,3
0.037037,0,-0.111111,3
16.518518,9.888889,-19.88889,3
11.185185,5.222222,-17.88889,3
17.11111,12.222222,-14.666667,3
4.518518,1.555556,-8.888889,3
7.703704,3.222222,-13.444445,3
1.407407,0,-4.222222,3
13.296296,7,-18.88889,3
2.296296,0.111111,-6.555555,3
0.222222,0,-0.666667,3
3,0.555556,-7.333334,3
67.44444,58.77778,-26,3
0.259259,0,-0.777778,3
3,0.888889,-6.333334,3
1.851852,0.555556,-3.888889,3
20.148148,14.222222,-17.777779,3
