@relation segment

@attribute Region-centroid-row numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
126,5,3,-8,0.581349,1
138,4.777778,2.444444,-7.222222,0.543871,1
137,5.777778,1.777778,-7.555555,0.573633,1
86,-1.444444,19.222221,-17.777779,0.405541,1
114,0.444444,14.444445,-14.888889,0.394964,1
57,-4.888889,24.444445,-19.555555,0.425691,1
51,-2.444444,18.222221,-15.777778,0.442861,1
118,3.888889,4.222222,-8.111111,0.543871,1
128,5.555555,1.222222,-6.777778,0.593915,1
104,0.111111,14.111111,-14.222222,0.380367,1
51,-9.222222,28.11111,-18.88889,0.446118,1
124,3.666667,3.666667,-7.333334,0.545855,1
72,-7.333334,27.666666,-20.333334,0.450926,1
67,-2.555556,21.11111,-18.555555,0.429897,1
53,-2,17.666666,-15.666667,0.404138,1
119,-0.777778,17.222221,-16.444445,0.408211,1
88,0.888889,15.555555,-16.444445,0.405118,1
103,3.777778,11.444445,-15.222222,0.388385,1
112,2.333333,5.666666,-8,0.559171,1
81,-1.111111,18.222221,-17.11111,0.409201,1
126,6.777778,0.777778,-7.555555,0.623016,1
111,4.444445,2.777778,-7.222222,0.564153,1
140,4.333334,2.666667,-7,0.513889,1
95,0,15.333333,-15.333333,0.388363,1
128,4,3.333333,-7.333334,0.561508,1
133,4,4.333334,-8.333333,0.558201,1
114,3.333333,4.666666,-8,0.56746,1
77,-5.555555,24.11111,-18.555555,0.413217,1
44,-4.222222,19.444445,-15.222222,0.457681,1
131,4.777778,2.111111,-6.888889,0.515873,1
136,4.555555,2.888889,-7.444445,0.529541,1
45,-4.111111,20.555555,-16.444445,0.428167,1
118,3.222222,3.555556,-6.777778,0.545855,1
92,2.555556,11.888889,-14.444445,0.376574,1
103,-1.888889,18.444445,-16.555555,0.416239,1
101,-0.222222,16.444445,-16.222221,0.404792,1
116,3.222222,5.222222,-8.444445,0.559171,1
80,-1.444444,20.222221,-18.777779,0.412094,1
135,4.555555,1.888889,-6.444445,0.647222,1
77,-3.111111,21.222221,-18.11111,0.415737,1
91,0.111111,14.444445,-14.555555,0.394157,1
57,-4.888889,24.444445,-19.555555,0.425691,1
116,-2.333333,18,-15.666667,0.398448,1
133,4,4.333334,-8.333333,0.558201,1
66,-9.222222,29.444445,-20.222221,0.430558,1
129,4.666666,3,-7.666666,0.540123,1
114,4,3.666667,-7.666666,0.537919,1
140,4.666666,3,-7.666666,0.537017,1
56,-9.333333,28.666666,-19.333334,0.442788,1
145,4.888889,0.222222,-5.111111,0.600529,1
89,-0.555556,14.777778,-14.222222,0.402507,1
96,-2.888889,18.11111,-15.222222,0.399499,1
124,3.666667,3.666667,-7.333334,0.545855,1
104,-4.111111,20.222221,-16.11111,0.421395,1
68,-3.444444,20.555555,-17.11111,0.440354,1
149,-4,9.666667,-5.666666,0.578339,1
75,-2.222222,19.777779,-17.555555,0.423501,1
73,-2.555556,18.444445,-15.888889,0.426973,1
136,4.555555,3.555556,-8.111111,0.526235,1
81,1.444444,14.444445,-15.888889,0.41031,1
106,-3.111111,20.555555,-17.444445,0.423346,1
113,-0.777778,15.555555,-14.777778,0.396589,1
75,-0.666667,17.333334,-16.666666,0.417046,1
44,-4.222222,19.444445,-15.222222,0.457681,1
124,4.222222,3.888889,-8.111111,0.563492,1
117,2.333333,12.666667,-15,0.381277,1
56,-4.777778,22.88889,-18.11111,0.43596,1
61,-4.222222,21.11111,-16.88889,0.437042,1
110,0.333333,6.333334,-6.666666,0.708333,1
90,-1.888889,19.444445,-17.555555,0.420486,1
86,-2.222222,21.11111,-18.88889,0.424597,1
59,-3.555556,21.11111,-17.555555,0.415301,1
132,5.111111,1.444444,-6.555555,0.529982,1
147,-0.777778,7.555555,-6.777778,0.713228,1
93,-4.444445,19.222221,-14.777778,0.419233,1
116,-1.444444,17.555555,-16.11111,0.407364,1
50,-4.111111,20.88889,-16.777779,0.418746,1
115,-2.666667,15.666667,-13,0.425538,1
100,1.777778,14.777778,-16.555555,0.401042,1
131,6,0.666667,-6.666666,0.581349,1
67,-6.111111,26.222221,-20.11111,0.429308,1
124,3.444444,5.111111,-8.555555,0.531173,1
92,-3.333333,20.666666,-17.333334,0.422223,1
104,1.555556,13.555555,-15.111111,0.410009,1
125,4.111111,3.111111,-7.222222,0.529762,1
134,5.111111,1.444444,-6.555555,0.603704,1
147,-1.111111,9.555555,-8.444445,0.652248,1
64,-1.444444,19.222221,-17.777779,0.426923,1
122,4.111111,3.111111,-7.222222,0.551587,1
101,4.222222,8.888889,-13.111111,0.376852,1
111,4,4,-8,0.59127,1
124,4.222222,3.888889,-8.111111,0.563492,1
117,2.666667,5.333334,-8,0.53858,1
128,4,3.333333,-7.333334,0.561508,1
86,-6.777778,25.555555,-18.777779,0.421495,1
113,4.111111,3.444444,-7.555555,0.566138,1
124,5.333334,1.666667,-7,0.595899,1
134,4.111111,3.111111,-7.222222,0.529982,1
114,5.333334,8.666667,-14,0.393691,1
111,2.888889,4.888889,-7.777778,0.562919,1
125,3.444444,4.444445,-7.888889,0.545635,1
83,1.111111,13.444445,-14.555555,0.399927,1
77,-3.222222,21.444445,-18.222221,0.407623,1
142,4.888889,1.888889,-6.777778,0.630159,1
116,2.777778,5.444445,-8.222222,0.546517,1
107,6.222222,8.222222,-14.444445,0.399311,1
83,0.333333,15,-15.333333,0.410073,1
56,-7.555555,27.11111,-19.555555,0.41394,1
69,-6.666666,26.333334,-19.666666,0.44486,1
34,-6.333334,22.666666,-16.333334,0.466345,1
145,4.888889,0.222222,-5.111111,0.600529,1
135,5.666666,1.333333,-7,0.613757,1
74,-3.111111,20.88889,-17.777779,0.420252,1
78,-1.777778,19.88889,-18.11111,0.401965,1
89,-1.666667,17.666666,-16,0.400445,1
145,3.111111,3.777778,-6.888889,0.564153,1
96,0.666667,16.333334,-17,0.406451,1
134,4.444445,2.777778,-7.222222,0.587302,1
64,-4,18.666666,-14.666667,0.441092,1
60,-1.333333,16.333334,-15,0.419248,1
42,-7.777778,25.555555,-17.777779,0.462752,1
128,4.111111,3.777778,-7.888889,0.563713,1
111,2.888889,4.888889,-7.777778,0.562919,1
85,2.777778,11.777778,-14.555555,0.399751,1
60,-4,21.666666,-17.666666,0.420823,1
102,0.222222,14.222222,-14.444445,0.381059,1
74,-2.222222,19.444445,-17.222221,0.422206,1
149,-4.222222,9.777778,-5.555555,0.588163,1
91,-1.444444,18.88889,-17.444445,0.420716,1
54,-5.444445,23.88889,-18.444445,0.432167,1
131,4.666666,2.333333,-7,0.592813,1
131,4.444445,2.444444,-6.888889,0.566138,1
149,-4,9.666667,-5.666666,0.578339,1
64,-5.555555,22.777779,-17.222221,0.424819,1
117,-0.333333,15.333333,-15,0.382629,1
123,4.333334,2.333333,-6.666666,0.61164,1
111,-0.444444,14.888889,-14.444445,0.391701,1
73,0.444444,15.111111,-15.555555,0.421504,1
113,4.888889,2.555556,-7.444445,0.580026,1
115,3,5.333334,-8.333333,0.53858,1
72,-8.777778,27.88889,-19.11111,0.436895,1
116,3.444444,4.111111,-7.555555,0.575397,1
90,2,12,-14,0.38846,1
57,-8.444445,28.222221,-19.777779,0.440509,1
142,5.888889,1.222222,-7.111111,0.646164,1
107,2.444444,13.111111,-15.555555,0.413785,1
101,-0.222222,16.444445,-16.222221,0.404792,1
55,-5.333334,23,-17.666666,0.43507,1
71,-2.666667,20.666666,-18,0.43357,1
130,3.777778,4.111111,-7.888889,0.481594,1
111,4.444445,2.777778,-7.222222,0.564153,1
143,4.777778,2.777778,-7.555555,0.674074,1
116,2.444444,11.444445,-13.888889,0.447187,1
124,4.444445,3.444444,-7.888889,0.550044,1
126,4.444445,2.777778,-7.222222,0.450309,1
62,-1.333333,18,-16.666666,0.423121,1
60,-6.222222,25.444445,-19.222221,0.4223,1
130,4.666666,2.666667,-7.333334,0.587963,1
140,4.666666,1.666667,-6.333334,0.564153,1
85,-3,20,-17,0.437404,1
103,2.666667,12.666667,-15.333333,0.410306,1
143,4,4,-8,0.601852,1
115,3.111111,4.777778,-7.888889,0.541887,1
133,5,3.333333,-8.333333,0.53858,1
60,-1.777778,17.555555,-15.777778,0.430484,1
75,-7.888889,26.444445,-18.555555,0.429663,1
92,-1.666667,20,-18.333334,0.420973,1
117,1.666667,5.333334,-7,0.543651,1
145,3.777778,2.777778,-6.555555,0.655556,1
89,-2.333333,19.666666,-17.333334,0.405022,1
118,-3.555556,18.777779,-15.222222,0.390398,1
55,-5.333334,23,-17.666666,0.43507,1
126,4.555555,2.555556,-7.111111,0.611111,1
139,4.333334,3.333333,-7.666666,0.532628,1
66,-4.222222,21.777779,-17.555555,0.438246,1
95,-0.222222,15.777778,-15.555555,0.390436,1
58,-2.777778,19.222221,-16.444445,0.434743,1
63,-6.111111,21.88889,-15.777778,0.422651,1
90,-3.555556,22.11111,-18.555555,0.420598,1
68,-8.888889,29.11111,-20.222221,0.445652,1
122,4.444445,3.111111,-7.555555,0.549603,1
136,4.555555,2.888889,-7.444445,0.529541,1
86,-0.111111,14.888889,-14.777778,0.417916,1
107,3,12,-15,0.394656,1
106,0,15.333333,-15.333333,0.408155,1
85,-1,18,-17,0.428735,1
130,5,2.666667,-7.666666,0.575397,1
142,4.555555,2.222222,-6.777778,0.574735,1
113,3.222222,4.888889,-8.111111,0.563492,1
94,-1.666667,18.333334,-16.666666,0.427811,1
115,1.888889,12.555555,-14.444445,0.375321,1
59,-3.111111,20.88889,-17.777779,0.445142,1
124,4.333334,3.666667,-8,0.571649,1
81,-1.111111,16.88889,-15.777778,0.412662,1
103,4.555555,8.888889,-13.444445,0.398903,1
67,0.888889,16.88889,-17.777779,0.414836,1
102,-2.888889,20.11111,-17.222221,0.417763,1
109,4.333334,9.666667,-14,0.376024,1
68,-0.111111,15.888889,-15.777778,0.462002,1
56,-1.222222,16.777779,-15.555555,0.422689,1
122,3.666667,4,-7.666666,0.551808,1
106,1.333333,13.666667,-15,0.403224,1
118,4.111111,3.111111,-7.222222,0.545635,1
111,3.444444,10.777778,-14.222222,0.374312,1
60,-3.888889,22.11111,-18.222221,0.446636,1
115,-2.111111,17.88889,-15.777778,0.397362,1
144,3.555556,2.888889,-6.444445,0.574603,1
63,-3.777778,20.555555,-16.777779,0.44725,1
85,2.777778,11.777778,-14.555555,0.399751,1
63,-2.555556,16.777779,-14.222222,0.435021,1
116,3,4.666666,-7.666666,0.544733,1
20,-33,46.666668,-13.666667,0.188892,2
57,-42.666668,65.333336,-22.666666,0.294515,2
57,-49.444443,79.22222,-29.777779,0.359343,2
30,-37.444443,50.555557,-13.111111,0.225384,2
66,-43.333332,71,-27.666666,0.320664,2
32,-38.444443,61.555557,-23.11111,0.25142,2
47,-43.666668,73,-29.333334,0.320097,2
40,-29.88889,44.444443,-14.555555,0.174209,2
22,-16.555555,30.777779,-14.222222,0.109655,2
50,-35.88889,53.11111,-17.222221,0.213538,2
85,-43,73.333336,-30.333334,0.328603,2
19,-39.77778,54.22222,-14.444445,0.236733,2
15,-19.333334,28,-8.666667,0.105074,2
81,-21.777779,47.88889,-26.11111,0.19308,2
71,-49.11111,79.22222,-30.11111,0.370097,2
81,-44.88889,78.77778,-33.88889,0.347902,2
62,-27.777779,48.88889,-21.11111,0.202279,2
96,-44.444443,74.55556,-30.11111,0.342938,2
53,-19.666666,33,-13.333333,0.121119,2
42,-30.11111,44.22222,-14.111111,0.174634,2
19,-33.666668,47.333332,-13.666667,0.189527,2
41,-43.77778,57.555557,-13.777778,0.262046,2
21,-28.11111,39.22222,-11.111111,0.15668,2
34,-35.444443,49.555557,-14.111111,0.199516,2
76,-46.555557,79.44444,-32.88889,0.360194,2
39,-32.88889,46.11111,-13.222222,0.184263,2
71,-31.222221,44.77778,-13.555555,0.179672,2
50,-38.333332,55,-16.666666,0.247337,2
47,-22,33,-11,0.125709,2
89,-38.88889,58.11111,-19.222221,0.257746,2
13,-20.11111,24.88889,-4.777778,0.100091,2
72,-30.666666,45,-14.333333,0.17933,2
65,-43.666668,71.333336,-27.666666,0.316474,2
64,-37.333332,52.333332,-15,0.236797,2
88,-27.11111,50.88889,-23.777779,0.204675,2
101,-25.444445,36.88889,-11.444445,0.141107,2
79,-41.555557,56.444443,-14.888889,0.258079,2
44,-31.11111,42.88889,-11.777778,0.178428,2
13,-14.111111,21.222221,-7.111111,0.079806,2
55,-38,55.666668,-17.666666,0.235894,2
57,-33,50,-17,0.198924,2
62,-42,65.333336,-23.333334,0.294583,2
21,-35.444443,48.22222,-12.777778,0.195127,2
19,-18.666666,26,-7.333334,0.101515,2
23,-37.666668,51.666668,-14,0.210162,2
19,-32.88889,46.77778,-13.888889,0.185539,2
15,-19.222221,27.777779,-8.555555,0.104639,2
75,-49.666668,82,-32.333332,0.378682,2
35,-30.333334,45,-14.666667,0.176083,2
81,-44.22222,78.111115,-33.88889,0.350039,2
94,-18.88889,43.11111,-24.222221,0.176789,2
104,-39.88889,58.11111,-18.222221,0.272403,2
44,-42,67.333336,-25.333334,0.300019,2
58,-47.444443,77.55556,-30.11111,0.351331,2
27,-16.555555,25.444445,-8.888889,0.096263,2
41,-20.333334,32,-11.666667,0.119532,2
54,-36.22222,51.77778,-15.555555,0.232219,2
96,-24.444445,49.555557,-25.11111,0.197734,2
48,-21.88889,33.77778,-11.888889,0.126968,2
29,-28.444445,42.88889,-14.444445,0.166484,2
31,-29.11111,43.22222,-14.111111,0.170718,2
31,-16.88889,27.11111,-10.222222,0.10071,2
39,-32.22222,46.11111,-13.888889,0.183242,2
55,-30.666666,45.666668,-15,0.182623,2
30,-30.88889,46.77778,-15.888889,0.183565,2
32,-33.666668,50,-16.333334,0.201898,2
62,-27.222221,40.11111,-12.888889,0.161658,2
18,-15.888889,26.777779,-10.888889,0.096352,2
17,-28.555555,40.77778,-12.222222,0.160604,2
107,-23.666666,34.666668,-11,0.13383,2
13,-17.777779,26.555555,-8.777778,0.09906,2
57,-31.444445,44.88889,-13.444445,0.182073,2
51,-33.555557,50.11111,-16.555555,0.197569,2
25,-43.444443,69.55556,-26.11111,0.299583,2
20,-31.666666,46,-14.333333,0.181475,2
27,-17.88889,27.777779,-9.888889,0.10447,2
23,-36,50.333332,-14.333333,0.205901,2
27,-16.555555,25.444445,-8.888889,0.096263,2
87,-22.555555,33.11111,-10.555555,0.126571,2
25,-30.666666,43,-12.333333,0.172504,2
43,-39.11111,63.22222,-24.11111,0.266023,2
79,-47.666668,77.666664,-30,0.362172,2
45,-39.22222,53.77778,-14.555555,0.244289,2
15,-46.88889,73.77778,-26.88889,0.306737,2
74,-38.22222,64.111115,-25.88889,0.276784,2
47,-31.11111,45.88889,-14.777778,0.181012,2
57,-18.222221,30.777779,-12.555555,0.111695,2
39,-30.88889,48.444443,-17.555555,0.188391,2
45,-31.222221,47.444443,-16.222221,0.190912,2
43,-28.777779,44.88889,-16.11111,0.174948,2
65,-31,48,-17,0.185658,2
55,-39.22222,63.11111,-23.88889,0.274795,2
66,-43,71.666664,-28.666666,0.325711,2
18,-44.666668,55,-10.333333,0.254668,2
32,-19.555555,30.11111,-10.555555,0.113055,2
34,-16.777779,28.88889,-12.111111,0.104539,2
67,-28.222221,50.11111,-21.88889,0.207702,2
41,-39.333332,51.666668,-12.333333,0.234493,2
28,-37.77778,61.88889,-24.11111,0.253299,2
18,-34.88889,49.11111,-14.222222,0.197105,2
47,-41.666668,65,-23.333334,0.275957,2
35,-15.777778,29.222221,-13.444445,0.103336,2
27,-14.888889,27.11111,-12.222222,0.098472,2
31,-18.11111,28.88889,-10.777778,0.107616,2
48,-39.333332,63.666668,-24.333334,0.265899,2
71,-32.22222,48.444443,-16.222221,0.194316,2
18,-44.666668,55,-10.333333,0.254668,2
41,-43.77778,57.555557,-13.777778,0.262046,2
47,-29.222221,47.77778,-18.555555,0.18354,2
99,-43.22222,73.77778,-30.555555,0.330418,2
20,-33,46.666668,-13.666667,0.188892,2
27,-33.333332,48,-14.666667,0.195416,2
90,-22.777779,45.22222,-22.444445,0.179697,2
41,-28.555555,53.444443,-24.88889,0.208293,2
40,-32.77778,49.555557,-16.777779,0.193665,2
32,-33.333332,48,-14.666667,0.190625,2
80,-24.555555,48.77778,-24.222221,0.198052,2
80,-41.666668,69,-27.333334,0.309059,2
35,-46.22222,71.44444,-25.222221,0.320015,2
25,-30.666666,43,-12.333333,0.172504,2
91,-37,55.666668,-18.666666,0.250204,2
71,-27,50.333332,-23.333334,0.212264,2
86,-38.666668,55,-16.333334,0.251552,2
32,-19.555555,30.11111,-10.555555,0.113055,2
19,-37.88889,59.77778,-21.88889,0.249895,2
113,-25.333334,37.666668,-12.333333,0.144134,2
44,-39,62.333332,-23.333334,0.266391,2
16,-38.11111,57.88889,-19.777779,0.244021,2
20,-39.77778,53.555557,-13.777778,0.240108,2
30,-40.88889,54.444443,-13.555555,0.242337,2
54,-36.333332,51.333332,-15,0.229674,2
66,-22,43.666668,-21.666666,0.174128,2
18,-19.333334,30,-10.666667,0.111218,2
77,-41.22222,52.77778,-11.555555,0.250143,2
36,-41.11111,55.22222,-14.111111,0.24634,2
35,-34.22222,48.444443,-14.222222,0.194853,2
50,-38.333332,55,-16.666666,0.247337,2
33,-33.666668,47.666668,-14,0.191215,2
70,-25.555555,45.77778,-20.222221,0.186099,2
13,-32.22222,45.11111,-12.888889,0.177191,2
39,-32.444443,55.88889,-23.444445,0.222954,2
52,-31.88889,52.77778,-20.88889,0.218379,2
18,-35.11111,54.555557,-19.444445,0.225725,2
13,-29,39,-10,0.156568,2
25,-37.77778,52.555557,-14.777778,0.224975,2
90,-22.777779,45.22222,-22.444445,0.179697,2
14,-41.22222,53.77778,-12.555555,0.242294,2
30,-40.666668,53.333332,-12.666667,0.24285,2
14,-41.11111,54.88889,-13.777778,0.24216,2
46,-18.222221,30.11111,-11.888889,0.110653,2
58,-38.11111,53.22222,-15.111111,0.237567,2
101,-25.444445,36.88889,-11.444445,0.141107,2
40,-30.555555,47.77778,-17.222221,0.185749,2
93,-46.88889,77.44444,-30.555555,0.369638,2
24,-32.555557,48.444443,-15.888889,0.195977,2
81,-42.11111,56.88889,-14.777778,0.26422,2
32,-38.666668,49.666668,-11,0.220748,2
58,-35.666668,50.333332,-14.666667,0.206503,2
63,-38.77778,52.88889,-14.111111,0.248136,2
52,-30.666666,43.333332,-12.666667,0.175849,2
22,-14.888889,27.11111,-12.222222,0.095184,2
39,-32.444443,55.88889,-23.444445,0.222954,2
29,-28.444445,42.88889,-14.444445,0.166484,2
46,-41.22222,54.77778,-13.555555,0.240722,2
36,-39.77778,55.22222,-15.444445,0.239085,2
14,-38.333332,51.333332,-13,0.222856,2
36,-40.444443,66.55556,-26.11111,0.284654,2
17,-32.333332,42,-9.666667,0.172628,2
54,-23,47,-24,0.181149,2
28,-45.444443,57.22222,-11.777778,0.261838,2
109,-39.11111,59.22222,-20.11111,0.268118,2
54,-37.22222,52.444443,-15.222222,0.234504,2
51,-28,41.666668,-13.666667,0.165549,2
20,-33.555557,55.444443,-21.88889,0.224139,2
72,-34,47,-13,0.19129,2
78,-20.666666,34.333332,-13.666667,0.124647,2
45,-42.333332,68.333336,-26,0.297414,2
98,-45,73.666664,-28.666666,0.338288,2
92,-46.333332,75.333336,-29,0.35122,2
54,-35.11111,50.88889,-15.777778,0.202708,2
64,-46.77778,77.55556,-30.777779,0.34921,2
32,-33.333332,48,-14.666667,0.190625,2
12,-35.666668,47,-11.333333,0.19252,2
68,-32,57.333332,-25.333334,0.239143,2
36,-20.222221,32.444443,-12.222222,0.12003,2
40,-33.333332,49.333332,-16,0.194537,2
26,-16.777779,29.222221,-12.444445,0.105128,2
49,-31.222221,47.11111,-15.888889,0.182398,2
40,-43.444443,54.88889,-11.444445,0.254051,2
57,-19,32.666668,-13.666667,0.118733,2
49,-29.555555,46.77778,-17.222221,0.179413,2
21,-33.22222,47.444443,-14.222222,0.187853,2
45,-41.444443,67.888885,-26.444445,0.292503,2
21,-33,45.333332,-12.333333,0.184022,2
26,-17.666666,29,-11.333333,0.106102,2
62,-28.666666,42.333332,-13.666667,0.169635,2
33,-39.333332,62,-22.666666,0.258604,2
28,-40.555557,54.444443,-13.888889,0.241511,2
67,-31.666666,46.666668,-15,0.18855,2
54,-20.333334,33.666668,-13.333333,0.124312,2
45,-36.88889,51.444443,-14.555555,0.210174,2
21,-27.555555,38.11111,-10.555555,0.153497,2
31,-39.22222,52.77778,-13.555555,0.23132,2
38,-39.11111,53.88889,-14.777778,0.23576,2
38,-34.555557,50.444443,-15.888889,0.199972,2
18,-34.333332,49,-14.666667,0.213257,2
73,-30.222221,45.11111,-14.888889,0.178636,2
67,-41.88889,58.444443,-16.555555,0.26644,2
42,-21.555555,33.444443,-11.888889,0.125137,2
13,-28.444445,39.555557,-11.111111,0.155825,2
59,-37.444443,51.88889,-14.444445,0.214204,2
56,-30.333334,44,-13.666667,0.176061,2
56,-30.666666,45.666668,-15,0.179483,2
33,-41.444443,54.22222,-12.777778,0.247776,2
15,-31.444445,45.555557,-14.111111,0.176494,2
71,-31.222221,44.77778,-13.555555,0.179672,2
53,-33.333332,44.333332,-11,0.187217,2
20,-32.666668,47.333332,-14.666667,0.187293,2
53,-26.444445,51.22222,-24.777779,0.200484,2
50,-33,50.333332,-17.333334,0.197162,2
62,-33.444443,47.555557,-14.111111,0.193691,2
78,-40.88889,56.444443,-15.555555,0.258182,2
13,-36.333332,51.333332,-15,0.215088,2
35,-38,49,-11,0.231166,2
16,-44.88889,67.44444,-22.555555,0.299601,2
43,-27.444445,42.22222,-14.777778,0.165192,2
11,-19.333334,25.666666,-6.333334,0.099836,2
57,-43.77778,68.888885,-25.11111,0.308813,2
30,-37.444443,50.555557,-13.111111,0.225384,2
57,-33.77778,48.22222,-14.444445,0.194754,2
18,-15.888889,26.777779,-10.888889,0.096352,2
51,-36.88889,53.444443,-16.555555,0.213813,2
49,-32.77778,49.22222,-16.444445,0.194622,2
74,-38.22222,64.111115,-25.88889,0.276784,2
11,-19.666666,22.333334,-2.666667,0.092773,2
34,-35.333332,50.333332,-15,0.20392,2
24,-29.88889,42.11111,-12.222222,0.169397,2
50,-36.555557,53.11111,-16.555555,0.213809,2
16,-40.22222,54.11111,-13.888889,0.239899,2
58,-31.333334,43.333332,-12,0.180972,2
50,-46.11111,63.22222,-17.11111,0.2797,2
68,-39.444443,56.88889,-17.444445,0.25416,2
48,-25,50,-25,0.197114,2
93,-25.222221,47.11111,-21.88889,0.188313,2
75,-30.555555,45.444443,-14.888889,0.179353,2
34,-42.77778,65.55556,-22.777779,0.283524,2
33,-40.666668,62,-21.333334,0.25913,2
40,-43.444443,54.88889,-11.444445,0.254051,2
90,-22.333334,45.666668,-23.333334,0.181789,2
58,-35.444443,49.555557,-14.111111,0.204147,2
65,-34,51,-17,0.202365,2
15,-40.88889,54.77778,-13.888889,0.241576,2
30,-31.666666,49,-17.333334,0.19251,2
99,-43.22222,73.77778,-30.555555,0.330418,2
82,-40.88889,58.11111,-17.222221,0.262093,2
46,-40.88889,64.111115,-23.222221,0.271501,2
26,-41.666668,56,-14.333333,0.248698,2
51,-34.22222,47.11111,-12.888889,0.1952,2
56,-30.333334,44,-13.666667,0.176061,2
41,-33.444443,50.22222,-16.777779,0.199347,2
29,-27.666666,43.333332,-15.666667,0.165616,2
