@relation segment

@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
11.888889,13.111111,0.578708,1
25.11111,18.666666,0.441092,1
19.88889,8.333333,0.378839,1
6.444445,3.333333,0.566799,1
6.444445,2.444444,0.535714,1
34.444447,24.444445,0.425691,1
26,14.777778,0.401042,1
31.333334,21.11111,0.424597,1
35.11111,28.11111,0.446118,1
32.555557,24.666666,0.431547,1
7.666666,4.888889,0.562919,1
27.222221,18,0.423121,1
7.222222,3.777778,0.563713,1
28.88889,19.444445,0.422206,1
19.88889,8.888889,0.376852,1
27.555555,17.555555,0.407364,1
7.444445,3.333333,0.510362,1
8.666667,9.666667,0.578339,1
6.666666,3.555556,0.545855,1
8.555555,5.333334,0.53858,1
7.333334,4,0.551808,1
6.333334,6.333334,0.708333,1
26.777779,17.88889,0.419418,1
6.555555,2.444444,0.543871,1
5.555555,1.666667,0.564153,1
28.777779,21.11111,0.437042,1
6.444445,1.777778,0.573633,1
7.333334,3.888889,0.563492,1
5.444445,0.666667,0.581349,1
24.555555,14.444445,0.394157,1
26.333334,15.333333,0.382629,1
6.333334,2.555556,0.580026,1
28.777779,20.555555,0.428167,1
6.333334,2.666667,0.56746,1
5.666666,0.777778,0.623016,1
21.88889,11.888889,0.390329,1
6.666666,2.666667,0.575397,1
26.666666,15.777778,0.390436,1
8.222222,5.222222,0.559171,1
30.11111,19.333334,0.406015,1
26.777779,18.444445,0.426973,1
20.11111,8.666667,0.393691,1
27.88889,22.666666,0.466345,1
36.22222,28.222221,0.440509,1
30,19.666666,0.414356,1
30.11111,21,0.415524,1
5.333334,2.333333,0.61164,1
29,18.777779,0.390398,1
24.11111,12.555555,0.375321,1
24.444445,15,0.410073,1
23.222221,13.555555,0.410009,1
6.666666,3.444444,0.566138,1
8.666667,4.111111,0.481594,1
27.777779,17.666666,0.400445,1
29.777779,21.88889,0.432047,1
7.333334,3,0.537017,1
30.777779,21.11111,0.429897,1
6.666666,3.333333,0.561508,1
6.888889,3.111111,0.549603,1
20.666668,10.444445,0.395253,1
26.333334,15.555555,0.405118,1
21.88889,11.777778,0.399751,1
21.777779,15.666667,0.425538,1
27.777779,18.11111,0.399499,1
37.666668,27.11111,0.41394,1
27.11111,17.333334,0.417046,1
7.666666,4.444445,0.545635,1
35.77778,27.88889,0.436895,1
34.444447,25.333334,0.432471,1
6.666666,7.555555,0.713228,1
30.222221,22.444445,0.440708,1
29.666666,21.88889,0.422651,1
27.333334,19.222221,0.434743,1
27.777779,20.555555,0.44725,1
5.777778,2.555556,0.611111,1
21.11111,10.333333,0.388756,1
25.777779,17.555555,0.430484,1
16.88889,6.555555,0.451359,1
24.666666,14.444445,0.41031,1
9.222222,9.555555,0.652248,1
7,2.777778,0.537698,1
21.11111,10.333333,0.388756,1
25.88889,17.666666,0.436939,1
21.444445,10.555555,0.368848,1
26.666666,15.777778,0.390436,1
29.777779,20.11111,0.417763,1
8.222222,5.333334,0.53858,1
31.88889,23.444445,0.446354,1
6.111111,2.555556,0.534392,1
28,17.88889,0.397362,1
4.777778,1.888889,0.647222,1
36,28.666666,0.442788,1
30.88889,21.11111,0.415301,1
7.333334,3,0.540123,1
23,15.888889,0.462002,1
7.222222,1.777778,0.501014,1
22.555555,12.666667,0.410306,1
28.444445,18.666666,0.421994,1
8.666667,9.666667,0.578339,1
8.777778,5.111111,0.531173,1
4,0.222222,0.600529,1
30,22.11111,0.446636,1
6.888889,3.111111,0.529762,1
31.333334,22.88889,0.43596,1
7.666666,4.222222,0.543871,1
26.88889,17.222221,0.419204,1
28.444445,18.333334,0.403687,1
7.222222,2.444444,0.520062,1
20,8.222222,0.384997,1
6.888889,2.666667,0.513889,1
7.222222,3.666667,0.571649,1
6.555555,2.444444,0.543871,1
30.333334,20,0.420973,1
28.666666,20.222221,0.421395,1
29.222221,20.333334,0.432819,1
29.777779,20.666666,0.422223,1
8.222222,2.777778,0.450309,1
6.888889,3.111111,0.570106,1
25.555555,14.777778,0.394331,1
7.666666,4.888889,0.562919,1
5.222222,1.222222,0.646164,1
32.333336,21.444445,0.407623,1
20,11.444445,0.447187,1
6.222222,2.777778,0.587302,1
5.222222,1.444444,0.603704,1
8.444445,5.444445,0.546517,1
37.666668,30.88889,0.450305,1
28.777779,18.222221,0.409201,1
6.777778,3,0.581349,1
35.22222,25.444445,0.4223,1
23,13.111111,0.413785,1
21,12.555555,0.422337,1
23.666666,13.666667,0.403224,1
6.777778,2.444444,0.569444,1
22.777779,11.444445,0.388385,1
35,25.555555,0.421495,1
7.444445,4.666666,0.553571,1
31,21.666666,0.420823,1
6.777778,2,0.555776,1
6.666666,2.333333,0.577601,1
27.333334,18.333334,0.427811,1
24,16,0.437855,1
7.666666,4.666666,0.544733,1
24.11111,15.111111,0.401025,1
6.666666,3.222222,0.579365,1
7.888889,3.666667,0.53858,1
17.11111,7.777778,0.408644,1
8,4.555555,0.551587,1
31.222221,22.777779,0.424819,1
31.666666,20.444445,0.40212,1
26.666666,16.88889,0.404791,1
6.333334,2.777778,0.564153,1
28.333334,19.666666,0.430399,1
6.666666,3.111111,0.545635,1
28.222221,18.88889,0.412134,1
7.333334,3.444444,0.550044,1
5.777778,2.888889,0.574603,1
25.88889,15,0.389147,1
8,3.777778,0.524471,1
23.333334,11.888889,0.376574,1
23.777779,15.222222,0.42886,1
7.222222,2.888889,0.529541,1
28.11111,20,0.437404,1
25,14.777778,0.404038,1
6.444445,2.777778,0.599427,1
7.888889,4.333334,0.558201,1
6.111111,2.222222,0.593254,1
25,14.222222,0.381059,1
26.777779,19.222221,0.419233,1
25.11111,15.333333,0.408155,1
25.222221,19.444445,0.457681,1
35.444447,27.666666,0.450926,1
38.333336,33.77778,0.474773,1
34.444447,24.444445,0.425691,1
7.222222,2.888889,0.529541,1
32.555557,23.88889,0.432167,1
38.22222,29.444445,0.430558,1
27.333334,17.222221,0.408211,1
30.555555,20.88889,0.420252,1
31.11111,23,0.43507,1
7.333334,3,0.540123,1
7,4.111111,0.575397,1
7.444445,3.111111,0.541887,1
6.777778,4.111111,0.580026,1
7.777778,3.333333,0.53858,1
31.11111,25.555555,0.462752,1
30,18.444445,0.398791,1
27.11111,18,0.428735,1
7,4.111111,0.575397,1
125.22222,66.55556,0.284654,2
126.333336,69.22222,0.297205,2
141.88889,45.333332,0.184022,2
145.44444,33.22222,0.12985,2
145.44444,45.11111,0.177191,2
128.22223,55.333332,0.223364,2
142.22223,44.444443,0.174209,2
140.77779,53.444443,0.213813,2
138.77779,50.22222,0.203326,2
129.55556,53.555557,0.240108,2
145.22223,34.666668,0.13383,2
139,50,0.198924,2
133.33334,49.666668,0.220748,2
137.77779,48.444443,0.195977,2
147.44444,31.11111,0.115302,2
140.22223,41.666668,0.165549,2
132.22223,55.666668,0.235894,2
140.55556,47.77778,0.185749,2
141,49.333332,0.200124,2
132.44444,55.22222,0.239085,2
127.77778,45.77778,0.186099,2
145.33334,45.555557,0.176494,2
140.88889,44.77778,0.179672,2
116.888885,73.666664,0.338288,2
130.33334,55.22222,0.24634,2
133,48.88889,0.20299,2
141.66667,45.88889,0.181012,2
130.66667,57.22222,0.261838,2
125.44444,49,0.231166,2
145.55556,27.777779,0.10447,2
131.22223,53.444443,0.208293,2
150.11111,25.666666,0.099836,2
141,49.333332,0.200124,2
147.88889,30.777779,0.109655,2
142.22223,48,0.190625,2
141.77779,46.77778,0.179413,2
141.11111,47,0.19129,2
132.88889,54.77778,0.240722,2
143.11111,48.77778,0.192456,2
142.88889,48.22222,0.195127,2
130.44444,55,0.254668,2
141.66667,48,0.185658,2
146.33334,31.777779,0.118399,2
118.77778,71,0.320664,2
142.44444,47.333332,0.189527,2
150.88889,22.333334,0.092773,2
147.55556,26.777779,0.096352,2
146.11111,33.77778,0.126968,2
127.55556,43.11111,0.176789,2
149.11111,26.555555,0.09906,2
127.111115,51.333332,0.229674,2
146.22223,30.777779,0.111695,2
125.44444,58.11111,0.257746,2
128.77779,43.666668,0.174128,2
143.22223,39.22222,0.15668,2
142.33334,43,0.172504,2
121.44444,73,0.320097,2
146.44444,33.444443,0.125137,2
141.66667,42.11111,0.169397,2
132.33334,55.444443,0.224139,2
146.55556,29,0.106102,2
139.77779,53.11111,0.213809,2
128.44444,73,0.313159,2
126.333336,56.88889,0.25416,2
142.55556,38.11111,0.153497,2
145.55556,30.11111,0.110653,2
146.55556,25.444445,0.096263,2
142.44444,50.555557,0.203582,2
145.77777,33,0.125709,2
132.44444,47,0.181149,2
142,49.555557,0.199516,2
147.22223,36.88889,0.141107,2
127,54.77778,0.250137,2
115.44444,75.333336,0.35122,2
121.111115,75.55556,0.338487,2
147,34.333332,0.124647,2
143.11111,47.444443,0.187853,2
140.55556,46.666668,0.188892,2
123.22222,52.88889,0.248136,2
139.66667,47.666668,0.188503,2
140.44444,43,0.175605,2
122.22222,65.333336,0.294515,2
140.55556,46.666668,0.188892,2
128.11111,53.22222,0.237567,2
131.11111,54.333332,0.241459,2
140.33334,48.22222,0.194754,2
127.111115,50.77778,0.208013,2
128.88889,57.555557,0.262046,2
141.55556,49.333332,0.194537,2
112.111115,77.44444,0.369638,2
144.77777,39,0.156568,2
146.33334,30.11111,0.113055,2
118,73.77778,0.330418,2
146.11111,32.444443,0.12003,2
132.55556,61.555557,0.25142,2
146.44444,26,0.101515,2
119.333336,69,0.309059,2
130.22223,59.77778,0.249895,2
140,50.333332,0.20392,2
128.22223,63.22222,0.266023,2
118.55556,77.55556,0.351331,2
147.33334,34.22222,0.127385,2
142.22223,48.555557,0.196093,2
122.55556,64.55556,0.275467,2
131.11111,61.88889,0.253299,2
126.333336,48.88889,0.202279,2
147.22223,30.222221,0.112421,2
126.44444,52.11111,0.238143,2
138.11111,47.22222,0.187362,2
145.66667,37.666668,0.144134,2
132.33334,54.22222,0.236733,2
141.33334,50.88889,0.202708,2
132.33334,54.555557,0.225725,2
130.22223,51.22222,0.200484,2
140.55556,45.11111,0.178636,2
122.22222,59.22222,0.268118,2
133.77779,52.555557,0.224975,2
145.33334,37.666668,0.152134,2
138.77779,40.11111,0.161658,2
149.55556,27.777779,0.104639,2
138.77779,50.333332,0.206503,2
137.55556,52,0.211484,2
140.33334,48.444443,0.188391,2
142.66667,38.22222,0.151812,2
139.44444,42.333332,0.169635,2
115.333336,77.666664,0.362172,2
125.77778,55,0.247337,2
128.11111,49.555557,0.197734,2
143.88889,40.77778,0.160604,2
132,54.77778,0.241576,2
146.44444,33.11111,0.126571,2
132.44444,50,0.197114,2
126.55556,56.444443,0.258079,2
145.33334,39.333332,0.153616,2
146.33334,30.11111,0.113055,2
130.11111,50.555557,0.225384,2
145.55556,28.88889,0.107616,2
126.22222,52.333332,0.236797,2
139.66667,44.88889,0.182073,2
129,56.88889,0.260966,2
141.22223,43.22222,0.170718,2
143.11111,47,0.19252,2
131.44444,53.88889,0.23576,2
141.66667,50.444443,0.199972,2
142.88889,46.11111,0.184263,2
139.77779,51.666668,0.205803,2
131.11111,54.444443,0.241511,2
149.88889,24.88889,0.100091,2
128.66667,54.22222,0.247776,2
132,55.88889,0.222954,2
125,67.44444,0.299601,2
128.88889,60,0.246491,2
127.333336,65.55556,0.283524,2
141,45.666668,0.179629,2
123.22222,64.111115,0.276784,2
141.88889,47.22222,0.189464,2
142.77777,42.88889,0.166484,2
145.44444,39.555557,0.155825,2
125.55556,50.11111,0.207702,2
125.77778,55,0.247337,2
138.88889,47.11111,0.1952,2
124.888885,57.333332,0.239143,2
130.55556,55.444443,0.245093,2
140.88889,50.333332,0.197162,2
128.88889,57.555557,0.262046,2
147,27.11111,0.095184,2
140.33334,41.555557,0.162225,2
140.88889,49,0.196297,2
128.33334,57.77778,0.258869,2
139.33334,45.666668,0.182623,2
130.11111,50.555557,0.225384,2
138.88889,52.22222,0.206392,2
140.11111,46.666668,0.183109,2
140.22223,43.333332,0.175849,2
132,55.88889,0.222954,2
139.77779,50.333332,0.205901,2
139.77779,50.22222,0.199347,2
125.888885,58.11111,0.262093,2
126.22222,51.88889,0.241934,2
118.666664,77.55556,0.34921,2
130.66667,53.77778,0.242294,2
128.88889,47.88889,0.19308,2
128.77779,65,0.275957,2
129.33334,51.666668,0.234493,2
119.888885,58.11111,0.272403,2
142.88889,43.333332,0.165616,2
146.66667,28.88889,0.104539,2
143.55556,42,0.172628,2
116.44444,78.111115,0.350039,2
142.33334,47.333332,0.187293,2
141,44.88889,0.177195,2
115.888885,82,0.378682,2
131.11111,57.88889,0.244021,2
138.33334,48.444443,0.194316,2
139,51.88889,0.214204,2
119.22222,71.77778,0.321505,2
140.55556,45,0.17933,2
136.88889,42.88889,0.181821,2
123.44444,55.666668,0.250204,2
131.11111,73.77778,0.306737,2
126.888885,69.77778,0.297528,2
129.11111,63.666668,0.265899,2
137.44444,43.333332,0.180972,2
138.88889,53.11111,0.213538,2
140,51.444443,0.210174,2
130.33334,63.22222,0.2797,2
126.55556,56.444443,0.258079,2
148.88889,21.222221,0.079806,2
141.77779,44.22222,0.174634,2
140.66667,44,0.176061,2
132.11111,54.88889,0.24216,2
146.22223,29.222221,0.103336,2
122.55556,71.44444,0.320015,2
125.22222,52.77778,0.250143,2
146.55556,25.444445,0.096263,2
141.11111,50.11111,0.197569,2
145.44444,27.11111,0.10071,2
125.666664,69.55556,0.299583,2
116.55556,79.44444,0.360194,2
138.11111,50,0.201898,2
146.55556,27.11111,0.098472,2
122.44444,50.333332,0.212264,2
126.111115,51.77778,0.232219,2
142.88889,43.333332,0.165616,2
118.44444,78.77778,0.347902,2
149.88889,28.444445,0.101526,2
124.888885,56.88889,0.26422,2
146.66667,32.666668,0.118733,2
147.22223,36.88889,0.141107,2
138.77779,49.555557,0.204147,2
132,62,0.25913,2
130.55556,62,0.258604,2
141.77779,47.666668,0.191215,2
141.66667,51.666668,0.210162,2
141.66667,42.11111,0.169397,2
139.77779,47.77778,0.18354,2
139.33334,55.88889,0.223879,2
126.111115,51.555557,0.23689,2
131.22223,59.11111,0.267544,2
115.666664,74.55556,0.342938,2
128,47.11111,0.188313,2
138.22223,44.333332,0.187217,2
124.55556,67.888885,0.292503,2
129.22223,52.77778,0.218379,2
121.44444,65.333336,0.294583,2
129,53.333332,0.24285,2
129,54.88889,0.254051,2
115.55556,79.22222,0.370097,2
146.77777,29.222221,0.105128,2
121.44444,67.333336,0.300019,2
138.44444,46.666668,0.18855,2
141.66667,49.555557,0.193665,2
127.55556,50.88889,0.204675,2
131.11111,54.444443,0.242337,2
122,72.22222,0.319499,2
142.22223,48,0.190625,2
124,68.333336,0.297414,2
139.33334,47.555557,0.193691,2
138.33334,44,0.175844,2
129.22223,52.77778,0.218379,2
130.88889,56,0.248698,2
143.11111,46.77778,0.185539,2
116.888885,78.77778,0.362062,2
135.33334,48.88889,0.207675,2
150.11111,28,0.105074,2
127.44444,52.444443,0.234504,2
127.333336,48.77778,0.198052,2
128.88889,64.111115,0.271501,2
124.111115,55,0.251552,2
140.22223,44.88889,0.174948,2
130.11111,49,0.213257,2
126.77778,62.333332,0.266391,2
142,49.11111,0.197105,2
135.77779,51.333332,0.215088,2
119.333336,79.22222,0.359343,2
141.22223,45.444443,0.179353,2
142.33334,43,0.172504,2
124.111115,63.11111,0.274795,2
126.22222,51.88889,0.241934,2
141.88889,45.333332,0.184022,2
142.66667,46,0.181475,2
143.11111,47.11111,0.182398,2
141,46.77778,0.183565,2
131.33334,57.333332,0.25541,2
121.111115,71.333336,0.316474,2
141.66667,45.666668,0.179483,2
145.77777,33,0.121119,2
141.33334,48.444443,0.194853,2
118,73.77778,0.330418,2
140.55556,42.22222,0.165192,2
137.33334,47.444443,0.190912,2
125.55556,58.444443,0.26644,2
126.22222,52.333332,0.236797,2
140.44444,42.88889,0.170091,2
131,54.11111,0.239899,2
118,73.333336,0.328603,2
138.66667,48.444443,0.199513,2
6.444445,12.444445,0.986111,3
6,9,0.875529,3
13.333333,15.555555,0.738034,3
2.888889,4.111111,0.916667,3
1,2,1,3
4.222222,8.111111,1,3
3.111111,5.888889,1,3
14.555555,18.222221,0.742819,3
3.333333,6.444445,1,3
18.555555,17.666666,0.585775,3
9.111111,12.666667,0.864664,3
28.555555,15.777778,0.504161,3
31.666666,24.11111,0.514254,3
60.11111,38.77778,0.413033,3
7.222222,10.222222,0.867665,3
10.666667,15.111111,0.829748,3
4.222222,8.333333,1,3
30.555555,27.666666,0.595282,3
2.444444,4.666666,1,3
4.666667,6.666666,0.872222,3
1.222222,2,0.555556,3
6.111111,10.777778,0.973765,3
4.111111,7.777778,0.984127,3
20.222221,17.555555,0.575126,3
1.888889,3.777778,1,3
7.777778,12.666667,0.910065,3
14.888889,20.11111,0.774121,3
55.555557,40.88889,0.420176,3
4.444445,8.555555,1,3
1.333333,2.333333,0.416667,3
9.666667,12,0.760734,3
3,5.555555,1,3
3.333333,4.444445,0.875926,3
5.222222,7.333334,0.908995,3
61.11111,33.88889,0.358975,3
23.444445,14.444445,0.607613,3
17.222223,21.11111,0.736431,3
33.666668,39.22222,0.635624,3
9.444445,14.555555,0.876332,3
70.111115,70.333336,0.549032,3
30.666666,36.333332,0.638455,3
51.77778,27.666666,0.366946,3
18.666668,18,0.564898,3
3.666667,6.555555,0.961905,3
8,14.222222,0.944811,3
12.111111,17.555555,0.823021,3
0,0,0,3
7.444445,11.888889,0.881217,3
6.222222,10.777778,0.939815,3
4.444445,7.555555,0.962963,3
10.222222,15.666667,0.891608,3
7.888889,12.666667,0.903571,3
3.555556,6.111111,0.965812,3
0,0,0,3
6.777778,7.222222,0.732926,3
11.555555,16.444445,0.773815,3
61.11111,33.88889,0.358975,3
2.666667,4.555555,0.95,3
8,14.222222,0.944811,3
2,3.777778,0.981482,3
1.888889,3.555556,0.962963,3
7.666666,12.888889,0.940741,3
2.777778,5.444445,1,3
2.111111,4.111111,0.888889,3
1.222222,2,0.555556,3
2.222222,4.333334,1,3
5.111111,8.777778,0.96142,3
3.222222,6,0.984127,3
1.444444,1.777778,0.251852,3
1.555556,3.111111,1,3
16,14.777778,0.604281,3
6.333334,10.333333,0.899735,3
9.333334,13,0.80862,3
20.11111,20,0.532728,3
2.222222,4.444445,1,3
4.555555,8.333333,0.981482,3
25.333334,29.444445,0.660813,3
9,13.333333,0.847729,3
9,14.555555,0.9109,3
5.666666,8.888889,0.917989,3
6.888889,12.222222,0.926146,3
25.777779,26.777779,0.562158,3
2.222222,4.444445,1,3
7.777778,5.666666,0.609788,3
1.555556,3.111111,1,3
4.666667,8.333333,0.962963,3
0,0,0,3
5.666666,8.555555,0.912698,3
15.888889,21.555555,0.772831,3
18.88889,19.222221,0.628156,3
30.11111,36.22222,0.679513,3
15.444445,17.777779,0.698902,3
6.555555,10.777778,0.935706,3
8.555555,14.222222,0.872222,3
26.666666,16.88889,0.415836,3
2.666667,4.555555,0.953704,3
3.888889,4.888889,0.874074,3
3.888889,6.333334,0.977778,3
1.777778,3.333333,1,3
11.555555,14.444445,0.711898,3
6,6.888889,0.740476,3
7.777778,12.222222,0.907407,3
11.888889,16.88889,0.82735,3
3.444444,6.888889,1,3
12.666667,15.666667,0.759012,3
1.555556,3.111111,1,3
2.777778,4.888889,0.984127,3
2.333334,4.666666,1,3
25.333334,29.444445,0.660813,3
0,0,0,3
6.777778,8.888889,0.827249,3
23.88889,15.888889,0.476884,3
1.777778,3.111111,0.407407,3
13,15.111111,0.730592,3
7.888889,13.444445,0.904321,3
23.666666,21.777779,0.56104,3
7.222222,11.111111,0.88955,3
6.444445,7.444445,0.806658,3
3.555556,4.444445,0.457672,3
10.111111,14.555555,0.851379,3
33.11111,42.11111,0.681266,3
5.555555,10.555555,0.986111,3
3.444444,6.888889,1,3
1.333333,2.666667,0.777778,3
9.444445,12.777778,0.794108,3
2.888889,5.777778,1,3
25.88889,28.222221,0.613385,3
52.666668,25.11111,0.348885,3
3.888889,6.333334,0.923809,3
6.777778,8.111111,0.762963,3
5,7.777778,0.931217,3
2.666667,4.777778,0.981482,3
5.333334,9.333333,0.94709,3
38,21,0.400746,3
5.666666,8.222222,0.862771,3
9.777778,13.666667,0.824784,3
17.11111,19.88889,0.686685,3
23.444445,25.444445,0.596422,3
11.888889,15.333333,0.760191,3
12.888889,16,0.767235,3
8.444445,13.222222,0.891218,3
3.555556,4.555555,0.883333,3
1.444444,2.888889,1,3
13.222222,15.666667,0.695088,3
18.88889,19.222221,0.628156,3
3.555556,6.777778,1,3
7.666666,13.111111,0.929574,3
2,4,1,3
3.444444,5,0.912963,3
25.333334,27.444445,0.584744,3
6,11.222222,0.986111,3
5.555555,10.555555,0.986111,3
6.111111,11.111111,0.940476,3
9.333334,12.444445,0.790011,3
4,7.666666,1,3
8.333334,12.555555,0.886048,3
9,12,0.837478,3
5.555555,8.444445,0.915344,3
7.222222,10.111111,0.81358,3
15.555555,16.11111,0.700087,3
22.333334,27.11111,0.694627,3
10.444445,14.777778,0.872146,3
3.777778,7.111111,1,3
20.88889,26.11111,0.695755,3
8.444445,12.444445,0.864482,3
25.777779,19,0.425293,3
0.444444,0.888889,0.222222,3
52.666668,29.555555,0.398824,3
6.222222,7.111111,0.799074,3
29,35.333332,0.680787,3
5.888889,8.666667,0.895369,3
30.11111,37.555557,0.701476,3
22.555555,13.444445,0.386612,3
45.77778,39,0.489062,3
39,38.88889,0.523538,3
1.555556,3.111111,0.777778,3
10.666667,14.555555,0.78993,3
4.777778,8.444445,0.969136,3
3.333333,6.555555,1,3
15.111111,15.555555,0.627944,3
4.222222,6.777778,0.676888,3
2.777778,4.666666,0.977778,3
2,4,1,3
1.222222,2.444444,0.777778,3
31.666666,24.11111,0.514254,3
12.888889,15.888889,0.772152,3
24.11111,28.333334,0.691123,3
0.666667,1.333333,0.666667,3
11.444445,15.777778,0.833935,3
57.333332,67.888885,0.651133,3
14.555555,17.555555,0.697226,3
3.777778,7.222222,1,3
30.555555,27.666666,0.595282,3
7.444445,12.888889,0.919597,3
79,34.666668,0.306281,3
29.333334,16.555555,0.508994,3
6,7.777778,0.843518,3
3.333333,5.888889,0.977778,3
5.666666,10.555555,0.987654,3
3.444444,6.444445,1,3
9.444445,15.777778,0.915376,3
0,0,0,3
7.777778,11.555555,0.853199,3
4.444445,8.333333,0.977778,3
6.333334,10.333333,0.899735,3
12.222222,8.111111,0.674956,3
9.222222,13.666667,0.89084,3
25.11111,15.666667,0.402492,3
9.666667,14.444445,0.822507,3
79,34.666668,0.306281,3
5.555555,8.222222,0.836773,3
12.777778,17.444445,0.822893,3
5.777778,3.333333,0.665344,3
2.777778,5.444445,1,3
3.666667,6.777778,1,3
0.666667,1.222222,0.333333,3
19.88889,19.444445,0.630945,3
9.444445,14.777778,0.84169,3
6.555555,12.111111,0.986111,3
13.888889,18.777779,0.779866,3
3.222222,6.444445,1,3
2.333334,4.666666,1,3
6.222222,10.444445,0.954365,3
1.222222,2.333333,0.666667,3
5.666666,8.222222,0.862771,3
22.88889,24.333334,0.618328,3
1.111111,2.222222,0.888889,3
50.666668,37.88889,0.464912,3
29.222221,36,0.696178,3
2,3.888889,1,3
15.666667,20,0.762919,3
3.888889,6.444445,0.881481,3
0.111111,0.222222,0.111111,3
12.555555,18.222221,0.816909,3
9.222222,13.111111,0.791667,3
3,5.666666,0.986111,3
3.555556,6.666666,0.968254,3
9,13.666667,0.874917,3
3.888889,6.888889,1,3
4.666667,8.444445,0.984127,3
65.44444,31.333334,0.297802,3
0.666667,1.333333,0.333333,3
3.333333,6,0.984127,3
0,0,0,3
3.888889,7.555555,1,3
8,12.666667,0.909236,3
9,14.555555,0.9109,3
8.111112,12.666667,0.911448,3
1.444444,1.777778,0.251852,3
6.888889,12.222222,0.926146,3
5.888889,9.777778,0.915344,3
3.666667,6.333334,0.977778,3
13.333333,16.666666,0.754703,3
0.666667,1.111111,0.092593,3
91.44444,35.333332,0.269733,3
3.888889,6.333334,0.923809,3
31.11111,32.88889,0.54583,3
4,8,1,3
6.444445,12.444445,0.986111,3
3.444444,6.888889,1,3
22.666666,24.88889,0.664785,3
