@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
14,134,5.296296,6.222222,2.777778,1
26,67,20,25.88889,17.666666,1
67,118,21.11111,27.333334,18.666666,1
33,117,6.444445,8.222222,5.333334,1
146,124,6.037037,7.333334,3.888889,1
38,146,5.111111,6.777778,5,1
229,124,5.888889,7.111111,3.666667,1
42,63,22.37037,29.666666,21.88889,1
39,111,6.037037,7.666666,4.888889,1
105,139,6.111111,7.222222,3.333333,1
196,129,6.333334,7.333334,3,1
121,113,20.25926,25.444445,15.555555,1
121,60,26.74074,35.22222,25.444445,1
62,123,5.814815,6.666666,2.555556,1
159,111,5.925926,6.888889,2.888889,1
141,68,27.185184,36.88889,29.11111,1
30,56,23.703703,31.333334,22.88889,1
18,145,3.925926,4,0.222222,1
122,106,23.037037,29.88889,20.555555,1
72,118,5.481482,6.666666,3.555556,1
14,110,17.925926,21.444445,10.555555,1
40,85,21.11111,27.11111,18,1
146,140,6.333334,7.333334,3,1
85,70,23.666666,30.11111,19.333334,1
114,121,6.407407,7.444445,3.111111,1
14,66,18.666666,24,16,1
149,64,24.074074,31.88889,23.444445,1
105,139,6.111111,7.222222,3.333333,1
154,128,5.962963,7.222222,3.777778,1
18,138,5.740741,6.555555,2.444444,1
81,98,20.88889,25.88889,15,1
57,117,6.333334,7.444445,3.333333,1
37,114,17.222221,20.11111,8.666667,1
88,71,22.333334,28.555555,18.666666,1
68,117,19.88889,24.11111,12.666667,1
104,124,6.185185,7.333334,3.444444,1
9,92,19.074074,24.11111,15.111111,1
107,129,6.666666,7.555555,2.666667,1
71,113,5.481482,6.333334,2.555556,1
182,134,5.888889,6.666666,2.333333,1
120,108,21.925926,28.222221,18.88889,1
239,143,4.518518,5.444445,2.777778,1
177,129,6.407407,7.444445,3.111111,1
140,116,22.11111,28.11111,18,1
95,57,26.296297,34.444447,24.444445,1
23,147,4.592593,7.444445,8.555555,1
231,123,5.814815,6.888889,3.222222,1
95,57,26.296297,34.444447,24.444445,1
22,60,19.925926,25.777779,17.555555,1
238,118,5,6.222222,3.666667,1
194,118,6.259259,7.666666,4.222222,1
75,103,18.962963,22.777779,11.444445,1
89,107,18.88889,22.88889,12,1
96,84,23.851852,30,18.444445,1
228,143,5.296296,6.222222,2.777778,1
16,117,5.888889,7.444445,4.666666,1
34,137,5.851852,6.444445,1.777778,1
147,92,23.444445,30,19.666666,1
2,98,17.481482,20.777779,9.888889,1
33,104,20.185184,24.88889,14.111111,1
127,121,23.11111,30.11111,21,1
2,44,18.74074,25.222221,19.444445,1
76,135,5,5.444445,1.333333,1
38,112,6.222222,8.111112,5.666666,1
28,131,5.185185,6,2.444444,1
98,119,21.592592,27.333334,17.222221,1
35,132,5.37037,6.111111,2.222222,1
27,68,21.592592,28.444445,20.555555,1
227,118,5.62963,6.666666,3.111111,1
120,136,6.259259,7.222222,2.888889,1
127,118,22.74074,29,18.777779,1
145,102,23.074074,29.777779,20.11111,1
189,115,6.666666,7.888889,3.666667,1
69,81,19.851852,24.666666,14.444445,1
217,145,5.296296,6.555555,3.777778,1
78,107,17.185184,20.666668,10.444445,1
26,93,20.37037,26.777779,19.222221,1
100,111,19.925926,24.88889,14.888889,1
225,143,5.444445,6.777778,4,1
125,56,28.62963,37.666668,27.11111,1
151,143,5.666666,6.444445,2.333333,1
34,83,19.444445,24.444445,15,1
76,81,22.703703,28.777779,18.222221,1
240,145,4.074074,5,2.777778,1
186,130,5.333334,6.222222,2.666667,1
75,59,25.074074,34.333336,27.777779,1
193,142,4.814815,5.222222,1.222222,1
11,108,17.666666,21.11111,10.333333,1
41,61,21.74074,28.777779,21.11111,1
34,115,6.296296,7.888889,4.777778,1
147,69,25.666666,34.444447,26.333334,1
30,124,6,7.222222,3.666667,1
23,88,20.592592,27.333334,20.222221,1
32,45,21.925926,28.777779,20.555555,1
69,74,23.592592,30.555555,20.88889,1
155,140,5,5.555555,1.666667,1
104,122,6.407407,7.222222,2.444444,1
149,77,24.481482,31.555555,21.222221,1
39,111,6.037037,7.666666,4.888889,1
1,115,16.555555,21.777779,15.666667,1
31,106,19.11111,23.666666,13.666667,1
42,59,21.814816,28.777779,20.88889,1
75,149,7.518518,11.888889,13.111111,1
19,55,21.037037,26.666666,16.88889,1
117,147,6.777778,11,12.666667,1
23,55,23.444445,31.11111,23,1
151,138,5.444445,6.333334,2.666667,1
140,125,6.185185,7.666666,4.444445,1
95,109,17.25926,20,8.222222,1
101,130,5.777778,6.666666,2.666667,1
23,113,14.703704,16.88889,6.555555,1
222,114,5.444445,7.333334,5.666666,1
122,91,22.481482,28.777779,18.88889,1
108,113,5.518518,6.666666,3.444444,1
4,87,17.333334,21,11,1
83,114,19.851852,24.666666,14.444445,1
32,113,6.148148,7.777778,4.888889,1
42,56,22.74074,30.222221,22.444445,1
146,140,6.333334,7.333334,3,1
29,111,5.407407,6.333334,2.777778,1
136,70,26.037037,34,23.88889,1
142,100,22.222221,28.444445,18.666666,1
84,51,25.74074,35.11111,28.11111,1
149,92,23.666666,30.333334,20,1
183,111,5.703704,7,3.888889,1
2,44,18.74074,25.222221,19.444445,1
80,95,21.407408,26.666666,15.777778,1
229,124,5.888889,7.111111,3.666667,1
2,89,18.962963,23.88889,14.777778,1
188,133,6.666666,7.777778,3.333333,1
86,74,22.407408,28.88889,19.444445,1
88,89,22.333334,28.444445,18.333334,1
154,120,5.962963,6.777778,2.444444,1
97,116,6.62963,8.444445,5.444445,1
178,122,5.851852,6.888889,3.111111,1
145,90,24.851852,32.22222,22.11111,1
23,55,23.444445,31.11111,23,1
37,126,5.777778,6.777778,3,1
192,142,4.666666,4.888889,0.666667,1
31,62,21.185184,27.222221,18.11111,1
40,73,20.62963,26.777779,18.444445,1
123,104,21.925926,28.666666,20.222221,1
137,94,21.222221,27.333334,18.333334,1
139,86,26.481482,35,25.555555,1
147,111,5.666666,7,4,1
226,141,5.407407,6.222222,2.444444,1
59,111,5.444445,7,4.666666,1
26,91,19.74074,24.555555,14.444445,1
149,117,21.222221,26.333334,15.333333,1
18,138,5.740741,6.555555,2.444444,1
75,107,16.703703,19.444445,8.222222,1
23,85,17.962963,21.88889,11.777778,1
13,103,16.148148,19.11111,8.888889,1
95,100,21.074074,26,14.777778,1
7,114,14.518518,17.11111,7.777778,1
13,142,4.592593,5.222222,1.888889,1
101,80,24.814816,31.555555,20.222221,1
151,114,6.222222,7.444445,3.666667,1
138,116,6.481482,8.222222,5.222222,1
237,135,4.148148,4.777778,1.888889,1
60,131,5.222222,5.444445,0.666667,1
65,75,21.333334,27.11111,17.333334,1
196,134,6.074074,7.111111,3.111111,1
79,57,26.814816,36.22222,28.222221,1
65,143,5.037037,5.888889,2.555556,1
62,144,4.814815,5.777778,2.888889,1
121,113,20.25926,25.444445,15.555555,1
29,125,5.851852,6.888889,3.111111,1
80,124,5.111111,6,2.666667,1
176,118,6.074074,7,2.777778,1
6,51,19.592592,25.666666,18.222221,1
144,118,6.444445,8.111112,5,1
219,134,4.740741,5.222222,1.444444,1
19,63,20.925926,27.777779,20.555555,1
108,123,6.740741,8,3.777778,1
65,54,24.592592,32.555557,23.88889,1
69,59,23.851852,30.88889,21.11111,1
29,111,5.407407,6.333334,2.777778,1
217,122,6,7.333334,4,1
138,133,6.444445,7.888889,4.333334,1
22,116,5.62963,7,4.111111,1
156,123,6.111111,6.777778,2,1
75,67,22.25926,27.88889,16.88889,1
80,116,21.703703,27.555555,17.555555,1
26,67,20,25.88889,17.666666,1
35,62,21.222221,27.222221,18,1
196,129,6.333334,7.333334,3,1
151,147,6.037037,9.222222,9.555555,1
4,40,17.185184,23.333334,18.444445,1
146,124,6.037037,7.333334,3.888889,1
98,104,18.703703,23.222221,13.555555,1
23,142,5.037037,5.777778,2.222222,1
96,92,22.88889,29.777779,20.666666,1
23,85,17.962963,21.88889,11.777778,1
22,116,5.62963,7,4.111111,1
85,101,21.296297,26.777779,16.444445,1
90,101,20.074074,25,14.777778,1
24,58,20.925926,27.333334,19.222221,1
177,131,5.962963,6.666666,2.111111,1
19,147,4.148148,6.666666,7.555555,1
217,145,5.296296,6.555555,3.777778,1
38,106,20,25.11111,15.333333,1
15,123,4.555555,5.333334,2.333333,1
88,115,22.037037,28,17.88889,1
96,115,6.777778,8.555555,5.333334,1
67,64,22.481482,28.88889,19.222221,1
77,124,5.111111,5.666666,1.666667,1
34,128,5.666666,6.555555,2.666667,1
64,74,21.148148,26.88889,17.222221,1
148,116,6.111111,7.666666,4.666666,1
201,135,5.518518,6.444445,2.777778,1
75,75,25.962963,34.77778,26.444445,1
101,72,26.481482,35.77778,27.88889,1
89,68,17.703703,23,15.888889,1
121,60,26.74074,35.22222,25.444445,1
121,123,6.962963,8.444445,4.444445,1
27,50,23.037037,30,20.88889,1
97,86,23.814816,30.222221,19.222221,1
97,126,6.481482,8,4.555555,1
97,77,25.185184,32.333336,21.444445,1
176,132,5.740741,6.222222,1.444444,1
23,86,18.592592,23.555555,14.888889,1
28,112,5.925926,7.222222,3.888889,1
13,149,5.518518,8.777778,9.777778,1
133,96,21.88889,27.333334,16.333334,1
14,110,17.925926,21.444445,10.555555,1
188,133,6.666666,7.777778,3.333333,1
66,101,19.037037,23.555555,13.555555,1
29,66,22.62963,29.88889,21.777779,1
77,78,24.592592,31.222221,19.88889,1
98,135,5.703704,6.444445,2.222222,1
228,114,5.888889,7.444445,4.666666,1
136,139,5.333334,6.444445,3.333333,1
96,80,26,34.444447,25.333334,1
7,34,20.333334,27.88889,22.666666,1
24,83,18.74074,23.222221,13.444445,1
140,103,21.851852,28,18.444445,1
141,89,23.88889,30.444445,19.666666,1
39,60,22.62963,30,22.11111,1
97,130,5.851852,6.888889,3.111111,1
89,53,27.074074,38.333336,33.77778,1
35,96,21.74074,27.777779,18.11111,1
140,125,6.185185,7.666666,4.444445,1
12,56,19.851852,25.444445,16.777779,1
227,116,5.407407,6.777778,4.111111,1
70,71,22.777779,29.666666,20.666666,1
34,137,5.851852,6.444445,1.777778,1
76,64,23.62963,31.222221,22.777779,1
33,149,5.444445,8.666667,9.666667,1
35,42,22.592592,31.11111,25.555555,1
239,122,5.555555,6.666666,3.333333,1
189,107,133.66667,145.22223,34.666668,2
103,39,127.51852,142.88889,46.11111,2
78,30,112.96296,131.11111,54.444443,2
79,47,126.37037,141.66667,45.88889,2
231,49,120.703705,139.33334,55.88889,2
92,68,125.77778,141,45.666668,2
134,29,112.07407,130.55556,55.444443,2
206,30,123.333336,139.66667,49,2
125,46,124.55556,141,49.333332,2
172,60,123.666664,138.33334,44,2
40,57,123.55556,139,46.333332,2
150,94,95.296295,119.22222,71.77778,2
179,101,134.92592,147.22223,36.88889,2
191,47,135.74074,146.33334,31.777779,2
50,50,124.111115,140.88889,50.333332,2
53,28,111.59259,130.66667,57.22222,2
83,54,109.96296,127.44444,52.444443,2
31,42,127.03704,141.77779,44.22222,2
222,54,134.33333,145.55556,33.666668,2
138,21,127.296295,143.11111,47.444443,2
19,28,111.51852,131.22223,59.11111,2
27,62,125.333336,139.44444,42.333332,2
140,25,128,142.33334,43,2
252,36,135.2963,146.11111,32.444443,2
115,39,127.07407,142.44444,46.11111,2
58,58,123,137.44444,43.333332,2
181,27,138.07408,146.55556,25.444445,2
204,12,127.44444,143.11111,47,2
232,31,114.96296,132.55556,52.77778,2
62,26,112.22222,130.88889,56,2
84,40,127.40741,142.22223,44.444443,2
67,40,110.03704,129,56.88889,2
107,21,126.77778,141.88889,45.333332,2
166,65,97.333336,121.111115,71.333336,2
174,50,107.44444,125.77778,55,2
140,25,128,142.33334,43,2
202,41,123.03704,139.77779,50.22222,2
248,53,134.77777,145.77777,33,2
177,85,93.55556,118,73.333336,2
193,35,136.48148,146.22223,29.222221,2
49,40,125.111115,141.55556,49.333332,2
121,62,125.40741,138.77779,40.11111,2
69,17,130.2963,143.88889,40.77778,2
120,74,101.85185,123.22222,64.111115,2
141,31,126.81481,141.22223,43.22222,2
96,13,131.77777,144.77777,39,2
224,34,123.22222,140,50.333332,2
143,24,127.62963,141.66667,42.11111,2
231,13,118.666664,135.77779,51.333332,2
91,19,126.666664,142.44444,47.333332,2
92,104,100.51852,119.888885,58.11111,2
44,79,107.74074,126.55556,56.444443,2
35,67,106.07407,125.55556,58.444443,2
179,63,105.59259,123.22222,52.88889,2
67,71,125.96296,140.88889,44.77778,2
17,18,125.62963,142,49.11111,2
235,35,97.92593,122,72.22222,2
252,71,89.14815,115.55556,79.22222,2
65,70,112.51852,127.77778,45.77778,2
16,51,122.96296,140.77779,53.444443,2
112,30,113.25926,130.11111,50.555557,2
7,48,115.77778,132.44444,50,2
29,52,125.77778,140.22223,43.333332,2
201,92,90.333336,115.44444,75.333336,2
75,49,127.40741,143.11111,47.11111,2
64,19,137.77777,146.44444,26,2
238,25,116.25926,133.77779,52.555557,2
116,35,125.18519,141.33334,48.444443,2
166,55,124.111115,139.33334,45.666668,2
118,38,124.85185,141.66667,50.444443,2
194,57,135.96297,146.22223,30.777779,2
212,81,92.18519,118.44444,78.77778,2
138,49,124.03704,140.44444,49.22222,2
245,23,123,139.77779,50.333332,2
160,30,111.22222,129,53.333332,2
92,46,107.51852,128.88889,64.111115,2
243,48,134.85185,146.11111,33.77778,2
84,65,125.666664,141.66667,48,2
181,15,140.2963,149.55556,27.777779,2
183,29,103.25926,126.333336,69.22222,2
170,36,103.03704,125.22222,66.55556,2
122,11,143.44444,150.88889,22.333334,2
115,75,126.07407,141.22223,45.444443,2
220,36,114.03704,132.44444,55.22222,2
116,54,108.85185,126.111115,51.77778,2
244,79,89.44444,115.333336,77.666664,2
184,44,99,121.44444,67.333336,2
51,56,126.44444,141.66667,45.666668,2
53,53,113.14815,130.22223,51.22222,2
209,66,93.44444,117.333336,71.666664,2
207,58,110.37037,128.11111,53.22222,2
38,71,122.18519,138.33334,48.444443,2
98,41,137.14815,147.22223,30.222221,2
238,59,121.703705,139,51.88889,2
125,46,124.55556,141,49.333332,2
139,16,140.40741,149.88889,28.444445,2
120,17,129.55556,143.55556,42,2
97,21,126.81481,142.88889,48.22222,2
37,25,126.03704,142.22223,48.555557,2
120,51,124.40741,141.11111,50.11111,2
140,16,111.81481,131.11111,57.88889,2
190,96,90.81481,115.666664,74.55556,2
181,27,138.07408,146.55556,25.444445,2
115,81,105.92593,124.888885,56.88889,2
205,47,123.85185,139.77779,47.77778,2
240,26,136.88889,146.55556,29,2
41,93,112.296295,128,47.11111,2
95,71,105.666664,122.44444,50.333332,2
146,62,99.666664,121.44444,65.333336,2
212,48,122.37037,138.11111,47.22222,2
230,41,121.48148,138.88889,52.22222,2
70,44,122.59259,136.88889,42.88889,2
112,30,113.25926,130.11111,50.555557,2
159,40,125.14815,141.66667,49.555557,2
104,41,112.111115,129.33334,51.666668,2
143,24,127.62963,141.66667,42.11111,2
121,55,103.07407,124.111115,63.11111,2
174,59,122.03704,138.77779,50.22222,2
178,16,112.96296,131,54.11111,2
192,40,124.62963,140.55556,47.77778,2
92,56,126,140.66667,44,2
78,62,110.03704,126.333336,48.88889,2
103,64,108.77778,126.22222,52.333332,2
152,18,112.111115,130.44444,55,2
155,20,111.703705,129.55556,53.555557,2
225,22,137.96297,147,27.11111,2
164,49,126.18519,141.77779,46.77778,2
207,58,122,138.77779,50.333332,2
155,80,96.333336,119.333336,69,2
175,14,113.81481,132.11111,54.88889,2
252,27,136.2963,145.55556,27.777779,2
157,57,124.703705,139.66667,44.88889,2
93,29,128.48148,142.77777,42.88889,2
95,47,107.111115,128.77779,65,2
188,35,124.55556,140.11111,46.666668,2
67,71,125.96296,140.88889,44.77778,2
53,78,106.85185,125.666664,56.444443,2
119,85,101.03704,122.55556,64.55556,2
142,33,110.59259,128.66667,54.22222,2
239,32,121.44444,138.11111,50,2
58,19,129.92592,142.66667,38.22222,2
88,91,104.888885,123.44444,55.666668,2
238,55,113.666664,132.22223,55.666668,2
94,13,141.59259,149.88889,24.88889,2
36,21,129.85185,142.55556,38.11111,2
67,32,126.22222,142.22223,48,2
253,75,88.55556,115.888885,82,2
80,40,110.703705,129,54.88889,2
105,62,126.48148,140.33334,41.555557,2
222,38,113.48148,131.44444,53.88889,2
107,21,126.77778,141.88889,45.333332,2
7,18,138.62962,147.55556,26.777779,2
73,31,126.85185,143.11111,48.77778,2
163,43,126.48148,140.55556,42.22222,2
192,51,108.74074,127,54.77778,2
234,58,93.14815,118.77778,76.888885,2
21,90,113.48148,128.55556,45.22222,2
184,15,140.77777,150.11111,28,2
134,54,124.37037,141.33334,50.88889,2
179,101,134.92592,147.22223,36.88889,2
14,28,110.48148,131.11111,61.88889,2
167,45,101.22222,124,68.333336,2
97,63,108.92593,126.111115,51.555557,2
21,90,113.48148,128.55556,45.22222,2
186,46,135.51852,145.55556,30.11111,2
156,32,136.2963,146.33334,30.11111,2
241,76,90.07407,116.55556,79.44444,2
124,29,128.44444,142.88889,43.333332,2
143,34,125.48148,142,49.555557,2
165,99,93.40741,118,73.77778,2
228,20,125,140.55556,46.666668,2
190,45,108.96296,126.888885,53.77778,2
224,63,120.22222,137.55556,52,2
82,51,123.18519,138.88889,47.11111,2
251,24,121.62963,137.77779,48.444443,2
245,47,134.77777,145.77777,33,2
234,27,122.666664,138.66667,48,2
174,77,135.92592,147.33334,34.22222,2
226,83,90.62963,116.888885,78.77778,2
44,79,107.74074,126.55556,56.444443,2
108,59,126.14815,140.44444,42.88889,2
188,42,108.92593,126.22222,51.88889,2
86,67,108.85185,125.55556,50.11111,2
8,21,125.59259,142.44444,50.555557,2
147,51,126.333336,140.22223,41.666668,2
108,75,116.703705,133,48.88889,2
66,109,102.48148,122.22222,59.22222,2
57,89,106.07407,125.44444,58.11111,2
181,87,135.40741,146.44444,33.11111,2
112,18,113.77778,130.11111,49,2
181,115,132.77777,145.33334,37.666668,2
183,78,135.55556,147,34.333332,2
83,28,112.96296,131.11111,54.444443,2
122,11,143.44444,150.88889,22.333334,2
201,40,123.77778,139.66667,47.666668,2
112,35,127.55556,142.55556,45,2
221,50,122.07407,139.77779,53.11111,2
73,19,127.51852,143.11111,46.77778,2
164,45,101.92593,124.55556,67.888885,2
56,32,112.03704,132.55556,61.555557,2
216,15,106.51852,131.11111,73.77778,2
105,65,123,140,51,2
145,33,124.55556,140.88889,49,2
51,15,132.22223,145.33334,39.333332,2
7,18,138.62962,147.55556,26.777779,2
245,93,86.296295,112.111115,77.44444,2
178,43,125.25926,140.22223,44.88889,2
242,57,92.92593,119.333336,79.22222,2
22,57,126.111115,140.44444,43,2
124,29,128.44444,142.88889,43.333332,2
172,31,136.40741,145.44444,27.11111,2
103,64,108.77778,126.22222,52.333332,2
226,83,90.62963,116.888885,78.77778,2
197,58,122.25926,138.77779,49.555557,2
11,50,109.25926,130.33334,63.22222,2
230,12,119.03704,135.33334,48.88889,2
185,35,109.111115,125.44444,49,2
217,45,121.51852,137.33334,47.444443,2
193,66,95.111115,118.77778,71,2
89,43,107.14815,128.22223,63.22222,2
254,57,135.77777,146.66667,32.666668,2
245,18,137.88889,147.88889,30,2
102,30,125.40741,141,46.77778,2
59,96,111.59259,128.11111,49.555557,2
140,19,110.296295,130.22223,59.77778,2
173,113,133.11111,145.66667,37.666668,2
240,58,92.703705,118.55556,77.55556,2
67,32,126.22222,142.22223,48,2
79,62,110.18519,127.111115,50.77778,2
156,32,136.2963,146.33334,30.11111,2
86,33,109.888885,130.55556,62,2
48,81,112.92593,128.88889,47.88889,2
167,57,98.59259,121.55556,68.888885,2
9,72,125.44444,141.11111,47,2
72,31,135.92592,145.55556,28.88889,2
235,22,137.62962,147.88889,30.777779,2
145,34,137.03703,146.66667,28.88889,2
8,39,113.37037,132,55.88889,2
68,80,111.07407,127.333336,48.77778,2
140,34,105.48148,127.333336,65.55556,2
60,52,111.62963,129.22223,52.77778,2
63,13,141.81482,148.88889,21.222221,2
168,13,130.40741,145.44444,45.11111,2
169,98,92.333336,116.888885,73.666664,2
25,18,114.14815,132.33334,54.555557,2
18,13,140.25926,149.11111,26.555555,2
199,25,103.62963,126.888885,69.77778,2
217,23,124.44444,141.66667,51.666668,2
253,32,116.77778,133.33334,49.666668,2
3,21,130.14815,143.22223,39.22222,2
174,50,107.44444,125.77778,55,2
104,68,105.77778,124.888885,57.333332,2
26,90,113.111115,128.33334,45.666668,2
92,44,123.81481,138.11111,42.88889,2
143,20,127.333336,142.66667,46,2
204,25,102.48148,125.666664,69.55556,2
131,15,130.14815,145.33334,45.555557,2
66,41,109.703705,128.88889,57.555557,2
248,13,104.111115,128.44444,73,2
37,61,109.07407,128.33334,57.77778,2
152,18,112.111115,130.44444,55,2
101,42,137.07408,147.44444,31.11111,2
66,41,109.703705,128.88889,57.555557,2
188,42,108.92593,126.22222,51.88889,2
83,53,123.44444,138.22223,44.333332,2
186,28,122.51852,138.66667,48.444443,2
64,49,108.888885,128.88889,60,2
220,39,113,131.11111,54.333332,2
120,74,101.85185,123.22222,64.111115,2
102,73,125.51852,140.55556,45.11111,2
1,45,122.85185,140,51.444443,2
93,29,128.48148,142.77777,42.88889,2
112,77,107.62963,125.22222,52.77778,2
78,72,125.55556,140.55556,45,2
240,16,102.51852,125,67.44444,2
199,66,122.55556,139.77779,51.666668,2
8,39,113.37037,132,55.88889,2
81,67,122.888885,138.44444,46.666668,2
121,82,106.51852,125.888885,58.11111,2
228,20,125,140.55556,46.666668,2
79,58,109.07407,126.44444,52.11111,2
142,33,110.59259,128.66667,54.22222,2
92,56,126,140.66667,44,2
216,17,126.14815,141.88889,47.22222,2
213,14,117,134.11111,51.333332,2
171,15,113.74074,132,54.77778,2
194,72,93.44444,117.111115,71,2
6,54,116.77778,132.44444,47,2
233,81,90.40741,116.44444,78.111115,2
243,41,135.22223,145.88889,32,2
52,66,114.22222,128.77779,43.666668,2
155,27,137.51852,146.55556,27.11111,2
128,15,129.25926,144,44.22222,2
58,25,112.22222,131.33334,57.333332,2
44,33,125.888885,141.77779,47.666668,2
151,57,100.44444,122.22222,65.333336,2
210,47,97.111115,121.44444,73,2
241,90,9,15.666667,20,3
96,115,14.777778,22.88889,24.333334,3
117,137,0.777778,2.222222,4.333334,3
33,131,0.740741,1.777778,3.111111,3
40,95,4.62963,9.222222,13.777778,3
11,118,0.703704,2,3.888889,3
85,124,14.666667,24.11111,28.333334,3
103,125,1.777778,3.888889,6.333334,3
242,81,41.925926,55.555557,40.88889,3
59,99,2.037037,5.555555,10.555555,3
76,138,16.518518,24.777779,24.777779,3
234,122,2.259259,5.222222,8.888889,3
126,141,3.259259,7.666666,13.222222,3
201,86,13.407408,19.88889,19.444445,3
13,83,3.703704,6,6.888889,3
230,124,0.666667,2,4,3
214,79,4.851852,9.222222,13.111111,3
2,96,5.222222,9.777778,13.666667,3
203,93,6.777778,11.888889,15.333333,3
90,116,18.74074,29.555555,32.444443,3
25,138,5.185185,9.333334,12.444445,3
33,94,5.888889,7.777778,5.666666,3
49,139,0.444444,1.333333,2.666667,3
221,107,2.222222,5.333334,9.333333,3
108,146,0,0,0,3
221,111,1.333333,4,8,3
58,109,4.296296,8.444445,12.444445,3
23,129,0.518518,1.555556,3.111111,3
76,106,3.666667,7.888889,12.666667,3
123,143,0.407407,1.222222,2.444444,3
59,141,12.666667,18.555555,17.666666,3
69,139,18.074074,22.555555,13.444445,3
64,114,29.814816,47.22222,52.22222,3
194,124,2.814815,5.555555,8.222222,3
54,138,0.259259,0.666667,1.222222,3
234,110,1.814815,4.888889,9.222222,3
100,115,2.740741,6.222222,10.444445,3
227,69,11.074074,16,14.777778,3
16,82,8.481482,14.555555,18.222221,3
59,120,19.074074,33.11111,42.11111,3
100,111,4.888889,9.111111,12.666667,3
240,75,38.037037,50.666668,37.88889,3
68,122,20.148148,31.11111,32.88889,3
95,141,1.555556,3.666667,6.333334,3
119,115,7.555555,12.888889,16,3
48,85,4.296296,8.888889,13.777778,3
19,133,0,0,0,3
73,117,1.333333,3.555556,6.666666,3
38,116,2.814815,5.666666,8.555555,3
226,110,1.666667,4.444445,8.333333,3
121,120,3.518518,6.555555,9.111111,3
226,110,1.666667,4.444445,8.333333,3
254,73,34.703705,57.333332,67.888885,3
245,73,46.666668,70.111115,70.333336,3
237,106,2.407408,6.111111,11.111111,3
81,145,13.444445,20.11111,20,3
75,131,0.518518,1.555556,3.111111,3
140,125,3.925926,7.777778,11.555555,3
2,88,7.777778,13.333333,16.666666,3
235,120,1.444444,4,7.666666,3
96,96,6.296296,11.888889,16.777779,3
226,84,4.555555,9,13.333333,3
87,135,0.962963,2.777778,5.444445,3
32,95,3.148148,7.444445,12.888889,3
57,119,20.592592,33.666668,39.22222,3
6,81,12.481482,18.88889,19.222221,3
50,109,5.666666,9.666667,12,3
30,91,6.259259,12.111111,17.555555,3
106,136,0.703704,1.888889,3.555556,3
98,126,2.777778,5.222222,7.333334,3
224,95,3.518518,7.222222,11.111111,3
22,133,0,0,0,3
140,124,2.518518,6.111111,10.777778,3
23,113,1.407407,3.444444,6.111111,3
33,100,1.222222,2.777778,4.666666,3
6,120,1.148148,3,5.555555,3
26,137,0.259259,0.777778,1.555556,3
132,91,42.814816,52.666668,29.555555,3
55,93,3,7.222222,12.666667,3
118,109,13.296296,22.333334,27.11111,3
17,110,3.962963,6.444445,7.444445,3
37,120,1.925926,4.444445,7.555555,3
68,109,1.962963,4.777778,8.444445,3
114,102,4.037037,8.444445,13.222222,3
127,120,1.518519,4.111111,7.777778,3
240,79,32.77778,45.77778,39,3
150,144,2.518518,6.555555,12.111111,3
106,107,22.555555,36,40.333332,3
