@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vedge-mean numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
62,0,1.833334,0.833334,21.185184,-1.888889,18.11111,27.222221,1
118,0,0.388889,0.151852,6.074074,4.777778,2.777778,7.666666,1
118,0,1.722222,1.529629,22.74074,-3.555556,18.777779,29,1
79,0,1.277778,2.285185,16.814816,1.555556,12.555555,21,1
117,0,0.444444,0.207407,19.88889,2.333333,12.666667,24.11111,1
111,0,0.277778,0.151852,5.444445,3,4.666666,7.222222,1
125,0,0.388889,0.062963,5.851852,4.111111,3.111111,7.333334,1
101,0,0.722223,0.329629,19.037037,1.888889,13.555555,23.555555,1
67,0,1.444445,1.007407,22.25926,0.888889,16.88889,27.88889,1
55,0,2.222222,3.674073,23.444445,-5.333334,23,31.11111,1
116,0,0.388889,0.107407,5.62963,3.444444,4.111111,7.333334,1
104,0,2.277778,2.107407,21.925926,-4.111111,20.222221,28.666666,1
145,0,0.388889,0.018518,3.925926,4.888889,0.222222,5.555555,1
111,0,0.388889,0.240741,5.407407,4.444445,2.777778,6.888889,1
102,0,1.888889,1.851851,17.925926,1.888889,11.888889,21.88889,1
34,0,2,3.688889,20.333334,-6.333334,22.666666,27.88889,1
118,0,0.333333,0.177778,5,3.666667,3.666667,6.666666,1
89,0,1.277778,1.485185,23.88889,-2.333333,19.666666,30.444445,1
128,0,0.5,0.3,5.962963,4.111111,3.777778,7.666666,1
131,0,0.555555,0.162963,5.333334,4.666666,2.333333,7.222222,1
147,0,0.222222,0.074074,4.148148,-0.777778,7.555555,7,1
114,0,0.722222,0.062963,5.259259,3.888889,2.555556,6.666666,1
136,0,0.611111,0.196296,5.62963,4.444445,2.444444,7.222222,1
116,0,0.5,0.477778,6.111111,3,4.666666,7.777778,1
124,0,0.888889,0.074074,5.888889,3.666667,3.666667,7.555555,1
61,0,2.055555,1.574074,21.74074,-4.222222,21.11111,28.777779,1
117,0,0.833333,0.255556,21.222221,-0.333333,15.333333,26.333334,1
117,0,0.444445,0.207407,6.333334,4,3.333333,8,1
113,0,0.722222,0.996296,14.703704,7.222222,6.555555,18.333334,1
62,0,0.777779,0.518519,21.222221,-1.333333,18,27.222221,1
89,0,0.777777,0.385185,22.333334,-2,18.333334,28.444445,1
114,0,0.388889,0.062963,5.888889,3.333333,4.666666,7.444445,1
56,0,2.666666,3.644444,28.62963,-7.555555,27.11111,37.666668,1
114,0,0.611111,0.196296,6.222222,4,3.666667,7.888889,1
83,0,1.444445,0.340741,19.444445,0.333333,15,24.444445,1
59,0,1.055555,0.774073,25.074074,-8.222222,27.777779,34.333336,1
134,0,0.611111,0.240741,5.888889,5.333334,2.333333,7.888889,1
136,0,0.611111,0.418519,6.259259,4.555555,2.888889,8,1
122,0,0.333333,0.133333,6,3.666667,4,7.666666,1
73,0,1.388889,0.72963,19.074074,0.444444,15.111111,24.11111,1
103,0,1.388889,1.52963,18.962963,3.777778,11.444445,22.777779,1
106,0,1.611111,0.596296,23.037037,-3.111111,20.555555,29.88889,1
114,0,1.388889,2.018517,17.222221,5.333334,8.666667,20.555555,1
98,0,2,0.666667,17.481482,2.555556,9.888889,20.777779,1
75,0,0.611111,0.32963,21.333334,-0.666667,17.333334,27.11111,1
133,0,0.333333,0.266667,6.666666,5,3.333333,8.444445,1
83,0,2.777777,4.918518,18.74074,1.111111,13.444445,23.333334,1
103,0,2.166666,3.411113,21.851852,-1.888889,18.444445,28,1
63,0,1.277778,1.574073,20.925926,-3.777778,20.555555,27.777779,1
75,0,2.833334,4.611113,25.962963,-7.888889,26.444445,34.77778,1
116,0,0.388889,0.151852,5.407407,3.444444,4.111111,6.888889,1
126,0,0.444444,0.118519,5.407407,6.777778,0.777778,7.666666,1
90,0,1,0.577778,24.851852,-3.555556,22.11111,32.22222,1
113,0,0.5,0.255556,5.592593,4.555555,3.222222,7.111111,1
123,0,0.666667,0.088889,5.814815,3.888889,3.222222,7.333334,1
71,0,2.111112,1.807406,22.777779,-2.666667,20.666666,29.666666,1
115,0,1.833333,2.388889,16.555555,-2.666667,15.666667,21.88889,1
113,0,1.722222,1.52963,20.25926,-0.777778,15.555555,25.444445,1
115,0,0.5,0.388889,6.296296,3.111111,4.777778,8,1
133,0,0.333333,0.266667,6.666666,5,3.333333,8.444445,1
87,0,2.777778,3.096294,17.333334,2.666667,11,21.11111,1
130,0,0.5,0.122222,5.333334,4.666666,2.666667,7,1
123,0,0.444444,0.118518,4.555555,4.333334,2.333333,6,1
95,0,1.222222,1.007408,21.407408,-0.222222,15.777778,26.666666,1
140,0,0.444444,0.118519,5,4.666666,1.666667,6.666666,1
66,0,1.555555,1.007407,18.666666,-0.333333,16,24,1
62,0,1.888889,2.118518,27.37037,-10.777778,30.88889,37.666668,1
51,0,1.777778,1.629631,25.74074,-9.222222,28.11111,35.11111,1
128,0,0.444444,0.118518,5.666666,5.333334,2.666667,7.444445,1
108,0,0.611111,0.640741,21.925926,-2.777778,18.88889,28.222221,1
117,0,0.5,0.122222,6.444445,2.666667,5.333334,8.222222,1
116,0,0.611111,0.151852,6.481482,3.222222,5.222222,8.333334,1
74,0,1.333333,0.577777,21.148148,-0.444444,17.222221,26.88889,1
64,0,2.111111,2.118519,22.481482,-1.444444,19.222221,28.88889,1
118,0,0.555556,0.385185,6.444445,3.333333,5,8.444445,1
147,0,0.611111,0.107407,6.777778,-4,12.666667,11,1
112,0,0.722222,0.418518,5.925926,3.555556,3.888889,7.555555,1
141,0,0.5,0.433333,5.407407,4.777778,2.444444,7,1
138,0,0.888889,0.562963,5.740741,4.777778,2.444444,7.333334,1
118,0,0.444445,0.118518,6.259259,3.888889,4.222222,7.777778,1
122,0,0.277778,0.062963,5.555555,4.333334,3.333333,7.222222,1
61,0,1.055556,0.507407,23.74074,-3.222222,20.777779,30.666666,1
60,0,2.277778,2.329629,26.74074,-6.222222,25.444445,35.22222,1
94,0,1.666667,0.8,21.222221,-1.666667,18.333334,27.333334,1
72,0,0.944444,0.507407,26.222221,-7.333334,27.666666,35.444447,1
149,0,0.888889,0.785185,5.518518,-4.222222,9.777778,8.777778,1
110,0,1.722222,5.351851,17.925926,2.888889,10.555555,21.444445,1
110,0,1.722222,5.351851,17.925926,2.888889,10.555555,21.444445,1
115,0,0.388889,0.151852,6.777778,3,5.333334,8.666667,1
77,0,2.111111,3.940742,24.481482,-3.111111,21.222221,31.555555,1
111,0,0.666667,0.311111,5.703704,3.555556,3.888889,7.333334,1
86,0,1.5,0.833333,23.814816,-1.444444,19.222221,30.222221,1
81,0,1.833333,2.21111,19.851852,1.444444,14.444445,24.666666,1
128,0,0.5,0.077778,5.555555,4,3.333333,7.111111,1
147,0,0.333333,0.133333,4.592593,-1.444444,8.555555,7.666666,1
111,0,0.388889,0.240741,5.407407,4.444445,2.777778,6.888889,1
107,0,0.833333,0.655556,17.185184,3.444444,10.444445,20.777779,1
85,0,1.444444,1.051853,17.962963,2.777778,11.777778,21.88889,1
92,0,1.888889,4.518517,19.37037,2.555556,11.888889,23.333334,1
42,0,1.055556,0.151851,22.592592,-7.777778,25.555555,31.11111,1
124,0,0.5,0.166667,6.037037,4.222222,3.888889,7.666666,1
72,0,2.5,4.744444,26.481482,-8.777778,27.88889,35.77778,1
116,0,1.5,1.633333,21.703703,-1.444444,17.555555,27.555555,1
139,0,0.277778,0.107407,6.111111,4.333334,3.333333,7.555555,1
142,0,0.5,0.122222,4.666666,6.333334,0.666667,6.777778,1
125,0,0.277778,0.062963,6.185185,3.444444,4.444445,7.777778,1
102,0,0.888889,0.607408,23.074074,-2.888889,20.11111,29.777779,1
54,0,1.777778,1.674073,24.592592,-5.444445,23.88889,32.555557,1
84,0,1.5,1.277777,23.851852,-0.888889,18.444445,30,1
68,0,1.388889,1.485186,21.592592,-3.444444,20.555555,28.444445,1
92,0,1.111111,0.429631,23.444445,-2,19.666666,30,1
131,0,0.333333,0.088889,5.222222,6,0.666667,7.222222,1
44,0,2.166667,2.388888,18.74074,-4.222222,19.444445,25.222221,1
63,0,1.5,1.1,22.37037,-6.111111,21.88889,29.666666,1
113,0,1.722222,1.52963,20.25926,-0.777778,15.555555,25.444445,1
111,0,0.555555,0.162963,3.814815,0.888889,5.222222,5.555555,1
113,0,0.722222,0.240741,5.481482,4.888889,2.555556,7.111111,1
75,0,2.111111,1.407408,22.74074,-2.222222,19.777779,29.333334,1
124,0,0.5,0.166667,6.037037,4.222222,3.888889,7.666666,1
126,0,0.555555,0.207407,4.925926,4.555555,2.555556,6.555555,1
57,0,1.833333,3.411111,26.296297,-4.888889,24.444445,34.444447,1
124,0,0.611111,0.151852,6.185185,4.444445,3.444444,7.888889,1
132,0,0.5,0.122222,5.740741,5.111111,1.444444,7.555555,1
123,0,1.555555,2.474074,6.962963,2.777778,4.444445,8.444445,1
136,0,0.5,0.122222,6.814815,4.555555,3.555556,8.666667,1
40,0,1.333334,2.711112,17.185184,-4.555555,18.444445,23.333334,1
60,0,1.555556,1.140741,22.62963,-3.888889,22.11111,30,1
55,0,2.222222,3.674073,23.444445,-5.333334,23,31.11111,1
60,0,0.944445,1.396297,23.777779,-4,21.666666,31,1
80,0,3.555555,1.851851,24.814816,-1.444444,20.222221,31.555555,1
81,0,1.888889,1.674073,22.703703,-1.111111,18.222221,28.777779,1
111,0,0.444445,0.074074,5.925926,5.222222,2.888889,7.666666,1
60,0,0.5,0.3,19.925926,-1.777778,17.555555,25.777779,1
147,0,0.444445,0.42963,6.037037,-1.111111,9.555555,9.555555,1
138,0,0.5,0.122222,4.962963,5.444445,1.444444,6.777778,1
55,0,1.444445,2.82963,21.037037,-1.444444,16.88889,26.666666,1
101,0,0.888889,0.385185,20.074074,0.777778,14.777778,25,1
129,0,0.833333,0.433333,6.333334,4.666666,3,8.222222,1
149,0,0.5,0.122222,7.518518,-5.888889,13.111111,11.888889,1
135,0,0.611111,0.151852,5.703704,5.222222,2.222222,7.444445,1
91,0,2,2.177777,19.74074,0.111111,14.444445,24.555555,1
146,0,0.5,0.122222,5.111111,1.666667,5,6.888889,1
101,0,1.333333,1.288888,21.296297,-0.222222,16.444445,26.777779,1
134,0,0.388889,0.062963,5.296296,4.444445,2.777778,7,1
143,0,0.333333,0.044444,4.518518,4.777778,2.777778,6.111111,1
124,0,0.611111,0.107407,6,4.333334,3.666667,7.777778,1
109,0,0.722223,0.240741,17.777779,4.333334,9.666667,21,1
118,0,0.055556,0.018518,5.62963,4.111111,3.111111,7.111111,1
135,0,0.555556,0.207407,4.148148,4.555555,1.888889,5.666666,1
73,0,1.388889,1.085185,20.62963,-2.555556,18.444445,26.777779,1
137,0,0.5,0.166667,5.851852,5.777778,1.777778,7.777778,1
123,0,0.388889,0.151852,6.111111,5.666666,2,8,1
140,0,0.444444,0.251852,6,4.333334,2.666667,7.555555,1
92,0,3.333334,2.977778,22.88889,-3.333333,20.666666,29.777779,1
110,0,0.5,0.122222,4.222222,0.333333,6.333334,6.333334,1
106,0,1.611111,0.72963,19.11111,1.333333,13.666667,23.666666,1
133,0,0.666667,0.444444,6.444445,4,4.333334,8.222222,1
116,0,0.944445,0.285185,22.11111,-2.333333,18,28.11111,1
107,0,1.166667,0.344445,16.703703,6.222222,8.222222,19.777779,1
116,0,0.722222,0.196296,6.62963,2.777778,5.444445,8.555555,1
74,0,1.333334,1.555556,22.407408,-2.222222,19.444445,28.88889,1
114,0,1.388889,1.129629,19.851852,0.444444,14.444445,24.666666,1
143,0,0.444445,0.207407,5.444445,4,4,7,1
111,0,0.722222,0.374074,6.037037,2.888889,4.888889,7.888889,1
104,0,2.222222,3.629631,18.703703,1.555556,13.555555,23.222221,1
59,0,1.277777,0.951851,23.851852,-3.555556,21.11111,30.88889,1
122,0,0.555555,0.118518,5.851852,4.444445,3.111111,7.444445,1
85,0,1.444444,1.051853,17.962963,2.777778,11.777778,21.88889,1
126,0,1.055556,0.374074,6.481482,3.555556,4.555555,8.333334,1
64,0,1.5,1.144445,24.074074,-4.222222,23.444445,31.88889,1
51,0,1.666667,1.999999,19.592592,-2.444444,18.222221,25.666666,1
56,0,1.555555,0.429629,23.703703,-4.777778,22.88889,31.333334,1
138,0,0.888889,0.562963,5.740741,4.777778,2.444444,7.333334,1
80,0,1.555556,4.162963,26,-6,25.333334,34.444447,1
120,0,1.666667,0.844445,23.666666,-4.666666,20.333334,30.444445,1
138,0,0.444444,0.074074,5.444445,4.666666,2.666667,7,1
128,0,0.444444,0.340741,5.925926,5.888889,1.555556,7.888889,1
121,0,0.444444,0.118518,6.407407,4.777778,3.111111,8,1
53,0,2.111111,1.718519,27.074074,-12.888889,33.77778,38.333336,1
64,0,1.444444,1.362962,18.88889,-4,18.666666,25.11111,1
122,0,0.277778,0.107407,5.62963,4.111111,3.111111,7.222222,1
111,0,0.722222,0.374074,6.037037,2.888889,4.888889,7.888889,1
123,0,0.611111,0.240741,6.740741,4.444445,3.777778,8.444445,1
111,0,1.666667,1.466666,18.62963,3.444444,10.777778,22.222221,1
122,0,0.444445,0.02963,6.407407,5.111111,2.444444,8.111112,1
71,0.111111,1.444445,0.785185,22.333334,-1.666667,18.666666,28.555555,1
61,0,2.222222,3.185182,18.962963,-0.888889,15.777778,24.222221,1
86,0,0.888889,0.651853,18.592592,-0.111111,14.888889,23.555555,1
103,0,1.388889,0.596296,16.148148,4.555555,8.888889,19.444445,1
111,0,0.388889,0.151852,5.666666,4,4,7.333334,1
117,0,0.333333,0.133333,5.777778,1.666667,5.333334,7.555555,1
114,0,0.277778,0.062963,5.444445,2,5.666666,7.333334,1
93,0,2.499999,0.211111,20.37037,-4.444445,19.222221,26.777779,1
118,0,1.111111,0.385186,21.11111,-2.666667,18.666666,27.333334,1
67,0,2.555556,3.362964,23.74074,-2.555556,21.11111,30.777779,1
68,0,1.444444,1.007408,27.185184,-8.888889,29.11111,36.88889,1
96,0,2.111111,1.007407,21.74074,-2.888889,18.11111,27.777779,1
135,0,0.444445,0.118519,5,5.666666,1.333333,6.888889,1
143,0,0.333333,0.133333,5.037037,4.555555,2.555556,6.666666,1
120,0,0.444444,0.02963,5.962963,5.444445,2.444444,7.777778,1
70,0,1,0.311111,26.037037,-4.777778,23.88889,34,1
124,0,0.888889,0.074074,5.888889,3.666667,3.666667,7.555555,1
113,0,0.5,0.077778,6.148148,3.222222,4.888889,7.888889,1
77,0.111111,1.222222,1.851852,25.185184,-3.222222,21.444445,32.333336,1
134,0,0.277778,0.107407,4.740741,5.111111,1.444444,6.444445,1
74,0,3.888889,9.940739,23.592592,-3.111111,20.88889,30.555555,1
116,0,0.388889,0.107407,5.62963,3.444444,4.111111,7.333334,1
115,0,1.666667,1.822221,22.037037,-2.111111,17.88889,28,1
137,0,0.5,0.166667,5.851852,5.777778,1.777778,7.777778,1
45,0,2.277778,3.174073,21.925926,-4.111111,20.555555,28.777779,1
129,0,0.444444,0.251852,6.407407,4.777778,3.111111,8.222222,1
67,0,1,0.88889,20,-1.333333,17.666666,25.88889,1
145,0,0.388889,0.151852,4.074074,3.777778,2.777778,5.444445,1
68,0,4.055556,3.040739,17.703703,-0.111111,15.888889,23,1
145,0,0.388889,0.018518,3.925926,4.888889,0.222222,5.555555,1
32,0,0.777779,0.207408,121.44444,-33.666668,50,138.11111,2
51,0,1.166665,1.099995,126.333336,-28,41.666668,140.22223,2
85,0,0.833333,0.166668,93.55556,-43,73.333336,118,2
35,0,1.388887,1.041723,109.111115,-38,49,125.44444,2
46,0,0.611109,0.611616,124.55556,-35.333332,49.333332,141,2
41,0,1.722227,0.774073,137.14815,-19.444445,30.222221,147.22223,2
58,0,1.055556,0.534027,109.07407,-38.22222,52.11111,126.44444,2
78,0,1.222225,1.025599,106.85185,-40.88889,56.444443,125.666664,2
81,0,0.611113,0.329631,90.40741,-44.22222,78.111115,116.44444,2
24,0,1.166667,0.966665,121.62963,-32.555557,48.444443,137.77779,2
83,0,0.888889,0.518519,90.62963,-48.22222,78.77778,116.888885,2
59,0,0.833335,0.459466,121.703705,-37.444443,51.88889,139,2
30,0,0.777777,0.501847,123.333336,-31.666666,49,139.66667,2
28,0,0.555553,0.074075,110.48148,-37.77778,61.88889,131.11111,2
33,0,1.166665,0.611111,109.888885,-39.333332,62,130.55556,2
41,0,0.888891,0.68853,121.48148,-33.77778,52.22222,138.88889,2
34,0,1.333332,0.966091,123.22222,-35.333332,50.333332,140,2
27,0,1.277776,0.596293,136.2963,-17.88889,27.777779,145.55556,2
34,0,1.055555,0.928956,125.48148,-35.444443,49.555557,142,2
80,0,1.166667,0.166666,111.07407,-24.555555,48.77778,127.333336,2
27,0,0.722221,0.462964,138.07408,-16.555555,25.444445,146.55556,2
32,0,0.944445,0.418519,112.03704,-38.444443,61.555557,132.55556,2
30,0,0.222221,0.272165,111.22222,-40.666668,53.333332,129,2
58,0,0.833335,0.62361,122.25926,-35.444443,49.555557,138.77779,2
82,0,0.555556,0.344266,106.51852,-40.88889,58.11111,125.888885,2
57,0,0.611109,0.418515,135.96297,-18.222221,30.777779,146.22223,2
68,0,1,0.57778,105.77778,-32,57.333332,124.888885,2
15,0,0.888891,1.051846,130.14815,-31.444445,45.555557,145.33334,2
15,0,0.833336,0.211111,140.2963,-19.222221,27.777779,149.55556,2
21,0,0.666662,0.516398,126.77778,-33,45.333332,141.88889,2
28,0,1.166667,1.278022,111.51852,-46.22222,59.11111,131.22223,2
27,0,0.833335,0.623609,122.666664,-33.333332,48,138.66667,2
58,0,1.166668,0.388888,93.14815,-47.444443,76.888885,118.77778,2
57,0,1.22222,0.474073,124.703705,-31.444445,44.88889,139.66667,2
51,0,0.611111,0.443051,123.18519,-34.22222,47.11111,138.88889,2
19,0,0.944445,0.389681,127.51852,-32.88889,46.77778,143.11111,2
15,0,0.888891,0.340743,106.51852,-46.88889,73.77778,131.11111,2
14,0,1.055556,0.574134,117,-38.333332,51.333332,134.11111,2
40,0,0.611111,0.574132,110.703705,-43.444443,54.88889,129,2
18,0,1.222221,1.29386,125.62963,-34.88889,49.11111,142,2
32,0,0.777774,0.162964,136.2963,-19.555555,30.11111,146.33334,2
40,0,1.166664,0.166667,127.40741,-29.88889,44.444443,142.22223,2
44,0.111111,2.444444,2.094083,122.59259,-31.777779,42.88889,136.88889,2
62,0,0.833335,0.166666,126.48148,-26.777779,41.555557,140.33334,2
56,0,0.444443,0.029629,126,-30.333334,44,140.66667,2
49,0,0.833336,0.388888,127.40741,-31.222221,47.11111,143.11111,2
59,0,0.833335,0.349603,122.03704,-34.444443,50.22222,138.77779,2
39,0,1.388891,1.129629,113.37037,-32.444443,55.88889,132,2
35,0,1.222223,1.05185,124.55556,-30.333334,46.666668,140.11111,2
28,0,0.388889,0.136081,112.96296,-40.555557,54.444443,131.11111,2
15,0,0.77778,0.272168,129.25926,-32.77778,44.22222,144,2
31,0,1.444444,0.385183,126.81481,-29.11111,43.22222,141.22223,2
107,0,1,1.288892,133.66667,-23.666666,34.666668,145.22223,2
47,0,0.666669,0.355557,126.37037,-31.11111,45.88889,141.66667,2
57,0,1.055556,0.774071,100.44444,-42.666668,65.333336,122.22222,2
32,0,0.944444,1.062842,126.22222,-33.333332,48,142.22223,2
27,0,1.055557,0.240737,137.51852,-14.888889,27.11111,146.55556,2
56,0,0.888887,0.162963,126.44444,-30.666666,45.666668,141.66667,2
47,0,0.444445,0.385188,135.74074,-20.222221,31.777779,146.33334,2
58,0,1.055555,0.774072,92.703705,-47.444443,77.55556,118.55556,2
46,0,0.611109,0.611616,124.55556,-35.333332,49.333332,141,2
39,0,0.722223,0.062963,127.07407,-32.22222,46.11111,142.44444,2
21,0,0.999997,0.799994,129.85185,-27.555555,38.11111,142.55556,2
50,0,0.444445,0.544332,122.07407,-36.555557,53.11111,139.77779,2
67,0,1,0.622222,108.85185,-28.222221,50.11111,125.55556,2
75,0,0.666668,0.266666,88.55556,-49.666668,82,115.888885,2
16,0,0.666667,0.355559,140.40741,-17.222221,28.444445,149.88889,2
71,0,0.722221,0.329628,89.14815,-49.11111,79.22222,115.55556,2
21,0,0.666665,0.760117,127.296295,-33.22222,47.444443,143.11111,2
26,0,0.777777,0.272165,112.22222,-41.666668,56,130.88889,2
23,0,0.666667,0.365148,123,-36,50.333332,139.77779,2
54,0,0.611109,0.107408,116.77778,-23,47,132.44444,2
67,0,2.666665,1.135293,106.07407,-41.88889,58.444443,125.55556,2
50,0,1.777777,1.003694,109.25926,-46.11111,63.22222,130.33334,2
40,0,0.999999,0.421635,125.111115,-33.333332,49.333332,141.55556,2
109,0,0.833332,0.809666,102.48148,-39.11111,59.22222,122.22222,2
35,0,0.277779,0.285183,136.48148,-15.777778,29.222221,146.22223,2
13,0,1.333331,0.444445,130.40741,-32.22222,45.11111,145.44444,2
20,0,0.611112,0.327729,111.703705,-39.77778,53.555557,129.55556,2
21,0,0.611112,0.443054,125.59259,-36.444443,50.555557,142.44444,2
54,0,1.166672,0.166667,134.33333,-20.333334,33.666668,145.55556,2
93,0,2.888891,3.896308,86.296295,-46.88889,77.44444,112.111115,2
57,0,1.222224,0.785183,92.92593,-49.444443,79.22222,119.333336,2
79,0,0.444444,0.344265,107.74074,-41.555557,56.444443,126.55556,2
22,0,0.833333,0.255559,137.96297,-14.888889,27.11111,147,2
53,0,0.722229,0.285188,134.77777,-19.666666,33,145.77777,2
35,0,0.833333,0.781735,125.18519,-34.22222,48.444443,141.33334,2
74,0,0.333335,0.088889,101.85185,-38.22222,64.111115,123.22222,2
29,0,1.000001,0.711108,128.44444,-27.666666,43.333332,142.88889,2
30,0,0.555557,0.272164,113.25926,-37.444443,50.555557,130.11111,2
