@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
130,9,0.833333,8.555555,3.777778,-7.888889,1
144,9,0.722222,6,3.555556,-6.444445,1
59,9,2.055555,20.777779,-3.111111,-17.777779,1
138,9,0.444444,7,4.666666,-7.333334,1
54,9,2.722222,22.777779,-5.444445,-18.444445,1
71,9,2.833333,21.88889,-2.666667,-18,1
113,9,2.777778,17.11111,7.222222,-13.777778,1
122,9,0.5,8.111112,5.111111,-7.555555,1
132,9,0.944444,7.444445,5.111111,-6.555555,1
116,9,0.444445,7.555555,3.222222,-8.444445,1
124,9,0.888889,7.111111,3.666667,-7.333334,1
117,9,1,7.333334,2.666667,-8,1
122,9,0.333333,7,4.333334,-7.666666,1
106,9,1.611111,22,-3.111111,-17.444445,1
117,9,0.388889,7.666666,4,-7.333334,1
92,9,1.388889,22.777779,-2,-17.666666,1
108,9,1.611111,19,5.666666,-14,1
138,9,0.833333,7.333334,4.777778,-7.222222,1
101,9,1.611111,21.555555,-2.666667,-17.666666,1
126,9,0.666667,8.777778,4.444445,-7.222222,1
143,9,0.444445,6.555555,4.555555,-7.111111,1
101,9,1.722222,20.333334,0.777778,-15.555555,1
77,9,4.444445,24.11111,-3.222222,-18.222221,1
102,9,1.333333,20.333334,0.222222,-14.444445,1
86,9,3.555556,23.333334,-1.444444,-17.777779,1
134,9,0.388889,6.777778,4.444445,-7.222222,1
143,9,0.666667,6.111111,4.777778,-7.555555,1
126,9,0.444445,7.444445,5,-8,1
147,9,0.722222,4.111111,-1.444444,-7.111111,1
64,9,2.888888,21.777779,-5.555555,-17.222221,1
111,9,0.888889,7,2.888889,-7.777778,1
126,9,1,7.666666,3.555556,-8.111111,1
84,9,1.611111,23.555555,-0.888889,-17.555555,1
66,9,2.944444,25.333334,-9.222222,-20.222221,1
124,9,0.444444,6.666666,4.666666,-7.333334,1
114,9,0.666667,6.555555,3.888889,-6.444445,1
116,9,0.555555,7.555555,2.777778,-8.222222,1
102,9,2.611111,22.11111,-2.888889,-17.222221,1
44,9,2.38889,17.333334,-4.222222,-15.222222,1
100,9,2.666667,20.88889,0.777778,-15.555555,1
80,9,3,24.333334,-1.444444,-18.777779,1
116,9,0.333333,6.777778,3.444444,-7.555555,1
75,9,2.222222,23.333334,-7.888889,-18.555555,1
89,9,3.666667,21.666666,-2,-16.333334,1
111,9,0.611111,7.666666,5.222222,-8.111111,1
68,9,1.777778,20.444445,-3.444444,-17.11111,1
67,9,1.555556,22.88889,-2.555556,-18.555555,1
124,9,1,8.222222,3.444444,-8.555555,1
87,9,2.722222,18.222221,2.666667,-13.666667,1
77,9,2.444445,23.444445,-3.111111,-18.11111,1
67,9,1.833333,22.555555,0.888889,-17.777779,1
89,9,2.944445,21.333334,-1.666667,-16,1
143,9,0.5,7.555555,5.666666,-8,1
122,9,0.5,7.222222,3.666667,-7.666666,1
136,9,1,7.777778,4.555555,-7.444445,1
86,9,1.222222,24.222221,-6.777778,-18.777779,1
116,9,1.555556,21.222221,-1.444444,-16.11111,1
136,9,1,7.777778,4.555555,-7.444445,1
53,9,1.166667,20.88889,-2,-15.666667,1
101,9,1.777778,18.333334,4.222222,-13.111111,1
70,9,1.833333,23,-2,-17.333334,1
128,9,0.888889,7.888889,5.888889,-7.444445,1
50,9,1,21.666666,-4.111111,-16.777779,1
59,9,2.944445,22.333334,-8.222222,-19.555555,1
113,9,0.444444,6.888889,4.111111,-7.555555,1
116,9,0.222222,6.555555,3.444444,-7.555555,1
125,9,0.666667,7.333334,3.444444,-7.888889,1
147,9,0.777778,5.444445,-4,-8.666667,1
119,9,2.555556,21.333334,-0.777778,-16.444445,1
122,9,0.555556,7,4.111111,-7.222222,1
58,9,1.388889,20,-2.777778,-16.444445,1
95,9,0.944444,21.333334,-0.222222,-15.555555,1
129,9,0.888889,8.444445,5.333334,-8,1
123,9,0.388889,8,5.666666,-7.666666,1
147,9,0.722222,5.666666,-1.111111,-8.444445,1
57,9,2.111111,24.666666,-4.888889,-19.555555,1
92,9,2,20.222221,2.555556,-14.444445,1
130,9,1,8.444445,5.444445,-7.222222,1
108,9,1.388889,19,4,-14.333333,1
85,9,3.944444,20.444445,-3,-17,1
116,9,0.888889,21.333334,-2.333333,-15.666667,1
140,9,0.666667,6.555555,4.666666,-6.333334,1
111,9,0.611111,6.888889,4.444445,-7.222222,1
110,9,2.666667,18.88889,2.888889,-13.444445,1
92,9,2.5,18.777779,-0.888889,-14.222222,1
84,9,1.611111,23.555555,-0.888889,-17.555555,1
116,9,0.444445,7.555555,3.222222,-8.444445,1
134,9,0.777778,7.444445,4.111111,-7.222222,1
118,9,2.277778,20.222221,-2.666667,-16,1
42,9,1.388889,20,-7.777778,-17.777779,1
133,9,1.166667,7.777778,4,-8.333333,1
133,9,0.5,8.333334,5,-8.333333,1
116,9,1.555556,21.222221,-1.444444,-16.11111,1
142,9,1.722222,6.777778,5.888889,-7.111111,1
90,9,1.333334,18.777779,2,-14,1
126,9,0.611111,7.666666,6.777778,-7.555555,1
60,9,2.888889,24.666666,-6.222222,-19.222221,1
104,9,3.055556,20.222221,0.111111,-14.222222,1
140,9,1,7.888889,4.666666,-7.666666,1
115,9,4.166667,21.333334,-2.111111,-15.777778,1
126,9,0.555556,6.444445,4.555555,-7.111111,1
60,9,2.444445,21.333334,-3.888889,-18.222221,1
95,9,0.944444,21.333334,-0.222222,-15.555555,1
109,9,1.944444,19.222221,5.888889,-14.111111,1
139,9,0.833333,7.555555,4.333334,-7.666666,1
64,9,1.388889,22.666666,-4.222222,-19.222221,1
114,9,0.833333,7,3.333333,-8,1
81,9,1.333333,22.333334,-1.111111,-17.11111,1
124,9,0.833333,7.555555,4,-7.666666,1
134,9,0.722222,7.666666,5.333334,-7.666666,1
75,9,1.5,22,-2.222222,-17.555555,1
123,9,0.388889,7.111111,3.888889,-7.111111,1
65,9,2.333334,20.11111,-2.111111,-15.777778,1
68,9,2.388889,17.666668,-0.111111,-15.777778,1
111,9,1.611111,19.777779,-0.444444,-14.444445,1
116,9,0.333333,6.777778,3.444444,-7.555555,1
59,9,2.055555,22.666666,-3.555556,-17.555555,1
62,9,1.833333,20.555555,-1.888889,-16.222221,1
62,9,1.222223,20.777779,-1.333333,-16.666666,1
102,9,1.944444,18.555555,1.888889,-13.777778,1
51,9,1.611111,18.777779,-2.444444,-15.777778,1
75,9,3.777778,24,-2.555556,-17.88889,1
145,9,0.722222,6.333334,3.111111,-6.888889,1
61,9,1.555555,20.333334,-4.222222,-16.88889,1
71,9,4.5,21.777779,-1.666667,-17,1
118,9,0.444445,7.555555,3.888889,-8.111111,1
86,9,1.722222,18.555555,-0.111111,-14.777778,1
123,9,0.666667,8.222222,4.444445,-8.222222,1
109,9,1.333334,19.222221,4.333334,-14,1
41,9,1.666667,20.777779,-5.111111,-16.777779,1
125,9,0.666667,7.222222,4.111111,-7.222222,1
73,9,2.611111,19.222221,0.444444,-15.555555,1
113,9,0.277778,7.222222,3.222222,-8.111111,1
113,9,0.777778,7.111111,4.555555,-7.777778,1
95,9,2.499999,21.11111,0,-15.333333,1
67,9,2.444445,19.555555,-1.333333,-16.333334,1
60,9,1.277778,19.333334,-1.777778,-15.777778,1
118,9,1.055556,7,4.111111,-7.222222,1
55,9,1.777777,21.666666,-5.333334,-17.666666,1
113,9,2.944444,20,-0.777778,-14.777778,1
117,9,0.555556,6.333334,1.666667,-7,1
101,9,2.222222,19.666668,1.888889,-15.444445,1
120,9,0.444445,7.777778,5.444445,-7.888889,1
145,9,0.611111,5.555555,4.888889,-5.111111,1
129,9,0.666667,7.888889,4.666666,-7.666666,1
66,9,1.5,18.555555,-0.333333,-15.666667,1
100,9,1.388889,21.777779,-1.333333,-17.333334,1
67,9,2.111111,25.11111,-6.111111,-20.11111,1
115,9,0.333333,8.222222,4.666666,-8.333333,1
57,9,2.111111,24.666666,-4.888889,-19.555555,1
55,9,1.777777,21.666666,-5.333334,-17.666666,1
111,9,0.444445,7,4,-8,1
70,9,1.722222,24.444445,-4.777778,-19.11111,1
110,9,1.944444,4.333334,0.333333,-6.666666,1
107,9,1.777778,18.777779,6.222222,-14.444445,1
138,9,0.5,6.777778,5.444445,-6.888889,1
44,9,2.38889,17.333334,-4.222222,-15.222222,1
128,9,0.666667,6.888889,4,-7.333334,1
92,9,2.166667,18.777779,0.222222,-15.444445,1
138,9,0.833333,7.333334,4.777778,-7.222222,1
142,9,1.277778,6.222222,4.888889,-6.777778,1
133,9,1.166667,7.777778,4,-8.333333,1
103,9,1.833333,21.222221,-1.888889,-16.555555,1
73,9,1.611112,19.777779,-2.555556,-15.888889,1
124,9,0.611111,7.444445,4.333334,-8,1
64,9,1.666666,17.555555,-4,-14.666667,1
145,9,0.611111,5.555555,4.888889,-5.111111,1
81,9,2.722222,20.11111,-1.111111,-15.777778,1
139,9,0.777778,6.555555,3.666667,-7,1
110,9,2.666667,18.88889,2.888889,-13.444445,1
107,9,1.888889,19.88889,3,-15,1
108,9,1.388889,19,4,-14.333333,1
115,9,0.777778,7.333334,3.111111,-7.888889,1
114,9,0.444444,6.111111,2,-7.666666,1
124,9,0.611111,6.888889,5.333334,-7,1
114,9,2.111111,16.11111,4.777778,-12.555555,1
136,9,0.666667,8.333334,4.555555,-8.111111,1
78,9,0.777779,128.66667,-20.666666,-13.666667,2
87,9,0.777779,127.888885,-22.555555,-10.555555,2
13,9,1.333333,119.666664,-32.22222,-12.888889,2
58,9,0.888888,97.666664,-38.11111,-15.111111,2
86,9,1.166669,92.888885,-38.666668,-16.333334,2
63,9,0.333332,96.22222,-38.11111,-13.444445,2
65,9,2,115.333336,-31,-17,2
72,9,1.166667,79.22222,-42.666668,-28.333334,2
47,9,1.499999,93.22222,-41.666668,-23.333334,2
58,9,1.000001,77.333336,-47.444443,-29.444445,2
13,9,0.944445,137.11111,-14.111111,-7.111111,2
17,9,1.888889,118.77778,-32.333332,-9.666667,2
18,9,1.166669,131.44444,-19.333334,-10.666667,2
36,9,1.055556,98.22222,-41.11111,-14.111111,2
14,9,1.666669,104.22222,-38.333332,-13,2
31,9,0.666664,130.77779,-16.88889,-10.222222,2
33,9,0.611109,96.77778,-39.333332,-22.666666,2
50,9,1.444444,109.888885,-36.555557,-16.555555,2
35,9,0.722221,131.22223,-15.777778,-13.444445,2
51,9,2.055553,113.22222,-33.555557,-16.555555,2
104,9,1.833335,87.22222,-39.88889,-18.222221,2
45,9,0.611109,87.111115,-42.333332,-26,2
14,9,1.222223,100.111115,-41.11111,-13.777778,2
61,9,0.555556,95.111115,-41.88889,-15.888889,2
32,9,2.611109,129.77779,-19.555555,-10.555555,2
20,9,0.611112,98.44444,-39.77778,-13.777778,2
45,9,0.777779,95.888885,-39.22222,-14.555555,2
39,9,0.777776,113.888885,-30.88889,-17.555555,2
90,9,0.777779,105.888885,-22.777779,-22.444445,2
35,9,1.111113,114.44444,-30.333334,-16.333334,2
88,9,0.500001,101.55556,-27.11111,-23.777779,2
35,9,1.222221,83,-44.77778,-27.444445,2
45,9,1,88.111115,-41.444443,-26.444445,2
38,9,2.111111,100.44444,-39.11111,-14.777778,2
81,9,0.888891,105.666664,-21.777779,-26.11111,2
77,9,1.277776,128.55556,-22.11111,-12.111111,2
40,9,0.833333,114,-33.333332,-16,2
18,9,0.944445,133.33334,-15.888889,-10.888889,2
28,9,0.888887,99.44444,-40.555557,-13.888889,2
15,9,1.222225,90.888885,-46.88889,-26.88889,2
49,9,1.77778,113.111115,-32.77778,-16.444445,2
66,9,1.833335,106.888885,-22,-21.666666,2
27,9,0.5,132.55556,-16.555555,-8.888889,2
71,9,2.222221,96.666664,-27,-23.333334,2
64,9,0.777777,77.22222,-46.77778,-30.777779,2
33,9,0.500001,96.77778,-41.444443,-12.777778,2
58,9,1.055559,96.333336,-38.22222,-13.888889,2
113,9,1.333333,124.666664,-25.333334,-12.333333,2
15,9,1.444443,133.88889,-19.222221,-8.555555,2
19,9,0.888888,101,-39.77778,-14.444445,2
18,9,0.555553,102.44444,-35.11111,-19.444445,2
54,9,1,127.55556,-20.333334,-13.333333,2
42,9,1.166669,130.44444,-19.88889,-11.222222,2
68,9,0.777779,115.666664,-30.333334,-15.333333,2
54,9,0.833335,97.888885,-36.333332,-15,2
54,9,1.222221,112.666664,-35.11111,-15.777778,2
77,9,1.166665,93.888885,-41.22222,-11.555555,2
28,9,1.777779,96.44444,-45.444443,-11.777778,2
49,9,1.499999,116.333336,-29.555555,-17.222221,2
49,9,0.666669,108.111115,-37.77778,-18.11111,2
27,9,1.444445,132.55556,-14.888889,-12.222222,2
60,9,0.777777,99.55556,-30.666666,-24.666666,2
92,9,0.77778,74.888885,-46.333332,-29,2
28,9,1.222221,97.888885,-37.77778,-24.11111,2
107,9,1.055555,125.77778,-23.666666,-11,2
54,9,1.722223,96.77778,-36.22222,-15.555555,2
47,9,1.000001,116,-31.11111,-14.777778,2
50,9,0.944445,94.666664,-38.333332,-16.666666,2
20,9,0.833333,114,-33,-13.666667,2
23,9,1.166665,111.888885,-37.666668,-14,2
27,9,0.999997,130.33334,-17.88889,-9.888889,2
35,9,0.888888,113.77778,-34.22222,-14.222222,2
26,9,0.444444,98.333336,-41.666668,-14.333333,2
14,9,0.611113,99,-41.22222,-12.555555,2
50,9,0.944445,94.666664,-38.333332,-16.666666,2
35,9,1.444444,117.44444,-30.333334,-14.666667,2
64,9,1.333331,96.333336,-37.333332,-15,2
96,9,0.611112,103.44444,-24.444445,-25.11111,2
109,9,1.000001,89.44444,-39.11111,-20.11111,2
45,9,1.111113,110.55556,-36.88889,-14.555555,2
37,9,1.055553,80.111115,-47.444443,-28.11111,2
71,9,1.499999,115.55556,-31.222221,-13.555555,2
66,9,1.444443,111,-34.666668,-17,2
52,9,0.777777,101,-31.88889,-20.88889,2
65,9,1.500001,111.666664,-34,-17,2
25,9,1.111111,117.77778,-30.666666,-12.333333,2
50,9,0.777779,109.22222,-35.88889,-17.222221,2
65,9,0.722221,82.77778,-43.666668,-27.666666,2
21,9,1.333332,115,-35.444443,-12.777778,2
53,9,0.833333,128.22223,-19.666666,-13.333333,2
21,9,1.333333,120.666664,-27.555555,-10.555555,2
74,9,0.500001,89.111115,-38.22222,-25.88889,2
62,9,1.111112,116.333336,-27.222221,-12.888889,2
70,9,1.111108,104,-25.555555,-20.222221,2
18,9,0.944445,133.33334,-15.888889,-10.888889,2
55,9,1,101,-38,-17.666666,2
58,9,1.000001,76.888885,-47.444443,-30.11111,2
56,9,0.722221,116.22222,-30.666666,-15,2
66,9,0.888888,80.66667,-43.333332,-27.666666,2
40,9,0.722223,96.22222,-43.444443,-11.444445,2
79,9,0.777779,93.888885,-41.555557,-14.888889,2
40,9,1.333332,114.44444,-30.555555,-17.222221,2
58,9,1.000001,110.111115,-35.666668,-14.666667,2
41,9,1.499999,103.888885,-28.555555,-24.88889,2
93,9,1.944444,70.66667,-46.88889,-30.555555,2
82,9,0.611111,92.888885,-40.88889,-17.222221,2
15,9,0.666668,100.111115,-40.88889,-13.888889,2
25,9,0.999996,114.333336,-35.11111,-13.444445,2
46,9,2.166668,112.77778,-35.333332,-14,2
25,9,0.833333,88,-43.444443,-26.11111,2
63,9,6.222223,92.666664,-38.77778,-14.111111,2
29,9,0.777779,88.77778,-43.444443,-25.777779,2
33,9,0.500001,96.77778,-41.444443,-12.777778,2
18,9,1.277777,114,-34.88889,-14.222222,2
51,9,0.833335,110.666664,-36.88889,-16.555555,2
64,9,1.333331,96.333336,-37.333332,-15,2
11,9,2.166667,135.11111,-19.333334,-6.333334,2
46,9,1.05556,129.44444,-18.222221,-11.888889,2
42,9,0.944444,117,-30.11111,-14.111111,2
101,9,0.611109,126.44444,-25.444445,-11.444445,2
93,9,1.055555,103.888885,-25.222221,-21.88889,2
43,9,0.833335,117.333336,-27.444445,-14.777778,2
57,9,0.666665,115.77778,-31,-12,2
99,9,0.777779,79,-43.22222,-30.555555,2
41,9,0.388892,95.111115,-43.77778,-13.777778,2
81,9,0.722224,91.888885,-42.11111,-14.777778,2
26,9,1.888885,131.44444,-16.777779,-12.444445,2
36,9,1.833335,89.55556,-40.444443,-26.11111,2
36,9,1.055556,100.77778,-39.77778,-15.444445,2
26,9,0.888888,131,-17.666666,-11.333333,2
15,9,1.222221,123,-27.666666,-11.666667,2
40,9,1.499999,113.333336,-31.333334,-16.333334,2
25,9,1.111111,117.77778,-30.666666,-12.333333,2
67,9,0.888889,112.333336,-31.666666,-15,2
97,9,1,126.55556,-23.444445,-9.777778,2
25,9,0.944447,103.666664,-37.77778,-14.777778,2
67,9,3.833332,92.111115,-41.88889,-16.555555,2
79,9,0.777779,93.888885,-41.555557,-14.888889,2
13,9,1.111112,88.22222,-47.666668,-25.333334,2
40,9,0.666667,95.333336,-44.11111,-12.777778,2
56,9,0.833333,115.888885,-30.333334,-13.666667,2
44,9,1.166665,113.44444,-31.11111,-11.777778,2
83,9,1.055552,74.55556,-48.22222,-30.555555,2
25,9,1.277776,89.111115,-43.555557,-26.222221,2
56,9,0.833333,115.888885,-30.333334,-13.666667,2
31,9,0.888889,115.55556,-33.88889,-14.888889,2
57,9,1.166667,129.88889,-18.222221,-12.555555,2
47,9,1.111109,129,-20.222221,-11.555555,2
12,9,1.611112,107.22222,-35.444443,-13.444445,2
30,9,0.611109,97.666664,-40.666668,-12.666667,2
15,9,0.555556,118.333336,-32.77778,-11.444445,2
30,9,1.222223,100.77778,-37.444443,-13.111111,2
57,9,0.888889,111.333336,-33,-17,2
13,9,1,106.55556,-36.333332,-15,2
18,9,0.555557,97.22222,-44.666668,-10.333333,2
43,9,1.111111,115.666664,-28.777779,-16.11111,2
68,9,0.722224,94.22222,-39.444443,-17.444445,2
21,9,2.055556,113.44444,-36.444443,-14.111111,2
44,9,2.333333,112,-31.777779,-11.111111,2
20,9,1.166665,115.666664,-32.666668,-14.666667,2
62,9,1.666669,115.77778,-28.666666,-13.666667,2
68,9,0.888889,95.111115,-32,-25.333334,2
60,9,1.055556,114,-29,-15,2
11,9,2.888891,136.88889,-19.666666,-2.666667,2
21,9,1.166667,115.77778,-33,-12.333333,2
54,9,0.666667,97.55556,-37.22222,-15.222222,2
39,9,1.333333,99.44444,-40.666668,-13.666667,2
27,9,0.5,132.55556,-16.555555,-8.888889,2
34,9,0.888887,91.22222,-42.77778,-22.777779,2
49,9,0.722225,97.111115,-35.333332,-24.666666,2
16,9,0.888891,99.111115,-38.11111,-19.777779,2
62,9,1.888887,112.333336,-33.444443,-14.111111,2
30,9,0.944444,99.333336,-40.88889,-13.555555,2
71,9,0.888888,111.44444,-32.22222,-16.222221,2
38,9,0.888888,113.333336,-34.555557,-15.888889,2
32,9,1.777779,115.111115,-33.333332,-14.666667,2
15,9,1.888888,119.666664,-31.444445,-14.111111,2
30,9,1.222223,100.77778,-37.444443,-13.111111,2
59,9,1.333333,110.55556,-34.444443,-15.777778,2
17,9,1.277779,115,-33.444443,-13.777778,2
18,9,0.555557,97.22222,-44.666668,-10.333333,2
53,9,1.111109,104.333336,-26.444445,-24.777779,2
115,9,1.444445,123.22222,-28.666666,-9,2
96,9,0.944445,76,-44.444443,-30.11111,2
36,9,1,128.55556,-20.222221,-12.222222,2
48,9,0.999999,94.77778,-39.333332,-24.333334,2
80,9,1.722224,102.888885,-24.555555,-24.222221,2
20,9,1.27778,116.77778,-31.666666,-14.333333,2
11,9,2.888891,136.88889,-19.666666,-2.666667,2
72,9,1.499999,114.111115,-34,-13,2
50,9,1.111112,93.888885,-46.11111,-17.11111,2
52,9,1.333333,115.55556,-30.666666,-12.666667,2
20,9,0.833333,114,-33,-13.666667,2
91,9,0.722221,92.55556,-37,-18.666666,2
57,9,1.611112,113,-33.77778,-14.444445,2
66,9,1.111113,79.111115,-43,-28.666666,2
28,9,1.444441,111,-34.555557,-13.888889,2
57,9,1.388891,129.44444,-19,-13.666667,2
25,9,0.388889,97.77778,-43.333332,-14,2
30,9,0.833332,112.77778,-31.666666,-17.333334,2
46,9,1.111112,93.888885,-40.88889,-23.222221,2
22,9,1,132.11111,-16.555555,-14.222222,2
71,9,1.499999,115.55556,-31.222221,-13.555555,2
52,9,0.777777,101,-31.88889,-20.88889,2
75,9,0.888888,72,-49.666668,-32.333332,2
33,9,0.888888,113.22222,-34,-15,2
50,9,0.77778,113.111115,-33,-17.333334,2
21,9,1.166667,115.77778,-33,-12.333333,2
51,9,1.499998,117,-28,-13.666667,2
72,9,1.055559,115.333336,-30.666666,-14.333333,2
41,9,1.888889,110.22222,-33.77778,-18.444445,2
16,9,1.666667,87.55556,-44.88889,-22.555555,2
46,9,2.166668,112.77778,-35.333332,-14,2
59,9,1.055556,116.55556,-28.777779,-14.111111,2
57,9,1.388891,112.22222,-34,-12.333333,2
27,9,2.055557,111.55556,-33.333332,-14.666667,2
46,9,1.777779,116,-30.11111,-14.777778,2
19,9,0.944443,116.55556,-32.88889,-13.888889,2
40,9,0.722223,96.22222,-43.444443,-11.444445,2
32,9,0.833332,99.22222,-38.444443,-23.11111,2
83,9,1.055552,74.55556,-48.22222,-30.555555,2
80,9,1.444445,82.44444,-41.666668,-27.333334,2
