@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
9,92,2.5,-0.888889,15.111111,24.11111,1
148,116,1.166667,3,4.666666,7.777778,1
79,57,1.944445,-8.444445,28.222221,36.22222,1
23,86,1.722222,-0.111111,14.888889,23.555555,1
228,143,0.666667,4.111111,2.777778,6.777778,1
29,81,2.722222,-1.111111,16.88889,26.11111,1
2,63,1.5,-2.555556,16.777779,23.666666,1
4,87,2.722222,2.666667,11,21.11111,1
85,101,1.277778,-0.222222,16.444445,26.777779,1
14,60,1.055555,-1.333333,16.333334,24.777779,1
90,111,1.333333,3.444444,10.777778,22.222221,1
76,81,1.333333,-1.111111,18.222221,28.777779,1
69,74,2.166667,-3.111111,20.88889,30.555555,1
96,84,1.611111,-0.888889,18.444445,30,1
120,136,1,4.555555,2.888889,8,1
176,118,0.722222,4.777778,2.777778,7.666666,1
71,113,0.722222,4.888889,2.555556,7.111111,1
201,135,0.888889,4.777778,2.777778,7.444445,1
69,81,1.833333,1.444444,14.444445,24.666666,1
83,114,1.944444,0.444444,14.444445,24.666666,1
96,80,2.5,-6,25.333334,34.444447,1
11,108,1.388889,4,10.333333,21.11111,1
84,51,2.666667,-9.222222,28.11111,35.11111,1
75,75,2.222222,-7.888889,26.444445,34.77778,1
42,59,2.055555,-3.111111,20.88889,28.777779,1
115,130,0.833333,3.777778,4.111111,9,1
80,116,1.555556,-1.444444,17.555555,27.555555,1
108,111,2.555555,0.888889,5.222222,5.555555,1
17,64,1.666666,-4,18.666666,25.11111,1
8,102,1.944444,1.888889,11.888889,21.88889,1
23,85,1.777778,2.777778,11.777778,21.88889,1
38,106,2.111111,0,15.333333,25.11111,1
70,71,2.833333,-2.666667,20.666666,29.666666,1
142,100,1.388889,-1.333333,18.666666,28.444445,1
4,40,1.111112,-4.555555,18.444445,23.333334,1
98,119,2.555556,-0.777778,17.222221,27.333334,1
72,118,0.555556,3.222222,3.555556,7.111111,1
97,116,0.555555,2.777778,5.444445,8.555555,1
222,114,0.444444,2,5.666666,7.333334,1
1,115,2.222223,-2.666667,15.666667,21.88889,1
226,141,0.777778,4.777778,2.444444,7,1
33,149,0.722222,-4,9.666667,8.666667,1
26,91,2.555556,0.111111,14.444445,24.555555,1
104,124,0.666667,4.444445,3.444444,7.888889,1
2,44,2.38889,-4.222222,19.444445,25.222221,1
13,142,1.277778,4.888889,1.888889,6.333334,1
31,62,1.833333,-1.888889,18.11111,27.222221,1
6,51,1.611111,-2.444444,18.222221,25.666666,1
23,85,1.777778,2.777778,11.777778,21.88889,1
30,56,1.5,-4.777778,22.88889,31.333334,1
146,140,1,4.666666,3,8.222222,1
144,118,0.666667,3.333333,5,8.444445,1
23,55,1.777777,-5.333334,23,31.11111,1
34,128,0.666667,5.333334,2.666667,7.444445,1
133,67,2.111111,-6.111111,26.222221,35.88889,1
90,101,1.722222,0.777778,14.777778,25,1
19,63,2.111111,-3.777778,20.555555,27.777779,1
34,115,0.777778,3.111111,4.777778,8,1
78,69,1.611111,-7,24.666666,32.555557,1
101,72,1.777778,-8.777778,27.88889,35.77778,1
59,111,0.5,3,4.666666,7.222222,1
15,123,0.444444,4.333334,2.333333,6,1
192,142,1.5,6.333334,0.666667,6.777778,1
35,42,1.388889,-7.777778,25.555555,31.11111,1
98,104,1.5,1.555556,13.555555,23.222221,1
104,122,0.5,5.111111,2.444444,8.111112,1
13,149,1,-4.222222,9.777778,8.777778,1
23,142,0.944444,4.555555,2.222222,6.555555,1
136,139,0.777778,3.666667,3.333333,6.888889,1
38,112,1,2.333333,5.666666,8.111112,1
14,138,0.5,5.444445,1.444444,6.777778,1
155,140,0.666667,4.666666,1.666667,6.666666,1
240,145,0.5,3.777778,2.777778,5.444445,1
10,61,3.111111,-0.888889,15.777778,24.222221,1
5,101,1.777778,4.222222,8.888889,20.222221,1
156,123,0.388889,5.666666,2,8,1
147,92,1.388889,-2,19.666666,30,1
57,117,0.388889,4,3.333333,8,1
122,106,1.611111,-3.111111,20.555555,29.88889,1
133,96,2.777778,0.666667,16.333334,27.333334,1
146,140,1,4.666666,3,8.222222,1
140,125,0.666667,3.444444,4.444445,7.777778,1
120,136,1,4.555555,2.888889,8,1
5,92,2.166667,0.222222,15.222222,23.777779,1
101,130,0.666667,5,2.666667,7.555555,1
121,60,2.888889,-6.222222,25.444445,35.22222,1
7,34,1.5,-6.333334,22.666666,27.88889,1
183,111,1.055556,3.555556,3.888889,7.333334,1
25,116,4.777777,2.444444,11.444445,21.222221,1
88,88,2.888889,-2.444444,18.88889,28.444445,1
96,92,1.777778,-3.333333,20.666666,29.777779,1
30,124,0.611111,4.333334,3.666667,7.777778,1
26,67,2.444445,-1.333333,17.666666,25.88889,1
75,59,2.944445,-8.222222,27.777779,34.333336,1
108,123,0.666667,4.444445,3.777778,8.444445,1
97,75,3.777778,-2.555556,20.444445,31.666666,1
89,107,1.888889,3,12,23,1
140,103,1.833333,-1.888889,18.444445,28,1
161,136,0.444444,4.444445,2.444444,7.222222,1
182,134,0.722222,5.333334,2.333333,7.888889,1
80,116,1.555556,-1.444444,17.555555,27.555555,1
89,53,2.833333,-12.888889,33.77778,38.333336,1
188,133,0.5,5,3.333333,8.444445,1
177,131,0.777778,4.777778,2.111111,7.555555,1
8,79,2.111111,1.555556,12.555555,21,1
40,85,2.500001,-1,18,27.11111,1
67,61,0.833333,-3.222222,20.777779,30.666666,1
75,149,1.055556,-5.888889,13.111111,11.888889,1
217,122,0.5,3.666667,4,7.666666,1
199,140,0.5,4.333334,2.666667,7.555555,1
35,96,2.833333,-2.888889,18.11111,27.777779,1
127,118,3.444444,-3.555556,18.777779,29,1
145,102,2.611111,-2.888889,20.11111,29.777779,1
62,144,0.722222,3.555556,2.888889,6.222222,1
154,128,0.333333,4.111111,3.777778,7.666666,1
58,122,0.555556,4.111111,3.111111,7.222222,1
140,116,0.888889,-2.333333,18,28.11111,1
39,111,0.888889,2.888889,4.888889,7.888889,1
42,63,1.944444,-6.111111,21.88889,29.666666,1
33,104,3.055556,0.111111,14.111111,24.88889,1
14,110,2.666667,2.888889,10.555555,21.444445,1
98,135,1.055556,5.222222,2.222222,7.444445,1
38,41,1.666667,-5.111111,21.88889,29.777779,1
7,114,2.111111,4.777778,7.777778,17.444445,1
24,83,3.611111,1.111111,13.444445,23.333334,1
33,149,0.722222,-4,9.666667,8.666667,1
99,107,3.333333,2.444444,13.111111,23.11111,1
141,89,1.666667,-2.333333,19.666666,30.444445,1
137,94,3.666667,-1.666667,18.333334,27.333334,1
69,85,3.944444,-3,20,28.11111,1
80,95,0.944444,-0.222222,15.777778,26.666666,1
26,93,2.111111,-4.444445,19.222221,26.777779,1
85,101,1.277778,-0.222222,16.444445,26.777779,1
81,98,1.888889,0.333333,15,25.88889,1
149,77,2.444445,-3.111111,21.222221,31.555555,1
19,55,1.277778,-1.444444,16.88889,26.666666,1
18,145,0.611111,4.888889,0.222222,5.555555,1
149,117,1,-0.333333,15.333333,26.333334,1
100,124,1,3.444444,5.111111,9,1
39,111,0.888889,2.888889,4.888889,7.888889,1
107,129,0.888889,5.333334,2.666667,8.444445,1
88,71,4.5,-1.666667,18.666666,28.555555,1
239,122,0.333333,4.333334,3.333333,7.222222,1
150,113,0.777778,4.555555,3.222222,7.111111,1
75,107,1.777778,6.222222,8.222222,19.777779,1
75,103,1.888889,3.777778,11.444445,22.777779,1
60,131,0.333333,6,0.666667,7.222222,1
146,124,0.388889,4.222222,3.888889,7.666666,1
151,114,1,4,3.666667,7.888889,1
33,117,1,2.666667,5.333334,8.222222,1
95,109,1.944444,5.888889,8.222222,20.444445,1
125,56,2.722222,-7.555555,27.11111,37.666668,1
159,111,0.611111,5.222222,2.888889,7.666666,1
89,89,2.944445,-1.666667,17.666666,27.777779,1
13,73,2.611111,0.444444,15.111111,24.11111,1
178,122,0.777778,4.444445,3.111111,7.444445,1
147,111,0.444445,4,4,7.333334,1
23,113,2.777778,7.222222,6.555555,18.333334,1
139,86,1.222222,-6.777778,25.555555,35,1
131,86,1.666667,-2.222222,21.11111,31.333334,1
80,124,0.444444,4.666666,2.666667,6.777778,1
134,104,2.666666,-2.666667,19.666666,28.333334,1
40,73,1.611112,-2.555556,18.444445,26.777779,1
120,108,0.944444,-2.777778,18.88889,28.222221,1
22,116,0.333333,3.444444,4.111111,7.333334,1
105,110,1.944444,0.333333,6.333334,6.333334,1
30,102,1.333333,0.222222,14.222222,25,1
69,59,2.055555,-3.555556,21.11111,30.88889,1
140,125,0.666667,3.444444,4.444445,7.777778,1
188,133,0.5,5,3.333333,8.444445,1
146,72,1.666666,-7.333334,27.666666,35.444447,1
96,115,0.333333,3,5.333334,8.666667,1
85,56,1.277777,-9.333333,28.666666,36,1
121,113,2.944444,-0.777778,15.555555,25.444445,1
78,107,1.611111,3.444444,10.444445,20.777779,1
55,128,0.388889,5.555555,1.222222,6.888889,1
177,126,0.611111,6.777778,0.777778,7.666666,1
97,86,3.555556,-1.444444,19.222221,30.222221,1
229,124,0.888889,3.666667,3.666667,7.555555,1
65,54,2.722222,-5.444445,23.88889,32.555557,1
29,66,2.166667,-4.222222,21.777779,29.88889,1
228,114,0.833333,3.333333,4.666666,7.444445,1
28,131,0.777778,4.444445,2.444444,6.666666,1
121,60,2.888889,-6.222222,25.444445,35.22222,1
27,68,1.777778,-3.444444,20.555555,28.444445,1
27,50,1,-4.111111,20.88889,30,1
227,118,1.055556,4.111111,3.111111,7.111111,1
29,100,2.666667,0.777778,14.777778,25.555555,1
141,62,3.388889,-10.777778,30.88889,37.666668,1
60,52,0.777777,-31.88889,52.77778,129.22223,2
193,66,0.888888,-43.333332,71,118.77778,2
128,15,0.555556,-32.77778,44.22222,144,2
67,71,1.499999,-31.222221,44.77778,140.88889,2
104,41,0.833333,-39.333332,51.666668,129.33334,2
238,59,1.055556,-37.444443,51.88889,139,2
78,30,0.944444,-40.88889,54.444443,131.11111,2
248,53,0.833333,-19.666666,33,145.77777,2
188,42,1.666668,-39.77778,51.88889,126.22222,2
235,46,1.333332,-41.22222,54.77778,132.88889,2
179,101,0.611109,-25.444445,36.88889,147.22223,2
44,20,1.444443,-33.555557,55.444443,132.33334,2
120,51,2.055553,-33.555557,50.11111,141.11111,2
145,34,1.888891,-16.777779,28.88889,146.66667,2
142,33,0.500001,-41.444443,54.22222,128.66667,2
183,78,0.777779,-20.666666,34.333332,147,2
73,31,0.888889,-33.88889,48.77778,143.11111,2
7,18,0.944445,-15.888889,26.777779,147.55556,2
188,35,1.111113,-30.333334,46.666668,140.11111,2
244,79,1.055553,-47.666668,77.666664,115.333336,2
56,32,0.833332,-38.444443,61.555557,132.55556,2
22,57,0.666665,-31,43,140.44444,2
105,62,1.166668,-26.777779,41.555557,140.33334,2
174,50,0.944445,-38.333332,55,125.77778,2
189,107,1.055555,-23.666666,34.666668,145.22223,2
190,96,0.944445,-44.444443,74.55556,115.666664,2
8,21,2.055556,-36.444443,50.555557,142.44444,2
83,28,0.888887,-40.555557,54.444443,131.11111,2
197,58,1.444444,-35.444443,49.555557,138.77779,2
84,40,1.222221,-29.88889,44.444443,142.22223,2
112,18,0.5,-34.333332,49,130.11111,2
140,19,1.888888,-37.88889,59.77778,130.22223,2
181,27,0.5,-16.555555,25.444445,146.55556,2
112,35,1.444444,-30.333334,45,142.55556,2
80,40,0.722223,-43.444443,54.88889,129,2
143,34,1.388888,-35.444443,49.555557,142,2
221,50,1.444444,-36.555557,53.11111,139.77779,2
206,26,1.888885,-16.777779,29.222221,146.77777,2
58,25,0.388889,-43.333332,57.333332,131.33334,2
67,32,1.777779,-33.333332,48,142.22223,2
160,30,0.611109,-40.666668,53.333332,129,2
67,40,0.666667,-44.11111,56.88889,129,2
80,40,0.722223,-43.444443,54.88889,129,2
58,19,1.499998,-26.777779,38.22222,142.66667,2
86,33,0.611109,-39.333332,62,130.55556,2
108,59,1.055556,-28.777779,42.88889,140.44444,2
156,32,2.611109,-19.555555,30.11111,146.33334,2
16,51,0.833335,-36.88889,53.444443,140.77779,2
150,94,1.277776,-43.22222,71.77778,119.22222,2
170,36,1.833335,-40.444443,66.55556,125.22222,2
216,17,1.277779,-33.444443,47.22222,141.88889,2
245,47,0.999997,-22,33,145.77777,2
120,17,1.888889,-32.333332,42,143.55556,2
252,27,0.999997,-17.88889,27.777779,145.55556,2
143,20,1.27778,-31.666666,46,142.66667,2
235,22,1,-16.555555,30.777779,147.88889,2
108,75,11.111111,-32.444443,48.88889,133,2
102,30,0.611111,-30.88889,46.77778,141,2
63,33,0.722221,-40.666668,62,132,2
25,18,0.555553,-35.11111,54.555557,132.33334,2
95,71,2.222221,-27,50.333332,122.44444,2
183,29,0.777779,-43.444443,69.22222,126.333336,2
174,77,1.277776,-22.11111,34.22222,147.33334,2
117,44,1.333333,-39,62.333332,126.77778,2
213,14,1.666669,-38.333332,51.333332,134.11111,2
121,62,1.111112,-27.222221,40.11111,138.77779,2
205,47,1.555557,-29.222221,47.77778,139.77779,2
175,14,1.222223,-41.11111,54.88889,132.11111,2
50,50,0.77778,-33,50.333332,140.88889,2
234,58,1.000001,-47.444443,76.888885,118.77778,2
120,74,0.500001,-38.22222,64.111115,123.22222,2
122,11,2.888891,-19.666666,22.333334,150.88889,2
233,64,0.777777,-46.77778,77.55556,118.666664,2
36,21,1.333333,-27.555555,38.11111,142.55556,2
112,30,1.222223,-37.444443,50.555557,130.11111,2
107,21,1.166667,-33,45.333332,141.88889,2
167,45,0.611109,-42.333332,68.333336,124,2
131,15,1.888888,-31.444445,45.555557,145.33334,2
155,80,1.444445,-41.666668,69,119.333336,2
103,39,1.111111,-32.88889,46.11111,142.88889,2
224,63,0.666668,-35.333332,52,137.55556,2
21,90,0.777779,-22.777779,45.22222,128.55556,2
189,39,0.777776,-30.88889,48.444443,140.33334,2
156,32,2.611109,-19.555555,30.11111,146.33334,2
225,22,0.722221,-14.888889,27.11111,147,2
123,68,0.722224,-39.444443,56.88889,126.333336,2
181,27,0.5,-16.555555,25.444445,146.55556,2
199,25,1.277776,-43.555557,69.77778,126.888885,2
107,21,1.166667,-33,45.333332,141.88889,2
66,109,1.000001,-39.11111,59.22222,122.22222,2
147,51,1.499998,-28,41.666668,140.22223,2
37,61,0.555556,-41.88889,57.77778,128.33334,2
83,53,0.722223,-33.333332,44.333332,138.22223,2
162,14,0.611113,-41.22222,53.77778,130.66667,2
76,19,0.888888,-39.77778,54.22222,132.33334,2
138,49,1.77778,-32.77778,49.22222,140.44444,2
78,60,0.777777,-30.666666,55.333332,128.22223,2
35,67,3.833332,-41.88889,58.444443,125.55556,2
184,44,1,-42,67.333336,121.44444,2
230,12,1.611112,-35.444443,48.88889,135.33334,2
169,98,1.666667,-45,73.666664,116.888885,2
221,35,0.944447,-46.22222,71.44444,122.55556,2
152,18,0.555557,-44.666668,55,130.44444,2
247,50,0.777779,-35.88889,53.11111,138.88889,2
164,49,1.499999,-29.555555,46.77778,141.77779,2
64,49,0.722225,-35.333332,60,128.88889,2
233,81,1.055557,-44.22222,78.111115,116.44444,2
180,97,1,-23.444445,33.22222,145.44444,2
98,41,1.111115,-19.444445,30.222221,147.22223,2
68,80,1.722224,-24.555555,48.77778,127.333336,2
164,45,1,-41.444443,67.888885,124.55556,2
92,56,0.833333,-30.333334,44,140.66667,2
166,55,1.166668,-30.666666,45.666668,139.33334,2
181,87,0.777779,-22.555555,33.11111,146.44444,2
93,29,1.388891,-28.444445,42.88889,142.77777,2
66,41,0.388892,-43.77778,57.555557,128.88889,2
151,57,1.611109,-42.666668,65.333336,122.22222,2
142,33,0.500001,-41.444443,54.22222,128.66667,2
3,21,1.222221,-28.11111,39.22222,143.22223,2
186,28,1.444441,-34.555557,48.444443,138.66667,2
157,57,1.22222,-31.444445,44.88889,139.66667,2
168,13,1.333333,-32.22222,45.11111,145.44444,2
138,21,1,-33.22222,47.444443,143.11111,2
97,21,1.333332,-35.444443,48.22222,142.88889,2
220,36,1.055556,-39.77778,55.22222,132.44444,2
172,60,1.055556,-29,44,138.33334,2
231,49,0.666669,-37.77778,55.88889,139.33334,2
104,68,0.888889,-32,57.333332,124.888885,2
239,32,1.500001,-33.666668,50,138.11111,2
92,62,1.888887,-33.444443,47.555557,139.33334,2
126,20,1.166665,-32.666668,47.333332,142.33334,2
122,11,2.888891,-19.666666,22.333334,150.88889,2
206,30,0.833332,-31.666666,49,139.66667,2
172,31,0.666664,-16.88889,27.11111,145.44444,2
199,66,1.444443,-34.666668,51.666668,139.77779,2
209,66,1.111113,-43,71.666664,117.333336,2
14,28,1.222221,-37.77778,61.88889,131.11111,2
236,42,1.388891,-21.555555,33.444443,146.44444,2
8,39,1.833333,-32.444443,55.88889,132,2
95,47,1.499999,-41.666668,65,128.77779,2
67,71,1.499999,-31.222221,44.77778,140.88889,2
70,44,2.333333,-31.777779,42.88889,136.88889,2
84,86,1.166669,-38.666668,55,124.111115,2
103,64,1.333331,-37.333332,52.333332,126.22222,2
201,40,1.499999,-31.333334,47.666668,139.66667,2
119,85,0.888887,-36.77778,64.55556,122.55556,2
167,57,0.77778,-43.77778,68.888885,121.55556,2
220,39,1.333333,-40.666668,54.333332,131.11111,2
18,13,1.111115,-17.777779,26.555555,149.11111,2
222,54,1,-20.333334,33.666668,145.55556,2
125,46,2.166668,-35.333332,49.333332,141,2
252,36,1,-20.222221,32.444443,146.11111,2
116,35,0.888888,-34.22222,48.444443,141.33334,2
57,89,1.277779,-38.88889,58.11111,125.44444,2
27,62,1.666669,-28.666666,42.333332,139.44444,2
250,37,1.055553,-47.444443,75.55556,121.111115,2
8,39,1.833333,-32.444443,55.88889,132,2
230,41,1.888889,-33.77778,52.22222,138.88889,2
254,57,1.388891,-19,32.666668,146.66667,2
40,57,1.388891,-34,46.333332,139,2
224,34,1.000001,-35.333332,50.333332,140,2
226,83,1.055552,-48.22222,78.77778,116.888885,2
93,29,1.388891,-28.444445,42.88889,142.77777,2
115,81,0.722224,-42.11111,56.88889,124.888885,2
234,27,2.055557,-33.333332,48,138.66667,2
115,39,1.222218,-32.22222,46.11111,142.44444,2
217,23,1.166665,-37.666668,51.666668,141.66667,2
140,25,1.111111,-30.666666,43,142.33334,2
112,30,1.222223,-37.444443,50.555557,130.11111,2
48,81,0.888891,-21.777779,47.88889,128.88889,2
177,85,0.888888,-43,73.333336,118,2
165,99,0.777779,-43.22222,73.77778,118,2
240,16,1.666667,-44.88889,67.44444,125,2
207,58,1.000001,-35.666668,50.333332,138.77779,2
69,17,0.666667,-28.555555,40.77778,143.88889,2
207,58,0.888888,-38.11111,53.22222,128.11111,2
78,62,1.611109,-27.777779,48.88889,126.333336,2
51,56,0.722221,-30.666666,45.666668,141.66667,2
6,54,0.944444,-23,47,132.44444,2
140,25,1.111111,-30.666666,43,142.33334,2
185,35,1.166665,-38,49,125.44444,2
1,45,1.111113,-36.88889,51.444443,140,2
181,115,1.444445,-28.666666,37.666668,145.33334,2
251,24,1.611109,-32.555557,48.444443,137.77779,2
127,57,1.611112,-33.77778,48.22222,140.33334,2
231,13,1,-36.333332,51.333332,135.77779,2
44,79,0.777779,-41.555557,56.444443,126.55556,2
31,42,0.944444,-30.11111,44.22222,141.77779,2
19,28,1.111112,-46.22222,59.11111,131.22223,2
159,40,0.555556,-32.77778,49.555557,141.66667,2
143,24,0.888888,-29.88889,42.11111,141.66667,2
165,99,0.777779,-43.22222,73.77778,118,2
178,16,1.499999,-40.22222,54.11111,131,2
88,91,0.722221,-37,55.666668,123.44444,2
96,13,0.555557,-29,39,144.77777,2
112,77,1.166665,-41.22222,52.77778,125.22222,2
91,19,1.444447,-33.666668,47.333332,142.44444,2
44,79,0.777779,-41.555557,56.444443,126.55556,2
178,43,1.111111,-28.777779,44.88889,140.22223,2
245,23,1.166665,-36,50.333332,139.77779,2
60,52,0.777777,-31.88889,52.77778,129.22223,2
146,62,1.000001,-42,65.333336,121.44444,2
253,32,1.33333,-38.666668,49.666668,133.33334,2
51,15,1.222221,-27.666666,39.333332,145.33334,2
248,13,1.111112,-47.666668,73,128.44444,2
204,12,1.777779,-35.666668,47,143.11111,2
53,53,1.111109,-26.444445,51.22222,130.22223,2
190,45,0.777779,-39.22222,53.77778,126.888885,2
188,42,1.666668,-39.77778,51.88889,126.22222,2
174,59,1.333333,-34.444443,50.22222,138.77779,2
7,48,1.333331,-25,50,132.44444,2
105,65,1.500001,-34,51,140,2
72,31,1.333333,-18.11111,28.88889,145.55556,2
73,19,0.944443,-32.88889,46.77778,143.11111,2
59,96,0.611112,-24.444445,49.555557,128.11111,2
65,70,1.111108,-25.555555,45.77778,127.77778,2
29,52,1.333333,-30.666666,43.333332,140.22223,2
193,35,0.722221,-15.777778,29.222221,146.22223,2
121,82,0.611111,-40.88889,58.11111,125.888885,2
91,54,0.833335,-36.333332,51.333332,127.111115,2
134,54,1.222221,-35.11111,50.88889,141.33334,2
38,71,0.888888,-32.22222,48.444443,138.33334,2
21,90,0.777779,-22.777779,45.22222,128.55556,2
9,94,1.000001,-18.88889,43.11111,127.55556,2
206,57,0.888889,-33,50,139,2
77,36,1.055556,-41.11111,55.22222,130.33334,2
202,41,1.111112,-33.444443,50.22222,139.77779,2
125,46,2.166668,-35.333332,49.333332,141,2
53,78,2.666665,-40.88889,56.444443,125.666664,2
192,40,1.333332,-30.555555,47.77778,140.55556,2
194,72,1.166667,-42.666668,71,117.111115,2
143,24,0.888888,-29.88889,42.11111,141.66667,2
242,57,1.000001,-49.444443,79.22222,119.333336,2
79,62,0.888887,-28.555555,50.77778,127.111115,2
210,47,0.666667,-43.666668,73,121.44444,2
253,75,0.888888,-49.666668,82,115.888885,2
101,42,1.166669,-19.88889,31.11111,147.44444,2
140,34,0.888887,-42.77778,65.55556,127.333336,2
134,29,0.444443,-40.555557,55.444443,130.55556,2
103,64,1.333331,-37.333332,52.333332,126.22222,2
186,46,1.05556,-18.222221,30.11111,145.55556,2
53,28,1.777779,-45.444443,57.22222,130.66667,2
