@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2-3,8,11,14,16,20'

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
247,9,2.666667,6,-6.333334,13,7
33,9,1.055553,114.666664,-33.666668,-14,2
90,9,0.833333,17.333334,-18.555555,-14.222222,5
62,9,0.444444,4.111111,-7,-8,5
147,9,0.444445,0.222222,-0.222222,-0.222222,5
73,9,1.611111,115.44444,-30.222221,-14.888889,2
125,9,2.166667,63.22222,-18.333334,-23,4
69,9,20.444445,19.222221,-13.777778,-2.777778,3
98,9,4.666666,2.333334,-9.555555,-5.222222,3
112,9,0.555556,12.111111,-12.222222,-10.888889,5
232,9,2.555556,11.222222,-10.444445,13.888889,7
169,9,1.388888,13.444445,-11,8.333333,7
203,9,6.055556,48.666668,-17.555555,-20.222221,6
129,9,19.833334,46.88889,-12.333333,-16.666666,4
140,9,0.5,7.444445,4.333334,-7,1
134,9,0.666667,6.444445,5.111111,-6.555555,1
154,9,0.166667,0.444444,-0.888889,-1.555556,5
188,9,2.333333,13.333333,-7.222222,12.444445,7
180,9,1.722222,11.111111,-7.444445,12.555555,7
245,9,3.166667,6.222222,-0.555556,1.777778,7
66,9,2.555556,41.555557,-1.666667,-9.666667,4
96,9,2.333333,2.111111,-9.333333,-4.333334,3
85,9,2.833333,45,-12.444445,-18.777779,4
21,9,1,116.22222,-33.22222,-14.222222,2
68,9,1.833333,37.555557,-1.222222,-9.888889,4
232,9,2.277778,11.333333,-6.666666,10.333333,7
223,9,1.666667,4.888889,-5.333334,11.333333,7
144,9,0.222222,0,-2.888889,-2.888889,3
86,9,8.777779,8.777778,-13.888889,-5.555555,3
134,9,0.722222,1,-3.333333,-4.333334,5
32,9,1.500001,110.22222,-33.666668,-16.333334,2
140,9,0.611111,0.222222,-0.555556,-0.555556,5
64,9,2.388889,22,-1.444444,-17.777779,1
189,9,1.222222,10.888889,-6.111111,17.222221,7
141,9,0.111111,0,-0.222222,-0.222222,5
122,9,4.111111,17.88889,-6,-9.666667,3
162,9,12.388888,37.444443,-19.88889,-11.888889,6
89,9,0.944445,0.777778,-3.111111,-3.777778,5
67,9,0.222222,0.777778,0.111111,-1.222222,5
133,9,0.055556,0,-1.111111,-1.111111,5
24,9,0.888888,117.666664,-29.88889,-12.222222,2
220,9,0.888889,5.333334,-3.888889,8.777778,7
200,9,0.444444,5.777778,-5.777778,11.222222,7
57,9,1.944445,24,-8.444445,-19.777779,1
82,9,6.222223,4.333334,-12.444445,-5.777778,3
140,9,0.666667,2.666667,-1.666667,-3.666667,5
201,9,0.944444,6.222222,-4.666666,11.333333,7
131,9,1,0.222222,-1.555556,-1.555556,3
243,9,2,9.888889,-10.333333,14,7
19,9,1.666672,131.55556,-18.666666,-7.333334,2
67,9,1.055556,99.44444,-28.222221,-21.88889,2
193,9,2.888889,53.11111,-21,-24,6
222,9,2.611111,8.555555,-2.333333,7.333334,7
89,9,6.166666,13,-12,-10.666667,5
197,9,0.611111,4.111111,-5.666666,11.666667,7
94,9,3.666667,20.666668,-1.666667,-16.666666,1
244,9,3.611111,6.666666,-3.222222,5.444445,7
22,9,1.388889,42.77778,-20.666666,-19,4
136,9,0.833333,3.666667,-7.555555,-5.888889,5
194,9,6.444445,51.77778,-21.11111,-20.11111,6
189,9,1.055556,10.444445,-7.333334,17.666666,7
35,9,1.166665,96.44444,-38,-11,2
236,9,3.333333,13.111111,-8.888889,7.111111,7
159,9,1.277778,5.111111,-4.555555,-5.888889,4
198,9,5.111111,45.555557,-18.333334,-19.333334,6
47,9,1.555557,114.111115,-29.222221,-18.555555,2
100,9,2.444444,2.777778,-9.888889,-6.555555,3
113,9,0.722222,16.88889,-11.888889,-10.888889,5
184,9,9.388888,28.444445,-8.222222,-9.555555,6
144,9,0,0,0,0,5
185,9,6.222221,29.222221,-10,-11.333333,6
79,9,1.055553,73.55556,-47.666668,-30,2
189,9,2,28.333334,-11.333333,-13.333333,6
80,9,1.333333,37.77778,-8.222222,-13.222222,4
194,9,2.444444,44.22222,-17.666666,-19.333334,6
75,9,1.055559,115.888885,-30.555555,-14.888889,2
124,9,1.444444,0.222222,-2.777778,-1.777778,3
105,9,1.166667,53.333332,-15.888889,-19.222221,4
189,9,3.777777,51.333332,-21.222221,-20.88889,6
62,9,1.611109,100.77778,-27.777779,-21.11111,2
135,9,1.777777,41,-19.11111,-20.777779,4
185,9,2.222221,49.88889,-19.11111,-21.777779,6
21,9,1.222221,120.77778,-28.11111,-11.111111,2
124,9,1.388889,1,-5.444445,-2.777778,3
206,9,5.611111,50.444443,-21.555555,-21.88889,6
34,9,1.888891,131.44444,-16.777779,-12.111111,2
150,9,2.166667,16.222223,-13.555555,-11.888889,4
144,9,0.388889,0.333333,-1.111111,-1.777778,5
72,9,1.666666,23.777779,-7.333334,-20.333334,1
81,9,0.777778,1,-7.444445,-4.444445,3
117,9,1,21.11111,-0.333333,-15,1
145,9,0,0,0,0,5
215,9,0.5,5.111111,-5.444445,12.888889,7
91,9,1.388889,0.888889,-9,-3.666667,3
195,9,2.388889,39.666668,-16.222221,-15.222222,6
128,9,0.333333,7.333334,4.111111,-7.888889,1
83,9,3.611111,19.11111,1.111111,-14.555555,1
193,9,1.833333,54.77778,-23.777779,-24.444445,6
96,9,0.833333,2.666667,-10.888889,-5.888889,3
129,9,0.666667,7.888889,4.666666,-7.666666,1
135,9,0.333333,0,-2.222222,-1.888889,3
203,9,2.277778,8.777778,-7.444445,16.88889,7
39,9,1.833333,102.55556,-32.444443,-23.444445,2
96,9,2.777778,22.11111,0.666667,-17,1
154,9,0.388889,0,-0.777778,-0.777778,5
186,9,2.999999,44,-12.666667,-19.333334,6
118,9,0.722222,7.666666,4.777778,-7.555555,1
139,9,2.111111,16,-6.222222,-7.222222,3
53,9,0.722223,112.333336,-33.333332,-11,2
198,9,5.666666,51.88889,-19.333334,-22.666666,6
135,9,0.833334,20.222221,-18.666666,-13,5
134,9,0.833333,0.111111,-5,-1.333333,3
138,9,0.388889,0,-0.777778,-0.444444,3
183,9,2.166667,12.666667,-8.111111,16.88889,7
200,9,1.777778,41.333336,-14.333333,-17,6
217,9,3.944444,11.444445,-9.333333,13,7
185,9,2.277779,44.11111,-11.555555,-16.555555,6
59,9,1.055556,109.22222,-37.444443,-14.444445,2
103,9,1.944445,53.333332,-14.555555,-19.555555,4
123,9,0.666667,0,-4.111111,-3.111111,3
19,9,1.444447,115.44444,-33.666668,-13.666667,2
196,9,3.555556,42.11111,-15.222222,-17.88889,6
149,9,1.055555,14.444445,-13.666667,11.333333,7
208,9,1.944444,13,-11.555555,14.111111,7
125,9,2.666667,1.555556,-7.111111,-4.444445,3
117,9,1.611111,20.666668,2.333333,-15,1
201,9,2.055556,14,-11.666667,20.666666,7
41,9,0.388892,95.111115,-43.77778,-13.777778,2
112,9,0.555555,7.111111,3.555556,-7.444445,1
48,9,1.333331,107.44444,-25,-25,2
186,9,2.333333,31.11111,-11.555555,-13.888889,6
128,9,0.666667,6.888889,4,-7.333334,1
240,9,2.444444,10.888889,-9.777778,13.222222,7
184,9,10.611111,28.777779,-8.777778,-10.111111,6
137,9,8.444445,18.666668,-20,-13.666667,5
102,9,2.611111,22.11111,-2.888889,-17.222221,1
120,9,0.944444,48.22222,-8.555555,-15.888889,4
141,9,0.777778,7,4.777778,-7.222222,1
22,9,0.722221,133,-14.888889,-12.222222,2
73,9,2.277779,35.666668,-13.555555,-15.222222,4
103,9,1.888889,20.222221,3.777778,-15.222222,1
190,9,2.888889,46.88889,-17,-20.333334,6
91,9,0.611111,7.555555,-13.777778,-11.777778,5
89,9,1.666667,23.11111,-2.333333,-17.333334,1
129,9,1.111111,33.11111,-14.333333,-14.333333,4
186,9,9.444444,46.555557,-15.666667,-20,6
134,9,0.277778,4.666667,-6.888889,-5.888889,5
32,9,2.277778,48.555557,-23.444445,-25.777779,4
75,9,2.388889,40.333336,-2.333333,-11.333333,4
108,9,3.388889,5.111111,-10.666667,-5.666666,3
196,9,1.388889,47.333332,-18,-19,6
126,9,0.555556,16.444445,-11,-10.666667,4
202,9,1.611111,12,-9.333333,10.333333,7
121,9,0.944444,37.444443,-10.777778,-14.444445,4
245,9,2.277778,13.555555,-8.444445,14.555555,7
135,9,0.333333,4,-6.666666,-6,5
56,9,2.722222,26.11111,-7.555555,-19.555555,1
32,9,2.611109,129.77779,-19.555555,-10.555555,2
135,9,0.833333,6.888889,5.666666,-7,1
57,9,1.22222,114.22222,-31.444445,-13.444445,2
63,9,2.111111,19.666668,-3.777778,-16.777779,1
69,9,1.88889,23.444445,-6.666666,-19.666666,1
193,9,0.888889,11.666667,-8.333333,14,7
148,9,1.055555,21.444445,-22.88889,-14.555555,4
114,9,1.944444,20,0.444444,-14.888889,1
86,9,0.388889,13.222222,-11.777778,-10.777778,5
191,9,3.777778,55.333332,-23.222221,-25.222221,6
90,9,2.833333,41.22222,-21,-18.666666,4
221,9,1.444444,10.666667,-10.222222,15.111111,7
98,9,1.055555,18.333334,2.555556,-12.444445,1
210,9,4.444444,45.444443,-17.555555,-21.555555,6
110,9,1.777778,29.11111,-15,-16,4
56,9,1.5,22.11111,-4.777778,-18.11111,1
121,9,0.111111,0,-3.444444,-3.111111,3
130,9,0.666667,7.444445,5,-7.666666,1
41,9,0.833333,99,-39.333332,-12.333333,2
19,9,1.499998,121,-26.777779,-11.444445,2
57,9,0.999999,59.444443,-18.777779,-22.444445,4
149,9,1,4.111111,-4.222222,-5.555555,1
110,9,0.5,0.111111,-4.666666,-3.666667,3
122,9,0.777778,7.333334,4.444445,-7.555555,1
177,9,8.499999,28.444445,-12,-11.666667,6
51,9,0.611111,111.77778,-34.22222,-12.888889,2
158,9,1.388889,7,-4.333334,-7,4
135,9,0.166667,0,-0.444444,-0.444444,5
117,9,0.5,6.888889,3,-7.666666,1
62,9,0.944443,53.444443,-22.777779,-22.777779,4
224,9,3.055556,15.444445,-14.444445,21.88889,7
201,9,0.944444,6.222222,-4.666666,11.333333,7
95,9,0.222222,2.111111,-0.111111,-1.111111,5
34,9,1.000001,111.44444,-35.333332,-15,2
203,9,5.444445,47.666668,-19,-22,6
57,9,1.611109,86.22222,-42.666668,-22.666666,2
83,9,0.666667,1.555556,-6.444445,-0.444444,3
57,9,1.000001,76.44444,-49.444443,-29.777779,2
151,9,1.555556,23.11111,-22.11111,-14.777778,4
184,9,2.666667,11.444445,-6.555555,13.444445,7
147,9,0.5,3.888889,-0.777778,-6.777778,1
