@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute Purpose {A43,A46,A42,A40,A41,A49,A44,A45,A410,A48}
@attribute CreditAmount numeric
@attribute InstallmentRate numeric
@attribute Guarantors {A101,A103,A102}
@attribute ResidenceSince numeric
@attribute Customer {1,2}

@data
A14,A41,7596,1,A101,4,1
A14,A48,3447,4,A101,3,1
A11,A43,338,4,A101,4,1
A11,A46,8471,1,A101,2,1
A14,A40,1393,2,A103,2,1
A11,A49,806,4,A101,4,1
A11,A40,666,3,A101,4,1
A14,A43,1829,4,A101,4,1
A12,A49,6681,4,A101,4,1
A14,A43,1655,2,A101,4,1
A11,A42,2578,3,A101,4,1
A14,A40,2390,4,A101,3,1
A14,A40,2080,1,A101,2,1
A13,A43,5848,4,A101,1,1
A11,A42,2132,2,A102,3,1
A11,A43,1498,4,A101,1,1
A11,A40,3249,2,A101,4,1
A14,A43,2831,4,A101,2,1
A14,A40,6527,4,A101,4,1
A11,A40,2241,1,A101,3,1
A14,A42,1402,3,A101,4,1
A14,A43,2404,2,A101,2,1
A11,A40,1361,2,A101,4,1
A11,A40,1203,3,A101,2,1
A12,A43,7418,1,A101,1,1
A13,A42,3749,2,A101,4,1
A14,A41,3850,3,A101,1,1
A14,A46,1927,3,A101,2,1
A11,A43,2647,2,A101,3,1
A14,A48,937,4,A101,3,1
A12,A41,7758,2,A101,4,1
A11,A42,5371,3,A103,2,1
A12,A43,1158,3,A101,1,1
A11,A40,2325,2,A101,3,1
A14,A43,2279,4,A101,4,1
A14,A42,2835,3,A101,4,1
A14,A49,4139,3,A101,3,1
A14,A42,2028,2,A101,2,1
A11,A43,3509,4,A103,1,1
A12,A40,1318,4,A101,4,1
A12,A40,3878,4,A101,2,1
A12,A45,1308,4,A101,4,1
A14,A43,1740,2,A101,2,1
A14,A43,426,4,A101,4,1
A14,A41,9436,2,A101,2,1
A12,A43,1743,4,A101,2,1
A14,A42,1592,3,A101,2,1
A12,A43,1048,4,A101,4,1
A14,A40,5045,1,A101,4,1
A12,A40,5866,2,A101,2,1
A14,A43,707,4,A101,2,1
A14,A44,874,4,A101,1,1
A13,A46,392,4,A101,4,1
A14,A43,1360,4,A101,2,1
A12,A40,2899,4,A101,4,1
A12,A40,3512,2,A101,3,1
A14,A42,763,4,A101,1,1
A14,A42,5511,4,A101,1,1
A12,A42,1577,4,A101,1,1
A11,A42,1262,2,A101,4,1
A12,A49,2503,4,A101,2,1
A14,A43,3181,4,A101,4,1
A13,A43,1126,2,A101,4,1
A11,A43,2606,4,A101,4,1
A13,A43,1881,2,A101,2,1
A14,A49,2142,1,A101,2,1
A14,A41,8613,2,A101,2,1
A14,A42,3422,4,A101,4,1
A14,A41,4686,2,A101,2,1
A12,A43,9157,2,A101,2,1
A14,A43,1154,4,A101,4,1
A11,A43,1231,4,A101,4,1
A12,A42,1295,4,A101,1,1
A14,A40,1393,4,A101,4,1
A11,A40,1168,4,A101,3,1
A14,A40,5324,1,A101,4,1
A14,A43,1851,4,A103,2,1
A11,A41,2957,4,A101,4,1
A14,A43,1963,4,A101,2,1
A11,A40,3398,1,A101,4,1
A12,A40,6078,2,A101,2,1
A11,A42,1478,4,A101,4,1
A14,A45,2058,4,A101,2,1
A13,A43,3399,2,A101,3,1
A14,A43,700,4,A101,4,1
A14,A43,1316,2,A101,2,1
A14,A40,3518,2,A103,3,1
A12,A43,3573,1,A101,1,1
A11,A42,2828,4,A101,4,1
A13,A49,2687,2,A101,4,1
A14,A40,1469,4,A101,4,1
A12,A48,1410,2,A101,2,1
A14,A43,2872,3,A101,4,1
A12,A43,1553,3,A101,2,1
A14,A43,5771,4,A101,2,1
A12,A43,1206,4,A101,4,1
A14,A43,1582,4,A101,4,1
A11,A42,2348,3,A101,2,1
A13,A49,6289,2,A101,1,1
A14,A40,802,4,A101,2,1
A14,A41,10477,2,A101,4,1
A12,A49,1037,3,A101,4,1
A14,A41,2569,4,A101,4,1
A12,A41,4576,3,A101,4,1
A12,A49,841,2,A101,4,1
A14,A41,8133,1,A101,2,1
A11,A43,2315,3,A101,4,1
A14,A43,1346,2,A101,4,1
A14,A42,7678,2,A101,4,1
A11,A40,609,4,A101,3,1
A14,A43,3568,4,A101,2,1
A14,A49,7409,3,A101,2,1
A12,A40,2862,4,A101,3,1
A12,A40,1549,4,A101,2,1
A14,A43,1544,2,A101,1,1
A14,A43,1979,4,A101,2,1
A12,A43,2728,4,A103,2,1
A14,A43,1750,2,A101,4,1
A12,A49,4439,1,A102,1,1
A12,A43,2991,2,A101,4,1
A12,A40,958,2,A101,3,1
A14,A43,886,4,A101,2,1
A12,A48,754,4,A101,4,1
A12,A49,1391,2,A101,1,1
A11,A41,6615,2,A101,4,1
A14,A43,2171,2,A101,2,1
A12,A49,2427,4,A101,2,1
A11,A42,3622,4,A101,4,1
A14,A42,4151,2,A101,3,1
A13,A42,3617,4,A102,4,1
A14,A42,1736,3,A101,4,1
A11,A41,3857,4,A101,4,1
A14,A42,2069,2,A101,1,1
A11,A43,1940,3,A102,4,1
A14,A41,11054,4,A101,2,1
A14,A43,1291,4,A101,2,1
A11,A43,2389,4,A101,1,1
A11,A42,3149,4,A101,1,1
A11,A41,6419,2,A101,4,1
A11,A42,7721,1,A101,2,1
A14,A43,629,4,A101,3,1
A11,A43,1107,2,A101,2,1
A14,A46,2748,2,A101,4,1
A11,A42,1747,4,A102,1,1
A13,A40,1330,4,A101,1,1
A14,A43,1473,3,A101,4,1
A12,A43,1301,4,A103,2,1
A11,A43,701,4,A101,2,1
A12,A40,3124,1,A101,3,1
A14,A43,3160,4,A101,3,1
A11,A45,3394,4,A102,4,1
A12,A42,3244,1,A101,4,1
A12,A45,1514,4,A103,2,1
A14,A43,1867,4,A101,4,1
A11,A41,2924,3,A103,4,1
A14,A42,1817,4,A101,2,1
A14,A40,672,1,A101,4,1
A12,A42,3017,3,A101,1,1
A14,A40,1163,4,A101,4,1
A14,A41,2346,4,A101,3,1
A14,A42,2759,2,A101,4,1
A14,A43,6742,2,A101,3,1
A14,A41,3368,3,A101,4,1
A14,A42,1984,4,A101,4,1
A12,A43,2930,2,A101,1,1
A12,A41,5965,1,A101,2,1
A14,A49,2375,4,A101,2,1
A12,A43,4771,2,A101,4,1
A13,A40,709,2,A101,2,1
A11,A42,1845,4,A103,1,1
A11,A42,3599,1,A101,4,1
A13,A43,3913,2,A101,2,1
A14,A42,1935,4,A101,4,1
A14,A41,1413,3,A101,2,1
A12,A41,1804,3,A101,4,1
A14,A43,1278,4,A101,1,1
A14,A43,618,4,A101,4,1
A14,A40,2507,2,A101,4,1
A12,A43,790,4,A101,3,1
A14,A43,2284,4,A101,2,1
A14,A41,3594,1,A101,2,1
A11,A44,343,4,A101,1,1
A12,A40,1322,4,A101,4,1
A12,A43,1537,4,A103,4,1
A14,A43,3105,4,A101,2,1
A14,A43,1237,1,A101,1,1
A14,A43,1213,4,A101,3,1
A11,A40,571,4,A101,4,1
A14,A41,7824,3,A103,4,1
A12,A42,2030,2,A101,1,1
A11,A40,1038,4,A102,3,1
A14,A43,10222,4,A101,3,1
A14,A41,2751,4,A101,3,1
A11,A49,1797,3,A101,1,1
A14,A41,3029,2,A101,2,1
A13,A43,1258,3,A101,3,1
A13,A42,3049,1,A101,1,1
A14,A43,7166,2,A101,4,1
A11,A43,1603,4,A101,4,1
A12,A42,983,1,A101,4,1
A11,A42,1872,4,A101,4,1
A11,A41,4788,4,A101,3,1
A14,A40,1283,4,A101,4,1
A13,A46,1047,2,A101,4,1
A14,A43,9566,2,A101,2,1
A12,A43,1103,4,A103,3,1
A14,A42,601,1,A101,3,1
A11,A40,4380,3,A101,4,1
A11,A41,2812,2,A101,4,1
A14,A40,2859,4,A101,4,1
A14,A40,1474,4,A101,3,1
A11,A46,1200,4,A101,4,1
A14,A43,3235,3,A101,2,1
A12,A45,6204,2,A101,4,1
A14,A41,2476,4,A101,4,1
A11,A43,2384,4,A101,4,1
A14,A43,3074,1,A101,2,1
A14,A40,1455,2,A101,1,1
A11,A41,1352,1,A101,2,1
A13,A40,781,4,A101,4,1
A14,A46,1538,1,A101,2,1
A11,A41,10623,3,A101,4,1
A14,A43,4594,3,A101,2,1
A12,A44,1424,4,A101,3,1
A11,A41,5493,2,A101,4,1
A14,A46,3832,1,A101,4,1
A13,A42,1275,4,A101,2,1
A14,A43,1413,4,A101,2,1
A11,A40,1893,4,A103,4,1
A11,A43,1880,4,A101,1,1
A14,A49,1185,3,A101,2,1
A11,A40,3905,2,A101,2,1
A14,A43,2051,4,A101,1,1
A13,A43,1445,4,A101,4,1
A14,A49,1264,4,A101,4,1
A14,A43,1901,4,A101,4,1
A14,A43,6070,3,A101,4,1
A12,A42,3001,2,A101,4,1
A14,A41,3229,2,A101,4,1
A13,A42,2116,2,A101,2,1
A12,A40,8358,1,A101,1,1
A14,A40,1495,4,A101,1,1
A14,A40,2134,4,A101,4,1
A11,A40,10722,1,A101,1,1
A14,A40,1820,2,A101,2,1
A11,A42,1289,4,A103,1,1
A12,A43,1068,4,A101,4,1
A14,A46,727,4,A101,4,1
A14,A42,2241,4,A101,2,1
A14,A43,1569,4,A101,4,1
A12,A49,907,3,A101,2,1
A14,A43,1311,4,A101,3,1
A14,A41,6842,2,A101,4,1
A14,A43,2611,4,A102,3,1
A12,A43,625,4,A103,1,1
A14,A46,1597,4,A101,4,1
A14,A42,2515,3,A101,4,1
A14,A42,2186,1,A101,4,1
A13,A40,1323,2,A101,4,1
A14,A41,3812,1,A101,4,1
A12,A41,6948,2,A101,2,1
A12,A46,11760,2,A101,3,1
A14,A40,3535,4,A101,4,1
A12,A41,2760,4,A101,4,1
A14,A40,1231,3,A101,4,1
A14,A49,1412,4,A103,2,1
A14,A43,2073,4,A102,2,1
A14,A43,1898,1,A101,2,1
A14,A42,1520,4,A101,4,1
A12,A43,3213,1,A101,3,1
A12,A42,2333,4,A101,2,1
A12,A43,882,4,A103,4,1
A11,A42,2659,4,A101,2,1
A11,A41,1409,4,A101,3,1
A12,A49,2326,2,A101,4,1
A14,A40,717,4,A101,4,1
A11,A40,1602,4,A101,3,1
A14,A40,1364,2,A101,4,1
A12,A40,3195,1,A101,2,1
A14,A48,894,4,A101,3,1
A14,A43,1386,4,A101,2,1
A12,A40,7472,1,A101,2,1
A12,A41,1860,4,A101,2,1
A14,A45,996,4,A101,4,1
A14,A40,682,4,A101,3,1
A14,A43,1554,1,A101,2,1
A14,A43,3595,4,A101,2,1
A14,A40,640,4,A101,2,1
A12,A40,276,4,A101,4,1
A14,A41,7253,3,A101,2,1
A11,A410,15857,2,A102,3,1
A11,A48,339,4,A101,1,1
A14,A43,776,4,A101,2,1
A14,A43,15653,2,A101,4,1
A14,A40,3527,2,A101,3,1
A14,A43,1459,4,A101,2,1
A12,A40,2002,3,A101,4,1
A12,A49,3652,2,A101,3,1
A14,A41,2679,4,A101,1,1
A12,A40,2181,4,A101,4,1
A12,A43,1155,3,A103,3,1
A13,A40,3949,1,A103,1,1
A12,A45,2631,3,A101,2,1
A14,A42,3331,2,A101,4,1
A12,A43,2118,2,A101,2,1
A12,A43,1082,4,A101,4,1
A14,A46,2096,2,A101,3,1
A13,A41,4796,4,A101,4,1
A14,A40,3186,2,A101,3,1
A14,A43,1149,4,A101,3,1
A14,A43,1924,1,A101,4,1
A12,A48,932,1,A101,3,1
A14,A43,1493,4,A101,3,1
A14,A49,1743,1,A101,2,1
A14,A43,3578,4,A101,1,1
A14,A48,1238,4,A101,4,1
A13,A42,1424,3,A101,4,1
A14,A49,3863,1,A101,2,1
A14,A41,2848,1,A102,2,1
A11,A42,7882,2,A103,4,1
A14,A43,1169,4,A101,3,1
A14,A40,3079,4,A101,4,1
A12,A40,1007,4,A101,1,1
A14,A43,976,4,A101,4,1
A14,A43,2697,1,A101,2,1
A14,A40,783,1,A103,2,1
A14,A49,6304,4,A101,4,1
A14,A43,1471,4,A101,4,1
A14,A40,2022,4,A101,4,1
A14,A43,2299,4,A101,4,1
A14,A40,13756,2,A101,4,1
A11,A43,1680,3,A101,1,1
A12,A49,3566,4,A101,2,1
A14,A410,6314,4,A102,2,1
A14,A40,1418,3,A101,2,1
A14,A49,4272,2,A101,2,1
A12,A40,8487,1,A101,2,1
A14,A43,1595,3,A101,2,1
A11,A410,1164,3,A101,4,1
A12,A49,4221,2,A101,1,1
A14,A43,932,3,A101,2,1
A14,A41,3275,1,A101,4,1
A14,A41,8947,3,A101,2,1
A11,A41,3632,1,A103,4,1
A12,A42,1919,4,A101,3,1
A14,A43,2331,1,A102,4,1
A12,A49,2622,4,A101,4,1
A14,A42,4042,4,A101,4,1
A14,A40,1597,3,A101,2,1
A14,A42,1591,4,A101,3,1
A14,A40,3485,2,A101,4,1
A14,A42,2406,2,A101,3,1
A14,A42,3972,2,A101,4,1
A14,A40,1255,4,A101,4,1
A13,A44,1225,2,A101,2,1
A11,A40,2249,4,A101,3,1
A11,A49,3104,3,A101,1,1
A14,A43,2578,2,A101,2,1
A11,A40,1374,4,A101,3,1
A12,A49,6967,4,A101,4,1
A14,A43,1240,4,A101,2,1
A12,A49,9857,1,A101,3,1
A14,A43,12749,4,A101,1,1
A14,A42,1768,3,A101,2,1
A12,A42,1521,4,A101,2,1
A14,A41,5804,4,A101,2,1
A11,A43,1957,1,A101,4,1
A14,A43,999,4,A101,2,1
A12,A40,1201,4,A101,1,1
A11,A40,1344,4,A101,2,1
A12,A43,2323,4,A101,4,1
A14,A43,804,4,A101,4,1
A12,A43,2101,2,A103,4,1
A14,A43,7238,3,A101,3,1
A14,A43,1533,4,A101,3,1
A12,A43,1113,4,A103,4,1
A14,A41,7814,3,A101,3,1
A11,A42,1858,4,A101,1,1
A11,A43,1169,4,A101,4,1
A14,A40,3556,3,A101,2,1
A11,A43,3416,3,A101,2,1
A13,A40,1480,2,A101,4,1
A11,A42,975,2,A101,3,1
A12,A43,866,4,A103,2,1
A11,A41,6579,4,A101,2,1
A13,A40,1494,1,A101,2,1
A14,A49,1449,3,A101,2,1
A12,A40,1965,4,A101,4,1
A11,A40,2511,1,A101,4,1
A14,A43,3835,2,A101,4,1
A12,A49,2528,4,A101,1,1
A14,A43,2108,2,A101,2,1
A13,A40,1961,3,A101,2,1
A12,A46,2273,3,A101,1,1
A14,A49,2978,4,A101,4,1
A11,A41,6187,1,A101,4,1
A14,A42,1585,4,A101,3,1
A13,A42,2251,1,A101,2,1
A11,A42,3650,1,A101,4,1
A14,A43,730,4,A101,2,1
A14,A46,1532,4,A101,3,1
A12,A42,3612,3,A101,4,1
A11,A42,1620,2,A102,3,1
A14,A40,1055,4,A101,1,1
A14,A40,1101,3,A101,2,1
A11,A40,1721,2,A101,3,1
A12,A43,585,4,A102,4,1
A14,A41,4657,3,A101,2,1
A14,A40,926,1,A101,2,1
A13,A42,2892,3,A101,4,1
A14,A41,3378,2,A101,1,1
A14,A43,1126,4,A101,2,1
A14,A41,3868,4,A101,2,1
A12,A41,5800,3,A101,4,1
A14,A42,929,4,A101,2,1
A12,A43,4795,4,A101,1,1
A13,A43,5152,4,A101,2,1
A12,A43,590,3,A101,3,1
A12,A40,7432,2,A101,2,1
A14,A40,1028,4,A101,3,1
A14,A43,3342,4,A101,2,1
A11,A42,4169,4,A101,4,1
A12,A42,3496,4,A101,2,1
A12,A49,1410,1,A101,2,1
A12,A46,5743,2,A101,4,1
A14,A49,2764,2,A101,2,1
A12,A43,753,2,A103,3,1
A11,A42,4583,2,A103,2,1
A14,A43,2333,4,A101,2,1
A11,A41,2910,2,A101,1,1
A13,A40,1343,1,A101,4,1
A14,A46,2012,4,A101,2,1
A11,A42,1374,1,A101,2,1
A11,A40,662,3,A101,4,1
A11,A40,3973,1,A101,4,1
A14,A40,10875,2,A101,2,1
A14,A40,1224,3,A101,1,1
A14,A40,1546,3,A101,2,1
A14,A41,4675,1,A101,4,1
A14,A40,2032,4,A101,4,1
A11,A43,1138,4,A101,4,1
A14,A42,960,3,A101,2,1
A14,A43,2753,3,A102,4,1
A11,A40,3651,1,A101,3,1
A14,A43,3430,3,A101,2,1
A14,A40,2662,4,A101,3,1
A12,A41,2779,1,A101,3,1
A14,A41,2603,2,A101,4,1
A14,A46,1393,4,A101,4,1
A14,A43,1453,3,A101,1,1
A11,A43,3660,2,A101,4,1
A14,A40,2255,4,A101,1,1
A14,A41,2670,4,A101,4,1
A14,A49,5117,3,A101,4,1
A12,A43,3979,4,A101,1,1
A14,A43,1262,3,A101,2,1
A14,A40,3380,1,A101,1,1
A14,A43,930,4,A101,4,1
A11,A40,5302,2,A101,4,1
A13,A49,1275,2,A101,4,1
A13,A40,2247,2,A101,2,1
A14,A43,1478,4,A101,3,1
A12,A49,1913,3,A101,3,1
A11,A43,2214,4,A101,3,1
A14,A40,3577,1,A103,2,1
A12,A49,5954,2,A101,1,1
A14,A40,3757,4,A102,4,1
A14,A45,660,2,A101,4,1
A12,A43,2576,2,A103,2,1
A11,A40,731,4,A101,4,1
A12,A49,4712,4,A101,2,1
A11,A40,976,1,A101,2,2
A11,A40,1216,4,A101,3,2
A11,A42,6350,4,A101,4,2
A12,A43,3092,3,A101,2,2
A14,A40,1530,3,A101,2,2
A11,A41,7511,1,A101,4,2
A11,A42,2246,3,A101,3,2
A12,A40,1355,3,A101,4,2
A12,A46,1136,4,A101,3,2
A12,A41,5129,2,A101,4,2
A12,A42,2969,4,A101,3,2
A11,A49,7685,2,A103,4,2
A12,A42,959,1,A101,2,2
A14,A43,1478,4,A101,2,2
A14,A42,3349,4,A101,2,2
A12,A49,8318,2,A101,4,2
A12,A42,951,4,A101,4,2
A11,A40,14896,1,A101,4,2
A11,A46,1977,4,A101,4,2
A12,A40,12389,1,A101,4,2
A11,A42,2746,4,A101,4,2
A12,A42,918,4,A101,1,2
A12,A49,4241,1,A101,4,2
A12,A43,802,4,A101,3,2
A14,A42,4611,1,A101,4,2
A11,A40,1422,3,A101,2,2
A13,A43,2327,2,A101,3,2
A14,A40,2775,2,A101,2,2
A12,A41,12579,4,A101,2,2
A14,A46,1819,4,A101,4,2
A11,A43,6758,3,A101,2,2
A12,A43,1670,4,A101,2,2
A11,A43,1546,4,A103,4,2
A11,A43,3965,4,A101,3,2
A11,A40,900,4,A101,2,2
A14,A43,5943,1,A101,1,2
A12,A40,1778,2,A101,1,2
A14,A40,6761,2,A101,4,2
A11,A46,6887,4,A101,3,2
A11,A44,1217,4,A101,3,2
A12,A42,1928,2,A101,2,2
A11,A40,3959,3,A101,2,2
A11,A410,1358,4,A101,3,2
A11,A43,4370,3,A101,2,2
A11,A40,1199,4,A101,4,2
A12,A41,11560,1,A101,4,2
A12,A43,4746,4,A101,2,2
A11,A46,448,4,A101,4,2
A14,A42,1808,4,A101,1,2
A11,A45,1108,4,A101,3,2
A11,A48,902,4,A101,4,2
A12,A42,4057,3,A101,3,2
A14,A42,1123,4,A101,4,2
A11,A49,5293,2,A101,4,2
A12,A43,1331,2,A101,1,2
A11,A40,1228,4,A101,2,2
A11,A42,2359,1,A101,1,2
A14,A42,2210,2,A101,2,2
A12,A40,2631,2,A101,4,2
A11,A40,1285,4,A101,4,2
A11,A42,3345,4,A101,2,2
A11,A43,1938,4,A101,3,2
A11,A49,2145,2,A101,1,2
A12,A46,1837,4,A101,4,2
A11,A43,1987,2,A101,4,2
A14,A43,797,4,A101,3,2
A14,A49,2580,4,A101,2,2
A13,A43,745,3,A101,2,2
A11,A49,6836,3,A101,4,2
A12,A40,1246,4,A101,2,2
A12,A42,3441,2,A102,4,2
A11,A40,1333,4,A101,2,2
A11,A42,4153,2,A102,3,2
A12,A45,1512,3,A101,3,2
A11,A43,2149,4,A101,1,2
A11,A42,4281,1,A101,4,2
A11,A40,4006,3,A101,2,2
A12,A43,2520,4,A101,2,2
A12,A410,11938,2,A102,3,2
A12,A42,1922,4,A101,2,2
A13,A49,609,4,A101,1,2
A11,A40,691,4,A101,3,2
A12,A49,4280,4,A101,4,2
A12,A41,12976,3,A101,4,2
A14,A40,1386,2,A101,2,2
A14,A49,4591,2,A101,3,2
A14,A43,4463,4,A101,2,2
A11,A40,3123,4,A101,1,2
A11,A45,11998,1,A101,1,2
A12,A42,1924,4,A101,3,2
A11,A41,9629,4,A101,4,2
A12,A43,2671,4,A102,4,2
A12,A43,1216,4,A101,4,2
A12,A40,4249,4,A101,2,2
A14,A45,1943,4,A101,4,2
A12,A40,685,2,A101,3,2
A12,A410,14782,3,A101,4,2
A11,A40,1381,4,A101,2,2
A14,A49,4844,3,A101,2,2
A12,A40,931,1,A101,1,2
A12,A43,10961,1,A102,2,2
A11,A49,4308,3,A101,4,2
A11,A40,1371,4,A101,4,2
A12,A42,8386,2,A101,2,2
A11,A42,2406,4,A101,4,2
A14,A40,10127,2,A101,2,2
A11,A42,5179,4,A101,2,2
A11,A43,1823,4,A101,2,2
A11,A42,3114,1,A101,4,2
A12,A45,2384,4,A101,1,2
A11,A40,7763,4,A101,4,2
A11,A46,684,4,A101,4,2
A14,A41,11590,2,A101,4,2
A12,A42,5096,2,A101,3,2
A11,A40,950,4,A101,3,2
A12,A40,884,4,A101,4,2
A12,A42,4736,2,A101,4,2
A13,A40,1344,4,A101,2,2
A12,A43,3804,4,A101,1,2
A12,A40,7408,4,A101,2,2
A12,A40,14318,4,A101,2,2
A11,A42,2473,4,A101,1,2
A14,A40,7855,4,A101,2,2
A11,A42,1553,4,A101,3,2
A12,A43,5951,2,A101,2,2
A14,A43,433,3,A102,4,2
A14,A46,4623,3,A101,2,2
A12,A40,2225,4,A101,4,2
A12,A43,2039,1,A101,1,2
A11,A43,1366,3,A101,4,2
A14,A40,2570,3,A101,3,2
A12,A410,11328,2,A102,3,2
A12,A40,1264,2,A101,2,2
A12,A49,2767,4,A101,2,2
A11,A41,8229,2,A101,2,2
A11,A42,2712,2,A101,2,2
