@relation german

@attribute DurationMonth numeric
@attribute SavingsAccount {A65,A61,A63,A64,A62}
@attribute NPeopleMain numeric
@attribute Telephone {A192,A191}
@attribute Customer {1,2}

@data
12,A61,1,A191,1
12,A61,1,A191,1
6,A62,1,A191,1
24,A65,1,A192,1
24,A65,2,A192,1
9,A65,1,A191,1
9,A61,1,A191,1
36,A65,1,A191,1
18,A61,1,A192,1
6,A65,1,A192,1
36,A61,1,A192,1
30,A65,1,A191,1
24,A64,1,A192,1
7,A61,1,A191,1
24,A63,1,A191,1
36,A61,2,A191,1
24,A61,1,A192,1
12,A64,1,A192,1
18,A65,1,A191,1
12,A64,1,A191,1
12,A62,1,A191,1
12,A63,2,A191,1
36,A63,1,A191,1
6,A61,2,A191,1
24,A64,1,A192,1
12,A61,1,A191,1
18,A61,1,A191,1
9,A62,1,A191,1
18,A65,1,A192,1
12,A65,1,A192,1
18,A63,1,A192,1
24,A62,1,A191,1
10,A65,1,A192,1
12,A63,1,A191,1
30,A65,1,A191,1
6,A61,1,A191,1
15,A61,1,A191,1
4,A61,2,A191,1
15,A65,1,A191,1
12,A61,1,A191,1
24,A62,1,A191,1
15,A65,1,A191,1
6,A65,2,A191,1
24,A61,1,A191,1
24,A64,1,A192,1
18,A64,1,A192,1
30,A63,1,A191,1
15,A61,1,A191,1
6,A61,1,A192,1
42,A61,1,A191,1
24,A61,1,A192,1
24,A61,1,A192,1
9,A65,1,A191,1
24,A61,2,A192,1
12,A61,1,A191,1
18,A61,1,A191,1
30,A64,1,A192,1
12,A61,1,A191,1
4,A61,2,A191,1
12,A61,1,A191,1
10,A61,1,A191,1
6,A61,1,A191,1
12,A61,1,A191,1
24,A61,1,A191,1
13,A61,1,A191,1
24,A64,1,A192,1
36,A61,2,A192,1
18,A61,1,A192,1
21,A61,1,A191,1
24,A65,1,A192,1
12,A61,1,A191,1
18,A61,1,A191,1
15,A63,1,A192,1
18,A61,1,A191,1
18,A65,1,A192,1
18,A61,1,A191,1
6,A61,1,A192,1
42,A61,1,A191,1
12,A64,2,A191,1
12,A61,1,A191,1
12,A61,1,A191,1
24,A65,1,A192,1
6,A64,1,A191,1
12,A61,1,A192,1
30,A65,1,A192,1
60,A65,1,A191,1
12,A61,1,A192,1
15,A61,1,A191,1
24,A61,1,A191,1
12,A63,1,A192,1
9,A61,1,A191,1
8,A61,1,A192,1
10,A61,1,A192,1
24,A63,1,A192,1
24,A63,2,A192,1
9,A61,1,A192,1
48,A63,1,A192,1
24,A61,1,A192,1
15,A61,1,A191,1
12,A61,1,A191,1
24,A61,1,A192,1
15,A62,1,A191,1
18,A64,1,A191,1
24,A62,1,A192,1
30,A61,1,A191,1
48,A65,2,A192,1
24,A62,1,A192,1
6,A63,1,A191,1
18,A65,1,A191,1
48,A65,1,A192,1
26,A61,1,A191,1
15,A65,1,A192,1
15,A61,1,A191,1
24,A61,2,A192,1
12,A61,1,A191,1
39,A65,1,A192,1
30,A65,1,A191,1
14,A63,1,A192,1
24,A61,1,A191,1
45,A62,1,A191,1
48,A61,1,A191,1
30,A61,1,A191,1
24,A62,1,A192,1
30,A65,1,A191,1
18,A65,1,A192,1
11,A61,1,A191,1
12,A61,1,A191,1
12,A61,1,A192,1
12,A61,1,A191,1
30,A62,1,A191,1
24,A62,1,A192,1
6,A61,1,A192,1
6,A63,1,A191,1
7,A61,1,A191,1
24,A61,1,A192,1
24,A64,1,A191,1
18,A65,1,A191,1
30,A65,1,A191,1
9,A63,1,A192,1
21,A64,1,A191,1
24,A65,1,A191,1
18,A65,2,A191,1
21,A61,1,A192,1
15,A61,1,A191,1
12,A61,1,A191,1
60,A65,2,A192,1
36,A61,1,A191,1
15,A61,1,A191,1
15,A61,1,A191,1
12,A61,2,A191,1
15,A63,1,A192,1
36,A64,1,A192,1
36,A61,1,A192,1
12,A61,1,A191,1
9,A65,2,A191,1
12,A65,1,A191,1
6,A61,1,A191,1
27,A65,2,A192,1
13,A61,1,A191,1
18,A62,1,A192,1
27,A64,2,A192,1
12,A61,1,A192,1
6,A63,2,A191,1
30,A61,2,A191,1
10,A65,1,A191,1
6,A61,1,A192,1
9,A61,1,A191,1
10,A61,1,A192,1
20,A65,2,A192,1
18,A61,1,A191,1
12,A61,1,A192,1
18,A61,1,A192,1
15,A61,1,A192,1
16,A61,1,A192,1
36,A63,1,A192,1
39,A63,1,A191,1
24,A62,1,A192,1
24,A61,1,A191,1
36,A61,1,A191,1
36,A61,1,A192,1
36,A61,2,A192,1
48,A62,1,A192,1
18,A61,1,A192,1
12,A61,1,A191,1
12,A61,1,A192,1
12,A64,1,A191,1
18,A64,1,A191,1
18,A61,2,A191,1
48,A65,2,A192,1
24,A61,1,A192,1
24,A65,1,A191,1
27,A61,1,A192,1
6,A62,1,A191,1
24,A65,2,A192,1
12,A61,1,A191,1
18,A65,1,A191,1
24,A62,1,A191,1
6,A64,1,A192,1
18,A61,1,A191,1
12,A61,1,A191,1
9,A61,1,A191,1
48,A63,1,A191,1
36,A61,1,A192,1
10,A63,1,A192,1
12,A65,1,A192,1
21,A61,1,A191,1
6,A64,1,A191,1
18,A61,1,A192,1
12,A61,1,A191,1
24,A61,1,A192,1
14,A61,1,A191,1
9,A61,2,A191,1
24,A62,1,A192,1
12,A62,1,A192,1
24,A64,1,A192,1
24,A62,1,A192,1
24,A61,1,A192,1
11,A61,1,A191,1
30,A61,1,A192,1
9,A62,2,A191,1
11,A64,1,A191,1
54,A65,2,A191,1
18,A61,2,A192,1
12,A61,2,A191,1
18,A61,1,A192,1
18,A61,1,A192,1
36,A61,1,A192,1
12,A61,2,A192,1
10,A62,1,A191,1
15,A65,1,A191,1
24,A61,1,A192,1
6,A61,1,A191,1
6,A61,2,A191,1
6,A61,1,A191,1
13,A62,1,A191,1
48,A65,1,A192,1
21,A61,1,A191,1
24,A61,1,A191,1
18,A61,1,A191,1
12,A61,1,A191,1
10,A62,2,A191,1
24,A62,1,A192,1
24,A61,2,A191,1
42,A61,2,A191,1
18,A61,1,A191,1
12,A61,1,A191,1
36,A65,1,A191,1
24,A64,1,A192,1
10,A61,1,A191,1
6,A63,1,A191,1
24,A63,1,A192,1
12,A61,1,A191,1
15,A65,1,A191,1
10,A61,2,A191,1
9,A63,1,A191,1
6,A63,1,A191,1
24,A61,1,A192,1
48,A65,1,A192,1
6,A61,1,A192,1
6,A62,1,A192,1
24,A61,1,A192,1
12,A65,1,A191,1
6,A61,2,A192,1
24,A61,1,A191,1
12,A61,1,A191,1
24,A61,1,A191,1
6,A63,2,A191,1
10,A61,1,A192,1
15,A65,1,A192,1
24,A65,1,A192,1
27,A61,2,A192,1
24,A65,1,A192,1
6,A61,1,A191,1
15,A61,1,A192,1
24,A61,1,A192,1
6,A61,1,A191,1
18,A61,2,A192,1
42,A61,1,A191,1
39,A62,1,A192,1
24,A65,1,A192,1
36,A61,1,A192,1
18,A61,1,A192,1
60,A61,1,A192,1
6,A61,2,A191,1
24,A61,1,A191,1
9,A61,1,A192,1
24,A61,1,A191,1
18,A64,1,A191,1
12,A62,1,A191,1
4,A61,2,A191,1
12,A61,1,A191,1
12,A61,1,A191,1
8,A61,1,A191,1
36,A61,1,A191,1
15,A65,1,A191,1
24,A61,1,A192,1
15,A61,1,A191,1
12,A61,1,A191,1
24,A65,1,A191,1
24,A64,1,A191,1
9,A61,1,A192,1
24,A61,1,A191,1
18,A61,1,A191,1
10,A65,1,A191,1
22,A63,1,A191,1
18,A61,1,A192,1
12,A61,1,A191,1
7,A65,1,A191,1
36,A61,1,A191,1
8,A61,1,A191,1
18,A64,1,A192,1
6,A63,1,A191,1
9,A61,2,A191,1
36,A62,2,A192,1
42,A65,1,A192,1
6,A61,1,A192,1
18,A65,1,A191,1
21,A61,1,A191,1
12,A61,1,A192,1
24,A61,1,A192,1
24,A65,1,A192,1
13,A61,1,A191,1
12,A63,1,A192,1
30,A61,1,A191,1
27,A61,1,A191,1
18,A61,1,A192,1
24,A61,1,A191,1
33,A61,1,A192,1
6,A61,2,A192,1
28,A61,1,A191,1
15,A64,1,A191,1
15,A61,1,A192,1
12,A65,1,A192,1
12,A61,1,A191,1
6,A62,1,A191,1
12,A64,1,A191,1
10,A65,1,A191,1
18,A62,1,A191,1
9,A62,1,A192,1
24,A61,1,A191,1
27,A64,1,A191,1
20,A61,1,A191,1
10,A63,2,A191,1
12,A61,2,A192,1
24,A61,2,A191,1
21,A65,1,A191,1
12,A61,1,A192,1
24,A64,2,A192,1
15,A61,1,A191,1
24,A61,1,A192,1
24,A63,1,A191,1
12,A65,1,A192,1
24,A61,1,A191,1
30,A61,1,A191,1
48,A65,1,A192,1
12,A61,1,A192,1
24,A61,1,A191,1
12,A61,1,A192,1
9,A63,1,A191,1
36,A61,1,A191,1
12,A63,2,A192,1
12,A64,1,A191,1
4,A61,2,A191,1
15,A65,2,A191,1
24,A61,1,A192,1
9,A61,1,A191,1
24,A61,1,A191,1
30,A62,1,A191,1
12,A65,1,A191,1
24,A61,1,A191,1
15,A61,1,A191,1
9,A61,1,A191,1
12,A61,1,A192,1
12,A61,1,A191,1
12,A61,1,A192,1
18,A65,1,A192,1
6,A61,1,A191,1
18,A61,1,A191,1
24,A62,1,A191,1
12,A61,1,A191,1
15,A61,1,A192,1
24,A61,1,A192,1
24,A61,1,A192,1
18,A61,1,A192,1
12,A61,1,A191,1
36,A65,1,A192,1
18,A61,1,A191,1
20,A65,1,A192,1
36,A61,1,A191,1
12,A63,1,A192,1
5,A61,1,A191,1
24,A64,1,A191,1
24,A61,1,A191,1
6,A61,2,A191,1
21,A61,1,A192,1
18,A61,1,A191,1
12,A61,1,A191,1
18,A61,1,A191,1
12,A61,1,A191,1
10,A65,1,A192,1
24,A63,1,A192,1
18,A61,1,A191,1
6,A65,2,A192,1
10,A61,1,A191,1
12,A61,1,A191,1
4,A61,2,A191,1
60,A65,1,A192,1
9,A61,1,A191,1
12,A61,1,A191,1
15,A61,1,A192,1
11,A64,1,A191,1
12,A65,1,A192,1
12,A65,2,A192,1
36,A61,1,A192,1
6,A65,2,A191,1
48,A61,2,A191,1
21,A61,1,A191,1
15,A61,1,A191,1
9,A61,1,A191,1
24,A61,1,A191,1
24,A61,1,A192,1
18,A61,1,A191,1
18,A61,1,A192,1
24,A62,1,A191,1
60,A62,1,A191,2
18,A61,1,A191,2
12,A65,2,A191,2
18,A61,2,A191,2
9,A61,1,A191,2
24,A61,1,A191,2
9,A62,1,A191,2
18,A65,1,A191,2
18,A61,1,A191,2
15,A65,1,A192,2
15,A62,1,A192,2
36,A61,1,A192,2
48,A61,1,A192,2
36,A61,1,A191,2
48,A64,1,A192,2
30,A65,1,A192,2
36,A62,2,A192,2
18,A61,1,A191,2
24,A61,1,A191,2
12,A61,1,A191,2
30,A61,1,A191,2
48,A65,1,A191,2
27,A63,1,A191,2
9,A61,1,A191,2
36,A65,1,A192,2
10,A65,1,A191,2
18,A61,1,A191,2
24,A61,1,A191,2
18,A61,2,A191,2
36,A61,1,A192,2
9,A61,2,A192,2
60,A61,1,A192,2
48,A61,2,A191,2
21,A61,1,A192,2
60,A61,1,A192,2
24,A61,2,A191,2
20,A61,1,A191,2
12,A61,1,A192,2
36,A61,1,A191,2
18,A61,1,A191,2
6,A61,1,A192,2
36,A61,1,A191,2
30,A62,1,A191,2
18,A62,1,A191,2
12,A61,1,A191,2
24,A65,1,A191,2
36,A61,1,A192,2
45,A61,1,A192,2
24,A61,1,A192,2
18,A61,2,A191,2
12,A61,2,A191,2
6,A65,1,A192,2
12,A61,1,A191,2
28,A61,1,A191,2
9,A61,1,A192,2
18,A65,1,A191,2
24,A61,2,A191,2
6,A61,1,A192,2
24,A62,1,A191,2
15,A62,2,A192,2
36,A61,1,A191,2
9,A61,1,A191,2
9,A61,1,A192,2
48,A62,1,A191,2
36,A61,2,A191,2
36,A62,1,A192,2
12,A61,2,A191,2
48,A61,1,A191,2
18,A61,1,A191,2
15,A61,1,A191,2
6,A61,1,A191,2
6,A64,2,A191,2
12,A61,1,A191,2
48,A61,1,A191,2
48,A62,1,A191,2
33,A63,1,A191,2
48,A61,1,A191,2
12,A61,1,A191,2
12,A65,1,A192,2
6,A61,1,A191,2
48,A61,2,A191,2
36,A62,1,A192,2
8,A61,1,A191,2
24,A61,1,A192,2
12,A61,1,A191,2
24,A61,1,A191,2
24,A61,1,A192,2
60,A61,1,A191,2
36,A61,1,A192,2
45,A61,1,A191,2
72,A62,1,A191,2
36,A65,1,A192,2
18,A61,1,A192,2
24,A61,1,A192,2
48,A63,1,A191,2
9,A61,1,A191,2
12,A61,1,A191,2
12,A61,1,A191,2
45,A62,1,A191,2
48,A61,2,A191,2
18,A61,1,A191,2
48,A61,1,A192,2
18,A61,1,A191,2
30,A61,1,A191,2
21,A61,1,A191,2
30,A61,1,A192,2
36,A61,2,A191,2
48,A61,1,A192,2
24,A61,1,A191,2
36,A61,1,A192,2
36,A61,1,A192,2
15,A61,1,A192,2
36,A61,1,A192,2
18,A65,2,A192,2
24,A64,1,A192,2
12,A62,1,A191,2
24,A61,1,A191,2
48,A61,1,A192,2
36,A61,1,A192,2
6,A61,1,A191,2
16,A61,1,A192,2
12,A61,1,A191,2
12,A63,1,A191,2
24,A61,2,A191,2
24,A61,1,A192,2
12,A61,1,A191,2
18,A61,1,A191,2
18,A61,2,A192,2
48,A61,1,A192,2
12,A61,2,A191,2
18,A61,1,A191,2
30,A61,1,A191,2
12,A61,1,A191,2
24,A61,1,A191,2
48,A61,1,A191,2
12,A63,1,A191,2
30,A61,1,A191,2
6,A61,1,A192,2
12,A61,1,A191,2
12,A61,1,A191,2
24,A61,1,A192,2
24,A61,1,A192,2
24,A61,2,A192,2
30,A65,1,A191,2
18,A61,2,A191,2
36,A61,1,A192,2
24,A61,2,A191,2
24,A65,1,A192,2
9,A64,2,A191,2
36,A61,1,A192,2
12,A65,1,A192,2
24,A61,2,A191,2
24,A61,1,A191,2
24,A63,1,A191,2
12,A65,1,A191,2
12,A61,1,A192,2
18,A61,1,A192,2
36,A61,2,A191,2
18,A61,2,A192,2
30,A61,1,A191,2
12,A62,1,A191,2
12,A61,2,A191,2
12,A61,1,A192,2
18,A61,2,A191,2
24,A61,1,A192,2
48,A61,1,A192,2
24,A62,1,A191,2
18,A61,1,A191,2
12,A61,1,A191,2
48,A62,2,A191,2
36,A61,1,A192,2
36,A61,1,A192,2
18,A61,1,A191,2
24,A65,1,A191,2
12,A61,1,A192,2
9,A61,1,A191,2
21,A65,2,A191,2
24,A61,1,A191,2
18,A61,1,A191,2
24,A61,1,A191,2
40,A61,1,A192,2
12,A61,1,A191,2
39,A61,1,A191,2
48,A61,1,A192,2
18,A61,1,A191,2
24,A61,1,A192,2
24,A61,1,A192,2
24,A62,1,A192,2
12,A61,1,A192,2
60,A61,1,A191,2
36,A61,1,A191,2
12,A61,1,A191,2
24,A62,2,A191,2
18,A61,1,A191,2
18,A61,1,A192,2
18,A61,1,A191,2
21,A65,1,A192,2
24,A61,1,A191,2
36,A61,1,A192,2
24,A61,1,A191,2
27,A61,2,A192,2
15,A61,2,A191,2
15,A64,1,A191,2
24,A61,1,A191,2
48,A61,1,A191,2
9,A61,1,A192,2
42,A61,1,A191,2
48,A61,1,A191,2
9,A61,1,A191,2
18,A65,1,A191,2
12,A62,1,A191,2
24,A61,1,A192,2
54,A61,1,A192,2
36,A61,1,A191,2
36,A61,1,A192,2
36,A65,1,A192,2
48,A61,1,A192,2
15,A62,1,A191,2
24,A61,2,A191,2
18,A61,1,A192,2
18,A61,1,A191,2
27,A61,1,A192,2
36,A61,1,A192,2
24,A63,2,A192,2
30,A61,1,A192,2
12,A65,1,A192,2
24,A61,1,A192,2
14,A61,1,A192,2
30,A62,1,A191,2
21,A61,2,A191,2
12,A62,1,A191,2
24,A61,2,A191,2
18,A61,1,A191,2
12,A63,1,A191,2
36,A62,1,A191,2
30,A62,1,A191,2
24,A62,1,A191,2
36,A61,1,A192,2
24,A61,1,A192,2
18,A61,1,A191,2
21,A62,1,A191,2
24,A61,1,A191,2
12,A63,1,A192,2
24,A65,1,A192,2
18,A61,1,A191,2
60,A62,1,A192,2
9,A61,1,A192,2
12,A61,1,A191,2
12,A61,1,A191,2
12,A61,1,A191,2
18,A61,1,A191,2
24,A61,1,A192,2
10,A62,2,A191,2
36,A61,1,A191,2
15,A62,1,A192,2
9,A61,1,A191,2
18,A62,1,A191,2
24,A63,1,A192,2
18,A61,1,A192,2
48,A61,1,A191,2
12,A61,1,A191,2
24,A61,1,A192,2
24,A65,1,A191,2
12,A61,1,A191,2
12,A61,1,A191,2
36,A61,1,A192,2
48,A61,1,A192,2
12,A64,2,A191,2
21,A65,1,A192,2
12,A61,1,A191,2
