@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute DurationMonth numeric
@attribute Job {A173,A172,A174,A171}
@attribute NPeopleMain numeric
@attribute ForeignWorker {A201,A202}
@attribute Customer {1,2}

@data
A12,60,A172,1,A201,1
A13,42,A173,1,A201,1
A11,18,A172,1,A201,1
A12,12,A172,1,A201,1
A14,20,A173,1,A201,1
A14,18,A173,1,A201,1
A14,15,A173,1,A201,1
A14,24,A173,1,A201,1
A14,12,A173,1,A201,1
A12,6,A172,1,A202,1
A12,12,A173,1,A201,1
A11,12,A172,1,A201,1
A14,15,A173,1,A201,1
A14,21,A173,1,A201,1
A14,30,A173,1,A201,1
A12,18,A172,2,A201,1
A12,12,A173,1,A201,1
A11,6,A171,1,A201,1
A14,14,A172,1,A201,1
A14,18,A173,1,A201,1
A11,18,A173,1,A201,1
A14,10,A173,1,A202,1
A12,24,A173,2,A201,1
A12,18,A173,1,A201,1
A14,24,A173,2,A201,1
A14,21,A173,1,A201,1
A14,24,A173,1,A201,1
A14,48,A173,1,A201,1
A12,36,A173,1,A201,1
A14,24,A173,1,A201,1
A11,15,A173,1,A201,1
A14,60,A173,1,A201,1
A12,24,A173,1,A201,1
A14,12,A172,2,A201,1
A12,36,A173,1,A201,1
A12,24,A173,1,A201,1
A14,24,A173,1,A201,1
A14,9,A173,1,A201,1
A13,12,A174,1,A201,1
A14,48,A173,2,A201,1
A14,18,A173,1,A201,1
A14,6,A173,1,A201,1
A14,10,A172,1,A202,1
A14,18,A173,1,A201,1
A13,24,A172,1,A201,1
A14,36,A173,1,A201,1
A11,42,A173,2,A201,1
A14,24,A173,1,A201,1
A11,12,A172,1,A201,1
A13,12,A174,1,A201,1
A14,9,A173,2,A201,1
A12,18,A173,1,A201,1
A14,6,A173,2,A201,1
A14,6,A173,1,A201,1
A14,24,A173,1,A201,1
A12,18,A173,2,A201,1
A14,24,A173,1,A201,1
A11,12,A173,1,A201,1
A14,15,A173,1,A201,1
A14,36,A173,1,A201,1
A11,36,A174,1,A201,1
A14,15,A173,1,A201,1
A11,15,A173,2,A201,1
A12,12,A173,1,A201,1
A14,24,A172,1,A201,1
A11,12,A172,1,A201,1
A14,12,A174,1,A201,1
A14,15,A172,1,A201,1
A11,21,A173,1,A201,1
A14,9,A173,1,A201,1
A12,18,A173,1,A201,1
A14,48,A173,1,A201,1
A14,18,A173,1,A201,1
A12,8,A172,1,A201,1
A11,21,A174,1,A201,1
A13,9,A173,1,A201,1
A12,9,A173,1,A201,1
A14,12,A173,1,A201,1
A11,24,A173,1,A201,1
A12,12,A173,1,A202,1
A14,30,A173,2,A201,1
A12,6,A173,2,A201,1
A14,24,A173,1,A201,1
A14,21,A172,1,A201,1
A11,30,A173,1,A201,1
A11,36,A174,1,A201,1
A12,20,A173,1,A201,1
A14,24,A173,1,A201,1
A11,18,A174,1,A201,1
A11,27,A174,1,A201,1
A12,30,A173,1,A201,1
A14,12,A173,1,A201,1
A14,18,A173,1,A201,1
A14,18,A173,1,A201,1
A11,12,A173,1,A201,1
A12,9,A172,2,A201,1
A11,18,A174,1,A201,1
A14,12,A172,1,A201,1
A12,7,A173,1,A201,1
A14,36,A174,1,A201,1
A14,12,A173,1,A202,1
A12,30,A173,1,A201,1
A14,9,A173,1,A201,1
A13,6,A172,1,A201,1
A14,5,A172,1,A201,1
A12,11,A173,1,A201,1
A12,24,A174,1,A201,1
A12,6,A173,1,A201,1
A12,12,A173,1,A201,1
A12,10,A172,1,A201,1
A14,6,A173,1,A201,1
A14,18,A174,1,A201,1
A14,48,A173,1,A201,1
A12,27,A174,1,A201,1
A13,10,A172,2,A201,1
A14,11,A172,1,A201,1
A14,12,A173,1,A201,1
A13,12,A173,1,A201,1
A14,12,A173,1,A201,1
A14,15,A173,1,A201,1
A14,48,A174,2,A201,1
A14,18,A174,1,A201,1
A14,36,A173,1,A201,1
A12,42,A174,1,A201,1
A14,11,A174,1,A201,1
A14,24,A173,1,A201,1
A14,10,A172,2,A202,1
A11,36,A173,1,A201,1
A11,24,A174,1,A201,1
A11,18,A173,1,A201,1
A11,6,A174,1,A201,1
A14,10,A173,1,A201,1
A14,22,A173,1,A201,1
A13,12,A172,1,A201,1
A12,12,A171,1,A201,1
A14,24,A174,1,A201,1
A12,30,A173,1,A201,2
A11,12,A173,1,A201,2
A11,36,A173,1,A201,2
A11,24,A173,1,A201,2
A14,48,A174,1,A201,2
A14,24,A173,1,A201,2
A12,30,A174,1,A201,2
A13,9,A172,1,A201,2
A12,6,A172,1,A201,2
A11,30,A172,1,A201,2
A11,12,A172,1,A201,2
A14,18,A173,1,A201,2
A12,12,A173,1,A201,2
A11,24,A173,1,A201,2
A11,12,A174,1,A201,2
A11,24,A174,1,A201,2
A11,24,A173,1,A201,2
A12,36,A173,1,A201,2
A12,27,A173,2,A201,2
A11,36,A173,1,A201,2
A12,48,A172,2,A201,2
A11,36,A172,1,A201,2
A12,9,A173,1,A201,2
A11,15,A173,1,A201,2
A14,18,A173,1,A201,2
A14,36,A173,1,A201,2
A11,18,A172,2,A201,2
A12,6,A171,1,A201,2
A12,12,A174,1,A201,2
A12,6,A173,2,A201,2
A14,18,A173,1,A201,2
A12,48,A173,1,A201,2
A12,12,A172,1,A201,2
A14,36,A174,1,A201,2
A12,24,A172,1,A201,2
A11,21,A173,1,A201,2
A11,24,A173,2,A201,2
A12,36,A174,1,A201,2
A12,48,A173,1,A201,2
A11,48,A172,1,A201,2
A12,9,A173,1,A202,2
A12,36,A174,1,A201,2
A11,48,A173,2,A201,2
A14,18,A173,1,A201,2
A12,30,A172,1,A201,2
A14,36,A173,1,A201,2
A11,12,A173,1,A201,2
A11,6,A173,1,A201,2
A12,24,A174,2,A201,2
A14,12,A172,1,A201,2
A12,12,A172,2,A201,2
A11,12,A173,1,A201,2
A11,24,A173,1,A201,2
A11,12,A173,1,A201,2
A12,48,A173,1,A201,2
A11,36,A173,2,A201,2
A11,24,A173,2,A201,2
A11,12,A172,1,A201,2
A11,24,A174,2,A201,2
A14,18,A173,1,A201,2
A11,6,A174,1,A201,2
A14,24,A173,1,A201,2
A12,9,A173,1,A201,2
A13,15,A172,1,A201,2
A13,21,A173,1,A201,2
A12,36,A173,1,A201,2
A12,12,A172,1,A201,2
A11,18,A171,1,A201,2
A11,15,A173,1,A201,2
A11,36,A173,1,A201,2
A11,24,A173,1,A201,2
A12,9,A174,1,A201,2
A11,36,A173,1,A201,2
A12,36,A173,1,A201,2
A12,15,A173,1,A201,2
A12,36,A174,1,A201,2
A14,18,A173,1,A201,2
A12,24,A174,1,A201,2
A11,21,A172,2,A201,2
A11,30,A173,1,A201,2
A12,30,A173,1,A201,2
A11,45,A173,1,A201,2
A11,24,A171,1,A201,2
A12,12,A173,1,A201,2
A14,48,A173,1,A201,2
A11,24,A173,2,A201,2
A11,30,A172,1,A201,2
A11,12,A173,1,A201,2
A12,18,A173,1,A201,2
A12,48,A173,1,A201,2
A14,48,A172,1,A201,2
A12,36,A174,1,A201,2
A14,18,A174,2,A201,2
A11,18,A173,1,A201,2
A13,9,A174,1,A201,2
A11,12,A172,2,A201,2
A14,18,A172,2,A201,2
A11,12,A173,1,A201,2
A11,42,A173,1,A201,2
A11,18,A173,1,A201,2
A11,24,A173,1,A201,2
A11,9,A173,1,A201,2
A11,36,A173,1,A201,2
A12,27,A172,1,A201,2
A11,12,A173,1,A201,2
A11,36,A174,1,A201,2
A14,21,A174,1,A201,2
A13,12,A173,1,A201,2
A12,24,A172,1,A201,2
A11,36,A173,1,A201,2
A12,48,A173,1,A201,2
A11,6,A174,1,A201,2
A13,15,A173,1,A201,2
A11,48,A173,1,A201,2
A11,12,A173,1,A201,2
A11,24,A173,1,A201,2
A11,24,A173,1,A201,2
A12,48,A173,1,A201,2
A11,24,A173,1,A201,2
A11,24,A173,1,A201,2
A12,60,A174,1,A201,2
A12,24,A172,1,A201,2
A12,36,A173,1,A201,2
A11,24,A173,1,A201,2
A11,24,A173,1,A201,2
A11,18,A173,1,A201,2
A11,18,A171,2,A201,2
A11,24,A172,2,A201,2
A12,72,A173,1,A201,2
A11,36,A173,2,A201,2
A11,60,A173,1,A201,2
A12,48,A173,1,A201,2
A11,18,A173,1,A201,2
A12,60,A174,1,A201,2
A12,48,A173,1,A201,2
A14,24,A173,1,A201,2
A14,18,A173,2,A201,2
A11,24,A172,1,A201,2
A11,12,A173,1,A201,2
A12,48,A173,1,A201,2
A11,12,A173,1,A201,2
A11,12,A173,1,A201,2
A11,12,A172,1,A201,2
A11,48,A174,1,A201,2
A12,24,A173,1,A201,2
A11,45,A173,1,A201,2
A12,30,A174,1,A201,2
A14,48,A173,1,A201,2
A11,28,A172,1,A201,2
A12,15,A173,2,A201,2
A11,18,A173,1,A201,2
A11,48,A173,2,A201,2
A12,45,A172,1,A201,2
A12,15,A174,2,A201,2
A11,60,A173,1,A201,2
A11,18,A173,1,A201,2
A11,36,A173,2,A201,2
A12,9,A174,2,A201,2
A12,6,A174,1,A201,2
A11,18,A173,1,A201,2
A14,36,A174,1,A201,2
A11,14,A174,1,A202,2
A12,36,A173,2,A201,2
A12,21,A172,1,A201,2
A11,48,A173,1,A201,2
A12,24,A173,1,A201,2
A11,15,A173,2,A201,2
A11,18,A173,2,A201,2
A11,24,A173,1,A201,2
A12,39,A173,1,A201,2
A11,33,A173,1,A201,2
A11,24,A173,1,A201,2
A14,18,A173,1,A201,2
A14,30,A174,1,A201,2
A11,18,A173,1,A201,2
A11,20,A173,1,A202,2
A12,18,A174,1,A201,2
A12,12,A172,1,A201,2
A11,48,A173,2,A201,2
A13,18,A173,1,A201,2
A12,12,A173,1,A201,2
A11,48,A173,2,A201,2
A11,16,A173,1,A201,2
A11,18,A173,1,A201,2
A11,12,A173,1,A201,2
A14,12,A174,1,A201,2
A13,36,A173,1,A201,2
A11,48,A173,1,A201,2
A12,36,A172,1,A201,2
A11,6,A173,1,A201,2
A12,24,A173,1,A201,2
A11,9,A174,1,A201,2
A13,12,A171,1,A201,2
A14,27,A173,1,A201,2
A11,36,A174,1,A201,2
A12,9,A173,1,A201,2
A14,10,A172,1,A201,2
A11,12,A172,1,A201,2
A11,24,A173,2,A201,2
A12,18,A173,1,A201,2
A13,10,A172,2,A201,2
A12,24,A172,1,A201,2
A12,12,A173,1,A201,2
A12,24,A174,1,A201,2
A14,24,A173,1,A201,2
A11,48,A173,1,A201,2
A11,24,A173,1,A201,2
A13,24,A173,2,A201,2
A14,24,A172,2,A201,2
A12,15,A173,1,A201,2
A11,21,A173,1,A201,2
A12,48,A174,1,A201,2
A12,45,A173,1,A201,2
A13,24,A172,2,A201,2
A11,42,A174,1,A201,2
A11,24,A173,1,A201,2
A12,15,A173,1,A201,2
A11,18,A172,1,A201,2
A11,40,A173,1,A201,2
A11,24,A172,1,A201,2
A12,15,A171,1,A201,2
A12,18,A173,2,A201,2
A11,18,A173,1,A201,2
A12,60,A174,1,A201,2
A13,30,A174,1,A201,2
A14,21,A173,1,A201,2
A12,24,A173,1,A201,2
A11,12,A173,1,A201,2
A12,8,A173,1,A201,2
A14,36,A173,1,A201,2
A11,12,A173,1,A201,2
A12,21,A173,2,A201,2
A11,27,A173,1,A201,2
A12,24,A172,1,A201,2
A11,42,A173,2,A201,2
A11,12,A172,1,A201,2
A14,9,A173,1,A201,2
A14,6,A173,1,A201,2
A11,24,A172,1,A201,2
A12,12,A172,1,A201,2
A14,24,A174,1,A201,2
A14,15,A174,1,A201,2
A14,9,A173,1,A201,2
A12,24,A173,1,A201,2
A12,30,A173,1,A201,2
A11,12,A173,1,A201,2
A12,36,A174,1,A201,2
A12,27,A174,1,A201,2
A11,12,A172,2,A201,2
A11,9,A172,1,A201,2
A12,60,A173,1,A201,2
A12,36,A173,1,A201,2
A14,10,A172,1,A201,2
A11,18,A173,1,A201,2
A11,24,A172,1,A201,2
A14,21,A172,2,A201,2
A12,30,A174,1,A201,2
A11,18,A173,1,A201,2
A12,48,A174,1,A202,2
A14,18,A173,1,A201,2
A11,12,A173,1,A201,2
A14,12,A173,2,A201,2
A12,18,A174,1,A201,2
A12,12,A173,1,A201,2
A11,36,A173,1,A201,2
A13,18,A172,2,A201,2
A12,24,A172,1,A201,2
A11,48,A173,1,A201,2
A12,18,A173,1,A201,2
A12,54,A173,1,A201,2
