@relation magic

@attribute FLength numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
39.1007,4.659,g
23.6595,24.255,g
22.5236,44.921,g
20.9636,57.837,g
16.9293,49.2234,g
18.7575,24.632,g
30.7238,22.799,g
13.2617,68.604,g
25.2587,10.78,g
13.0433,72.219,g
25.0275,65.2451,g
18.1398,35.2731,g
18.4491,42.315,g
68.5292,4.265,g
13.1797,25.297,g
23.4921,21.221,g
20.0987,34.9882,g
56.1006,12.322,g
37.0974,8.163,g
105.305,4.985,g
46.9198,4.2278,g
19.5014,27.644,g
83.4349,4.4435,g
81.2628,2.206,g
28.097,15.876,g
19.9364,3.1526,g
37.8939,34.636,g
38.0849,16.309,g
31.063,35.0126,g
33.8011,0.6014,g
24.9369,83.7468,g
65.9154,3.5743,g
21.034,66.1205,g
70.6035,8.2868,g
18.649,43.5269,g
19.0835,3.947,g
20.5028,66.693,g
22.1571,57.7866,g
25.519,30.5133,g
29.0348,54.004,g
40.0572,17.8954,g
35.0315,22.751,g
66.9995,3.1014,g
85.7031,0.358,g
41.8803,5.1208,g
57.0139,2.6075,g
26.9079,34.9219,g
54.3082,8.7643,g
22.7689,38.404,g
49.8805,39.8357,g
18.8834,57.86,g
59.3765,8.7949,g
101.616,0.8339,g
76.3259,3.6015,g
62.1123,18.185,g
40.4929,35.674,g
34.9712,2.16,g
19.5155,8.536,g
63.0772,6.295,g
22.9006,11.7582,g
31.0074,20.518,g
20.9288,16.771,g
16.8461,31.5053,g
38.5073,25.519,g
105.399,12.071,g
22.6104,3.154,g
53.0403,10.1148,g
89.5539,0.1015,g
107.402,15.361,g
22.1272,1.577,g
41.4007,21.9634,g
25.1685,72.786,g
52.117,1.9066,g
95.271,2.211,g
12.632,82.6681,g
26.9679,33.8143,g
98.5879,6.4959,g
35.1149,4.5251,g
24.1086,59.461,g
56.3338,2.257,g
42.8589,1.79,g
20.7781,13.992,g
92.0265,1.0326,g
27.4278,3.597,g
20.8415,33.539,g
35.5396,0.9529,g
43.0627,2.85,g
47.4331,18.4433,g
23.7895,14.87,g
23.4415,49.711,g
20.683,56.923,g
40.6665,13.2776,g
89.1783,3.221,g
34.989,68.6169,g
26.6249,8.869,g
42.9914,25.0566,g
34.6098,13.962,g
20.6588,18.3184,g
69.2979,9.3234,g
20.9348,0.9086,g
80.9257,3.9366,g
31.1009,4.015,g
26.4006,31.155,g
20.8068,83.9952,g
37.3466,15.638,g
64.9547,0.195,g
36.1686,4.218,g
33.8546,11.654,g
21.7471,16.005,g
78.2012,2.603,g
56.6212,2.3981,g
42.4806,11.5541,g
41.9813,6.311,g
30.4343,12.7025,g
24.4285,49.8852,g
21.4397,84.1039,g
30.3653,13.5504,g
61.1326,6.887,g
45.6671,3.197,g
36.2836,24.191,g
67.2302,13.9446,g
36.6443,4.5447,g
20.2318,78.633,g
78.8664,3.4423,g
37.3068,3.436,g
22.0837,14.4397,g
28.2476,9.5917,g
22.6241,5.6815,g
25.6039,10.268,g
77.0826,5.0251,g
28.3317,36.8299,g
20.5388,0.0276,g
41.1297,6.0359,g
78.1358,7.5801,g
20.0833,20.6196,g
18.7801,84.5089,g
38.6616,8.262,g
20.9635,40.2935,g
24.1674,8.688,g
103.475,1.727,g
36.2652,5.0774,g
25.4825,2.5804,g
18.5761,51.044,g
24.536,21.592,g
28.8702,4.207,g
33.055,9.323,g
39.191,2.5603,g
23.8305,9.3104,g
30.367,49.0315,g
37.6085,6.6889,g
92.8158,1.7611,g
86.2726,5.2854,g
30.1563,18.682,g
41.8138,58.8998,g
22.6437,21.399,g
24.7191,64.5648,g
30.8683,28.222,g
62.4718,6.668,g
88.992,5.627,g
51.2161,22.5804,g
51.6326,8.545,g
21.5929,58.329,g
44.5562,17.2162,g
25.8327,3.7148,g
56.5581,3.622,g
67.2079,15.2612,g
34.8629,14.161,g
76.1336,0.5748,g
84.1939,0.062,g
70.0322,2.936,g
74.2516,3.2129,g
202.93,5.3398,g
75.5072,4.096,g
50.0599,1.8497,g
49.0727,5.1931,g
29.9045,2.9967,g
53.9567,0.2989,g
20.298,58.441,g
29.817,15.9328,g
105.392,3.107,g
20.2662,72.587,g
22.8572,16.59,g
49.9684,16.288,g
33.4087,9.4759,g
23.0552,10.379,g
19.9926,12.7719,g
20.8593,63.211,g
30.3088,34.5241,g
108.424,28.311,g
17.7811,30.4737,g
19.6436,15.4011,g
16.8293,53.9159,g
41.4173,3.9349,g
51.8528,0.728,g
41.6441,16.037,g
26.7641,32.534,g
28.3543,33.509,g
36.4971,7.444,g
24.0709,16.2665,g
28.5597,7.3378,g
92.3287,1.5216,g
82.0912,2.875,g
31.1508,5.1365,g
12.8955,22.118,g
90.9146,7.4612,g
25.2073,59.5984,g
67.1109,2.7181,g
52.1044,5.8345,g
27.0734,1.2713,g
141.235,3.5362,g
31.6176,2.98,g
12.8702,83.1822,g
25.0001,12.1487,g
29.6407,26.1855,g
95.4803,3.0836,g
18.9001,42.667,g
94.6741,1.437,g
13.3057,66.476,g
61.3563,3.776,g
17.3976,26.7597,g
28.3371,7.208,g
23.3113,82.0579,g
24.3811,33.4353,g
92.8723,7.7301,g
28.0265,6.0783,g
55.8381,6.1374,g
50.1709,47.392,g
32.1456,8.564,g
28.8471,13.2881,g
40.0976,2.622,g
26.5139,7.5418,g
77.939,2.435,g
88.5788,4.6221,g
31.5085,20.8552,g
30.8885,54.9356,g
22.7882,63.8216,g
81.0902,1.7041,g
24.5037,12.0755,g
24.0671,21.05,g
20.3243,41.763,g
73.9821,12.632,g
16.0411,62.18,g
16.6413,20.0897,g
27.8774,37.707,g
24.383,22.4899,g
20.6349,0.1708,g
56.4236,1.4636,g
21.5804,48.415,g
25.6828,56.894,g
76.1269,19.5424,g
102.9,5.0421,g
97.1789,2.833,g
46.4092,1.1638,g
18.5474,55.764,g
68.9157,19.048,g
88.3094,1.3258,g
20.3039,21.937,g
41.745,1.2137,g
38.4177,3.956,g
23.062,61.897,g
37.3261,4.655,g
71.3117,6.3073,g
94.8313,26.0542,g
58.1256,5.798,g
32.7808,12.7713,g
55.968,19.1473,g
58.2616,5.4939,g
73.7252,3.531,g
57.3784,21.804,g
100.953,0.804,g
62.6624,2.245,g
92.1583,8.116,g
27.6381,11.2393,g
29.5348,7.356,g
20.509,76.9494,g
47.9212,4.251,g
23.697,32.725,g
50.0306,11.877,g
20.6647,68.5155,g
20.3441,66.21,g
18.9013,0.3038,g
45.6756,6.4023,g
34.0329,15.139,g
28.3437,11.4725,g
28.0939,15.2489,g
43.5467,8.662,g
81.0534,2.714,g
38.3943,20.47,g
126.665,14.227,g
83.9166,2.3494,g
64.8397,0.109,g
73.489,1.302,g
26.3082,7.3704,g
21.9622,70.525,g
48.8922,2.0888,g
42.302,20.828,g
31.5283,50.0234,g
19.7315,10.1245,g
41.0677,17.671,g
73.3171,2.8894,g
29.6097,60.281,g
30.8639,16.5212,g
24.7067,75.425,g
27.1388,30.825,g
48.3776,8.3229,g
54.8142,3.8937,g
86.3454,7.0441,g
22.0498,9.097,g
91.2979,2.007,g
25.6103,82.0557,g
17.0805,70.176,g
27.2841,11.6482,g
32.6585,6.5984,g
28.6935,10.347,g
67.2794,0.8667,g
25.7554,0.0002,g
24.5623,77.6551,g
23.8026,20.3915,g
13.4443,83.0514,g
22.1208,63.6052,g
107.219,4.3625,g
23.8423,31.192,g
20.968,19.5113,g
26.9974,38.664,g
18.8638,50.3182,g
37.5297,30.76,g
59.2332,3.6478,g
48.0913,3.2173,g
12.8775,12.823,g
94.0405,2.148,g
30.6718,27.715,g
23.4116,33.2465,g
89.8985,6.8413,g
102.363,0.709,g
45.102,1.2698,g
18.9883,39.2377,g
32.9748,16.2389,g
122.173,2.9702,g
36.4288,43.6107,g
33.3893,38.976,g
96.5965,4.591,g
59.1733,1.806,g
34.105,12.8796,g
23.1306,41.0922,g
34.434,12.113,g
16.9741,51.3957,g
26.3904,9.8612,g
70.0225,3.902,g
33.5218,13.501,g
18.0601,9.44,g
66.0346,2.0758,g
43.2269,26.0548,g
12.367,45.2352,g
23.7753,38.308,g
22.1719,47.5368,g
21.2683,39.8,g
86.0845,1.312,g
60.9957,7.308,g
67.8422,21.905,g
34.4321,80.2965,g
17.9634,37.525,g
29.8615,63.944,g
33.5735,4.3297,g
35.6053,8.714,g
35.225,27.2776,g
32.7696,16.6887,g
41.1027,7.067,g
98.8696,0.812,g
64.6222,1.667,g
29.3966,12.463,g
13.226,84.0609,g
30.5237,55.3074,g
25.1635,15.053,g
38.0313,7.966,g
31.546,40.323,g
43.6408,69.045,g
26.9231,5.887,g
156.301,4.1613,g
30.5634,85.6181,g
35.0877,15.532,g
63.9655,5.7611,g
28.2701,10.181,g
16.7983,19.2365,g
13.0087,18.8501,g
45.0329,38.027,g
81.3469,0.582,g
17.261,48.278,g
36.7943,2.1198,g
30.5117,56.063,g
92.1441,3.949,g
52.6722,7.2741,g
12.9697,76.267,g
43.6057,6.886,g
80.9042,1.267,g
92.2265,5.0667,g
33.3331,8.866,g
63.2448,6.61,g
38.9533,3.316,g
57.1113,1.343,g
23.0347,89.1927,g
34.9412,5.6692,g
43.992,19.157,g
23.4223,18.1523,g
46.1616,8.3129,g
51.326,7.26,g
27.9214,8.915,g
44.2198,22.582,g
24.4523,19.571,g
121.392,2.3568,g
41.7961,55.6702,g
94.0577,1.498,g
39.1574,13.7782,g
49.5412,0.699,g
21.2664,51.8789,g
40.0247,8.8581,g
29.6936,35.5052,g
28.7156,30.192,g
67.2201,5.667,g
27.5215,64.0684,g
56.1918,1.591,g
76.496,6.819,g
39.4806,10.02,g
50.7703,4.232,g
36.369,13.7183,g
75.3228,1.216,g
38.4073,11.4565,g
87.0464,1.215,g
77.1642,7.7247,g
35.7638,60.622,g
29.3108,24.109,g
28.7412,23.5268,g
103.226,0.2615,g
23.4903,0.7529,g
43.2949,0.5486,g
69.4357,4.053,g
56.5201,7.327,g
38.5173,7.331,g
21.9585,19.662,g
20.8088,61.51,g
104.297,0.0253,g
88.7452,3.4725,g
13.0095,63.742,g
41.3562,5.5299,g
12.8442,42.146,g
17.7026,26.508,g
30.9546,6.837,g
21.8031,23.2813,g
77.0229,4.1493,g
33.3944,2.3935,g
26.5225,4.1489,g
38.3092,3.556,g
28.1683,13.937,g
80.1507,0.302,g
77.656,1.213,g
31.0864,32.0528,g
66.0336,6.638,g
40.6292,11.7327,g
12.6472,5.88,g
55.6462,15.151,g
61.8059,3.415,g
35.4559,2.075,g
35.5154,26.577,g
42.9738,11.0611,g
111.755,8.428,g
87.3506,0.156,g
53.1682,13.4803,g
12.5104,81.3693,g
17.7397,3.4241,g
36.651,10.943,g
19.1691,21.6486,g
23.3515,7.2523,g
76.7136,7.946,g
19.8566,75.356,g
39.9972,14.756,g
33.357,15.405,g
28.126,20.468,g
71.6117,5.3775,g
24.6852,7.086,g
33.2811,48.571,g
49.9108,21.104,g
20.2048,6.745,g
46.9382,10.416,g
23.5829,40.6189,g
97.6967,1.141,g
73.7622,17.123,g
38.5491,7.8488,g
70.4372,0.875,g
89.6345,13.8802,g
41.5186,6.997,g
20.2358,7.1029,g
54.3867,2.932,g
20.8375,57.3209,g
39.5097,3.056,g
27.8696,26.888,g
14.3875,20.35,g
23.315,22.0884,g
93.7489,14.3121,g
25.9612,36.498,g
21.9224,63.492,g
22.8654,7.576,g
75.4781,10.617,g
17.3357,22.2335,g
35.4667,1.048,g
29.5677,37.374,g
36.5523,9.364,g
48.0873,18.8033,g
36.852,8.877,g
29.3684,1.9453,g
21.115,62.108,g
25.6047,35.3889,g
12.9396,72.53,g
24.0631,11.6251,g
38.2371,8.6172,g
92.7661,0.1495,g
98.9353,0.647,g
20.0619,54.584,g
28.443,9.0922,g
26.7828,42.8808,g
55.4763,3.086,g
31.1212,4.9423,g
19.7541,86.18,g
27.5364,3.459,g
54.623,11.24,g
19.0315,58.852,g
17.8089,73.417,g
30.1227,11.519,g
27.5225,10.826,g
84.6951,2.2374,g
71.862,1.2638,g
20.1468,30.756,g
23.8297,5.397,g
21.0753,8.393,g
24.6743,0.373,g
24.1407,2.541,g
104.897,11.241,g
27.071,13.719,g
21.2858,50.0471,g
57.6632,0.5765,g
58.556,0.052,g
33.5116,13.848,g
29.9384,22.871,g
44.2737,14.1545,g
13.0085,31.3229,g
34.6616,19.5139,g
69.5501,9.3943,g
16.5548,14.44,g
50.5608,21.156,g
31.5068,7.6688,g
20.0767,71.363,g
12.9627,61.5575,g
28.7277,83.6227,g
41.3581,13.988,g
61.7854,0.2111,g
16.559,0.202,g
28.7649,11.0535,g
47.9344,25.8692,g
88.4501,0.762,g
19.2296,74.6152,g
86.3828,2.5861,g
19.2408,11.0601,g
72.0234,1.133,g
56.5927,0.814,g
17.9289,79.598,g
22.4678,0,g
18.2548,0.535,g
36.833,8.762,g
13.0542,33.5722,g
68.222,8.2019,g
12.7464,69.4336,g
19.7969,77.4,g
24.0218,12.615,g
19.7692,83.8778,g
18.0774,56.6874,g
27.4041,6.4733,g
80.0032,9.041,g
13.7355,38.4018,g
64.3999,8.889,g
28.4409,3.397,g
80.0634,0.57,g
20.1855,65.8,g
82.4652,1.343,g
60.0081,16.397,g
39.9634,10.855,g
37.716,21.8653,g
33.9302,4.7267,g
12.7634,65.0592,g
36.5105,25.1167,g
38.525,2.3112,g
67.191,0.404,g
21.6096,9.9943,g
38.5211,2.0933,g
20.5839,45.687,g
52.7282,8.2437,g
27.5203,57.6127,g
35.7476,13.9774,g
78.4084,5.6934,g
45.952,24.992,g
92.595,0.0787,g
19.3327,3.533,g
100.591,1.0996,g
13.1994,54.0277,g
31.2984,8.988,g
46.2801,50.944,g
32.9203,13.181,g
13.0212,11.8418,g
25.4578,3.363,g
72.3105,0.064,g
33.3319,6.05,g
34.664,0.3188,g
25.867,3.665,g
88.933,2.042,g
20.2889,19.5164,g
19.6238,73.4998,g
12.9298,54.087,g
13.3286,76.331,g
37.0689,2.76,g
66.8153,9.1974,g
46.507,13.3338,g
27.5367,12.596,g
20.1374,28.1582,g
20.249,21.3299,g
13.0995,65.0289,g
38.5118,3.7331,g
19.0738,65.7379,g
22.5982,88.2038,g
13.594,54.213,g
76.1914,4.034,g
26.0756,15.0673,g
17.9276,27.001,g
46.395,9.8102,g
52.8342,1.1826,g
18.6618,45.7173,g
54.0852,1.185,g
52.1461,3.901,g
70.9727,31.475,g
36.2746,2.975,g
23.9177,17.7064,g
35.5642,2.03,g
52.1899,3.139,g
13.0784,37.04,g
86.9843,5.4597,g
22.6202,36.448,g
38.9617,1.5978,g
37.9632,1.7101,g
22.9384,56.2369,g
87.0611,1.5388,g
39.4323,3.7246,g
26.8928,23.821,g
49.257,3.3884,g
52.7057,2.228,g
32.482,9.45,g
89.8999,0.128,g
28.7967,40.092,g
29.1214,27.67,g
27.3093,40.08,g
31.8517,9.621,g
30.5259,36.426,g
119.109,3.444,g
29.6626,8.1489,g
70.4825,4.159,g
83.381,2.332,g
33.2708,43.7444,g
24.6345,54.418,g
105.104,0.3837,g
31.0413,14.111,g
37.149,13.729,g
93.4287,2.8918,g
48.267,40.3788,g
30.2879,34.1383,g
85.2648,4.185,g
28.4877,5.1525,g
38.5289,0.804,g
80.3659,0.0753,g
22.4003,18.907,g
85.3814,1.869,g
34.6176,22.7129,g
85.889,8.2632,g
19.5031,79.386,g
62.6388,4.271,g
20.3985,32.3189,g
29.624,1.1537,g
93.0951,1.18,g
28.4858,40.871,g
12.97,50.6846,g
44.4555,7.651,g
31.4896,73.7915,g
63.7096,0.2853,g
63.5718,11.0676,g
47.3112,0.069,g
19.2775,89.7033,g
33.9347,0.334,g
23.64,46.9385,g
47.3271,2.982,g
76.6657,0.436,g
57.7782,3.0035,g
31.6831,65.85,g
21.7089,3.465,g
17.9896,51.0538,g
26.0686,55.5722,g
24.1038,37.5625,g
23.4503,1.9502,g
17.0613,40.8521,g
13.2142,9.197,g
92.7062,0.9333,g
90.663,0.4799,g
27.0104,11.766,g
85.2587,7.4381,g
20.2655,79.7296,g
98.6242,1.421,g
66.0531,19.589,g
117.408,5.0911,g
53.0133,10.865,g
19.9257,49.8459,g
99.4538,4.5762,g
16.1931,56.5349,g
18.7081,81.6908,g
22.3075,25.035,g
16.8357,39.434,g
22.7184,6.1543,g
12.7459,51.7751,g
22.0241,31.042,g
27.4626,4.914,g
32.9693,12.5002,g
50.6671,0.054,g
96.3755,9.782,g
27.1111,12.4588,g
18.142,42.849,g
99.5314,0.6273,g
49.4834,0.9353,g
33.1611,5.6594,g
17.4375,17.627,g
64.9205,3.321,g
94.7947,0.4788,g
38.0437,14.454,g
37.5766,31.6802,g
26.1343,2.897,g
35.7536,0.226,g
100.011,1.9529,g
57.9816,9.023,g
91.7393,0.0881,g
33.3046,28.9934,g
30.2098,32.907,g
23.145,66.6152,g
32.7643,6.2504,g
104.872,0.604,g
34.737,39.615,g
100.811,3.8175,g
21.5414,42.731,g
15.3363,69.2522,g
28.2001,3.964,g
26.2893,16.7926,g
31.5877,27.155,g
24.4102,4.738,g
61.4663,2.742,g
34.3562,58.6756,g
47.5445,10.21,g
28.085,25.4082,g
12.8789,9.2006,g
21.3368,29.1506,g
31.8418,7.063,g
59.3407,1.3878,g
19.07,63.687,g
18.0866,82.8204,g
18.201,13.241,g
30.7134,25.312,g
94.772,4.109,g
90.3339,2.816,g
51.1771,1.203,g
33.1706,7.608,g
29.2226,5.7595,g
103.335,3.4381,g
76.9673,8.824,g
84.9243,2.532,g
30.3139,30.757,g
19.1651,10.83,g
90.829,1.6314,g
82.1558,0.3795,g
92.5638,2.868,g
17.5048,5.9071,g
23.0412,58.5536,g
47.7753,3.237,g
64.8397,3.332,g
21.044,33.4231,g
86.4015,4.1261,g
33.8469,8.7272,g
43.6138,2.6944,g
42.5173,11.891,g
26.9932,7.251,g
36.2836,1.2146,g
79.9539,17.7108,g
22.3636,9.9173,g
12.9574,43.9589,g
22.5682,35.141,g
25.7193,22.037,g
54.9761,0.276,g
23.6235,12.4528,g
77.8184,7.111,g
21.0994,20.0749,g
38.9577,0.3159,g
25.2301,51.816,g
18.8845,41.771,g
36.939,7.1492,g
45.8043,7.404,g
22.2351,0.427,g
38.5054,18.3976,g
33.4212,2.584,g
36.9557,2.511,g
79.7687,3.5809,g
71.4248,4.457,g
34.7458,1.7171,g
17.2132,36.0888,g
23.531,35.1268,g
38.9699,14.53,g
39.4299,0.04,g
27.7252,12.665,g
26.6852,1.048,g
113.304,3.4161,g
84.0324,1.839,g
64.949,0.76,g
26.0944,13.429,g
29.2277,17.3452,g
70.2288,1.562,g
101.073,4.683,g
35.2052,18.325,g
63.3917,11.228,g
30.9688,69.0844,g
71.3468,8.6575,g
16.5285,11.404,g
41.989,28.063,g
12.9066,27.399,g
12.8056,14.296,g
52.9757,47.954,g
23.8172,10.449,g
28.3406,27.015,g
20.121,37.6063,g
35.0068,2.867,g
49.3016,13.2921,g
16.9777,65.595,g
29.76,6.2206,g
27.4252,25.877,g
19.5635,15,g
73.3751,11.261,g
28.7588,18.917,g
117.783,4.6097,g
37.3888,7.276,g
138.491,3.367,g
25.2228,66.649,g
12.9582,54.137,g
114.806,41.91,g
43.9478,9.4355,g
79.539,1.6851,g
59.4329,9.664,g
32.2731,14.4105,g
12.8319,75.204,g
37.7155,24.5831,g
20.5012,5.932,g
24.0413,87.1172,g
40.1596,0.235,g
40.9029,8.222,g
22.1211,13.9345,g
54.9218,6.312,g
22.8277,53.449,g
34.3559,3.198,g
107.188,2.0941,g
26.4957,57.543,g
66.0494,5.112,g
18.2881,48.0394,g
43.7187,11.6246,g
31.7294,5.534,g
21.099,77.795,g
87.4217,0.3647,g
33.6832,1.573,g
33.2187,9.2908,g
93.4152,4.106,g
68.6236,3.3842,g
90.3223,3.7332,g
42.7735,13.269,g
93.1431,0.4777,g
90.1763,1.523,g
20.7708,72.2425,g
26.0503,16.2105,g
42.6815,5.212,g
47.6871,15.898,g
18.8932,14.71,g
17.0422,11.4165,g
26.5656,57.6366,g
21.2266,24.434,g
22.1311,34.198,g
25.9652,38.236,g
25.5642,13.3833,g
83.05,0.181,g
49.3619,11.961,g
26.8595,3.9848,g
31.9741,7.192,g
27.4601,25.752,g
98.8383,1.0133,g
32.6603,19.681,g
77.4047,4.6324,g
26.0678,12.9637,g
31.5005,31.413,g
32.2851,30.388,g
77.2949,7.626,g
86.3712,2.2074,g
38.4451,7.8286,g
42.2458,15.024,g
48.1296,0.688,g
27.4069,76.05,g
33.9555,10.032,g
12.8594,66.889,g
91.3695,1.9148,g
89.7464,2.036,g
18.8636,0.5504,g
36.673,5.3161,g
40.5572,38.579,g
45.5948,3.5716,g
51.5682,4.1776,g
21.1346,24.195,g
33.9434,13.197,g
44.4396,7.831,g
47.2509,4.787,g
13.0364,89.9026,g
18.7091,0.091,g
27.9238,81.4656,g
33.2576,27.256,g
21.4329,20.7,g
24.1401,11.711,g
18.9069,50.2541,g
19.7981,0.623,g
29.3874,10.789,g
95.0301,1.676,g
36.0107,8.56,g
13.0183,84.3683,g
22.4456,31.0008,g
83.5534,0.4554,g
22.6152,33.3063,g
21.9748,42.79,g
95.2356,5.01,g
44.1203,29.21,g
24.4466,1.8427,g
49.8709,18.1775,g
12.9052,46.8979,g
22.913,18.519,g
28.292,0.26,g
82.7995,0.2339,g
23.1919,34.6018,g
50.2003,12.513,g
27.3361,19.4594,g
33.2471,87.3749,g
23.5602,25.4166,g
52.221,5.096,g
79.7636,6.664,g
24.0767,32.3979,g
91.3305,1.653,g
38.3309,69.7546,g
96.883,3.9652,g
91.1548,4.456,g
73.5065,12.7952,g
33.2899,14.19,g
29.1024,31.366,g
19.2924,68.7907,g
37.7881,7.342,g
12.7235,20.956,g
31.249,22.1785,g
19.7259,7.3544,g
18.8423,79.698,g
22.7298,23.553,g
77.8674,2.451,g
45.605,30.557,g
30.7493,2.817,g
77.0601,3.6339,g
33.4604,4.457,g
18.4342,9.3626,g
17.5265,26.8207,g
85.9865,0.3985,g
22.1393,7.9221,g
33.4439,5.6137,g
24.6165,15.114,g
90.4316,5.117,g
51.7149,3.726,g
36.9017,1.9727,g
30.1452,31.5548,g
34.6531,1.392,g
42.925,15.396,g
40.0416,4.871,g
38.1346,11.418,g
32.0205,5.6933,g
81.5335,3.1709,g
33.3528,8.709,g
77.6825,10.3002,g
25.5917,36.394,g
101.462,8.2623,g
24.0789,22.926,g
97.0342,0.4882,g
22.7264,25.33,g
16.2895,8.8466,g
38.5065,2.37,g
89.6301,4.737,g
95.564,3.2455,g
35.8471,4.111,g
22.0913,21.068,g
89.2198,3.667,g
24.1838,52.1482,g
90.0781,3.343,g
21.8676,17.2981,g
25.8419,1.8424,g
22.2045,0.3559,g
87.1434,7.3785,g
87.3349,0.7025,g
22.914,16.4346,g
34.2306,1.3814,g
28.5443,11.3856,g
21.173,62.166,g
33.8305,12.0413,g
29.8905,45.781,g
30.3038,66.074,g
21.128,1.3953,g
35.8929,0.583,g
38.0902,25.6015,g
67.9088,5.515,g
24.908,0.8302,g
38.6668,6.4438,g
123.466,54.6896,g
61.7465,7.795,g
39.799,2.609,g
27.028,65.9551,g
46.5688,10.39,g
33.1342,22.9622,g
72.8506,5.5282,g
83.2569,0.347,g
59.1921,4.605,g
29.9259,0.255,g
28.0209,27.3043,g
36.9048,1.8977,g
44.2753,14.118,g
101.046,0.4197,g
21.7283,32.7666,g
20.7262,14.549,g
110.1,0.204,g
12.4051,7.605,g
18.5136,11.74,g
13.1698,78.186,g
20.2649,19.359,g
25.2997,3.762,g
16.1144,79.763,g
52.2552,0.282,g
22.7982,10.6855,g
88.7937,3.9201,g
107.484,1.759,g
16.3876,39.7158,g
29.477,78.0997,g
86.9253,7.553,g
23.2631,4.1919,g
24.9913,19.6425,g
29.7355,30.9438,g
23.5281,24.368,g
14.6323,74.7762,g
87.024,0.279,g
38.2553,1.2447,g
63.7733,0.9347,g
26.4178,52.269,g
63.3379,5.324,g
19.2855,74.888,g
56.6218,1.0356,g
18.1621,56.812,g
17.9821,23.651,g
19.6229,10.1102,g
102.077,4.3488,g
88.1093,8.618,g
83.0728,0.054,g
25.9963,85.2337,g
36.2607,17.205,g
47.8668,1.5342,g
33.3414,3.355,g
21.3507,41.9953,g
42.7448,8.9172,g
12.7729,35.8442,g
19.0268,24.686,g
27.3592,51.723,g
52.4436,3.3763,g
33.7126,25.544,g
28.1793,10.836,g
78.855,6.0893,g
60.7647,1.649,g
46.2189,66.846,g
21.0039,16.0043,g
19.1519,42.99,g
37.1859,5.3784,g
72.1161,15.2695,g
19.786,5.495,g
150.978,55.18,g
96.8446,0.7867,g
77.6918,3.9967,g
21.833,19.3319,g
29.6542,25.558,g
28.8917,56.263,g
18.794,35.5834,g
65.6203,2.733,g
20.6238,4.327,g
79.1032,8.208,g
35.7106,3.921,g
26.2117,0.9552,g
13.2703,42.1949,g
30.3331,0.9075,g
68.0121,3.9746,g
18.2067,49.5821,g
27.0374,10.628,g
20.9491,40.656,g
41.0274,11.5205,g
71.6335,2.98,g
18.2804,47.0022,g
28.9203,18.6016,g
44.9509,34.735,g
21.6457,30.9668,g
18.9505,6.2819,g
75.2453,11.2356,g
24.7193,61.8883,g
83.3679,0.914,g
20.9825,69.7,g
95.6747,3.175,g
38.3448,0.1899,g
82.4094,0.617,g
19.6663,21.319,g
29.3411,30.2038,g
15.0587,25.9856,g
56.428,30.919,g
25.1684,53.537,g
30.3572,5.4315,g
