@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,7,9,11'

@attribute FLength numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
31.4487,-9.897,21.501,g
41.8364,32.9319,20.879,g
47.7028,44.2164,7.4038,g
66.2175,56.5129,17.6995,g
32.9432,21.9612,4.0575,g
34.5434,7.9539,12.0162,g
23.9415,-7.9387,59.7983,g
45.19,27.3732,3.79,g
27.1725,12.4372,75.9321,g
21.1612,-12.0341,52.3913,g
196.051,215.894,40.5414,g
25.4265,-18.7435,69.976,g
32.8082,-12.0691,32.3945,g
29.4778,14.0597,16.05,g
21.4712,15.0278,62.3507,g
20.0503,-11.4259,4.075,g
19.628,15.3736,14.1914,g
18.3365,7.2312,25.8546,g
40.5724,-28.6802,9.5707,g
21.6252,12.7579,13.3261,g
94.923,89.4115,0.4546,g
24.7188,17.8681,46.523,g
21.1549,-12.1386,48.4901,g
33.368,-28.6138,6.1441,g
47.334,-22.5711,0.04,g
56.6255,43.4081,5.3505,g
13.0246,5.8998,81.1239,g
83.2096,84.5229,15.7003,g
72.8506,36.1146,5.5282,g
33.8469,20.7403,8.7272,g
21.1123,-8.156,75.2845,g
31.6835,21.9645,14.9066,g
19.967,12.7246,12.325,g
60.2423,-48.0945,30.2907,g
28.4681,-14.6775,23.221,g
76.5398,47.8438,2.2453,g
19.1694,-11.7821,6.4218,g
80.171,65.0741,1.0298,g
41.7024,-12.671,5.5843,g
56.3338,22.5169,2.257,g
78.3789,73.7662,0.9648,g
40.22,24.4136,7.1523,g
34.7035,23.6089,5.354,g
29.4591,-16.443,15.514,g
12.9816,5.4531,0,g
18.8065,13.504,36.1365,g
27.3072,25.0137,61.037,g
20.8531,-9.9218,33.4715,g
20.3792,15.2462,55.157,g
52.1834,37.1666,1.5526,g
21.3368,11.0213,29.1506,g
70.7657,-40.0712,8.261,g
35.9742,33.5526,9.2464,g
124.496,98.4828,88.582,g
32.9875,-6.4855,7.5903,g
32.482,-27.8162,9.45,g
28.1945,19.4556,24.601,g
105.761,87.7162,7.614,g
53.2598,22.8047,0.076,g
66.0574,37.3598,11.302,g
45.041,18.7778,11.531,g
58.3577,45.0066,3.804,g
19.8566,19.2436,75.356,g
48.714,29.3849,8.5106,g
17.6926,7.9581,15.1814,g
32.9368,25.0526,23.5489,g
46.9591,33.523,4.533,g
32.7206,26.3171,36.3443,g
28.0633,24.2691,7.147,g
35.8304,-30.1669,13.0951,g
16.8357,5.6097,39.434,g
35.4367,21.927,44.6921,g
26.0797,16.4528,59.946,g
53.6822,-14.1855,0.164,g
21.7075,-17.5153,15.7756,g
24.161,18.4406,24.558,g
28.1929,-10.0999,16.099,g
29.8697,12.4539,62.887,g
87.8735,72.916,0.1348,g
33.0788,27.7357,2.2025,g
24.5474,0,81.1632,g
43.2532,25.5152,5.1857,g
15.2121,1.4138,34.78,g
22.6754,10.7875,9.329,g
38.3092,26.6739,3.556,g
140.384,94.3209,6.363,g
74.1891,73.5357,7.5825,g
62.6301,50.2173,1.4085,g
122.273,95.3013,1.3933,g
87.9511,41.8274,2.554,g
72.0438,60.8466,8.348,g
20.0155,9.718,3.954,g
39.8149,24.4317,7.0048,g
51.3222,49.4474,5.6174,g
94.9244,58.973,1.23,g
200.408,-198.867,43.2002,g
40.9252,26.9007,16.3084,g
86.8732,53.7919,2.192,g
26.0622,20.4193,23.344,g
58.5298,46.2905,7.0009,g
42.023,24.7411,8.047,g
29.9042,-14.9016,27.191,g
80.6936,82.165,0.913,g
101.699,66.8123,0.905,g
53.1485,49.6044,39.6204,g
47.8015,38.5207,5.3538,g
20.9288,13.585,16.771,g
90.3072,88.7649,0.85,g
26.5806,22.5027,4.9083,g
25.2031,19.7166,24.927,g
82.4208,27.6817,0.0258,g
45.2067,43.4701,17.765,g
46.4092,15.7034,1.1638,g
28.5056,-25.5155,11.59,g
64.8912,55.0638,4.8939,g
97.9319,83.731,14.18,g
58.1344,62.9897,4.935,g
61.1987,-41.4037,2.402,g
81.924,67.9563,4.2963,g
24.7396,-11.697,20.6015,g
40.3361,19.472,12.26,g
31.0537,-3.7856,20.914,g
61.3352,-29.4839,9.634,g
68.2762,71.3691,53.6537,g
21.0987,-17.2609,22.874,g
24.3893,20.1263,35.974,g
19.4671,17.5085,16.8715,g
122.418,88.4561,3.236,g
72.6772,60.2754,1.7119,g
38.7785,16.4567,6.554,g
76.994,47.499,16.9967,g
40.6756,9.0297,15.426,g
40.1473,15.3918,25.601,g
23.2925,-17.003,88.8305,g
12.9052,-3.3364,46.8979,g
31.7448,-17.9218,13.374,g
24.7546,14.9656,20.6302,g
26.7563,-8.7621,44.479,g
17.4908,-6.1257,68.7191,g
82.9855,112.071,16.4022,g
20.1648,9.4557,65.121,g
35.2422,-17.9827,17.504,g
13.1758,-9.0779,5.341,g
36.2882,28.7377,0.1809,g
45.5285,21.9637,6.511,g
64.3131,62.0226,6.749,g
25.6227,-20.7348,6.37,g
20.2208,-18.365,38.769,g
33.4366,17.6401,4.5456,g
37.7137,37.6813,25.831,g
96.883,77.5127,3.9652,g
21.9551,10.1775,77.9057,g
25.5659,17.7941,9.1817,g
33.3489,-21.5264,43.507,g
34.7897,21.2607,29.8189,g
33.865,9.6728,3.6166,g
73.0543,38.1127,1.1614,g
19.9926,16.3239,12.7719,g
20.5417,15.8398,20.5917,g
24.4936,17.4468,46.942,g
74.7955,56.5462,7.468,g
25.464,9.683,16.026,g
90.2691,81.5023,1.1204,g
17.7026,12.0049,26.508,g
22.0402,8.7313,14.3447,g
18.0214,-9.0283,0.8832,g
24.6345,11.5547,54.418,g
25.6488,13.6926,24.9539,g
18.1377,10.4913,63.186,g
18.2881,-7.229,48.0394,g
29.7368,-16.8538,43.616,g
65.739,41.4762,2.7714,g
16.9619,-5.5395,82.7575,g
21.887,-9.3553,24.1247,g
43.3688,29.2243,0.3246,g
93.0262,84.4747,0.2526,g
71.8727,77.4821,5.923,g
65.524,35.69,5.325,g
13.0784,6.3717,37.04,g
104.577,85.8523,0.111,g
50.5321,53.0803,3.431,g
12.6365,-9.2812,39.212,g
71.1997,50.7503,8.079,g
25.0728,13.5173,0.0003,g
80.8324,53.8102,6.6579,g
25.4788,-13.3878,87.3998,g
30.0267,-23.5485,39.1621,g
23.2007,-17.1035,30.7414,g
24.3145,-13.3284,25.4615,g
67.9645,71.8958,10.2801,g
26.9333,9.9184,32.125,g
72.3105,46.8973,0.064,g
42.2999,23.1308,11.1493,g
33.6189,-20.1952,11.7369,g
62.6891,50.0666,11.0895,g
12.9582,-6.9409,54.137,g
49.3869,35.3383,5.7179,g
26.52,15.1124,82.1614,g
34.7947,-27.7421,5.3643,g
48.2341,43.8847,3.616,g
36.9483,-12.4211,14.432,g
84.6457,-52.6508,2.259,g
20.8872,-12.1762,10.3786,g
21.5141,11.4758,10.089,g
21.6479,5.1288,45.725,g
19.9609,17.3875,9.768,g
70.6864,68.5888,28.0147,g
22.4992,19.508,26.9489,g
19.9964,14.8267,3.6905,g
58.8321,46.0111,4.0456,g
57.1241,-42.3854,30.645,g
18.5571,8.6021,13.1194,g
13.0074,-6.2722,79.7945,g
19.7354,10.1606,10.303,g
90.3742,76.4386,3.825,g
24.0709,24.6717,16.2665,g
60.4789,-17.434,1.7725,g
23.8423,12.8007,31.192,g
18.5317,-9.7754,26.6697,g
53.7352,-41.3524,11.7065,g
40.5427,25.2336,21.1203,g
30.0924,18.4689,29.8227,g
19.0828,-11.6511,25.011,g
24.2936,12.6444,45.4214,g
99.4538,99.3681,4.5762,g
52.5477,37.5718,21.5382,g
23.6261,6.9804,10.738,g
35.5185,12.056,0.6684,g
19.2345,20.0434,40.554,g
44.5474,31.0484,0.154,g
26.8717,-14.7538,1.8311,g
121.54,90.6037,2.8134,g
25.1234,-5.4408,31.6991,g
44.3541,40.8231,17.919,g
61.2374,22.8039,3.501,g
121.392,90.5677,2.3568,g
94.8262,51.842,0.5894,g
36.2372,12.1443,6.444,g
21.1077,-7.9365,2.867,g
44.1319,4.2475,21.324,g
18.9497,18.0688,17.1957,g
41.2412,18.4922,19.4837,g
46.3078,29.7448,7.0274,g
35.3773,10.2385,0.881,g
24.3751,-12.8979,45.8112,g
29.0856,-17.5067,16.421,g
17.7349,-8.9601,88.7458,g
93.4579,72.5024,3.195,g
38.4073,-25.369,11.4565,g
23.2801,-5.4486,49.586,g
30.3025,-25.0872,88.4244,g
26.3916,-11.195,22.2594,g
24.5405,12.2024,18.785,g
33.5349,17.9121,7.815,g
56.2513,45.2993,9.9628,g
16.8917,-4.8717,73.5609,g
18.2475,-13.079,14.9667,g
33.3308,-23.9989,22.93,g
26.1083,12.6018,17.658,g
57.111,62.9231,39.9411,g
80.0032,64.7447,9.041,g
23.3283,-9.4313,0.663,g
97.7238,55.8828,15.162,g
37.0371,21.3278,3.198,g
79.196,50.0443,7.135,g
73.1241,77.1818,4.018,g
29.8194,-19.8816,2.141,g
24.6754,10.1589,15.901,g
39.191,22.5502,2.5603,g
36.5312,17.0686,7.0737,g
20.7138,15.8454,69.608,g
51.5578,51.5694,5.498,g
28.9203,-27.9037,18.6016,g
28.8038,9.7648,37.1524,g
37.5053,-26.1547,8.6201,g
56.8011,47.6896,8.732,g
49.2796,31.771,3.414,g
13.0542,5.4015,33.5722,g
16.8342,-5.9263,26.726,g
12.6726,0.8645,17.1657,g
26.0064,-21.4564,61.5717,g
19.5478,12.8937,34.761,g
95.4981,62.5676,4.0081,g
76.496,48.7944,6.819,g
27.071,-18.4356,13.719,g
72.6769,65.5995,3.096,g
26.4332,-8.1889,5.3365,g
25.8138,-20.2511,7.007,g
22.3842,-12.5413,13.5342,g
39.143,30.7892,9.903,g
22.7698,5.6998,15.1204,g
45.3779,56.1975,2.4183,g
110.144,94.1436,2.5168,g
40.6745,28.3861,46.5742,g
86.2434,46.552,1.149,g
88.7937,81.4294,3.9201,g
21.1253,11.6624,30.572,g
106.05,61.4413,1.987,g
61.7795,51.2115,19.254,g
73.7474,66.6962,0.6057,g
29.6483,24.4667,21.2221,g
18.5164,3.8863,82.9909,g
41.9013,-27.4963,4.6235,g
59.5007,40.9948,4.6349,g
18.1641,-9.8466,14.3451,g
37.9977,20.436,5.49,g
149.37,133.671,4.2585,g
84.545,28.5247,3.034,g
24.5536,-17.6015,12.362,g
35.7106,10.6385,3.921,g
85.054,77.7161,2.82,g
74.8373,53.9904,0.1197,g
18.8834,-10.8397,57.86,g
44.7138,-32.5076,3.3443,g
99.105,78.408,0.365,g
22.5472,-15.4424,31.7443,g
20.8593,14.8941,63.211,g
24.336,-14.6566,49.742,g
36.0925,-13.8353,29.33,g
34.6531,-20.4525,1.392,g
31.8375,-11.9508,8.675,g
26.5659,-21.218,10.0413,g
17.3613,4.226,24.043,g
28.8332,-13.0092,5.8995,g
64.1939,36.1055,1.1672,g
37.6967,14.3082,0.0179,g
25.5805,-8.2515,1.8043,g
38.5556,17.4825,2.5917,g
21.023,16.4509,26.38,g
23.9796,18.0255,2.3258,g
24.657,13.2603,1.87,g
67.6011,31.6754,1.37,g
20.1095,-11.2912,13.961,g
39.9972,36.3041,0.851,g
23.4858,13.0915,19.341,g
31.966,-16.7435,10.655,g
23.4116,-13.7171,33.2465,g
23.7895,17.3998,14.87,g
33.9828,25.2116,23.745,g
30.9994,24.7028,53.453,g
45.6756,38.5015,6.4023,g
41.6749,41.236,0.5379,g
22.3944,12.2481,45.6085,g
102.704,74.9095,1.4659,g
57.999,-55.5729,0.2621,g
81.0534,69.3393,2.714,g
108.727,78.3485,2.923,g
12.8449,5.0576,51.2589,g
87.0313,-38.9557,4.282,g
12.9993,-2.9654,77.453,g
34.4853,13.2609,4.916,g
35.914,18.594,1.746,g
26.0427,21.9824,31.443,g
51.2705,50.9475,1.0728,g
20.5116,-6.0133,17.229,g
51.1033,29.0547,3.2945,g
24.1291,17.1422,40.0613,g
48.4923,28.1506,5.684,g
40.634,36.9166,7.9894,g
20.2048,11.3404,6.745,g
65.9296,58.0618,2.038,g
17.0805,-5.2722,70.176,g
40.3164,25.2477,5.5798,g
76.5021,73.1186,15.8142,g
20.968,-12.731,19.5113,g
55.4407,51.074,5.035,g
20.7843,11.9971,16.093,g
26.175,18.0403,45.296,g
21.9209,17.1779,8.3521,g
22.793,10.0263,9.132,g
27.5751,20.4932,0.8311,g
20.6633,-13.0538,36.1992,g
20.4253,18.8672,71.07,g
63.4296,45.827,5.5364,g
83.6943,67.6436,7.9368,g
20.0697,-19.2816,13.7302,g
55.48,54.2556,32.222,g
30.288,-17.866,26.8446,g
44.2587,-17.2116,2.5856,g
40.5301,32.5462,26.9369,g
31.1721,9.5701,46.111,g
25.6681,-14.9176,1.1917,g
35.725,17.4195,5.079,g
20.3391,11.8225,27.7838,g
79.8632,63.4069,16.3555,g
34.6876,-18.9013,12.095,g
34.6851,23.7164,13.672,g
95.0375,54.5855,5.2528,g
56.0181,29.0766,11.5618,g
12.9651,-6.9602,32.5129,g
17.497,-1.0474,18.256,g
19.6098,16.9706,5.895,g
28.1608,19.821,9.4205,g
27.5557,-12.1441,21.3825,g
18.2437,-3.9872,68.354,g
27.6075,-8.0901,2.676,g
27.4069,-14.929,76.05,g
40.5589,-25.6831,18.3581,g
92.5558,58.0334,4.893,g
29.6104,-13.7042,53.624,g
93.06,72.1375,0.558,g
35.7533,-18.5923,4.507,g
80.6253,68.8006,1.804,g
26.6585,16.2574,2.148,g
22.4003,-14.9306,18.907,g
122.595,19.0332,10.239,g
92.9002,71.7958,1.324,g
72.0033,74.3933,0.346,g
42.6815,38.7058,5.212,g
31.6299,20.5005,16.007,g
18.8638,12.3037,50.3182,g
37.8264,24.7203,8.9491,g
80.2483,65.6409,0.646,g
12.9881,-4.6937,85.6648,g
12.9795,6.5432,49.544,g
26.5291,21.35,1.578,g
26.0965,-14.3983,17.638,g
67.4572,71.0193,2.653,g
46.7818,31.3517,7.6187,g
31.9028,19.945,6.9052,g
42.2458,32.072,15.024,g
36.6371,14.5003,15.401,g
40.8289,21.1676,26.798,g
26.1559,21.9484,61.282,g
19.5014,-12.526,27.644,g
31.9573,26.4456,4.0232,g
27.9238,17.6725,81.4656,g
20.947,4.5452,34.4932,g
60.8973,20.1166,0.411,g
42.4526,25.7461,11.9391,g
95.2785,76.4394,4.9547,g
34.8445,12.8881,5.8769,g
41.8803,29.4729,2.2801,g
67.0577,31.277,7.3095,g
18.0601,13.7742,9.44,g
38.4109,26.2921,0.167,g
27.9879,-19.2604,6.261,g
20.2318,10.165,78.633,g
100.185,93.13,3.049,g
23.3113,-18.9766,82.0579,g
12.9223,7.5715,82.7517,g
13.0893,4.5016,9.8482,g
24.8621,25.0444,30.876,g
21.0144,4.76,80.0502,g
22.4037,-3.59,34.361,g
109.535,93.7827,6.105,g
69.4337,25.8116,9.5359,g
56.1006,46.3455,12.322,g
17.4089,-14.4532,86.211,g
46.5667,41.5627,13.249,g
29.4021,-26.2285,11.165,g
12.4051,-10.5871,7.605,g
32.9693,22.6908,12.5002,g
49.9467,43.2372,19.672,g
95.564,73.0055,3.2455,g
60.9588,45.9043,3.7653,g
37.7416,19.824,10.813,g
23.2704,-19.7611,12.99,g
13.1584,2.6508,63,g
35.8288,14.305,17.2831,g
48.7285,55.2506,49.3474,g
114.412,84.6258,4.901,g
28.8127,-16.4207,31.937,g
16.8421,7.4135,23.812,g
31.3403,19.198,43.5443,g
82.9625,72.8936,0.1512,g
30.1559,26.6561,17.775,g
18.257,13.644,46.9799,g
92.9405,68.7176,4.7062,g
