@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1-3,9,11'

@attribute FLength numeric
@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
48.6283,12.739,2.7486,2.809,g
114.476,10.5387,2.567,1.1708,g
22.4791,16.8116,2.4472,30.8451,g
25.3811,15.8935,2.7616,37.555,g
28.0209,18.9925,2.8021,27.3043,g
49.4822,16.2215,2.9398,3.8218,g
20.1522,14.6778,2.5575,14.451,g
20.7922,7.1641,2.0233,6.786,g
81.5279,36.3071,3.5589,0.151,g
18.9583,11.9321,2.3483,38.2,g
123.466,25.1281,3.2926,54.6896,g
36.6884,13.5799,2.7478,9.283,g
50.6386,19.9415,2.7896,14.5598,g
65.6203,30.689,3.2445,2.733,g
101.939,25.2899,3.1725,9.836,g
61.7197,29.9904,3.3175,1.32,g
66.0687,20.3533,2.9643,5.369,g
17.5926,16.034,2.2175,34.553,g
45.0186,17.2847,2.8848,8.59,g
59.4407,26.0793,2.9734,5.836,g
32.5446,17.6636,2.7007,12.117,g
13.2147,10.4235,2.1917,58.2994,g
55.2401,25.4326,3.2,8.2751,g
68.9088,26.5542,3.3161,0.7358,g
21.4296,16.7983,2.5397,12.4053,g
61.1326,19.6959,3.2777,6.887,g
13.1462,10.9455,2.1055,55.1153,g
38.229,16.5916,2.5308,3.7101,g
59.8099,30.7612,3.7199,1.0275,g
66.8196,22.9146,2.7202,6.014,g
56.7107,17.0717,2.749,2.489,g
67.8366,28.4716,3.346,21.3936,g
19.0602,12.4033,2.437,9.3668,g
46.6663,21.6453,3.2398,3.1992,g
28.2195,16.0469,2.6133,12.214,g
33.3772,13.2521,2.5993,9.2004,g
12.8548,9.5385,2.2867,73.8778,g
39.2466,24.2978,3.1817,18.4082,g
44.7045,15.4495,2.5694,13.3324,g
31.7333,28.3887,3.216,35.2665,g
29.6407,17.2199,2.9619,26.1855,g
21.6948,6.8708,2.0846,23.451,g
53.6432,20.8631,3.2208,2.6359,g
83.3164,22.8416,3.2398,2.39,g
34.1382,0.0047,2.2405,0.0002,g
50.7517,25.7097,3.3698,6.392,g
27.4977,18.0857,2.5623,76.155,g
63.7085,38.5389,3.3946,28.387,g
26.8792,9.6096,2.3664,14.7135,g
21.9086,16.4167,2.4257,50.2519,g
17.9821,10.7309,2.3032,23.651,g
39.0778,11.1994,2.6325,11.3232,g
53.3069,23.6018,3.028,1.762,g
22.971,18.99,2.6712,53.939,g
19.2624,18.1898,2.4158,56.5669,g
100.5,23.4542,3.3883,2.3248,g
73.8934,40.0651,3.6079,3.9424,g
41.2127,25.0323,3.0426,9.425,g
21.2664,15.6519,2.7033,51.8789,g
50.4557,23.2869,3.1229,7.6353,g
18.8589,11.6242,2.4091,13.872,g
24.6949,14.1549,2.534,1.696,g
35.2694,10.6241,2.5472,13.316,g
23.2889,15.7807,2.5593,23.325,g
35.5642,16.9976,2.7164,2.03,g
18.1398,10.6219,2.2148,35.2731,g
53.7411,15.5309,2.78,26.16,g
39.9736,26.9678,3.4241,9.6193,g
28.3406,18.176,2.4409,27.015,g
37.1211,19.3785,2.7431,11.929,g
28.7647,23.9383,2.8106,1.126,g
56.8471,17.1351,3.0181,22.2377,g
36.0591,20.1264,2.9941,17.968,g
19.1106,16.0598,2.6609,19.125,g
114.331,44.5018,4.1676,2.109,g
95.5597,27.2877,3.0519,0.669,g
60.5182,13.3571,2.6799,0.565,g
57.7781,19.0184,2.9143,0.5243,g
95.7802,39.2607,3.5245,8.2692,g
17.4309,11.0903,2.3304,66.1157,g
15.4038,11.6905,2.3927,13.4796,g
23.1363,13.5366,2.3627,3.438,g
37.2558,17.8501,2.7226,14.8817,g
28.4409,20.246,2.7723,3.397,g
42.1493,15.5688,2.9877,5.9184,g
41.3581,22.8099,3.1327,13.988,g
24.5528,14.5928,2.7376,37.199,g
55.1999,17.4642,2.7114,1.676,g
46.2936,24.4211,2.9513,1.192,g
66.6014,23.7963,3.0992,2.4355,g
39.0441,27.4169,3.2453,25.577,g
102.45,27.5832,3.0728,9.451,g
51.5423,17.1957,2.4456,37.141,g
48.9754,20.5578,3.1452,1.66,g
44.9886,24.3943,3.065,6.065,g
19.9501,7.3538,2.0846,4.317,g
65.7368,32.8299,3.332,11.6143,g
13.3786,10.4786,2.2516,77.826,g
21.4143,6.4432,2.1383,81.9378,g
31.1073,14.7015,2.534,22.259,g
58.8451,25.102,3.3036,0.5904,g
64.5569,12.6296,2.658,1.1676,g
17.9263,10.6429,2.2765,52.3308,g
21.3241,10.3572,2.2227,40.3954,g
87.8596,25.2067,2.9337,4.4324,g
41.6067,10.5486,2.4639,8.17,g
93.1431,30.2204,3.9876,0.4777,g
20.9599,7.1434,2.1255,27.138,g
86.3172,27.7342,3.3879,0.897,g
78.7682,28.2616,3.5831,2.3175,g
40.3332,14.9522,2.7279,5.2049,g
59.9876,13.9983,2.772,5.453,g
26.2244,13.1076,2.639,4.845,g
25.8842,18.8781,2.5085,23.417,g
112.238,33.4058,3.252,0.9466,g
67.1152,35.1811,2.7969,40.61,g
23.2215,12.8403,2.5735,4.861,g
24.3133,10.2983,2.4464,1.8092,g
12.9506,11.3156,2.1319,13.5225,g
34.1537,17.1755,2.7139,2.561,g
26.6089,12.1289,2.4728,1.407,g
31.5555,15.492,2.4691,37.3817,g
18.1548,10.5822,2.2967,89.6759,g
29.7378,12.0744,2.5821,14.908,g
29.7001,14.132,2.5099,43.4617,g
28.2507,17.084,2.5447,1.282,g
31.693,12.2546,2.5296,10.5089,g
97.0342,32.9848,3.9343,0.4882,g
34.0176,21.5451,2.98,2.68,g
112.704,75.6026,4.3784,6.2016,g
33.1165,14.9345,2.4807,5.7762,g
30.3038,10.7505,2.5205,66.074,g
26.0078,7.2405,2.2405,22.151,g
38.715,16.281,2.6744,22.3013,g
33.6096,24.4123,2.8466,51.7341,g
28.8217,17.2907,2.8007,3.879,g
26.9108,15.4333,2.6498,25.6089,g
26.0561,12.0224,2.4969,2.8978,g
38.1645,17.8593,2.9206,22.441,g
36.9932,11.4585,2.6513,4.1823,g
35.8348,17.3889,2.9355,3.335,g
52.4604,17.8922,3.2099,8.145,g
29.8259,18.3705,2.6186,14.0382,g
64.587,28.563,3.4475,1.926,g
51.5363,14.1394,2.8072,11.399,g
26.2642,19.6444,2.6395,26.944,g
40.7886,21.025,2.736,5.9571,g
45.5534,16.0162,2.4601,25.26,g
43.3619,12.2234,2.6004,0.5462,g
40.9491,13.9738,2.7059,8.5585,g
25.1635,16.3015,2.6304,15.053,g
104.672,39.6681,3.8711,1.3782,g
58.6548,24.3642,3.4442,1.0525,g
23.6245,12.651,2.5478,9.529,g
26.1936,11.8624,2.5922,27.5998,g
28.1035,17.4216,2.608,13.183,g
25.2883,13.4475,2.4742,8.2049,g
64.581,22.5359,3.1695,2.8079,g
33.353,15.1927,2.499,23.7489,g
54.9761,12.1803,2.7372,0.276,g
26.3839,18.5882,2.6258,18.9656,g
32.1883,26.3732,3.0918,13.5301,g
49.5572,19.5345,2.8609,8.1095,g
13.0339,11.1611,2.081,86.3258,g
68.9306,27.332,3.1948,1.9026,g
29.0922,18.628,2.8222,16.05,g
61.9571,18.1076,2.7147,3.3863,g
78.1577,33.4577,2.9393,7.323,g
35.0826,11.6809,2.7016,4.466,g
19.6809,9.5937,2.2455,0.018,g
25.254,0,2.1746,81.0836,g
49.8661,15.8174,3.1372,0.8914,g
30.8683,12.4992,2.3918,28.222,g
28.5443,9.8997,2.3901,11.3856,g
43.6057,24.0398,2.9358,6.886,g
46.2432,24.7377,3.1988,8.99,g
30.925,10.3404,2.4928,6.255,g
68.4217,19.7064,2.7566,13.5339,g
103.083,11.9106,2.4757,68.039,g
21.8457,11.0584,2.1732,56.5082,g
30.1961,12.5842,2.2504,79.825,g
32.3481,22.0511,2.9009,5.851,g
86.3828,40.1229,4.0581,2.5861,g
40.6884,11.1535,2.7235,6.2944,g
102.337,44.0007,4.2258,3.2,g
46.1392,24.2704,3.2414,3.1433,g
31.9219,17.0278,2.6566,0.0524,g
34.1859,14.1638,2.3655,8.894,g
26.15,7.2096,2.3032,29.3444,g
64.355,22.534,3.1313,6.0676,g
47.4505,24.8044,3.3788,3.357,g
36.1483,21.5701,2.8445,13.2839,g
19.1054,10.9195,2.3139,27.662,g
18.6383,13.9393,2.6435,36.155,g
74.7173,27.7138,2.9001,10.598,g
56.5458,19.5469,3.1081,1.1326,g
21.5929,12.4539,2.3512,58.329,g
30.1393,12.6966,2.673,24.192,g
41.4518,12.2506,2.6707,32.8027,g
35.9312,22.143,2.8136,15.5754,g
22.3784,19.1658,2.6498,27.0844,g
26.456,18.0344,2.7749,27.768,g
46.2842,25.4463,3.1094,5.452,g
29.8384,12.1334,2.3729,1.575,g
41.1201,32.9111,3.397,84.7514,g
51.3033,25.6944,3.2916,9.668,g
38.8804,11.9079,2.6994,3.533,g
24.9766,15.7262,2.5635,2.298,g
21.4177,6.6608,2.1123,38.6953,g
31.3847,13.2101,2.6561,55.967,g
35.0856,17.7549,2.9217,19.8801,g
46.5349,16.8051,2.9978,8.698,g
13.0133,10.5199,2.2188,31.914,g
62.7921,25.7291,3.3498,2.477,g
26.9196,17.5294,2.6684,7.9478,g
25.812,10.1488,2.2956,37.8541,g
21.974,11.53,2.3201,23.452,g
57.4339,12.1793,2.5478,11.365,g
57.4424,38.099,3.718,3.1991,g
75.1882,18.6423,2.9571,1.253,g
71.912,18.1349,3.3059,0.738,g
25.4223,0.0038,2.1383,26.188,g
74.2393,23.5248,3.2633,3.5078,g
58.0322,22.3142,2.8834,30.337,g
33.5981,14.042,2.7756,16.463,g
28.6949,10.4523,2.3149,19.258,g
26.7641,19.6261,2.5563,32.534,g
98.719,26.9246,3.2377,0.8402,g
32.8822,20.0957,2.5563,8.007,g
24.0471,14.086,2.667,31.0402,g
56.6077,24.9021,3.568,2.4729,g
16.8461,11.1648,2.4683,31.5053,g
12.8465,11.3958,2.0986,67.814,g
41.4527,17.1977,2.8606,9.14,g
78.0691,27.809,3.3742,0.916,g
28.7649,8.2457,2.2553,11.0535,g
28.0588,17.4177,2.7214,28.4823,g
38.1346,17.4613,2.7853,11.418,g
18.5062,10.158,2.2967,0.3676,g
36.081,14.6095,2.4586,4.7156,g
71.5533,20.3187,2.7997,5.421,g
27.4986,6.9559,2.2279,43.9124,g
35.2375,9.4788,2.4265,11.053,g
86.9287,23.861,3.0147,2.3402,g
40.0276,31.8033,3.4876,19.335,g
46.9198,22.8517,2.9428,4.2278,g
69.0334,24.6446,3.514,4.914,g
91.7393,31.0841,3.6453,0.0881,g
22.6135,10.6883,2.1931,10.7152,g
48.8411,20.0339,3.2675,3.1548,g
100.408,49.8281,4.2939,0.217,g
31.8413,10.5839,2.3775,14.307,g
43.5404,12.5695,2.525,9.6758,g
17.7397,17.0523,2.4807,3.4241,g
12.8,11.5493,2.1383,63.8866,g
18.8077,10.0508,2.3579,6.865,g
88.6236,30.5744,3.3852,0.77,g
93.9755,27.7106,3.6192,0.7124,g
15.0587,13.4775,2.3997,25.9856,g
31.5762,20.5726,2.7597,0.549,g
76.4663,20.0737,3.231,4.4052,g
39.5009,15.263,2.6656,2.265,g
25.6468,22.5865,2.7493,3.2549,g
20.4263,7.1947,2.1833,68.4478,g
51.9989,18.7027,2.6508,11.322,g
20.973,9.2866,2.281,6.917,g
79.1886,22.9409,3.273,2.6,g
44.0512,17.9755,2.8621,3.4161,g
51.7157,24.1009,3.0469,10.8389,g
28.582,16.8035,2.7304,52.8284,g
21.6757,12.5449,2.3829,42.3811,g
19.3209,10.0193,2.3711,62.041,g
42.3207,15.5822,2.8439,9.1652,g
84.2237,27.3557,3.455,0.0759,g
85.3384,17.7218,2.6355,4.915,g
92.3071,34.2421,3.9473,0.0972,g
101.462,21.4687,2.9761,8.2623,g
73.6129,25.178,3.5681,1.141,g
32.4786,20.6876,2.9112,5.956,g
22.2,12.8346,2.2718,42.7312,g
16.5149,11.558,2.2833,48.896,g
22.9984,18.3025,2.7033,41.034,g
66.7064,18.0313,3.2703,3.2846,g
57.7671,21.543,3.0911,7.4076,g
21.6096,12.4518,2.4257,9.9943,g
32.8531,17.4773,2.4683,15.4667,g
31.4932,17.9121,2.7097,19.0525,g
29.2457,15.493,2.4878,4.6888,g
63.5206,24.7702,3.2717,6.168,g
63.9927,27.1801,3.2015,1.338,g
31.2386,16.5869,2.6826,9.5808,g
71.3694,21.8207,3.2536,3.048,g
18.9455,9.996,2.2095,47.57,g
31.4029,12.3502,2.2553,55.708,g
85.7345,49.8684,3.9618,5.6722,g
26.0249,14.2821,2.5315,1.3587,g
46.5394,20.4341,3.0197,7.146,g
19.9169,12.7478,2.4191,11.2053,g
20.2891,10.2394,2.2856,2.323,g
30.129,14.4008,2.4778,34.0607,g
29.6374,16.1694,2.596,64.4501,g
23.8603,14.8311,2.4224,0.557,g
31.8369,19.6453,2.6817,8.419,g
12.924,11.3587,2.1629,59.2402,g
77.9834,20.0944,3.2053,12.316,g
27.3898,25.6871,2.9607,73.467,g
28.1363,17.3482,2.7396,25.3978,g
33.2272,27.2944,3.0658,29.984,g
28.1606,20.2805,3.0346,1.0892,g
16.4287,11.4137,2.3444,15.576,g
21.9807,10.6644,2.3997,24.17,g
48.9731,19.9284,2.9467,3.7944,g
43.1587,16.4368,2.8038,11.521,g
64.3901,28.236,3.2758,4.354,g
16.1929,11.1294,2.3502,59.383,g
50.9671,21.4451,3.3062,1.594,g
31.7073,12.7563,2.4757,29.067,g
48.5258,18.8999,2.937,1.2651,g
32.5686,22.5269,3.0537,23.94,g
47.6457,23.6379,3.3267,3.8153,g
80.9821,21.72,3.4794,3.3473,g
78.2925,22.5372,2.9365,0.925,g
22.4155,16.3549,2.5763,89.9155,g
59.8073,19.6358,3.2693,0.466,g
42.1568,36.3351,3.1214,21.4458,g
70.0897,27.9443,3.1908,0.662,g
13.4443,10.3165,2.2055,83.0514,g
102.611,30.6296,3.7644,1.1606,g
23.6609,15.3561,2.5769,15.2553,g
19.0999,7.4626,2.1746,34.841,g
27.8774,20.5885,2.785,37.707,g
95.7927,51.1362,4.1743,0.68,g
77.9716,23.5476,3.2819,1.855,g
26.7106,13.2326,2.6395,10.5863,g
21.0042,12.8793,2.372,21.891,g
13.0087,10.6477,2.2589,18.8501,g
89.508,37.8411,4.0371,1.7565,g
78.709,41.2868,3.587,1.3633,g
95.6239,27.8725,3.8914,3.744,g
21.5016,11.9761,2.4208,32.9097,g
16.2895,11.6516,2.3541,8.8466,g
59.0991,27.3523,3.4068,7.378,g
18.52,15.7801,2.2956,76.716,g
52.9502,17.4422,3.056,0.2328,g
77.228,30.2298,3.3032,0.386,g
26.1518,16.6008,2.5237,10.531,g
21.5804,8.8966,2.3284,48.415,g
30.2098,15.3863,2.3692,32.907,g
70.1757,26.7632,3.8166,0.695,g
73.3131,33.3865,2.857,4.155,g
25.16,10.4337,2.3191,25.7405,g
55.3893,24.3116,3.2821,1.5204,g
24.1401,15.4525,2.4393,11.711,g
17.3057,10.9327,2.2672,7.894,g
29.5559,8.534,2.3636,39.4223,g
19.2981,12.962,2.3988,23.0737,g
34.9887,11.4697,2.5971,3.1813,g
98.6223,24.3881,3.3109,2.1682,g
17.1908,15.833,2.5855,0.076,g
29.3977,8.1563,2.3032,5.965,g
31.8536,15.1511,2.5347,2.004,g
24.2801,21.7926,2.7619,48.801,g
44.328,24.6381,3.2117,17.3632,g
41.1346,14.3158,2.574,21.5,g
27.4824,15.8466,2.5688,1.8427,g
80.4811,36.5072,3.2006,1.536,g
33.5735,17.9992,2.5321,4.3297,g
29.3609,15.7365,2.6767,4.75,g
20.3113,7.3063,2.2467,23.439,g
34.6319,15.245,2.6721,1.553,g
34.2306,17.4427,2.7352,1.3814,g
13.0566,11.0835,2.1287,58.21,g
29.9698,5.3825,2.3314,9.344,g
13.0419,10.9833,2.1287,70.9927,g
28.3545,17.5355,2.6415,39.2035,g
32.6702,20.3345,2.5982,38.082,g
53.0503,9.439,2.3683,11.762,g
82.4622,29.4793,3.4104,4.232,g
23.3724,10.9488,2.316,7.1894,g
48.8841,14.1835,2.8038,1.783,g
58.5781,17.9084,3.0596,7.042,g
17.6309,10.8487,2.2227,12.616,g
64.5882,22.6144,2.896,4.603,g
92.4484,27.5454,3.4125,13.3408,g
26.1739,16.0439,2.6048,2.988,g
59.0912,8.6399,2.2967,8.94,g
39.1714,12.3633,2.6355,6.8181,g
98.8556,32.3553,3.6953,6.8764,g
17.2234,10.5248,2.3747,2.7355,g
37.1197,15.5082,2.6454,9.829,g
40.2116,12.0067,2.4871,17.833,g
24.6542,14.6795,2.5599,19.0658,g
86.4685,25.9656,3.7818,0.8473,g
114.853,12.8153,2.5145,5.608,g
64.3192,26.8663,3.4539,7.653,g
19.5229,7.3881,2.0952,38.5188,g
29.3066,17.4959,2.499,5.041,g
64.2157,18.7027,2.8654,3.029,g
31.1574,20.4519,2.7388,17.2362,g
17.6496,10.9991,2.1553,32.8778,g
61.9038,26.3782,3.3678,4.76,g
13.2142,12.9045,2.4133,9.197,g
70.0452,18.8976,3.049,15.494,g
12.8328,11.4876,2.2368,62.804,g
51.4525,21.9343,2.5072,1.987,g
25.8809,14.344,2.633,12.0537,g
48.0501,29.1882,3.3365,19.9604,g
26.3995,16.4283,2.5159,1.679,g
41.311,9.7508,2.702,0.0339,g
39.3506,26.2584,3.0406,9.66,g
34.3872,31.6236,3.2924,20.7695,g
73.9175,21.6947,3.0661,0.772,g
92.7295,24.5898,3.1638,0.9268,g
42.97,20.0903,2.8672,18.49,g
27.3827,12.9279,2.5521,7.913,g
31.5085,15.3958,2.7619,20.8552,g
48.4646,21.1239,3.2146,13.183,g
40.7668,16.941,2.6444,6.235,g
29.1755,23.2356,2.9664,34.4518,g
36.6553,19.2262,2.9872,5.529,g
80.7442,34.7793,3.5449,3.0108,g
21.4908,16.7731,2.5058,62.628,g
18.1716,12.8733,2.586,33.8273,g
18.2541,10.3866,2.233,57.6026,g
53.3643,18.3319,2.9289,11.5856,g
20.0401,18.1419,2.6258,65.186,g
25.4578,9.9035,2.4417,3.363,g
51.1771,20.5913,3.3264,1.203,g
46.7713,21.0689,2.9523,6.4139,g
92.0265,32.3334,3.8482,1.0326,g
76.763,12.6824,2.7016,6.853,g
91.3305,32.2972,3.3411,1.653,g
20.0259,12.432,2.4749,28.966,g
65.3382,27.563,3.363,0.847,g
63.7247,26.8329,3.2632,3.4161,g
12.9733,10.2859,2.1658,6.984,g
19.8358,12.8734,2.4273,15.6293,g
17.1299,15.2017,2.2577,80.5999,g
42.6857,16.0871,2.7105,0.8095,g
74.8406,29.0966,3.6868,10.0169,g
21.0145,11.1854,2.3304,3.9389,g
48.7524,13.5038,2.8215,6.9178,g
18.2548,10.5312,2.233,0.535,g
12.5778,11.8701,2.0774,58.1539,g
104.44,26.8363,3,3.2824,g
12.9698,11.0819,2.1804,55.8846,g
21.7439,6.3074,2.2683,11.6322,g
23.556,13.4544,2.3191,1.5306,g
37.8655,19.6985,3.0372,0.759,g
33.8599,12.9093,2.5159,7.0281,g
19.5502,10.7632,2.3201,17.368,g
62.0023,31.9066,3.5554,0.505,g
29.1329,12.3735,2.7003,1.2986,g
30.6055,23.4985,2.8407,7.5782,g
28.9066,15.8251,2.6425,23.9718,g
54.5413,21.8909,2.6449,14.244,g
39.1912,16.9653,2.8716,2.992,g
32.115,9.4413,2.4735,7.1086,g
229.817,9.5128,2.2934,73.975,g
21.9932,9.9294,2.1931,42.753,g
48.0293,13.2839,2.7832,2.397,g
22.4678,0,2.2418,0,g
20.2919,16.2356,2.6004,22.438,g
22.8676,14.53,2.5289,26.988,g
81.2829,22.8049,3.3507,4.074,g
23.7453,10.2125,2.4057,32.932,g
36.3008,20.5038,3.1002,0.83,g
76.2191,25.5172,3.5086,1.1725,g
34.6114,14.3809,2.7774,1.5901,g
79.0219,27.9276,3.0416,1.202,g
27.3848,12.1636,2.4778,6.383,g
23.0951,14.755,2.5328,12.434,g
38.0484,22.4737,2.8785,2.035,g
64.0613,18.4695,2.9042,5.813,g
24.8354,15.3356,2.3222,31.7177,g
74.7577,25.4668,3.684,0.8433,g
89.5444,25.6436,3.5707,2.459,g
21.7287,11.3452,2.3598,35.7407,g
61.9078,22.0154,3.3528,3.613,g
34.3359,10.6016,2.3802,20.3047,g
89.3461,28.7796,3.587,0.485,g
23.0991,10.5721,2.2923,1.618,g
63.5795,28.1548,3.4246,0.6445,g
34.611,16.6761,2.5465,0.9038,g
96.2358,33.1716,4.0803,2.2634,g
20.9348,7.1192,2.2636,0.9086,g
44.1166,14.4834,2.7597,4.4378,g
60.1899,20.8679,3.2515,0.123,g
98.484,28.6089,4.014,0.637,g
22.894,16.388,2.4969,69.6348,g
91.3478,25.1876,3.524,1.027,g
64.1393,15.5732,2.8558,1.5789,g
28.4847,26.6785,3.0835,42.931,g
56.6218,11.5258,2.3784,1.0356,g
18.8206,10.3202,2.1492,18.121,g
20.3075,10.696,2.3962,13.93,g
16.4015,11.5901,2.3598,34.9176,g
28.9654,16.8073,2.4893,15.563,g
18.9883,17.6937,2.5809,39.2377,g
115.948,52.6694,4.4133,1.744,g
25.8556,14.4318,2.2648,12.2095,g
19.4791,10.6494,2.2967,0.4907,g
18.1376,10.4292,2.3096,50.24,g
103.531,42.4597,3.2872,2.739,g
34.3508,12.9215,2.5664,3.013,g
28.2866,6.7738,2.1959,36.5127,g
64.9081,16.3647,2.8241,8.841,g
67.5331,23.5761,2.8488,9.4092,g
80.4337,25.0718,3.227,0.867,g
93.2868,41.7445,4.1444,1.5522,g
32.169,23.6508,3.104,60.7186,g
26.4307,13.9352,2.4601,22.393,g
27.2873,21.3621,2.7063,17.919,g
52.3415,25.9907,3.0953,2.441,g
20.482,15.8618,2.3945,71.972,g
25.5642,15.3026,2.5729,13.3833,g
30.3114,16.0194,2.7493,18.0418,g
62.3965,21.7309,2.7063,6.155,g
19.7981,7.0834,2.1569,0.623,g
23.9534,11.0193,2.4976,11.5163,g
27.1944,11.5902,2.4472,3.2782,g
26.4121,17.8816,2.6042,20.435,g
24.788,15.5164,2.4409,57.5441,g
46.507,11.2989,2.3847,13.3338,g
30.9732,12.7544,2.4533,22.8837,g
63.0722,19.5673,2.5888,47.8428,g
24.2671,10.0765,2.3493,10.9993,g
31.9966,15.2733,2.6385,13.294,g
18.5177,11.3278,2.3766,58.404,g
82.0912,35.5279,3.3356,2.875,g
25.6108,14.1868,2.5838,18.184,g
18.0147,14.7309,2.3901,69.6147,g
24.1784,17.3187,2.4031,22.993,g
19.9277,7.1487,2.1287,7.035,g
