@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1-2,9,11'

@attribute FLength numeric
@attribute FWidth numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
70.6323,18.6983,6.3952,g
77.5425,21.7152,0.075,g
77.6918,36.8864,3.9967,g
21.5488,6.8176,23.9321,g
29.9045,15.1933,2.9967,g
34.2512,6.7906,43.554,g
13.2138,10.4372,58.386,g
94.1916,34.263,9.5567,g
12.9497,9.9431,54.7684,g
28.8686,11.5357,26.025,g
22.3636,10.3991,5.6931,g
56.9476,18.6554,1.819,g
18.4882,17.4723,53.4984,g
44.7735,24.8108,5.092,g
82.258,24.8821,10.429,g
35.9532,27.0765,31.2271,g
43.6702,20.8285,6.903,g
38.3982,20.7548,6.941,g
40.0572,16.2294,17.8954,g
23.5813,0,12.5074,g
79.5318,19.7938,3.2801,g
28.7643,7.6722,6.445,g
50.1521,13.7293,2.6206,g
12.8721,11.3311,43.7132,g
16.1144,10.7622,79.763,g
29.2419,11.1869,3.426,g
37.6527,16.8221,74.6315,g
83.8164,25.9336,2.173,g
31.4905,16.8762,16.575,g
90.1049,22.951,14.047,g
26.1326,18.5898,32.28,g
29.4876,16.237,1.379,g
21.5656,10.3079,63.735,g
20.9469,6.4102,65.694,g
102.934,36.3217,0.5982,g
28.9911,11.7773,6.3297,g
91.2684,13.4125,6.4844,g
77.8656,32.3037,1.775,g
29.1293,14.9228,24.9145,g
34.8054,28.6052,0.9214,g
101.59,31.0974,1.192,g
21.5836,11.0068,8.279,g
33.7391,24.2694,9.976,g
34.3084,9.2682,3.927,g
36.7526,10.7672,6.816,g
35.5151,17.6425,77.961,g
23.9049,11.3034,19.4896,g
86.3454,31.682,7.0441,g
27.8169,16.0478,52.521,g
117.58,62.1755,9.964,g
12.6909,11.6998,56.8101,g
62.9894,22.0828,7.652,g
34.6882,22.6579,2.0522,g
18.3692,12.481,28.516,g
21.699,17.4339,39.035,g
47.8916,13.88,4.6031,g
18.633,15.8767,32.005,g
27.065,14.0799,0.141,g
103.549,47.3822,1.0667,g
22.3151,0,48.9671,g
70.0753,19.3644,4.1472,g
12.5215,11.939,59.206,g
51.6081,19.4357,0.391,g
73.9821,13.2506,12.632,g
32.4023,18.5031,17.5095,g
66.6981,24.516,8.269,g
104.297,17.7526,0.0253,g
18.1854,10.6422,33.034,g
13.1882,10.3094,69.277,g
38.609,25.2966,10.9353,g
21.691,6.7773,40.2519,g
30.3063,11.1478,66.01,g
53.1732,15.7798,13.029,g
49.1229,24.2545,30.43,g
77.7029,24.7773,8.624,g
26.8174,21.0559,88.2338,g
30.1299,18.6517,14.4261,g
27.8575,12.7818,9.754,g
60.8494,14.083,0.294,g
20.7835,7.1998,64.912,g
46.2076,23.1547,1.516,g
22.231,11.8873,25.929,g
90.3339,41.3571,2.816,g
106.671,17.5314,11.7482,g
28.5512,12.9598,2.4627,g
66.8274,21.7998,7.5468,g
34.3277,16.6392,16.762,g
34.5555,17.7096,8.284,g
19.1333,12.7595,33.7292,g
52.5731,20.4082,10.364,g
38.6516,19.3449,41.605,g
21.434,14.7528,10.066,g
31.1459,19.0017,62.781,g
48.5758,14.6584,3.4252,g
46.9391,17.3862,0.8525,g
38.2553,10.8926,1.2447,g
93.9291,32.9969,0.034,g
12.5018,11.9624,23.711,g
21.111,6.3501,39.389,g
55.7912,20.7167,2.106,g
58.4314,23.3716,5.406,g
21.6549,9.4121,53.7691,g
40.3914,9.2676,1.0037,g
30.7094,15.7963,3.388,g
25.3374,19.6763,6.733,g
104.692,21.2871,10.285,g
31.9317,19.254,3.7064,g
94.7727,28.4289,2.012,g
20.8003,9.5045,63.5975,g
93.1434,23.7479,13.1944,g
30.2844,14.2297,3.1825,g
102.416,29.5979,7.5904,g
79.1086,36.9134,0.552,g
101.578,27.6992,22.201,g
30.2588,13.9882,8.936,g
37.5889,20.694,16.405,g
81.2204,28.6463,5.123,g
81.4662,30.4227,4.047,g
39.3022,21.6769,1.1935,g
28.9433,6.5579,6.62,g
22.9515,17.929,22.4192,g
80.4473,40.7292,1.385,g
64.3268,25.9875,0.216,g
54.8481,23.6269,12.3916,g
19.8174,7.3893,81.2154,g
80.2771,42.3175,5.913,g
13.4325,10.2771,67.16,g
25.3347,22.0816,41.911,g
47.3193,19.4653,5.2636,g
51.8247,23.0285,0.593,g
21.6691,12.4606,8.891,g
72.9495,30.9379,0.0857,g
27.6407,16.453,8.536,g
51.6448,16.6858,1.7337,g
40.9888,14.648,0.5826,g
89.6287,26.609,4.319,g
25.0126,20.5216,80.2307,g
60.0081,21.2597,16.397,g
23.0777,14.9545,17.559,g
38.6204,20.5632,5.8671,g
94.2885,45.5174,1.4735,g
42.9062,16.1197,7.357,g
272.063,20.1242,62.3504,g
13.1179,10.449,10.313,g
33.9582,15.6826,4.042,g
26.5259,10.1961,28.938,g
49.4461,20.2164,6.4861,g
30.5814,12.4485,55.5217,g
28.2671,18.5697,26.8293,g
20.4427,7.2685,11.756,g
52.4876,20.2453,9.4384,g
102.24,60.6173,1.554,g
88.5788,32.7777,4.6221,g
12.7778,11.5781,80.0492,g
35.8038,15.5345,29.837,g
78.3277,22.3265,0.691,g
18.9665,7.483,25.1342,g
58.8496,18.9649,4.4572,g
13.3691,10.4927,78.021,g
31.276,12.5048,18.7509,g
12.8,11.5562,12.23,g
37.7449,22.7229,18.879,g
103.257,30.7338,7.91,g
18.5607,7.424,56.146,g
19.2398,11.909,47.0555,g
18.6165,12.7613,20.523,g
90.8675,24.7563,3.5131,g
48.8922,23.0023,2.0888,g
22.9119,11.0487,3.104,g
76.7162,25.0038,2.292,g
28.2718,10.9174,6.076,g
49.4783,23.1211,11.9037,g
26.2853,10.9271,0.3841,g
53.5601,26.0164,4.9638,g
47.2013,11.9704,18.8968,g
63.603,21.9184,22.426,g
91.6774,32.7119,3.4717,g
17.6569,10.4081,19.9398,g
33.2471,27.8652,87.3749,g
29.5519,15.6218,6.6996,g
30.1452,16.1708,31.5548,g
33.4458,20.9121,27.0291,g
68.3934,23.161,7.9012,g
35.4667,18.4387,1.048,g
36.2174,17.4475,3.713,g
107.597,46.4634,3.503,g
30.1039,16.9787,14.6972,g
55.8974,21.1167,10.241,g
23.1066,9.5338,11.2044,g
142.563,13.4473,0.8956,g
26.9276,11.8845,40.449,g
21.0039,9.4136,16.0043,g
92.4111,42.428,2.217,g
22.0678,10.6681,35.542,g
57.9816,28.8317,9.023,g
21.283,6.4967,10.167,g
37.0231,11.8232,7.418,g
13.0804,10.9402,47.048,g
21.5363,9.9292,24.0767,g
20.5128,15.7439,21.6049,g
105.135,53.3001,1.5862,g
92.7187,21.9532,49.689,g
57.0652,24.0205,1.963,g
34.8702,18.7861,25.139,g
37.5499,26.0823,26.688,g
31.2102,12.0088,5.3152,g
18.9362,7.0275,57.9071,g
96.8446,23.4002,0.7867,g
42.423,15.9965,6.304,g
35.611,18.1687,26.547,g
26.5656,11.9031,57.6366,g
28.0211,19.5101,85.3717,g
18.1202,10.6294,37.8225,g
74.667,18.3794,7.3061,g
32.5739,10.0389,8.9499,g
19.1347,10.1009,5.5012,g
39.627,23.0171,22.3488,g
32.2851,20.7487,30.388,g
24.2839,22.2206,18.962,g
30.1747,17.1108,1.76,g
34.3446,18.1795,13.5225,g
67.0263,27.7174,5.1684,g
43.4795,17.4512,2.912,g
38.5309,21.3117,23.4357,g
20.414,6.9948,6.208,g
25.1609,14.8969,28.351,g
76.5111,14.9967,7.478,g
99.9364,55.923,2.423,g
26.2813,11.4371,22.598,g
84.0787,27.2913,5.219,g
31.5721,17.7527,25.9457,g
28.8068,13.8858,0.2906,g
22.8572,10.076,16.59,g
30.4685,16.3666,21.0153,g
24.0875,18.0517,24.732,g
65.1698,17.3891,2.2087,g
16.9293,11.356,49.2234,g
18.1497,10.6094,74.8176,g
19.399,7.4377,36.0106,g
20.3817,8.9355,25.8139,g
82.5121,32.6518,2.123,g
16.2353,11.6609,87.5679,g
46.9364,18.5233,1.4485,g
21.1274,12.8924,74.343,g
12.918,11.3663,62.4135,g
25.652,11.5851,35.088,g
31.0954,18.8015,72.4556,g
21.3528,6.7475,43.607,g
27.5369,17.5462,39.9687,g
18.5533,7.4793,76.6555,g
42.9283,20.0943,13.034,g
46.5688,25.0761,10.39,g
19.3257,10.0227,61.973,g
32.144,20.242,62.537,g
28.4454,11.6231,1.44,g
42.2453,10.8869,7.6092,g
41.5898,21.5951,8.909,g
18.947,7.3926,9.894,g
36.0068,12.6478,3.6931,g
22.8384,13.7628,4.078,g
31.523,21.2047,1.153,g
20.7571,7.2035,1.2268,g
88.736,31.0932,5.822,g
30.5311,12.69,1.3823,g
20.5359,12.1304,18.331,g
29.8236,17.7577,28.5766,g
82.7708,25.18,7.9764,g
23.7691,10.8291,12.969,g
19.1505,9.4805,3.5371,g
58.6083,27.0816,0.558,g
22.8277,14.7154,53.449,g
82.9885,21.5693,2.622,g
25.3859,19.355,0.685,g
58.1803,13.7197,0.625,g
47.6871,24.8174,15.898,g
13.0845,11.0796,37.9872,g
34.3562,25.6783,58.6756,g
41.9782,22.1387,20.5966,g
21.0753,6.9523,8.393,g
62.1123,23.9456,18.185,g
22.6892,11.0188,11.3678,g
26.4939,10.0137,1.334,g
38.3618,17.667,13.47,g
115.666,57.3144,6.803,g
33.7908,8.9799,13.7763,g
12.7235,11.6292,20.956,g
76.8587,28.5152,3.196,g
55.6718,18.9436,1.6831,g
12.9383,11.1055,15.001,g
124.629,59.6147,25.1567,g
17.9317,16.5232,15.228,g
98.2047,27.6954,5.352,g
24.205,14.851,49.512,g
28.7415,17.1661,4.6448,g
48.3426,16.9195,0.386,g
17.8026,10.5765,46.9743,g
22.2487,0,28.019,g
111.314,55.5265,0.465,g
31.0619,11.6274,22.822,g
28.2991,15.9104,1.8931,g
94.7947,30.5758,0.4788,g
34.434,17.7236,12.113,g
65.5126,24.1665,0.087,g
26.5834,9.8151,15.387,g
26.2912,14.2649,23.678,g
92.7661,29.3315,0.1495,g
31.8569,19.6392,11.217,g
64.3699,20.7244,3.675,g
35.0679,12.2035,5.9483,g
53.9516,22.0433,0.3291,g
47.1689,13.3291,18.1339,g
25.6272,12.263,36.69,g
12.9938,11.11,17.483,g
90.0058,33.8737,2.058,g
29.7394,12.7377,18.274,g
89.3234,31.0659,9.3521,g
19.5203,16.7042,29.5127,g
48.2713,11.7368,10.349,g
24.161,7.3075,5.242,g
102.98,45.6669,3.0301,g
30.0754,11.8617,28.0357,g
90.3632,29.9861,3.801,g
19.8412,16.7819,13.1411,g
100.445,29.8257,5.256,g
57.1113,21.3398,1.343,g
38.0751,16.0546,8.0786,g
24.593,17.4341,40.433,g
27.4167,20.3066,3.5901,g
47.7946,20.001,3.1846,g
21.7329,6.8412,41.1319,g
29.1855,17.7624,38.222,g
20.5892,16.1986,11.6155,g
34.9601,19.0829,13.057,g
23.4503,16.4117,1.9502,g
22.3788,19.4966,43.6657,g
63.4852,34.8438,4.366,g
27.7069,9.7056,32.816,g
22.7427,12.9078,5.1628,g
12.5521,11.8997,16.706,g
16.871,11.0212,5.8091,g
31.2748,25.1393,11.808,g
28.4307,11.4872,42.081,g
50.8907,15.9078,31.0686,g
35.5709,11.0064,2.313,g
83.4271,26.1718,1.151,g
20.3875,7.2941,84.1758,g
24.4143,17.193,18.4088,g
19.1316,15.0191,65.2488,g
105.112,26.6051,0.87,g
78.4224,26.329,1.9214,g
50.1537,15.745,11.976,g
12.9089,11.3751,33.8245,g
19.4158,7.4291,80.829,g
12.6555,11.7668,45.584,g
101.009,26.6843,2.6208,g
51.4388,33.5175,8.8927,g
12.9298,11.2947,54.087,g
18.6522,17.8766,65.882,g
70.1859,18.7977,4.216,g
76.0253,23.9572,12.8978,g
30.4239,12.0527,0.929,g
40.9012,14.8358,5.741,g
19.6642,9.738,49.435,g
33.2739,12.5474,11.2284,g
27.4068,9.8829,10.3529,g
59.614,26.6286,3.846,g
23.1224,18.1874,57.1013,g
26.4699,15.4093,6.5818,g
70.543,21.602,7.888,g
70.365,16.1874,0.6983,g
24.2748,17.6052,9.6844,g
22.414,9.4931,37.3241,g
30.867,17.4745,15.939,g
69.7731,24.4761,2.4982,g
37.3038,11.8145,22.2935,g
59.8576,20.2588,0.9629,g
27.0129,21.2824,37.1307,g
58.7548,13.396,4.992,g
56.4705,21.3708,12.2597,g
83.9539,28.6568,5.285,g
23.4266,16.456,64.324,g
55.6335,15.8567,10.4907,g
68.6109,22.6018,8.918,g
30.4298,21.54,1.471,g
90.9146,33.2279,7.4612,g
30.5259,18.7777,36.426,g
23.8611,14.0845,3.18,g
12.9531,11.0009,69.1684,g
12.1929,8.5395,27.2483,g
51.7447,24.9239,2.643,g
36.0699,15.0459,4.5385,g
44.9617,29.0237,60.1912,g
58.4743,20.9718,4.336,g
91.5599,38.5006,4.861,g
20.1648,7.2982,37.395,g
29.3319,12.6872,28.4935,g
14.8072,7.0241,63.6689,g
25.6419,13.6572,25.123,g
66.2979,25.2353,18.905,g
20.8971,18.6641,6.83,g
40.7146,12.3475,1.124,g
27.4746,16.3967,18.2815,g
21.6375,16.7437,21.088,g
35.455,22.1024,87.9282,g
87.4763,11.9063,2.85,g
36.5676,18.5682,15.939,g
36.4659,16.4298,12.9854,g
28.9202,12.5617,24.9379,g
22.0159,15.7602,55.1338,g
98.6242,38.67,1.421,g
35.7114,18.3727,3.7819,g
43.9963,28.965,19.6508,g
23.4477,9.4543,4.141,g
38.471,9.7177,7.346,g
62.2088,19.5505,1.9962,g
37.6892,15.6921,11.546,g
20.2926,9.4958,28.986,g
38.3392,18.2407,7.116,g
34.5169,13.3139,0.408,g
64.8518,18.5073,4.86,g
19.5865,16.5335,39.323,g
31.5068,20.8053,7.6688,g
23.2612,9.4718,4.383,g
56.2298,19.0469,39.096,g
82.6882,33.0604,2.312,g
26.4344,10.2127,32.911,g
48.35,13.7923,18.51,g
22.6502,21.0274,59.259,g
47.7753,25.5877,3.237,g
21.7295,17.1218,46.5411,g
23.5549,0.0049,40.3261,g
13.1298,10.9426,21.8775,g
32.2784,21.3825,0.428,g
25.1893,16.6928,40.633,g
22.7677,10.8785,19.7637,g
32.7458,23.3519,27.897,g
39.0881,27.0886,43.0747,g
43.8482,25.1626,3.636,g
69.0585,27.2418,1.548,g
91.1548,47.763,4.456,g
34.105,11.555,12.8796,g
17.2438,11.1238,18.272,g
29.1024,16.711,31.366,g
112.464,31.0123,4.728,g
77.6812,18.8009,5.538,g
24.7413,11.8362,78.901,g
27.839,12.1042,2.843,g
44.6242,21.2982,8.758,g
85.7031,28.2402,0.358,g
28.6176,22.6032,59.415,g
37.1289,15.3638,14.16,g
78.6617,32.9812,5.902,g
92.3105,39.0091,0.675,g
20.5008,7.1659,88.4189,g
18.7617,7.4713,56.5174,g
23.8461,19.2181,2.288,g
90.2341,34.3264,4.712,g
30.6251,23.1949,18.895,g
28.5834,17.8928,5.0486,g
85.6098,38.3701,0.864,g
20.8879,18.2004,58.144,g
20.9356,6.9256,24.9416,g
32.8576,19.4994,57.3468,g
35.7518,24.4487,15.4842,g
43.0148,24.8455,5.4962,g
38.6152,13.6609,5.433,g
17.9911,15.7644,21.9555,g
20.7678,7.1927,12.8604,g
27.915,7.0212,49.587,g
41.0165,21.9082,2.635,g
24.9831,17.0385,6.432,g
19.6621,9.3984,10.2591,g
72.3442,21.5212,0.723,g
71.4248,21.0421,4.457,g
23.7046,13.5287,40.1475,g
70.3295,29.3458,0.3953,g
17.1365,16.6696,6.442,g
51.9869,17.2705,34.1301,g
99.8325,32.8832,6.9048,g
47.4331,12.0319,18.4433,g
33.0297,22.9053,20.0384,g
60.0859,26.5143,51.2616,g
84.0827,55.4775,2.468,g
45.1318,18.3863,5.11,g
62.8184,32.4881,11.533,g
56.6212,20.7623,2.3981,g
12.8132,11.4773,84.1434,g
21.4521,6.9635,21.9158,g
36.5605,14.4003,11.288,g
23.3747,17.1019,10.575,g
20.2803,12.6979,3.3863,g
104.154,29.1772,17.622,g
26.5628,8.0278,25.5291,g
27.4014,11.8757,48.202,g
109.464,52.0891,1.8848,g
49.3531,19.755,22.18,g
19.0626,16.0027,85.4811,g
24.1656,15.57,69.3668,g
58.8021,16.8468,2.5713,g
21.1275,12.5178,30.368,g
61.3416,24.4418,0.8541,g
21.7471,10.5469,16.005,g
61.867,27.305,0.512,g
13.0085,10.5592,31.3229,g
111.055,28.6254,0.261,g
74.2516,29.6809,3.2129,g
57.1553,23.6757,14.1288,g
35.3773,16.9702,0.2798,g
44.6668,26.527,5.919,g
56.3489,24.1717,5.928,g
77.9064,51.3452,10.395,g
41.5234,9.8326,0.265,g
19.3327,18.8241,3.533,g
75.5588,21.1687,0.013,g
84.597,24.719,1.49,g
42.9943,22.4036,4.988,g
52.2445,17.3463,2.315,g
43.7592,23.0203,5.167,g
33.6044,20.9643,9.802,g
15.966,11.8254,8.014,g
102.807,16.3198,6.4229,g
37.6085,26.9945,6.6889,g
19.0206,14.3772,89.1761,g
25.591,16.8093,82.0874,g
20.1503,12.4859,3.0331,g
104.244,36.4316,1.5254,g
25.4319,17.0645,21.5391,g
30.3572,21.0853,5.4315,g
44.6147,24.1443,4.947,g
33.121,15.9278,25.6036,g
77.0601,25.7795,3.6339,g
22.7298,10.6207,23.553,g
32.6759,19.4491,0.134,g
48.6653,21.0471,11.15,g
31.3764,8.9014,44.14,g
12.9763,9.6165,84.6855,g
106.624,36.546,1.3581,g
51.6966,15.99,11.3396,g
93.4214,17.8618,7.6036,g
91.5943,20.9794,1.703,g
30.2518,22.7652,10.083,g
50.0599,33.1844,1.8497,g
79.0025,23.4259,2.411,g
22.9069,0,63.754,g
84.5714,34.7437,3.551,g
61.4084,21.9226,0.6397,g
86.0824,21.9899,1.878,g
78.9039,26.6129,9.8964,g
28.8471,8.0422,13.2881,g
33.9434,19.7303,13.197,g
31.8136,16.5183,11.6029,g
17.7941,7.4352,60.197,g
60.8535,16.4371,2.6332,g
62.6404,30.0387,9.418,g
36.7943,21.8588,2.1198,g
59.42,9.2285,9.183,g
34.4576,15.5033,20.2125,g
106.983,41.799,0.4318,g
63.6229,40.9327,1.0007,g
88.933,44.6785,2.042,g
26.5568,11.6576,35.411,g
52.0776,17.9786,4.111,g
33.2187,14.4769,9.2908,g
107.939,53.3671,1.6793,g
36.4288,32.6215,43.6107,g
104.075,16.9069,3.2728,g
49.2169,24.285,2.1269,g
107.426,66.4353,0.108,g
24.1845,0,1.307,g
21.1516,10.5018,12.9692,g
67.1109,32.6517,2.7181,g
30.0467,10.9231,5.4907,g
25.4389,18.4712,14.0504,g
29.1511,21.8554,11.6197,g
68.6372,35.1914,2.245,g
34.8443,27.244,14.171,g
42.3471,23.6253,59.389,g
13.4531,10.3005,23.934,g
54.3778,15.8934,7.6374,g
16.9777,11.22,65.595,g
75.8358,24.7669,2.9174,g
31.0746,14.8964,36.8443,g
40.0304,12.9342,4.6452,g
93.4287,27.5183,2.8918,g
34.8448,16.7207,2.7439,g
61.1136,17.89,7.7249,g
35.2003,16.9004,12.8885,g
41.9841,20.3999,5.783,g
28.1101,11.4555,44.1008,g
35.3663,13.7126,6.7587,g
22.5381,12.4647,40.1653,g
20.9825,12.3816,69.7,g
30.1651,16.4522,7.443,g
38.7504,15.501,13.6657,g
82.6024,30.4191,10.3828,g
23.921,0,14.407,g
67.4796,23.4741,2.6617,g
22.9965,11.3488,2.366,g
98.2466,18.6156,0.72,g
86.4233,23.8555,5.462,g
25.3189,15.0721,14.263,g
60.5508,24.4487,11.12,g
25.2385,17.4634,9.1044,g
33.7439,17.0712,15.8654,g
19.7929,7.0144,3.82,g
59.5815,20.1643,7.0357,g
76.8048,9.1501,4.8437,g
32.6392,12.6984,21.5727,g
29.0806,14.9597,29.987,g
69.5501,24.6282,9.3943,g
21.9922,6.5944,11.6635,g
66.4048,29.6975,1.464,g
69.7459,22.049,7.459,g
97.1789,46.4076,2.833,g
57.7688,20.6811,6.944,g
19.2551,12.9344,9.1317,g
13.1404,10.8527,20.124,g
23.0564,15.9993,15.277,g
28.1337,24.6901,19.309,g
58.6891,15.5086,1.7099,g
82.9364,9.0892,2.376,g
114.049,38.2401,6.526,g
25.4301,14.9489,4.087,g
20.473,7.1644,79.154,g
27.054,9.966,14.518,g
23.908,21.7195,18.596,g
35.1787,11.1372,19.0052,g
56.0434,23.3478,1.7181,g
19.9642,9.4513,49.037,g
73.4805,24.7023,2.797,g
35.4783,19.0951,60.676,g
66.8036,32.9765,16.085,g
42.8176,17.5801,4.9361,g
42.2579,14.4969,4.1593,g
50.8677,16.8387,9.6532,g
13.0916,10.5668,51.288,g
25.7371,16.4992,17.512,g
20.2904,7.1413,82.6073,g
81.5461,29.1223,1.8365,g
29.7596,11.4809,1.363,g
13.1792,10.7678,44.1499,g
24.8264,14.2815,5.4415,g
49.5794,15.9478,3.751,g
44.4789,17.0523,6.165,g
21.5294,15.7955,5.343,g
44.91,11.8501,9.7647,g
57.278,13.6043,1.741,g
155.358,19.8502,36.245,g
39.0094,20.8056,19.937,g
21.3128,9.624,7.096,g
59.8603,21.2562,0.1363,g
40.797,8.6015,6.325,g
65.7604,24.5299,4.654,g
87.5279,23.7462,2.617,g
62.4341,40.7553,30.6078,g
28.3882,13.6672,19.803,g
73.0376,22.2678,2.13,g
55.968,14.1856,19.1473,g
25.1866,16.6027,3.873,g
86.5392,44.0574,9.7698,g
86.4015,30.646,4.1261,g
49.5412,18.069,0.699,g
101.963,53.8539,1.971,g
25.3794,10.3391,30.0704,g
45.7402,18.7901,4.7763,g
20.9636,6.8796,57.837,g
19.6663,6.9833,21.319,g
24.2182,16.0602,84.1374,g
12.6039,11.829,70.514,g
25.0243,18.4051,29.556,g
39.9538,24.8292,0.139,g
60.8614,21.4058,1.277,g
75.611,29.5493,3.808,g
23.393,17.642,23.0778,g
38.1462,14.2061,1.4627,g
25.1106,12.9009,26.4601,g
23.5829,9.2915,40.6189,g
19.5436,12.6227,31.933,g
72.926,24.6827,3.3709,g
76.1336,23.7964,0.5748,g
12.2995,12.1944,24.8636,g
36.8182,14.3749,14.32,g
60.3633,24.4712,9.802,g
63.5718,19.0992,11.0676,g
117.092,59.0426,1.7267,g
78.6274,22.6585,3.4898,g
22.5607,19.4423,0.1159,g
26.2043,12.9114,32.021,g
37.7037,15.8391,2.2764,g
35.1579,16.1087,2.6246,g
21.9224,20.3847,63.492,g
106.75,28.0085,3.972,g
59.396,20.6391,37.841,g
21.7041,10.8242,5.904,g
25.5169,7.0857,11.804,g
29.2376,18.1419,4.5201,g
33.7942,23.2233,12.603,g
93.0081,34.6534,1.3818,g
33.8773,14.58,17.282,g
78.6512,31.0313,9.2693,g
51.8897,25.4177,1.075,g
21.4042,14.0189,2.3372,g
61.5172,14.8567,1.2306,g
27.5007,16.7829,1.5129,g
23.0372,7.4659,37.469,g
81.1973,35.969,0.614,g
59.0802,25.7911,1.0501,g
36.4776,13.547,6.2452,g
20.928,12.0626,18.549,g
72.656,21.7885,11.6577,g
22.4471,17.7029,20.1636,g
50.6671,15.2077,0.054,g
38.8126,32.0426,34.586,g
66.473,26.7256,0.467,g
36.7801,21.8545,7.243,g
20.8375,12.4907,57.3209,g
41.3514,24.002,22.0152,g
46.1925,12.4181,10.7331,g
12.8944,11.3551,58.035,g
35.4359,29.2378,15.8652,g
19.2496,14.3362,7.7706,g
13.0194,11.1832,76.1181,g
