@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,3-4,9,11'

@attribute FLength numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
24.8934,2.4749,0.5494,0.8814,g
46.7382,3.0422,0.2777,4.3993,g
23.1716,2.6253,0.41,19.3335,g
31.0309,2.3757,0.5095,21.014,g
74.9025,3.0028,0.1908,0.745,g
54.5553,3.0344,0.2236,4.504,g
23.914,2.3551,0.4945,39.9594,g
122.51,3.2625,0.1284,2.8915,g
35.904,2.8794,0.1954,87.6718,g
88.3871,3.0934,0.2371,1.8504,g
20.9469,2.1319,0.7823,71.9164,g
97.7222,3.8212,0.138,3.3807,g
21.1235,2.0952,0.7229,74.254,g
27.3842,2.4448,0.5171,4.756,g
28.0756,2.4289,0.5475,7.463,g
19.5128,2.4074,0.5988,16.367,g
42.6022,2.6542,0.2794,9.8372,g
35.2888,2.5031,0.3987,7.108,g
42.2236,3.2049,0.2583,4.262,g
30.2441,3.1474,0.2977,75.1662,g
44.6257,2.7846,0.2726,19.3827,g
34.9412,3.1654,0.2412,5.6692,g
82.4094,3.0848,0.2468,0.617,g
49.2676,3.1854,0.278,0.0549,g
21.8432,2.3139,0.6068,5.646,g
26.5702,2.3874,0.4549,45.9686,g
42.6783,2.6053,0.3151,3.129,g
24.5739,2.4224,0.5028,11.283,g
80.3783,3.3727,0.2183,0.123,g
27.3576,2.3627,0.5033,59.4668,g
57.627,3.1556,0.246,3.366,g
23.5264,2.3304,0.5561,11.2824,g
59.4146,3.5409,0.2066,2.236,g
53.2086,3.3736,0.2183,10.5073,g
43.6201,3.1274,0.2528,5.9851,g
41.3125,2.8913,0.2261,2.1898,g
24.5426,2.4942,0.4776,12.869,g
25.6437,2.3551,0.4636,13.6579,g
121.718,4.0204,0.0985,1.542,g
58.3208,3.1836,0.2333,3.4996,g
90.6778,3.57,0.1655,2.94,g
13.026,2.2889,0.7866,51.8466,g
31.4518,2.4713,0.4088,14.1671,g
15.1951,2.4594,0.6563,63.395,g
12.8462,2.2,0.7319,60.268,g
20.9751,2.4232,0.4113,11.757,g
18.6659,2.4023,0.5465,71.0923,g
36.833,2.5079,0.4348,8.762,g
36.6414,2.9612,0.246,15.9992,g
24.2462,2.8392,0.3273,25.7863,g
23.4599,2.574,0.5467,14.3269,g
24.1505,2.5315,0.5706,30.271,g
42.8336,2.2683,0.4313,9.9089,g
53.5519,2.6454,0.2919,3.1493,g
41.9629,2.7763,0.2812,12.001,g
27.4186,2.7903,0.3404,4.681,g
31.0653,2.6138,0.3577,58.3585,g
25.7604,2.6812,0.3937,10.273,g
33.6482,2.6767,0.2842,17.38,g
53.9569,2.9829,0.2278,7.5737,g
31.3875,2.5587,0.3425,33.6933,g
14.3194,2.42,0.692,17.439,g
44.7514,3.1326,0.2027,7.475,g
91.2979,3.9785,0.135,2.007,g
67.2201,3.3646,0.1352,5.667,g
26.6249,2.7143,0.3282,8.869,g
46.457,3.0759,0.3417,6.509,g
63.6902,3.3268,0.2417,14.844,g
71.5663,2.9085,0.2864,5.9543,g
94.6087,3.26,0.1259,2.314,g
31.1763,2.8338,0.3152,12.969,g
47.0427,2.4133,0.4015,24.1144,g
94.1694,3.9195,0.1425,2.8085,g
20.9434,2.5065,0.5202,23.4769,g
26.8162,2.4983,0.4825,5.414,g
35.3435,3.0548,0.2803,4.405,g
58.7978,2.5988,0.4685,5.493,g
81.0902,3.4955,0.1579,1.7041,g
12.9644,2.0952,0.747,5.011,g
88.2047,3.9097,0.1175,4.1285,g
17.9664,2.4464,0.576,80.7121,g
46.9069,3.2857,0.2212,4.1101,g
12.6982,2.1746,0.7157,2.019,g
41.3562,2.995,0.3055,5.5299,g
22.6754,2.4793,0.5605,4.8629,g
66.7492,3.334,0.2025,3.241,g
28.7016,2.5045,0.3599,0.8,g
35.927,2.8189,0.3824,5.938,g
21.8507,2.2799,0.4777,43.706,g
24.9086,2.632,0.3944,37.114,g
61.7314,2.9943,0.232,3.735,g
28.8702,2.889,0.2995,4.207,g
53.8346,2.5641,0.3765,8.451,g
17.0391,2.2109,0.8,66.0852,g
28.9357,2.4871,0.4072,77.975,g
19.5643,2.4661,0.4923,1.7384,g
27.6381,2.9289,0.391,11.2393,g
12.3663,2.1189,0.6768,14.3159,g
17.4898,2.2753,0.8435,45.254,g
19.7233,2.4191,0.4648,72.4626,g
81.5058,3.1749,0.2627,8.5332,g
40.4929,2.4091,0.4912,35.674,g
22.8025,2.1732,0.5638,4.3154,g
30.8869,2.7885,0.3938,9.0144,g
33.1457,3.2446,0.2448,9.618,g
17.2258,2.2753,0.7958,49.9518,g
27.2009,2.7255,0.3104,22.4299,g
49.174,3.0684,0.1794,8.5555,g
65.841,2.9908,0.2196,7.81,g
24.3645,2.5575,0.4321,29.0462,g
63.668,2.8451,0.37,11.4153,g
19.6069,2.2577,0.5912,34.1365,g
73.7611,3.3852,0.2917,3.0585,g
56.1108,2.683,0.2759,6.051,g
91.7205,3.9939,0.1362,0.982,g
20.5738,2.1688,0.7458,36.086,g
19.8971,2.2,0.795,3.5723,g
25.8364,2.659,0.3816,4.6269,g
19.4819,2.233,0.5614,36.406,g
34.7211,2.9892,0.286,21.486,g
35.2052,3.073,0.3136,18.325,g
35.0315,2.688,0.3221,22.751,g
81.5093,2.9859,0.3192,4.376,g
103.02,3.0045,0.2138,8.6009,g
23.6193,2.2068,0.5839,2.442,g
22.35,2.7701,0.4431,15.335,g
33.4593,2.7177,0.3755,6.2132,g
62.786,3.0069,0.2057,10.2258,g
59.5176,2.5545,0.3961,1.121,g
39.1668,2.8398,0.2936,2.027,g
18.8702,2.5971,0.4273,50.0777,g
26.9139,2.5557,0.4451,86.0321,g
87.5476,3.8519,0.151,3.789,g
34.4975,2.5927,0.3321,19.356,g
45.9267,3.0939,0.2352,18.5777,g
90.5754,3.8492,0.1609,0.012,g
26.9291,2.7597,0.3791,13.461,g
21.9193,2.1629,0.7973,51.161,g
59.9928,3.3439,0.1884,5.726,g
39.006,3.0739,0.2218,9.087,g
67.2132,2.5179,0.5736,7.432,g
74.7135,2.964,0.3781,8.5098,g
23.4302,2.7712,0.3387,1.6094,g
93.4162,3.641,0.1664,0.3386,g
81.7075,3.7185,0.1939,8.9721,g
38.0445,2.6551,0.2677,12.735,g
20.3884,2.2625,0.6175,23.077,g
101.039,3.0869,0.2399,11.885,g
36.423,2.9159,0.3119,2.4,g
45.1917,2.9125,0.241,3.06,g
12.7848,2.2188,0.7251,86.4459,g
20.7684,2.1629,0.6873,26.499,g
30.4274,2.8503,0.2781,32.497,g
24.6029,2.3971,0.477,8.667,g
12.5554,2.0588,0.69,77.047,g
77.2225,2.8319,0.3019,3.947,g
34.7714,2.7835,0.3523,0.831,g
29.3314,2.4706,0.3824,10.7423,g
65.6077,3.4512,0.2052,10.6894,g
96.5965,3.2999,0.2175,4.591,g
106.969,4.1184,0.0984,0.252,g
45.8448,3.1402,0.1926,0.8053,g
22.1148,2.2068,0.5652,72.274,g
25.1127,2.5569,0.3828,70.2428,g
71.8513,2.9393,0.2714,21.0501,g
88.3799,3.2642,0.1905,0.949,g
21.3067,2.2625,0.6011,4.267,g
91.573,3.3333,0.1875,7.388,g
56.9612,2.8205,0.3386,39.579,g
61.4065,3.2221,0.2255,8.6684,g
31.1396,2.7642,0.2737,4.6106,g
49.9884,2.9983,0.2018,4.2187,g
88.71,2.8195,0.2348,0.485,g
12.8955,2.1538,0.7368,22.118,g
29.4785,2.6981,0.3587,2.1841,g
24.4431,2.3424,0.7045,9.668,g
30.5799,2.7063,0.3383,3.1547,g
37.3461,2.8754,0.2958,8.741,g
35.8551,2.3493,0.4653,34.3833,g
22.2882,2.2889,0.8072,42.589,g
39.6495,2.9312,0.2214,19.5495,g
24.5633,2.3191,0.4892,27.221,g
31.9672,2.6642,0.4052,9.152,g
17.776,2.3149,0.8087,66.1517,g
95.2333,3.6055,0.1642,1.513,g
25.4865,2.6712,0.4733,55.9291,g
20.2764,2.4175,0.4665,78.2299,g
22.709,2.2028,0.7586,37.3872,g
79.2015,3.4651,0.1648,4.884,g
59.9761,3.2537,0.2197,4.9301,g
25.1333,2.2776,0.5066,52.0161,g
38.8415,2.8024,0.3105,0.4595,g
25.6103,2.5508,0.4135,82.0557,g
72.9523,3.5797,0.1361,0.702,g
55.8381,2.9472,0.2191,6.1374,g
23.7906,2.4409,0.5036,0.137,g
19.4598,2.4401,0.5299,23.3361,g
92.5734,3.0533,0.2468,11.127,g
36.2711,2.7649,0.2835,9.621,g
20.5491,2.081,0.722,75.3736,g
17.4898,2.2355,0.5465,40.779,g
19.6725,2.4409,0.4674,8.625,g
29.6154,2.721,0.3479,18.362,g
21.1449,2.2565,0.7479,0.2884,g
27.0876,2.5231,0.3868,7.116,g
77.4047,3.5437,0.2002,4.6324,g
18.8614,2.4822,0.5931,17.8187,g
50.0445,2.632,0.3057,15.597,g
13.4157,2.1889,0.8091,73.2939,g
27.0224,2.6821,0.3555,0.812,g
87.8129,3.6522,0.2154,0.3878,g
66.0798,3.3085,0.1848,3.584,g
40.0835,2.7042,0.3458,0.784,g
13.226,2.1569,0.7944,84.0609,g
98.5017,2.8739,0.3275,3.7729,g
81.4835,3.2641,0.2874,6.3243,g
35.7142,2.6274,0.4009,0.7669,g
41.2726,3.221,0.2369,6.769,g
32.7251,2.8149,0.3369,30.129,g
40.9815,2.909,0.2281,10.7449,g
25.4153,2.3883,0.4458,89.4684,g
20.4629,2.4175,0.5277,51.793,g
34.4005,2.6955,0.379,1.775,g
37.3068,2.6898,0.2288,3.436,g
21.3715,2.5159,0.4177,18.5084,g
22.7689,2.3953,0.5352,38.404,g
29.0494,2.6117,0.3374,9.703,g
26.3198,2.2999,0.4662,13.5641,g
25.385,2.525,0.3672,30.869,g
59.3471,3.7012,0.1683,1.29,g
42.9914,3.2679,0.2013,25.0566,g
51.094,3.4519,0.1498,0.746,g
42.019,2.3444,0.5882,13.4966,g
18.8406,2.3936,0.5657,4.5583,g
98.1014,2.7126,0.4205,2.954,g
88.1208,2.8719,0.2767,4.201,g
19.6502,2.3502,0.5982,27.1728,g
35.0354,2.7101,0.3041,55.3614,g
57.1342,3.2002,0.2151,0.7289,g
25.4375,2.8136,0.4101,9.8822,g
67.3236,3.3536,0.1068,14.071,g
27.506,2.7143,0.3436,3.214,g
100.18,4.1525,0.0828,2.266,g
101.269,3.3899,0.2873,1.8268,g
13.0422,2.1917,0.7588,80.7484,g
21.6024,2.4639,0.5017,8.9044,g
38.4541,2.7792,0.2876,14.365,g
61.6682,3.3395,0.157,7.847,g
27.7826,2.5623,0.411,66.669,g
26.4285,2.7578,0.3825,1.0346,g
71.3956,3.1801,0.2008,9.8874,g
28.0163,2.3118,0.639,21.279,g
18.2067,2.356,0.5903,49.5821,g
54.5046,3.2514,0.2388,0.5673,g
33.6992,2.6069,0.2991,22.229,g
71.8778,3.404,0.1523,0.2039,g
75.4299,3.0013,0.1934,10.217,g
67.2794,3.232,0.2327,0.8667,g
31.3882,2.934,0.2887,2.267,g
24.3806,2.3032,0.5473,24.8729,g
57.3402,3.3229,0.2287,10.865,g
109.472,4.3524,0.0578,2.951,g
106.984,2.5769,0.3603,7.499,g
12.97,2.1351,0.7473,50.6846,g
12.5616,2.0626,0.7013,34.1556,g
23.2678,2.0314,0.7256,0.0002,g
18.4693,2.3473,0.5348,8.1312,g
53.1862,3.1593,0.1954,14.399,g
85.9475,3.522,0.1133,11.692,g
29.3119,2.3424,0.6091,63.188,g
40.1304,2.8041,0.2527,13.0774,g
85.4747,3.5077,0.2408,2.5811,g
38.0437,2.8624,0.2924,14.454,g
33.9185,2.9689,0.3298,10.519,g
19.1668,2.3901,0.5662,8.459,g
74.8027,2.8379,0.2338,0.501,g
13.1069,2.1123,0.7645,50.3431,g
75.4189,3.0388,0.299,3.0122,g
27.8065,2.5658,0.462,9.2,g
89.5781,3.1757,0.1942,9.9644,g
45.5972,2.8704,0.2655,12.439,g
16.5767,2.3181,0.5817,20.1778,g
90.2095,3.022,0.2129,3.042,g
44.5949,2.9511,0.2306,2.6322,g
26.008,2.5711,0.357,20.96,g
77.9676,2.9523,0.3002,11.219,g
46.3873,3.0713,0.2181,3.387,g
18.9259,2.4771,0.5233,24.0856,g
101.8,4.181,0.079,4.695,g
31.8734,2.6279,0.3863,7.0622,g
29.1726,2.3865,0.4723,21.0941,g
19.7589,2.4023,0.5703,30.1602,g
66.3383,3.2505,0.2106,7.3766,g
27.8273,2.5575,0.3075,43.696,g
28.5883,2.6803,0.3633,14.9018,g
21.3875,2.7046,0.4186,0.8245,g
41.7353,2.7435,0.3538,11.411,g
81.7837,3.1278,0.3234,0.447,g
58.8186,3.2784,0.1449,12.4702,g
38.2958,3.2179,0.2446,18.358,g
12.7459,2.2135,0.7217,51.7751,g
21.1621,2.2799,0.7297,15.5879,g
42.4673,2.5366,0.4651,6.332,g
65.5333,3.0775,0.2275,4.13,g
12.6528,2.1569,0.7108,45.573,g
29.018,2.9225,0.3503,9.1884,g
26.0944,2.6345,0.3643,13.429,g
19.8549,2.5441,0.4771,20.711,g
23.4309,2.5099,0.3895,76.537,g
30.2147,2.9201,0.3101,3.919,g
33.9812,2.9554,0.2737,14.1901,g
32.3343,2.5688,0.3995,8.9595,g
84.4944,3.7652,0.1336,0.188,g
25.2265,2.8639,0.3844,20.2535,g
28.8657,2.5883,0.4542,34.7137,g
13.0755,2.1222,0.7623,25.914,g
47.4777,3.1276,0.2557,13.161,g
53.3458,2.5347,0.5577,7.4932,g
43.4722,3.0976,0.2812,26.7377,g
20.4671,2.4005,0.493,28.2924,g
31.8057,2.8985,0.3007,9.087,g
37.6609,2.5653,0.4245,8.74,g
70.4444,2.9403,0.2169,76.3636,g
29.5348,2.3274,0.4988,7.356,g
21.0923,2.1931,0.5513,19.3207,g
24.2846,2.5641,0.4393,65.1564,g
16.9849,2.2625,0.5683,9.527,g
28.5807,2.5257,0.3994,8.916,g
64.8397,2.9899,0.2641,3.332,g
32.1178,2.316,0.6087,8.105,g
21.4854,2.4495,0.4654,18.0829,g
59.782,3.2024,0.268,8.4866,g
30.367,2.7226,0.3939,49.0315,g
22.1163,2.4158,0.499,2.0777,g
23.3515,2.5496,0.4288,7.2523,g
20.2899,2.356,0.5903,9.282,g
34.5073,2.4661,0.3863,16.189,g
76.9673,3.4226,0.1164,8.824,g
29.001,3.066,0.3282,1.14,g
53.8114,3.137,0.1597,0.035,g
43.0535,2.7251,0.5179,5.984,g
46.5362,3.1905,0.2341,0.129,g
18.1158,2.3655,0.6121,47.2489,g
23.623,2.2788,0.6474,2.525,g
39.997,2.8454,0.334,1.809,g
23.0525,2.3838,0.438,54.648,g
19.7069,2.2765,0.5608,46.1416,g
49.7582,3.0594,0.2372,7.6551,g
75.4781,3.2227,0.1743,10.617,g
56.5232,2.732,0.4004,17.637,g
71.2079,2.7423,0.2661,47.6489,g
25.6981,2.7899,0.3358,32.8826,g
13.2236,2.2055,0.7913,81.7865,g
36.0227,2.7427,0.2658,7.4337,g
87.028,2.9759,0.1903,10.7918,g
30.7475,2.6493,0.3094,12.5618,g
35.2793,2.8831,0.3534,15.2584,g
18.0444,2.3139,0.6117,26.162,g
67.2561,3.3872,0.1915,4.6353,g
21.6496,2.3646,0.5313,89.6251,g
77.0202,3.9439,0.1039,2.8361,g
83.3045,3.0953,0.2128,1.494,g
24.4584,2.3375,0.492,54.494,g
62.2387,2.7738,0.3266,11.48,g
27.9286,2.4691,0.5263,4.7018,g
33.8011,2.4409,0.4022,0.6014,g
30.7934,2.7131,0.3562,5.0435,g
26.8933,2.3829,0.5052,11.6582,g
65.7225,3.2913,0.1989,3.3145,g
35.3734,2.8215,0.2624,41.747,g
18.4641,2.2923,0.6173,11.6166,g
24.5434,2.2878,0.6134,79.211,g
46.6118,3.1575,0.263,1.0271,g
63.9757,2.6048,0.5217,13.222,g
86.757,2.3997,0.6813,2.9754,g
35.8562,2.9945,0.2724,4.6729,g
12.7717,2.07,0.7149,87.9981,g
26.9106,2.4158,0.3685,15.0466,g
57.5809,2.6684,0.3519,6.463,g
13.0322,2.1319,0.7601,9.83,g
39.8486,2.6726,0.3146,2.2185,g
74.2408,3.8022,0.1599,6.4966,g
83.7192,3.4447,0.2619,5.007,g
39.3744,3.2118,0.2162,4.823,g
38.0261,2.6875,0.4004,13.0541,g
12.7148,2.1351,0.7179,11.412,g
18.2209,2.4224,0.4612,3.7849,g
82.2887,3.5923,0.1744,0.5058,g
22.014,2.6508,0.4313,17.1919,g
35.3385,2.5894,0.3887,50.497,g
19.7969,2.0952,0.747,77.4,g
56.5201,2.3766,0.4244,7.327,g
92.2151,3.4681,0.112,2.474,g
28.3107,2.7612,0.3224,4.714,g
30.8293,2.8075,0.2679,16.393,g
13.1053,2.1383,0.7709,67.9698,g
105.125,2.7177,0.4559,8.648,g
30.531,2.9602,0.2816,9.189,g
22.3887,2.7547,0.4908,52.3737,g
76.3542,3.4768,0.1581,9.308,g
37.1373,2.6096,0.2998,11.6063,g
98.5389,3.9546,0.1221,3.0657,g
46.0224,2.5832,0.3238,28.8406,g
70.6084,2.9877,0.1574,68.6708,g
64.7015,2.7931,0.2448,3.712,g
28.7412,2.5809,0.4147,23.5268,g
43.8989,3.4351,0.1333,57.981,g
80.0204,2.8031,0.3682,1.824,g
19.3383,2.3847,0.5485,57.946,g
95.5483,3.4784,0.1822,2.9595,g
22.7179,2.1644,0.5342,6.09,g
20.7352,2.4116,0.7248,30.336,g
91.5802,3.9373,0.1465,8.5405,g
109.756,2.8531,0.2973,11.0651,g
78.9677,3.7505,0.1648,3.1425,g
27.0182,2.5403,0.4236,30.222,g
22.4253,2.1538,0.7649,35.988,g
57.055,3.0648,0.2136,18.2893,g
67.6545,3.3532,0.2239,0.4375,g
20.1827,2.4735,0.5109,40.1965,g
42.8485,2.6474,0.3198,9.8067,g
24.332,2.0846,0.6831,17.9481,g
33.0193,2.5688,0.4318,5.84,g
12.7643,2.1021,0.7036,58.644,g
83.3231,2.8951,0.2266,7.779,g
42.925,2.7657,0.2967,15.396,g
18.1043,2.3664,0.5505,42.881,g
32.8087,2.6959,0.3646,21.846,g
36.1686,2.7084,0.2798,4.218,g
25.2333,2.3222,0.681,17.1998,g
37.3135,2.7931,0.277,6.6237,g
26.6016,2.2188,0.7915,15.92,g
19.1132,2.3674,0.6652,6.052,g
12.59,2.1538,0.6947,84.3099,g
95.5973,3.4943,0.2169,0.5731,g
63.2037,3.3979,0.1624,4.87,g
77.6784,3.6576,0.2206,1.592,g
44.9545,2.642,0.3352,6.826,g
23.2775,2.2967,0.5707,35.4214,g
64.9547,2.8672,0.3109,0.195,g
28.272,2.4886,0.487,22.252,g
19.2924,2.1508,0.7915,68.7907,g
19.2917,2.3608,0.5098,37.029,g
28.0654,3.095,0.3053,34.2341,g
97.815,3.4164,0.1461,10.9562,g
50.026,2.9375,0.2945,9.4937,g
30.8618,2.8627,0.3731,23.1046,g
24.6512,2.2776,0.6755,0.0003,g
26.5857,2.4669,0.43,13.873,g
32.9755,2.8092,0.3057,7.944,g
62.2097,3.3344,0.1686,6.1974,g
57.6632,2.9859,0.1973,0.5765,g
23.9404,2.4771,0.44,1.7082,g
29.557,2.7063,0.3166,23.2507,g
27.3416,2.2565,0.4432,25.809,g
105.463,2.6503,0.4183,58.1218,g
28.1183,2.8085,0.3124,53.2731,g
43.5269,2.5557,0.4395,3.9958,g
40.8762,2.7742,0.3045,11.808,g
51.6337,2.5302,0.3304,13.666,g
20.2586,2.2553,0.6167,48.6035,g
99.2711,4.2236,0.0859,0.5792,g
35.8248,2.6656,0.3715,6.6856,g
22.2257,2.0774,0.7531,28.526,g
