@relation magic

@attribute FLength numeric
@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
91.7312,25.0898,3.3263,5.105,g
81.2204,28.6463,3.6016,5.123,g
24.1471,15.3465,2.415,13.717,g
47.3034,16.5317,3.0398,17.2617,g
52.4374,16.5393,2.5769,65.634,g
16.6311,15.8664,2.3464,31.7295,g
19.1519,12.6686,2.4125,42.99,g
28.4307,11.4872,2.2504,42.081,g
21.1959,6.9776,2.0986,76.7401,g
29.6374,16.1694,2.596,64.4501,g
118.581,32.227,2.8426,8.2015,g
34.6933,11.4502,2.4346,3.7316,g
26.6852,12.7904,2.5804,1.048,g
26.2364,13.2262,2.444,34.849,g
47.7801,21.3242,3.297,4.42,g
65.9396,25.0772,3.4851,2.404,g
83.8164,25.9336,3.143,2.173,g
25.5331,14.4645,2.472,30.7131,g
28.043,15.4297,2.6924,2.826,g
20.7078,11.0466,2.2304,88.9011,g
23.7252,12.741,2.243,1.7,g
26.3198,9.8805,2.2999,13.5641,g
21.6948,6.8708,2.0846,23.451,g
33.9295,12.1658,2.5296,11.448,g
107.338,29.1356,3.5265,3.312,g
25.7808,18.8246,2.4601,3.0162,g
49.6571,16.8233,2.827,9.1405,g
41.0084,12.212,2.6656,11.2425,g
28.9104,15.2102,2.2889,21.912,g
101.552,40.472,4.0642,0.2386,g
21.4822,6.9123,2.1383,13.7252,g
47.3469,11.7963,2.596,12.801,g
27.2526,12.0575,2.5289,24.439,g
38.1462,14.2061,2.7931,1.4627,g
30.5327,21.6959,2.6248,0.1224,g
19.1651,15.8722,2.4706,74.952,g
38.9507,10.7738,2.6665,2.2136,g
49.6601,22.0999,3.1746,5.4509,g
39.5203,22.9162,3.2353,0.0449,g
85.9685,46.078,4.1192,4.561,g
12.855,11.3739,2.1123,4.803,g
23.697,18.1577,2.6556,32.725,g
62.0774,34.86,3.8463,3.635,g
34.5344,20.8554,2.6021,9.6722,g
12.976,10.3524,2.3865,0.764,g
22.0913,10.8949,2.2945,21.068,g
22.4632,16.3469,2.4609,16.2131,g
36.9048,16.4389,2.7945,1.8977,g
29.9042,22.6803,2.9031,27.191,g
91.5599,38.5006,3.7091,4.861,g
30.9135,9.955,2.4676,2.0623,g
35.9941,20.0994,2.9666,4.761,g
25.8446,16.9194,2.4133,2.3506,g
22.4992,10.4464,2.2625,26.9489,g
17.2563,12.8329,2.5496,32.4323,g
34.1703,20.6534,2.7716,10.493,g
35.6382,17.5993,2.7987,14.224,g
29.8697,12.8979,2.4257,62.887,g
39.089,26.253,3.2334,18.9796,g
45.8695,19.1419,2.6508,72.971,g
32.7458,23.3519,2.6026,27.897,g
13.3057,10.1597,2.3086,66.476,g
44.1521,16.7655,2.7093,0.337,g
21.8569,10.9246,2.4433,17.8472,g
22.2487,0,2.2565,28.019,g
53.039,20.23,3.0699,8.5516,g
63.7085,38.5389,3.3946,28.387,g
13.0995,10.7571,2.1508,65.0289,g
94.9356,33.6608,3.746,2.649,g
78.6836,22.724,3.0265,1.732,g
29.292,14.5681,2.6609,3.226,g
46.9591,36.5351,3.696,4.533,g
50.6671,15.2077,3.0643,0.054,g
24.7546,11.4566,2.601,20.6302,g
36.0699,15.0459,2.7976,4.5385,g
20.7684,8.9999,2.3243,74.3421,g
66.6383,32.5347,3.2848,5.2154,g
13.0784,10.325,2.1688,37.04,g
57.0559,23.8097,2.8594,26.6457,g
32.8082,10.1034,2.5145,32.3945,g
33.3237,12.3317,2.5145,42.108,g
66.2439,31.1568,2.8756,0.7187,g
72.1379,11.6246,2.6972,0.5105,g
63.2845,24.5762,3.0772,4.104,g
28.8917,15.8013,2.4141,56.263,g
39.9736,26.9678,3.4241,9.6193,g
33.6482,18.1366,2.6767,17.38,g
56.8961,16.6032,2.9786,1.38,g
28.8686,11.5357,2.4322,26.025,g
24.161,12.9711,2.567,24.558,g
52.1302,21.3653,2.8808,1.8987,g
113.098,35.8026,3.407,2.787,g
22.3788,12.8508,2.2833,10.7186,g
31.0964,14.4152,2.5099,18.7547,g
25.9703,18.3785,2.6946,66.531,g
17.5265,11.0555,2.2648,26.8207,g
25.5941,0,2.1945,61.1232,g
25.5694,12.1376,2.5428,9.7343,g
95.3856,21.1808,2.64,0.6251,g
52.4187,19.3451,2.9146,6.271,g
25.2772,13.6951,2.5758,12.2953,g
43.8485,15.3149,2.6613,9.1753,g
27.9985,15.0071,2.3856,1.1388,g
73.3591,21.924,3.258,0.3152,g
65.8446,21.3023,3.224,0.152,g
57.3144,31.6497,3.2931,29.3674,g
19.8632,12.3814,2.3253,62.678,g
27.4997,15.2199,2.8528,33.818,g
106.671,17.5314,3.0402,11.7482,g
80.7503,30.5812,3.8613,5.239,g
68.7092,19.8659,2.8882,1.0624,g
50.9109,18.6353,3.0364,10.865,g
34.9205,15.9621,2.8457,9.59,g
24.5581,15.468,2.6628,26.996,g
21.2928,7.0199,2.1055,23.036,g
13.0171,11.0189,2.1351,2.5667,g
20.1058,9.2855,2.2553,79.283,g
45.6008,9.4267,2.4409,6.792,g
76.8004,28.1506,3.4847,0.442,g
66.6981,24.516,2.7843,8.269,g
71.3117,39.923,3.6541,14.1486,g
20.3065,12.665,2.3971,64.14,g
70.9727,38.4229,3.554,31.475,g
68.5292,29.0767,3.519,4.265,g
27.8634,9.4193,2.5792,10.3051,g
25.1536,16.1568,2.6484,23.479,g
20.8088,11.7226,2.3253,61.51,g
90.3757,22.9848,2.9863,7.803,g
30.3926,0,2.248,0,g
59.8099,30.7612,3.7199,1.0275,g
61.6277,31.6442,3.4755,1.7327,g
28.738,12.184,2.5484,8.0769,g
12.7309,11.6572,2.0774,36.458,g
33.0328,22.0371,2.6812,45.3284,g
20.9711,7.1236,2.0354,8.9281,g
34.6213,21.7278,2.9901,10.0478,g
34.2724,24.148,3.134,7.6209,g
17.0911,10.5528,2.3909,14.894,g
29.484,8.141,2.3054,9.272,g
51.9877,17.7295,2.836,3.8346,g
92.8988,49.0521,3.7862,3.3724,g
75.8672,20.0816,2.9738,1.861,g
37.6241,14.9219,2.6484,5.8992,g
37.5297,21.1485,3.1765,30.76,g
57.4424,38.099,3.718,3.1991,g
24.7406,7.0634,2.3979,4.672,g
41.7005,19.1167,2.7931,22.7226,g
65.2174,29.1948,3.4249,12.336,g
16.854,11.1091,2.3243,4.875,g
19.7455,7.2753,2.1508,32.467,g
69.5005,26.135,3.1902,7.564,g
82.4094,21.5765,3.0848,0.617,g
48.3589,21.6431,2.7585,41.2033,g
76.201,31.0262,3.3725,2.0088,g
67.9253,31.8348,3.5835,0.1225,g
23.1041,16.8594,2.4281,21.8327,g
85.475,28.3802,3.0737,7.1658,g
27.0193,11.9961,2.5416,1.0613,g
30.1359,10.9027,2.3953,7.675,g
20.1827,12.2617,2.4735,40.1965,g
16.4015,11.5901,2.3598,34.9176,g
63.2098,34.8994,3.1992,1.1808,g
32.5571,27.5582,3.1478,11.3434,g
21.0701,9.7165,2.2742,6.7698,g
22.2,12.8346,2.2718,42.7312,g
62.2522,21.1889,3.221,3.375,g
69.7979,20.3134,3.1824,1.825,g
52.0331,14.5713,2.6585,0.8496,g
45.102,20.0974,3.1647,1.2698,g
77.7337,30.2057,3.926,1.5881,g
53.1674,22.5707,2.9292,22.289,g
19.3561,9.3126,2.3054,18.231,g
23.914,14.8707,2.3551,39.9594,g
49.8521,11.4525,2.3971,6.0457,g
24.8616,12.2989,2.617,1.6899,g
71.5533,20.3187,2.7997,5.421,g
19.3627,7.4401,2.0737,60.349,g
22.6779,10.599,2.4289,0.279,g
13.3406,10.5094,2.3021,60.8194,g
24.1484,13.8484,2.3646,4.458,g
28.2495,11.8001,2.444,86.4267,g
21.4824,12.6292,2.3253,35.8283,g
79.196,15.4942,2.8319,7.135,g
47.76,25.0045,2.8982,1.1964,g
21.1474,16.8163,2.5599,35.595,g
63.8426,20.616,3.0348,11.7311,g
20.3418,12.8448,2.5099,11.572,g
25.7782,11.2053,2.5099,8.288,g
26.3201,13.6678,2.4099,0.3082,g
21.5228,11.9547,2.4949,4.725,g
20.5839,16.0609,2.2368,45.687,g
19.4338,12.9863,2.7672,10.3057,g
29.5024,14.0183,2.5982,3.8455,g
64.3675,21.877,3.1679,8.17,g
62.9308,19.1078,2.9501,8.58,g
13.1759,10.8497,2.1287,8.886,g
24.6029,10.7238,2.3971,8.667,g
40.1304,18.5129,2.8041,13.0774,g
52.8511,34.1063,3.3817,37.1944,g
37.1788,20.4076,2.5447,11.6695,g
156.301,33.0123,2.9312,4.1613,g
47.1363,17.6194,2.4728,12.504,g
68.9088,26.5542,3.3161,0.7358,g
19.2987,7.4549,2.0774,2.182,g
18.1406,10.5832,2.1818,45.7654,g
17.9634,10.2982,2.2765,37.525,g
20.89,9.8119,2.2601,37.2203,g
76.7176,30.7721,3.2463,3.3996,g
21.4416,14.6663,2.4631,9.9314,g
33.4604,12.9133,2.3936,3.66,g
28.7802,15.2527,2.3927,21.3396,g
57.2369,19.5008,3.2156,1.776,g
18.0165,17.3877,2.4871,57.922,g
36.7182,17.8838,2.8035,6.35,g
20.4844,12.5957,2.4556,63.2473,g
29.8259,18.3705,2.6186,14.0382,g
23.8915,12.8584,2.534,6.2472,g
60.0379,19.0161,3.0116,4.4858,g
68.0121,27.6698,3.0824,3.9746,g
81.5827,22.0786,3.1838,0.5805,g
35.6536,14.3624,2.7756,6.9109,g
81.6624,26.8262,3.7255,0.3395,g
67.4572,22.0192,3.2475,2.653,g
22.2357,12.5279,2.4814,0.0392,g
39.1668,16.0399,2.8398,2.027,g
26.5659,9.3013,2.4273,5.6489,g
30.3077,13.9511,2.3811,31.293,g
73.2648,27.0787,3.5292,6.2195,g
35.5578,7.6307,2.3608,31.498,g
48.8338,11.2261,2.7462,3.631,g
59.7619,13.912,2.6808,10.5445,g
27.8752,9.6675,2.3589,44.0434,g
55.968,14.1856,2.7745,19.1473,g
36.8715,17.2797,2.8549,0.8432,g
70.8145,27.9615,3.6166,1.74,g
71.4412,14.6007,2.7152,21.9358,g
52.8871,18.8994,2.9908,5.3358,g
29.1467,13.858,2.3892,17.9541,g
87.4915,30.701,3.3165,6.481,g
61.3727,30.4153,3.3017,2.271,g
61.8847,30.7737,3.3599,0.0235,g
20.9288,12.8416,2.3901,16.771,g
33.0524,15.7139,2.7675,10.977,g
25.1333,9.7512,2.2776,52.0161,g
20.8139,8.5075,2.3243,9.508,g
27.1725,11.8155,2.3043,75.9321,g
30.7972,17.3984,2.7782,0.8828,g
50.1058,18.3299,3.1541,4.0106,g
24.3935,14.8408,2.4683,31.567,g
25.5298,12.2168,2.3856,41.5557,g
50.5608,24.0338,3.1101,21.156,g
41.4947,23.9692,3.5532,5.0887,g
20.5693,16.3623,2.3829,13.8912,g
31.4413,21.7385,2.6594,6.283,g
111.657,31.2859,3.0674,3.348,g
23.4903,15.6926,2.5465,0.7529,g
52.7965,18.233,2.9564,2.973,g
42.3471,23.6253,3.0197,59.389,g
39.4355,15.9327,2.6977,24.302,g
30.925,10.3404,2.4928,6.255,g
24.1754,14.1008,2.4314,1.3133,g
37.9977,21.6524,2.9474,5.49,g
27.4852,17.0142,2.6542,6.422,g
57.0396,26.1477,3.1999,2.377,g
36.9557,16.2352,2.9645,2.511,g
114.412,19.9061,2.6238,4.901,g
21.2081,15.4439,2.4518,0.0354,g
22.241,8.9672,2.2529,32.6097,g
40.8648,21.6582,3.0775,0.785,g
43.0781,22.9823,3.083,23.884,g
18.7737,10.5601,2.3927,32.593,g
18.6522,17.8766,2.4108,65.882,g
19.0891,16.0585,2.9287,22.732,g
85.4369,30.3729,3.6503,2.791,g
82.8578,23.9783,2.9814,3.3652,g
33.1611,8.9994,2.2776,5.6594,g
30.5549,19.5497,2.8615,5.5986,g
27.071,25.5307,2.6726,13.719,g
33.1854,16.8379,2.6227,22.632,g
12.9531,11.0009,2.2822,69.1684,g
31.3598,24.3563,2.7308,75.9302,g
22.1065,15.2659,2.3454,4.692,g
17.5896,15.3005,2.5072,21.5205,g
17.7781,10.5352,2.2504,25.2845,g
78.1358,32.8478,3.0054,7.5801,g
22.3851,12.6677,2.2695,12.169,g
57.8134,33.0361,3.8699,0.211,g
91.892,19.3381,3.3118,4.901,g
25.812,10.1488,2.2956,37.8541,g
48.8751,19.4472,3.0643,15.5752,g
23.0885,12.9505,2.2201,45.055,g
28.1148,17.3168,2.6439,10.742,g
19.3383,12.704,2.3847,57.946,g
41.3514,24.002,3.066,22.0152,g
80.171,28.1233,3.6012,1.0298,g
13.0133,10.5199,2.2188,31.914,g
49.2754,14.5068,2.7509,1.985,g
59.4146,21.6014,3.5409,2.236,g
55.7912,20.7167,3.1128,2.106,g
29.3345,12.0211,2.4683,0.936,g
107.219,43.8984,3.1741,4.3625,g
112.948,39.3367,3.2619,0.938,g
89.3461,28.7796,3.587,0.485,g
54.3153,24.5044,3.2655,10.5649,g
53.9765,21.0655,2.5557,1.843,g
32.2869,16.2117,2.6385,5.8259,g
49.5794,15.9478,2.9861,3.751,g
96.4553,33.856,4.0044,1.7133,g
23.4405,12.4016,2.7059,34.4836,g
21.7666,8.2326,2.4249,23.7678,g
35.9738,26.1095,3.3553,8.8011,g
17.2234,10.5248,2.3747,2.7355,g
18.6533,15.1674,2.4338,4.7998,g
29.9045,15.1933,2.7202,2.9967,g
22.9167,21.4114,2.4983,42.6266,g
27.3488,19.4246,2.7474,23.736,g
21.0987,10.6788,2.2068,22.874,g
76.1989,27.7929,3.5964,0.6204,g
32.8354,21.1722,2.7948,10.1619,g
28.8657,19.3367,2.5883,34.7137,g
30.5895,15.344,2.5916,56.2862,g
18.633,15.8767,2.5786,32.005,g
21.6029,0,2.1319,82.4952,g
64.8912,16.4459,3.0797,4.8939,g
32.752,11.6661,2.4175,23.863,g
26.8176,15.9384,2.485,78.5386,g
53.6356,18.1699,2.9235,5.4268,g
12.9954,9.5666,2.2492,29.77,g
50.8046,30.0053,3.6055,10.9222,g
76.6239,34.0896,3.5389,4.172,g
25.0459,22.9081,2.8552,30.4393,g
22.3151,0,2.1319,48.9671,g
49.6982,16.8437,2.7973,5.0099,g
29.1556,12.5696,2.5441,1.925,g
35.4335,17.1768,2.7566,25.724,g
36.8391,13.6851,2.6571,32.9639,g
23.1901,8.4604,2.3304,51.965,g
35.3335,12.5989,2.6702,5.8315,g
31.8013,14.9086,2.5711,21.5187,g
28.3396,6.8049,2.2175,35.715,g
83.7767,15.2713,2.7348,13.374,g
59.4329,22.405,3.0156,9.664,g
60.2779,20.7181,2.8901,25.9201,g
12.6838,11.6957,2.3233,78.178,g
29.4682,24.3438,2.9368,19.977,g
16.8917,11.3907,2.2122,73.5609,g
12.9161,11.1984,2.1599,87.3306,g
38.5065,15.7785,2.7384,2.37,g
12.8056,11.4689,2.3043,14.296,g
29.6384,18.1643,2.7412,16.691,g
58.0284,18.9179,3.32,4.187,g
76.6778,20.1766,2.8212,1.2118,g
36.1321,13.7532,2.5658,4.167,g
81.2642,10.6592,2.4942,1.28,g
88.9019,28.5245,3.5765,3.2132,g
26.2768,14.0731,2.4362,75.6791,g
39.2191,16.9979,2.9784,9.699,g
18.2814,10.3692,2.29,17.734,g
35.9534,31.5107,3.3495,12.941,g
53.238,20.45,3.0406,5.6926,g
64.8668,20.9098,3.0358,14.2272,g
17.0685,11.0829,2.3674,73.3106,g
12.8768,11.4371,2.0917,17.359,g
40.634,17.7428,2.7931,7.9894,g
42.5309,24.629,3.0116,27.4131,g
89.473,32.9432,3.3831,0.524,g
25.1525,19.4973,2.7857,85.328,g
65.3382,27.563,3.363,0.847,g
73.336,23.6134,2.9516,2.9936,g
39.2192,14.1085,2.8534,9.1923,g
23.3523,5.8999,2.2683,18.9122,g
21.2858,11.4472,2.2122,50.0471,g
22.0215,10.9569,2.5257,55.6963,g
113.486,32.2434,3.4706,1.2941,g
26.8118,18.7489,2.6968,36.997,g
29.114,18.1634,2.8759,19.0682,g
19.9198,11.549,2.4338,45.987,g
96.2358,33.1716,4.0803,2.2634,g
47.0642,22.5286,3.2863,4.411,g
52.1771,23.834,3.3236,3.737,g
87.024,27.1425,3.7084,0.279,g
30.8779,10.6009,2.3493,40.5255,g
29.1329,12.3735,2.7003,1.2986,g
25.7435,11.5007,2.3936,8.982,g
88.3799,23.7348,3.2642,0.949,g
22.1571,14.7328,2.48,57.7866,g
29.5906,18.5962,2.7122,16.103,g
96.7683,38.3376,4.0542,0.823,g
16.8441,11.4183,2.1959,16.009,g
105.958,66.7134,4.3649,3.726,g
12.893,11.3994,2.3107,78.5401,g
39.4615,23.6827,2.8552,2.068,g
26.2813,11.4371,2.5126,22.598,g
88.5664,45.1884,3.8493,5.1478,g
46.8511,20.0086,3.2301,6.56,g
18.7096,16.1954,2.4556,71.004,g
39.3034,16.2019,2.6299,23.734,g
32.5446,17.6636,2.7007,12.117,g
38.6943,23.8422,2.7029,15.761,g
79.3481,24.6138,2.6096,3.796,g
94.7727,28.4289,3.6073,2.012,g
90.4316,22.0719,3.4254,5.117,g
62.1149,22.0752,2.846,22.76,g
35.3773,16.9702,2.6566,0.2798,g
47.1071,20.7603,3.1159,12.885,g
87.5064,28.9553,3.5233,0.337,g
24.1987,12.1882,2.6964,28.9777,g
35.9225,14.7049,2.5224,2.969,g
23.7934,19.9988,2.7247,33.4374,g
44.1203,20.2104,2.8096,29.21,g
23.5984,17.6638,2.6937,87.6397,g
83.5277,21.7244,3.1987,6.34,g
51.5363,14.1394,2.8072,11.399,g
71.2934,32.3604,3.447,2.6,g
106.05,33.6443,3.6139,1.987,g
53.0521,22.055,2.9196,11.985,g
72.7908,23.7428,3.5405,4.2311,g
30.4868,20.7481,2.6479,15.813,g
26.2933,14.7705,2.6817,1.8019,g
20.9383,12.8664,2.3294,52.554,g
65.8187,21.7078,3.2692,3.2964,g
23.9025,17.3947,2.5185,14.9967,g
23.1306,14.9958,2.5971,41.0922,g
33.5981,14.042,2.7756,16.463,g
28.8038,6.6537,2.2672,37.1524,g
16.1931,11.1654,2.356,56.5349,g
64.3781,17.8251,3.0613,16.783,g
26.5259,10.1961,2.4401,28.938,g
27.518,10.6219,2.5453,6.1065,g
17.4484,10.691,2.3263,65.7296,g
22.7903,9.9419,2.2279,5.0165,g
42.6872,15.9176,2.8482,3.732,g
30.3022,10.9742,2.3627,36.929,g
28.7994,11.9519,2.4216,0.9082,g
32.8254,19.3483,2.7892,37.525,g
98.2237,28.6677,3.5247,1.4305,g
22.0729,12.8478,2.2999,38.1238,g
13.2032,10.7005,2.2956,21.6348,g
21.0042,12.8793,2.372,21.891,g
21.2638,12.3586,2.2613,10.85,g
115.017,29.6712,3.4718,8.302,g
43.287,12.0395,2.4281,8.3733,g
86.0772,18.1931,3.0314,6.8267,g
35.577,15.0526,2.9805,2.0711,g
131.487,23.2682,2.8954,2.915,g
27.3827,12.9279,2.5521,7.913,g
33.1009,16.5548,2.382,0.9654,g
25.4375,15.5154,2.8136,9.8822,g
55.4983,26.8202,3.0237,6.216,g
20.7706,7.0894,2.0881,19.8866,g
38.2081,29.6875,2.8689,25.176,g
19.6725,15.1829,2.4409,8.625,g
26.6885,8.5852,2.6101,14.1441,g
20.8222,11.9473,2.4464,63.3878,g
37.8069,23.842,3.3945,10.6904,g
101.046,25.2519,3.0752,0.4197,g
92.595,24.5334,3.167,0.0787,g
25.8224,7.0937,2.29,31.469,g
37.2101,21.4865,2.8932,9.381,g
47.2834,29.8914,3.226,18.205,g
28.4454,11.6231,2.3793,1.44,g
36.0145,12.4148,2.6101,0.8987,g
53.8685,15.831,2.8722,32.443,g
95.3553,45.6576,3.7829,2.0661,g
49.6933,14.4361,2.9274,2.915,g
95.5849,9.9083,2.6902,0.7801,g
91.4628,32.5726,3.5434,2.331,g
64.9861,21.2241,3.2083,3.404,g
23.7769,20.2657,2.7638,43.362,g
39.7794,13.4751,2.6707,7.225,g
48.8204,9.7049,2.7189,4.5898,g
98.894,45.5173,3.9102,2.727,g
33.5888,7.5491,2.5179,22.805,g
63.7733,27.8348,3.6693,0.9347,g
21.1305,12.5141,2.4057,81.2274,g
95.3993,28.8213,3.4232,0.9064,g
81.0534,26.4866,3.6683,2.714,g
25.7024,10.3364,2.317,30.6008,g
39.3022,21.6769,3.033,1.1935,g
23.8241,18.6198,2.4265,12.249,g
22.0733,6.6451,2.1538,52.6161,g
48.5563,20.9762,3.1905,4.382,g
44.328,24.6381,3.2117,17.3632,g
29.362,11.3579,2.3738,76.263,g
29.0828,14.8125,2.5982,7.9405,g
47.1318,23.4848,3.5004,8.902,g
22.3944,18.8885,2.7024,45.6085,g
20.3898,9.174,2.4298,7.6029,g
61.9078,22.0154,3.3528,3.613,g
42.7735,24.0127,2.7447,13.269,g
26.6768,17.3035,2.7168,6.8488,g
26.6682,19.8427,2.7517,2.048,g
84.4221,36.4121,3.6229,4.2808,g
25.5805,17.8441,2.6571,1.8043,g
31.5758,26.4066,2.8552,87.7159,g
42.8667,20.8577,2.954,6.9302,g
49.3308,19.4102,3.0382,1.5672,g
41.3527,11.3559,2.2911,9.469,g
