@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-3,9,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
12.4183,2.5126,14.708,g
16.7796,2.766,10.45,g
7.3625,2.0663,77.3146,g
23.3741,3.0092,3.1282,g
17.6138,2.8742,13.5528,g
13.2023,2.3936,12.5937,g
25.3158,3.0071,27.555,g
10.0515,2.404,18.23,g
28.158,3.6759,0.128,g
10.5247,2.7105,1.8949,g
18.1552,2.7042,1.596,g
20.1272,2.9727,6.4438,g
12.3581,2.4646,16.1552,g
13.424,2.5472,16.859,g
26.4597,3.1552,17.331,g
11.6175,2.0233,46.2009,g
21.9114,3.1087,5.402,g
20.5629,3.2398,3.6733,g
15.4219,2.5587,14.818,g
26.6307,3.3714,0.3079,g
8.2639,2.5308,15.7149,g
9.8939,2.3324,42.667,g
16.3463,2.8901,16.96,g
19.6861,2.9647,6.3884,g
14.0844,2.2565,48.416,g
34.4071,3.3192,4.01,g
22.9664,3.1273,21.8794,g
31.483,3.3631,4.5424,g
10.2156,2.2368,75.648,g
13.4751,2.6707,7.225,g
12.286,2.3811,34.432,g
20.6824,2.699,8.7606,g
12.3798,2.3345,59.423,g
53.3928,4.2653,1.727,g
12.3622,2.4691,13.2241,g
20.8577,2.954,6.9302,g
23.9976,2.8624,4.9786,g
12.7998,2.5955,20.288,g
11.76,2.4807,12.1452,g
30.9665,3.6383,4.3045,g
50.3098,4.0832,0.131,g
23.9015,3.0149,4.65,g
19.7113,2.6551,7.946,g
24.9376,3.5075,1.4909,g
16.7141,2.6415,31.784,g
17.5029,2.3962,49.0547,g
23.4817,2.9845,72.786,g
30.2434,3.763,0.7519,g
13.2045,2.5717,2.748,g
33.2511,3.2877,21.841,g
13.9374,2.7131,2.771,g
24.7704,3.4994,2.967,g
26.5682,3.2166,2.031,g
6.9091,2.1123,12.268,g
19.4102,3.0382,1.5672,g
15.7785,2.5031,35.069,g
19.6211,2.6053,5.7595,g
12.7811,2.2122,2.964,g
19.0554,2.7185,28.551,g
19.7924,3.1976,1.1127,g
22.2965,3.0396,61.727,g
21.0394,2.6269,48.484,g
10.5756,2.2529,81.3657,g
9.0447,2.444,1.236,g
14.76,2.5065,2.108,g
17.3002,3.0103,5.6933,g
14.6241,2.9159,5.148,g
23.0715,3.0249,5.8399,g
19.5641,3.089,6.083,g
23.6827,2.8552,2.068,g
15.9477,2.4728,13.9543,g
18.9759,2.6803,27.262,g
15.3147,2.6556,11.635,g
24.8757,2.8379,29.609,g
14.9894,2.3454,19.747,g
20.6534,2.7716,10.493,g
10.6423,2.1875,64.034,g
7.4475,2.3493,16.857,g
25.8172,3.0193,31.0087,g
39.647,3.724,2.436,g
20.8316,3.0521,1.4439,g
26.8957,3.4173,8.8138,g
12.9271,2.5004,0.708,g
32.6711,3.6657,0.9411,g
17.4968,2.8004,4.387,g
23.1997,3.4368,1.99,g
28.7954,3.4192,6.9368,g
27.9322,3.1543,11.6762,g
24.0037,3.4339,0.3795,g
14.5735,2.4108,75.425,g
11.9107,2.7723,6.46,g
14.9086,2.5711,21.5187,g
19.3991,2.9151,6.89,g
20.3797,3.1007,7.784,g
15.0755,2.4548,89.7187,g
17.9565,2.4571,4.3446,g
33.5462,3.5914,4.4055,g
22.3814,3.0828,10.734,g
11.9122,2.3793,88.8278,g
5.8999,2.2683,18.9122,g
15.9401,2.6201,33.2818,g
25.5676,3.313,9.311,g
17.8745,2.6998,0.881,g
21.3242,2.5051,17.9029,g
21.011,3.0228,1.765,g
42.3026,3.0465,4.8828,g
15.7969,2.5366,77.795,g
15.2872,2.6968,2.4997,g
21.8245,3.0233,37.585,g
21.4358,3.2884,3.8131,g
12.2741,3.0218,5.3775,g
21.8125,2.7657,14,g
17.0921,2.5416,4.0536,g
10.7508,2.4464,34.121,g
10.2638,2.2492,43.042,g
15.1727,2.5428,8.274,g
17.5257,2.3829,48.694,g
30.9949,3.7074,3.301,g
8.237,2.3979,3.886,g
10.3692,2.29,17.734,g
18.5949,2.6839,6.959,g
21.2327,2.8651,4.7613,g
16.8913,2.912,19.182,g
23.9796,3.253,4.173,g
16.3669,2.48,15.7002,g
15.0899,3.0204,2.0174,g
22.2754,2.8762,13.6718,g
13.5389,2.4014,34.0054,g
12.8114,2.5315,9.0091,g
9.4291,2.5045,3.9731,g
25.0045,2.8982,1.1964,g
9.1084,2.3434,20.728,g
29.917,3.0179,2.4654,g
24.4013,3.1178,8.37,g
27.4279,3.3193,13.107,g
27.269,3.0754,3.298,g
17.9468,2.8825,5.955,g
18.6073,3.0177,3.759,g
10.3331,2.3738,18.374,g
28.6529,2.837,8.222,g
10.2006,2.1399,68.8859,g
10.537,2.2956,9.5272,g
17.8957,2.4778,31.3698,g
14.7113,2.6335,8.368,g
10.3329,2.4141,11.386,g
15.7418,3.2057,1.9109,g
17.9792,2.781,3.9171,g
21.3329,2.9044,6.377,g
10.2168,2.2695,8.229,g
0.0037,2.1508,0.0002,g
16.6586,2.9991,5.057,g
11.9796,2.4728,19.914,g
32.661,3.8623,1.464,g
26.1442,3.4635,1.798,g
13.9242,2.3454,4.1125,g
25.5716,2.9135,4.486,g
21.8043,2.8814,2.232,g
17.9872,2.4609,27.762,g
23.5976,3.4861,0.505,g
19.721,2.6968,28.615,g
21.6739,3.0883,22.7661,g
11.8539,2.5079,17.677,g
19.3929,2.9581,4.232,g
18.4405,3.0013,5.6137,g
12.903,2.2844,50.6061,g
24.4091,3.4817,0.5754,g
11.0502,2.5581,36.709,g
11.044,2.3263,24.0178,g
13.7396,2.5775,19.736,g
17.4304,2.3531,79.873,g
34.4391,3.6718,1.892,g
18.3168,2.6207,9.0521,g
15.2353,2.5472,6.024,g
33.1096,3.5327,49.156,g
12.2416,2.3243,74.7762,g
11.7254,2.3802,47.1879,g
27.2412,2.9261,0.2638,g
19.207,2.8946,5.8146,g
28.1619,2.9053,1.0274,g
13.9786,2.451,27.156,g
14.9261,2.4778,28.2602,g
40.0201,3.9078,0.568,g
40.6609,3.3775,0.546,g
14.9147,3.124,0.2853,g
9.9525,2.273,54.213,g
14.5135,2.8938,2.231,g
26.0322,3.2002,37.8821,g
13.5256,2.7679,3.596,g
19.8073,2.8885,9.826,g
16.4235,2.5717,10.4413,g
22.266,3.1041,18.606,g
20.7462,2.842,23.7956,g
23.1362,2.9985,12.219,g
34.124,3.1682,43.174,g
19.7887,2.6112,39.6495,g
11.4704,2.243,36.3007,g
18.6353,3.0364,10.865,g
15.8299,2.5139,80.2386,g
37.2663,3.8326,3.2776,g
12.8478,2.2999,38.1238,g
18.959,2.8142,9.6812,g
7.0867,2.273,70.729,g
16.7045,2.6604,12.2232,g
11.196,2.0952,32.761,g
15.7139,2.7675,10.977,g
21.4064,2.8058,4.3,g
32.2207,2.9738,1.5131,g
28.2534,2.7623,69.125,g
9.3404,2.5629,8.78,g
17.256,2.5378,26.7113,g
21.7267,3.0899,11.24,g
52.4718,3.4939,7.181,g
7.2924,2.055,34.5528,g
7.2127,2.1287,46.8416,g
12.5353,2.3201,63.8003,g
17.6415,2.935,0.8358,g
18.7433,2.8126,1.325,g
10.112,2.2148,16.843,g
15.4918,2.5658,21.0507,g
10.5806,2.5211,9.6728,g
18.4718,2.9122,11.9465,g
7.9251,2.3711,6.0144,g
10.0248,2.2601,43.0228,g
17.1788,2.485,0.9739,g
22.9645,2.6618,41.374,g
12.8656,2.3294,26.8895,g
26.7363,3.1106,15.4057,g
24.9636,3.2418,4.374,g
10.0212,2.472,27.079,g
10.816,2.3139,3.957,g
47.0245,4.1715,1.575,g
38.9376,4.0958,1.034,g
18.5025,2.635,11.961,g
21.7526,3.0588,4.0395,g
31.4255,3.953,4.4435,g
20.4092,2.7247,4.4,g
16.0899,2.7612,16.3,g
16.9858,2.995,0.9353,g
26.3163,3.2584,2.052,g
10.177,2.2889,28.175,g
16.1185,2.6642,25.9867,g
12.759,2.6937,9.695,g
24.5151,2.7839,30.1986,g
17.1061,2.2718,56.213,g
25.3707,3.3143,1.489,g
18.2547,2.7889,14.579,g
32.3167,3.8758,3.343,g
15.471,2.9956,0.4443,g
15.9448,2.666,30.3436,g
9.0361,2.4191,25.6299,g
12.9874,2.4433,6.035,g
17.9806,2.356,29.924,g
12.6622,2.4289,13.9,g
14.9115,3.2049,3.118,g
16.1955,2.7152,3.965,g
15.19,2.6294,42.8808,g
18.8813,3.0978,8.031,g
22.6768,2.9398,1.511,g
10.8908,2.3334,4.738,g
12.7203,2.4158,83.0753,g
7.1571,2.1089,37.783,g
18.562,2.9219,8.016,g
16.1636,2.7559,23.5652,g
10.5564,2.3107,34.266,g
15.4514,2.4362,17.0993,g
13.5162,2.5977,5.881,g
29.6712,3.4718,8.302,g
10.4544,2.4354,3.098,g
21.9205,2.8701,2.4615,g
21.8827,2.632,2.0243,g
10.5409,2.2253,26.4593,g
18.8514,3.1578,6.648,g
12.7713,2.3551,9.109,g
26.8202,3.0237,6.216,g
16.0308,2.5092,10.576,g
18.1847,2.695,16.706,g
9.3091,2.2589,43.535,g
11.3559,2.2911,9.469,g
18.2552,2.8146,15.298,g
19.8791,2.8182,19.332,g
21.9099,2.738,14.885,g
19.5066,3.0282,14.054,g
6.9933,2.0846,62.166,g
9.8262,2.2279,20.22,g
23.8063,3.1432,11.9368,g
7.4142,2.3909,15.7881,g
14.8229,2.6263,9.19,g
16.9625,2.5617,34.6018,g
14.4663,2.9722,3.9724,g
21.5299,2.8395,22.1398,g
25.8978,3.5629,9.0921,g
21.0901,2.9628,3.1889,g
18.9683,2.9467,13.846,g
17.6869,2.2613,82.2627,g
27.8972,3.5143,2.2905,g
10.4966,2.2529,17.1321,g
11.8139,2.4857,2.7921,g
14.5173,2.9829,2.119,g
16.1189,2.9219,1.9002,g
12.903,2.2577,12.137,g
22.5855,2.9243,25.7773,g
10.0782,2.5849,18.357,g
16.6424,2.6542,25.831,g
30.7397,3.4551,7.8862,g
20.2859,3.2625,9.216,g
10.8047,2.4594,8.48,g
24.148,3.134,7.6209,g
11.4884,2.1123,60.835,g
9.2552,2.711,4.735,g
17.0376,2.7828,4.0989,g
24.8566,2.8069,79.886,g
18.8093,2.9954,1.3991,g
11.2333,2.3945,2.0243,g
12.891,2.4306,59.3545,g
17.3221,2.5132,52.617,g
56.5926,4.339,3.601,g
16.9838,2.6196,20.19,g
7.4326,2.1569,75.607,g
16.6898,2.8842,4.9423,g
18.7689,3.0548,0.8205,g
30.7871,3.5949,4.109,g
24.5521,3.3523,4.9278,g
23.9572,2.6304,62.09,g
9.9957,2.5809,14.4173,g
11.3629,2.4778,34.9402,g
7.0896,2.2,10.7736,g
29.6106,2.9605,3.585,g
13.3274,2.635,13.838,g
15.8511,2.4843,18.1669,g
11.0411,2.1508,18.039,g
15.7287,2.4393,86.6051,g
21.2076,3.0378,23.142,g
7.1029,2.1688,12.863,g
20.8778,2.6435,74.7121,g
12.5113,2.5099,35.9838,g
18.3417,2.723,39.0678,g
72.8105,3.8226,6.433,g
12.6363,2.6299,20.47,g
10.7133,2.3107,71.878,g
9.5265,2.4541,0.255,g
37.784,3.9715,4.3928,g
25.9285,3.1258,1.81,g
13.1887,2.4158,47.1919,g
9.9977,2.301,37.679,g
16.1585,3.2382,0.12,g
24.0733,3.0881,4.3666,g
13.3494,2.4232,8.8499,g
29.3736,3.3897,22.925,g
12.4679,2.5746,5.9657,g
12.7905,2.772,9.6757,g
16.9284,3.0815,4.8845,g
15.8771,2.3395,15.6268,g
21.5892,3.3841,3.422,g
10.9437,2.4385,10.9363,g
19.1491,2.9245,2.2482,g
19.3932,2.9654,2.217,g
6.9318,2.1123,80.5502,g
11.6409,2.224,27.85,g
11.9892,2.4579,0.4067,g
11.8114,2.0588,57.2856,g
11.3137,2.2355,40.003,g
22.9181,3.1947,9.8286,g
26.6742,3.1868,7.0879,g
17.3059,2.6707,89.6161,g
12.3983,2.4464,7.3869,g
13.9185,2.4609,21.5562,g
21.5734,3.0368,4.202,g
16.2878,2.9845,8.446,g
12.4865,2.6154,8.062,g
32.3604,3.447,2.6,g
23.9501,2.9839,10.4186,g
20.5389,2.9703,7.063,g
22.1137,2.8713,12.3675,g
23.2299,2.9759,9.7797,g
11.2948,2.0663,61.5575,g
23.174,2.9743,26.0548,g
11.9421,2.4698,48.9647,g
9.7165,2.2742,6.7698,g
18.5765,3.1082,2.5919,g
16.4682,2.5165,30.914,g
20.9302,2.7828,4.7427,g
19.1983,2.7924,0.6273,g
14.7328,2.48,57.7866,g
11.2396,2.2672,9.5667,g
15.0938,2.6684,28.138,g
21.3132,3.1599,18.5411,g
18.5962,2.7122,16.103,g
19.4895,2.9914,20.487,g
6.7047,2.0774,82.9943,g
12.6117,2.4433,51.1727,g
36.4121,3.6229,4.2808,g
30.3512,3.474,2.6075,g
38.6728,3.7577,0.42,g
16.4443,2.415,52.38,g
21.6431,2.7585,41.2033,g
13.9723,2.485,35.283,g
34.7412,3.1987,28.5503,g
14.582,2.3918,53.008,g
18.914,3.0592,3.5737,g
20.2472,2.7889,6.0005,g
18.9129,2.357,42.731,g
12.6927,2.5563,25.8637,g
10.5355,2.2695,41.1555,g
11.0298,2.3149,50.922,g
16.6515,2.7059,43.177,g
19.6036,2.7903,5.132,g
16.4605,2.7003,32.0104,g
16.2946,2.3901,26.632,g
18.1957,2.5922,40.08,g
12.8567,2.5927,25.4082,g
0,2.0626,88.0912,g
17.2202,3.0063,4.4309,g
10.1348,2.3522,40.884,g
16.538,2.6498,2.76,g
15.0295,2.6522,11.192,g
15.0189,2.8417,4.438,g
29.0767,3.519,4.265,g
13.4146,2.4983,0.13,g
23.3557,2.8979,5.6571,g
14.3748,2.5453,13.986,g
8.4294,2.4005,7.917,g
12.8582,2.2405,6.388,g
18.8266,3.1844,5.3936,g
9.3927,2.5769,6.8387,g
25.7457,3.2017,10.4609,g
12.306,2.4346,24.444,g
33.4244,3.0453,7.286,g
25.111,2.9967,0.681,g
19.0651,2.6857,32.814,g
11.8492,2.3865,19.907,g
36.1869,3.9498,1.422,g
15.9685,2.8831,13.1301,g
11.2074,2.1222,59.898,g
11.0685,2.5198,22.07,g
8.6111,2.485,59.461,g
12.7537,2.549,4.506,g
20.3809,2.7197,47.397,g
12.8113,2.5838,12.6022,g
12.673,2.5533,43.391,g
19.278,2.6227,3.75,g
18.6993,2.7566,2.909,g
45.616,3.8024,20.595,g
13.4527,2.5575,34.2189,g
35.7955,3.3054,2.266,g
19.7294,3.0037,13.5359,g
41.192,4.0174,3.44,g
19.6955,2.4764,19.889,g
24.9415,2.6628,55.3088,g
14.2949,2.5641,2.189,g
9.629,2.4393,6.6791,g
15.5966,2.8338,3.531,g
24.2555,3.2872,6.3678,g
20.5479,2.7164,14.437,g
26.253,3.2334,18.9796,g
12.1346,2.2135,60.1701,g
14.847,2.3149,22.9229,g
21.6092,2.781,6.703,g
26.4351,3.1055,7.8797,g
14.0987,2.4533,2.075,g
20.7931,2.9012,7.848,g
14.6773,3.0145,0.5949,g
8.7598,2.4346,6.1543,g
16.9678,2.8751,10.961,g
6.7179,2.1222,27.722,g
7.0922,2.2082,13.7571,g
