@relation segment

@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
63,1.5,29.666666,-6.111111,-15.777778,29.666666,1
130,0.611111,6.666666,5,-7.666666,7.555555,1
84,1.5,30,-0.888889,-17.555555,30,1
57,1.722222,36.22222,-8.444445,-19.777779,36.22222,1
122,0.555555,6.888889,4.444445,-7.555555,7.444445,1
111,1.611111,24.88889,-0.444444,-14.444445,24.88889,1
64,1.5,31.88889,-4.222222,-19.222221,31.88889,1
92,3.333334,29.777779,-3.333333,-17.333334,29.777779,1
60,0.944445,31,-4,-17.666666,31,1
60,0.555555,24.777779,-1.333333,-15,24.777779,1
69,1.5,32.555557,-7,-17.666666,32.555557,1
126,0.833333,8.222222,4.444445,-7.222222,8.888889,1
149,0.888889,8.777778,-4.222222,-5.555555,8.777778,1
80,3.555555,31.555555,-1.444444,-18.777779,31.555555,1
107,0.833333,20.666668,3.444444,-13.888889,20.777779,1
111,0.666667,7,3.555556,-7.444445,7.333334,1
114,0.722222,6.111111,3.888889,-6.444445,6.666666,1
53,2.111111,38.333336,-12.888889,-20.88889,38.333336,1
96,1,27.333334,0.666667,-17,27.333334,1
85,1.444444,21.88889,2.777778,-14.555555,21.88889,1
134,0.555556,7.111111,4.111111,-7.222222,7.777778,1
130,0.944445,7.222222,5.444445,-7.222222,8.444445,1
116,0.388889,6.777778,3.444444,-7.555555,6.888889,1
55,1.444445,26.666666,-1.444444,-15.444445,26.666666,1
92,1.222222,30.333334,-1.666667,-18.333334,30.333334,1
57,1.833333,34.444447,-4.888889,-19.555555,34.444447,1
71,2.111112,29.666666,-2.666667,-18,29.666666,1
140,0.444444,6.888889,4.333334,-7,7.555555,1
113,1.722222,25.444445,-0.777778,-14.777778,25.444445,1
89,1.722222,27.777779,-1.666667,-16,27.777779,1
124,0.555556,6,4.666666,-7.333334,6.777778,1
101,0.722223,23.555555,1.888889,-15.444445,23.555555,1
125,0.277778,7.666666,3.444444,-7.888889,7.777778,1
111,0.722222,7.666666,2.888889,-7.777778,7.888889,1
143,0.333333,5.888889,4.555555,-7.111111,6.666666,1
135,0.444445,5.444445,5.666666,-7,6.888889,1
129,0.555556,7.555555,5.333334,-8,8.444445,1
125,0.277778,7.666666,3.444444,-7.888889,7.777778,1
70,1.277778,30.11111,-2,-17.333334,30.11111,1
70,1,34,-4.777778,-19.11111,34,1
111,0.388889,6.333334,4.444445,-7.222222,6.888889,1
95,1.222222,26.666666,-0.222222,-15.555555,26.666666,1
107,1.444444,22.88889,3,-15,23,1
74,3.888889,30.555555,-3.111111,-17.777779,30.555555,1
138,0.444444,6.333334,4.666666,-7.333334,7,1
85,1.444444,21.88889,2.777778,-14.555555,21.88889,1
133,0.333333,7.777778,5,-8.333333,8.444445,1
91,2.222222,28.777779,-1.444444,-17.444445,28.777779,1
89,1.277778,30.444445,-2.333333,-17.333334,30.444445,1
114,0.611111,7.444445,4,-7.666666,7.888889,1
90,2.777778,29.11111,-1.888889,-17.555555,29.11111,1
132,0.5,6.111111,5.222222,-7.444445,7.111111,1
123,0.388889,6.777778,5.666666,-7.666666,8,1
114,0.388889,7.444445,3.333333,-8,7.444445,1
145,0.555556,6.555555,3.111111,-6.888889,7,1
44,2.166667,25.222221,-4.222222,-15.222222,25.222221,1
115,1.666667,28,-2.111111,-15.777778,28,1
60,0.5,25.777779,-1.777778,-15.777778,25.777779,1
102,1.888889,21.88889,1.888889,-13.777778,21.88889,1
63,1.222222,23.666666,-2.555556,-14.222222,23.666666,1
118,0.388889,7,4.777778,-7.555555,7.666666,1
126,0.444444,5.666666,6.777778,-7.555555,7.666666,1
116,0.388889,7,3.444444,-7.555555,7.333334,1
118,0.055556,6.666666,4.111111,-7.222222,7.111111,1
138,0.888889,6.555555,4.777778,-7.222222,7.333334,1
122,0.277778,6.666666,4.333334,-7.666666,7.222222,1
116,0.944445,28.11111,-2.333333,-15.666667,28.11111,1
79,1.277778,21,1.555556,-14.111111,21,1
114,0.277778,7.333334,2,-7.666666,7.333334,1
116,1.5,27.555555,-1.444444,-16.11111,27.555555,1
149,0.5,11.888889,-5.888889,-7.222222,11.888889,1
137,0.5,6.444445,5.777778,-7.555555,7.777778,1
136,0.611111,6.444445,4.444445,-6.888889,7.222222,1
90,1,32.22222,-3.555556,-18.555555,32.22222,1
114,1.388889,24.666666,0.444444,-14.888889,24.666666,1
130,0.722222,6.888889,4.444445,-7.555555,7.666666,1
104,1.555556,24.88889,0.111111,-14.222222,24.88889,1
88,0.833333,28.444445,-2.444444,-16.444445,28.444445,1
111,0.444445,6.888889,5.222222,-8.111111,7.666666,1
131,0.222222,6,4.444445,-6.888889,6.666666,1
66,2.611111,38.22222,-9.222222,-20.222221,38.22222,1
116,1.5,27.555555,-1.444444,-16.11111,27.555555,1
130,0.5,6.222222,4.666666,-7.333334,7,1
56,1.333333,36,-9.333333,-19.333334,36,1
101,0.888889,25,0.777778,-15.555555,25,1
101,1.333333,26.777779,-0.222222,-16.222221,26.777779,1
101,2.333333,19.88889,4.222222,-13.111111,20.222221,1
111,0.388889,6.333334,4.444445,-7.222222,6.888889,1
119,1.444445,27.333334,-0.777778,-16.444445,27.333334,1
68,1.388889,28.444445,-3.444444,-17.11111,28.444445,1
141,0.5,6.222222,4.777778,-7.222222,7,1
124,0.5,5.666666,5.333334,-7,6.888889,1
74,1.333334,28.88889,-2.222222,-17.222221,28.88889,1
102,1.222222,25,0.222222,-14.444445,25,1
56,2.666666,37.666668,-7.555555,-19.555555,37.666668,1
40,1.333334,23.333334,-4.555555,-13.888889,23.333334,1
142,0.5,4.888889,6.333334,-7,6.777778,1
83,1.444445,24.444445,0.333333,-15.333333,24.444445,1
117,0.5,8.222222,2.666667,-8,8.222222,1
128,0.5,6.666666,4,-7.333334,7.111111,1
123,0.666667,6.888889,3.888889,-7.111111,7.333334,1
117,0.277778,7.444445,3,-7.666666,7.444445,1
86,1.444445,35,-6.777778,-18.777779,35,1
133,0.333333,7.777778,5,-8.333333,8.444445,1
128,0.5,6.666666,4,-7.333334,7.111111,1
92,1.388889,24.11111,-0.888889,-14.222222,24.11111,1
102,0.888889,29.777779,-2.888889,-17.222221,29.777779,1
107,1.555556,23,2.444444,-15.555555,23.11111,1
140,0.444444,5.555555,4.666666,-6.333334,6.666666,1
116,0.611111,8.222222,3.222222,-8.444445,8.333334,1
120,1.666667,30.444445,-4.666666,-15.666667,30.444445,1
98,2,20.777779,2.555556,-12.444445,20.777779,1
108,1.333333,21.11111,4,-14.333333,21.11111,1
100,2.222223,25.555555,0.777778,-15.555555,25.555555,1
108,0.611111,28.222221,-2.777778,-16.11111,28.222221,1
104,2.388889,28.333334,-2.666667,-17,28.333334,1
123,0.611111,8,4.444445,-8.222222,8.444445,1
145,0.388889,4,4.888889,-5.111111,5.555555,1
60,2.277778,35.22222,-6.222222,-19.222221,35.22222,1
109,0.722223,21,4.333334,-14,21,1
122,0.277778,6.666666,4.111111,-7.222222,7.222222,1
56,1.055555,30.222221,-4.888889,-17.555555,30.222221,1
143,0.333333,5.444445,4.777778,-7.555555,6.111111,1
81,1.833333,24.666666,1.444444,-15.888889,24.666666,1
86,1.388889,31.333334,-2.222222,-18.88889,31.333334,1
126,0.388889,6.777778,5,-8,7.444445,1
64,1.444444,25.11111,-4,-14.666667,25.11111,1
136,0.5,8,4.555555,-8.111111,8.666667,1
95,1.222222,26.666666,-0.222222,-15.555555,26.666666,1
93,2.499999,26.777779,-4.444445,-14.777778,26.777779,1
59,1.833333,28.777779,-3.111111,-17.777779,28.777779,1
96,2.111111,27.777779,-2.888889,-15.222222,27.777779,1
109,1,20,5.888889,-14.111111,20.444445,1
60,1.555556,30,-3.888889,-18.222221,30,1
103,1.388889,22.777779,3.777778,-15.222222,22.777779,1
131,0.444444,6.666666,4.777778,-6.888889,7.555555,1
124,0.611111,7.333334,4.444445,-7.888889,7.888889,1
64,2.222222,31.222221,-5.555555,-17.222221,31.222221,1
103,2.166666,28,-1.888889,-16.555555,28,1
120,0.444444,6.777778,5.444445,-7.888889,7.777778,1
118,0.333333,6.222222,3.666667,-7.333334,6.666666,1
143,0.5,6.222222,4.111111,-6.888889,6.777778,1
64,2.111111,28.88889,-1.444444,-17.777779,28.88889,1
116,0.388889,7,3.444444,-7.555555,7.333334,1
59,1.277777,30.88889,-3.555556,-17.555555,30.88889,1
71,1.444445,28.555555,-1.666667,-17,28.555555,1
42,1.055556,31.11111,-7.777778,-17.777779,31.11111,1
90,1.944445,22.11111,2,-14,22.11111,1
88,2.055556,26.333334,0.888889,-16.444445,26.333334,1
114,1.388889,20.11111,5.333334,-14,20.555555,1
123,0.444444,5.333334,4.333334,-6.666666,6,1
77,1.222222,32.333336,-3.222222,-18.222221,32.333336,1
143,0.388889,6.444445,5.666666,-8,7.555555,1
55,2.222222,31.11111,-5.333334,-17.666666,31.11111,1
34,2,27.88889,-6.333334,-16.333334,27.88889,1
85,3.111111,28.11111,-3,-17,28.11111,1
149,0.555556,8.666667,-4,-5.666666,8.666667,1
68,1.444444,36.88889,-8.888889,-20.222221,36.88889,1
108,0.833333,19.88889,5.666666,-14,20,1
61,2.222222,24.222221,-0.888889,-14.888889,24.222221,1
86,0.888889,23.555555,-0.111111,-14.777778,23.555555,1
104,2.222222,23.222221,1.555556,-15.111111,23.222221,1
134,0.611111,6.666666,5.333334,-7.666666,7.888889,1
65,1.222223,26.777779,-2.111111,-15.777778,26.777779,1
60,2.277778,35.22222,-6.222222,-19.222221,35.22222,1
72,2.5,35.77778,-8.777778,-19.11111,35.77778,1
113,0.5,6.666666,4.555555,-7.777778,7.111111,1
83,2.777777,23.222221,1.111111,-14.555555,23.333334,1
66,1.555555,24,-0.333333,-15.666667,24,1
117,0.833333,26.333334,-0.333333,-15,26.333334,1
136,0.611111,7.222222,4.555555,-7.444445,8,1
116,0.722222,8.444445,2.777778,-8.222222,8.555555,1
78,2.222223,31.222221,-1.777778,-18.11111,31.222221,1
145,0.388889,5,3.777778,-6.555555,5.444445,1
139,0.277778,7.222222,4.333334,-7.666666,7.555555,1
140,1.055556,7.333334,4.666666,-7.666666,8.222222,1
147,0.611111,11,-4,-8.666667,11,1
124,0.611111,7.222222,4.333334,-8,7.777778,1
75,2,31.666666,-2.555556,-17.88889,31.666666,1
128,0.333333,5.444445,5.555555,-6.777778,6.888889,1
113,0.444444,6.666666,4.111111,-7.555555,6.888889,1
103,1.277777,22.555555,2.666667,-15.333333,22.555555,1
92,1.888889,23.333334,2.555556,-14.444445,23.333334,1
89,0.777777,28.444445,-2,-16.333334,28.444445,1
80,1.555556,34.444447,-6,-19.333334,34.444447,1
144,0.277778,5.777778,3.555556,-6.444445,6.222222,1
145,0.388889,4,4.888889,-5.111111,5.555555,1
94,1.666667,27.333334,-1.666667,-16.666666,27.333334,1
113,0.5,7.777778,3.222222,-8.111111,7.888889,1
92,1.111111,30,-2,-17.666666,30,1
129,0.833333,7.333334,4.666666,-7.666666,8.222222,1
75,2.111111,29.333334,-2.222222,-17.555555,29.333334,1
115,1.722222,24.11111,1.888889,-14.444445,24.11111,1
123,1.555555,8.444445,2.777778,-7.222222,8.444445,1
68,4.055556,23,-0.111111,-15.777778,23,1
149,0.555556,8.666667,-4,-5.666666,8.666667,1
130,0.555555,8.666667,3.777778,-7.888889,9,1
112,0.722222,7.222222,3.555556,-7.444445,7.555555,1
146,0.5,6.777778,1.666667,-6.666666,6.888889,1
143,0.444445,6.777778,4,-8,7,1
59,1.055555,34.333336,-8.222222,-19.555555,34.333336,1
67,1.444445,27.88889,0.888889,-17.777779,27.88889,1
140,1.055556,7.333334,4.666666,-7.666666,8.222222,1
111,0.388889,7,4,-8,7.333334,1
126,0.555555,5.777778,4.555555,-7.111111,6.555555,1
61,2.055555,28.777779,-4.222222,-16.88889,28.777779,1
115,0.388889,8.555555,3,-8.333333,8.666667,1
75,0.611111,27.11111,-0.666667,-16.666666,27.11111,1
118,0.277778,6.666666,3.222222,-6.777778,7.111111,1
62,1.833334,27.222221,-1.888889,-16.222221,27.222221,1
113,0.722222,16.88889,7.222222,-13.777778,18.333334,1
128,0.444444,6.444445,5.888889,-7.444445,7.888889,1
124,0.888889,7.111111,3.666667,-7.333334,7.555555,1
147,0.222222,6.666666,-0.777778,-6.777778,7,1
81,2.611111,26.11111,-1.111111,-15.777778,26.11111,1
50,1.055556,30,-4.111111,-16.777779,30,1
84,1.5,30,-0.888889,-17.555555,30,1
135,0.611111,6.444445,5.222222,-7.444445,7.444445,1
113,0.722222,6.333334,4.888889,-7.444445,7.111111,1
62,0.777779,27.222221,-1.333333,-16.666666,27.222221,1
63,1.277778,27.777779,-3.777778,-16.777779,27.777779,1
136,0.611111,7.222222,4.555555,-7.444445,8,1
53,0.888889,27.444445,-2,-15.666667,27.444445,1
77,1.888889,34.444447,-5.555555,-18.555555,34.444447,1
122,0.444445,7.222222,5.111111,-7.555555,8.111112,1
129,0.833333,7.333334,4.666666,-7.666666,8.222222,1
21,0.999997,142.55556,-27.555555,-10.555555,142.55556,2
19,1.611109,142.66667,-26.777779,-11.444445,142.66667,2
40,0.611111,129,-43.444443,-11.444445,129,2
79,0.444444,126.55556,-41.555557,-14.888889,126.55556,2
55,0.722224,132.22223,-38,-17.666666,132.22223,2
47,0.833331,145.77777,-22,-11,145.77777,2
27,0.722221,146.55556,-16.555555,-8.888889,146.55556,2
60,0.444447,128.22223,-30.666666,-24.666666,128.22223,2
99,0.888891,118,-43.22222,-30.555555,118,2
99,0.888891,118,-43.22222,-30.555555,118,2
13,0.888891,149.11111,-17.777779,-8.777778,149.11111,2
81,0.611111,128.88889,-21.777779,-26.11111,128.88889,2
41,0.944448,139.77779,-33.444443,-16.777779,139.77779,2
13,0.777779,128.44444,-47.666668,-25.333334,128.44444,2
24,1.277777,141.66667,-29.88889,-12.222222,141.66667,2
15,0.77778,144,-32.77778,-11.444445,144,2
65,0.777777,121.111115,-43.666668,-27.666666,121.111115,2
63,0.777776,137.55556,-35.333332,-16.666666,137.55556,2
61,0.611111,128.33334,-41.88889,-15.888889,128.33334,2
21,0.666665,143.11111,-33.22222,-14.222222,143.11111,2
28,1.166667,131.22223,-46.22222,-12.888889,131.22223,2
25,1.333332,142.22223,-35.11111,-13.444445,142.22223,2
41,0.611112,128.88889,-43.77778,-13.777778,128.88889,2
74,0.333335,123.22222,-38.22222,-25.88889,123.22222,2
50,1.777777,130.33334,-46.11111,-17.11111,130.33334,2
92,0.833335,115.44444,-46.333332,-29,115.44444,2
55,1.500001,124.111115,-39.22222,-23.88889,124.111115,2
66,1.166665,128.77779,-22,-21.666666,128.77779,2
57,0.944447,121.55556,-43.77778,-25.11111,121.55556,2
49,1.055557,140.44444,-32.77778,-16.444445,140.44444,2
46,0.611109,141,-35.333332,-14,141,2
44,2.444444,136.88889,-31.777779,-11.111111,136.88889,2
83,0.888889,116.888885,-48.22222,-30.555555,116.888885,2
46,1.166665,132.88889,-41.22222,-13.555555,132.88889,2
47,0.444445,146.33334,-20.222221,-11.555555,146.33334,2
64,0.666667,126.22222,-37.333332,-15,126.22222,2
57,1.22222,139.66667,-31.444445,-13.444445,139.66667,2
28,0.944443,138.66667,-34.555557,-13.888889,138.66667,2
15,0.666668,132,-40.88889,-13.888889,132,2
23,0.666667,139.77779,-36,-14.333333,139.77779,2
49,1.166665,141.77779,-29.555555,-17.222221,141.77779,2
39,0.666668,131.11111,-40.666668,-13.666667,131.11111,2
93,0.72222,128,-25.222221,-21.88889,128,2
40,0.999999,141.55556,-33.333332,-16,141.55556,2
17,1.388887,143.55556,-32.333332,-9.666667,143.55556,2
59,0.833335,138.77779,-34.444443,-15.777778,138.77779,2
39,1.388891,132,-32.444443,-23.444445,132,2
68,0.944444,126.333336,-39.444443,-17.444445,126.333336,2
88,0.722221,127.55556,-27.11111,-23.777779,127.55556,2
31,0.555555,132.55556,-39.22222,-13.555555,132.55556,2
20,0.999997,142.33334,-32.666668,-14.666667,142.33334,2
41,1,145.88889,-20.333334,-11.666667,145.88889,2
16,0.333335,131,-40.22222,-13.888889,131,2
71,0.722221,138.33334,-32.22222,-16.222221,138.33334,2
72,0.777777,141.11111,-34,-13,141.11111,2
57,0.611109,146.22223,-18.222221,-12.555555,146.22223,2
78,1.222225,125.666664,-40.88889,-15.555555,125.666664,2
38,0.555556,131.44444,-39.11111,-14.777778,131.44444,2
37,0.611111,121.111115,-47.444443,-28.11111,121.111115,2
83,0.888889,116.888885,-48.22222,-30.555555,116.888885,2
54,0.611112,126.111115,-36.22222,-15.555555,126.111115,2
54,0.833333,127.111115,-36.333332,-15,127.111115,2
35,1.388887,125.44444,-38,-11,125.44444,2
44,0.722223,138.11111,-31.11111,-11.777778,138.11111,2
26,1.222224,146.55556,-17.666666,-11.333333,146.55556,2
63,0.722221,126.111115,-38.11111,-13.444445,126.111115,2
50,1.000001,125.77778,-38.333332,-16.666666,125.77778,2
51,1.166665,140.22223,-28,-13.666667,140.22223,2
47,1.222223,139.77779,-29.222221,-18.555555,139.77779,2
18,1.277779,147.55556,-15.888889,-10.888889,147.55556,2
12,0.777777,143.11111,-35.666668,-11.333333,143.11111,2
33,0.499999,128.66667,-41.444443,-12.777778,128.66667,2
43,1.055555,128.22223,-39.11111,-24.11111,128.22223,2
56,0.888887,141.66667,-30.666666,-15,141.66667,2
20,1.055555,140.55556,-33,-13.666667,140.55556,2
67,0.833332,138.44444,-31.666666,-15,138.44444,2
66,1.277779,139.77779,-34.666668,-17,139.77779,2
30,0.777777,139.66667,-31.666666,-17.333334,139.66667,2
57,1.222224,119.333336,-49.444443,-29.777779,119.333336,2
46,0.666664,145.55556,-18.222221,-11.888889,145.55556,2
24,1.166667,137.77779,-32.555557,-15.888889,137.77779,2
53,1.000001,130.22223,-26.444445,-24.777779,130.22223,2
33,0.611111,132,-40.666668,-21.333334,132,2
42,1.111115,147.44444,-19.88889,-11.222222,147.44444,2
30,0.666667,131.11111,-40.88889,-13.555555,131.11111,2
38,0.777777,141.66667,-34.555557,-15.888889,141.66667,2
18,1,147.88889,-19.333334,-10.666667,147.88889,2
82,0.555556,125.888885,-40.88889,-17.222221,125.888885,2
77,1.000002,147.33334,-22.11111,-12.111111,147.33334,2
29,0.777777,130.55556,-40.555557,-14.888889,130.55556,2
75,0.666667,133,-32.444443,-16.444445,133,2
62,0.666667,126.333336,-27.777779,-21.11111,126.333336,2
54,0.611112,141.33334,-35.11111,-15.777778,141.33334,2
34,1.333332,140,-35.333332,-15,140,2
53,0.555555,138.22223,-33.333332,-11,138.22223,2
15,0.444445,150.11111,-19.333334,-8.666667,150.11111,2
55,1.388888,139.33334,-30.666666,-15,139.33334,2
27,0.833335,138.66667,-33.333332,-14.666667,138.66667,2
57,1.055557,139,-33,-17,139,2
58,1.055555,118.55556,-47.444443,-30.11111,118.55556,2
18,0.666665,132.33334,-35.11111,-19.444445,132.33334,2
62,1.888887,139.33334,-33.444443,-14.111111,139.33334,2
33,1.166665,130.55556,-39.333332,-22.666666,130.55556,2
33,0.888889,140.88889,-34,-15,140.88889,2
94,0.611111,127.55556,-18.88889,-24.222221,127.55556,2
15,0.888891,131.11111,-46.88889,-26.88889,131.11111,2
21,0.444445,143.22223,-28.11111,-11.111111,143.22223,2
57,1.166665,139,-34,-12.333333,139,2
21,0.611112,142.44444,-36.444443,-14.111111,142.44444,2
56,0.444443,140.66667,-30.333334,-13.666667,140.66667,2
41,0.611112,128.88889,-43.77778,-13.777778,128.88889,2
35,0.277779,146.22223,-15.777778,-13.444445,146.22223,2
34,0.499999,127.333336,-42.77778,-22.777779,127.333336,2
41,0.888891,138.88889,-33.77778,-18.444445,138.88889,2
81,0.611113,116.44444,-44.22222,-33.88889,116.44444,2
49,0.833336,143.11111,-31.222221,-15.888889,143.11111,2
77,0.944447,125.22222,-41.22222,-11.555555,125.22222,2
25,1,126.888885,-43.555557,-26.222221,126.888885,2
33,1.166664,141.77779,-33.666668,-14,141.77779,2
65,0.944443,140,-34,-17,140,2
31,1.111109,145.55556,-18.11111,-10.777778,145.55556,2
50,0.444443,138.88889,-35.88889,-17.222221,138.88889,2
54,0.611109,132.44444,-23,-24,132.44444,2
91,1.055556,123.44444,-37,-18.666666,123.44444,2
32,0.944444,142.22223,-33.333332,-14.666667,142.22223,2
23,1.055555,141.66667,-37.666668,-14,141.66667,2
19,0.944445,143.11111,-32.88889,-13.888889,143.11111,2
90,0.611112,128.33334,-22.333334,-23.333334,128.33334,2
47,0.666669,141.66667,-31.11111,-14.777778,141.66667,2
67,1,125.55556,-28.222221,-21.88889,125.55556,2
21,0.944444,142.88889,-35.444443,-12.777778,142.88889,2
47,0.72222,128.77779,-41.666668,-23.333334,128.77779,2
44,1.277779,126.77778,-39,-23.333334,126.77778,2
31,1.444444,141.22223,-29.11111,-14.111111,141.22223,2
53,0.722229,145.77777,-19.666666,-13.333333,145.77777,2
56,0.444443,140.66667,-30.333334,-13.666667,140.66667,2
18,1.222221,142,-34.88889,-14.222222,142,2
24,1.277777,141.66667,-29.88889,-12.222222,141.66667,2
40,0.888889,141.66667,-32.77778,-16.777779,141.66667,2
26,1.222219,146.77777,-16.777779,-12.444445,146.77777,2
107,1,145.22223,-23.666666,-11,145.22223,2
64,1.000001,118.666664,-46.77778,-30.777779,118.666664,2
51,0.611111,138.88889,-34.22222,-12.888889,138.88889,2
13,1.333331,145.44444,-32.22222,-12.888889,145.44444,2
11,0.833333,150.11111,-19.333334,-6.333334,150.11111,2
54,1.166672,145.55556,-20.333334,-13.333333,145.55556,2
40,1.222221,140.55556,-30.555555,-17.222221,140.55556,2
58,1.166668,118.77778,-47.444443,-29.444445,118.77778,2
60,0.833333,138.33334,-29,-15,138.33334,2
14,0.888888,132.11111,-41.11111,-13.777778,132.11111,2
29,0.777779,126.333336,-43.444443,-25.777779,126.333336,2
90,0.666668,128.55556,-22.777779,-22.444445,128.55556,2
50,0.444445,139.77779,-36.555557,-16.555555,139.77779,2
63,0.999997,123.22222,-38.77778,-14.111111,123.22222,2
17,0.611112,143.88889,-28.555555,-12.222222,143.88889,2
28,0.388889,131.11111,-40.555557,-13.888889,131.11111,2
115,0.222224,145.33334,-28.666666,-9,145.33334,2
97,0.944443,145.44444,-23.444445,-9.777778,145.44444,2
48,0.611111,132.44444,-25,-25,132.44444,2
89,0.555555,125.44444,-38.88889,-19.222221,125.44444,2
51,0.722224,127,-40.555557,-14.222222,127,2
32,0.499999,133.33334,-38.666668,-11,133.33334,2
96,0.611111,128.11111,-24.444445,-25.11111,128.11111,2
25,0.77778,131.33334,-43.333332,-14,131.33334,2
11,1,150.88889,-19.666666,-2.666667,150.88889,2
57,1.055556,122.22222,-42.666668,-22.666666,122.22222,2
59,0.833335,139,-37.444443,-14.444445,139,2
16,0.5,131.11111,-38.11111,-19.777779,131.11111,2
20,1.111116,142.66667,-31.666666,-14.333333,142.66667,2
79,0.555555,115.333336,-47.666668,-30,115.333336,2
75,0.944445,141.22223,-30.555555,-14.888889,141.22223,2
17,0.666665,141.88889,-33.444443,-13.777778,141.88889,2
40,1.055556,139.66667,-31.333334,-16.333334,139.66667,2
36,0.944443,146.11111,-20.222221,-12.222222,146.11111,2
20,0.611112,129.55556,-39.77778,-13.777778,129.55556,2
41,0.388889,129.33334,-39.333332,-12.333333,129.33334,2
