@relation segment

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
131,3.666667,4.777778,-6.888889,7.555555,0.515873,1
125,3.444444,4.111111,-7.222222,7.333334,0.529762,1
55,15.888889,-1.444444,-15.444445,26.666666,0.404791,1
118,3.666667,3.333333,-8.333333,8.444445,0.56433,1
84,18,-0.888889,-17.555555,30,0.398791,1
73,15.333333,-2.555556,-15.888889,26.777779,0.426973,1
132,2.888889,5.222222,-7.444445,7.111111,0.593254,1
107,11.888889,6.222222,-14.444445,19.777779,0.399311,1
124,4.222222,3.444444,-8.555555,9,0.531173,1
106,14.888889,0,-15.333333,25.11111,0.408155,1
67,20.444445,-6.111111,-20.11111,35.88889,0.429308,1
66,13.444445,-0.333333,-15.666667,24,0.437855,1
93,15.444445,-4.444445,-14.777778,26.777779,0.419233,1
62,15.777778,-1.888889,-16.222221,27.222221,0.419469,1
92,14.555555,2.555556,-14.444445,23.333334,0.376574,1
111,3,4.444445,-7.222222,6.888889,0.564153,1
103,13.888889,3.777778,-15.222222,22.777779,0.388385,1
136,3.777778,4.555555,-7.444445,8,0.529541,1
85,15.444445,-1,-17,27.11111,0.428735,1
102,17.333334,-2.888889,-17.222221,29.777779,0.417763,1
69,19.11111,-6.666666,-19.666666,34.444447,0.44486,1
110,2,0.333333,-6.666666,6.333334,0.708333,1
50,17.444445,-4.111111,-16.777779,30,0.418746,1
89,16.88889,-2,-16.333334,28.444445,0.403687,1
85,13.111111,2.777778,-14.555555,21.88889,0.399751,1
125,3.555556,3.444444,-7.888889,7.777778,0.545635,1
69,18.444445,-7,-17.666666,32.555557,0.431547,1
147,3.888889,-4,-8.666667,11,0.643678,1
123,4.555555,2.777778,-7.222222,8.444445,0.475,1
130,2.888889,4.666666,-7.333334,7,0.587963,1
67,14.555555,-1.333333,-16.333334,25.88889,0.436939,1
60,20.333334,-6.222222,-19.222221,35.22222,0.4223,1
34,14.888889,-6.333334,-16.333334,27.88889,0.466345,1
117,3.333333,3,-7.666666,7.444445,0.553571,1
117,3.444444,1.666667,-7,7.555555,0.543651,1
55,17.555555,-5.333334,-17.666666,31.11111,0.43507,1
111,3.444444,2.888889,-7.777778,7.888889,0.562919,1
113,3,4.555555,-7.777778,7.111111,0.579365,1
94,15.666667,-1.666667,-16.666666,27.333334,0.427811,1
138,3,4.666666,-7.333334,7,0.56746,1
98,13.333333,2.555556,-12.444445,20.777779,0.356724,1
56,17.666668,-4.777778,-18.11111,31.333334,0.43596,1
101,16.555555,-2.666667,-17.666666,29.222221,0.432819,1
56,22.11111,-7.555555,-19.555555,37.666668,0.41394,1
142,2.777778,4.555555,-6.777778,6.555555,0.574735,1
113,3,4.111111,-7.555555,6.888889,0.566138,1
133,3.888889,5,-8.333333,8.444445,0.53858,1
117,14.888889,2.333333,-15,24.11111,0.381277,1
96,16.666668,-2.888889,-15.222222,27.777779,0.399499,1
70,17.88889,-2,-17.333334,30.11111,0.406015,1
86,18,-2.222222,-18.88889,31.333334,0.424597,1
84,18,-0.888889,-17.555555,30,0.398791,1
60,17.88889,-4,-17.666666,31,0.420823,1
140,2.888889,4.666666,-6.333334,6.666666,0.564153,1
113,3,4.888889,-7.444445,7.111111,0.580026,1
145,3,3.111111,-6.888889,7,0.564153,1
123,3.444444,3.888889,-7.111111,7.333334,0.531746,1
126,2.888889,6.777778,-7.555555,7.666666,0.623016,1
113,10.111111,7.222222,-13.777778,18.333334,0.451359,1
116,3.666667,3.222222,-8.444445,8.333334,0.559171,1
60,14.666667,-1.777778,-15.777778,25.777779,0.430484,1
108,12.888889,4,-14.333333,21.11111,0.388756,1
108,12.888889,4,-14.333333,21.11111,0.388756,1
133,3.666667,4,-8.333333,8.222222,0.558201,1
107,12.555555,3.444444,-13.888889,20.777779,0.395253,1
114,12.555555,5.333334,-14,20.555555,0.393691,1
90,18.666668,-3.555556,-18.555555,32.22222,0.420598,1
85,13.111111,2.777778,-14.555555,21.88889,0.399751,1
147,1.888889,-0.777778,-6.777778,7,0.713228,1
77,19.11111,-3.222222,-18.222221,32.333336,0.407623,1
101,14.888889,0.777778,-15.555555,25,0.404038,1
149,3.666667,-4.222222,-5.555555,8.777778,0.588163,1
114,3.222222,3.333333,-8,7.444445,0.56746,1
117,16.222223,-0.333333,-15,26.333334,0.382629,1
111,15.111111,-0.444444,-14.444445,24.88889,0.391701,1
60,14.333333,-1.333333,-15,24.777779,0.419248,1
57,19.777779,-4.888889,-19.555555,34.444447,0.425691,1
122,3.333333,4.444445,-7.555555,7.444445,0.549603,1
116,16.333334,-1.444444,-16.11111,27.555555,0.407364,1
83,13.888889,1.111111,-14.555555,23.333334,0.399927,1
61,14,-0.888889,-14.888889,24.222221,0.419522,1
114,3.111111,3.888889,-6.444445,6.666666,0.534392,1
77,20.222221,-5.555555,-18.555555,34.444447,0.413217,1
62,15.666667,-1.333333,-16.666666,27.222221,0.423121,1
74,16.666668,-2.222222,-17.222221,28.88889,0.422206,1
90,13.444445,2,-14,22.11111,0.38846,1
108,16.555555,-2.777778,-16.11111,28.222221,0.412134,1
106,17.222223,-3.111111,-17.444445,29.88889,0.423346,1
119,16.11111,-0.777778,-16.444445,27.333334,0.408211,1
91,16.666668,-1.444444,-17.444445,28.777779,0.420716,1
101,15.888889,-0.222222,-16.222221,26.777779,0.404792,1
126,3.777778,3.555556,-8.111111,8.333334,0.551587,1
140,3.777778,4.666666,-7.666666,8.222222,0.537017,1
122,3.888889,5.111111,-7.555555,8.111112,0.520062,1
92,14.333333,-0.888889,-14.222222,24.11111,0.401025,1
134,3.666667,4.111111,-7.222222,7.777778,0.529982,1
40,12.555555,-4.555555,-13.888889,23.333334,0.46306,1
92,17.11111,-3.333333,-17.333334,29.777779,0.422223,1
129,3.777778,4.666666,-7.666666,8.222222,0.540123,1
68,20.444445,-8.888889,-20.222221,36.88889,0.445652,1
140,3.666667,4.333334,-7,7.555555,0.513889,1
60,16.555555,-3.888889,-18.222221,30,0.446636,1
63,17.11111,-6.111111,-15.777778,29.666666,0.422651,1
118,3.555556,4.777778,-7.555555,7.666666,0.537698,1
115,4,3,-8.333333,8.666667,0.53858,1
123,2.333334,4.333334,-6.666666,6,0.61164,1
102,17.333334,-2.888889,-17.222221,29.777779,0.417763,1
113,3.444444,3.222222,-8.111111,7.888889,0.563492,1
66,21.666666,-9.222222,-20.222221,38.22222,0.430558,1
95,16.222223,-0.222222,-15.555555,26.666666,0.390436,1
129,3.777778,4.666666,-7.666666,8.222222,0.540123,1
81,15.222222,-1.111111,-15.777778,26.11111,0.412662,1
53,20.11111,-12.888889,-20.88889,38.333336,0.474773,1
68,12.444445,-0.111111,-15.777778,23,0.462002,1
114,2.888889,2,-7.666666,7.333334,0.603175,1
111,3.222222,5.222222,-8.111111,7.666666,0.581349,1
143,2.666667,4.555555,-7.111111,6.666666,0.595238,1
124,3.333333,4.222222,-8.111111,7.666666,0.563492,1
130,3.222222,5,-7.666666,7.555555,0.575397,1
145,2.222222,4.888889,-5.111111,5.555555,0.600529,1
135,3.222222,5.222222,-7.444445,7.444445,0.565476,1
78,18.555555,-1.777778,-18.11111,31.222221,0.401965,1
64,16.555555,-1.444444,-17.777779,28.88889,0.426923,1
115,3.666667,3.111111,-7.888889,8,0.541887,1
87,12.777778,2.666667,-13.666667,21.11111,0.391731,1
112,3.555556,2.333333,-8,8.111112,0.559171,1
111,1.777778,0.888889,-6.111111,5.555555,0.715608,1
92,17.555555,-2,-17.666666,30,0.414356,1
143,3,4.111111,-6.888889,6.777778,0.556437,1
137,3.333333,5.777778,-7.555555,7.777778,0.573633,1
118,3.222222,4.111111,-7.222222,7.111111,0.545635,1
143,2,4.777778,-7.555555,6.111111,0.674074,1
107,13.444445,2.444444,-15.555555,23.11111,0.413785,1
116,16.88889,-2.333333,-15.666667,28.11111,0.398448,1
72,20.11111,-8.777778,-19.11111,35.77778,0.436895,1
124,2.777778,5.333334,-7,6.888889,0.595899,1
136,4.111111,4.555555,-8.111111,8.666667,0.526235,1
117,3.888889,4,-7.333334,8,0.510362,1
90,16.777779,-1.888889,-17.555555,29.11111,0.420486,1
89,16.555555,-1.666667,-16,27.777779,0.400445,1
67,17.555555,-2.555556,-18.555555,30.777779,0.429897,1
140,3.777778,4.666666,-7.666666,8.222222,0.537017,1
149,3.555556,-4,-5.666666,8.666667,0.578339,1
41,16.88889,-5.111111,-16.777779,29.777779,0.432047,1
124,3.444444,3.666667,-7.333334,7.555555,0.545855,1
145,3,3.111111,-6.888889,7,0.564153,1
110,13.444445,2.888889,-13.444445,21.444445,0.368848,1
109,13.111111,4.333334,-14,21,0.376024,1
114,10.333334,4.777778,-12.555555,17.444445,0.408644,1
126,2.555556,4.555555,-7.111111,6.555555,0.611111,1
128,3.111111,4,-7.333334,7.111111,0.561508,1
129,3.777778,4.777778,-7.888889,8.222222,0.541887,1
116,3.888889,2.777778,-8.222222,8.555555,0.546517,1
139,3.555556,4.333334,-7.666666,7.555555,0.532628,1
115,15.111111,1.888889,-14.444445,24.11111,0.375321,1
111,3,4.444445,-7.222222,6.888889,0.564153,1
92,17.555555,-1.666667,-18.333334,30.333334,0.420973,1
109,12.555555,5.888889,-14.111111,20.444445,0.384997,1
88,15.666667,0.888889,-16.444445,26.333334,0.405118,1
85,15.777778,-3,-17,28.11111,0.437404,1
125,3.555556,3.444444,-7.888889,7.777778,0.545635,1
63,13.333333,-2.555556,-14.222222,23.666666,0.435021,1
106,14.111111,1.333333,-15,23.666666,0.403224,1
123,4,4.444445,-8.222222,8.444445,0.524471,1
64,17.88889,-5.555555,-17.222221,31.222221,0.424819,1
103,16.333334,-1.888889,-16.555555,28,0.416239,1
149,5.111111,-5.888889,-7.222222,11.888889,0.578708,1
124,3.333333,4.333334,-8,7.777778,0.571649,1
123,3.222222,5.222222,-7.777778,7.555555,0.573413,1
131,3,6,-6.666666,7.222222,0.581349,1
141,3,4.777778,-7.222222,7,0.574074,1
149,3.555556,-4,-5.666666,8.666667,0.578339,1
135,3,4.777778,-7.555555,7.444445,0.599427,1
107,13.888889,3,-15,23,0.394656,1
71,16.666668,-1.666667,-17,28.555555,0.416299,1
126,3.111111,5,-8,7.444445,0.581349,1
111,3,4,-8,7.333334,0.59127,1
133,3.666667,4,-8.333333,8.222222,0.558201,1
44,13.666667,-4.222222,-15.222222,25.222221,0.457681,1
95,16.222223,-0.222222,-15.555555,26.666666,0.390436,1
115,3.888889,4.666666,-8.333333,8.444445,0.53858,1
104,16.555555,-4.111111,-16.11111,28.666666,0.421395,1
86,20.222221,-6.777778,-18.777779,35,0.421495,1
143,3,5.666666,-8,7.555555,0.60119,1
27,133,-17.88889,-9.888889,145.55556,0.10447,2
72,84,-42.666668,-28.333334,117.111115,0.323421,2
51,121.77778,-28,-13.666667,140.22223,0.165549,2
20,106.55556,-33.555557,-21.88889,132.33334,0.224139,2
93,76.111115,-46.88889,-30.555555,112.111115,0.369638,2
88,102.666664,-27.11111,-23.777779,127.55556,0.204675,2
38,119.55556,-34.555557,-15.888889,141.66667,0.199972,2
26,132.88889,-16.777779,-12.444445,146.77777,0.105128,2
34,133,-16.777779,-12.111111,146.66667,0.104539,2
36,107.22222,-41.11111,-14.111111,130.33334,0.24634,2
35,105.44444,-38,-11,125.44444,0.231166,2
83,80.44444,-48.22222,-30.555555,116.888885,0.362062,2
45,118,-36.88889,-14.555555,140,0.210174,2
60,118.666664,-29,-15,138.33334,0.175844,2
31,122.111115,-29.11111,-14.111111,141.22223,0.170718,2
58,83.333336,-47.444443,-29.444445,118.77778,0.348863,2
28,107.22222,-46.22222,-12.888889,131.22223,0.267544,2
39,105.55556,-32.444443,-23.444445,132,0.222954,2
16,108.333336,-40.22222,-13.888889,131,0.239899,2
55,107.77778,-38,-17.666666,132.22223,0.235894,2
45,92.55556,-42.333332,-26,124,0.297414,2
34,120.77778,-35.444443,-14.111111,142,0.199516,2
67,101.55556,-28.222221,-21.88889,125.55556,0.207702,2
115,129.77779,-28.666666,-9,145.33334,0.152134,2
64,82.55556,-46.77778,-30.777779,118.666664,0.34921,2
27,135.11111,-16.555555,-8.888889,146.55556,0.096263,2
77,131.88889,-22.11111,-12.111111,147.33334,0.127385,2
27,135.11111,-16.555555,-8.888889,146.55556,0.096263,2
50,103.55556,-46.11111,-17.11111,130.33334,0.2797,2
62,103,-27.777779,-21.11111,126.333336,0.202279,2
15,137.88889,-19.333334,-8.666667,150.11111,0.105074,2
46,121.111115,-30.11111,-14.777778,141,0.177195,2
33,106.333336,-41.444443,-12.777778,128.66667,0.247776,2
39,118.333336,-30.88889,-17.555555,140.33334,0.188391,2
46,110.111115,-41.22222,-13.555555,132.88889,0.240722,2
25,111.333336,-37.77778,-14.777778,133.77779,0.224975,2
47,121.44444,-31.11111,-14.777778,141.66667,0.181012,2
96,103.22222,-24.444445,-25.11111,128.11111,0.197734,2
39,123.111115,-32.88889,-13.222222,142.88889,0.184263,2
50,101.888885,-38.333332,-16.666666,125.77778,0.247337,2
23,119.77778,-37.666668,-14,141.66667,0.210162,2
12,123.666664,-35.666668,-11.333333,143.11111,0.19252,2
58,82.66667,-47.444443,-30.11111,118.55556,0.351331,2
47,117.666664,-29.222221,-18.555555,139.77779,0.18354,2
40,119.77778,-33.333332,-16,141.55556,0.194537,2
41,105.111115,-28.555555,-24.88889,131.22223,0.208293,2
42,122.333336,-30.11111,-14.111111,141.77779,0.174634,2
45,116.111115,-31.222221,-16.222221,137.33334,0.190912,2
18,135,-15.888889,-10.888889,147.55556,0.096352,2
14,109.22222,-41.11111,-13.777778,132.11111,0.24216,2
21,120.888885,-36.444443,-14.111111,142.44444,0.203582,2
23,118.22222,-36,-14.333333,139.77779,0.205901,2
56,121.44444,-30.333334,-13.666667,140.66667,0.176061,2
39,122.44444,-32.22222,-13.888889,142.44444,0.183242,2
58,104.44444,-38.22222,-13.888889,126.44444,0.238143,2
17,121.55556,-33.444443,-13.777778,141.88889,0.189464,2
29,107.111115,-40.555557,-14.888889,130.55556,0.245093,2
25,107.55556,-43.333332,-14,131.33334,0.25541,2
18,135,-15.888889,-10.888889,147.55556,0.096352,2
33,104.22222,-40.666668,-21.333334,132,0.25913,2
89,99.666664,-38.88889,-19.222221,125.44444,0.257746,2
63,100.888885,-38.77778,-14.111111,123.22222,0.248136,2
44,119.888885,-31.11111,-11.777778,138.11111,0.178428,2
41,117.44444,-33.444443,-16.777779,139.77779,0.199347,2
29,94.666664,-43.444443,-25.777779,126.333336,0.297205,2
19,122.888885,-32.88889,-13.888889,143.11111,0.185539,2
39,105.55556,-32.444443,-23.444445,132,0.222954,2
21,122.666664,-33,-12.333333,141.88889,0.184022,2
31,132.33334,-18.11111,-10.777778,145.55556,0.107616,2
75,121.111115,-30.555555,-14.888889,141.22223,0.179353,2
39,108.44444,-40.666668,-13.666667,131.11111,0.241459,2
35,119.111115,-30.333334,-16.333334,140.11111,0.183109,2
15,97.55556,-46.88889,-26.88889,131.11111,0.306737,2
29,123.22222,-27.666666,-15.666667,142.88889,0.165616,2
31,110.44444,-39.22222,-13.555555,132.55556,0.23132,2
77,103.77778,-41.22222,-11.555555,125.22222,0.250143,2
34,118.22222,-35.333332,-15,140,0.20392,2
81,79.111115,-44.22222,-33.88889,116.44444,0.350039,2
75,111.22222,-32.444443,-16.444445,133,0.20299,2
54,103.666664,-36.22222,-15.555555,126.111115,0.232219,2
13,139.44444,-14.111111,-7.111111,148.88889,0.079806,2
50,101.888885,-38.333332,-16.666666,125.77778,0.247337,2
24,116.333336,-32.555557,-15.888889,137.77779,0.195977,2
90,106,-22.777779,-22.444445,128.55556,0.179697,2
109,95.77778,-39.11111,-20.11111,122.22222,0.268118,2
63,104.44444,-38.11111,-13.444445,126.111115,0.23689,2
57,90.22222,-43.77778,-25.11111,121.55556,0.308813,2
46,119.888885,-35.333332,-14,141,0.200124,2
47,131.88889,-20.222221,-11.555555,146.33334,0.118399,2
19,103,-37.88889,-21.88889,130.22223,0.249895,2
85,91.77778,-36.77778,-27.777779,122.55556,0.275467,2
92,80.66667,-46.333332,-29,115.44444,0.35122,2
26,133.11111,-17.666666,-11.333333,146.55556,0.106102,2
40,119.55556,-32.77778,-16.777779,141.66667,0.193665,2
35,132,-15.777778,-13.444445,146.22223,0.103336,2
53,130.33334,-19.666666,-13.333333,145.77777,0.121119,2
48,130.88889,-21.88889,-11.888889,146.11111,0.126968,2
51,118.888885,-33.555557,-16.555555,141.11111,0.197569,2
34,97.888885,-42.77778,-22.777779,127.333336,0.283524,2
20,122.55556,-31.666666,-14.333333,142.66667,0.181475,2
32,132.77779,-19.555555,-10.555555,146.33334,0.113055,2
67,117.888885,-31.666666,-15,138.44444,0.18855,2
35,122.666664,-30.333334,-14.666667,142.55556,0.176083,2
43,119.888885,-28.777779,-16.11111,140.22223,0.174948,2
49,120.44444,-29.555555,-17.222221,141.77779,0.179413,2
41,131.33334,-20.333334,-11.666667,145.88889,0.119532,2
62,120.77778,-28.666666,-13.666667,139.44444,0.169635,2
68,120.666664,-30.333334,-15.333333,141,0.179629,2
18,107.666664,-35.11111,-19.444445,132.33334,0.225725,2
25,123.888885,-30.666666,-12.333333,142.33334,0.172504,2
13,128.55556,-28.444445,-11.111111,145.44444,0.155825,2
11,142.55556,-19.666666,-2.666667,150.88889,0.092773,2
24,123.55556,-29.88889,-12.222222,141.66667,0.169397,2
66,83.888885,-43,-28.666666,117.333336,0.325711,2
72,121.111115,-34,-13,141.11111,0.19129,2
15,109.111115,-40.88889,-13.888889,132,0.241576,2
50,115.44444,-35.88889,-17.222221,138.88889,0.213538,2
46,131.55556,-18.222221,-11.888889,145.55556,0.110653,2
54,119.111115,-35.11111,-15.777778,141.33334,0.202708,2
86,100.333336,-38.666668,-16.333334,124.111115,0.251552,2
26,107.44444,-41.666668,-14.333333,130.88889,0.248698,2
60,101.55556,-30.666666,-24.666666,128.22223,0.223364,2
13,126.111115,-32.22222,-12.888889,145.44444,0.177191,2
22,132.88889,-16.555555,-14.222222,147.88889,0.109655,2
71,97.888885,-27,-23.333334,122.44444,0.212264,2
80,103,-24.555555,-24.222221,127.333336,0.198052,2
74,93.22222,-38.22222,-25.88889,123.22222,0.276784,2
15,128.33334,-27.666666,-11.666667,145.33334,0.153616,2
57,122.111115,-31,-12,140.44444,0.175605,2
79,79.44444,-47.666668,-30,115.333336,0.362172,2
50,118.333336,-33,-17.333334,140.88889,0.197162,2
57,131.77779,-18.222221,-12.555555,146.22223,0.111695,2
48,99.77778,-39.333332,-24.333334,129.11111,0.265899,2
30,117.55556,-31.666666,-17.333334,139.66667,0.19251,2
35,90.333336,-46.22222,-25.222221,122.55556,0.320015,2
40,122.55556,-29.88889,-14.555555,142.22223,0.174209,2
21,122.666664,-33,-12.333333,141.88889,0.184022,2
17,126.333336,-32.333332,-9.666667,143.55556,0.172628,2
55,119.111115,-30.666666,-15,139.33334,0.182623,2
32,104.333336,-38.444443,-23.11111,132.55556,0.25142,2
45,104.111115,-39.22222,-14.555555,126.888885,0.244289,2
62,118.77778,-33.444443,-14.111111,139.33334,0.193691,2
101,131.11111,-25.444445,-11.444445,147.22223,0.141107,2
30,108.888885,-37.444443,-13.111111,130.11111,0.225384,2
56,121.44444,-30.666666,-15,141.66667,0.179483,2
56,121.44444,-30.333334,-13.666667,140.66667,0.176061,2
16,136.66667,-17.222221,-11.222222,149.88889,0.101526,2
47,87.333336,-43.666668,-29.333334,121.44444,0.320097,2
35,120.44444,-34.22222,-14.222222,141.33334,0.194853,2
32,116,-33.666668,-16.333334,138.11111,0.201898,2
43,121.55556,-27.444445,-14.777778,140.55556,0.165192,2
93,105,-25.222221,-21.88889,128,0.188313,2
42,104.888885,-39.77778,-12.111111,126.22222,0.241934,2
70,105.77778,-25.555555,-20.222221,127.77778,0.186099,2
35,88.77778,-44.77778,-27.444445,122,0.319499,2
28,117.888885,-34.555557,-13.888889,138.66667,0.199513,2
87,131.88889,-22.555555,-10.555555,146.44444,0.126571,2
113,129,-25.333334,-12.333333,145.66667,0.144134,2
48,116.77778,-30.444445,-16.777779,138.11111,0.187362,2
28,108.333336,-40.555557,-13.888889,131.11111,0.241511,2
65,117.333336,-34,-17,140,0.202365,2
52,104.666664,-31.88889,-20.88889,129.22223,0.218379,2
33,102.333336,-39.333332,-22.666666,130.55556,0.258604,2
18,120.888885,-34.88889,-14.222222,142,0.197105,2
99,83.22222,-43.22222,-30.555555,118,0.330418,2
20,107.111115,-39.77778,-13.777778,129.55556,0.240108,2
49,100.666664,-35.333332,-24.666666,128.88889,0.246491,2
13,95.666664,-47.666668,-25.333334,128.44444,0.313159,2
42,104.888885,-39.77778,-12.111111,126.22222,0.241934,2
41,105.111115,-43.77778,-13.777778,128.88889,0.262046,2
78,101.666664,-40.88889,-15.555555,125.666664,0.258182,2
