@relation segment

@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
134,0.388889,6.777778,2.888889,-7.222222,0.587302,1
107,0.833333,18.333334,12.555555,-13.888889,0.395253,1
128,0.5,6.888889,3.111111,-7.333334,0.561508,1
75,2.111111,22,16.88889,-17.555555,0.423501,1
81,1.888889,22.333334,17,-17.11111,0.409201,1
142,0.5,6.777778,2.333334,-7,0.662037,1
149,0.555556,4.111111,3.555556,-5.666666,0.578339,1
116,1.5,21.222221,16.333334,-16.11111,0.407364,1
73,1.388889,19.222221,13.888889,-15.555555,0.421504,1
123,0.444444,6,2.333334,-6.666666,0.61164,1
131,0.444444,7.555555,3.666667,-6.888889,0.515873,1
108,1.333333,19,12.888889,-14.333333,0.388756,1
67,1.444445,22.555555,16.333334,-17.777779,0.414836,1
102,1.222222,20.333334,15.444445,-14.444445,0.381059,1
64,2.111111,22,16.555555,-17.777779,0.426923,1
88,0.833333,21.333334,16.666668,-16.444445,0.413308,1
115,0.388889,7.777778,4,-8.333333,0.53858,1
95,1.666667,21.11111,16,-15.333333,0.388363,1
149,0.888889,4.111111,3.666667,-5.555555,0.588163,1
68,4.055556,17.666668,12.444445,-15.777778,0.462002,1
63,1.222222,17.222223,13.333333,-14.222222,0.435021,1
135,0.444445,6.888889,2.666667,-7,0.613757,1
135,0.555555,7.111111,3,-7.555555,0.599427,1
53,0.888889,20.88889,16.333334,-15.666667,0.404138,1
53,2.111111,22.777779,20.11111,-20.88889,0.474773,1
78,2.222223,24,18.555555,-18.11111,0.401965,1
94,1.666667,20.666668,15.666667,-16.666666,0.427811,1
61,2.222222,18.666668,14,-14.888889,0.419522,1
145,0.388889,5.555555,2.222222,-5.111111,0.600529,1
86,1.388889,23.555555,18,-18.88889,0.424597,1
69,1.5,22,18.444445,-17.666666,0.431547,1
111,0.388889,6.888889,3,-7.222222,0.564153,1
124,0.5,7.444445,3.333333,-8.111111,0.563492,1
118,1.722222,21.555555,17.666668,-15.222222,0.390398,1
149,0.555556,4.111111,3.555556,-5.666666,0.578339,1
98,2,18.333334,13.333333,-12.444445,0.356724,1
104,2.388889,20.88889,16.11111,-17,0.430399,1
147,0.444445,5.666666,3.222222,-8.444445,0.652248,1
61,1.055556,22.666666,17.88889,-17.555555,0.415751,1
123,1.555555,7.888889,4.555555,-7.222222,0.475,1
77,2.111111,23.444445,18.444445,-18.11111,0.415737,1
89,1.277778,23.11111,18.11111,-17.333334,0.405022,1
56,1.055555,21.11111,16.88889,-17.555555,0.440708,1
55,1.444445,20.555555,15.888889,-15.444445,0.404791,1
72,0.944444,23.777779,19.444445,-20.333334,0.450926,1
111,0.388889,6.888889,3,-7.222222,0.564153,1
88,2,18.777779,15.666667,-14.777778,0.424904,1
147,0.333333,4.111111,2.222222,-7.111111,0.698445,1
111,0.388889,7,3,-8,0.59127,1
139,0.666667,6.555555,3,-7,0.566799,1
68,1.388889,20.444445,15.888889,-17.11111,0.440354,1
60,2.277778,24.666666,20.333334,-19.222221,0.4223,1
124,0.888889,7.111111,3.444444,-7.333334,0.545855,1
83,2.777777,19.11111,13.888889,-14.555555,0.399927,1
56,1.555555,22.11111,17.666668,-18.11111,0.43596,1
136,0.611111,7.111111,3.333333,-6.888889,0.535714,1
126,0.555555,6.444445,2.555556,-7.111111,0.611111,1
145,0.555556,6.333334,3,-6.888889,0.564153,1
58,0.888889,20,15.444445,-16.444445,0.434743,1
116,1.5,21.222221,16.333334,-16.11111,0.407364,1
121,0.444444,8,3.777778,-7.888889,0.528219,1
124,0.277778,8.222222,4.222222,-8.555555,0.531173,1
132,0.5,7.444445,3.555556,-6.555555,0.529982,1
135,0.555556,5.666666,2,-6.444445,0.647222,1
142,0.388889,6.777778,2.444444,-7.111111,0.646164,1
131,0.555555,6.888889,3,-7,0.592813,1
118,1.111111,20.222221,15.777778,-16,0.416884,1
74,1.333334,21.666666,16.666668,-17.222221,0.422206,1
133,0.666667,7.777778,3.666667,-8.333333,0.558201,1
126,1.055556,7.666666,3.777778,-8.111111,0.551587,1
144,0.277778,6,2.666667,-6.444445,0.574603,1
92,3.333334,21.777779,17.11111,-17.333334,0.422223,1
104,2.277778,20.555555,16.555555,-16.11111,0.421395,1
90,1.944445,18.777779,13.444445,-14,0.38846,1
124,0.5,7.444445,3.333333,-8.111111,0.563492,1
41,1.777778,20.777779,16.88889,-16.777779,0.432047,1
59,1.055555,22.333334,18.555555,-19.555555,0.459427,1
103,1.388889,17.666668,11.666667,-13.444445,0.398903,1
51,1.666667,18.777779,14.333333,-15.777778,0.442861,1
66,2.555555,21.222221,16.777779,-17.555555,0.438246,1
117,0.333333,6.333334,3.444444,-7,0.543651,1
120,0.444444,7.777778,3.333333,-7.888889,0.569444,1
67,1.388889,25.11111,20.444445,-20.11111,0.429308,1
111,0.555555,4.111111,1.777778,-6.111111,0.715608,1
84,1.5,23.555555,18,-17.555555,0.398791,1
129,0.833333,7.888889,3.777778,-7.666666,0.540123,1
125,0.388889,7.222222,3.444444,-7.222222,0.529762,1
129,0.833333,7.888889,3.777778,-7.666666,0.540123,1
122,0.333333,7.222222,3.444444,-7.666666,0.551808,1
116,0.611111,7.555555,3.666667,-8.444445,0.559171,1
55,2.222222,21.666666,17.555555,-17.666666,0.43507,1
86,1.444445,24.222221,20.222221,-18.777779,0.421495,1
81,2.611111,20.11111,15.222222,-15.777778,0.412662,1
111,1.611111,19.777779,15.111111,-14.444445,0.391701,1
143,0.5,6.666666,3,-6.888889,0.556437,1
44,2.166667,17.333334,13.666667,-15.222222,0.457681,1
134,0.611111,7.666666,3.333333,-7.666666,0.577601,1
107,1.166667,18.777779,11.888889,-14.444445,0.399311,1
101,0.722223,19.666668,13.888889,-15.444445,0.410267,1
92,1.111111,22.777779,17.555555,-17.666666,0.414356,1
116,0.388889,6.777778,3.111111,-7.555555,0.575397,1
114,0.611111,7.555555,3.666667,-7.666666,0.537919,1
108,0.833333,19,12.444445,-14,0.378839,1
122,0.444445,8.111112,3.888889,-7.555555,0.520062,1
65,1.222223,20.11111,15.555555,-15.777778,0.419418,1
124,0.555556,6.666666,2.666667,-7.333334,0.608466,1
129,0.555556,8.444445,4,-8,0.530556,1
85,1.444444,18.88889,13.111111,-14.555555,0.399751,1
121,1.666666,21.666666,17.555555,-16.666666,0.415524,1
55,2.222222,21.666666,17.555555,-17.666666,0.43507,1
101,1.333333,21.222221,15.888889,-16.222221,0.404792,1
116,0.944445,21.333334,16.88889,-15.666667,0.398448,1
128,0.333333,6.888889,2.777778,-6.777778,0.593915,1
100,0.666667,21.777779,16.444445,-17.333334,0.421994,1
147,0.222222,3.888889,1.888889,-6.777778,0.713228,1
111,0.722222,7,3.444444,-7.777778,0.562919,1
44,2.166667,17.333334,13.666667,-15.222222,0.457681,1
136,0.611111,7.777778,3.777778,-7.444445,0.529541,1
134,0.277778,6.444445,2.555556,-6.555555,0.603704,1
116,0.944445,17,11.555555,-13.888889,0.447187,1
103,1.388889,20.222221,13.888889,-15.222222,0.388385,1
128,0.444444,7.888889,3.444444,-7.444445,0.563713,1
57,1.833333,24.666666,19.777779,-19.555555,0.425691,1
108,0.611111,21,16.555555,-16.11111,0.412134,1
113,0.722222,7.111111,3,-7.444445,0.580026,1
115,1.722222,20.555555,15.111111,-14.444445,0.375321,1
123,0.666667,7.111111,3.444444,-7.111111,0.531746,1
84,1.5,23.555555,18,-17.555555,0.398791,1
145,0.388889,5.333334,1.888889,-6.555555,0.655556,1
111,0.666667,6.888889,3.222222,-7.444445,0.566138,1
117,0.5,7.333334,3.777778,-8,0.53858,1
125,0.277778,7.333334,3.555556,-7.888889,0.545635,1
128,0.5,7.333334,3.333333,-7.888889,0.563713,1
92,1.388889,18.777779,14.333333,-14.222222,0.401025,1
93,2.499999,18.88889,15.444445,-14.777778,0.419233,1
110,1.722222,18.88889,13.444445,-13.444445,0.368848,1
101,0.888889,20.333334,14.888889,-15.555555,0.404038,1
140,1.055556,7.888889,3.777778,-7.666666,0.537017,1
96,1,22.11111,16.222223,-17,0.406451,1
125,0.277778,7.333334,3.555556,-7.888889,0.545635,1
98,1.222223,21,15.777778,-15.333333,0.389147,1
118,0.055556,7,3.222222,-7.222222,0.545635,1
114,1.166667,16.11111,10.333334,-12.555555,0.408644,1
59,1.833333,20.777779,15.888889,-17.777779,0.445142,1
111,0.277778,6.444445,2.888889,-7.666666,0.60119,1
138,0.888889,7.333334,3.333333,-7.222222,0.543871,1
62,1.888889,23.777779,20.666668,-20.11111,0.450305,1
133,0.333333,8.333334,3.888889,-8.333333,0.53858,1
123,0.611111,8.222222,4,-8.222222,0.524471,1
64,2.222222,21.777779,17.88889,-17.222221,0.424819,1
106,2.222222,20,14.888889,-15.333333,0.408155,1
106,1.611111,19.555555,14.111111,-15,0.403224,1
62,0.777779,20.777779,15.666667,-16.666666,0.423121,1
63,1.277778,19.666668,15.333333,-16.777779,0.44725,1
75,2.833334,23.333334,19.777779,-18.555555,0.429663,1
115,0.5,7.333334,3.666667,-7.888889,0.541887,1
140,1.055556,7.888889,3.777778,-7.666666,0.537017,1
60,2.277778,24.666666,20.333334,-19.222221,0.4223,1
116,0.5,7.111111,3.555556,-7.666666,0.544733,1
102,0.888889,22.11111,17.333334,-17.222221,0.417763,1
113,1.722222,20,15.333333,-14.777778,0.396589,1
54,1.777778,22.777779,18.444445,-18.444445,0.432167,1
103,2.166666,21.222221,16.333334,-16.555555,0.416239,1
145,0.555556,6.333334,3,-6.888889,0.564153,1
57,1.833333,24.666666,19.777779,-19.555555,0.425691,1
119,1.444445,21.333334,16.11111,-16.444445,0.408211,1
112,0.722222,7.111111,3.444444,-7.444445,0.544092,1
67,1,19.555555,14.555555,-16.333334,0.436939,1
145,0.388889,5.555555,2.222222,-5.111111,0.600529,1
128,0.444444,7.444445,3,-8,0.597443,1
111,0.722222,7,3.444444,-7.777778,0.562919,1
73,1.388889,19.777779,15.333333,-15.888889,0.426973,1
131,0.222222,6.666666,2.888889,-6.888889,0.566138,1
118,0.444445,7.555555,3.555556,-8.111111,0.543871,1
122,0.277778,7,3,-7.666666,0.581349,1
141,0.5,7,3,-7.222222,0.574074,1
149,0.5,5.555555,5.111111,-7.222222,0.578708,1
83,1.444445,19.555555,14.333333,-15.333333,0.410073,1
117,0.277778,6.888889,3.333333,-7.666666,0.553571,1
140,0.444444,7.444445,3.666667,-7,0.513889,1
108,1.333333,19,12.888889,-14.333333,0.388756,1
113,0.444444,6.888889,3,-7.555555,0.566138,1
113,0.5,7.111111,3,-7.777778,0.579365,1
116,0.611111,7.555555,3.666667,-8.444445,0.559171,1
136,0.5,8.333334,4.111111,-8.111111,0.526235,1
74,1.333333,21,15.555555,-16.777779,0.419204,1
104,1.555556,20.222221,15.444445,-14.222222,0.380367,1
103,1.277777,19.222221,13.222222,-15.333333,0.410306,1
85,1.444444,18.88889,13.111111,-14.555555,0.399751,1
68,1.444444,24.222221,20.444445,-20.222221,0.445652,1
129,0.444444,8,3.777778,-7.888889,0.541887,1
86,0.888889,18.555555,13.666667,-14.777778,0.417916,1
117,0.833333,21.11111,16.222223,-15,0.382629,1
92,1.888889,20.222221,14.555555,-14.444445,0.376574,1
139,0.277778,7.555555,3.555556,-7.666666,0.532628,1
137,0.5,7.777778,3.333333,-7.555555,0.573633,1
116,0.388889,6.777778,3.111111,-7.555555,0.575397,1
75,2,24,18.88889,-17.88889,0.40212,1
59,1.277777,22.666666,18,-17.555555,0.415301,1
95,1.222222,21.333334,16.222223,-15.555555,0.390436,1
146,0.5,5.666666,2.888889,-6.666666,0.571429,1
130,0.5,6.888889,2.888889,-7.333334,0.587963,1
42,1.055556,20,16.666668,-17.777779,0.462752,1
115,0.166667,8.222222,3.888889,-8.333333,0.53858,1
138,0.444444,7,3,-7.333334,0.56746,1
100,0.722222,21.666666,15.555555,-16.555555,0.401042,1
61,2.055555,20.333334,16.11111,-16.88889,0.437042,1
142,0.388889,6.222222,2.333334,-6.777778,0.630159,1
63,1.5,20.333334,17.11111,-15.777778,0.422651,1
122,0.555555,7.333334,3.333333,-7.555555,0.549603,1
117,0.444444,20.666668,14.888889,-15,0.381277,1
90,2.777778,22,16.777779,-17.555555,0.420486,1
126,0.833333,8.777778,4.888889,-7.222222,0.450309,1
87,2.777778,18.222221,12.777778,-13.666667,0.391731,1
115,1.666667,21.333334,16.777779,-15.777778,0.397362,1
70,1,24.444445,19.666668,-19.11111,0.421281,1
124,0.888889,7.111111,3.444444,-7.333334,0.545855,1
67,1,19.555555,14.555555,-16.333334,0.436939,1
89,0.777777,21.666666,16.88889,-16.333334,0.403687,1
91,2,19.777779,14.888889,-14.555555,0.394157,1
104,2.222222,19.222221,13.666667,-15.111111,0.410009,1
115,1.833333,15.666667,12.222222,-13,0.425538,1
132,0.5,7.111111,2.888889,-7.444445,0.593254,1
114,1.388889,20,14.888889,-14.888889,0.394964,1
80,1.555556,24,19.555555,-19.333334,0.432471,1
138,0.888889,7.333334,3.333333,-7.222222,0.543871,1
126,0.388889,7.444445,3.111111,-8,0.581349,1
86,1.5,23.333334,17.88889,-17.777779,0.405541,1
147,0.611111,5.444445,3.888889,-8.666667,0.643678,1
113,1.722222,20,15.333333,-14.777778,0.396589,1
133,0.666667,7.777778,3.666667,-8.333333,0.558201,1
109,0.722223,19.222221,13.111111,-14,0.376024,1
124,0.5,6.888889,2.777778,-7,0.595899,1
100,2.222223,20.88889,15.444445,-15.555555,0.394331,1
111,1.666667,19.777779,13.888889,-14.222222,0.374312,1
106,1.611111,22,17.222223,-17.444445,0.423346,1
79,1.277778,17.333334,12.111111,-14.111111,0.422337,1
114,0.722222,6.555555,3.111111,-6.444445,0.534392,1
77,1.222222,24.11111,19.11111,-18.222221,0.407623,1
142,0.388889,6.555555,2.777778,-6.777778,0.574735,1
116,0.388889,6.555555,2.888889,-7.555555,0.580026,1
75,0.611111,21.11111,15.777778,-16.666666,0.417046,1
46,0.611109,112.77778,119.888885,-14,0.200124,2
57,1.055556,86.22222,92.888885,-22.666666,0.294515,2
13,0.833331,122.111115,128.44444,-10,0.156568,2
18,0.777777,97.22222,108.666664,-10.333333,0.254668,2
62,0.555556,116.333336,121.111115,-12.888889,0.161658,2
81,0.722224,91.888885,101,-14.777778,0.26422,2
62,0.666667,100.77778,103,-21.11111,0.202279,2
25,0.999999,117.77778,123.888885,-12.333333,0.172504,2
57,0.888888,115.77778,122.111115,-12,0.175605,2
52,0.388889,115.55556,121.55556,-12.666667,0.175849,2
57,0.611109,129.88889,131.77779,-12.555555,0.111695,2
56,0.444443,115.888885,121.44444,-13.666667,0.176061,2
78,1.055557,128.66667,131,-13.666667,0.124647,2
94,0.611111,106.888885,105.111115,-24.222221,0.176789,2
49,1.055557,113.111115,118.55556,-16.444445,0.194622,2
51,0.722224,95.22222,104,-14.222222,0.250137,2
52,0.722223,101,104.666664,-20.88889,0.218379,2
18,0.833333,102.333336,108.888885,-14.666667,0.213257,2
36,0.944443,100.77778,108.888885,-15.444445,0.239085,2
58,0.777777,97.666664,105.333336,-15.111111,0.237567,2
77,1.000002,128.55556,131.88889,-12.111111,0.127385,2
26,1.222224,131,133.11111,-11.333333,0.106102,2
41,1,103.888885,105.111115,-24.88889,0.208293,2
70,0.666665,104,105.77778,-20.222221,0.186099,2
32,0.499999,103.888885,113.111115,-11,0.220748,2
43,1.166665,115.666664,119.888885,-16.11111,0.174948,2
71,1.666667,115.55556,121.44444,-13.555555,0.179672,2
60,0.444447,99.55556,101.55556,-24.666666,0.223364,2
71,0.722221,111.44444,116.77778,-16.222221,0.194316,2
33,0.611111,97.77778,104.22222,-21.333334,0.25913,2
78,1.222225,93.22222,101.666664,-15.555555,0.258182,2
31,1.111109,129.88889,132.33334,-10.777778,0.107616,2
66,1.055556,79.111115,83.888885,-28.666666,0.325711,2
20,0.611111,102.666664,106.55556,-21.88889,0.224139,2
44,2.444444,112,118.888885,-11.111111,0.181821,2
47,0.5,82.55556,87.333336,-29.333334,0.320097,2
64,0.666667,96.333336,103.77778,-15,0.236797,2
42,0.777779,95.666664,104.888885,-12.111111,0.241934,2
20,0.999997,115.666664,121.666664,-14.666667,0.187293,2
58,1.166668,77.333336,83.333336,-29.444445,0.348863,2
45,0.666667,95.888885,104.111115,-14.555555,0.244289,2
62,0.888889,85.666664,91.888885,-23.333334,0.294583,2
50,1.000001,94.666664,101.888885,-16.666666,0.247337,2
18,1.277779,133.33334,135,-10.888889,0.096352,2
29,1.222224,119,123.666664,-14.444445,0.166484,2
93,0.72222,103.888885,105,-21.88889,0.188313,2
81,0.72222,77.22222,80.888885,-33.88889,0.347902,2
40,0.611111,96.22222,106.888885,-11.444445,0.254051,2
104,1.722223,87.22222,94.44444,-18.222221,0.272403,2
41,1.722227,130.66667,133.55556,-10.777778,0.112421,2
41,0.611112,95.111115,105.111115,-13.777778,0.262046,2
13,0.611115,122.77778,128.55556,-11.111111,0.155825,2
18,1,131.44444,134.33334,-10.666667,0.111218,2
61,0.611111,95.111115,103.77778,-15.888889,0.258869,2
76,0.833332,74.55556,79.111115,-32.88889,0.360194,2
18,0.777777,97.22222,108.666664,-10.333333,0.254668,2
62,0.833335,117.55556,121.55556,-14.777778,0.162225,2
99,0.888891,79,83.22222,-30.555555,0.330418,2
55,1.388888,113.888885,119.111115,-15,0.182623,2
49,0.833336,117,122.111115,-15.888889,0.182398,2
51,1.166665,117,121.77778,-13.666667,0.165549,2
22,0.833333,133,133.88889,-12.222222,0.095184,2
28,0.555553,97.888885,102.44444,-24.11111,0.253299,2
83,0.888889,74.55556,80.44444,-30.555555,0.362062,2
33,0.499999,96.77778,106.333336,-12.777778,0.247776,2
24,1.166667,110.77778,116.333336,-15.888889,0.195977,2
57,0.944444,113,119.44444,-14.444445,0.194754,2
66,1.277779,111,116.888885,-17,0.205803,2
23,1.055555,111.888885,119.77778,-14,0.210162,2
101,0.444448,126.44444,131.11111,-11.444445,0.141107,2
28,0.944443,111,117.888885,-13.888889,0.199513,2
45,0.888888,111.111115,116.111115,-16.222221,0.190912,2
59,0.500001,116.55556,121.44444,-14.111111,0.170091,2
65,0.722221,115.333336,120,-17,0.185658,2
99,0.888891,79,83.22222,-30.555555,0.330418,2
65,0.944443,111.666664,117.333336,-17,0.202365,2
59,0.833335,109.22222,116.888885,-14.444445,0.214204,2
77,0.944447,93.888885,103.77778,-11.555555,0.250143,2
27,0.833335,111.55556,117.77778,-14.666667,0.195416,2
71,1.055553,96.666664,97.888885,-23.333334,0.212264,2
25,0.999999,117.77778,123.888885,-12.333333,0.172504,2
13,1.277776,106.55556,113.666664,-15,0.215088,2
90,0.611112,105.666664,105.333336,-23.333334,0.181789,2
38,0.555556,100.44444,108.55556,-14.777778,0.23576,2
58,0.555556,112.55556,119,-12,0.180972,2
74,0.333335,89.111115,93.22222,-25.88889,0.276784,2
39,1.388891,102.55556,105.55556,-23.444445,0.222954,2
24,1.277777,117.666664,123.55556,-12.222222,0.169397,2
14,1.055556,104.22222,112.666664,-13,0.222856,2
94,1.111111,80.888885,85.77778,-28.555555,0.321505,2
66,1.388891,80.66667,85.888885,-27.666666,0.320664,2
83,0.888889,74.55556,80.44444,-30.555555,0.362062,2
29,1.000001,119.22222,123.22222,-15.666667,0.165616,2
56,0.444443,115.888885,121.44444,-13.666667,0.176061,2
20,1.055555,114,120.44444,-13.666667,0.188892,2
20,1.055555,114,120.44444,-13.666667,0.188892,2
40,0.611111,96.22222,106.888885,-11.444445,0.254051,2
54,0.777776,97.55556,104.888885,-15.222222,0.234504,2
34,1.333332,111.44444,118.22222,-15,0.20392,2
45,0.944444,87.111115,92.55556,-26,0.297414,2
33,1.166665,96.77778,102.333336,-22.666666,0.258604,2
37,0.611111,80.111115,86.55556,-28.11111,0.338487,2
13,0.777779,88.22222,95.666664,-25.333334,0.313159,2
15,0.77778,118.333336,125.44444,-11.444445,0.17818,2
79,0.555555,73.55556,79.44444,-30,0.362172,2
17,0.666665,115,121.55556,-13.777778,0.189464,2
15,0.722226,123,128.33334,-11.666667,0.153616,2
80,1.166667,102.888885,103,-24.222221,0.198052,2
47,0.666669,116,121.44444,-14.777778,0.181012,2
58,0.833331,110.111115,117.111115,-14.666667,0.206503,2
30,0.555557,100.77778,108.888885,-13.111111,0.225384,2
50,1.777777,93.888885,103.55556,-17.11111,0.2797,2
75,0.666668,72,77.77778,-32.333332,0.378682,2
46,0.611112,93.888885,99.77778,-23.222221,0.271501,2
51,0.722223,110.666664,117.44444,-16.555555,0.213813,2
15,0.833336,133.88889,137.44444,-8.555555,0.104639,2
21,0.999997,120.666664,126.333336,-10.555555,0.153497,2
15,0.444445,134.33334,137.88889,-8.666667,0.105074,2
29,0.777777,98.55556,107.111115,-14.888889,0.245093,2
15,0.888891,90.888885,97.55556,-26.88889,0.306737,2
115,0.222224,123.22222,129.77779,-9,0.152134,2
40,0.999999,114,119.77778,-16,0.194537,2
35,1.388887,96.44444,105.44444,-11,0.231166,2
40,0.666665,95.333336,105.77778,-12.777778,0.260966,2
79,0.444444,93.888885,102.77778,-14.888889,0.258079,2
53,0.555555,112.333336,119.77778,-11,0.187217,2
16,0.333335,99.55556,108.333336,-13.888889,0.239899,2
26,1.222219,131.44444,132.88889,-12.444445,0.105128,2
50,0.444443,109.22222,115.44444,-17.222221,0.213538,2
107,1,125.77778,130,-11,0.13383,2
43,0.833335,117.333336,121.55556,-14.777778,0.165192,2
49,1.166665,116.333336,120.44444,-17.222221,0.179413,2
39,1.055555,113.888885,118.333336,-17.555555,0.188391,2
34,1.055555,113.666664,120.77778,-14.111111,0.199516,2
18,1.277779,133.33334,135,-10.888889,0.096352,2
25,1,89.111115,94.888885,-26.222221,0.297528,2
19,0.944444,101,109.44444,-14.444445,0.236733,2
48,1.055553,94.77778,99.77778,-24.333334,0.265899,2
57,1.166665,112.22222,119.44444,-12.333333,0.192488,2
47,0.72222,93.22222,99.333336,-23.333334,0.275957,2
14,0.944445,99,108.55556,-12.555555,0.242294,2
65,0.777777,82.77778,88.111115,-27.666666,0.316474,2
73,0.388889,115.44444,120.55556,-14.888889,0.178636,2
21,0.611112,113.44444,120.888885,-14.111111,0.203582,2
64,1.000001,77.22222,82.55556,-30.777779,0.34921,2
75,0.944445,115.888885,121.111115,-14.888889,0.179353,2
49,0.944447,97.111115,100.666664,-24.666666,0.246491,2
42,0.722224,128.11111,131.33334,-11.888889,0.125137,2
50,0.777777,113.111115,118.333336,-17.333334,0.197162,2
44,0.722223,113.44444,119.888885,-11.777778,0.178428,2
60,0.833333,114,118.666664,-15,0.175844,2
68,0.944444,94.22222,101.55556,-17.444445,0.25416,2
44,1.277779,93,98.22222,-23.333334,0.266391,2
54,1.166672,127.55556,129.88889,-13.333333,0.124312,2
19,1.000001,115.44444,122.111115,-13.666667,0.189527,2
42,1.111115,130.44444,133.33334,-11.222222,0.115302,2
55,1.500001,90,95.111115,-23.88889,0.274795,2
19,0.944445,116.55556,122.888885,-13.888889,0.185539,2
35,0.666667,83.333336,90.333336,-25.222221,0.320015,2
25,1.333332,114.333336,121.55556,-13.444445,0.196093,2
53,1.000001,104.333336,104.888885,-24.777779,0.200484,2
26,0.777777,98.333336,107.44444,-14.333333,0.248698,2
54,0.611112,96.77778,103.666664,-15.555555,0.232219,2
21,0.444445,120.77778,126.44444,-11.111111,0.15668,2
51,0.611111,111.77778,118.888885,-12.888889,0.1952,2
59,0.833335,110.55556,116.77778,-15.777778,0.203326,2
71,0.722221,72.77778,79.111115,-30.11111,0.370097,2
51,1.055555,113.22222,118.888885,-16.555555,0.197569,2
57,1.222224,76.44444,83,-29.777779,0.359343,2
87,1.222224,127.888885,131.88889,-10.555555,0.126571,2
20,0.611112,98.44444,107.111115,-13.777778,0.240108,2
16,0.666667,134.66667,136.66667,-11.222222,0.101526,2
81,0.611111,105.666664,104.22222,-26.11111,0.19308,2
41,0.611112,95.111115,105.111115,-13.777778,0.262046,2
15,0.666668,100.111115,109.111115,-13.888889,0.241576,2
33,0.888889,113.22222,119.55556,-15,0.196297,2
53,0.722229,128.22223,130.33334,-13.333333,0.121119,2
42,0.777779,95.666664,104.888885,-12.111111,0.241934,2
63,0.777776,108.44444,114.666664,-16.666666,0.211484,2
