@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2-3,12,14-15,20'

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
96,9,77,-22.444445,45.22222,4
200,9,55.77778,-13.888889,31.444445,6
180,9,37.77778,-8.333333,19,6
137,9,1.777778,-1.222222,3.111111,5
112,9,0.444444,-0.444444,0.888889,3
104,9,28.333334,-2.666667,19.666666,1
45,9,63.77778,-14.888889,32.11111,4
139,9,1.777778,-2,3.333333,3
180,9,77.55556,-21.555555,46.444443,6
154,9,10.777778,-6.444445,12.888889,5
85,9,3.444444,-4,5,3
86,9,31.333334,-2.222222,21.11111,1
181,9,17.88889,-7.555555,-5.222222,7
155,9,20.666668,-10,-8,7
99,9,9,-9.111111,14.555555,3
99,9,118,-43.22222,73.77778,2
124,9,7.444445,4,3.666667,1
138,9,3.111111,-1.111111,5.222222,5
164,9,15,-6,4,7
180,9,62.333332,-15.555555,35.77778,6
50,9,138.88889,-35.88889,53.11111,2
101,9,39.444443,-11.888889,24.777779,4
81,9,47.22222,-11.111111,26.88889,4
126,9,8.222222,4.444445,2.777778,1
44,9,126.77778,-39,62.333332,2
69,9,32.555557,-7,24.666666,1
48,9,129.11111,-39.333332,63.666668,2
103,9,22.555555,2.666667,12.666667,1
103,9,5.666666,-6.111111,10.555555,3
139,9,8.555555,-6.888889,13.111111,5
64,9,118.666664,-46.77778,77.55556,2
56,9,36,-9.333333,28.666666,1
65,9,26.777779,-2.111111,17.88889,1
102,9,6.333334,-6.666666,10.333333,3
89,9,24.444445,-11.777778,22.88889,5
70,9,64.88889,-10.444445,29.555555,4
136,9,25.333334,-19.555555,29.444445,3
106,9,24,-10.111111,19.555555,5
36,9,84.77778,-29.444445,55.22222,4
162,9,50.11111,-18.222221,27.444445,6
60,9,128.22223,-30.666666,55.333332,2
130,9,8.666667,3.777778,4.111111,1
84,9,30,-0.888889,18.444445,1
73,9,47.333332,-5.111111,15.222222,4
190,9,40.11111,-11,25.333334,6
171,9,57.22222,-14.777778,33.88889,6
107,9,35.11111,-13,22,5
217,9,4.222222,-3.888889,-6.222222,7
143,9,9.444445,-9.888889,15.777778,3
244,9,9.777778,-2.111111,-1.777778,7
12,9,17.666668,-9,18.666666,5
182,9,12.777778,-6.666666,-12,7
97,9,145.44444,-23.444445,33.22222,2
153,9,38.77778,-20,32.333332,4
116,9,5.111111,-5.555555,8.777778,3
196,9,18.555555,-11.888889,-3.222222,7
132,9,1.111111,-1.111111,2.222222,3
178,9,41.88889,-12,24.666666,6
113,9,43.77778,-22,36,5
40,9,129,-43.444443,54.88889,2
224,9,11.888889,-10.333333,-4.666666,7
13,9,145.44444,-28.444445,39.555557,2
65,9,64.44444,-12.111111,23.222221,4
135,9,43.11111,-21.555555,35.77778,5
77,9,34.444447,-5.555555,24.11111,1
133,9,7.888889,4,4.333334,1
146,9,31.555555,-13.888889,26.444445,4
36,9,130.33334,-41.11111,55.22222,2
162,9,12,-5.111111,10.888889,4
62,9,11.444445,-6.888889,15.111111,5
89,9,41,-13.111111,27.88889,4
194,9,61.666668,-15.888889,35.77778,6
194,9,74.888885,-19.444445,42.22222,6
99,9,5.555555,-5.777778,10.555555,3
48,9,52.444443,-16.222221,34.77778,4
35,9,122.55556,-46.22222,71.44444,2
57,9,140.33334,-33.77778,48.22222,2
199,9,11.777778,-5,-9.666667,7
204,9,71.22222,-19.11111,41.88889,6
90,9,24.444445,-11.888889,22.777779,5
42,9,146.44444,-21.555555,33.444443,2
60,9,24.777779,-1.333333,16.333334,1
53,9,27.444445,-2,17.666666,1
20,9,132.33334,-33.555557,55.444443,2
91,9,8,-7.666666,13,3
91,9,21,-10.333333,19.666666,5
150,9,20,-16.444445,3.222222,7
151,9,18.333334,-11.333333,-2,7
125,9,23.666666,-11.888889,21.777779,3
111,9,75.333336,-17.444445,39.22222,4
193,9,55.333332,-13,30.333334,6
20,9,142.33334,-32.666668,47.333332,2
161,9,52.22222,-18.11111,30.555555,6
