@relation segment

@attribute Vegde-sd numeric
@attribute Rawblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.785184,24.777779,-1.623392,1
3.2,27.333334,-1.785147,1
2.329629,35.22222,-1.776113,1
0.296296,6.444445,-0.892179,1
0.962963,24.88889,-1.555376,1
0.122222,6.777778,-1.258358,1
0.062963,6.222222,-0.912631,1
0.433333,19.88889,-1.169517,1
2.388888,25.222221,-1.753726,1
0.577777,26.88889,-1.554234,1
0.833333,30.222221,-1.60859,1
0.162963,6.111111,-0.850783,1
0.062963,5.222222,-0.776334,1
0.062963,7.666666,-1.121818,1
0.062963,6.666666,-1.053347,1
0.162963,27.333334,-1.685074,1
0.774073,34.333336,-1.836328,1
0.385185,8.111112,-1.273992,1
0.133333,7.555555,-1.353896,1
0.118518,6.555555,-0.837598,1
0.562963,6.555555,-0.862108,1
0.42963,9.222222,-1.50837,1
0.488889,20,-1.131204,1
0.207407,5.777778,-0.877707,1
0.311111,7,-1.065066,1
0.107407,7,-1.099624,1
0.107407,7.222222,-0.987873,1
2.329629,35.22222,-1.776113,1
1.822221,28,-1.619549,1
0.418518,7.222222,-1.058277,1
0.162963,6.555555,-1.068968,1
0.518519,27.333334,-1.57896,1
0.107407,7.222222,-0.965946,1
1.144444,32.555557,-1.811203,1
1.52963,25.444445,-1.585609,1
0.88889,25.88889,-1.623202,1
1.840741,28.333334,-1.669752,1
2.118519,28.88889,-1.625668,1
0.785185,8.777778,-2.009108,1
0.196296,6.444445,-0.896533,1
0.562964,30.333334,-1.637777,1
0.062963,6.444445,-0.796918,1
0.122222,6.222222,-0.726018,1
1.807406,29.666666,-1.66796,1
0.122222,11.888889,-2.018631,1
0.562963,7.555555,-0.843904,1
0.107407,11,-1.783388,1
0.133333,5.888889,-0.907416,1
1.851851,31.555555,-1.620451,1
0.329629,23.555555,-1.457591,1
0.062963,7.444445,-1.151837,1
0.433333,7.333334,-0.932783,1
0.433333,7.333334,-0.932783,1
3.411111,34.444447,-1.739017,1
1.851851,21.88889,-1.447037,1
0.266667,7.777778,-0.924817,1
2.34074,31.222221,-1.610448,1
2.388888,25.222221,-1.753726,1
0.122222,6.222222,-0.889024,1
1.007407,27.88889,-1.524771,1
0.177778,6.444445,-1.004936,1
2.074072,29.11111,-1.622331,1
0.088889,6.888889,-0.988413,1
0.207407,7.444445,-0.983947,1
1.1,29.666666,-1.813886,1
0.596297,7.222222,-0.764077,1
0.074074,7.111111,-1.037663,1
0.062963,6.777778,-0.895807,1
0.285185,28.11111,-1.670314,1
1.466666,22.222221,-1.333792,1
1.007407,24,-1.569253,1
0.062963,8.777778,-1.157082,1
2.118518,37.666668,-1.888408,1
0.151852,7.333334,-0.95784,1
0.151852,8.222222,-1.19107,1
0.251852,8.666667,-1.985703,1
3.185182,24.222221,-1.591206,1
9.940739,30.555555,-1.66658,1
0.107407,5.222222,-0.730465,1
0.507407,35.444447,-1.807866,1
1.407408,29.333334,-1.641882,1
0.251852,6.888889,-0.91962,1
0.8,21.11111,-1.302133,1
1.396297,31,-1.713134,1
0.240741,6.333334,-0.851202,1
0.166667,6.444445,-0.744272,1
1.288888,26.777779,-1.558599,1
0.88889,25.88889,-1.623202,1
0.074074,7.111111,-1.037663,1
0.240741,6.666666,-0.806042,1
0.996296,16.88889,-0.9757,1
0.151852,5,-0.959485,1
0.207407,24.11111,-1.420087,1
0.211111,8.222222,-0.913675,1
0.118518,7.444445,-0.914324,1
0.062963,6.666666,-0.953435,1
0.088889,5.444445,-0.621222,1
8.207409,28.11111,-1.659879,1
0.266667,7.777778,-0.924817,1
0.507407,30.666666,-1.700913,1
1.762962,23.88889,-1.544214,1
0.444444,7.888889,-1.077659,1
0.42963,25.88889,-1.528895,1
0.374074,8,-1.118131,1
1.485185,30.444445,-1.664008,1
0.207407,6.666666,-0.837598,1
0.044444,5.444445,-0.87829,1
0.02963,6.777778,-0.820403,1
1.629631,35.11111,-1.873032,1
1.277777,30,-1.598867,1
0.118519,5.555555,-0.783647,1
0.177778,6.222222,-1.047198,1
0.151852,7,-1.181388,1
0.32963,27.11111,-1.590164,1
0.518518,27.444445,-1.662177,1
0.107407,6.666666,-0.964797,1
0.3,25.777779,-1.650048,1
0.385185,25,-1.520125,1
0.151852,6.777778,-0.761648,1
4.744444,35.77778,-1.846158,1
1.362964,25.555555,-1.519702,1
0.151852,7.444445,-1.179692,1
2.418516,24.11111,-1.570588,1
1.633333,27.555555,-1.632243,1
1.007407,27.777779,-1.676921,1
1.288888,26.777779,-1.558599,1
2.907408,34.444447,-1.79139,1
1.851852,32.333336,-1.677308,1
1.574074,28.777779,-1.737293,1
4.611113,34.77778,-1.8356,1
0.240741,6.333334,-0.897859,1
4.918518,23.222221,-1.456819,1
2.474074,8.444445,-1.18068,1
0.118518,6.888889,-0.942559,1
1.529629,29,-1.707392,1
0.385185,8.111112,-1.134543,1
0.666667,20.777779,-1.360437,1
4.162963,34.444447,-1.773594,1
0.074074,6.666666,-1.475643,1
0.729626,147.55556,-2.214612,2
0.403687,130.55556,-2.373206,2
0.107407,132.44444,-2.090557,2
0.760118,142.44444,-2.352834,2
0.344266,125.888885,-2.344872,2
0.240742,128.88889,-2.270851,2
0.044444,128.55556,-2.097815,2
0.774077,141.22223,-2.309804,2
0.62361,138.77779,-2.357271,2
0.25185,150.11111,-2.328472,2
0.462965,117.333336,-2.224845,2
0.385184,127.111115,-2.178149,2
0.455419,138.22223,-2.39327,2
1.310924,139.33334,-2.343404,2
0.711108,142.88889,-2.271128,2
0.329632,147,-2.225537,2
0.207407,149.11111,-2.292384,2
0.296297,122,-2.248235,2
0.240742,128.88889,-2.211659,2
0.240737,146.55556,-2.146716,2
0.462964,146.55556,-2.264532,2
0.518519,116.888885,-2.239053,2
0.907406,141.66667,-2.349252,2
0.879816,141,-2.295989,2
0.433333,140.55556,-2.280207,2
0.474074,118,-2.207756,2
0.574134,134.11111,-2.390383,2
0.490655,140.55556,-2.348006,2
0.760117,143.11111,-2.339377,2
0.162964,146.33334,-2.280755,2
0.418515,146.22223,-2.215046,2
0.133333,122.55556,-2.280843,2
0.45542,143.11111,-2.334831,2
0.691216,130.11111,-2.340839,2
1.192568,142.33334,-2.328034,2
0.459472,138.44444,-2.317188,2
0.607409,139.77779,-2.23989,2
0.02963,145.33334,-2.405477,2
0.32963,128.22223,-2.247952,2
0.162964,146.33334,-2.280755,2
0.122222,121.44444,-2.254541,2
0.285188,145.77777,-2.217488,2
0.327729,129.55556,-2.385213,2
0.418515,142.66667,-2.340765,2
0.388888,143.11111,-2.297839,2
0.207406,121.44444,-2.277142,2
0.344265,126.55556,-2.377965,2
0.646931,141.33334,-2.328661,2
0.211114,116.55556,-2.208019,2
1.129629,132,-2.198158,2
0.298143,131,-2.385001,2
0.118518,115.333336,-2.241633,2
0.516397,129,-2.419456,2
0.781735,141.33334,-2.346636,2
0.655462,140.88889,-2.28828,2
0.586892,133.33334,-2.421193,2
0.501847,139.66667,-2.27951,2
1.0074,146.55556,-2.230725,2
0.551851,143.55556,-2.412968,2
0.162963,141.66667,-2.307657,2
0.785183,119.333336,-2.254208,2
0.196294,145.44444,-2.360428,2
0.385183,141.22223,-2.310766,2
0.720081,127.44444,-2.351182,2
0.800462,132.44444,-2.362237,2
0.240742,126.77778,-2.255577,2
0.327731,128.88889,-2.404745,2
0.340743,131.11111,-2.266452,2
0.207408,138.77779,-2.315962,2
0.685184,141.77779,-2.31442,2
0.15185,116.888885,-2.238522,2
0.47778,144.77777,-2.386251,2
0.029629,140.66667,-2.326783,2
0.329631,145.44444,-2.346234,2
0.774071,122.22222,-2.288131,2
0.272163,140.88889,-2.333537,2
0.374072,141.66667,-2.273744,2
0.611111,130.55556,-2.266225,2
0.196297,115.666664,-2.219979,2
0.474069,146.44444,-2.312874,2
1.085182,122.44444,-2.143159,2
0.534027,126.44444,-2.375207,2
0.272168,144,-2.38244,2
0.088889,123.22222,-2.220553,2
0.355557,141.66667,-2.315792,2
0.088889,123.22222,-2.220553,2
1.022222,147.88889,-2.27511,2
1.00741,140.55556,-2.32084,2
0.507406,149.88889,-2.449265,2
0.443052,132.33334,-2.375985,2
0.389683,138.66667,-2.35398,2
0.443051,138.88889,-2.368498,2
0.607407,143.22223,-2.357178,2
0.596293,145.55556,-2.264129,2
0.936897,141.77779,-2.348002,2
0.107409,118.44444,-2.187399,2
0.712326,140.33334,-2.341163,2
0.888891,140.88889,-2.339758,2
0.107405,143.88889,-2.339493,2
0.774072,118.55556,-2.239301,2
0.166666,140.33334,-2.275425,2
0.062964,140.55556,-2.307396,2
0.418517,145.44444,-2.251504,2
0.574132,129,-2.434692,2
0.562961,141.11111,-2.366197,2
0.54433,126.22222,-2.410388,2
0.574135,126.333336,-2.333212,2
0.9963,129.11111,-2.247036,2
0.5164,141.88889,-2.348415,2
0.166668,118,-2.208414,2
0.444445,145.44444,-2.355244,2
0.296294,137.55556,-2.315885,2
0.574135,125.22222,-2.42468,2
0.327731,128.88889,-2.404745,2
0.623609,128.66667,-2.408019,2
0.166666,127.333336,-2.098697,2
0.329628,125.666664,-2.253408,2
0.611616,141,-2.357688,2
0.272166,138.88889,-2.312305,2
0.574135,138.11111,-2.367282,2
1.436302,119.888885,-2.326201,2
0.68853,138.88889,-2.280803,2
0.772202,139.77779,-2.299918,2
0.827758,123.44444,-2.300486,2
0.459466,139,-2.364216,2
0.92896,140.44444,-2.303412,2
0.57778,124.888885,-2.169999,2
0.122222,127.333336,-2.286636,2
0.211111,115.44444,-2.242802,2
0.596301,129.22223,-2.229685,2
0.122223,145.77777,-2.30244,2
0.374076,128.33334,-2.078418,2
0.54433,126.22222,-2.410388,2
0.250923,133.77779,-2.360195,2
0.285183,146.22223,-2.146845,2
0.344265,126.55556,-2.377965,2
1.229632,142.55556,-2.311049,2
0.622222,125.55556,-2.173099,2
0.385188,146.33334,-2.262555,2
1.062842,142.22223,-2.333746,2
0.151853,146.44444,-2.358602,2
0.251852,138.11111,-2.278604,2
0.272165,129,-2.405295,2
0.344266,128.11111,-2.357271,2
0.53403,130.66667,-2.408968,2
0.311108,147.33334,-2.277146,2
0.455422,130.44444,-2.45498,2
0.136081,131.11111,-2.387884,2
1.288892,145.22223,-2.317384,2
0.596301,129.22223,-2.229685,2
0.166667,142.22223,-2.308766,2
1.135293,125.55556,-2.357338,2
1.278022,131.22223,-2.425992,2
0.646932,124.888885,-2.382261,2
1.003694,130.33334,-2.37202,2
0.807371,132.11111,-2.391113,2
0.272165,130.88889,-2.38614,2
0.516398,123.22222,-2.375282,2
0.340741,146.66667,-2.2,2
0.196297,139,-2.297173,2
0.58373,141.66667,-2.322923,2
1.1,140.22223,-2.270653,2
1.496296,145.55556,-2.255012,2
0.888891,140.88889,-2.339758,2
0.62361,132.88889,-2.395028,2
0.966091,140,-2.343381,2
0.329628,132,-2.290421,2
0.84444,126.888885,-2.252101,2
0.577774,131.22223,-2.139822,2
0.516398,141.88889,-2.370372,2
0.272164,130.11111,-2.385308,2
0.62063,141.66667,-2.2949,2
0.177776,127.77778,-2.17166,2
0.329632,127.55556,-2.139239,2
0.374073,121.55556,-2.264402,2
0.344443,131.11111,-2.293933,2
1.011116,148.88889,-2.276767,2
0.311116,150.88889,-2.521648,2
0.240743,128.88889,-2.033487,2
0.207408,128.22223,-2.16692,2
0.1963,146.11111,-2.247156,2
0.074075,131.11111,-2.238865,2
0.151851,128,-2.141419,2
0.77407,146.66667,-2.187422,2
0.399998,117.111115,-2.22578,2
0.329628,115.55556,-2.249475,2
0.443052,126.111115,-2.382438,2
0.666666,126.888885,-2.371807,2
1.46667,142.33334,-2.354552,2
0.691214,124.111115,-2.343789,2
0.388886,138.33334,-2.293386,2
0.574136,140.33334,-2.268113,2
0.266666,115.888885,-2.232,2
0.311116,150.88889,-2.521648,2
0.760115,125.77778,-2.337296,2
0.399999,126.333336,-2.185419,2
0.388882,147.88889,-2.146204,2
0.421635,141.55556,-2.313685,2
0.299998,122.55556,-2.186342,2
0.596299,124.55556,-2.238324,2
0.389681,143.11111,-2.344188,2
0.166667,145.55556,-2.231555,2
0.388888,118.77778,-2.246316,2
1.05185,140.11111,-2.282923,2
1.025599,125.666664,-2.368082,2
0.611615,142.88889,-2.377814,2
0.365148,139.77779,-2.356262,2
0.729626,147.55556,-2.214612,2
0.800003,118.666664,-2.228939,2
0.399996,145.55556,-2.232616,2
0.574135,135.77779,-2.351897,2
0.799994,142.55556,-2.364884,2
0.607404,119.22222,-2.227114,2
0.389683,127,-2.383438,2
0.455422,130.44444,-2.45498,2
0.151852,141,-2.300618,2
0.403686,130.66667,-2.438585,2
0.207406,146.11111,-2.278428,2
0.785188,121.111115,-2.239144,2
1.57407,139.77779,-2.307094,2
1.29386,142,-2.352184,2
0.490655,140.55556,-2.348006,2
0.722651,139,-2.376054,2
1.051846,145.33334,-2.32497,2
0.088889,132.33334,-2.278452,2
0.062963,142.44444,-2.336025,2
0.285185,145.33334,-2.341041,2
0.255559,150.11111,-2.401587,2
0.327731,129.33334,-2.404553,2
0.516398,141.88889,-2.370372,2
0.172137,130.33334,-2.387384,2
0.433335,141.77779,-2.263738,2
0.809666,122.22222,-2.297546,2
2.094083,136.88889,-2.384657,2
0.474073,139.66667,-2.34019,2
0.551852,127.55556,-2.015307,2
0.907406,141.66667,-2.349252,2
0.207408,137.33334,-2.292668,2
1.629631,141,-2.304436,2
0.044444,128.55556,-2.097815,2
0.062963,132.33334,-2.231826,2
0.272164,135.33334,-2.368866,2
0.729629,124,-2.247816,2
0.272169,125.44444,-2.306204,2
0.544332,139.77779,-2.325679,2
0.029629,140.66667,-2.326783,2
0.551851,130.22223,-2.264331,2
0.596295,139.66667,-2.292201,2
1.229636,142.77777,-2.29776,2
0.730297,131.11111,-2.393564,2
0.355559,145.88889,-2.270225,2
0.418519,132.55556,-2.255674,2
0.712324,141.11111,-2.30531,2
0.562964,139.44444,-2.314232,2
0.340743,125.22222,-2.232346,2
1.229636,142.77777,-2.29776,2
0.349603,138.77779,-2.323173,2
2.877772,124.111115,-2.251012,2
0.607408,147.44444,-2.26361,2
0.471403,133,-2.295488,2
0.355559,149.88889,-2.232895,2
0.385187,147.22223,-2.328735,2
0.462963,146.44444,-2.282217,2
0.611616,141,-2.357688,2
0.611618,140,-2.303991,2
0.490652,132.22223,-2.319697,2
0.443054,142.44444,-2.362526,2
0.240739,121.111115,-2.258443,2
0.418521,128.11111,-2.085954,2
0.444444,130.22223,-2.117007,2
0.666666,131.11111,-2.395064,2
0.018518,140.22223,-2.348494,2
0.623609,138.66667,-2.334512,2
0.455421,140,-2.35936,2
0.518519,116.888885,-2.239053,2
3.896308,112.111115,-2.231558,2
1.062842,142.22223,-2.333746,2
0.211111,149.55556,-2.330563,2
0.255557,128.77779,-2.09899,2
0.403686,137.44444,-2.365385,2
0.501848,131.33334,-2.396894,2
0.403687,131.44444,-2.370002,2
0.162962,125,-2.302468,2
1.496289,146.77777,-2.182567,2
0.3,145.66667,-2.309551,2
0.574132,129,-2.434692,2
0.385186,139.33334,-2.315477,2
0.344266,132.55556,-2.384877,2
0.75031,142.66667,-2.326919,2
1.129629,132,-2.198158,2
0.408248,127.111115,-2.345744,2
0.207408,138.11111,-2.309391,2
1.041723,125.44444,-2.420203,2
0.255559,147,-2.158304,2
0.272164,130.11111,-2.385308,2
0.774073,147.22223,-2.268529,2
0.699205,126.22222,-2.355443,2
0.720082,36,-2.354617,3
4.193469,20.88889,-2.268991,3
0.862963,9.222222,-2.288981,3
7.865538,57.333332,-2.255561,3
0.133333,3.888889,-2.315721,3
572.9964,79,-2.422127,3
12.795401,61.11111,-2.360491,3
13.451853,8.888889,-2.271544,3
0.374074,3.333333,-2.142674,3
0.018519,1.444444,-2.094395,3
0.611616,3.555556,-2.548898,3
1.351853,7.666666,-2.257122,3
4.768726,15.111111,-2.417818,3
8.018518,9,-2.255673,3
13.277781,9.777778,-2.330693,3
0.834443,6.777778,-2.474562,3
3.708349,25.333334,-2.307511,3
0.843274,6,-2.519165,3
0.162963,6.222222,-2.321865,3
0.077778,2,-2.123254,3
0.64693,3.333333,-2.463852,3
0.196296,1.444444,-2.53095,3
3.14074,4.555555,-2.146531,3
0.340741,4,-2.156366,3
0.518518,3.777778,-2.173961,3
1.262963,6.444445,-2.618651,3
0.151852,4.111111,-2.11372,3
6.462962,12.111111,-2.282744,3
749.76294,50.666668,-2.284187,3
0.827759,3.888889,-2.237562,3
0.251852,8.444445,-2.283787,3
0.998147,4.222222,-2.152432,3
530.5518,79.55556,-2.434193,3
3.974073,9,-2.305729,3
0.403687,30.11111,-2.333318,3
1.777778,13.888889,-2.360782,3
0.355556,8,-2.217735,3
0.418519,7.777778,-2.351514,3
0.177778,1.888889,-2.094395,3
0.296296,0.666667,-2.181439,3
4.3,12.444445,-2.417517,3
0.818519,12.555555,-2.322295,3
0.240741,3.666667,-2.285991,3
0.344444,4.444445,-2.298085,3
0.196296,1.444444,-2.53095,3
40.862957,45.77778,-2.286295,3
0.118519,0.666667,-2.094395,3
0.088889,3,-2.057287,3
0.018519,3.444444,-2.094395,3
0,0,0,3
267.45554,30.555555,-2.438409,3
0.403687,1.222222,-2.444563,3
0.240741,4,-2.094395,3
64.95186,11.333333,-2.349017,3
0.074074,6.555555,-2.212162,3
7.218519,13.333333,-2.394493,3
0.133333,3.777778,-2.169865,3
1.811111,13.111111,-2.467493,3
0.82963,5.555555,-2.149743,3
0.211111,4.888889,-2.152507,3
14.962965,5.888889,-2.118937,3
0.118518,3.444444,-2.094395,3
3.879672,24.777779,-2.439538,3
0.062963,3.333333,-2.132635,3
688.0741,28.555555,-2.321343,3
0.501848,2.666667,-2.200588,3
0.385185,2,-2.094395,3
3.10555,39,-2.090649,3
0.018519,0.111111,-2.094395,3
0.611111,2.666667,-2.16921,3
1.511111,11.888889,-2.275792,3
0.975629,26.444445,-2.035808,3
0.577778,5.666666,-2.185466,3
10.382501,40.22222,-2.401825,3
0.918519,13.333333,-2.520215,3
0.418518,4.888889,-2.274071,3
9.713106,23.444445,-2.42507,3
1.540741,8,-2.186723,3
0.250924,2.555556,-2.123254,3
0.210818,7.777778,-2.869948,3
16.507421,52.666668,-2.380238,3
0.981307,15.888889,-2.343004,3
0.651852,5.888889,-2.269023,3
0.433334,5.555555,-2.284608,3
0.311111,3.666667,-2.229939,3
1.096296,3,-2.110974,3
1.851852,10.555555,-2.339798,3
41.288895,14.555555,-2.320628,3
0.712325,2.888889,-2.4238,3
0.340741,6.444445,-2.123905,3
0.062963,3,-2.094395,3
1.718519,9.222222,-2.395422,3
0.207407,7.666666,-2.275159,3
0.854184,5.777778,-3.044175,3
0.45542,5,-2.366216,3
3.733333,14.555555,-2.280146,3
1.040741,7.444445,-2.151958,3
2.026673,33.666668,-2.268148,3
0.960324,30.11111,-2.326275,3
4.374074,8.111112,-2.354575,3
0,0,0,3
0.374074,6.888889,-2.164323,3
13.751853,31.666666,-2.431513,3
2.435083,7.333334,-2.639389,3
45.929623,16,-2.481874,3
0.344445,4.666667,-2.216604,3
8.767999,23.88889,-2.589111,3
0.074074,2.222222,-2.094395,3
0.443053,14,-2.442323,3
0.421637,1.222222,-2.151914,3
0.928958,25.777779,-2.230821,3
0.64693,2.777778,-2.219242,3
0.196296,6.222222,-2.225735,3
374.5964,52.666668,-2.416817,3
0.172133,2.777778,-2.123254,3
0.118519,6,-2.189708,3
9.089677,49.555557,-2.43063,3
0.240741,4.444445,-2.153599,3
0.471405,23.666666,-1.793403,3
0.074074,2.555556,-2.17128,3
0.827759,3.888889,-2.237562,3
192.20744,19.444445,-2.523325,3
0.240741,2.777778,-2.117548,3
0.02963,1.555556,-2.094395,3
1.140741,2.777778,-2.18129,3
4.018517,11.888889,-2.345005,3
1.773259,22.555555,-1.702833,3
442.17786,51.77778,-2.476481,3
4.02963,12.666667,-2.452176,3
5.051852,10.666667,-2.383949,3
20.951847,9.111111,-2.216473,3
0.018519,0.777778,-2.094395,3
1.962613,5.666666,-2.229493,3
18.685184,9,-2.193967,3
3.155556,11.444445,-2.386611,3
189.44075,55.555557,-2.274461,3
1.229631,9.666667,-2.413992,3
0.444445,6.111111,-2.267462,3
0.222222,7.777778,-2.234241,3
5.897896,26.666666,-2.514204,3
0.3,3.555556,-2.139494,3
1.22963,8.444445,-2.316112,3
2.562963,9.333334,-2.329423,3
0.651852,1.333333,-2.159563,3
0.843274,6,-2.519165,3
0.018519,3.111111,-2.132635,3
1.986063,33.11111,-2.231261,3
0.696296,5,-2.163434,3
0.785185,9.666667,-2.268176,3
0.02963,2.444444,-2.16176,3
0.136083,0.111111,-2.094395,3
15.662961,8.333334,-2.205437,3
3.62963,15.444445,-2.445012,3
0.433333,4.666667,-2.222661,3
572.9964,79,-2.422127,3
0.818518,9.444445,-2.216721,3
4.534641,20.11111,-2.06232,3
4.418521,14.888889,-2.329093,3
8.740745,18.88889,-2.388561,3
1.885185,7.888889,-2.16608,3
1.274074,3.333333,-2.178769,3
2.942033,6.777778,-2.369864,3
1.574074,9.222222,-2.429449,3
3.708349,25.333334,-2.307511,3
0.344265,0.444444,-2.094395,3
0.501849,5.555555,-2.408939,3
0.122222,9.444445,-2.257412,3
1.633332,9,-2.333804,3
0.807373,1.777778,-2.094395,3
8.296297,9.444445,-2.28054,3
0.82963,5.555555,-2.149743,3
2.655532,22.333334,-2.344093,3
0,1,-2.094395,3
1.241266,28.333334,-2.305989,3
0.02963,0.666667,-2.094395,3
0.418518,7.444445,-2.248134,3
22.507414,14.111111,-2.275553,3
0.534027,20,-2.313534,3
6.320163,47.22222,-2.295381,3
0.474074,10.222222,-2.451983,3
4.033196,25.11111,-1.540214,3
267.45554,30.555555,-2.438409,3
1.185186,0.666667,-2.094395,3
0.207407,2.111111,-2.137446,3
4.63641,18.666668,-2.280561,3
1.962613,5.666666,-2.229493,3
356.16672,91.44444,-2.411645,3
1.366667,7.666666,-2.216544,3
0.712325,5.222222,-2.536514,3
0,0,0,3
1.262963,5.111111,-2.24908,3
1.143419,9.333334,-2.406809,3
