@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Hedge-sd numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
80,0,1.9,0.432471,1
61,0,1.940741,0.437042,1
58,0,2.285186,0.434743,1
116,0,0.207407,0.546517,1
81,0,2.399998,0.409201,1
133,0,0.077778,0.53858,1
75,0,0.196296,0.417046,1
75,0.111111,8.296293,0.40212,1
138,0,0.077778,0.603836,1
96,0,3.362961,0.406451,1
139,0,0.522222,0.532628,1
89,0,4.044442,0.403687,1
109,0,0.800001,0.376024,1
81,0,3.751853,0.412662,1
149,0,0.507407,0.578708,1
103,0,1.54074,0.410306,1
123,0,1.096297,0.475,1
77,0.111111,6.56296,0.407623,1
59,0,2.55185,0.459427,1
137,0,0.474074,0.573633,1
59,0,1.485185,0.415301,1
131,0,0.711111,0.592813,1
118,0,0.162963,0.543871,1
101,0,1.218518,0.404792,1
67,0,3.185185,0.436939,1
56,0,1.84074,0.442788,1
65,0,2.355557,0.419418,1
108,0,0.951852,0.388756,1
63,0,2.462962,0.422651,1
60,0,0.729629,0.430484,1
113,0,1.529629,0.396589,1
86,0,1.318518,0.421495,1
114,0,0.044444,0.534392,1
114,0,0.596297,0.394964,1
104,0,2.000002,0.421395,1
90,0,1.822224,0.38846,1
78,0,5.86667,0.401965,1
100,0,1.140741,0.401042,1
67,0,3.185185,0.436939,1
113,0,1.529629,0.396589,1
91,0,2.162962,0.394157,1
73,0,2.507408,0.426973,1
88,0,2.385183,0.413308,1
75,0,3.718518,0.429663,1
79,0,0.518519,0.422337,1
132,0,0.32963,0.529982,1
145,0,0.374074,0.600529,1
124,0,0.02963,0.608466,1
143,0,0.162963,0.601852,1
124,0,0.107407,0.563492,1
118,0,0.118518,0.545855,1
93,0,9.140738,0.419233,1
106,0,3.14074,0.408155,1
117,0,0.444445,0.382629,1
118,0,9.496296,0.390398,1
102,0,0.8,0.381059,1
142,0,0.374074,0.574735,1
133,0,0.211111,0.558201,1
85,0,9.440739,0.437404,1
130,0,0.577778,0.575397,1
116,0,0.207407,0.559171,1
132,0,0.162963,0.593254,1
144,0,0.32963,0.574603,1
100,0,3.644445,0.394331,1
145,0,0.374074,0.600529,1
87,0,4.374074,0.391731,1
124,0,0.107407,0.563492,1
72,0,0.577776,0.450926,1
77,0,6.029632,0.415737,1
142,0,0.522222,0.662037,1
61,0,0.388889,0.415751,1
124,0,0.062963,0.595899,1
149,0,1.244444,0.588163,1
113,0,2.785182,0.451359,1
116,0,0.874074,0.407364,1
115,0,0.607407,0.541887,1
124,0,0.444444,0.531173,1
123,0,0.266667,0.524471,1
71,0,2.077779,0.43357,1
115,0,2.829631,0.375321,1
84,0,2.285188,0.398791,1
44,0,1.529629,0.457681,1
140,0,0.577778,0.537017,1
123,0,0.151852,0.531746,1
125,0,0.311111,0.545635,1
116,0,0.074074,0.398448,1
68,0,0.877779,0.445652,1
128,0,0.207407,0.563713,1
56,0,1.6,0.440708,1
95,0,0.551851,0.390436,1
64,0,4.34074,0.424819,1
67,0,1.544446,0.414836,1
108,0,1.174074,0.378839,1
135,0,0.074074,0.599427,1
134,0,0.444444,0.603704,1
139,0,0.522222,0.532628,1
86,0,1.307409,0.417916,1
63,0,3.096295,0.44725,1
128,0,0.311111,0.561508,1
147,0,0.107407,0.652248,1
60,0,1.94074,0.446636,1
85,0,0.962963,0.399751,1
104,0,1.322222,0.410009,1
77,0,5.618516,0.413217,1
147,0,0.077778,0.713228,1
117,0,0.311111,0.53858,1
128,0,0.488889,0.597443,1
112,0,0.162963,0.544092,1
129,0,0.296296,0.541887,1
143,0,0.033333,0.60119,1
133,0,0.211111,0.558201,1
70,0,2.196296,0.421281,1
116,0,0.874074,0.407364,1
147,0,0.418518,0.698445,1
106,0,1.174074,0.403224,1
40,0,2.118518,0.46306,1
143,0,0.311111,0.556437,1
83,0,0.429631,0.410073,1
118,0,4.285184,0.416884,1
57,0,1.974073,0.440509,1
116,0,0.611111,0.544733,1
141,0,0.385185,0.574074,1
84,0,2.285188,0.398791,1
115,0,0.133333,0.53858,1
121,0,0.107407,0.528219,1
125,0,0.311111,0.545635,1
113,0,0.118519,0.566138,1
122,0,0.177778,0.581349,1
107,0,2.266665,0.413785,1
89,0,3.496296,0.402507,1
135,0,0.374074,0.565476,1
138,0,0.074074,0.56746,1
139,0,0.207407,0.566799,1
98,0,0.551853,0.356724,1
66,0,1.01111,0.437855,1
75,0,2.21111,0.423501,1
136,0,0.444444,0.529541,1
41,0,1.241266,0.206392,2
26,0,0.403686,0.248698,2
81,0,0.551853,0.350039,2
57,0,0.800464,0.192488,2
53,0,0.490652,0.187217,2
64,0,0.918936,0.236797,2
62,0,0.720082,0.193691,2
15,0,1.229631,0.104639,2
44,0,0.31111,0.266391,2
46,0,0.781735,0.200124,2
53,0,0.429629,0.200484,2
62,0,0.355555,0.294583,2
43,0,0.611111,0.165192,2
94,0,0.507409,0.321505,2
32,0,1.188888,0.201898,2
60,0,0.385185,0.223364,2
13,0,0.685187,0.079806,2
29,0,1.574082,0.166484,2
40,0,0.772203,0.254051,2
11,0,3.855552,0.099836,2
78,0,1.274081,0.124647,2
47,0,0.488889,0.320097,2
29,0,0.907417,0.165616,2
96,0,0.418519,0.342938,2
20,0,1.149877,0.187293,2
52,0,0.740744,0.218379,2
30,0,0.772202,0.183565,2
40,0,1.544443,0.188503,2
98,0,0.755554,0.338288,2
54,0,0.844443,0.124312,2
71,0,0.71111,0.370097,2
18,0,0.374079,0.096352,2
33,0,0.196295,0.258604,2
57,0,0.418517,0.294515,2
20,0,0.562963,0.224139,2
51,0,0.722649,0.213813,2
40,0,0.172131,0.193665,2
27,0,0.25185,0.098472,2
58,0,1.003697,0.204147,2
20,0,0.752773,0.188892,2
11,0,5.051852,0.092773,2
47,0,0.477777,0.275957,2
36,0,0.854182,0.239085,2
57,0,0.696297,0.308813,2
33,0,0.349603,0.247776,2
43,0,0.34074,0.266023,2
26,0,1.407412,0.105128,2
40,0,0.72265,0.194537,2
18,0,0.374079,0.096352,2
30,0,0.720082,0.225384,2
57,0,0.488889,0.175605,2
15,0,0.699205,0.241576,2
58,0,0.680414,0.238143,2
41,0,0.655553,0.208293,2
18,0,0.272164,0.254668,2
71,0,0.720081,0.194316,2
21,0,0.408248,0.184022,2
60,0,0.329627,0.175844,2
74,0,0.077778,0.276784,2
18,0,0.272164,0.254668,2
58,0,0.583728,0.237567,2
19,0,0.58373,0.236733,2
73,0,1.218518,0.178636,2
44,0.111111,2.139576,0.181821,2
58,0,0.711108,0.351331,2
75,0,0.596296,0.179353,2
50,0,0.952579,0.247337,2
101,0,0.329633,0.141107,2
71,0,0.299998,0.179672,2
67,0,0.685185,0.207702,2
62,0,0.862963,0.202279,2
66,0,2.122228,0.174128,2
36,0,0.222216,0.12003,2
56,0,0.566668,0.176061,2
68,0,0.829629,0.239143,2
23,0,0.547723,0.210162,2
39,0,0.583728,0.188391,2
27,0,1.356739,0.195416,2
28,0,0.860662,0.261838,2
29,0,1.574082,0.166484,2
33,0,0.620634,0.196297,2
41,0,0.874068,0.112421,2
18,0,0.278888,0.213257,2
37,0,0.951851,0.338487,2
75,0,0.385187,0.378682,2
47,0,0.488888,0.125709,2
28,0,1.29386,0.199513,2
50,0,0.344264,0.213538,2
42,0,1.264908,0.241934,2
19,0,0.779364,0.189527,2
50,0,0.688533,0.213809,2
53,0,0.700008,0.121119,2
13,0,0.296294,0.313159,2
35,0,0.107407,0.320015,2
34,0,1.140745,0.104539,2
30,0,0.547723,0.19251,2
109,0,0.843276,0.268118,2
72,0,0.729631,0.17933,2
21,0,0.488889,0.153497,2
15,0,0.620632,0.17818,2
55,0,0.700002,0.182623,2
79,0,0.403686,0.258079,2
13,0,0.207406,0.156568,2
63,0,0.177777,0.211484,2
51,0,0.742867,0.197569,2
64,0,0.207406,0.34921,2
79,0,0.462965,0.362172,2
42,0,1.440747,0.125137,2
21,0,0.118518,0.15668,2
65,0,0.711109,0.185658,2
23,0,1.224743,0.205901,2
48,0,1.26297,0.126968,2
81,0,0.429629,0.19308,2
115,0,1.229636,0.152134,2
25,0,0.118518,0.172504,2
35,0,0.544333,0.194853,2
83,0,0.507406,0.362062,2
57,0,0.38889,0.111695,2
54,0,0.928958,0.232219,2
36,0,0.64693,0.24634,2
90,0,0.285185,0.181789,2
49,0,0.41852,0.246491,2
78,0,2.290076,0.258182,2
24,0,1.140749,0.169397,2
35,0,0.607412,0.319499,2
13,0,1.054091,0.215088,2
30,0,0.720082,0.225384,2
92,0,0.296297,0.35122,2
66,0,0.607411,0.320664,2
42,0,1.264908,0.241934,2
47,0,0.829628,0.18354,2
46,0,0.781735,0.200124,2
38,0,0.68853,0.23576,2
33,0,0.062963,0.25913,2
99,0,0.474074,0.330418,2
39,0,0.699999,0.222954,2
28,0,0.429626,0.253299,2
47,0,0.38519,0.118399,2
21,0,0.869227,0.195127,2
46,0,1.807408,0.177195,2
40,0,0.699204,0.260966,2
21,0,0.516396,0.187853,2
28,0,1.186343,0.267544,2
40,0,2.118513,0.174209,2
57,0,0.311111,0.359343,2
45,0,0.285185,0.297414,2
16,0,1.206462,0.239899,2
70,0,0.562963,0.186099,2
97,0,0.666667,0.12985,2
48,0,0.074074,0.187362,2
57,0,1.103866,0.194754,2
31,0,0.711108,0.107616,2
51,0,1.944436,0.165549,2
21,0,1.218685,0.203582,2
13,0,1.244441,0.100091,2
32,0,1.040738,0.113055,2
18,0,0.211111,0.111218,2
86,0,0.691214,0.251552,2
74,0,0.077778,0.276784,2
101,0,0.329633,0.141107,2
52,0,0.177779,0.175849,2
66,0,2.874073,0.205803,2
32,0,1.310922,0.190625,2
51,0,0.742867,0.1952,2
39,0,0.474075,0.183242,2
71,0,3.762964,0.212264,2
87,0,0.207406,0.126571,2
15,0,0.118519,0.105074,2
62,0,0.607405,0.208013,2
67,0,0.58373,0.18855,2
39,0,1.333333,0.241459,2
25,0,0.774075,0.297528,2
52,0,0.740744,0.218379,2
54,0,0.551855,0.181149,2
47,0,1.155558,0.181012,2
104,0,1.378405,0.272403,2
27,0,0.255555,0.096263,2
31,0,1.185185,0.170718,2
34,0,0.207408,0.283524,2
49,0,0.300001,0.179413,2
56,0,0.566668,0.176061,2
11,0,5.051852,0.092773,2
58,0,0.421638,0.206503,2
50,0,0.91084,0.2797,2
93,0,1.396291,0.188313,2
18,0,1.25462,0.197105,2
62,0,0.833334,0.162225,2
77,0,0.809667,0.250143,2
41,0,0.327733,0.262046,2
99,0,0.474074,0.330418,2
35,0,0.562963,0.183109,2
16,0,1.155554,0.299601,2
59,0,0.285185,0.170091,2
58,0,0.860663,0.180972,2
13,0,0.162961,0.09906,2
31,0,0.344266,0.23132,2
48,0,0.355556,0.265899,2
83,0,0.507406,0.362062,2
50,0,0.50185,0.197162,2
14,0,0.712327,0.242294,2
64,0,0.918936,0.236797,2
39,0,0.699999,0.222954,2
40,0,0.772203,0.254051,2
44,0,0.755557,0.300019,2
16,0,0.062963,0.101526,2
58,0,0.533334,0.348863,2
14,0,1.333332,0.222856,2
72,0,1.144441,0.323421,2
42,0,0.744442,0.115302,2
91,0,0.772203,0.250204,2
41,0,0.327733,0.262046,2
93,0,4.907409,0.369638,2
45,0,0.829628,0.190912,2
34,0,0.632455,0.20392,2
13,0,1.011112,0.155825,2
48,0,0.355557,0.197114,2
54,0,0.658283,0.229674,2
80,0,0.696294,0.309059,2
71,0,0.299998,0.179672,2
25,0,0.760117,0.196093,2
85,0,0.607409,0.275467,2
32,0,0.655558,0.25142,2
25,0,0.118518,0.172504,2
18,0,0.385184,0.225725,2
29,0,0.907417,0.165616,2
57,0,0.340743,0.198924,2
15,0,0.518519,0.306737,2
61,0,0.272164,0.258869,2
68,0,0.574134,0.25416,2
57,0,0.829626,0.182073,2
19,0,0.680416,0.185539,2
22,0,0.107409,0.095184,2
59,0,0.680412,0.214204,2
15,0,0.785184,0.153616,2
19,0,1.277773,0.151812,2
80,0,1.707408,0.198052,2
33,0,0.854183,0.191215,2
14,0,0.779361,0.24216,2
65,0,1.224745,0.202365,2
33,0,0.349603,0.247776,2
45,0,0.222219,0.292503,2
66,0,0.607405,0.325711,2
90,0,0.562963,0.179697,2
45,0,0.54433,0.244289,2
15,0,2.162973,0.176494,2
43,0,0.740737,0.174948,2
20,0,0.752773,0.188892,2
32,0,0.557772,0.220748,2
29,0,0.429629,0.297205,2
51,0,0.772203,0.250137,2
57,0,1.040744,0.118733,2
46,0,0.596282,0.240722,2
81,0,0.389683,0.26422,2
17,0,0.311108,0.160604,2
26,0,0.207411,0.106102,2
30,0,0.611616,0.24285,2
35,0,0.829631,0.176083,2
94,0,0.666664,0.176789,2
41,0,0.586896,0.234493,2
59,0,0.8165,0.203326,2
31,0,0.344265,0.192456,2
76,0,0.71111,0.360194,2
24,0,1.140749,0.169397,2
34,0,0.879814,0.199516,2
40,0,0.488891,0.185749,2
29,0,0.403686,0.245093,2
62,0,0.562963,0.161658,2
55,0,1.185184,0.274795,2
17,0,1.020167,0.189464,2
35,0,0.809664,0.231166,2
41,0,1.025597,0.199347,2
81,0,0.077779,0.347902,2
19,0,0.31111,0.101515,2
107,0,0.418522,0.13383,2
31,0,0.71111,0.10071,2
88,0,0.211111,0.204675,2
65,0,0.329629,0.316474,2
54,0,0.557772,0.234504,2
44,0,1.048809,0.178428,2
63,0,0.210818,0.23689,2
49,0,0.700002,0.182398,2
75,0,10.014803,0.20299,2
55,0,0.557774,0.235894,2
41,0,0.151852,0.119532,2
85,0,0.429629,0.328603,2
24,0,0.418519,0.195977,2
19,0,1.985178,0.249895,2
49,0,1.068055,0.194622,2
12,0,0.785183,0.19252,2
38,0,1.068055,0.199972,2
90,0,0.562963,0.179697,2
39,0,0.429627,0.184263,2
32,0,1.040738,0.113055,2
46,0,1.00741,0.271501,2
77,0,1.351844,0.127385,2
20,0,0.327729,0.240108,2
12,0,0.975626,0.207675,2
98,0,39.288876,0.872146,3
127,0,0.788811,0.827249,3
124,0,0.151852,1,3
122,0.111111,42.255566,0.809331,3
103,0,0.962963,0.987654,3
106,0,3.718517,0.903571,3
84,0,2.696297,0.847729,3
92,0,3.529629,0.759012,3
138,0.222222,2.428991,0.60922,3
83,0.111111,28.785189,0.664785,3
136,0,0,0,3
107,0,17.54708,0.674956,3
109,0,1.677777,0.864482,3
133,0,0.02963,1,3
102,0,0.877778,0.891218,3
136,0,2.391343,0.695755,3
122,0,0.699206,0.718221,3
87,0.111111,1386.3292,0.306281,3
91,0,9.040739,0.823021,3
135,0,0.177778,1,3
91,0,0.996296,0.911448,3
102,0,0.474074,0.940741,3
138,0,0.177778,1,3
95,0,0.620633,0.874074,3
91,0,0.255556,0.944811,3
122,0,0.691215,0.584744,3
123,0,0.418518,0.981482,3
73,0,1.066666,0.78993,3
141,0,0.151852,0.977778,3
138,0,0.712326,0.977778,3
134,0,0.018519,0.111111,3
120,0,60.06297,0.822893,3
117,0,0.02963,1,3
95,0.111111,1.218518,0.907099,3
139,0,1.668887,0.386612,3
137,0,0.177777,0.779866,3
144,0,0.151852,0.986111,3
64,0,17.629103,0.400746,3
73,0,0.862962,0.822507,3
127,0,0.02963,1,3
78,0.111111,662.35547,0.269733,3
117,0,0.774074,0.968254,3
96,0,0.3,0.778863,3
94,0,0.196296,0.986111,3
80,0,1.1,0.775282,3
132,0,0.998146,0.676888,3
121,0,0.712325,0.696178,3
102,0.111111,488.02975,0.397892,3
125,0,0.3,1,3
128,0,1.68215,0.613385,3
66,0,5.289054,0.350169,3
104,0,21.61858,0.607613,3
85,0,0.720082,0.912963,3
95,0,3.288889,0.794108,3
139,0,0.088889,0.777778,3
142,0,1.408966,0.81358,3
116,0,0.922222,0.970238,3
107,0,0.344444,0.94709,3
100,0,0.365148,0.977778,3
131,0,0,0,3
136,0,3.197221,0.660813,3
97,0,0.207407,0.984127,3
111,0,19.496296,0.864664,3
115,0,2.792185,0.523538,3
91,0,0.385185,0.939815,3
123,0,0.207407,1,3
70,0,6.916698,0.476884,3
143,0,0.607407,0.915376,3
115,0,0.32963,0.954365,3
134,0,1.06284,0.772831,3
135,0,0.118519,0.333333,3
93,0,0.922222,0.80862,3
126,0,0.574134,0.739265,3
120,0,0.296296,1,3
143,0,0.136083,0.777778,3
96,0,2.251852,0.910065,3
133,0,0,0,3
124,0,1.051852,0.973765,3
103,0,3.421609,0.799074,3
126,0,0.166667,1,3
125,0,3.777778,0.853199,3
116,0,1.318519,0.875529,3
95,0,0.251852,0.816909,3
111,0,1.041722,0.679513,3
144,0,0.088889,1,3
81,0,205.36296,0.595282,3
123,0,0.166667,1,3
133,0,0.327731,1,3
125,0,0.90472,0.638455,3
80,0,71.5111,0.514254,3
144,0,0.166667,1,3
124,0,0.151852,1,3
120,0,0.462963,0.962963,3
137,0,0.809664,0.95,3
99,0,4.651851,0.711898,3
124,0,0.907407,0.836773,3
107,0,0.421637,0.638541,3
110,0,1.902241,0.680787,3
140,0,2.678447,0.627944,3
113,0,0.488889,0.981482,3
111,0,1.396296,1,3
105,0,14.400001,0.886048,3
120,0,0.3,1,3
127,0,0.827759,0.601444,3
118,0,0.062963,1,3
142,0,0.02963,0.111111,3
130,0,0.365148,1,3
88,0,5.855556,0.754703,3
96,0,6.162962,0.909236,3
90,0,2.118518,0.904321,3
116,0,1.096297,0.912698,3
99,0,0.355556,0.986111,3
82,0,4.385186,0.843607,3
133,0,0,0,3
87,0,1.746955,0.862771,3
109,0,1.677777,0.864482,3
88,0,1.98889,0.851379,3
89,0,11.85555,0.686685,3
75,0,99.0963,0.464912,3
130,0,0.389682,1,3
120,0,0.879815,0.839947,3
138,0,0.418519,0.333333,3
92,0.111111,5.688196,0.564898,3
120,0,0.062963,1,3
124,0,6.433335,0.895369,3
120,0,0.596296,0.984127,3
122,0,0.403687,0.555556,3
133,0,0.02963,1,3
98,0,0.062963,1,3
108,0.111111,15.930981,0.358975,3
112,0,0.272166,0.222222,3
90,0,0.222222,0.926146,3
108,0,10.107411,0.705482,3
108,0,0.912871,0.875926,3
125,0,0.490654,0.56104,3
95,0,0.72963,0.88955,3
124,0,1.051852,0.973765,3
85,0,3.050805,0.762963,3
145,0,2.062963,0.251852,3
88,0,0.32963,0.938492,3
122,0,0,1,3
73,0,7.680904,0.549032,3
95,0,3.555556,0.698902,3
89,0,0.474074,0.986111,3
119,0,1.38243,0.732926,3
113,0,0.327731,1,3
125,0,0.691215,0.923809,3
122,0,3.781044,0.402492,3
129,0,0.151852,0.777778,3
76,0.111111,201.72226,0.637421,3
147,0,3.215702,0.349471,3
139,0,0.516398,1,3
80,0,409.39636,0.289624,3
81,0,205.36296,0.595282,3
81,0,0.296296,0.881217,3
130,0,0.544331,0.977778,3
120,0,0.772202,0.562158,3
98,0,0.918937,0.883333,3
109,0,1.896296,0.969136,3
136,0,3.197221,0.660813,3
128,0,0.151852,1,3
118,0,0.088889,1,3
117,0,0,0,3
93,0,1.796296,0.93567,3
68,0,338.64075,0.413033,3
143,0,0.607407,0.915376,3
124,0,1.678844,0.691123,3
109,0,5.911112,0.760734,3
127,0,0.688531,0.915344,3
71,0,16.536379,0.395671,3
125,0,3.777778,0.853199,3
100,0,8.829631,0.876332,3
129,0,0.02963,1,3
87,0.111111,70.02964,0.652043,3
122,0,0.388889,1,3
123,0,0.211111,1,3
75,0.111111,31.71359,0.297802,3
69,0,36.400005,0.604281,3
79,0,1.322222,0.842452,3
123,0,0.077778,1,3
82,0,66.65185,0.742819,3
136,0,2.112573,0.695088,3
126,0,1.797117,0.736431,3
127,0,0.490653,0.701476,3
116,0,1.440741,0.96142,3
79,0,155.3222,0.489062,3
99,0,14.774076,0.9109,3
106,0,0.477778,0.940476,3
124,0,0.474074,0.984127,3
86,0.111111,105.54074,0.630945,3
110,0,0.211111,0.977778,3
115,0,0.685185,0.917989,3
132,0,0.534027,1,3
121,0,2.059306,0.596422,3
85,0,6.862964,0.885825,3
145,0.111111,6.112829,0.532728,3
81,0.111111,28.50741,0.628156,3
129,0,0.02963,1,3
98,0,0.730297,0.916667,3
126,0,0.490653,0.908995,3
116,0,1.135293,0.596104,3
132,0,0.02963,0.888889,3
69,0.111111,1039.5408,0.508994,3
137,0,0.018519,0.666667,3
99,0,14.774076,0.9109,3
80,0,36.12222,0.597765,3
107,0.111111,23.185177,0.730592,3
73,0,12.33003,0.651133,3
99,0,0.355556,0.986111,3
81,0,263.09634,0.366946,3
80,0,71.5111,0.514254,3
110,0,2.996295,0.806658,3
114,0,8.66859,0.629245,3
115,0,0.385185,0.962963,3
146,0,0,0,3
144,0,0.074074,1,3
76,0,1.861899,0.872222,3
126,0.111111,6.296297,0.965812,3
96,0,7.51111,0.824784,3
83,0,1.688889,0.82735,3
140,0,1.047042,0.73447,3
87,0.111111,1386.3292,0.306281,3
121,0,0.888194,0.843518,3
110,0,0.566667,0.984127,3
110,0,0.211111,0.977778,3
141,0,1.278019,0.585775,3
95,0,3.096295,0.919597,3
113,0.111111,6.224503,0.622071,3
146,0,0.136083,0.111111,3
124,0,6.433335,0.895369,3
137,0,0.250924,1,3
132,0,0.785185,0.981482,3
89,0,0.474074,0.986111,3
137,0,0.02963,0.777778,3
121,0,0.888194,0.843518,3
136,0,0.107407,0.962963,3
135,0,0.088889,0.888889,3
96,0,0.34074,0.872222,3
103,0,0.962963,0.987654,3
102,0,0.566667,0.899735,3
98,0,1.318518,0.89084,3
91,0.111111,377.9295,0.348885,3
101,0.111111,59.496284,0.700087,3
100,0,6.02963,0.773815,3
134,0,1.544444,0.833935,3
90,0,3.211092,0.725289,3
100,0,68.87406,0.738034,3
139,0,1.668887,0.386612,3
90,0,0.222222,0.926146,3
81,0,110.8778,0.420176,3
138,0,0.490653,0.790011,3
120,0,1.055556,0.984127,3
122,0,7.574073,0.960317,3
123,0,0.844444,0.961905,3
91,0,0.255556,0.944811,3
83,0,121.24443,0.504161,3
115,0,1.414213,0.618328,3
144,0,0.166667,1,3
107,0,2.562963,0.981482,3
124,0,0.074074,1,3
97,0,0.474074,0.915344,3
128,0,12.433335,0.804724,3
124,0.111111,4.544838,0.772152,3
70,0.111111,6.948753,0.415836,3
106,0,0.596296,0.95172,3
142,0,0.151852,0.416667,3
79,0,0.533333,0.791667,3
119,0,0.951852,0.984127,3
131,0,0.044444,1,3
119,0,0.207407,1,3
81,0.111111,28.50741,0.628156,3
112,0,0.182574,0.666667,3
137,0,0.044444,1,3
91,0.111111,1.955556,0.829748,3
