@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2-3,6,10,14,16,20'

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Vedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
130,9,0.555555,7.296296,3.777778,-7.888889,1
84,9,1.5,23.851852,-0.888889,-17.555555,1
73,9,1.333333,42.25926,-5.111111,-10.111111,4
190,9,2.555555,31.666666,-11,-14.333333,6
171,9,1.499999,45.925926,-14.777778,-19.11111,6
107,9,2.666667,27.777779,-13,-9,5
217,9,0.777778,6.296296,-3.888889,10.111111,7
143,9,1.5,4.185185,-9.888889,-5.888889,3
244,9,2.944444,10.37037,-2.111111,3.888889,7
12,9,2.611111,11.444445,-9,-9.666667,5
182,9,0.888889,16.777779,-6.666666,18.666666,7
97,9,0.944443,134.37038,-23.444445,-9.777778,2
153,9,5,28,-20,-12.333333,4
116,9,1.055556,2.185185,-5.555555,-3.222222,3
196,9,1.666667,19.62963,-11.888889,15.111111,7
132,9,0.111111,0.37037,-1.111111,-1.111111,3
178,9,1.222222,33.666668,-12,-12.666667,6
113,9,2.499999,31.777779,-22,-14,5
40,9,0.611111,110.703705,-43.444443,-11.444445,2
224,9,1.388889,13.444445,-10.333333,15,7
13,9,0.611115,132.25926,-28.444445,-11.111111,2
65,9,1.388887,56.703705,-12.111111,-11.111111,4
135,9,0.611111,31.185184,-21.555555,-14.222222,5
77,9,1.888889,26.407408,-5.555555,-18.555555,1
133,9,0.666667,6.444445,4,-8.333333,1
146,9,3.5,22.74074,-13.888889,-12.555555,4
36,9,0.555556,111.92593,-41.11111,-14.111111,2
162,9,1.611111,8.37037,-5.111111,-5.777778,4
62,9,0.277778,6.407407,-6.888889,-8.222222,5
89,9,8.388889,31.703703,-13.111111,-14.777778,4
194,9,1.722222,49.74074,-15.888889,-19.88889,6
194,9,2.555556,60.814816,-19.444445,-22.777779,6
99,9,0.777778,2.037037,-5.777778,-4.777778,3
48,9,2.277778,40.851852,-16.222221,-18.555555,4
35,9,0.666667,98.74074,-46.22222,-25.222221,2
57,9,0.944444,124.25926,-33.77778,-14.444445,2
199,9,1.666667,15,-5,14.666667,7
204,9,2.000001,57.25926,-19.11111,-22.777779,6
90,9,1.833333,16.851852,-11.888889,-10.888889,5
42,9,0.722224,135.2963,-21.555555,-11.888889,2
60,9,0.555555,19.333334,-1.333333,-15,1
53,9,0.888889,21.555555,-2,-15.666667,1
20,9,0.611111,113.85185,-33.555557,-21.88889,2
91,9,0.666667,3.666667,-7.666666,-5.333334,3
91,9,2.666667,14.444445,-10.333333,-9.333333,5
150,9,1.055555,18.925926,-16.444445,13.222222,7
151,9,0.388889,19,-11.333333,13.333333,7
125,9,0.666667,16.407408,-11.888889,-9.888889,3
111,9,1.222223,62.25926,-17.444445,-21.777779,4
193,9,1.999999,45.22222,-13,-17.333334,6
20,9,0.999997,126.55556,-32.666668,-14.666667,2
161,9,1.388889,42.037037,-18.11111,-12.444445,6
