@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,5,7,9-10,18-20'

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vegde-sd numeric
@attribute Hedge-sd numeric
@attribute Intensity-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
193,0,1.652159,1.80944,61.407406,0.299579,-2.109375,6
76,0.111111,192.20744,201.72226,13.518518,0.637421,-2.523325,3
86,0,0.691214,0.691214,105.77778,0.251552,-2.343789,2
116,0,1.633333,0.874074,21.703703,0.407364,-1.632243,1
152,0,0,0,0,0,0,5
132,0,0.998147,0.998146,1.962963,0.676888,-2.152432,3
92,0,4.02963,3.529629,7.444445,0.759012,-2.452176,3
208,0,2.640738,1.322222,18.555555,0.440895,2.102212,7
138,0,0.501848,1.638653,54.62963,0.280911,-2.029656,4
85,0,2.942033,3.050805,4.074074,0.762963,-2.369864,3
152,0,0,0,0,0,0,5
41,0,1.674074,1.777778,22.481482,0.432047,-1.77166,1
91,0.111111,752.24066,377.9295,44.296295,0.348885,-2.320272,3
111,0,0.349603,0.78881,16.11111,0.489897,-2.100671,5
188,0,2.108185,2.498147,61.666668,0.295624,-2.074028,6
100,0,1.362964,3.644445,20.62963,0.394331,-1.519702,1
186,0,2.043961,1.241266,48.444443,0.304522,-1.973056,6
66,0,2.08889,0.418519,51.592594,0.252103,-1.961254,4
130,0,0.596297,0.666667,6.62963,0.501014,-0.764077,1
180,0,1.185186,63.944435,30.37037,0.23849,-2.217095,6
39,0,0.574136,0.583728,124.18519,0.188391,-2.268113,2
159,0,1.420746,1.18165,20.518518,0.15128,-1.596679,4
239,0,1.451691,2.820559,10.37037,0.445969,2.426379,7
134,0,0.981307,1.06284,8.703704,0.772831,-2.343004,3
116,0,0.151852,3.096297,16.185184,0.447187,-1.162844,1
149,0,0.251852,0.151852,5.444445,0.578339,-1.985703,1
79,0,1.851852,1.322222,5.407407,0.842452,-2.339798,3
107,0,2.029629,2.266665,18.62963,0.413785,-1.370369,1
177,0,0.551852,1.71852,19.592592,0.35899,2.413262,7
161,0,0.729634,18.922234,40.444443,0.298056,-2.198939,6
104,0,9.713106,21.61858,18.62963,0.607613,-2.42507,3
154,0,2.551852,1.866666,28.148148,0.453533,-2.191073,4
101,0,0.118519,0.596295,22.444445,0.432819,-1.674318,1
62,0,0.250924,0.557773,6.407407,0.680808,-2.034152,5
44,0,3.201852,1.128748,58.666668,0.339917,-2.102652,4
42,0,0.712325,0.534027,28.25926,0.337893,-2.061006,4
68,0,203.35188,338.64075,47.185184,0.413033,-2.308656,3
54,0,0.408248,0.658283,110,0.229674,-2.345744,2
172,0,0.298143,0.918937,19,0.34375,2.083854,7
124,0,112.57778,184.5222,53.77778,0.261246,-2.017379,4
195,0,1.574073,3.796296,8.518518,0.501683,2.187022,7
100,0,8.296297,8.829631,4.592593,0.876332,-2.28054,3
187,0,2.048487,3.512938,56.148148,0.299951,-2.04388,6
189,0,0.311111,2.507408,32.77778,0.297841,-2.064273,6
124,0,0.062963,0.444444,7.074074,0.531173,-1.157082,1
180,0,0.874074,3.396297,21.25926,0.358862,2.113918,7
33,0,0.329628,0.062963,111.333336,0.25913,-2.290421,2
123,0,0.077778,0.207407,0.703704,1,-2.123254,3
238,0,0.596297,1.866666,17.777779,0.315256,2.337472,7
68,0,0.574135,0.574134,107.37037,0.25416,-2.333212,2
137,0,8.654905,1.555159,36.925926,0.214456,-1.940975,4
110,0,0.518518,0.962963,4.222222,0.675265,-2.021228,5
105,0,2.313408,0.742867,15.185185,0.353768,-2.161571,5
26,0,1.496289,1.407412,137.03703,0.105128,-2.182567,2
89,0,2.907407,4.862958,21.88889,0.400445,-1.611365,1
125,0,1.110556,0.90472,18.555555,0.638455,-2.241956,3
129,0,0.02963,0.02963,0.518518,1,-2.094395,3
185,0,0.349603,2.080776,12.962963,0.445418,1.83885,7
194,0,1.025599,1.69531,45.074074,0.291972,-2.046998,6
111,0,1.655518,1.597452,29.592592,0.349325,-2.064723,4
86,0,0.02963,0.044444,12,0.629503,-2.128362,5
70,0.111111,5.897896,6.948753,21.037037,0.415836,-2.514204,3
127,0,0.834443,0.788811,3.814815,0.827249,-2.474562,3
162,0,1.074968,0.574134,17.333334,0.382522,2.350367,7
180,0,0.722649,0.983192,22.555555,0.381429,2.541661,7
100,0,0.774075,0.651851,55.37037,0.268621,-2.00619,4
135,0,0.136083,0.172133,1.259259,1,-1.822214,5
145,0,0,0,0,0,0,5
236,0,6.829628,7.599998,16.074074,0.292729,2.7898,7
86,0,0.389682,0.250924,20.444445,0.444698,-2.178281,5
66,0,3.040741,3.885185,28.407408,0.430558,-1.844993,1
144,0,0,0,0,0,0,5
166,0,1.096297,1.051852,16.962963,0.446214,2.515826,7
205,0,2.195112,2.529823,50.25926,0.287573,-2.044653,6
90,0,1.455513,0.471405,10.037037,0.533928,-2.067026,5
153,0,0,0,0,0,0,5
43,0,1.772214,1.223233,64.703705,0.335115,-2.160551,4
124,0.111111,4.774935,4.544838,7.592593,0.772152,-2.265747,3
199,0,1.861898,3.025815,57,0.303497,-2.040866,6
116,0,0.433334,0.077778,16.851852,0.420839,-2.121175,5
108,0,0.8,0.951852,17.666666,0.388756,-1.302133,1
172,0,0.507407,0.71111,16.074074,0.409835,2.417702,7
102,0,0.607408,1.485186,23.074074,0.417763,-1.68544,1
154,0,1.083547,0.403687,0.62963,0.277778,-1.861154,5
75,0.111111,1.911109,8.296293,24.851852,0.40212,-1.652768,1
37,0,0.240739,0.951851,95.92593,0.338487,-2.258443,2
126,0,0.311111,0.166667,1.407407,1,-2.229939,3
129,0,0.02963,0.02963,0.518518,1,-2.094395,3
41,0,0.577774,0.655553,113.40741,0.208293,-2.139822,2
96,0,0.574134,0.752772,61.925926,0.297221,-2.089105,4
200,0,2.621847,1.206464,45.296295,0.292784,-2.016646,6
180,0,1.585185,45.955563,31.444445,0.252953,-2.021032,6
137,0,0.544331,0.712325,0.740741,0.75,-2.007606,5
112,0,0.344265,0.272166,0.148148,0.222222,-2.094395,3
104,0,1.840741,3.555556,21.777779,0.430399,-1.669752,1
45,0,1.544406,1.526313,53.074074,0.259367,-2.045905,4
139,0,0.516398,0.516398,0.666667,1,-2.15073,3
180,0,2.984528,3.19722,62.074074,0.306906,-2.044179,6
154,0.111111,2.740737,0.596296,6.481482,0.6248,-2.087985,5
85,0,0.720082,0.720082,1.777778,0.912963,-2.377624,3
86,0,1.218519,2.577779,24.296297,0.424597,-1.650844,1
181,0,1.200001,2.088887,19.62963,0.285691,2.189135,7
155,0,0.459468,0.349603,23.333334,0.31809,2.169397,7
99,0,8.018518,14.774076,4.148148,0.9109,-2.255673,3
99,0,0.474074,0.474074,93.40741,0.330418,-2.207756,2
124,0,0.02963,0.388889,6.222222,0.542108,-1.011484,1
138,0,0.172133,0.136083,1.37037,1,-1.755017,5
164,0,0.211111,8.04445,13.666667,0.29915,2.87512,7
180,0,0.936898,2.888675,50.407406,0.300918,-2.008719,6
50,0,0.272166,0.344264,121.18519,0.213538,-2.312305,2
101,0,6.53679,0.349603,31.185184,0.327288,-2.05839,4
81,0,1.144447,0.740742,38.25926,0.300796,-1.984566,4
126,0,0.211111,0.355555,7.296296,0.450309,-0.913675,1
44,0,0.240742,0.31111,106,0.266391,-2.255577,2
69,0,1.144444,1.44074,24.333334,0.431547,-1.811203,1
48,0,0.9963,0.355556,107.888885,0.265899,-2.247036,2
103,0,0.32963,1.54074,18.333334,0.410306,-1.397414,1
103,0,0.577778,0.962963,2.148148,0.987654,-2.185466,3
139,0,0.507408,0.285185,4.185185,0.786175,-2.127586,5
64,0,0.800003,0.207406,92.81481,0.34921,-2.228939,2
56,0,0.4,1.84074,26.444445,0.442788,-1.863182,1
65,0,1.762964,2.355557,20.814816,0.419418,-1.665853,1
102,0,0.507407,0.566667,2.888889,0.899735,-2.261719,3
89,0,0.952579,2.453266,16.814816,0.473045,-2.11184,5
70,0,0.611112,0.107408,55.037037,0.249829,-1.907955,4
136,0,3.708349,3.197221,15.518518,0.660813,-2.307511,3
106,0,0.45542,0.136082,17.481482,0.416401,-2.117671,5
36,0,0.327731,1.22323,66.37037,0.332815,-2.138581,4
162,0,1.885184,210.92223,40.962963,0.298124,-2.555683,6
60,0,0.207408,0.385185,109.77778,0.223364,-2.16692,2
130,0,0.340741,0.566666,7.296296,0.481594,-1.056659,1
84,0,1.277777,2.285188,23.851852,0.398791,-1.598867,1
73,0,0.966091,0.816495,42.25926,0.178226,-1.893495,4
190,0,1.451853,2.966668,31.666666,0.329007,-2.008381,6
171,0,1.005539,1.64204,45.925926,0.307943,-2.010723,6
107,0,0.699206,0.72265,27.777779,0.332407,-2.201495,5
217,0,0.474074,0.907408,6.296296,0.582612,1.976138,7
143,0,0.122222,0.607407,4.185185,0.915376,-2.257412,3
244,0,0.640741,2.151852,10.37037,0.226482,2.32339,7
12,0,1.481991,3.358241,11.444445,0.543775,-2.064482,5
182,0,0.688531,0.655462,16.777779,0.444358,1.916419,7
97,0,0.329631,0.666667,134.37038,0.12985,-2.346234,2
153,0,12.266663,6.888892,28,0.447745,-2.242741,4
116,0,1.262963,1.440741,2.185185,0.96142,-2.24908,3
196,0,1.244444,3.851853,19.62963,0.365297,2.437339,7
132,0,0.02963,0.02963,0.37037,0.888889,-2.094395,3
178,0,1.051855,12.577775,33.666668,0.296963,-2.103758,6
113,0,1.01111,0.933333,31.777779,0.441507,-2.238803,5
40,0,0.574132,0.772203,110.703705,0.254051,-2.434692,2
224,0,1.840741,0.551852,13.444445,0.457643,2.328108,7
13,0,0.196294,1.011112,132.25926,0.155825,-2.360428,2
65,0,1.23678,25.537477,56.703705,0.19713,-1.970812,4
135,0,0.107407,0.151852,31.185184,0.443136,-2.227801,5
77,0,1.496295,5.618516,26.407408,0.413217,-1.768872,1
133,0,0.444444,0.211111,6.444445,0.558201,-1.077659,1
146,0,7.055555,4.655555,22.74074,0.429825,-2.124871,4
36,0,0.172137,0.64693,111.92593,0.24634,-2.387384,2
162,0,2.062962,0.133333,8.37037,0.484805,-2.044946,4
62,0,0.250924,0.557773,6.407407,0.680808,-2.034152,5
89,0,4.577317,0.389682,31.703703,0.351273,-2.046542,4
194,0,1.14342,2.03761,49.74074,0.300853,-2.021838,6
194,0,1.784708,7.713385,60.814816,0.292382,-2.033605,6
99,0,0.82963,0.355556,2.037037,0.986111,-2.149743,3
48,0,0.250925,0.250924,40.851852,0.339117,-2.048732,4
35,0,0.133333,0.107407,98.74074,0.320015,-2.280843,2
57,0,0.712326,1.103866,124.25926,0.194754,-2.341163,2
199,0,0.788811,0.712325,15,0.408885,1.905303,7
204,0,1.282358,0.752773,57.25926,0.302671,-2.037372,6
90,0,2.208569,2.464563,16.851852,0.475549,-2.12273,5
42,0,0.462963,1.440747,135.2963,0.125137,-2.282217,2
60,0,0.785184,0.062963,19.333334,0.419248,-1.623392,1
53,0,0.518518,0.433333,21.555555,0.404138,-1.662177,1
20,0,0.062963,0.562963,113.85185,0.224139,-2.231826,2
91,0,0.355556,0.311111,3.666667,0.867813,-2.217735,3
91,0,0.894427,0.547722,14.444445,0.476783,-2.128465,5
150,0,0.196296,1.618516,18.925926,0.424422,2.791674,7
151,0,0.389682,4.042368,19,0.352606,2.505249,7
125,0,0.471405,0.490654,16.407408,0.56104,-1.793403,3
111,0,1.047041,0.272165,62.25926,0.269218,-2.014126,4
193,0,0.516399,1.295292,45.22222,0.289242,-2.000118,6
20,0,1.192568,1.149877,126.55556,0.187293,-2.328034,2
161,0,3.040736,31.022234,42.037037,0.308416,-2.282295,6
