@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,6,12,14,16-17,20'

@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
116,0.611111,8.222222,3.222222,-8.444445,8.333334,1
122,1.666667,25.333334,-17.88889,-9.555555,25.333334,3
86,1.5,30.222221,-1.444444,-17.777779,30.222221,1
89,2.666666,25.777779,-12,-11.333333,25.777779,5
116,3.277778,38.333336,-13.333333,-13.333333,38.333336,4
249,1.611111,21.222221,-9.222222,14.111111,27.555555,7
80,2.944444,31.666666,-18.88889,-5.222222,31.666666,3
168,1.5,23,-12.666667,19,31.444445,7
135,2.388887,83.888885,-18.777779,-23.11111,83.888885,4
133,0.611111,1.777778,-1.222222,-1.888889,1.777778,5
152,0,0,0,0,0,5
61,1.055556,30.666666,-3.222222,-17.555555,30.666666,1
120,2.222221,69.333336,-9.444445,-18.444445,69.333336,4
44,0.500001,121.44444,-42,-25.333334,121.44444,2
30,0.222221,129,-40.666668,-12.666667,129,2
110,0.833333,39.333336,-13.222222,-9.888889,39.333336,5
76,0.833332,116.55556,-46.555557,-32.88889,116.55556,2
88,0.611111,6.444445,-7,-4,6.444445,3
222,1.555556,6.666666,-5.444445,16.88889,16.11111,7
148,0,0,0,0,0,5
31,0.722221,145.44444,-16.88889,-10.222222,145.44444,2
91,2,24.555555,0.111111,-14.555555,24.555555,1
233,1.388889,25.11111,-14.777778,19.88889,33.444447,7
136,3.888889,20.88889,-16.555555,-9.555555,20.88889,3
36,0.944443,132.44444,-39.77778,-15.444445,132.44444,2
119,3.611111,13.666667,-8.222222,-6.888889,13.666667,5
194,3.222222,76.111115,-22,-24,76.111115,6
77,0.888889,71.333336,-16,-19.333334,71.333336,4
133,0.055556,0.888889,-0.888889,-0.888889,0.888889,5
127,2.444444,48.22222,-8.222222,-14.222222,48.22222,4
30,0.555557,130.11111,-37.444443,-13.111111,130.11111,2
62,0.555556,138.77779,-27.222221,-12.888889,138.77779,2
98,1.222223,25.88889,0.333333,-15.333333,25.88889,1
93,3.444444,22.88889,-13.555555,-11.888889,22.88889,5
192,3.388889,76.44444,-22.11111,-24.777779,76.44444,6
159,3.555555,46.22222,-15.888889,-12.888889,46.22222,6
124,0.222222,3.222222,-3.222222,-3.222222,3.222222,3
62,0.833335,140.33334,-26.777779,-14.777778,140.33334,2
210,1.5,12,-10.555555,13.444445,17.444445,7
130,0.333333,2.333334,-2.333333,-2.333333,2.333334,3
124,0.5,7.333334,4.222222,-8.111111,7.666666,1
65,0.722221,141.66667,-31,-17,141.66667,2
93,1.777778,9.333334,-9,-4,9.333334,3
226,2.888889,15.777778,-12,18.666666,24.222221,7
98,0.722221,116.888885,-45,-28.666666,116.888885,2
195,1.888889,59.666668,-16.666666,-17.333334,59.666668,6
127,4.833334,57.333332,-17.444445,-18.777779,57.333332,4
111,0.277778,7,3,-7.666666,7.222222,1
54,1.777778,32.555557,-5.444445,-18.444445,32.555557,1
131,0,0,0,0,0,3
181,0.833333,18.444445,-11.555555,14.111111,24,7
90,7.38889,79.77778,-22.555555,-21.222221,79.77778,4
98,1.277778,41,-8.888889,-12.222222,41,4
248,2.055555,25.11111,-11,16.333334,32.333336,7
137,0.222222,6.333334,-4.666666,-5,6.333334,5
220,3.055556,6.444445,-4.888889,10.111111,11.555555,7
218,2.555556,13.777778,-9.111111,12.555555,19.11111,7
190,2.333333,62.333332,-16.666666,-19,62.333332,6
113,1.722222,25.444445,-0.777778,-14.777778,25.444445,1
21,0.333333,49.333332,-10.888889,-14.888889,49.333332,4
95,3.611111,56.333332,-11.888889,-16.555555,56.333332,4
131,0.555555,6.111111,4.666666,-7,7.222222,1
126,1.166667,70.44444,-16.444445,-21.444445,70.44444,4
186,2.833334,43.88889,-12.222222,-13.555555,43.88889,6
187,1.222223,59.88889,-13.222222,-20.88889,59.88889,6
115,1.833333,21.777779,-2.666667,-13,21.88889,1
110,0.833333,4.888889,-5.111111,-4.111111,4.888889,3
110,1.277778,6.444445,-7.555555,0.111111,6.444445,3
58,0.833335,138.77779,-35.444443,-14.111111,138.77779,2
159,3.555555,46.22222,-15.888889,-12.888889,46.22222,6
68,3.444445,2.888889,-0.555556,-1.222222,2.888889,5
95,2.055556,71.66667,-24.555555,-23.555555,71.66667,4
215,3.111111,15.666667,-8.222222,12.777778,21.444445,7
196,1.333332,75.66667,-19.777779,-22.444445,75.66667,6
111,3.722222,9.111111,-8,-4.666666,9.111111,3
142,0.388889,5.222222,5.888889,-7.111111,6.777778,1
45,1.222222,63.77778,-14.888889,-17.222221,63.77778,4
183,0.777778,17.333334,-12.333333,14.666667,23,7
132,0.5,6.222222,5.111111,-6.555555,7.555555,1
80,2.944444,31.666666,-18.88889,-5.222222,31.666666,3
233,2.777777,11,-10.111111,12.222222,15.777778,7
62,1.888889,37.666668,-10.777778,-20.11111,37.666668,1
102,1,69.66667,-14.333333,-20,69.66667,4
208,2.333333,12.222222,-8,15.666667,20,7
124,1.111111,2.777778,-3.111111,-1.777778,2.777778,3
138,2.000001,82.55556,-16.777779,-22.444445,82.55556,4
123,0.388889,3.444444,-3.444444,-3.444444,3.444444,3
46,1.666667,79.111115,-27.333334,-23,79.111115,4
76,1.388889,33.444447,-3.444444,-7.444445,33.444447,4
92,1.277778,25.777779,-13.111111,-12.444445,25.777779,5
140,0.944444,9.444445,-5.666666,-6,9.444445,5
32,0.944444,142.22223,-33.333332,-14.666667,142.22223,2
78,1.055557,147,-20.666666,-13.666667,147,2
175,1.944444,72.66667,-21.333334,-23.333334,72.66667,6
134,0.555556,6.111111,-5,-5.333334,6.111111,5
111,1.666667,22.222221,3.444444,-14.222222,22.222221,1
74,1.333333,26.88889,-0.444444,-16.777779,26.88889,1
195,4.166666,58.88889,-15.777778,-17.777779,58.88889,6
144,0.555556,6.555555,-7.222222,-4.888889,6.555555,3
87,24.388891,79,-26,-8.666667,79,3
154,0.277778,3.555556,-2.222222,-3.222222,3.555556,5
126,2.388889,3.555556,-3.222222,-2.888889,3.555556,3
126,1.055556,5.222222,-6.666666,-0.666667,5.222222,3
32,0.777774,146.33334,-19.555555,-10.555555,146.33334,2
57,2.444444,20.88889,-12.111111,-4.444445,20.88889,5
137,1.666667,13.888889,-13.555555,-5.222222,13.888889,3
248,1.611111,12.888889,-1.555556,8.777778,18.222221,7
81,12.166667,30.555555,-22,-5.666666,30.555555,3
95,1.666667,26.222221,0,-15.333333,26.222221,1
182,0.555556,14,-6.444445,17.222221,23.333334,7
181,1.833333,56.88889,-11.666667,-18.333334,56.88889,6
132,0.444444,3.444444,-3.888889,-2.555556,3.444444,3
180,1.944445,59,-13.333333,-18,59,6
73,6.666666,57.333332,-42.444443,-25.444445,57.333332,3
69,1.555555,40.22222,-0.888889,-8.888889,40.22222,4
176,1.611112,67.66667,-19.666666,-22.333334,67.66667,6
81,1.888889,28.777779,-1.111111,-17.11111,28.777779,1
181,4.277778,75.66667,-20.88889,-24.222221,75.66667,6
81,4.111111,18.88889,-14.444445,-4.777778,18.88889,3
248,3.333334,16.666668,-12,20.666666,26.444445,7
77,22.166666,37.666668,-7.666666,-7,37.666668,4
163,1.444444,47.555557,-16.555555,-8.222222,47.555557,6
94,1.388891,82.66667,-21,-22.666666,82.66667,4
130,0.777778,3,-1.555556,-2.555556,3,5
189,2.499999,73.333336,-20.555555,-23.555555,73.333336,6
191,1.388889,76.66667,-20.666666,-24.333334,76.66667,6
189,1.388888,29.333334,-7.444445,-9.777778,29.333334,6
57,0.94444,146.66667,-19,-13.666667,146.66667,2
224,3.055556,17.777779,-14.444445,21.88889,27.555555,7
138,0.888889,6.555555,4.777778,-7.222222,7.333334,1
155,0.5,11,-5.888889,-5.222222,11,5
123,0.944445,53.77778,-11.111111,-15.777778,53.77778,4
84,0.333333,24.777779,-12.333333,-10.666667,24.777779,5
134,0.222222,4,-3,-4,4,5
62,0.888889,121.44444,-42,-23.333334,121.44444,2
109,1.166667,28.777779,-10.222222,-10.555555,28.777779,5
129,0,0,0,0,0,5
172,4.277777,54.666668,-13.333333,-16.333334,54.666668,6
89,1.222222,23.88889,-0.555556,-14.222222,23.88889,1
104,1.722223,119.888885,-39.88889,-18.222221,119.888885,2
161,2.111111,51.11111,-16.444445,-12.444445,51.22222,6
30,0.944447,141,-30.88889,-15.888889,141,2
109,2.222222,9.666667,-9.333333,-2.666667,9.666667,3
154,3.055555,64,-18.444445,-21.444445,64,4
55,2.222222,31.11111,-5.333334,-17.666666,31.11111,1
35,0.444445,19.222221,-9.444445,-7.777778,19.222221,5
77,1.388888,74,-24,-20.666666,74,4
15,0.888891,145.33334,-31.444445,-14.111111,145.33334,2
119,0.833333,3.222222,-3.333333,-2.666667,3.222222,3
20,1.055555,140.55556,-33,-13.666667,140.55556,2
94,9.611112,23.777779,-14.111111,-11.111111,23.777779,5
215,0.833333,15.444445,-11.555555,19.444445,24.555555,7
163,0.777777,48.88889,-16.444445,-8.111111,48.88889,6
190,1.388889,17.11111,-11.666667,20,26.555555,7
100,0.722222,26,1.777778,-16.555555,26,1
83,2.277778,11.888889,-12.111111,-4.777778,11.888889,3
185,2.277779,58.22222,-11.777778,-19.444445,58.22222,6
67,1,25.88889,-1.333333,-16.333334,25.88889,1
89,1.777778,9.555555,-6.444445,-7.111111,9.555555,5
176,1.444444,19.777779,-9.888889,18.777779,29,7
124,1.499999,65.22222,-14.666667,-18,65.22222,4
40,0.666665,129,-44.11111,-12.777778,129,2
135,0.555556,4.777778,4.555555,-6.444445,5.666666,1
134,0.388889,4.666667,-3.333333,-4.333334,4.666667,5
45,1.055556,124.55556,-41.444443,-26.444445,124.55556,2
116,0.777778,5,-5.222222,-3.888889,5,3
182,2.555555,68.111115,-16.555555,-22.555555,68.111115,6
29,1.222224,142.77777,-28.444445,-14.444445,142.77777,2
200,4.722221,70.22222,-18,-22.666666,70.22222,6
160,2.111111,55.333332,-19.11111,-18.444445,55.333332,6
241,1.555556,7,-7.111111,10.888889,11.888889,7
229,2.111111,11.111111,-7.444445,15.222222,18.777779,7
195,0.444444,13.333333,-4.777778,12.888889,20.333334,7
137,0.222222,4.111111,-4.111111,-4.111111,4.111111,5
147,0.444445,9.222222,-1.111111,-8.444445,9.555555,1
149,2.5,23.777779,-10.111111,-10.777778,23.777779,4
