@relation segment

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
126,0.062963,0.444445,5.777778,5,1
143,0.344444,0.666667,5.296296,4.111111,1
98,0.42963,1.888889,20.88889,0.333333,1
67,0.88889,2.444445,20,-1.333333,1
132,0.077778,0.222222,5.37037,5.222222,1
135,0.151852,1.055556,5.703704,5.222222,1
90,0.596296,1.333334,18.11111,2,1
92,0.429631,1.388889,23.444445,-2,1
73,0.72963,2.611111,19.074074,0.444444,1
139,0.107407,0.833333,6.111111,4.333334,1
59,0.951851,2.055555,23.851852,-3.555556,1
111,0.374074,0.888889,6.037037,2.888889,1
125,0.062963,0.666667,5.851852,4.111111,1
90,0.577778,2,24.851852,-3.555556,1
101,0.118519,1.611111,22.444445,-2.666667,1
113,0.207407,0.444444,5.518518,4.111111,1
129,0.433333,0.666667,6.333334,4.666666,1
59,3.5,2.055555,21.814816,-3.111111,1
56,0.429629,1.5,23.703703,-4.777778,1
112,0.385185,1,6.222222,2.333333,1
110,5.351851,2.666667,17.925926,2.888889,1
126,0.211111,0.666667,7.296296,4.444445,1
137,0.166667,1.111111,5.851852,5.777778,1
145,0.162963,0.722222,5.296296,3.111111,1
56,3.644444,2.722222,28.62963,-7.555555,1
147,0.074074,0.5,4.148148,-0.777778,1
62,0.518519,1.222223,21.222221,-1.333333,1
140,0.251852,0.5,6,4.333334,1
128,0.077778,0.666667,5.555555,4,1
114,1.129629,1.944444,19.851852,0.444444,1
108,0.8,1.388889,17.666666,4,1
114,0.062963,0.666667,5.259259,3.888889,1
125,0.062963,0.666667,6.185185,3.444444,1
142,0.062963,1.722222,4.814815,5.888889,1
80,4.162963,2.5,26,-6,1
116,0.107407,0.333333,5.62963,3.444444,1
84,1.277777,1.611111,23.851852,-0.888889,1
92,4.518517,2,19.37037,2.555556,1
71,0.785185,4.5,22.333334,-1.666667,1
136,0.418519,1,6.259259,4.555555,1
113,0.996296,2.777778,14.703704,7.222222,1
104,1.840741,2.666666,21.777779,-2.666667,1
123,0.088889,0.388889,5.814815,3.888889,1
98,0.666667,1.055555,17.481482,2.555556,1
140,0.118519,0.666667,5,4.666666,1
74,9.940739,2.166667,23.592592,-3.111111,1
89,0.385185,3.666667,22.333334,-2,1
107,1.940741,1.888889,18.88889,3,1
149,0.251852,0.722222,5.444445,-4,1
42,0.151851,1.388889,22.592592,-7.777778,1
147,0.42963,0.722222,6.037037,-1.111111,1
131,0.162963,1.333333,5.333334,4.666666,1
117,0.122222,1,6.444445,2.666667,1
134,0.107407,0.666667,4.740741,5.111111,1
86,1.218519,1.666667,24.296297,-2.222222,1
85,0.518519,2.500001,21.11111,-1,1
140,0.462963,1,6.333334,4.666666,1
66,3.040741,2.944444,28.407408,-9.222222,1
62,0.833334,1.833333,21.185184,-1.888889,1
89,1.485185,1.666667,23.88889,-2.333333,1
93,0.211111,2.111111,20.37037,-4.444445,1
109,0.488889,1.944444,17.25926,5.888889,1
63,0.562963,1.5,18.074074,-2.555556,1
63,1.574073,2.111111,20.925926,-3.777778,1
143,0.207407,0.444444,5.444445,4,1
111,0.240741,0.611111,5.407407,4.444445,1
95,3.733334,2.499999,21.11111,0,1
122,0.02963,0.5,6.407407,5.111111,1
136,0.122222,0.666667,6.814815,4.555555,1
96,1.022222,2.777778,21.88889,0.666667,1
117,0.255556,1,21.222221,-0.333333,1
60,1.140741,2.444445,22.62963,-3.888889,1
100,0.266666,1.388889,22.222221,-1.333333,1
145,0.151852,0.5,4.074074,3.777778,1
103,0.596296,2.277778,16.148148,4.555555,1
122,0.062963,0.333333,5.555555,4.333334,1
55,3.674073,1.777777,23.444445,-5.333334,1
94,0.8,3.666667,21.222221,-1.666667,1
69,1.144444,1.611111,24.333334,-7,1
92,0.488889,2.166667,18.703703,0.222222,1
113,1.52963,2.944444,20.25926,-0.777778,1
67,0.88889,2.444445,20,-1.333333,1
108,0.640741,0.944444,21.925926,-2.777778,1
92,0.562964,2.333333,23.666666,-1.666667,1
134,0.062963,0.388889,5.296296,4.444445,1
66,1.007407,1.5,18.666666,-0.333333,1
95,1.007408,0.944444,21.407408,-0.222222,1
117,0.133333,0.555556,5.777778,1.666667,1
111,0.907407,1.611111,19.925926,-0.444444,1
86,1.274074,1.222222,26.481482,-6.777778,1
60,0.3,1.277778,19.925926,-1.777778,1
111,0.240741,0.611111,5.407407,4.444445,1
55,2.82963,1.277778,21.037037,-1.444444,1
87,3.096294,2.722222,17.333334,2.666667,1
124,0.166667,0.388889,6.037037,4.222222,1
114,0.062963,0.833333,5.888889,3.333333,1
58,0.162963,1.388889,20.925926,-2.777778,1
69,2.907408,1.88889,25.666666,-6.666666,1
129,0.562963,0.888889,6.666666,5.333334,1
118,0.018518,1.055556,5.62963,4.111111,1
149,0.785185,1,5.518518,-4.222222,1
109,0.240741,1.333334,17.777779,4.333334,1
114,0.196296,1,6.222222,4,1
75,1.911109,3.777778,24.851852,-2.555556,1
124,0.166667,0.388889,6.037037,4.222222,1
101,0.385185,1.722222,20.074074,0.777778,1
121,0.800001,2,23.11111,-4.333334,1
89,1.762962,2.555556,18.962963,-0.555556,1
131,0.088889,0.333333,5.222222,6,1
114,2.018517,3.888888,17.222221,5.333334,1
128,0.077778,0.666667,5.555555,4,1
108,0.433333,1.611111,17.11111,5.666666,1
61,3.185182,3.111111,18.962963,-0.888889,1
107,0.655556,1.611111,17.185184,3.444444,1
120,0.844445,3.222222,23.666666,-4.666666,1
143,0.062963,0.5,5.666666,5.666666,1
67,1.007407,1.833333,22.25926,0.888889,1
81,3.751853,2.722222,20.481482,-1.111111,1
128,0.3,0.333333,5.962963,4.111111,1
135,0.207407,0.666667,4.148148,4.555555,1
103,0.32963,1.111111,18.333334,2.666667,1
34,3.688889,1.5,20.333334,-6.333334,1
103,1.52963,1.888889,18.962963,3.777778,1
134,0.251852,0.777778,6.074074,4.111111,1
118,1.529629,3.444444,22.74074,-3.555556,1
74,0.577777,1.388889,21.148148,-0.444444,1
111,0.151852,0.444445,5.666666,4,1
60,2.329629,2.888889,26.74074,-6.222222,1
126,0.207407,0.555556,4.925926,4.555555,1
126,0.118519,0.611111,5.407407,6.777778,1
123,0.151852,0.388889,6.111111,5.666666,1
111,0.374074,0.888889,6.037037,2.888889,1
89,2.907407,2.944445,21.88889,-1.666667,1
116,0.151852,0.444445,6.481482,3.222222,1
45,3.174073,3.277778,21.925926,-4.111111,1
67,1.396297,2.111111,27.148148,-6.111111,1
95,1.007408,0.944444,21.407408,-0.222222,1
138,0.122222,0.5,4.962963,5.444445,1
123,0.207407,0.5,5.814815,5.222222,1
101,2.311111,1.777778,16.925926,4.222222,1
70,0.72963,1.833333,23.666666,-2,1
141,0.433333,0.777778,5.407407,4.777778,1
118,0.385185,0.666667,6.444445,3.333333,1
101,0.329629,2.222222,19.037037,1.888889,1
144,0.062963,0.722222,4.814815,3.555556,1
106,0.596296,1.611111,23.037037,-3.111111,1
133,0.266667,0.5,6.666666,5,1
124,0.151852,0.666667,6.185185,4.444445,1
117,0.207407,1.611111,19.88889,2.333333,1
72,0.507407,1.666666,26.222221,-7.333334,1
102,0.607408,2.611111,23.074074,-2.888889,1
96,1.007407,2.833333,21.74074,-2.888889,1
102,0.118518,1.333333,20.25926,0.222222,1
133,0.444444,1.166667,6.444445,4,1
68,3.040739,2.388889,17.703703,-0.111111,1
64,5.496297,2.888888,23.62963,-5.555555,1
136,0.196296,0.444444,5.62963,4.444445,1
91,2.177777,2.555556,19.74074,0.111111,1
60,1.396297,2.166666,23.777779,-4,1
61,0.507407,0.833333,23.74074,-3.222222,1
60,2.329629,2.888889,26.74074,-6.222222,1
138,0.562963,0.833333,5.740741,4.777778,1
44,2.388888,2.38889,18.74074,-4.222222,1
136,0.418519,1,6.259259,4.555555,1
85,1.051853,1.777778,17.962963,2.777778,1
132,0.122222,0.944444,5.740741,5.111111,1
111,0.162963,2.555555,3.814815,0.888889,1
115,0.033333,0.333333,6.666666,4.666666,1
102,0.607408,2.611111,23.074074,-2.888889,1
116,0.151852,0.222222,5.407407,3.444444,1
67,3.362964,1.555556,23.74074,-2.555556,1
119,0.518519,2.555556,21.592592,-0.777778,1
61,1.574074,1.555555,21.74074,-4.222222,1
142,0.062963,1.277778,4.592593,4.888889,1
100,0.107408,1.222222,21.074074,1.777778,1
104,2.107407,4,21.925926,-4.111111,1
83,0.340741,2.444445,19.444445,0.333333,1
112,0.418518,0.555555,5.925926,3.555556,1
110,0.122222,1.944444,4.222222,0.333333,1
138,0.562963,0.833333,5.740741,4.777778,1
124,0.062963,1,7.074074,3.444444,1
41,1.674074,1.666667,22.481482,-5.111111,1
63,1.1,1.944444,22.37037,-6.111111,1
122,0.133333,0.5,6,3.666667,1
129,0.251852,1.111111,6.407407,4.777778,1
113,1.52963,2.944444,20.25926,-0.777778,1
64,2.118519,2.388889,22.481482,-1.444444,1
116,1.633333,1.555556,21.703703,-1.444444,1
107,2.029629,3.333333,18.62963,2.444444,1
130,0.240741,0.666667,5.777778,5,1
73,1.085185,1.611112,20.62963,-2.555556,1
123,0.118518,0.444444,4.555555,4.333334,1
130,0.507407,1.055556,5.851852,4.444445,1
77,3.940742,2.444445,24.481482,-3.111111,1
79,2.285185,2.111111,16.814816,1.555556,1
138,0.074074,0.444444,5.444445,4.666666,1
118,0.118518,0.444445,6.259259,3.888889,1
83,4.918518,3.611111,18.74074,1.111111,1
116,0.107407,0.333333,5.62963,3.444444,1
81,1.674073,1.333333,22.703703,-1.111111,1
77,1.496295,3.055556,26.407408,-5.555555,1
122,0.118518,0.777778,5.851852,4.444445,1
66,2.162962,2.166667,22.62963,-4.222222,1
135,0.296296,0.888889,5.518518,4.777778,1
116,0.477778,1.166667,6.111111,3,1
115,1.440742,3.888889,19.925926,1.888889,1
143,0.044444,0.666667,4.518518,4.777778,1
57,3.411111,2.111111,26.296297,-4.888889,1
51,1.999999,1.611111,19.592592,-2.444444,1
75,4.611113,2.222222,25.962963,-7.888889,1
53,0.518518,1.166667,21.555555,-2,1
56,0.207407,1.333334,19.851852,-1.222222,1
143,0.133333,0.444445,5.037037,4.555555,1
131,0.074074,0.777778,5.185185,4.444445,1
115,2.388889,2.222223,16.555555,-2.666667,1
139,0.177778,0.777778,5.333334,3.666667,1
86,0.833333,3.555556,23.814816,-1.444444,1
134,0.240741,0.722222,5.888889,5.333334,1
126,0.374074,1,6.481482,3.555556,1
145,0.162963,0.722222,5.296296,3.111111,1
102,1.851851,1.944444,17.925926,1.888889,1
60,0.785184,1.055555,19.333334,-1.333333,1
149,0.122222,1.055556,7.518518,-5.888889,1
100,1.362964,2.666667,20.62963,0.777778,1
124,0.122222,0.611111,5.111111,5.333334,1
129,0.433333,0.666667,6.333334,4.666666,1
133,0.444444,1.166667,6.444445,4,1
106,2.518518,2.111111,20,0,1
115,0.151852,0.333333,6.777778,3,1
51,1.629631,2.666667,25.74074,-9.222222,1
92,2.977778,1.777778,22.88889,-3.333333,1
120,0.02963,0.444445,5.962963,5.444445,1
130,0.596297,1,6.62963,5.444445,1
124,0.074074,0.888889,5.888889,3.666667,1
140,0.462963,1,6.333334,4.666666,1
113,0.255556,0.777778,5.592593,4.555555,1
92,2.418516,2.5,19.074074,-0.888889,1
113,0.240741,0.722222,5.481482,4.888889,1
118,0.177778,0.777778,5,3.666667,1
88,1.885185,1.722222,21.148148,0.888889,1
117,0.207407,0.388889,6.333334,4,1
107,1.288892,1.055555,133.66667,-23.666666,2
15,0.211111,1.444443,140.2963,-19.222221,2
42,0.685184,0.944444,127.03704,-30.11111,2
66,0.255557,1.833335,114.22222,-22,2
72,0.562961,1.499999,125.44444,-34,2
27,0.462964,0.5,138.07408,-16.555555,2
77,0.574135,1.166665,107.62963,-41.22222,2
41,0.327731,0.388892,109.703705,-43.77778,2
27,0.596293,0.999997,136.2963,-17.88889,2
65,0.785188,0.722221,97.333336,-43.666668,2
62,0.207406,1.000001,99.666664,-42,2
41,0.772202,1.111112,123.03704,-33.444443,2
33,0.272163,0.888888,124.55556,-34,2
15,0.557772,0.666668,113.74074,-40.88889,2
80,0.166666,1.722224,111.07407,-24.555555,2
30,0.666666,0.944444,112.96296,-40.88889,2
49,0.385186,0.666669,120.703705,-37.77778,2
57,0.785183,1.000001,92.92593,-49.444443,2
89,0.272169,1.277779,106.07407,-38.88889,2
83,0.518519,1.055552,90.62963,-48.22222,2
74,0.088889,0.500001,101.85185,-38.22222,2
43,1.1,1.111111,125.25926,-28.777779,2
101,0.385187,0.611109,134.92592,-25.444445,2
32,0.586892,1.33333,116.77778,-38.666668,2
20,0.327729,0.611112,111.703705,-39.77778,2
36,0.172137,1.055556,111.92593,-41.11111,2
49,0.240742,0.722225,108.888885,-35.333332,2
56,0.029629,0.833333,126,-30.333334,2
98,0.15185,1.666667,92.333336,-45,2
70,0.177776,1.111108,112.51852,-25.555555,2
16,0.162962,1.666667,102.51852,-44.88889,2
24,0.966665,1.611109,121.62963,-32.555557,2
75,0.774077,1.055559,126.07407,-30.555555,2
75,0.266666,0.888888,88.55556,-49.666668,2
33,0.936897,1.055553,125.888885,-33.666668,2
15,0.340743,1.222225,106.51852,-46.88889,2
36,0.1963,1,135.2963,-20.222221,2
80,0.177779,1.444445,96.333336,-41.666668,2
15,1.051846,1.888888,130.14815,-31.444445,2
34,0.928956,1.388888,125.48148,-35.444443,2
17,0.5164,1.277779,126.14815,-33.444443,2
20,0.75031,1.27778,127.333336,-31.666666,2
47,0.122223,0.999997,134.77777,-22,2
25,1.46667,1.111111,128,-30.666666,2
99,0.474074,0.777779,93.40741,-43.22222,2
53,0.285188,0.833333,134.77777,-19.666666,2
52,0.018518,1.333333,125.77778,-30.666666,2
35,0.133333,0.944447,98.74074,-46.22222,2
58,0.344266,0.888888,110.37037,-38.11111,2
59,0.459466,1.055556,121.703705,-37.444443,2
39,1.129629,1.833333,113.37037,-32.444443,2
28,1.278022,1.111112,111.51852,-46.22222,2
94,0.551852,1.000001,113.18519,-18.88889,2
18,0.455422,0.555557,112.111115,-44.666668,2
19,0.443052,0.888888,114.25926,-39.77778,2
43,0.32963,0.888889,107.14815,-39.11111,2
60,0.207408,0.777777,109.77778,-30.666666,2
22,0.388882,1,137.62962,-16.555555,2
40,0.574132,0.722223,110.703705,-43.444443,2
57,0.418515,1.166667,135.96297,-18.222221,2
68,0.151852,0.777779,125.77778,-30.333334,2
62,0.385184,0.888887,110.18519,-28.555555,2
47,0.211113,0.666667,97.111115,-43.666668,2
21,0.760117,1,127.296295,-33.22222,2
64,0.699205,1.333331,108.77778,-37.333332,2
41,0.327731,0.833333,112.111115,-39.333332,2
41,0.577774,1.499999,113.40741,-28.555555,2
11,0.311116,2.888891,143.44444,-19.666666,2
50,0.544332,1.444444,122.07407,-36.555557,2
21,0.607407,1.222221,130.14815,-28.11111,2
41,0.68853,1.888889,121.48148,-33.77778,2
54,0.408248,0.833335,110,-36.333332,2
32,0.207408,1.500001,121.44444,-33.666668,2
36,0.800462,1.055556,114.03704,-39.77778,2
85,0.299998,0.888887,101.03704,-36.77778,2
57,0.712326,1.611112,124.25926,-33.77778,2
53,0.444444,1.111109,113.14815,-26.444445,2
50,0.655462,0.77778,124.111115,-33,2
11,0.255559,2.166667,141.55556,-19.333334,2
52,0.596301,0.777777,111.62963,-31.88889,2
81,0.646932,0.722224,105.92593,-42.11111,2
58,0.774072,1.000001,92.703705,-47.444443,2
13,0.47778,0.555557,131.77777,-29,2
71,0.888891,1.499999,125.96296,-31.222221,2
56,0.162963,0.722221,126.44444,-30.666666,2
50,0.272166,0.777779,121.18519,-35.88889,2
57,0.740742,0.666665,126.111115,-31,2
25,0.501848,0.388889,112.22222,-43.333332,2
13,0.444445,1.333333,130.40741,-32.22222,2
67,0.622222,1.055556,108.85185,-28.222221,2
79,0.118518,1.055553,89.44444,-47.666668,2
37,0.240739,1.055553,95.92593,-47.444443,2
44,0.240742,1.333333,106,-39,2
47,0.355557,1.000001,126.37037,-31.11111,2
29,0.711108,1.055553,128.44444,-27.666666,2
27,0.240737,1.444445,137.51852,-14.888889,2
40,0.166667,1.222221,127.40741,-29.88889,2
57,0.474073,1.22222,124.703705,-31.444445,2
79,0.344265,0.777779,107.74074,-41.555557,2
63,0.516398,6.222223,105.59259,-38.77778,2
93,0.151851,1.055555,112.296295,-25.222221,2
25,0.84444,1.277776,103.62963,-43.555557,2
63,0.443052,0.333332,108.92593,-38.11111,2
21,0.611615,1.333332,126.81481,-35.444443,2
30,0.879816,0.611111,125.40741,-30.88889,2
17,0.107405,0.666667,130.2963,-28.555555,2
60,0.388886,1.055556,123.666664,-29,2
22,0.255559,0.722221,137.96297,-14.888889,2
44,2.094083,2.333333,122.59259,-31.777779,2
45,0.207408,1.555557,121.51852,-31.222221,2
31,0.45542,0.888889,126.85185,-33.88889,2
26,0.272165,0.444444,112.22222,-41.666668,2
53,0.455419,0.722223,123.44444,-33.333332,2
92,0.211111,0.77778,90.333336,-46.333332,2
14,0.53403,0.611113,112.74074,-41.22222,2
47,0.607409,1.555557,123.85185,-29.222221,2
49,0.433335,1.499999,126.18519,-29.555555,2
26,1.0074,0.888888,136.88889,-17.666666,2
44,0.122222,1,99,-42,2
16,0.298143,1.499999,112.96296,-40.22222,2
13,0.574135,1,118.666664,-36.333332,2
38,0.58373,0.888888,124.85185,-34.555557,2
19,0.151853,1.666672,137.77777,-18.666666,2
58,0.62361,1.444444,122.25926,-35.444443,2
71,0.329628,1.333333,89.14815,-49.11111,2
46,0.399996,1.05556,135.51852,-18.222221,2
34,0.340741,1.888891,137.03703,-16.777779,2
45,0.729629,0.611109,101.22222,-42.333332,2
48,0.107407,1.333331,115.77778,-25,2
51,0.712324,2.055553,124.40741,-33.555557,2
73,0.062964,1.611111,125.51852,-30.222221,2
40,0.421635,0.833333,125.111115,-33.333332,2
33,0.623609,0.500001,110.59259,-41.444443,2
21,0.516398,1.166667,126.77778,-33,2
40,0.62063,0.555556,125.14815,-32.77778,2
57,0.774071,1.611109,100.44444,-42.666668,2
40,0.516397,0.666667,110.03704,-44.11111,2
14,0.807371,1.222223,113.81481,-41.11111,2
28,0.136081,0.888887,112.96296,-40.555557,2
34,0.966091,1.000001,123.22222,-35.333332,2
16,0.355559,0.944448,140.40741,-17.222221,2
24,0.907406,0.888888,127.62963,-29.88889,2
59,0.349603,1.333333,122.03704,-34.444443,2
32,0.418519,0.833332,112.03704,-38.444443,2
49,0.388888,1.166668,127.40741,-31.222221,2
20,0.490655,0.833333,125,-33,2
77,0.311108,1.277776,135.92592,-22.11111,2
15,0.25185,0.777774,140.77777,-19.333334,2
31,0.385183,1.222223,126.81481,-29.11111,2
13,1.011116,0.944445,141.81482,-14.111111,2
29,0.403687,0.444443,112.07407,-40.555557,2
28,0.074075,1.222221,110.48148,-37.77778,2
87,0.474069,0.777779,135.40741,-22.555555,2
25,0.730297,0.999996,126.03704,-35.11111,2
15,0.285185,1.222221,132.22223,-27.666666,2
46,0.62361,1.333332,114.62963,-41.22222,2
18,0.088889,0.555553,114.14815,-35.11111,2
42,0.462963,1.388891,135.2963,-21.555555,2
24,0.907406,0.888888,127.62963,-29.88889,2
21,0.799994,1.333333,129.85185,-27.555555,2
86,0.691214,1.166669,105.77778,-38.666668,2
13,0.507406,1.666664,141.59259,-20.11111,2
46,0.611616,2.166668,124.55556,-35.333332,2
35,1.041723,1.166665,109.111115,-38,2
50,0.760115,0.944445,107.44444,-38.333332,2
32,0.162964,2.611109,136.2963,-19.555555,2
62,0.399999,1.611109,110.03704,-27.777779,2
63,0.296294,0.666668,120.22222,-35.333332,2
32,1.062842,1.777779,126.22222,-33.333332,2
66,1.440741,0.888888,95.111115,-43.333332,2
76,0.211114,1.333333,90.07407,-46.555557,2
42,0.54433,1.666668,108.92593,-39.77778,2
67,1.135293,3.833332,106.07407,-41.88889,2
40,0.207408,1.333332,124.62963,-30.555555,2
54,0.646931,1.222221,124.37037,-35.11111,2
81,0.107409,0.833332,92.18519,-44.88889,2
96,0.418521,0.611112,111.59259,-24.444445,2
20,1.192568,1.166665,126.55556,-32.666668,2
19,0.418515,1.499998,129.92592,-26.777779,2
93,3.896308,1.944444,86.296295,-46.88889,2
62,0.166666,1.166668,126.48148,-26.777779,2
27,0.462964,0.5,138.07408,-16.555555,2
55,0.818524,1.166668,124.111115,-30.666666,2
99,0.474074,0.777779,93.40741,-43.22222,2
67,0.459472,0.888889,122.888885,-31.666666,2
62,1.310924,1.888887,123.48148,-33.444443,2
25,1.46667,1.111111,128,-30.666666,2
51,0.389683,0.944443,108.74074,-40.555557,2
23,0.611616,1.166665,124.44444,-37.666668,2
30,0.272164,1.222223,113.25926,-37.444443,2
13,0.207408,1.111112,104.111115,-47.666668,2
30,0.272164,1.222223,113.25926,-37.444443,2
47,0.32963,1.499999,107.111115,-41.666668,2
54,0.443054,1.722223,108.85185,-36.22222,2
75,0.471403,11.111111,116.703705,-32.444443,2
51,0.443051,0.611111,123.18519,-34.22222,2
71,0.490655,0.888888,122.18519,-32.22222,2
42,0.54433,1.666668,108.92593,-39.77778,2
28,0.389683,1.444441,122.51852,-34.555557,2
51,1.099995,1.499998,126.333336,-28,2
50,1.003694,1.111112,109.25926,-46.11111,2
47,0.385188,1.111109,135.74074,-20.222221,2
23,0.365148,1.166665,123,-36,2
62,0.562964,1.666669,125.333336,-28.666666,2
88,0.329632,0.500001,110.59259,-27.11111,2
113,0.3,1.333333,133.11111,-25.333334,2
41,0.774073,1.111115,137.14815,-19.444445,2
48,0.251852,0.555555,122.37037,-30.444445,2
29,0.60741,0.777779,103.25926,-43.444443,2
85,0.166668,0.888888,93.55556,-43,2
46,0.240742,1.111112,107.51852,-40.88889,2
39,0.299997,1.111111,127.51852,-32.88889,2
43,0.433333,0.833335,126.48148,-27.444445,2
19,0.760118,1.444447,126.666664,-33.666668,2
32,0.162964,2.611109,136.2963,-19.555555,2
101,0.385187,0.611109,134.92592,-25.444445,2
115,0.02963,1.444445,132.77777,-28.666666,2
48,0.207406,1.277781,134.85185,-21.88889,2
50,0.760115,0.944445,107.44444,-38.333332,2
35,1.05185,1.111113,124.55556,-30.333334,2
16,0.344443,0.888891,111.81481,-38.11111,2
58,0.534027,1.055559,109.07407,-38.22222,2
79,0.344265,0.777779,107.74074,-41.555557,2
18,0.729626,0.944445,138.62962,-15.888889,2
30,0.272165,0.611109,111.22222,-40.666668,2
28,0.403686,1.777779,111.59259,-45.444443,2
109,0.809666,1.000001,102.48148,-39.11111,2
57,0.77407,1.388891,135.77777,-19,2
94,0.607404,1.277776,95.296295,-43.22222,2
39,1.129629,1.833333,113.37037,-32.444443,2
54,0.720081,0.666667,109.96296,-37.22222,2
97,0.329631,1,134.37038,-23.444445,2
68,0.57778,0.888889,105.77778,-32,2
33,0.329628,0.722221,111.333336,-40.666668,2
55,0.490652,1,113.666664,-38,2
35,0.781735,0.888888,125.18519,-34.22222,2
81,0.240743,0.888891,112.92593,-21.777779,2
66,1.57407,1.444443,122.55556,-34.666668,2
58,0.403686,0.888891,123,-31.333334,2
21,0.516398,1.166667,126.77778,-33,2
21,0.443054,2.055556,125.59259,-36.444443,2
64,0.800003,0.777777,92.81481,-46.77778,2
45,0.596299,1,101.92593,-41.444443,2
62,0.207408,1.111112,125.40741,-27.222221,2
91,0.827758,0.722221,104.888885,-37,2
52,0.596301,0.777777,111.62963,-31.88889,2
12,0.518519,1.777779,127.44444,-35.666668,2
34,0.122222,0.888887,105.48148,-42.77778,2
40,0.596295,1.499999,123.77778,-31.333334,2
31,0.418517,0.666664,136.40741,-16.88889,2
18,0.691216,0.5,113.77778,-34.333332,2
82,0.344266,0.611111,106.51852,-40.88889,2
65,0.374072,2,125.666664,-31,2
57,0.196297,0.888889,122.333336,-33,2
31,1.496296,1.333333,135.92592,-18.11111,2
12,0.272164,1.611112,119.03704,-35.444443,2
51,0.443054,0.833335,122.96296,-36.88889,2
39,0.730297,1.333333,113,-40.666668,2
64,0.699205,1.333331,108.77778,-37.333332,2
68,0.574135,0.722224,107.37037,-39.444443,2
55,2.877772,1.444447,103.07407,-39.22222,2
29,0.711108,1.055553,128.44444,-27.666666,2
72,1.00741,1.055559,125.55556,-30.666666,2
19,0.389681,0.944443,127.51852,-32.88889,2
35,0.296297,1.222221,97.92593,-44.77778,2
19,0.551851,1.888888,110.296295,-37.88889,2
54,0.107408,0.944444,116.77778,-23,2
26,1.496289,1.888885,137.03703,-16.777779,2
20,0.490655,0.833333,125,-33,2
39,0.574136,0.777776,124.18519,-30.88889,2
48,0.9963,0.999999,107.888885,-39.333332,2
20,0.062963,1.444443,113.85185,-33.555557,2
25,0.329628,0.833333,102.48148,-43.444443,2
13,0.207407,1.111115,140.25926,-17.777779,2
13,0.196294,1.166667,132.25926,-28.444445,2
59,0.166667,1.055556,126.14815,-28.777779,2
