@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R1-2,7-8,11-12,15,17,20'

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
59,135,0.182574,0.055556,0,1.444444,2.888889,1.444444,5
120,74,0.088889,0.500001,89.111115,123.22222,64.111115,123.22222,2
191,119,1.293861,0.944446,36.22222,48.22222,25.11111,48.22222,4
75,107,0.344445,1.777778,18.777779,19.444445,8.222222,19.777779,1
190,188,1.563472,2.277777,44.666668,61.77778,36.22222,61.77778,6
149,77,3.940742,2.444445,23.444445,31.555555,21.222221,31.555555,1
152,98,3.887301,1.055556,24.88889,37.11111,25,37.11111,4
226,110,0.088889,0.5,0.111111,4.444445,8.333333,4.444445,3
74,122,1.241266,1.333333,8,28.333334,36.555557,28.333334,3
171,187,1.730981,2.666667,43.333332,60.11111,35.22222,60.11111,6
121,60,2.329629,2.888889,24.666666,35.22222,25.444445,35.22222,1
134,148,0.172133,0.055556,0,0.111111,0.222222,0.111111,5
140,25,1.46667,1.111111,117.77778,142.33334,43,142.33334,2
82,120,46.933327,5.944445,3.333333,12.777778,17.444445,12.777778,3
145,152,1.143419,2.777777,19.666668,25.777779,2.222222,29.666666,7
249,154,18.162964,1.722222,2.555556,7.666666,10.111111,7.666666,5
233,211,6.08889,1.666667,12.444445,15.222222,-0.666667,18.666668,7
38,106,2.518518,2.111111,20,25.11111,15.333333,25.11111,1
143,114,0.809664,0.388889,23,34.444447,21.777779,34.444447,5
68,80,0.166666,1.722224,102.888885,127.333336,48.77778,127.333336,2
223,190,1.032796,2.055556,42,57.77778,32.666668,57.77778,6
155,27,0.240737,1.444445,132.55556,146.55556,27.11111,146.55556,2
42,63,1.1,1.944444,20.333334,29.666666,21.88889,29.666666,1
96,196,1.260512,7.388889,56,79.111115,46.77778,79.111115,6
13,142,0.062963,1.277778,6.222222,5.222222,1.888889,6.333334,1
113,96,0.507407,1.111111,1.111111,8.555555,14.222222,8.555555,3
101,197,7.54074,4.944445,17.444445,18.777779,-7.444445,27.555555,7
244,134,1.12875,1.000001,37.11111,58.22222,40.555557,58.22222,4
177,126,0.118519,0.611111,7.666666,5.666666,0.777778,7.666666,1
217,80,0.58373,2.777778,11.888889,23.222221,22.11111,23.222221,5
195,136,0.522222,1.166667,0.666667,5.777778,10,5.777778,5
105,69,1.531158,1.833333,53.444443,73.22222,41,73.22222,4
115,138,0.088889,0.333333,0,2.333334,4.666666,2.333334,3
154,189,1.047041,1.444444,53.444443,74.888885,44.88889,74.888885,6
75,122,0.240741,0.833333,0,4.444445,8.555555,4.444445,3
163,133,0.172133,0.222222,1,3.555556,6,3.555556,5
240,145,0.151852,0.5,5.333334,5,2.777778,5.444445,1
75,131,0.02963,0.333333,0,1.555556,3.111111,1.555556,3
108,111,0.162963,2.555555,4.111111,5.555555,5.222222,5.555555,1
61,104,0.729627,1.444444,52.77778,68.22222,32.666668,68.22222,4
68,128,5.955534,1.333334,32.11111,43.77778,24.555555,43.77778,4
131,214,0.651852,1.277778,5,4.777778,-6.111111,10.666667,7
63,158,1.054093,1.888889,16.444445,22.222221,0.111111,27.88889,7
204,131,0.172133,0.111111,0,0.666667,1.333333,0.666667,5
105,139,0.107407,0.833333,7.555555,7.222222,3.333333,7.555555,1
146,140,0.462963,1,7.888889,7.333334,3,8.222222,1
225,90,0.250924,0.555556,4.666667,11.222222,13.888889,11.222222,5
163,43,0.433333,0.833335,117.333336,140.55556,42.22222,140.55556,2
124,113,0.389682,0.277778,0,2.777778,5.444445,2.777778,3
26,82,0.474074,2.111111,1.777778,10.222222,13.888889,10.222222,3
42,56,0.951851,1.333333,21.11111,30.222221,22.444445,30.222221,1
7,18,0.729626,0.944445,133.33334,147.55556,26.777779,147.55556,2
239,93,13.496301,1.055556,9.888889,22.88889,25.444445,22.88889,5
168,184,1.520233,5.833333,43.88889,58.666668,31.222221,58.666668,6
138,185,2.977074,1.944444,50.11111,71.111115,42.11111,71.111115,6
217,148,2.551854,1.055555,21.444445,41.555557,37.444443,41.555557,4
252,176,1.148269,5.055555,46.333332,67,42.22222,67,6
200,189,1.088662,3.166667,45.11111,60.88889,33.666668,60.88889,6
25,138,1.143419,0.722222,2,9.333334,12.444445,9.333334,3
245,23,0.365148,1.166665,111,139.77779,50.333332,139.77779,2
214,143,0.172133,0.444444,0.222222,1.777778,3.333333,1.777778,5
94,215,5.096295,1.611111,14.333333,14.333333,-8.555555,22.88889,7
227,118,0.018518,1.055556,7,6.666666,3.111111,7.111111,1
22,133,0,0,0,0,0,0,3
217,145,0.162963,0.722222,6.333334,6.555555,3.777778,7,1
77,124,0.122222,0.611111,6.888889,5.666666,1.666667,6.888889,1
189,107,1.288892,1.055555,125.77778,145.22223,34.666668,145.22223,2
123,104,2.107407,4,20.555555,28.666666,20.222221,28.666666,1
96,138,0.64693,0.944444,0.111111,2.777778,4.888889,2.777778,3
190,96,0.196297,0.944445,76,115.666664,74.55556,115.666664,2
94,104,1.420747,1.000001,48.88889,69.55556,41.444443,69.55556,4
94,246,1.619328,2.722222,18.88889,19.666668,-9.444445,29.88889,7
10,207,1.306679,3.111112,46,64.88889,38.333332,64.88889,6
184,15,0.25185,0.777774,134.33334,150.11111,28,150.11111,2
65,176,1.470702,1.5,45.22222,61,33.77778,61,6
222,194,1.143419,2.277778,16.555555,17.88889,-6.888889,26.11111,7
22,116,0.107407,0.333333,6.777778,7,4.111111,7.333334,1
79,28,3.761896,0.833333,53.444443,79.111115,50.11111,79.111115,4
251,195,2.8784,3.833334,42.555557,59.22222,33.88889,59.22222,6
169,199,0.443053,1.277778,11.111111,14.555555,0.111111,17.88889,7
89,221,1.485185,1.444444,10.666667,12.444445,-4.888889,19.11111,7
182,134,0.240741,0.722222,7.666666,6.666666,2.333333,7.888889,1
121,154,0.118519,2.611111,1.555556,3,3.444444,3,5
214,236,0.255556,3.777777,12.888889,14.666667,-5.777778,22.222221,7
86,33,0.611111,0.611109,96.77778,130.55556,62,130.55556,2
201,34,3.05808,0.444445,9.777778,20.88889,21.444445,20.88889,5
162,66,0.95258,9.222221,41,47.77778,15.555555,47.77778,4
56,32,0.418519,0.833332,99.22222,132.55556,61.555557,132.55556,2
205,156,1.277778,2,13.444445,17.333334,-2.777778,24,7
118,126,0.4,1.833334,16.11111,28.666666,24.333334,28.666666,4
6,95,0.607408,0.388889,15.555555,28.777779,25.777779,28.777779,5
118,133,0.02963,0.222222,0,2.222222,4.444445,2.222222,3
52,33,13.024195,0.277778,31.333334,45.555557,29.222221,45.555557,4
245,47,0.122223,0.999997,127.44444,145.77777,33,145.77777,2
191,101,0.779363,1.111111,39,57.11111,36.22222,57.11111,4
44,125,0.211111,0.444444,14.888889,24.777779,19.666666,24.777779,4
142,119,0.854184,1.055555,40.666668,56,31.11111,56,4
166,110,0.24074,2.111111,23,40.444443,33.444443,40.444443,5
237,106,0.151852,0.833333,0.444444,6.111111,11.111111,6.111111,3
105,189,1.511683,4.444445,55,75.44444,42.11111,75.44444,6
227,116,0.151852,0.222222,6.555555,6.777778,4.111111,6.888889,1
33,98,0.611616,1.333333,0.555556,3.555556,4.555555,3.555556,3
26,93,0.211111,2.111111,18.88889,26.777779,19.222221,26.777779,1
143,24,0.907406,0.888888,117.666664,141.66667,42.11111,141.66667,2
98,133,0.172133,0.388889,0,2.777778,5.444445,2.777778,3
