@relation segment

@attribute Vegde-sd numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
1.807406,21.88889,29.666666,20.666666,-18,0.43357,1
0.018518,5.555555,4,0.222222,-5.111111,0.600529,1
0.462963,7.888889,7.333334,3,-7.666666,0.537017,1
3.674073,21.666666,31.11111,23,-17.666666,0.43507,1
1.718519,22.777779,38.333336,33.77778,-20.88889,0.474773,1
0.311111,6.888889,7,3.888889,-7.444445,0.566138,1
0.122222,5.555555,11.888889,13.111111,-7.222222,0.578708,1
0.018518,5.555555,4,0.222222,-5.111111,0.600529,1
0.951851,22.666666,30.88889,21.11111,-17.555555,0.415301,1
0.122222,6.777778,4.888889,0.666667,-7,0.662037,1
0.107407,7.555555,7.222222,3.333333,-7.666666,0.532628,1
1.007408,21.333334,26.666666,15.777778,-15.555555,0.390436,1
2.118518,23.777779,37.666668,30.88889,-20.11111,0.450305,1
3.040739,17.666668,23,15.888889,-15.777778,0.462002,1
2.177777,19.777779,24.555555,14.444445,-14.555555,0.394157,1
1.144445,22.666666,31.88889,23.444445,-19.222221,0.446354,1
0.240741,19.222221,21,9.666667,-14,0.376024,1
0.418519,7.777778,7.222222,2.888889,-7.444445,0.529541,1
1.140741,21.333334,30,22.11111,-18.222221,0.446636,1
0.118518,6,5.333334,2.333333,-6.666666,0.61164,1
1.940741,19.88889,22.88889,12,-15,0.394656,1
0.207407,7.555555,6.666666,2.555556,-7.777778,0.573413,1
0.118518,8,7.444445,3.111111,-7.888889,0.528219,1
0.044444,6.111111,5.444445,2.777778,-7.555555,0.674074,1
0.562963,7.333334,6.555555,2.444444,-7.222222,0.543871,1
0.107407,7.555555,7.222222,3.333333,-7.666666,0.532628,1
0.062963,6.555555,6.111111,2.555556,-6.444445,0.534392,1
0.162963,6.888889,6.111111,2.333333,-7,0.592813,1
0.062963,6.555555,6.666666,3.555556,-6.777778,0.545855,1
0.077778,6.888889,6.666666,3.333333,-7.333334,0.561508,1
0.151852,7,7,4,-8,0.59127,1
0.107407,6.555555,5.777778,2.222222,-6.777778,0.574735,1
0.133333,7.222222,7.333334,4,-7.666666,0.551808,1
1.762964,20.11111,26.777779,17.88889,-15.777778,0.419418,1
4.518517,20.222221,23.333334,11.888889,-14.444445,0.376574,1
0.240741,7.111111,6.333334,2.555556,-7.444445,0.580026,1
0.577777,21,26.88889,17.222221,-16.777779,0.419204,1
0.151851,20,31.11111,25.555555,-17.777779,0.462752,1
1.218519,23.555555,31.333334,21.11111,-18.88889,0.424597,1
3.411113,21.222221,28,18.444445,-16.555555,0.416239,1
0.151852,7.555555,8.222222,5.222222,-8.444445,0.559171,1
0.207407,19.444445,25.444445,16.777779,-15.555555,0.422689,1
0.32963,21.11111,27.11111,17.333334,-16.666666,0.417046,1
1.885185,21.444445,26.333334,15.555555,-16.444445,0.405118,1
0.133333,4.111111,7.444445,8.555555,-7.111111,0.698445,1
0.196296,7.555555,7.444445,3.666667,-7.666666,0.537919,1
1.007407,20.777779,27.777779,18.11111,-15.222222,0.399499,1
0.133333,6.333334,7.555555,5.333334,-7,0.543651,1
0.266667,8.333334,7.777778,3.333333,-8.333333,0.53858,1
0.251852,8,7.444445,3.111111,-7.888889,0.541887,1
0.077778,7.111111,6.111111,2.222222,-7.444445,0.593254,1
0.207407,5.666666,4.777778,1.888889,-6.444445,0.647222,1
1.851851,24.333334,31.555555,20.222221,-18.777779,0.412094,1
2.388888,17.333334,25.222221,19.444445,-15.222222,0.457681,1
2.311111,18.333334,19.88889,8.888889,-13.111111,0.376852,1
0.785184,18.88889,24.777779,16.333334,-15,0.419248,1
0.133333,6.555555,5.888889,2.555556,-7.111111,0.595238,1
0.118519,7.666666,5.666666,0.777778,-7.555555,0.623016,1
1.277777,23.555555,30,18.444445,-17.555555,0.398791,1
0.122222,5.666666,6.777778,5,-6.666666,0.571429,1
2.518518,20,25.11111,15.333333,-15.333333,0.408155,1
0.151852,7.666666,7.333334,3.444444,-7.888889,0.550044,1
0.596296,22,29.88889,20.555555,-17.444445,0.423346,1
0.162963,4.111111,5.555555,5.222222,-6.111111,0.715608,1
0.251852,7.444445,7.111111,3.111111,-7.222222,0.529982,1
1.396297,25.11111,35.88889,26.222221,-20.11111,0.429308,1
0.088889,7.222222,5.444445,0.666667,-6.666666,0.581349,1
0.151852,7.777778,8.555555,5.333334,-8.333333,0.53858,1
1.144444,22,32.555557,24.666666,-17.666666,0.431547,1
0.122222,6.888889,5.666666,1.666667,-7,0.595899,1
0.207407,6.777778,6.777778,4,-8,0.601852,1
1.633333,21.222221,27.555555,17.555555,-16.11111,0.407364,1
0.518518,20.88889,27.444445,17.666666,-15.666667,0.404138,1
1.633333,21.222221,27.555555,17.555555,-16.11111,0.407364,1
0.844445,22.11111,30.444445,20.333334,-15.666667,0.394863,1
0.062963,7.555555,6.444445,2.333333,-8,0.60119,1
0.240741,6.888889,6.333334,2.777778,-7.222222,0.564153,1
1.007408,21.333334,26.666666,15.777778,-15.555555,0.390436,1
3.751853,20.11111,26.11111,16.88889,-15.777778,0.412662,1
0.177778,6.222222,6.222222,3.666667,-7.333334,0.617063,1
0.42963,21,25.88889,15,-15.333333,0.389147,1
0.444444,7.777778,7.888889,4.333334,-8.333333,0.558201,1
0.062963,7.222222,6.888889,3.111111,-7.222222,0.529762,1
2.418516,18.777779,24.11111,15.111111,-14.222222,0.401025,1
1.362962,17.555555,25.11111,18.666666,-14.666667,0.441092,1
0.962963,20.222221,24.88889,14.111111,-14.222222,0.380367,1
1.466666,19.777779,22.222221,10.777778,-14.222222,0.374312,1
2.474074,7.888889,8.444445,4.444445,-7.222222,0.475,1
0.42963,7.555555,6.666666,2.111111,-6.888889,0.515873,1
0.429631,22.777779,30,19.666666,-17.666666,0.414356,1
0.240741,7.666666,6.666666,2.333333,-7.666666,0.577601,1
1.999999,18.777779,25.666666,18.222221,-15.777778,0.442861,1
0.385185,7.555555,8.111112,5,-8.333333,0.56433,1
0.562963,17.222223,23.666666,16.777779,-14.222222,0.435021,1
0.833333,23.333334,30.222221,19.222221,-17.777779,0.405541,1
0.907407,19.777779,24.88889,14.888889,-14.444445,0.391701,1
1.362964,20.88889,25.555555,14.777778,-15.555555,0.394331,1
0.518519,21.333334,27.333334,17.222221,-16.444445,0.408211,1
2.329629,24.666666,35.22222,25.444445,-19.222221,0.4223,1
0.118518,20.333334,25,14.222222,-14.444445,0.381059,1
3.362964,22.88889,30.777779,21.11111,-18.555555,0.429897,1
0.477778,21.333334,28.444445,18.88889,-16.444445,0.413308,1
1.1,20.333334,29.666666,21.88889,-15.777778,0.422651,1
0.062963,6.777778,6.222222,2.777778,-7.222222,0.587302,1
0.477778,7.111111,7.666666,4.666666,-7.666666,0.544733,1
1.674074,20.777779,29.777779,21.88889,-16.777779,0.432047,1
0.062963,6.111111,7.333334,5.666666,-7.666666,0.603175,1
0.385186,20.222221,27.333334,18.666666,-16,0.416884,1
0.562964,23.11111,30.333334,20,-18.333334,0.420973,1
0.074074,7.111111,7.111111,3.666667,-7.333334,0.545855,1
1.574074,20.333334,28.777779,21.11111,-16.88889,0.437042,1
0.033333,8.222222,7.888889,3.666667,-8.333333,0.53858,1
0.122222,7.444445,6.222222,1.444444,-6.555555,0.529982,1
0.107407,7,6.666666,3.111111,-7.222222,0.551587,1
1.007408,24.222221,36.88889,29.11111,-20.222221,0.445652,1
0.655556,18.333334,20.666668,10.444445,-13.888889,0.395253,1
0.118519,6.555555,5.555555,1.666667,-6.333334,0.564153,1
0.151852,7.444445,6.444445,2.222222,-7.444445,0.565476,1
0.329629,19.666668,23.555555,13.555555,-15.444445,0.410267,1
0.651853,18.555555,23.555555,14.888889,-14.777778,0.417916,1
0.074074,6.666666,6,2.444444,-6.888889,0.566138,1
2.162962,21.222221,29.88889,21.777779,-17.555555,0.438246,1
2.388889,15.666667,21.777779,15.666667,-13,0.425538,1
0.062963,7.333334,7.666666,4.444445,-7.888889,0.545635,1
0.211111,18.88889,26.777779,19.222221,-14.777778,0.419233,1
0.240741,6.888889,6.333334,2.777778,-7.222222,0.564153,1
0.577778,23.666666,32.22222,22.11111,-18.555555,0.420598,1
0.433333,7.888889,7.333334,3,-7.666666,0.540123,1
0.596296,17.666668,19.11111,8.888889,-13.444445,0.398903,1
0.507407,7.333334,6.888889,3.111111,-7.555555,0.570106,1
0.196296,7.555555,8.444445,5.444445,-8.222222,0.546517,1
3.674073,21.666666,31.11111,23,-17.666666,0.43507,1
0.88889,19.555555,25.88889,17.666666,-16.333334,0.436939,1
0.166667,7.777778,6.444445,1.777778,-7.555555,0.573633,1
5.496297,21.777779,31.222221,22.777779,-17.222221,0.424819,1
0.374074,7,7.666666,4.888889,-7.777778,0.562919,1
0.462963,7.888889,7.333334,3,-7.666666,0.537017,1
1.288888,21.222221,26.777779,16.444445,-16.222221,0.404792,1
0.88889,19.555555,25.88889,17.666666,-16.333334,0.436939,1
0.255556,7.111111,6.666666,3.222222,-7.777778,0.579365,1
2.107407,20.555555,28.666666,20.222221,-16.11111,0.421395,1
0.151852,6.555555,6.777778,4.111111,-7.555555,0.580026,1
0.774073,22.333334,34.333336,27.777779,-19.555555,0.459427,1
1.485186,20.444445,28.444445,20.555555,-17.11111,0.440354,1
0.340741,19.555555,24.444445,15,-15.333333,0.410073,1
0.122222,8.333334,8,3.555556,-8.111111,0.526235,1
8.207409,20.444445,28.11111,20,-17,0.437404,1
0.385185,20.333334,25,14.777778,-15.555555,0.404038,1
0.162963,20,27.333334,19.222221,-16.444445,0.434743,1
0.385185,7,8.111112,5.666666,-8,0.559171,1
0.062963,7,6.666666,3.333333,-7.666666,0.581349,1
0.02963,8.111112,7.222222,2.444444,-7.555555,0.520062,1
2.34074,24,31.222221,19.88889,-18.11111,0.401965,1
3.629631,19.222221,23.222221,13.555555,-15.111111,0.410009,1
3.174073,20.555555,28.777779,20.555555,-16.444445,0.428167,1
0.518519,20.777779,27.11111,18,-17,0.428735,1
5.351851,18.88889,21.444445,10.555555,-13.444445,0.368848,1
0.151852,17,20,11.444445,-13.888889,0.447187,1
0.062963,6.777778,5.222222,1.222222,-7.111111,0.646164,1
2.329629,24.666666,35.22222,25.444445,-19.222221,0.4223,1
0.418519,7.777778,7.222222,2.888889,-7.444445,0.529541,1
0.8,19,21.11111,10.333333,-14.333333,0.388756,1
0.122222,6.777778,5.444445,1.444444,-6.888889,0.603836,1
1.851852,24.11111,32.333336,21.444445,-18.222221,0.407623,1
1.851851,18.555555,21.88889,11.888889,-13.777778,0.390329,1
0.344444,6.666666,6.222222,2.777778,-6.888889,0.556437,1
0.044444,6.888889,5.444445,1.222222,-6.777778,0.593915,1
0.118519,21.555555,29.222221,20.333334,-17.666666,0.432819,1
0.177778,6.555555,6.444445,3.333333,-7,0.566799,1
1.822221,21.333334,28,17.88889,-15.777778,0.397362,1
0.374074,7.666666,8,4.555555,-8.111111,0.551587,1
0.596296,18.777779,22.11111,12,-14,0.38846,1
0.640741,21,28.222221,18.88889,-16.11111,0.412134,1
0.062963,8.222222,8.777778,5.111111,-8.555555,0.531173,1
1.007407,18.555555,24,16,-15.666667,0.437855,1
9.940739,22.555555,30.555555,20.88889,-17.777779,0.420252,1
0.240741,8.222222,8,3.777778,-8.222222,0.524471,1
0.72963,19.555555,23.666666,13.666667,-15,0.403224,1
0.074074,7.111111,7.111111,3.666667,-7.333334,0.545855,1
0.062963,6.222222,5.222222,1.888889,-6.777778,0.630159,1
0.3,19.333334,25.777779,17.555555,-15.777778,0.430484,1
1.52963,20,25.444445,15.555555,-14.777778,0.396589,1
0.151852,6.444445,7,4.666666,-7.666666,0.60119,1
0.107407,6.777778,7,4.111111,-7.555555,0.575397,1
1.085185,19.777779,26.777779,18.444445,-15.888889,0.426973,1
1.396297,22.444445,31,21.666666,-17.666666,0.420823,1
3.096294,18.222221,21,11,-13.666667,0.391731,1
1.288888,21.222221,26.777779,16.444445,-16.222221,0.404792,1
0.788889,16.11111,17.11111,7.777778,-12.555555,0.408644,1
0.42963,5.666666,9.222222,9.555555,-8.444445,0.652248,1
2.029629,22,28.777779,18.88889,-17.444445,0.420716,1
0.107407,7.444445,7.222222,3.666667,-8,0.571649,1
0.507407,22.666666,30.666666,20.777779,-17.555555,0.415751,1
0.166667,7.444445,7.333334,3.888889,-8.111111,0.563492,1
3.688889,18.222221,27.88889,22.666666,-16.333334,0.466345,1
0.266667,8.333334,7.777778,3.333333,-8.333333,0.53858,1
1.555556,21.666666,28.88889,19.444445,-17.222221,0.422206,1
0.251852,4.111111,8.666667,9.666667,-5.666666,0.578339,1
0.107407,6.777778,7,4.111111,-7.555555,0.575397,1
2.285185,17.333334,21,12.555555,-14.111111,0.422337,1
1.674073,22.777779,32.555557,23.88889,-18.444445,0.432167,1
0.122222,6.888889,6.222222,2.666667,-7.333334,0.587963,1
0.344445,18.777779,19.444445,8.222222,-14.444445,0.399311,1
1.674073,22.333334,28.777779,18.222221,-17.11111,0.409201,1
3.2,18.777779,27.333334,20.222221,-14.777778,0.424904,1
0.077778,7.222222,7.777778,4.888889,-8.111111,0.563492,1
0.162963,6.666666,6,2.666667,-7.333334,0.608466,1
0.151852,8,6.777778,2,-7.666666,0.555776,1
0.996296,17.11111,16.88889,6.555555,-13.777778,0.451359,1
3.5,20.777779,28.777779,20.88889,-17.777779,0.445142,1
2.82963,20.555555,26.666666,16.88889,-15.444445,0.404791,1
0.162963,6.333334,6.555555,3.777778,-6.888889,0.564153,1
0.340741,8.555555,8.666667,4.111111,-7.888889,0.481594,1
0.562963,7.333334,6.555555,2.444444,-7.222222,0.543871,1
4.162963,24,34.444447,25.333334,-19.333334,0.432471,1
0.72963,19.222221,24.11111,15.111111,-15.555555,0.421504,1
1.529629,21.555555,29,18.777779,-15.222222,0.390398,1
0.02963,7.777778,6.777778,2.444444,-7.888889,0.569444,1
0.800001,21.666666,30.11111,21,-16.666666,0.415524,1
0.122222,4.333334,6.333334,6.333334,-6.666666,0.708333,1
0.311111,24.444445,34,23.88889,-19.11111,0.421281,1
0.107407,5.444445,11,12.666667,-8.666667,0.643678,1
0.607408,22.11111,29.777779,20.11111,-17.222221,0.417763,1
0.340741,7.888889,6.444445,1.555556,-7.444445,0.563713,1
1.277777,23.555555,30,18.444445,-17.555555,0.398791,1
0.151852,5.333334,5,2.777778,-6.555555,0.655556,1
0.785185,21.777779,28.555555,18.666666,-17,0.416299,1
0.118518,7.444445,6.555555,2.666667,-8,0.597443,1
0.196296,7.111111,6.444445,2.444444,-6.888889,0.535714,1
0.611111,96.77778,130.55556,62,-22.666666,0.258604,2
0.311116,136.88889,150.88889,22.333334,-2.666667,0.092773,2
0.611616,111.888885,141.66667,51.666668,-14,0.210162,2
0.074075,97.888885,131.11111,61.88889,-24.11111,0.253299,2
0.329631,75.66667,116.44444,78.111115,-33.88889,0.350039,2
1.099995,117,140.22223,41.666668,-13.666667,0.165549,2
0.272164,100.77778,130.11111,50.555557,-13.111111,0.225384,2
0.551852,106.888885,127.55556,43.11111,-24.222221,0.176789,2
1.1,115.666664,140.22223,44.88889,-16.11111,0.174948,2
0.699205,96.333336,126.22222,52.333332,-15,0.236797,2
0.044444,105.888885,128.55556,45.22222,-22.444445,0.179697,2
0.196297,76,115.666664,74.55556,-30.11111,0.342938,2
1.46667,117.77778,142.33334,43,-12.333333,0.172504,2
0.551851,118.77778,143.55556,42,-9.666667,0.172628,2
0.623609,96.77778,128.66667,54.22222,-12.777778,0.247776,2
0.433333,117.333336,140.55556,42.22222,-14.777778,0.165192,2
0.255559,135.11111,150.11111,25.666666,-6.333334,0.099836,2
0.574135,113.44444,138.11111,42.88889,-11.777778,0.178428,2
0.329631,126.55556,145.44444,33.22222,-9.777778,0.12985,2
0.272163,113.22222,140.88889,49,-15,0.196297,2
0.272164,100.77778,130.11111,50.555557,-13.111111,0.225384,2
0.285183,131.22223,146.22223,29.222221,-13.444445,0.103336,2
0.403687,98.55556,130.55556,55.444443,-14.888889,0.245093,2
0.691216,102.333336,130.11111,49,-14.666667,0.213257,2
1.011116,137.11111,148.88889,21.222221,-7.111111,0.079806,2
0.403686,112.55556,137.44444,43.333332,-12,0.180972,2
0.501848,97.77778,131.33334,57.333332,-14,0.25541,2
0.285188,128.22223,145.77777,33,-13.333333,0.121119,2
1.022222,131.44444,147.88889,30,-10.666667,0.111218,2
0.655462,113.111115,140.88889,50.333332,-17.333334,0.197162,2
0.272165,98.333336,130.88889,56,-14.333333,0.248698,2
0.760115,94.666664,125.77778,55,-16.666666,0.247337,2
0.729626,133.33334,147.55556,26.777779,-10.888889,0.096352,2
0.403687,100.44444,131.44444,53.88889,-14.777778,0.23576,2
0.60741,88.77778,126.333336,69.22222,-25.777779,0.297205,2
0.374076,105.666664,128.33334,45.666668,-23.333334,0.181789,2
0.62361,100.888885,132.88889,54.77778,-13.555555,0.240722,2
1.440741,80.66667,118.77778,71,-27.666666,0.320664,2
0.355559,128.44444,145.88889,32,-11.666667,0.119532,2
0.389683,95.22222,127,54.77778,-14.222222,0.250137,2
0.327729,98.44444,129.55556,53.555557,-13.777778,0.240108,2
0.607404,80.888885,119.22222,71.77778,-28.555555,0.321505,2
0.255557,106.888885,128.77779,43.666668,-21.666666,0.174128,2
0.84444,89.111115,126.888885,69.77778,-26.222221,0.297528,2
0.122222,91.22222,127.333336,65.55556,-22.777779,0.283524,2
0.172137,98.22222,130.33334,55.22222,-14.111111,0.24634,2
2.877772,90,124.111115,63.11111,-23.88889,0.274795,2
0.196294,122.77778,145.44444,39.555557,-11.111111,0.155825,2
0.462965,79.111115,117.333336,71.666664,-28.666666,0.325711,2
1.288892,125.77778,145.22223,34.666668,-11,0.13383,2
1.46667,117.77778,142.33334,43,-12.333333,0.172504,2
1.57407,111,139.77779,51.666668,-17,0.205803,2
0.029629,115.888885,140.66667,44,-13.666667,0.176061,2
0.462964,132.55556,146.55556,25.444445,-8.888889,0.096263,2
1.062842,115.111115,142.22223,48,-14.666667,0.190625,2
0.490655,111.44444,138.33334,48.444443,-16.222221,0.194316,2
0.02963,123.22222,145.33334,37.666668,-9,0.152134,2
0.596293,130.33334,145.55556,27.777779,-9.888889,0.10447,2
0.827758,92.55556,123.44444,55.666668,-18.666666,0.250204,2
1.310924,112.333336,139.33334,47.555557,-14.111111,0.193691,2
2.094083,112,136.88889,42.88889,-11.111111,0.181821,2
0.57778,95.111115,124.888885,57.333332,-25.333334,0.239143,2
0.907406,117.666664,141.66667,42.11111,-12.222222,0.169397,2
0.646931,112.666664,141.33334,50.88889,-15.777778,0.202708,2
0.443054,96.77778,126.111115,51.77778,-15.555555,0.232219,2
0.623609,111.55556,138.66667,48,-14.666667,0.195416,2
0.685184,117,141.77779,44.22222,-14.111111,0.174634,2
0.166667,127.55556,145.55556,33.666668,-13.333333,0.124312,2
0.298143,99.55556,131,54.11111,-13.888889,0.239899,2
0.344443,99.111115,131.11111,57.88889,-19.777779,0.244021,2
0.711108,119.22222,142.88889,43.333332,-15.666667,0.165616,2
0.251852,112.22222,138.11111,47.22222,-16.777779,0.187362,2
0.207408,88.22222,128.44444,73,-25.333334,0.313159,2
0.344266,97.666664,128.11111,53.22222,-15.111111,0.237567,2
1.062842,115.111115,142.22223,48,-14.666667,0.190625,2
0.272168,118.333336,144,44.22222,-11.444445,0.17818,2
0.177779,82.44444,119.333336,69,-27.333334,0.309059,2
1.436302,87.22222,119.888885,58.11111,-18.222221,0.272403,2
0.388882,132.11111,147.88889,30.777779,-14.222222,0.109655,2
0.207406,85.666664,121.44444,65.333336,-23.333334,0.294583,2
0.712324,113.22222,141.11111,50.11111,-16.555555,0.197569,2
0.088889,89.111115,123.22222,64.111115,-25.88889,0.276784,2
0.611618,111.666664,140,51,-17,0.202365,2
1.278022,96.111115,131.22223,59.11111,-12.888889,0.267544,2
0.77407,129.44444,146.66667,32.666668,-13.666667,0.118733,2
0.596299,88.111115,124.55556,67.888885,-26.444445,0.292503,2
0.177776,104,127.77778,45.77778,-20.222221,0.186099,2
0.311108,128.55556,147.33334,34.22222,-12.111111,0.127385,2
0.329628,88,125.666664,69.55556,-26.11111,0.299583,2
0.340743,89.55556,125.22222,66.55556,-26.11111,0.284654,2
1.229632,117.44444,142.55556,45,-14.666667,0.176083,2
0.388888,77.333336,118.77778,76.888885,-29.444445,0.348863,2
0.374072,115.333336,141.66667,48,-17,0.185658,2
0.92896,113.111115,140.44444,49.22222,-16.444445,0.194622,2
0.774072,76.888885,118.55556,77.55556,-30.11111,0.351331,2
0.1963,128.55556,146.11111,32.444443,-12.222222,0.12003,2
0.272164,107.22222,135.33334,48.88889,-13.444445,0.207675,2
0.385186,108.111115,139.33334,55.88889,-18.11111,0.223879,2
0.250923,103.666664,133.77779,52.555557,-14.777778,0.224975,2
0.062963,116.333336,142.44444,46.11111,-13.888889,0.183242,2
0.611616,112.77778,141,49.333332,-14,0.200124,2
0.311116,136.88889,150.88889,22.333334,-2.666667,0.092773,2
0.240739,80.111115,121.111115,75.55556,-28.11111,0.338487,2
0.107408,109.111115,132.44444,47,-24,0.181149,2
0.966665,110.77778,137.77779,48.444443,-15.888889,0.195977,2
0.62063,114.22222,141.66667,49.555557,-16.777779,0.193665,2
0.389681,116.55556,143.11111,46.77778,-13.888889,0.185539,2
0.516398,115.77778,141.88889,45.333332,-12.333333,0.184022,2
0.516397,95.333336,129,56.88889,-12.777778,0.260966,2
1.629631,116,141,44.88889,-14.777778,0.177195,2
3.896308,70.66667,112.111115,77.44444,-30.555555,0.369638,2
0.818524,113.888885,139.33334,45.666668,-15,0.182623,2
0.474074,79,118,73.77778,-30.555555,0.330418,2
0.240742,93.888885,128.88889,64.111115,-23.222221,0.271501,2
0.47778,122.111115,144.77777,39,-10,0.156568,2
0.444444,104.333336,130.22223,51.22222,-24.777779,0.200484,2
0.459469,110.111115,138.77779,50.333332,-14.666667,0.206503,2
0.329628,72.77778,115.55556,79.22222,-30.11111,0.370097,2
0.062963,102.666664,132.33334,55.444443,-21.88889,0.224139,2
0.53403,99,130.66667,53.77778,-12.555555,0.242294,2
0.518519,74.55556,116.888885,78.77778,-30.555555,0.362062,2
0.459472,112.333336,138.44444,46.666668,-15,0.18855,2
0.799994,120.666664,142.55556,38.11111,-10.555555,0.153497,2
0.501847,112.77778,139.66667,49,-17.333334,0.19251,2
1.229636,119,142.77777,42.88889,-14.444445,0.166484,2
0.518519,74.55556,116.888885,78.77778,-30.555555,0.362062,2
0.490653,95.111115,128.33334,57.77778,-15.888889,0.258869,2
0.888891,115.55556,140.88889,44.77778,-13.555555,0.179672,2
1.0074,131,146.55556,29,-11.333333,0.106102,2
0.58373,113.333336,141.66667,50.444443,-15.888889,0.199972,2
0.107409,77.22222,118.44444,78.77778,-33.88889,0.347902,2
0.211111,133.88889,149.55556,27.777779,-8.555555,0.104639,2
0.162964,129.77779,146.33334,30.11111,-10.555555,0.113055,2
0.299998,88.77778,122.55556,64.55556,-27.777779,0.275467,2
0.399996,129.44444,145.55556,30.11111,-11.888889,0.110653,2
1.00741,115.333336,140.55556,45,-14.333333,0.17933,2
0.418519,99.22222,132.55556,61.555557,-23.11111,0.25142,2
