@relation segment

@attribute Region-centroid-row numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
111,4,-8,7.333334,-1.041434,1
60,17.555555,-15.777778,25.777779,-1.650048,1
123,2.555556,-7.777778,7.555555,-0.837598,1
68,20.555555,-17.11111,28.444445,-1.700324,1
59,21.11111,-17.555555,30.88889,-1.699326,1
106,20.555555,-17.444445,29.88889,-1.695804,1
116,5.444445,-8.222222,8.555555,-1.233945,1
122,2.444444,-7.555555,8.111112,-0.83212,1
138,2.666667,-7.333334,7,-0.880521,1
136,3.555556,-8.111111,8.666667,-0.963931,1
130,3.111111,-7.555555,7.666666,-0.963048,1
102,20.11111,-17.222221,29.777779,-1.68544,1
80,25.333334,-19.333334,34.444447,-1.773594,1
91,18.88889,-17.444445,28.777779,-1.630409,1
126,2.777778,-7.222222,8.888889,-0.913675,1
93,19.222221,-14.777778,26.777779,-1.730306,1
90,22.11111,-18.555555,32.22222,-1.705942,1
67,16.88889,-17.777779,27.88889,-1.524771,1
75,19.777779,-17.555555,29.333334,-1.641882,1
112,5.666666,-8,8.111112,-1.273992,1
124,3.444444,-7.888889,7.888889,-0.95784,1
51,18.222221,-15.777778,25.666666,-1.68129,1
118,4.222222,-8.111111,7.777778,-1.076198,1
86,14.888889,-14.777778,23.555555,-1.541502,1
129,3.111111,-7.888889,8.222222,-0.912766,1
108,18.88889,-16.11111,28.222221,-1.683529,1
73,15.111111,-15.555555,24.11111,-1.524253,1
56,28.666666,-19.333334,36,-1.863182,1
88,15.555555,-16.444445,26.333334,-1.512555,1
64,23.444445,-19.222221,31.88889,-1.724894,1
132,2.222222,-7.444445,7.111111,-0.808383,1
118,3.555556,-6.777778,7.111111,-1.053347,1
81,16.88889,-15.777778,26.11111,-1.566335,1
74,19.444445,-17.222221,28.88889,-1.646671,1
64,22.777779,-17.222221,31.222221,-1.756712,1
86,25.555555,-18.777779,35,-1.804829,1
119,17.222221,-16.444445,27.333334,-1.57896,1
124,1.666667,-7,6.888889,-0.752669,1
79,12.555555,-14.111111,21,-1.453114,1
101,14.777778,-15.555555,25,-1.520125,1
77,21.444445,-18.222221,32.333336,-1.677308,1
101,16.444445,-16.222221,26.777779,-1.558599,1
133,3.333333,-8.333333,8.444445,-0.924817,1
92,20,-18.333334,30.333334,-1.637777,1
134,3.111111,-7.222222,7.777778,-0.966318,1
122,3.111111,-7.222222,7.222222,-0.964797,1
55,23,-17.666666,31.11111,-1.771163,1
140,3,-7.666666,8.222222,-0.909267,1
124,2.666667,-7.333334,6.777778,-0.877707,1
118,2.777778,-7.555555,7.666666,-0.87829,1
107,8.222222,-14.444445,19.777779,-1.131973,1
103,8.888889,-13.444445,19.444445,-1.219211,1
125,3.111111,-7.222222,7.333334,-0.944272,1
124,3.888889,-8.111111,7.666666,-1.02473,1
123,3.777778,-8.222222,8.444445,-0.985729,1
140,2.666667,-7,7.555555,-0.91962,1
92,15.222222,-15.444445,23.777779,-1.548296,1
117,15.333333,-15,26.333334,-1.574477,1
60,16.333334,-15,24.777779,-1.623392,1
74,20.88889,-17.777779,30.555555,-1.66658,1
100,14.777778,-15.555555,25.555555,-1.519702,1
126,4.555555,-8.111111,8.333334,-1.118131,1
117,3.333333,-7.333334,8,-0.983947,1
88,20.222221,-14.777778,27.333334,-1.785147,1
85,20,-17,28.11111,-1.659879,1
40,18.444445,-13.888889,23.333334,-1.783602,1
77,21.222221,-18.11111,31.555555,-1.68954,1
108,10.333333,-14.333333,21.11111,-1.302133,1
101,13.555555,-15.444445,23.555555,-1.457591,1
86,21.11111,-18.88889,31.333334,-1.650844,1
116,17.555555,-16.11111,27.555555,-1.632243,1
85,11.777778,-14.555555,21.88889,-1.386867,1
115,5.333334,-8.333333,8.666667,-1.210357,1
133,3.333333,-8.333333,8.444445,-0.924817,1
80,20.222221,-18.777779,31.555555,-1.620451,1
130,2.666667,-7.666666,7.555555,-0.871495,1
115,3.666667,-8.333333,8.444445,-0.965144,1
129,2.666667,-8,8.444445,-0.843904,1
67,21.11111,-18.555555,30.777779,-1.670171,1
81,14.444445,-15.888889,24.666666,-1.472378,1
103,18.444445,-16.555555,28,-1.634396,1
68,15.888889,-15.777778,23,-1.563972,1
114,7.777778,-12.555555,17.444445,-1.179347,1
115,12.555555,-14.444445,24.11111,-1.440963,1
95,15.777778,-15.555555,26.666666,-1.567327,1
118,18.666666,-16,27.333334,-1.620749,1
123,4.444445,-7.222222,8.444445,-1.18068,1
114,2.555556,-6.444445,6.666666,-0.91061,1
115,4.777778,-7.888889,8,-1.175454,1
128,3.333333,-7.333334,7.111111,-0.985811,1
124,5.111111,-8.555555,9,-1.157082,1
45,20.555555,-16.444445,28.777779,-1.73537,1
114,5.666666,-7.666666,7.333334,-1.314533,1
139,3.333333,-7,6.888889,-1.004936,1
110,6.333334,-6.666666,6.333334,-1.539762,1
71,20.666666,-18,29.666666,-1.66796,1
122,3.333333,-7.666666,7.222222,-0.953435,1
145,3.777778,-6.888889,7,-1.068968,1
67,26.222221,-20.11111,35.88889,-1.768356,1
107,10.444445,-13.888889,20.777779,-1.312499,1
72,27.88889,-19.11111,35.77778,-1.846158,1
41,21.88889,-16.777779,29.777779,-1.77166,1
106,15.333333,-15.333333,25.11111,-1.55762,1
124,3.666667,-7.333334,7.555555,-1.037663,1
129,3,-7.666666,8.222222,-0.932783,1
103,12.666667,-15.333333,22.555555,-1.397414,1
122,3.111111,-7.555555,7.444445,-0.942559,1
90,19.444445,-17.555555,29.11111,-1.622331,1
53,33.77778,-20.88889,38.333336,-1.937482,1
117,4.666666,-7.666666,7.444445,-1.179692,1
120,2.444444,-7.888889,7.777778,-0.820403,1
67,17.666666,-16.333334,25.88889,-1.623202,1
68,29.11111,-20.222221,36.88889,-1.848523,1
145,0.222222,-5.111111,5.555555,-0.57094,1
115,17.88889,-15.777778,28,-1.619549,1
143,4,-8,7,-1.048222,1
130,4.111111,-7.888889,9,-1.056659,1
101,20.333334,-17.666666,29.222221,-1.674318,1
144,2.888889,-6.444445,6.222222,-0.969119,1
63,21.88889,-15.777778,29.666666,-1.813886,1
128,3.777778,-7.888889,7.666666,-1.005054,1
70,19.333334,-17.333334,30.11111,-1.649603,1
145,3.777778,-6.888889,7,-1.068968,1
63,16.777779,-14.222222,23.666666,-1.683847,1
120,20.333334,-15.666667,30.444445,-1.76489,1
124,3.666667,-7.333334,7.555555,-1.037663,1
113,3.444444,-7.555555,6.888889,-0.989308,1
55,16.88889,-15.444445,26.666666,-1.634416,1
56,22.88889,-18.11111,31.333334,-1.748835,1
88,18.88889,-16.444445,28.444445,-1.653787,1
114,4.666666,-8,7.444445,-1.151837,1
98,9.888889,-12.444445,20.777779,-1.360437,1
85,18,-17,27.11111,-1.603957,1
89,18.333334,-16.333334,28.444445,-1.625587,1
56,27.11111,-19.555555,37.666668,-1.819915,1
72,27.666666,-20.333334,35.444447,-1.807866,1
58,19.222221,-16.444445,27.333334,-1.685074,1
87,11,-13.666667,21.11111,-1.318373,1
57,28.222221,-19.777779,36.22222,-1.837675,1
104,20.222221,-16.11111,28.666666,-1.72879,1
59,27.777779,-19.555555,34.333336,-1.836328,1
62,18,-16.666666,27.222221,-1.620398,1
143,2.777778,-7.555555,6.111111,-0.87829,1
116,11.444445,-13.888889,21.222221,-1.162844,1
116,4.111111,-7.555555,7.333334,-1.099624,1
96,16.333334,-17,27.333334,-1.530686,1
107,12,-15,23,-1.357871,1
124,3.666667,-7.666666,8,-1.011484,1
42,25.555555,-17.777779,31.11111,-1.842494,1
142,2.222222,-6.777778,6.555555,-0.829712,1
111,2.777778,-7.222222,6.888889,-0.897859,1
114,14.444445,-14.888889,24.666666,-1.508658,1
102,20.11111,-17.222221,29.777779,-1.68544,1
70,23.88889,-19.11111,34,-1.74518,1
113,6.555555,-13.777778,18.333334,-0.9757,1
146,5,-6.666666,6.888889,-1.258358,1
129,3,-7.666666,8.222222,-0.932783,1
83,15,-15.333333,24.444445,-1.507007,1
113,15.555555,-14.777778,25.444445,-1.585609,1
61,21.11111,-16.88889,28.777779,-1.737293,1
125,4.444445,-7.888889,7.777778,-1.121818,1
116,17.555555,-16.11111,27.555555,-1.632243,1
57,24.444445,-19.555555,34.444447,-1.739017,1
149,9.666667,-5.666666,8.666667,-1.985703,1
100,18.666666,-17.333334,28.444445,-1.623301,1
147,8.555555,-7.111111,7.666666,-1.561754,1
131,2.444444,-6.888889,6.666666,-0.874641,1
130,2.666667,-7.333334,7,-0.889024,1
111,14.888889,-14.444445,24.88889,-1.58144,1
94,18.333334,-16.666666,27.333334,-1.627145,1
61,15.777778,-14.888889,24.222221,-1.591206,1
123,2,-7.666666,8,-0.761648,1
109,8.222222,-14.111111,20.444445,-1.131204,1
51,28.11111,-18.88889,35.11111,-1.873032,1
84,18.444445,-17.555555,30,-1.598867,1
57,24.444445,-19.555555,34.444447,-1.739017,1
101,8.888889,-13.111111,20.222221,-1.21111,1
69,26.333334,-19.666666,34.444447,-1.79139,1
106,13.666667,-15,23.666666,-1.48458,1
136,2.888889,-7.444445,8,-0.924607,1
143,2.555556,-7.111111,6.666666,-0.907416,1
83,13.444445,-14.555555,23.333334,-1.456819,1
56,22.444445,-17.555555,30.222221,-1.759414,1
138,2.444444,-7.222222,7.333334,-0.862108,1
139,3.333333,-7.666666,7.555555,-0.965946,1
118,3.666667,-7.333334,6.666666,-1.047198,1
44,19.444445,-15.222222,25.222221,-1.753726,1
117,5.333334,-7,7.555555,-1.353896,1
92,19.666666,-17.666666,30,-1.653926,1
116,4.111111,-7.555555,7.333334,-1.099624,1
113,4.888889,-8.111111,7.888889,-1.175454,1
60,21.666666,-17.666666,31,-1.713134,1
110,10.555555,-13.444445,21.444445,-1.345096,1
140,1.666667,-6.333334,6.666666,-0.783647,1
113,2.555556,-7.444445,7.111111,-0.851202,1
117,12.666667,-15,24.11111,-1.420087,1
130,1.777778,-7.222222,8.444445,-0.764077,1
60,22.11111,-18.222221,30,-1.709389,1
133,4.333334,-8.333333,8.222222,-1.077659,1
135,2.777778,-7.555555,7.444445,-0.892179,1
118,5,-8.333333,8.444445,-1.134543,1
126,3,-8,7.444445,-0.895807,1
143,2.777778,-6.888889,6.777778,-0.914813,1
64,18.666666,-14.666667,25.11111,-1.755505,1
111,2.888889,-8.111111,7.666666,-0.872666,1
111,4.888889,-7.777778,7.888889,-1.175773,1
116,4.111111,-7.555555,6.888889,-1.093148,1
136,2.888889,-7.444445,8,-0.924607,1
147,12.666667,-8.666667,11,-1.783388,1
112,3.888889,-7.444445,7.555555,-1.058277,1
113,3.222222,-7.777778,7.111111,-0.942558,1
102,14.222222,-14.444445,25,-1.555097,1
62,18.11111,-16.222221,27.222221,-1.650123,1
137,1.777778,-7.555555,7.777778,-0.744272,1
103,11.444445,-15.222222,22.777779,-1.334127,1
137,1.777778,-7.555555,7.777778,-0.744272,1
116,18,-15.666667,28.11111,-1.670314,1
117,5.333334,-8,8.222222,-1.233256,1
133,4.333334,-8.333333,8.222222,-1.077659,1
126,0.777778,-7.555555,7.666666,-0.612886,1
54,33.666668,-13.333333,145.55556,-2.231555,2
107,34.666668,-11,145.22223,-2.317384,2
21,39.22222,-11.111111,143.22223,-2.357178,2
109,59.22222,-20.11111,122.22222,-2.297546,2
52,52.77778,-20.88889,129.22223,-2.229685,2
43,42.22222,-14.777778,140.55556,-2.280207,2
66,71.666664,-28.666666,117.333336,-2.224845,2
24,48.444443,-15.888889,137.77779,-2.307914,2
46,49.333332,-14,141,-2.357688,2
75,48.88889,-16.444445,133,-2.295488,2
46,54.77778,-13.555555,132.88889,-2.395028,2
59,51.88889,-14.444445,139,-2.364216,2
49,55.88889,-18.11111,139.33334,-2.315477,2
11,22.333334,-2.666667,150.88889,-2.521648,2
46,44.88889,-14.777778,141,-2.304436,2
15,28,-8.666667,150.11111,-2.328472,2
59,50.22222,-15.777778,138.77779,-2.323173,2
47,65,-23.333334,128.77779,-2.271072,2
64,52.333332,-15,126.22222,-2.355443,2
90,45.22222,-22.444445,128.55556,-2.097815,2
41,51.666668,-12.333333,129.33334,-2.404553,2
55,63.11111,-23.88889,124.111115,-2.251012,2
13,39.555557,-11.111111,145.44444,-2.360428,2
11,22.333334,-2.666667,150.88889,-2.521648,2
71,44.77778,-13.555555,140.88889,-2.339758,2
28,61.88889,-24.11111,131.11111,-2.238865,2
16,54.11111,-13.888889,131,-2.385001,2
49,46.77778,-17.222221,141.77779,-2.263738,2
31,52.77778,-13.555555,132.55556,-2.384877,2
13,26.555555,-8.777778,149.11111,-2.292384,2
18,55,-10.333333,130.44444,-2.45498,2
15,54.77778,-13.888889,132,-2.389025,2
44,62.333332,-23.333334,126.77778,-2.255577,2
29,43.333332,-15.666667,142.88889,-2.271128,2
35,46.666668,-16.333334,140.11111,-2.282923,2
53,33,-13.333333,145.77777,-2.217488,2
31,48.77778,-14.888889,143.11111,-2.334831,2
28,54.444443,-13.888889,131.11111,-2.387884,2
29,55.444443,-14.888889,130.55556,-2.373206,2
45,51.444443,-14.555555,140,-2.35936,2
15,39.333332,-11.666667,145.33334,-2.341041,2
57,46.333332,-12.333333,139,-2.376054,2
66,71,-27.666666,118.77778,-2.235701,2
54,47,-24,132.44444,-2.079152,2
25,48.555557,-13.444445,142.22223,-2.36518,2
27,25.444445,-8.888889,146.55556,-2.264532,2
50,55,-16.666666,125.77778,-2.337296,2
29,42.88889,-14.444445,142.77777,-2.29776,2
13,21.222221,-7.111111,148.88889,-2.276767,2
45,68.333336,-26,124,-2.247816,2
62,47.555557,-14.111111,139.33334,-2.343404,2
31,28.88889,-10.777778,145.55556,-2.255012,2
113,37.666668,-12.333333,145.66667,-2.309551,2
88,50.88889,-23.777779,127.55556,-2.139239,2
83,78.77778,-30.555555,116.888885,-2.239053,2
40,49.555557,-16.777779,141.66667,-2.2949,2
49,49.22222,-16.444445,140.44444,-2.303412,2
19,59.77778,-21.88889,130.22223,-2.264331,2
70,45.77778,-20.222221,127.77778,-2.17166,2
20,55.444443,-21.88889,132.33334,-2.231826,2
27,27.777779,-9.888889,145.55556,-2.264129,2
39,46.11111,-13.222222,142.88889,-2.352961,2
72,45,-14.333333,140.55556,-2.32084,2
18,49,-14.666667,130.11111,-2.340839,2
35,71.44444,-25.222221,122.55556,-2.280843,2
97,33.22222,-9.777778,145.44444,-2.346234,2
43,63.22222,-24.11111,128.22223,-2.247952,2
41,30.222221,-10.777778,147.22223,-2.268529,2
25,57.333332,-14,131.33334,-2.396894,2
85,64.55556,-27.777779,122.55556,-2.186342,2
62,42.333332,-13.666667,139.44444,-2.314232,2
27,25.444445,-8.888889,146.55556,-2.264532,2
81,78.111115,-33.88889,116.44444,-2.18233,2
14,54.88889,-13.777778,132.11111,-2.391113,2
25,69.55556,-26.11111,125.666664,-2.253408,2
47,73,-29.333334,121.44444,-2.223218,2
42,31.11111,-11.222222,147.44444,-2.26361,2
62,48.88889,-21.11111,126.333336,-2.185419,2
34,49.555557,-14.111111,142,-2.357272,2
46,30.11111,-11.888889,145.55556,-2.232616,2
63,52,-16.666666,137.55556,-2.315885,2
40,54.88889,-11.444445,129,-2.434692,2
11,25.666666,-6.333334,150.11111,-2.401587,2
21,38.11111,-10.555555,142.55556,-2.364884,2
44,42.88889,-11.777778,138.11111,-2.367282,2
16,57.88889,-19.777779,131.11111,-2.293933,2
58,50.333332,-14.666667,138.77779,-2.349269,2
51,50.11111,-16.555555,141.11111,-2.30531,2
47,45.88889,-14.777778,141.66667,-2.315792,2
18,49.11111,-14.222222,142,-2.352184,2
77,52.77778,-11.555555,125.22222,-2.42468,2
17,40.77778,-12.222222,143.88889,-2.339493,2
64,77.55556,-30.777779,118.666664,-2.228939,2
34,65.55556,-22.777779,127.333336,-2.286636,2
39,55.88889,-23.444445,132,-2.198158,2
51,41.666668,-13.666667,140.22223,-2.306687,2
32,61.555557,-23.11111,132.55556,-2.255674,2
56,44,-13.666667,140.66667,-2.326783,2
54,50.88889,-15.777778,141.33334,-2.328661,2
73,45.11111,-14.888889,140.55556,-2.307396,2
47,47.77778,-18.555555,139.77779,-2.23989,2
22,27.11111,-12.222222,147,-2.158304,2
65,51,-17,140,-2.303991,2
39,48.444443,-17.555555,140.33334,-2.268113,2
35,49,-11,125.44444,-2.420203,2
38,53.88889,-14.777778,131.44444,-2.370002,2
42,51.88889,-12.111111,126.22222,-2.410388,2
13,45.11111,-12.888889,145.44444,-2.355244,2
35,45,-14.666667,142.55556,-2.311049,2
57,65.333336,-22.666666,122.22222,-2.288131,2
46,49.333332,-14,141,-2.357688,2
60,55.333332,-24.666666,128.22223,-2.16692,2
79,77.666664,-30,115.333336,-2.241633,2
75,45.444443,-14.888889,141.22223,-2.309804,2
41,52.22222,-18.444445,138.88889,-2.280803,2
96,49.555557,-25.11111,128.11111,-2.085954,2
32,50,-16.333334,138.11111,-2.309391,2
15,27.777779,-8.555555,149.55556,-2.330563,2
82,58.11111,-17.222221,125.888885,-2.344872,2
40,47.666668,-16.333334,139.66667,-2.292201,2
16,67.44444,-22.555555,125,-2.302468,2
71,50.333332,-23.333334,122.44444,-2.143159,2
48,47.22222,-16.777779,138.11111,-2.278604,2
45,53.77778,-14.555555,126.888885,-2.371807,2
32,48,-14.666667,142.22223,-2.333746,2
19,47.333332,-13.666667,142.44444,-2.352834,2
28,59.11111,-12.888889,131.22223,-2.425992,2
21,45.333332,-12.333333,141.88889,-2.370372,2
79,56.444443,-14.888889,126.55556,-2.377965,2
14,51.333332,-13,134.11111,-2.390383,2
16,28.444445,-11.222222,149.88889,-2.232895,2
49,47.11111,-15.888889,143.11111,-2.297839,2
56,45.666668,-15,141.66667,-2.307657,2
35,29.222221,-13.444445,146.22223,-2.146845,2
53,51.22222,-24.777779,130.22223,-2.117007,2
20,46.666668,-13.666667,140.55556,-2.348006,2
44,42.88889,-11.111111,136.88889,-2.384657,2
31,43.22222,-14.111111,141.22223,-2.310766,2
37,75.55556,-28.11111,121.111115,-2.258443,2
33,62,-21.333334,132,-2.290421,2
21,48.22222,-12.777778,142.88889,-2.377814,2
48,63.666668,-24.333334,129.11111,-2.247036,2
66,43.666668,-21.666666,128.77779,-2.09899,2
72,47,-13,141.11111,-2.366197,2
86,55,-16.333334,124.111115,-2.343789,2
33,62,-22.666666,130.55556,-2.266225,2
51,54.77778,-14.222222,127,-2.383438,2
50,53.11111,-17.222221,138.88889,-2.312305,2
71,79.22222,-30.11111,115.55556,-2.249475,2
49,60,-24.666666,128.88889,-2.211659,2
25,43,-12.333333,142.33334,-2.354552,2
74,64.111115,-25.88889,123.22222,-2.220553,2
33,47.666668,-14,141.77779,-2.348002,2
47,33,-11,145.77777,-2.30244,2
40,49.333332,-16,141.55556,-2.313685,2
19,54.22222,-14.444445,132.33334,-2.375985,2
18,26.777779,-10.888889,147.55556,-2.214612,2
21,50.555557,-14.111111,142.44444,-2.362526,2
30,50.555557,-13.111111,130.11111,-2.385308,2
41,57.555557,-13.777778,128.88889,-2.404745,2
19,38.22222,-11.444445,142.66667,-2.340765,2
33,49,-15,140.88889,-2.333537,2
81,47.88889,-26.11111,128.88889,-2.033487,2
36,32.444443,-12.222222,146.11111,-2.247156,2
25,69.77778,-26.222221,126.888885,-2.252101,2
41,50.22222,-16.777779,139.77779,-2.299918,2
27,27.11111,-12.222222,146.55556,-2.146716,2
36,66.55556,-26.11111,125.22222,-2.232346,2
81,56.88889,-14.777778,124.888885,-2.382261,2
14,53.77778,-12.555555,130.66667,-2.408968,2
39,46.11111,-13.888889,142.44444,-2.336025,2
90,45.22222,-22.444445,128.55556,-2.097815,2
80,48.77778,-24.222221,127.333336,-2.098697,2
64,52.333332,-15,126.22222,-2.355443,2
15,44.22222,-11.444445,144,-2.38244,2
94,43.11111,-24.222221,127.55556,-2.015307,2
29,43.333332,-15.666667,142.88889,-2.271128,2
27,48,-14.666667,138.66667,-2.334512,2
12,48.88889,-13.444445,135.33334,-2.368866,2
34,50.333332,-15,140,-2.343381,2
38,50.444443,-15.888889,141.66667,-2.322923,2
90,45.666668,-23.333334,128.33334,-2.078418,2
40,44.444443,-14.555555,142.22223,-2.308766,2
23,50.333332,-14.333333,139.77779,-2.356262,2
40,54.88889,-11.444445,129,-2.434692,2
71,48.444443,-16.222221,138.33334,-2.301203,2
48,33.77778,-11.888889,146.11111,-2.278428,2
20,47.333332,-14.666667,142.33334,-2.328034,2
58,77.55556,-30.11111,118.55556,-2.239301,2
67,50.11111,-21.88889,125.55556,-2.173099,2
43,44.88889,-16.11111,140.22223,-2.270653,2
57,44.88889,-13.444445,139.66667,-2.34019,2
41,53.444443,-24.88889,131.22223,-2.139822,2
58,43.333332,-12,137.44444,-2.365385,2
17,42,-9.666667,143.55556,-2.412968,2
25,43,-12.333333,142.33334,-2.354552,2
46,64.111115,-23.222221,128.88889,-2.270851,2
80,69,-27.333334,119.333336,-2.228712,2
12,47,-11.333333,143.11111,-2.402917,2
39,54.333332,-13.666667,131.11111,-2.393564,2
68,45.666668,-15.333333,141,-2.300618,2
66,51.666668,-17,139.77779,-2.307094,2
34,28.88889,-12.111111,146.66667,-2.2,2
96,74.55556,-30.11111,115.666664,-2.219979,2
67,46.666668,-15,138.44444,-2.317188,2
26,56,-14.333333,130.88889,-2.38614,2
101,36.88889,-11.444445,147.22223,-2.328735,2
61,57.77778,-15.888889,128.33334,-2.367396,2
17,47.22222,-13.777778,141.88889,-2.348415,2
25,52.555557,-14.777778,133.77779,-2.360195,2
92,75.333336,-29,115.44444,-2.242802,2
20,53.555557,-13.777778,129.55556,-2.385213,2
26,29.222221,-12.444445,146.77777,-2.182567,2
29,69.22222,-25.777779,126.333336,-2.257217,2
60,44,-15,138.33334,-2.293386,2
87,33.11111,-10.555555,146.44444,-2.312874,2
57,79.22222,-29.777779,119.333336,-2.254208,2
42,51.88889,-12.111111,126.22222,-2.410388,2
93,47.11111,-21.88889,128,-2.141419,2
13,73,-25.333334,128.44444,-2.28708,2
50,55,-16.666666,125.77778,-2.337296,2
57,68.888885,-25.11111,121.55556,-2.264402,2
54,51.333332,-15,127.111115,-2.345744,2
72,71,-28.333334,117.111115,-2.22578,2
39,55.88889,-23.444445,132,-2.198158,2
57,30.777779,-12.555555,146.22223,-2.215046,2
51,47.11111,-12.888889,138.88889,-2.368498,2
41,57.555557,-13.777778,128.88889,-2.404745,2
40,47.77778,-17.222221,140.55556,-2.270219,2
65,71.333336,-27.666666,121.111115,-2.239144,2
59,42.88889,-14.111111,140.44444,-2.308637,2
57,50,-17,139,-2.297173,2
30,54.444443,-13.555555,131.11111,-2.395064,2
77,34.22222,-12.111111,147.33334,-2.277146,2
28,57.22222,-11.777778,130.66667,-2.438585,2
30,49,-17.333334,139.66667,-2.27951,2
78,56.444443,-15.555555,125.666664,-2.368082,2
63,51.555557,-13.444445,126.111115,-2.382438,2
19,46.77778,-13.888889,143.11111,-2.344188,2
21,47.444443,-14.222222,143.11111,-2.339377,2
55,45.666668,-15,139.33334,-2.308179,2
52,52.77778,-20.88889,129.22223,-2.229685,2
35,48.444443,-14.222222,141.33334,-2.346636,2
18,55,-10.333333,130.44444,-2.45498,2
99,73.77778,-30.555555,118,-2.207756,2
50,63.22222,-17.11111,130.33334,-2.37202,2
50,50.333332,-17.333334,140.88889,-2.28828,2
79,56.444443,-14.888889,126.55556,-2.377965,2
94,71.77778,-28.555555,119.22222,-2.227114,2
19,26,-7.333334,146.44444,-2.358602,2
47,31.777779,-11.555555,146.33334,-2.262555,2
68,56.88889,-17.444445,126.333336,-2.333212,2
101,36.88889,-11.444445,147.22223,-2.328735,2
48,50,-25,132.44444,-2.090557,2
67,58.444443,-16.555555,125.55556,-2.357338,2
