@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawblue-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
55,9,31.11111,0.43507,1
126,9,8,0.551587,1
142,9,5.222222,0.630159,1
133,9,7.777778,0.53858,1
111,9,7,0.60119,1
128,9,7.222222,0.563713,1
54,9,32.555557,0.432167,1
103,9,19.11111,0.398903,1
92,9,23.333334,0.376574,1
147,9,6.666666,0.713228,1
89,9,27.777779,0.400445,1
96,9,27.777779,0.399499,1
139,9,7.222222,0.532628,1
118,9,6.666666,0.545855,1
92,9,30.333334,0.420973,1
77,9,32.333336,0.407623,1
122,9,6.888889,0.549603,1
92,9,24.11111,0.401025,1
61,9,28.777779,0.437042,1
108,9,19.88889,0.378839,1
61,9,24.222221,0.419522,1
91,9,24.555555,0.394157,1
126,9,8.222222,0.450309,1
115,9,28,0.397362,1
106,9,29.88889,0.423346,1
135,9,6.444445,0.599427,1
100,9,28.444445,0.421994,1
60,9,30,0.446636,1
120,9,30.444445,0.394863,1
62,9,27.222221,0.419469,1
136,9,6.444445,0.535714,1
74,9,28.88889,0.422206,1
119,9,27.333334,0.408211,1
67,9,30.777779,0.429897,1
111,9,6.888889,0.581349,1
108,9,28.222221,0.412134,1
133,9,7.888889,0.558201,1
63,9,27.777779,0.44725,1
67,9,25.88889,0.436939,1
140,9,7.333334,0.537017,1
113,9,16.88889,0.451359,1
115,9,21.777779,0.425538,1
83,9,23.222221,0.399927,1
66,9,29.88889,0.438246,1
125,9,6.888889,0.529762,1
123,9,6.666666,0.573413,1
58,9,27.333334,0.434743,1
64,9,31.222221,0.424819,1
126,9,5.777778,0.611111,1
130,9,6.666666,0.575397,1
72,9,35.444447,0.450926,1
124,9,7.444445,0.542108,1
124,9,7.333334,0.563492,1
61,9,30.666666,0.415751,1
106,9,25.11111,0.408155,1
84,9,30,0.398791,1
86,9,31.333334,0.424597,1
62,9,37.666668,0.450305,1
111,9,24.88889,0.391701,1
89,9,30.444445,0.405022,1
86,9,35,0.421495,1
140,9,6.888889,0.513889,1
140,9,5.555555,0.564153,1
130,9,7.222222,0.501014,1
56,9,25.444445,0.422689,1
62,9,27.222221,0.423121,1
123,9,8,0.524471,1
107,9,23,0.413785,1
137,9,6.444445,0.573633,1
59,9,30.88889,0.415301,1
68,9,28.444445,0.440354,1
134,9,6.666666,0.577601,1
90,9,32.22222,0.420598,1
51,9,25.666666,0.442861,1
133,9,7.888889,0.558201,1
116,9,6.777778,0.580026,1
149,9,8.666667,0.578339,1
64,9,28.88889,0.426923,1
101,9,29.222221,0.432819,1
116,9,27.555555,0.407364,1
66,9,24,0.437855,1
128,9,6.555555,0.597443,1
123,9,6.888889,0.531746,1
92,9,23.777779,0.42886,1
94,9,27.333334,0.427811,1
108,9,21.11111,0.388756,1
143,9,5.444445,0.674074,1
124,9,7.222222,0.571649,1
56,9,37.666668,0.41394,1
89,9,23.88889,0.402507,1
129,9,7.555555,0.530556,1
118,9,6.666666,0.545635,1
111,9,22.222221,0.374312,1
117,9,7.444445,0.510362,1
117,9,7.444445,0.553571,1
107,9,20.666668,0.395253,1
107,9,22.88889,0.394656,1
81,9,24.666666,0.41031,1
149,9,11.888889,0.578708,1
74,9,30.555555,0.420252,1
57,9,34.444447,0.425691,1
113,9,6.333334,0.580026,1
103,9,22.555555,0.410306,1
73,9,26.777779,0.426973,1
108,9,21.11111,0.388756,1
120,9,6.777778,0.569444,1
88,9,26.333334,0.405118,1
116,9,8.222222,0.559171,1
104,9,23.222221,0.410009,1
66,9,38.22222,0.430558,1
92,9,30,0.414356,1
118,9,7.666666,0.543871,1
57,9,36.22222,0.440509,1
111,9,6.333334,0.564153,1
128,9,5.444445,0.593915,1
84,9,30,0.398791,1
102,9,21.88889,0.390329,1
68,9,36.88889,0.445652,1
145,9,4,0.600529,1
69,9,34.444447,0.44486,1
136,9,7.222222,0.529541,1
91,9,28.777779,0.420716,1
104,9,28.333334,0.430399,1
117,9,24.11111,0.381277,1
60,9,35.22222,0.4223,1
114,9,6.111111,0.534392,1
72,9,35.77778,0.436895,1
109,9,21,0.376024,1
85,9,28.11111,0.437404,1
56,9,36,0.442788,1
95,9,26.666666,0.390436,1
64,9,25.11111,0.441092,1
141,9,6.222222,0.574074,1
81,9,26.11111,0.412662,1
68,9,23,0.462002,1
73,9,24.11111,0.421504,1
115,9,24.11111,0.375321,1
98,9,25.88889,0.389147,1
124,9,7.333334,0.550044,1
60,9,24.777779,0.419248,1
130,9,6.888889,0.570106,1
143,9,6.777778,0.601852,1
113,9,25.444445,0.396589,1
65,9,26.777779,0.419418,1
81,9,28.777779,0.409201,1
131,9,6,0.566138,1
100,9,25.555555,0.394331,1
74,9,26.88889,0.419204,1
132,9,6.222222,0.529982,1
111,9,7.666666,0.562919,1
85,9,21.88889,0.399751,1
109,9,20,0.384997,1
135,9,4.777778,0.647222,1
102,9,29.777779,0.417763,1
51,9,35.11111,0.446118,1
115,9,7.888889,0.53858,1
131,9,5.444445,0.581349,1
75,9,31.666666,0.40212,1
124,9,7.111111,0.545855,1
41,9,29.777779,0.432047,1
34,9,27.88889,0.466345,1
111,9,5.555555,0.715608,1
113,9,6.666666,0.579365,1
101,9,19.88889,0.376852,1
113,9,7.777778,0.563492,1
134,9,5.222222,0.603704,1
116,9,8.444445,0.546517,1
64,9,31.88889,0.446354,1
147,9,9.222222,0.652248,1
135,9,6.444445,0.565476,1
60,9,25.777779,0.430484,1
117,9,8.222222,0.53858,1
116,9,7,0.575397,1
145,9,6.555555,0.564153,1
117,9,26.333334,0.382629,1
118,9,7,0.537698,1
123,9,6.777778,0.555776,1
111,9,6.333334,0.564153,1
124,9,7.333334,0.563492,1
145,9,5,0.655556,1
106,9,23.666666,0.403224,1
85,9,27.11111,0.428735,1
136,9,8,0.526235,1
44,9,25.222221,0.457681,1
116,9,8.222222,0.559171,1
95,9,26.666666,0.390436,1
118,9,29,0.390398,1
110,9,6.333334,0.708333,1
112,9,7.222222,0.544092,1
75,9,27.11111,0.417046,1
138,9,5.444445,0.603836,1
101,9,25,0.404038,1
131,9,6.111111,0.592813,1
53,9,27.444445,0.404138,1
42,9,31.11111,0.462752,1
134,9,7.111111,0.529982,1
102,9,25,0.381059,1
140,9,7.333334,0.537017,1
101,9,23.555555,0.410267,1
63,9,29.666666,0.422651,1
129,9,7.333334,0.540123,1
70,9,30.11111,0.406015,1
44,9,25.222221,0.457681,1
63,9,23.666666,0.435021,1
130,9,8.666667,0.481594,1
125,9,7.666666,0.545635,1
116,9,7,0.575397,1
67,9,27.88889,0.414836,1
114,9,7.444445,0.537919,1
143,9,6.444445,0.60119,1
116,9,20,0.447187,1
86,9,30.222221,0.405541,1
149,9,8.666667,0.578339,1
75,9,29.333334,0.423501,1
116,9,7.666666,0.544733,1
60,9,31,0.420823,1
122,9,6.666666,0.581349,1
124,9,8.777778,0.531173,1
126,9,5.666666,0.623016,1
79,9,21,0.422337,1
115,9,8.555555,0.53858,1
112,9,8.111112,0.559171,1
114,9,17.11111,0.408644,1
69,9,32.555557,0.431547,1
126,9,6.777778,0.581349,1
113,9,25.444445,0.396589,1
66,9,118.77778,0.320664,2
40,9,140.55556,0.185749,2
14,9,132.11111,0.24216,2
47,9,146.33334,0.118399,2
58,9,137.44444,0.180972,2
51,9,140.77779,0.213813,2
60,9,138.33334,0.175844,2
13,9,148.88889,0.079806,2
15,9,145.33334,0.176494,2
40,9,129,0.254051,2
27,9,146.55556,0.096263,2
54,9,127.111115,0.229674,2
25,9,131.33334,0.25541,2
13,9,145.44444,0.177191,2
94,9,119.22222,0.321505,2
57,9,122.22222,0.294515,2
54,9,132.44444,0.181149,2
38,9,141.66667,0.199972,2
58,9,138.77779,0.206503,2
28,9,131.22223,0.267544,2
41,9,147.22223,0.112421,2
53,9,138.22223,0.187217,2
19,9,132.33334,0.236733,2
32,9,133.33334,0.220748,2
31,9,143.11111,0.192456,2
43,9,128.22223,0.266023,2
41,9,131.22223,0.208293,2
58,9,138.77779,0.204147,2
67,9,138.44444,0.18855,2
40,9,142.22223,0.174209,2
48,9,138.11111,0.187362,2
50,9,125.77778,0.247337,2
41,9,128.88889,0.262046,2
48,9,132.44444,0.197114,2
62,9,126.333336,0.202279,2
25,9,142.33334,0.172504,2
24,9,141.66667,0.169397,2
14,9,130.66667,0.242294,2
58,9,128.11111,0.237567,2
19,9,130.22223,0.249895,2
30,9,130.11111,0.225384,2
72,9,140.55556,0.17933,2
27,9,145.55556,0.10447,2
30,9,131.11111,0.242337,2
36,9,125.22222,0.284654,2
79,9,126.55556,0.258079,2
97,9,145.44444,0.12985,2
25,9,125.666664,0.299583,2
81,9,118.44444,0.347902,2
21,9,143.11111,0.187853,2
19,9,143.11111,0.185539,2
85,9,122.55556,0.275467,2
93,9,128,0.188313,2
34,9,140,0.20392,2
46,9,141,0.200124,2
44,9,126.77778,0.266391,2
91,9,123.44444,0.250204,2
57,9,140.33334,0.194754,2
99,9,118,0.330418,2
44,9,136.88889,0.181821,2
15,9,132,0.241576,2
28,9,130.66667,0.261838,2
41,9,139.77779,0.199347,2
21,9,142.88889,0.195127,2
39,9,131.11111,0.241459,2
32,9,142.22223,0.190625,2
65,9,121.111115,0.316474,2
20,9,140.55556,0.188892,2
24,9,141.66667,0.169397,2
68,9,124.888885,0.239143,2
57,9,146.22223,0.111695,2
87,9,146.44444,0.126571,2
54,9,127.44444,0.234504,2
54,9,126.111115,0.232219,2
37,9,121.111115,0.338487,2
33,9,132,0.25913,2
93,9,112.111115,0.369638,2
32,9,146.33334,0.113055,2
16,9,125,0.299601,2
104,9,119.888885,0.272403,2
36,9,146.11111,0.12003,2
64,9,118.666664,0.34921,2
55,9,132.22223,0.235894,2
49,9,141.77779,0.179413,2
53,9,130.22223,0.200484,2
29,9,142.88889,0.165616,2
66,9,128.77779,0.174128,2
13,9,145.44444,0.155825,2
30,9,130.11111,0.225384,2
32,9,146.33334,0.113055,2
25,9,133.77779,0.224975,2
57,9,139,0.198924,2
62,9,138.77779,0.161658,2
26,9,130.88889,0.248698,2
42,9,146.44444,0.125137,2
47,9,121.44444,0.320097,2
62,9,127.111115,0.208013,2
64,9,126.22222,0.236797,2
67,9,125.55556,0.26644,2
46,9,128.88889,0.271501,2
25,9,142.33334,0.172504,2
24,9,137.77779,0.195977,2
34,9,146.66667,0.104539,2
96,9,128.11111,0.197734,2
36,9,130.33334,0.24634,2
101,9,147.22223,0.141107,2
62,9,121.44444,0.294583,2
54,9,141.33334,0.202708,2
46,9,141,0.200124,2
40,9,141.66667,0.193665,2
71,9,115.55556,0.370097,2
41,9,138.88889,0.206392,2
40,9,141.55556,0.194537,2
81,9,128.88889,0.19308,2
33,9,130.55556,0.258604,2
21,9,141.88889,0.184022,2
44,9,121.44444,0.300019,2
15,9,149.55556,0.104639,2
27,9,146.55556,0.098472,2
53,9,145.77777,0.121119,2
40,9,139.66667,0.188503,2
63,9,126.111115,0.23689,2
63,9,137.55556,0.211484,2
81,9,124.888885,0.26422,2
68,9,141,0.179629,2
68,9,126.333336,0.25416,2
29,9,126.333336,0.297205,2
35,9,122,0.319499,2
46,9,132.88889,0.240722,2
88,9,127.55556,0.204675,2
28,9,131.11111,0.253299,2
21,9,141.88889,0.184022,2
51,9,127,0.250137,2
50,9,140.88889,0.197162,2
11,9,150.11111,0.099836,2
39,9,132,0.222954,2
34,9,127.333336,0.283524,2
39,9,140.33334,0.188391,2
75,9,115.888885,0.378682,2
36,9,132.44444,0.239085,2
66,9,139.77779,0.205803,2
20,9,129.55556,0.240108,2
55,9,139.33334,0.182623,2
31,9,141.22223,0.170718,2
25,9,142.22223,0.196093,2
67,9,125.55556,0.207702,2
51,9,138.88889,0.1952,2
82,9,125.888885,0.262093,2
21,9,142.44444,0.203582,2
28,9,138.66667,0.199513,2
49,9,139.33334,0.223879,2
43,9,140.55556,0.165192,2
75,9,133,0.20299,2
101,9,147.22223,0.141107,2
11,9,150.88889,0.092773,2
50,9,130.33334,0.2797,2
56,9,140.66667,0.176061,2
17,9,143.55556,0.172628,2
59,9,139,0.214204,2
77,9,147.33334,0.127385,2
19,9,142.66667,0.151812,2
29,9,142.77777,0.166484,2
109,9,122.22222,0.268118,2
33,9,141.77779,0.191215,2
52,9,140.22223,0.175849,2
77,9,125.22222,0.250143,2
13,9,135.77779,0.215088,2
39,9,142.88889,0.184263,2
55,9,124.111115,0.274795,2
60,9,128.22223,0.223364,2
56,9,141.66667,0.179483,2
12,9,135.33334,0.207675,2
58,9,126.44444,0.238143,2
22,9,147,0.095184,2
20,9,132.33334,0.224139,2
57,9,140.44444,0.175605,2
85,9,118,0.328603,2
75,9,141.22223,0.179353,2
86,9,124.111115,0.251552,2
19,9,142.44444,0.189527,2
61,9,128.33334,0.258869,2
23,9,139.77779,0.205901,2
18,9,130.44444,0.254668,2
48,9,146.11111,0.126968,2
15,9,131.11111,0.306737,2
47,9,139.77779,0.18354,2
71,9,138.33334,0.194316,2
48,9,129.11111,0.265899,2
47,9,145.77777,0.125709,2
18,9,147.55556,0.096352,2
38,9,131.44444,0.23576,2
18,9,130.11111,0.213257,2
76,9,116.55556,0.360194,2
25,9,126.888885,0.297528,2
42,9,126.22222,0.241934,2
79,9,126.55556,0.258079,2
20,9,142.33334,0.187293,2
15,9,150.11111,0.105074,2
96,9,115.666664,0.342938,2
22,9,147.88889,0.109655,2
30,9,129,0.24285,2
71,9,140.88889,0.179672,2
98,9,116.888885,0.338288,2
43,9,140.22223,0.174948,2
99,9,118,0.330418,2
51,9,141.11111,0.197569,2
70,9,127.77778,0.186099,2
45,9,124.55556,0.292503,2
30,9,141,0.183565,2
65,9,141.66667,0.185658,2
92,9,115.44444,0.35122,2
18,9,132.33334,0.225725,2
64,9,126.22222,0.236797,2
32,9,132.55556,0.25142,2
13,9,149.11111,0.09906,2
41,9,128.88889,0.262046,2
21,9,142.55556,0.153497,2
32,9,138.11111,0.201898,2
63,9,123.22222,0.248136,2
40,9,129,0.260966,2
16,9,131.11111,0.244021,2
17,9,141.88889,0.189464,2
58,9,118.55556,0.351331,2
113,9,145.66667,0.144134,2
45,9,124,0.297414,2
16,9,149.88889,0.101526,2
26,9,146.55556,0.106102,2
115,9,145.33334,0.152134,2
50,9,139.77779,0.213809,2
13,9,128.44444,0.313159,2
71,9,122.44444,0.212264,2
73,9,140.55556,0.178636,2
35,9,125.44444,0.231166,2
18,9,142,0.197105,2
20,9,142.66667,0.181475,2
81,9,116.44444,0.350039,2
42,9,141.77779,0.174634,2
62,9,139.33334,0.193691,2
46,9,141,0.177195,2
31,9,145.55556,0.107616,2
13,9,149.88889,0.100091,2
52,9,129.22223,0.218379,2
59,9,140.44444,0.170091,2
107,9,145.22223,0.13383,2
41,9,129.33334,0.234493,2
35,9,140.11111,0.183109,2
50,9,125.77778,0.247337,2
34,9,142,0.199516,2
74,9,123.22222,0.276784,2
39,9,132,0.222954,2
62,9,139.44444,0.169635,2
29,9,142.88889,0.165616,2
80,9,119.333336,0.309059,2
50,9,138.88889,0.213538,2
28,9,131.11111,0.241511,2
26,9,146.77777,0.105128,2
33,9,128.66667,0.247776,2
79,9,115.333336,0.362172,2
32,9,142.22223,0.190625,2
45,9,140,0.210174,2
45,9,137.33334,0.190912,2
17,9,143.88889,0.160604,2
49,9,128.88889,0.246491,2
27,9,146.55556,0.096263,2
80,9,127.333336,0.198052,2
19,9,146.44444,0.101515,2
62,9,140.33334,0.162225,2
20,9,140.55556,0.188892,2
57,9,146.66667,0.118733,2
51,9,140.22223,0.165549,2
47,9,141.66667,0.181012,2
12,9,143.11111,0.19252,2
52,9,129.22223,0.218379,2
59,9,138.77779,0.203326,2
35,9,141.33334,0.194853,2
35,9,146.22223,0.103336,2
89,9,125.44444,0.257746,2
83,9,116.888885,0.362062,2
33,9,140.88889,0.196297,2
49,9,143.11111,0.182398,2
47,9,128.77779,0.275957,2
57,9,119.333336,0.359343,2
78,9,147,0.124647,2
94,9,127.55556,0.176789,2
21,9,143.22223,0.15668,2
15,9,145.33334,0.153616,2
29,9,130.55556,0.245093,2
42,9,147.44444,0.115302,2
35,9,122.55556,0.320015,2
42,9,126.22222,0.241934,2
46,9,145.55556,0.110653,2
72,9,141.11111,0.19129,2
16,9,131,0.239899,2
23,9,141.66667,0.210162,2
13,9,144.77777,0.156568,2
57,9,139.66667,0.182073,2
31,9,145.44444,0.10071,2
81,9,51.77778,0.366946,3
130,9,2.333334,1,3
95,9,7.444445,0.919597,3
137,9,0.777778,0.777778,3
89,9,6.444445,0.986111,3
85,9,8.888889,0.885825,3
107,9,4.555555,0.981482,3
128,9,9.555555,0.804724,3
99,9,11.555555,0.711898,3
92,9,12.666667,0.759012,3
85,9,14.888889,0.774121,3
110,9,4.444445,0.977778,3
125,9,3.888889,1,3
102,9,6.333334,0.899735,3
124,9,2,1,3
95,9,9.444445,0.794108,3
81,9,18.88889,0.628156,3
84,9,9,0.847729,3
143,9,9.444445,0.915376,3
90,9,5.777778,0.665344,3
103,9,5.666666,0.987654,3
99,9,9,0.9109,3
97,9,5.555555,0.984127,3
113,9,44.22222,0.622071,3
102,9,7.666666,0.940741,3
120,9,12.777778,0.822893,3
77,9,10.222222,0.891608,3
146,9,0,0,3
91,9,52.666668,0.348885,3
137,9,2,1,3
95,9,7.222222,0.88955,3
121,9,7.777778,0.907407,3
93,9,11.888889,0.760191,3
76,9,4.666667,0.872222,3
125,9,3.111111,1,3
126,9,6.555555,0.935706,3
82,9,14.555555,0.742819,3
120,9,4.111111,0.984127,3
111,9,30.11111,0.679513,3
136,9,3,0.986111,3
108,9,14.111111,0.705482,3
119,9,33.666668,0.635624,3
91,9,6.222222,0.939815,3
133,9,2.222222,1,3
64,9,38,0.400746,3
138,9,3.777778,1,3
87,9,79,0.306281,3
96,9,11.888889,0.778863,3
132,9,2,0.981482,3
101,9,15.555555,0.700087,3
115,9,22.88889,0.618328,3
124,9,2,1,3
104,9,23.444445,0.607613,3
100,9,9.444445,0.876332,3
91,9,8.111112,0.911448,3
125,9,7.777778,0.853199,3
91,9,10.666667,0.829748,3
80,9,31.666666,0.514254,3
111,9,4,1,3
73,9,10.666667,0.78993,3
83,9,6,0.740476,3
144,9,3.444444,1,3
124,9,2.777778,0.984127,3
99,9,9,0.9109,3
121,9,6,0.843518,3
123,9,2,1,3
143,9,1.222222,0.777778,3
142,9,0.111111,0.111111,3
112,9,0.444444,0.222222,3
89,9,6.444445,0.986111,3
91,9,52.666668,0.398824,3
129,9,1.555556,0.777778,3
105,9,52.666668,0.37578,3
136,9,20.88889,0.695755,3
95,9,12.555555,0.816909,3
120,9,33.11111,0.681266,3
114,9,3.888889,0.881481,3
137,9,2.666667,0.95,3
143,9,9.444445,0.915376,3
130,9,3.333333,0.977778,3
125,9,23.666666,0.56104,3
75,9,65.44444,0.297802,3
81,9,30.555555,0.595282,3
90,9,15.666667,0.762919,3
110,9,4.444445,0.977778,3
139,9,1.333333,0.777778,3
88,9,13.333333,0.754703,3
81,9,30.555555,0.595282,3
144,9,2.888889,1,3
116,9,6,0.875529,3
96,9,7.777778,0.910065,3
127,9,6.777778,0.827249,3
137,9,2.222222,1,3
136,9,25.777779,0.425293,3
124,9,5.555555,0.836773,3
115,9,4.666667,0.962963,3
90,9,6.888889,0.926146,3
81,9,18.88889,0.628156,3
76,9,19.444445,0.637421,3
91,9,12.111111,0.823021,3
119,9,4.222222,1,3
79,9,9.222222,0.791667,3
106,9,7.888889,0.903571,3
135,9,2.777778,1,3
124,9,24.11111,0.691123,3
145,9,1.444444,0.251852,3
98,9,10.444445,0.872146,3
137,9,9,0.837478,3
112,9,1.222222,0.666667,3
122,9,1,1,3
136,9,1.888889,0.962963,3
138,9,2.333334,1,3
110,9,29,0.680787,3
123,9,3.444444,1,3
128,9,2.222222,1,3
116,9,5,0.970238,3
99,9,5.555555,0.986111,3
121,9,3.333333,1,3
87,9,5.666666,0.862771,3
106,9,4.888889,0.95172,3
138,9,2.777778,0.977778,3
97,9,5.888889,0.915344,3
89,9,17.11111,0.686685,3
98,9,3.555556,0.883333,3
138,9,9.333334,0.790011,3
91,9,8,0.944811,3
119,9,3.222222,0.984127,3
90,9,7.333334,0.725289,3
94,9,7.777778,0.609788,3
123,9,3.666667,0.961905,3
137,9,13.888889,0.779866,3
125,9,3.888889,0.923809,3
69,9,29.333334,0.508994,3
138,9,24.777779,0.60922,3
146,9,0.111111,0.111111,3
122,9,1.222222,0.555556,3
140,9,15.111111,0.627944,3
128,9,25.88889,0.613385,3
81,9,55.555557,0.420176,3
83,9,22.666666,0.664785,3
120,9,25.777779,0.562158,3
139,9,22.555555,0.386612,3
126,9,17.222223,0.736431,3
94,9,6,0.986111,3
126,9,3.555556,0.965812,3
106,9,1.666667,1,3
98,9,2.888889,0.916667,3
142,9,7.222222,0.81358,3
124,9,2.666667,0.953704,3
134,9,3.888889,0.977778,3
126,9,3.666667,1,3
141,9,18.555555,0.585775,3
124,9,2.444444,1,3
125,9,7.777778,0.853199,3
82,9,10.222222,0.843607,3
75,9,50.666668,0.464912,3
124,9,5.888889,0.895369,3
122,9,25.333334,0.584744,3
113,9,2.777778,1,3
130,9,5,0.931217,3
66,9,49.555557,0.350169,3
131,9,0,0,3
142,9,1.333333,0.416667,3
85,9,6.777778,0.762963,3
129,9,1.555556,1,3
123,9,3.333333,1,3
141,9,3.666667,0.977778,3
116,9,5.111111,0.96142,3
73,9,57.333332,0.651133,3
112,9,7.222222,0.867665,3
93,9,9.333334,0.80862,3
110,9,4.888889,0.984127,3
102,9,20.222221,0.575126,3
120,9,3,1,3
136,9,0,0,3
138,9,0.666667,0.333333,3
133,9,0,0,3
140,9,14,0.73447,3
90,9,7.888889,0.904321,3
114,9,4.666667,0.984127,3
109,9,8.444445,0.864482,3
87,9,79,0.306281,3
137,9,0.666667,0.666667,3
126,9,5.222222,0.908995,3
109,9,22.333334,0.694627,3
100,9,13.333333,0.738034,3
136,9,25.333334,0.660813,3
127,9,30.11111,0.701476,3
122,9,25.11111,0.402492,3
122,9,31.11111,0.54583,3
131,9,1.555556,1,3
139,9,22.555555,0.386612,3
144,9,6.555555,0.986111,3
133,9,0,0,3
124,9,3.222222,1,3
80,9,31.666666,0.514254,3
72,9,9.444445,0.84169,3
132,9,1.111111,0.888889,3
124,9,12.888889,0.772152,3
88,9,7.666666,0.929574,3
75,9,65.44444,0.297802,3
108,9,61.11111,0.358975,3
102,9,8.444445,0.891218,3
70,9,23.88889,0.476884,3
115,9,5.666666,0.917989,3
105,9,8.333334,0.886048,3
135,9,2.111111,0.888889,3
98,9,9.222222,0.89084,3
83,9,28.555555,0.504161,3
81,9,7.444445,0.881217,3
95,9,15.444445,0.698902,3
96,9,8,0.909236,3
125,9,3.888889,0.923809,3
115,9,12.888889,0.767235,3
76,9,13.333333,0.723011,3
124,9,6.111111,0.973765,3
132,9,4.222222,0.676888,3
107,9,13,0.730592,3
78,9,91.44444,0.269733,3
135,9,0.666667,0.333333,3
108,9,61.11111,0.358975,3
109,9,8.444445,0.864482,3
86,9,19.88889,0.630945,3
120,9,4.444445,0.962963,3
87,9,5.666666,0.862771,3
120,9,3.888889,1,3
138,9,0.666667,0.092593,3
145,9,20.11111,0.532728,3
134,9,15.888889,0.772831,3
95,9,3.888889,0.874074,3
121,9,23.444445,0.596422,3
122,9,1.222222,0.555556,3
145,9,1.444444,0.251852,3
91,9,8,0.867813,3
109,9,4.777778,0.969136,3
92,9,18.666668,0.564898,3
117,9,3.555556,0.968254,3
107,9,5.333334,0.94709,3
134,9,11.444445,0.833935,3
79,9,10.555555,0.842452,3
107,9,12.222222,0.674956,3
110,9,6.444445,0.806658,3
129,9,1.555556,1,3
88,9,10.111111,0.851379,3
125,9,30.666666,0.638455,3
90,9,6.888889,0.926146,3
70,9,26.666666,0.415836,3
96,9,9.777778,0.824784,3
129,9,1.555556,0.777778,3
107,9,14.555555,0.697226,3
108,9,3.333333,0.875926,3
77,9,13.111111,0.762049,3
119,9,6.777778,0.732926,3
123,9,4.222222,1,3
123,9,2.666667,0.981482,3
88,9,6.444445,0.938492,3
123,9,3.777778,1,3
116,9,5.666666,0.912698,3
109,9,9.666667,0.760734,3
145,9,3.555556,0.457672,3
115,9,39,0.523538,3
127,9,1.888889,1,3
133,9,2.777778,1,3
73,9,9.666667,0.822507,3
85,9,3.444444,0.912963,3
111,9,3.555556,1,3
136,9,25.333334,0.660813,3
120,9,4,1,3
69,9,16,0.604281,3
115,9,6.222222,0.954365,3
79,9,45.77778,0.489062,3
99,9,5.555555,0.986111,3
83,9,11.888889,0.82735,3
111,9,9.111111,0.864664,3
96,9,8.555555,0.872222,3
132,9,3.444444,1,3
91,9,8,0.944811,3
73,9,70.111115,0.549032,3
139,9,1.777778,1,3
103,9,5.666666,0.987654,3
131,9,1.777778,0.407407,3
103,9,6.222222,0.799074,3
120,9,3.333333,0.984127,3
121,9,29.222221,0.696178,3
133,9,1.444444,1,3
100,9,11.555555,0.773815,3
117,9,0,0,3
68,9,60.11111,0.413033,3
100,9,2.777778,0.977778,3
144,9,3.444444,1,3
122,9,28.333334,0.718221,3
127,9,5.555555,0.915344,3
95,9,9,0.874917,3
102,9,6.333334,0.899735,3
136,9,13.222222,0.695088,3
106,9,6.111111,0.940476,3
