@relation segment

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
89,1.762962,18.777779,14.222222,-0.555556,-14.222222,1
92,0.429631,22.777779,17.555555,-2,-17.666666,1
111,0.151852,6.444445,2.888889,3,-7.666666,1
106,0.72963,19.555555,14.111111,1.333333,-15,1
124,0.074074,7.111111,3.444444,3.666667,-7.333334,1
60,0.785184,18.88889,14.333333,-1.333333,-15,1
63,0.562963,17.222223,13.333333,-2.555556,-14.222222,1
61,3.185182,18.666668,14,-0.888889,-14.888889,1
58,0.162963,20,15.444445,-2.777778,-16.444445,1
72,0.507407,23.777779,19.444445,-7.333334,-20.333334,1
96,1.022222,22.11111,16.222223,0.666667,-17,1
104,1.840741,20.88889,16.11111,-2.666667,-17,1
104,0.962963,20.222221,15.444445,0.111111,-14.222222,1
102,1.851851,18.555555,13.333333,1.888889,-13.777778,1
139,0.107407,7.555555,3.555556,4.333334,-7.666666,1
143,0.344444,6.666666,3,4.111111,-6.888889,1
75,0.32963,21.11111,15.777778,-0.666667,-16.666666,1
128,0.118518,7.444445,3,5.333334,-8,1
140,0.118519,6.555555,2.888889,4.666666,-6.333334,1
112,0.385185,7,3.555556,2.333333,-8,1
44,2.388888,17.333334,13.666667,-4.222222,-15.222222,1
57,1.618517,24,20.222221,-8.444445,-19.777779,1
118,0.062963,6.555555,3.222222,3.222222,-6.777778,1
56,0.207407,19.444445,14.666667,-1.222222,-15.555555,1
92,0.488889,18.777779,13.555555,0.222222,-15.444445,1
125,0.062963,7.333334,3.555556,3.444444,-7.888889,1
101,0.118519,21.555555,16.555555,-2.666667,-17.666666,1
131,0.42963,7.555555,3.666667,4.777778,-6.888889,1
111,0.240741,6.888889,3,4.444445,-7.222222,1
84,1.277777,23.555555,18,-0.888889,-17.555555,1
142,0.107407,6.555555,2.777778,4.555555,-6.777778,1
65,1.762964,20.11111,15.555555,-2.111111,-15.777778,1
83,0.340741,19.555555,14.333333,0.333333,-15.333333,1
130,0.340741,8.555555,4.666667,3.777778,-7.888889,1
137,0.166667,7.777778,3.333333,5.777778,-7.555555,1
142,0.062963,6.777778,2.444444,5.888889,-7.111111,1
67,1.007407,22.555555,16.333334,0.888889,-17.777779,1
44,2.388888,17.333334,13.666667,-4.222222,-15.222222,1
69,2.907408,23.444445,19.11111,-6.666666,-19.666666,1
91,2.029629,22,16.666668,-1.444444,-17.444445,1
67,0.88889,19.555555,14.555555,-1.333333,-16.333334,1
114,2.018517,19,12.555555,5.333334,-14,1
66,1.007407,18.555555,13.444445,-0.333333,-15.666667,1
135,0.151852,7.444445,3.222222,5.222222,-7.444445,1
132,0.122222,7.444445,3.555556,5.111111,-6.555555,1
111,0.907407,19.777779,15.111111,-0.444444,-14.444445,1
129,0.251852,8,3.777778,4.777778,-7.888889,1
98,0.42963,21,15.777778,0.333333,-15.333333,1
110,5.351851,18.88889,13.444445,2.888889,-13.444445,1
77,1.496295,24.555555,20.222221,-5.555555,-18.555555,1
101,2.311111,18.333334,12.555555,4.222222,-13.111111,1
143,0.062963,7.555555,3,5.666666,-8,1
128,0.044444,6.888889,2.777778,5.555555,-6.777778,1
72,4.744444,23.555555,20.11111,-8.777778,-19.11111,1
130,0.596297,8.444445,4.222222,5.444445,-7.222222,1
81,3.751853,20.11111,15.222222,-1.111111,-15.777778,1
114,0.062963,6.111111,2.888889,2,-7.666666,1
53,1.718519,22.777779,20.11111,-12.888889,-20.88889,1
86,1.274074,24.222221,20.222221,-6.777778,-18.777779,1
129,0.433333,7.888889,3.777778,4.666666,-7.666666,1
102,0.118518,20.333334,15.444445,0.222222,-14.444445,1
135,0.207407,5.666666,2,4.555555,-6.444445,1
56,0.4,23.333334,20,-9.333333,-19.333334,1
53,0.518518,20.88889,16.333334,-2,-15.666667,1
138,0.074074,7,3,4.666666,-7.333334,1
113,0.240741,7.111111,3,4.888889,-7.444445,1
51,1.629631,22.666666,19.444445,-9.222222,-18.88889,1
143,0.133333,6.555555,2.666667,4.555555,-7.111111,1
114,0.062963,6.555555,3.111111,3.888889,-6.444445,1
118,1.529629,21.555555,17.666668,-3.555556,-15.222222,1
116,1.633333,21.222221,16.333334,-1.444444,-16.11111,1
133,0.444444,7.777778,3.666667,4,-8.333333,1
123,2.474074,7.888889,4.555555,2.777778,-7.222222,1
55,3.674073,21.666666,17.555555,-5.333334,-17.666666,1
86,1.218519,23.555555,18,-2.222222,-18.88889,1
115,0.388889,7.333334,3.666667,3.111111,-7.888889,1
121,0.800001,21.666666,17.555555,-4.333334,-16.666666,1
95,1.007408,21.333334,16.222223,-0.222222,-15.555555,1
75,1.911109,24,18.88889,-2.555556,-17.88889,1
115,2.388889,15.666667,12.222222,-2.666667,-13,1
123,0.151852,8,3.555556,5.666666,-7.666666,1
136,0.418519,7.777778,3.777778,4.555555,-7.444445,1
131,0.074074,6.666666,2.888889,4.444445,-6.888889,1
107,2.029629,19.444445,13.444445,2.444444,-15.555555,1
111,0.074074,7.666666,3.222222,5.222222,-8.111111,1
84,1.277777,23.555555,18,-0.888889,-17.555555,1
86,0.833333,23.333334,17.88889,-1.444444,-17.777779,1
123,0.207407,7.555555,3.222222,5.222222,-7.777778,1
122,0.02963,8.111112,3.888889,5.111111,-7.555555,1
103,0.596296,17.666668,11.666667,4.555555,-13.444445,1
102,0.607408,22.11111,17.333334,-2.888889,-17.222221,1
108,0.8,19,12.888889,4,-14.333333,1
128,0.077778,6.888889,3.111111,4,-7.333334,1
70,0.311111,24.444445,19.666668,-4.777778,-19.11111,1
130,0.122222,6.888889,2.888889,4.666666,-7.333334,1
133,0.444444,7.777778,3.666667,4,-8.333333,1
94,0.8,20.666668,15.666667,-1.666667,-16.666666,1
123,0.118518,6,2.333334,4.333334,-6.666666,1
60,1.396297,22.444445,17.88889,-4,-17.666666,1
131,0.088889,7.222222,3,6,-6.666666,1
98,0.666667,18.333334,13.333333,2.555556,-12.444445,1
101,0.385185,20.333334,14.888889,0.777778,-15.555555,1
115,0.033333,8.222222,3.888889,4.666666,-8.333333,1
54,1.674073,22.777779,18.444445,-5.444445,-18.444445,1
117,0.151852,6.888889,3.333333,3,-7.666666,1
147,0.107407,5.444445,3.888889,-4,-8.666667,1
111,0.240741,6.888889,3,4.444445,-7.222222,1
80,1.851851,24.333334,18.555555,-1.444444,-18.777779,1
87,3.096294,18.222221,12.777778,2.666667,-13.666667,1
56,0.429629,22.11111,17.666668,-4.777778,-18.11111,1
117,0.122222,7.333334,3.777778,2.666667,-8,1
92,4.518517,20.222221,14.555555,2.555556,-14.444445,1
118,0.385186,20.222221,15.777778,-2.666667,-16,1
68,1.485186,20.444445,15.888889,-3.444444,-17.11111,1
66,3.040741,25.333334,21.666666,-9.222222,-20.222221,1
124,0.166667,7.444445,3.333333,4.222222,-8.111111,1
41,1.674074,20.777779,16.88889,-5.111111,-16.777779,1
81,2.21111,20.333334,14.555555,1.444444,-15.888889,1
125,0.062963,7.222222,3.444444,4.111111,-7.222222,1
118,0.385185,7.555555,3.666667,3.333333,-8.333333,1
56,3.644444,26.11111,22.11111,-7.555555,-19.555555,1
107,1.940741,19.88889,13.888889,3,-15,1
124,0.074074,7.111111,3.444444,3.666667,-7.333334,1
123,0.088889,7.111111,3.444444,3.888889,-7.111111,1
71,1.807406,21.88889,16.777779,-2.666667,-18,1
131,0.162963,6.888889,3,4.666666,-7,1
147,0.074074,3.888889,1.888889,-0.777778,-6.777778,1
115,0.151852,7.777778,4,3,-8.333333,1
90,0.577778,23.666666,18.666668,-3.555556,-18.555555,1
149,0.251852,4.111111,3.555556,-4,-5.666666,1
64,5.496297,21.777779,17.88889,-5.555555,-17.222221,1
122,0.107407,7,3.222222,4.111111,-7.222222,1
78,2.34074,24,18.555555,-1.777778,-18.11111,1
102,0.607408,22.11111,17.333334,-2.888889,-17.222221,1
113,0.077778,7.222222,3.444444,3.222222,-8.111111,1
79,2.285185,17.333334,12.111111,1.555556,-14.111111,1
92,2.418516,18.777779,14.333333,-0.888889,-14.222222,1
116,0.477778,7.111111,3.555556,3,-7.666666,1
34,3.688889,18.222221,14.888889,-6.333334,-16.333334,1
147,0.133333,4.111111,2.222222,-1.444444,-7.111111,1
143,0.207407,6.777778,2.777778,4,-8,1
113,0.996296,17.11111,10.111111,7.222222,-13.777778,1
110,0.122222,4.333334,2,0.333333,-6.666666,1
136,0.196296,7.111111,3.333333,4.444445,-6.888889,1
126,0.211111,8.777778,4.888889,4.444445,-7.222222,1
61,0.507407,22.666666,17.88889,-3.222222,-17.555555,1
95,1.007408,21.333334,16.222223,-0.222222,-15.555555,1
116,0.107407,6.777778,3.111111,3.444444,-7.555555,1
74,9.940739,22.555555,17.666668,-3.111111,-17.777779,1
81,1.674073,22.333334,17,-1.111111,-17.11111,1
140,0.462963,7.888889,3.777778,4.666666,-7.666666,1
135,0.118519,6.888889,2.666667,5.666666,-7,1
103,3.411113,21.222221,16.333334,-1.888889,-16.555555,1
136,0.122222,8.333334,4.111111,4.555555,-8.111111,1
59,3.5,20.777779,15.888889,-3.111111,-17.777779,1
74,1.555556,21.666666,16.666668,-2.222222,-17.222221,1
125,0.062963,7.333334,3.555556,3.444444,-7.888889,1
122,0.062963,7,3,4.333334,-7.666666,1
145,0.162963,6.333334,3,3.111111,-6.888889,1
141,0.433333,7,3,4.777778,-7.222222,1
139,0.177778,6.555555,3,3.666667,-7,1
59,0.951851,22.666666,18,-3.555556,-17.555555,1
143,0.044444,6.111111,2,4.777778,-7.555555,1
111,1.466666,19.777779,13.888889,3.444444,-14.222222,1
75,1.407408,22,16.88889,-2.222222,-17.555555,1
85,0.518519,20.777779,15.444445,-1,-17,1
50,0.462963,21.666666,17.444445,-4.111111,-16.777779,1
62,0.518519,20.777779,15.666667,-1.333333,-16.666666,1
60,1.140741,21.333334,16.555555,-3.888889,-18.222221,1
113,0.207407,6.888889,3,4.111111,-7.555555,1
68,3.040739,17.666668,12.444445,-0.111111,-15.777778,1
140,0.251852,7.444445,3.666667,4.333334,-7,1
42,0.151851,20,16.666668,-7.777778,-17.777779,1
129,0.433333,7.888889,3.777778,4.666666,-7.666666,1
122,0.118518,7.333334,3.333333,4.444445,-7.555555,1
149,0.251852,4.111111,3.555556,-4,-5.666666,1
66,2.162962,21.222221,16.777779,-4.222222,-17.555555,1
117,0.207407,7.666666,3.888889,4,-7.333334,1
142,0.122222,6.777778,2.333334,6.333334,-7,1
67,3.362964,22.88889,17.555555,-2.555556,-18.555555,1
145,0.018518,5.555555,2.222222,4.888889,-5.111111,1
118,0.118518,7.555555,3.555556,3.888889,-8.111111,1
117,0.207407,20.666668,14.888889,2.333333,-15,1
114,0.788889,16.11111,10.333334,4.777778,-12.555555,1
121,0.118518,8,3.777778,4.777778,-7.888889,1
114,0.062963,7,3.222222,3.333333,-8,1
40,2.711112,15.666667,12.555555,-4.555555,-13.888889,1
146,0.122222,5.666666,2.888889,1.666667,-6.666666,1
116,0.151852,7.555555,3.666667,3.222222,-8.444445,1
75,4.611113,23.333334,19.777779,-7.888889,-18.555555,1
115,1.440742,20.555555,15.111111,1.888889,-14.444445,1
60,2.329629,24.666666,20.333334,-6.222222,-19.222221,1
137,0.166667,7.777778,3.333333,5.777778,-7.555555,1
108,0.640741,21,16.555555,-2.777778,-16.11111,1
63,1.574073,19.666668,15.333333,-3.777778,-16.777779,1
101,1.288888,21.222221,15.888889,-0.222222,-16.222221,1
113,0.255556,7.111111,3,4.555555,-7.777778,1
100,0.266666,21.777779,16.444445,-1.333333,-17.333334,1
138,0.562963,7.333334,3.333333,4.777778,-7.222222,1
89,2.907407,21.333334,16.555555,-1.666667,-16,1
90,2.074072,22,16.777779,-1.888889,-17.555555,1
134,0.062963,6.777778,2.888889,4.444445,-7.222222,1
108,0.8,19,12.888889,4,-14.333333,1
116,0.151852,7.555555,3.666667,3.222222,-8.444445,1
73,0.72963,19.222221,13.888889,0.444444,-15.555555,1
114,0.196296,7.555555,3.666667,4,-7.666666,1
68,1.007408,24.222221,20.444445,-8.888889,-20.222221,1
64,1.144445,22.666666,17.666668,-4.222222,-19.222221,1
132,0.077778,7.111111,2.888889,5.222222,-7.444445,1
124,0.062963,8.222222,4.222222,3.444444,-8.555555,1
126,0.207407,6.444445,2.555556,4.555555,-7.111111,1
109,0.240741,19.222221,13.111111,4.333334,-14,1
45,3.174073,20.555555,16.444445,-4.111111,-16.444445,1
69,1.144444,22,18.444445,-7,-17.666666,1
71,0.785185,21.777779,16.666668,-1.666667,-17,1
62,0.833334,20.555555,15.777778,-1.888889,-16.222221,1
90,0.596296,18.777779,13.444445,2,-14,1
61,1.574074,20.333334,16.11111,-4.222222,-16.88889,1
101,0.329629,19.666668,13.888889,1.888889,-15.444445,1
111,0.374074,7,3.444444,2.888889,-7.777778,1
129,0.562963,8.444445,4,5.333334,-8,1
64,2.118519,22,16.555555,-1.444444,-17.777779,1
86,0.651853,18.555555,13.666667,-0.111111,-14.777778,1
117,0.133333,6.333334,3.444444,1.666667,-7,1
51,1.999999,18.777779,14.333333,-2.444444,-15.777778,1
111,0.311111,6.888889,3.222222,3.555556,-7.444445,1
134,0.107407,6.444445,2.555556,5.111111,-6.555555,1
128,0.077778,6.888889,3.111111,4,-7.333334,1
112,0.418518,7.111111,3.444444,3.555556,-7.444445,1
88,3.2,18.777779,15.666667,-5.444445,-14.777778,1
149,0.122222,5.555555,5.111111,-5.888889,-7.222222,1
55,2.82963,20.555555,15.888889,-1.444444,-15.444445,1
120,0.02963,7.777778,3.333333,5.444445,-7.888889,1
101,1.288888,21.222221,15.888889,-0.222222,-16.222221,1
47,0.355557,116,121.44444,-31.11111,-14.777778,2
35,0.285183,131.22223,132,-15.777778,-13.444445,2
26,1.0074,131,133.11111,-17.666666,-11.333333,2
52,0.018518,115.55556,121.55556,-30.666666,-12.666667,2
87,0.474069,127.888885,131.88889,-22.555555,-10.555555,2
16,0.162962,87.55556,95,-44.88889,-22.555555,2
15,0.272168,118.333336,125.44444,-32.77778,-11.444445,2
55,0.818524,113.888885,119.111115,-30.666666,-15,2
94,0.551852,106.888885,105.111115,-18.88889,-24.222221,2
51,1.099995,117,121.77778,-28,-13.666667,2
34,0.928956,113.666664,120.77778,-35.444443,-14.111111,2
61,0.490653,95.111115,103.77778,-41.88889,-15.888889,2
48,0.251852,112.22222,116.77778,-30.444445,-16.777779,2
36,0.340743,89.55556,94.333336,-40.444443,-26.11111,2
38,0.403687,100.44444,108.55556,-39.11111,-14.777778,2
21,0.799994,120.666664,126.333336,-27.555555,-10.555555,2
62,0.166666,117.55556,121.55556,-26.777779,-14.777778,2
48,0.9963,94.77778,99.77778,-39.333332,-24.333334,2
13,0.47778,122.111115,128.44444,-29,-10,2
78,1.025599,93.22222,101.666664,-40.88889,-15.555555,2
30,0.272164,100.77778,108.888885,-37.444443,-13.111111,2
46,0.611616,112.77778,119.888885,-35.333332,-14,2
32,0.586892,103.888885,113.111115,-38.666668,-11,2
77,0.574135,93.888885,103.77778,-41.22222,-11.555555,2
26,0.272165,98.333336,107.44444,-41.666668,-14.333333,2
53,0.455419,112.333336,119.77778,-33.333332,-11,2
13,1.011116,137.11111,139.44444,-14.111111,-7.111111,2
75,0.266666,72,77.77778,-49.666668,-32.333332,2
68,0.57778,95.111115,97.333336,-32,-25.333334,2
57,0.418515,129.88889,131.77779,-18.222221,-12.555555,2
24,0.907406,117.666664,123.55556,-29.88889,-12.222222,2
29,0.60741,88.77778,94.666664,-43.444443,-25.777779,2
20,0.490655,114,120.44444,-33,-13.666667,2
47,0.385188,129,131.88889,-20.222221,-11.555555,2
60,0.388886,114,118.666664,-29,-15,2
67,0.459472,112.333336,117.888885,-31.666666,-15,2
50,1.003694,93.888885,103.55556,-46.11111,-17.11111,2
54,0.646931,112.666664,119.111115,-35.11111,-15.777778,2
47,0.607409,114.111115,117.666664,-29.222221,-18.555555,2
54,0.443054,96.77778,103.666664,-36.22222,-15.555555,2
71,0.888891,115.55556,121.44444,-31.222221,-13.555555,2
81,0.240743,105.666664,104.22222,-21.777779,-26.11111,2
55,2.877772,90,95.111115,-39.22222,-23.88889,2
34,0.966091,111.44444,118.22222,-35.333332,-15,2
17,0.5164,115,121.55556,-33.444443,-13.777778,2
52,0.596301,101,104.666664,-31.88889,-20.88889,2
57,0.712326,113,119.44444,-33.77778,-14.444445,2
22,0.255559,133,133.88889,-14.888889,-12.222222,2
81,0.329631,75.66667,79.111115,-44.22222,-33.88889,2
18,0.691216,102.333336,108.888885,-34.333332,-14.666667,2
85,0.299998,88.77778,91.77778,-36.77778,-27.777779,2
72,1.00741,115.333336,120.77778,-30.666666,-14.333333,2
30,0.879816,115.111115,120.111115,-30.88889,-15.888889,2
23,0.611616,111.888885,119.77778,-37.666668,-14,2
30,0.272165,97.666664,107,-40.666668,-12.666667,2
34,0.340741,131.44444,133,-16.777779,-12.111111,2
35,1.229632,117.44444,122.666664,-30.333334,-14.666667,2
12,0.272164,107.22222,114.55556,-35.444443,-13.444445,2
54,0.107408,109.111115,108.77778,-23,-24,2
25,0.329628,88,93.77778,-43.444443,-26.11111,2
27,0.462964,132.55556,135.11111,-16.555555,-8.888889,2
15,0.557772,100.111115,109.111115,-40.88889,-13.888889,2
71,0.888891,115.55556,121.44444,-31.222221,-13.555555,2
40,0.574132,96.22222,106.888885,-43.444443,-11.444445,2
40,0.207408,114.44444,118.888885,-30.555555,-17.222221,2
82,0.344266,92.888885,100.77778,-40.88889,-17.222221,2
51,0.443051,111.77778,118.888885,-34.22222,-12.888889,2
66,0.462965,79.111115,83.888885,-43,-28.666666,2
74,0.088889,89.111115,93.22222,-38.22222,-25.88889,2
36,0.172137,98.22222,107.22222,-41.11111,-14.111111,2
38,0.58373,113.333336,119.55556,-34.555557,-15.888889,2
33,0.623609,96.77778,106.333336,-41.444443,-12.777778,2
48,0.207406,127.55556,130.88889,-21.88889,-11.888889,2
15,1.051846,119.666664,125.44444,-31.444445,-14.111111,2
90,0.044444,105.888885,106,-22.777779,-22.444445,2
51,0.443054,110.666664,117.44444,-36.88889,-16.555555,2
83,0.518519,74.55556,80.44444,-48.22222,-30.555555,2
20,0.327729,98.44444,107.111115,-39.77778,-13.777778,2
67,0.622222,99.44444,101.55556,-28.222221,-21.88889,2
27,0.462964,132.55556,135.11111,-16.555555,-8.888889,2
101,0.385187,126.44444,131.11111,-25.444445,-11.444445,2
78,0.329632,128.66667,131,-20.666666,-13.666667,2
62,1.310924,112.333336,118.77778,-33.444443,-14.111111,2
66,1.57407,111,116.888885,-34.666668,-17,2
40,0.62063,114.22222,119.55556,-32.77778,-16.777779,2
33,0.623609,96.77778,106.333336,-41.444443,-12.777778,2
41,0.772202,111.888885,117.44444,-33.444443,-16.777779,2
90,0.374076,105.666664,105.333336,-22.333334,-23.333334,2
21,0.760117,116.22222,122.55556,-33.22222,-14.222222,2
43,0.32963,94.111115,99.111115,-39.11111,-24.11111,2
25,0.84444,89.111115,94.888885,-43.555557,-26.222221,2
21,0.516398,115.77778,122.666664,-33,-12.333333,2
44,0.574135,113.44444,119.888885,-31.11111,-11.777778,2
50,0.272166,109.22222,115.44444,-35.88889,-17.222221,2
40,0.516397,95.333336,105.77778,-44.11111,-12.777778,2
46,0.62361,100.888885,110.111115,-41.22222,-13.555555,2
25,0.501848,97.77778,107.55556,-43.333332,-14,2
72,0.399998,79.22222,84,-42.666668,-28.333334,2
14,0.807371,100.111115,109.22222,-41.11111,-13.777778,2
57,0.196297,111.333336,116.666664,-33,-17,2
33,0.272163,113.22222,119.55556,-34,-15,2
75,0.774077,115.888885,121.111115,-30.555555,-14.888889,2
57,0.785183,76.44444,83,-49.444443,-29.777779,2
70,0.177776,104,105.77778,-25.555555,-20.222221,2
27,0.623609,111.55556,117.77778,-33.333332,-14.666667,2
13,0.444445,119.666664,126.111115,-32.22222,-12.888889,2
91,0.827758,92.55556,98.666664,-37,-18.666666,2
86,0.691214,92.888885,100.333336,-38.666668,-16.333334,2
46,1.629631,116,121.111115,-30.11111,-14.777778,2
19,0.760118,115.44444,122.111115,-33.666668,-13.666667,2
15,0.211111,133.88889,137.44444,-19.222221,-8.555555,2
45,0.455421,110.55556,118,-36.88889,-14.555555,2
13,0.207407,134.33334,137.33334,-17.777779,-8.777778,2
18,0.088889,102.44444,107.666664,-35.11111,-19.444445,2
31,0.385183,117.111115,122.111115,-29.11111,-14.111111,2
63,0.516398,92.666664,100.888885,-38.77778,-14.111111,2
39,0.062963,116.333336,122.44444,-32.22222,-13.888889,2
45,0.207408,111.111115,116.111115,-31.222221,-16.222221,2
64,0.800003,77.22222,82.55556,-46.77778,-30.777779,2
46,0.611616,112.77778,119.888885,-35.333332,-14,2
62,0.385184,100.666664,102.77778,-28.555555,-22.222221,2
56,0.029629,115.888885,121.44444,-30.333334,-13.666667,2
63,0.443052,96.22222,104.44444,-38.11111,-13.444445,2
13,0.207408,88.22222,95.666664,-47.666668,-25.333334,2
50,0.655462,113.111115,118.333336,-33,-17.333334,2
54,0.166667,127.55556,129.88889,-20.333334,-13.333333,2
16,0.344443,99.111115,105.22222,-38.11111,-19.777779,2
32,0.162964,129.77779,132.77779,-19.555555,-10.555555,2
80,0.177779,82.44444,87.22222,-41.666668,-27.333334,2
41,0.327731,95.111115,105.111115,-43.77778,-13.777778,2
20,0.062963,102.666664,106.55556,-33.555557,-21.88889,2
89,0.272169,93.111115,99.666664,-38.88889,-19.222221,2
71,0.329628,72.77778,79.111115,-49.11111,-30.11111,2
49,0.385186,108.111115,114.666664,-37.77778,-18.11111,2
24,0.966665,110.77778,116.333336,-32.555557,-15.888889,2
28,0.074075,97.888885,102.44444,-37.77778,-24.11111,2
31,0.344266,101.888885,110.44444,-39.22222,-13.555555,2
41,0.774073,130.66667,133.55556,-19.444445,-10.777778,2
46,0.399996,129.44444,131.55556,-18.222221,-11.888889,2
83,0.518519,74.55556,80.44444,-48.22222,-30.555555,2
42,0.685184,117,122.333336,-30.11111,-14.111111,2
47,0.211113,82.55556,87.333336,-43.666668,-29.333334,2
34,0.122222,91.22222,97.888885,-42.77778,-22.777779,2
62,0.207406,85.666664,91.888885,-42,-23.333334,2
19,0.418515,121,126.111115,-26.777779,-11.444445,2
39,0.299997,116.55556,123.111115,-32.88889,-13.222222,2
68,0.151852,115.666664,120.666664,-30.333334,-15.333333,2
44,2.094083,112,118.888885,-31.777779,-11.111111,2
88,0.329632,101.55556,102.666664,-27.11111,-23.777779,2
104,1.436302,87.22222,94.44444,-39.88889,-18.222221,2
21,0.516398,115.77778,122.666664,-33,-12.333333,2
42,0.462963,128.11111,131.33334,-21.555555,-11.888889,2
39,0.730297,99.44444,108.44444,-40.666668,-13.666667,2
25,1.46667,117.77778,123.888885,-30.666666,-12.333333,2
13,0.196294,122.77778,128.55556,-28.444445,-11.111111,2
40,0.574132,96.22222,106.888885,-43.444443,-11.444445,2
19,0.389681,116.55556,122.888885,-32.88889,-13.888889,2
59,0.349603,110.55556,116.77778,-34.444443,-15.777778,2
62,0.207408,116.333336,121.111115,-27.222221,-12.888889,2
115,0.02963,123.22222,129.77779,-28.666666,-9,2
28,0.389683,111,117.888885,-34.555557,-13.888889,2
63,0.296294,108.44444,114.666664,-35.333332,-16.666666,2
18,0.729626,133.33334,135,-15.888889,-10.888889,2
42,0.607408,130.44444,133.33334,-19.88889,-11.222222,2
96,0.418521,103.44444,103.22222,-24.444445,-25.11111,2
18,0.455422,97.22222,108.666664,-44.666668,-10.333333,2
59,0.459466,109.22222,116.888885,-37.444443,-14.444445,2
30,0.272164,100.77778,108.888885,-37.444443,-13.111111,2
29,1.229636,119,123.666664,-28.444445,-14.444445,2
13,0.507406,134.88889,140,-20.11111,-4.777778,2
49,0.388888,117,122.111115,-31.222221,-15.888889,2
