@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
106,1.611111,17.222223,-3.111111,20.555555,29.88889,-1.695804,1
69,1.611111,18.444445,-7,24.666666,32.555557,-1.811203,1
122,0.5,3.888889,5.111111,2.444444,8.111112,-0.83212,1
113,0.277778,3.444444,3.222222,4.888889,7.888889,-1.175454,1
65,2.333334,15.555555,-2.111111,17.88889,26.777779,-1.665853,1
116,4.777777,11.555555,2.444444,11.444445,21.222221,-1.162844,1
89,2.944445,16.555555,-1.666667,17.666666,27.777779,-1.611365,1
123,0.888889,4.555555,2.777778,4.444445,8.444445,-1.18068,1
116,1.555556,16.333334,-1.444444,17.555555,27.555555,-1.632243,1
139,0.833333,3.555556,4.333334,3.333333,7.555555,-0.965946,1
92,1.388889,17.555555,-2,19.666666,30,-1.653926,1
60,1.277778,14.666667,-1.777778,17.555555,25.777779,-1.650048,1
56,1.333333,16.88889,-4.888889,22.444445,30.222221,-1.759414,1
145,0.722222,3,3.111111,3.777778,7,-1.068968,1
124,0.388889,3.333333,4.222222,3.888889,7.666666,-1.02473,1
75,3.777778,18.88889,-2.555556,20.444445,31.666666,-1.652768,1
77,4.444445,19.11111,-3.222222,21.444445,32.333336,-1.677308,1
130,0.666667,3.222222,5,2.666667,7.555555,-0.871495,1
124,0.444444,2.666667,4.666666,2.666667,6.777778,-0.877707,1
56,1.5,17.666668,-4.777778,22.88889,31.333334,-1.748835,1
113,2.777778,10.111111,7.222222,6.555555,18.333334,-0.9757,1
132,0.222222,2.888889,5.222222,2.222222,7.111111,-0.808383,1
115,0.333333,4,3,5.333334,8.666667,-1.210357,1
56,2.722222,22.11111,-7.555555,27.11111,37.666668,-1.819915,1
73,2.611111,13.888889,0.444444,15.111111,24.11111,-1.524253,1
60,2.444445,16.555555,-3.888889,22.11111,30,-1.709389,1
140,0.5,3.666667,4.333334,2.666667,7.555555,-0.91962,1
51,1.611111,14.333333,-2.444444,18.222221,25.666666,-1.68129,1
135,0.666667,2,4.555555,1.888889,5.666666,-0.807848,1
128,0.666667,3.111111,4,3.333333,7.111111,-0.985811,1
143,0.444444,2.777778,4,4,7,-1.048222,1
103,1.833333,16.333334,-1.888889,18.444445,28,-1.634396,1
95,2.499999,16,0,15.333333,26.222221,-1.555549,1
107,3.333333,13.444445,2.444444,13.111111,23.11111,-1.370369,1
134,0.666667,2.555556,5.111111,1.444444,6.444445,-0.730465,1
134,0.722222,3.333333,5.333334,2.333333,7.888889,-0.806042,1
61,0.833333,17.88889,-3.222222,20.777779,30.666666,-1.700913,1
44,2.38889,13.666667,-4.222222,19.444445,25.222221,-1.753726,1
59,2.055555,15.888889,-3.111111,20.88889,28.777779,-1.680812,1
129,0.666667,3.777778,4.666666,3,8.222222,-0.932783,1
126,0.444445,3.111111,5,3,7.444445,-0.895807,1
91,2.166666,16.666668,-1.444444,18.88889,28.777779,-1.630409,1
136,0.444444,3.333333,4.444445,2.444444,7.222222,-0.896533,1
83,2.444445,14.333333,0.333333,15,24.444445,-1.507007,1
54,2.722222,18.444445,-5.444445,23.88889,32.555557,-1.760752,1
135,0.888889,3,4.777778,2.777778,7.444445,-0.892179,1
128,0.666667,3.111111,4,3.333333,7.111111,-0.985811,1
103,1.111111,13.222222,2.666667,12.666667,22.555555,-1.397414,1
145,0.5,1.888889,3.777778,2.777778,5.444445,-0.959485,1
107,1.777778,11.888889,6.222222,8.222222,19.777779,-1.131973,1
117,0.5,3.333333,3,4.666666,7.444445,-1.179692,1
86,3.555556,17.88889,-1.444444,19.222221,30.222221,-1.60859,1
91,2.555556,14.888889,0.111111,14.444445,24.555555,-1.55225,1
64,1.388889,17.666668,-4.222222,23.444445,31.88889,-1.724894,1
125,0.666667,3.555556,3.444444,4.444445,7.777778,-1.121818,1
88,2.944445,15.666667,-5.444445,20.222221,27.333334,-1.785147,1
66,2.166667,16.777779,-4.222222,21.777779,29.88889,-1.733544,1
57,2.111111,19.777779,-4.888889,24.444445,34.444447,-1.739017,1
56,1.277777,20,-9.333333,28.666666,36,-1.863182,1
143,0.666667,3,4.111111,2.777778,6.777778,-0.914813,1
110,2.666667,13.444445,2.888889,10.555555,21.444445,-1.345096,1
142,1.277778,2.333334,4.888889,1.888889,6.333334,-0.776334,1
123,0.388889,3.444444,3.888889,3.222222,7.333334,-0.988413,1
92,1.777778,17.11111,-3.333333,20.666666,29.777779,-1.682651,1
126,0.666667,4.888889,4.444445,2.777778,8.888889,-0.913675,1
136,0.666667,4.111111,4.555555,3.555556,8.666667,-0.963931,1
137,1.111111,3.333333,5.777778,1.777778,7.777778,-0.744272,1
61,1.555555,16.11111,-4.222222,21.11111,28.777779,-1.737293,1
77,3.055556,20.222221,-5.555555,24.11111,34.444447,-1.768872,1
101,1.277778,15.888889,-0.222222,16.444445,26.777779,-1.558599,1
145,0.722222,3,3.111111,3.777778,7,-1.068968,1
124,0.388889,3.333333,4.222222,3.888889,7.666666,-1.02473,1
73,1.611112,15.333333,-2.555556,18.444445,26.777779,-1.675465,1
111,0.444445,3,4,4,7.333334,-1.041434,1
100,1.388889,16.444445,-1.333333,18.666666,28.444445,-1.623301,1
138,0.833333,3.333333,4.777778,2.444444,7.333334,-0.862108,1
81,1.333333,17,-1.111111,18.222221,28.777779,-1.606794,1
116,0.333333,3.111111,3.444444,4.111111,7.333334,-1.099624,1
63,1.5,13.333333,-2.555556,16.777779,23.666666,-1.683847,1
115,3.888889,15.111111,1.888889,12.555555,24.11111,-1.440963,1
55,1.777777,17.555555,-5.333334,23,31.11111,-1.771163,1
58,1.388889,15.444445,-2.777778,19.222221,27.333334,-1.685074,1
125,0.666667,3.555556,3.444444,4.444445,7.777778,-1.121818,1
67,2.444445,14.555555,-1.333333,17.666666,25.88889,-1.623202,1
132,0.944444,3.555556,5.111111,1.444444,7.555555,-0.726018,1
131,0.777778,3.666667,4.777778,2.111111,7.555555,-0.804846,1
135,0.833333,2.666667,5.666666,1.333333,6.888889,-0.692028,1
113,2.944444,15.333333,-0.777778,15.555555,25.444445,-1.585609,1
85,3.944444,15.777778,-3,20,28.11111,-1.659879,1
106,2.111111,14.888889,0,15.333333,25.11111,-1.55762,1
86,1.722222,13.666667,-0.111111,14.888889,23.555555,-1.541502,1
42,1.388889,16.666668,-7.777778,25.555555,31.11111,-1.842494,1
133,1.166667,3.666667,4,4.333334,8.222222,-1.077659,1
147,0.777778,3.888889,-4,12.666667,11,-1.783388,1
59,2.055555,18,-3.555556,21.11111,30.88889,-1.699326,1
117,1,16.222223,-0.333333,15.333333,26.333334,-1.574477,1
102,2.611111,17.333334,-2.888889,20.11111,29.777779,-1.68544,1
124,0.888889,3.444444,3.666667,3.666667,7.555555,-1.037663,1
144,0.722222,2.666667,3.555556,2.888889,6.222222,-0.969119,1
67,1.833333,16.333334,0.888889,16.88889,27.88889,-1.524771,1
114,2.111111,10.333334,4.777778,7.777778,17.444445,-1.179347,1
117,0.555556,3.444444,1.666667,5.333334,7.555555,-1.353896,1
102,2.611111,17.333334,-2.888889,20.11111,29.777779,-1.68544,1
111,2.555555,1.777778,0.888889,5.222222,5.555555,-1.43724,1
60,1.055555,14.333333,-1.333333,16.333334,24.777779,-1.623392,1
104,4,16.555555,-4.111111,20.222221,28.666666,-1.72879,1
66,2.944444,21.666666,-9.222222,29.444445,38.22222,-1.844993,1
111,0.888889,3.444444,2.888889,4.888889,7.888889,-1.175773,1
88,2.888889,16.666668,-2.444444,18.88889,28.444445,-1.653787,1
89,2.555556,14.222222,-0.555556,14.777778,23.88889,-1.544214,1
116,1.166667,3.555556,3,4.666666,7.777778,-1.163245,1
104,2.666666,16.11111,-2.666667,19.666666,28.333334,-1.669752,1
55,1.777777,17.555555,-5.333334,23,31.11111,-1.771163,1
67,2.444445,14.555555,-1.333333,17.666666,25.88889,-1.623202,1
111,0.611111,3.222222,5.222222,2.888889,7.666666,-0.872666,1
126,1,3.777778,3.555556,4.555555,8.333334,-1.118131,1
130,1,4.222222,5.444445,1.777778,8.444445,-0.764077,1
59,2.944445,18.555555,-8.222222,27.777779,34.333336,-1.836328,1
45,3.277778,16.444445,-4.111111,20.555555,28.777779,-1.73537,1
92,2.166667,13.555555,0.222222,15.222222,23.777779,-1.548296,1
111,0.5,2.888889,3,4.666666,7.222222,-1.181388,1
62,1.222223,15.666667,-1.333333,18,27.222221,-1.620398,1
104,3.055556,15.444445,0.111111,14.111111,24.88889,-1.555376,1
120,0.444445,3.333333,5.444445,2.444444,7.777778,-0.820403,1
80,3,18.555555,-1.444444,20.222221,31.555555,-1.620451,1
116,0.555555,3.888889,2.777778,5.444445,8.555555,-1.233945,1
64,2.888888,17.88889,-5.555555,22.777779,31.222221,-1.756712,1
66,1.5,13.444445,-0.333333,16,24,-1.569253,1
114,1,3.666667,4,3.666667,7.888889,-1.0108,1
70,1.833333,17.88889,-2,19.333334,30.11111,-1.649603,1
80,2.5,19.555555,-6,25.333334,34.444447,-1.773594,1
100,1.222222,15.555555,1.777778,14.777778,26,-1.477019,1
123,0.444444,2.333334,4.333334,2.333333,6,-0.853547,1
124,0.888889,3.444444,3.666667,3.666667,7.555555,-1.037663,1
133,0.5,3.888889,5,3.333333,8.444445,-0.924817,1
134,0.388889,2.888889,4.444445,2.777778,7,-0.912631,1
129,0.888889,4,5.333334,2.666667,8.444445,-0.843904,1
100,2.666667,15.444445,0.777778,14.777778,25.555555,-1.519702,1
75,2.222222,19.777779,-7.888889,26.444445,34.77778,-1.8356,1
90,1.333334,13.444445,2,12,22.11111,-1.425885,1
149,0.722222,3.555556,-4,9.666667,8.666667,-1.985703,1
71,2.833333,16.777779,-2.666667,20.666666,29.666666,-1.66796,1
101,2.222222,13.888889,1.888889,13.555555,23.555555,-1.457591,1
79,2.111111,12.111111,1.555556,12.555555,21,-1.453114,1
129,0.666667,3.777778,4.666666,3,8.222222,-0.932783,1
126,0.611111,2.888889,6.777778,0.777778,7.666666,-0.612886,1
85,1.777778,13.111111,2.777778,11.777778,21.88889,-1.386867,1
101,1.611111,16.555555,-2.666667,20.333334,29.222221,-1.674318,1
133,1.166667,3.666667,4,4.333334,8.222222,-1.077659,1
50,1,17.444445,-4.111111,20.88889,30,-1.741254,1
64,1.666666,14,-4,18.666666,25.11111,-1.755505,1
143,0.5,3,5.666666,2.333333,7.555555,-0.796918,1
111,0.888889,3.444444,2.888889,4.888889,7.888889,-1.175773,1
137,1.111111,3.333333,5.777778,1.777778,7.777778,-0.744272,1
57,2.111111,19.777779,-4.888889,24.444445,34.444447,-1.739017,1
108,1.388889,12.888889,4,10.333333,21.11111,-1.302133,1
98,1.888889,15.777778,0.333333,15,25.88889,-1.528895,1
86,1.666667,18,-2.222222,21.11111,31.333334,-1.650844,1
108,1.388889,12.888889,4,10.333333,21.11111,-1.302133,1
128,0.666667,3,5.333334,2.666667,7.444445,-0.837598,1
90,5.111111,16.777779,-1.888889,19.444445,29.11111,-1.622331,1
107,1.611111,12.555555,3.444444,10.444445,20.777779,-1.312499,1
85,1.777778,13.111111,2.777778,11.777778,21.88889,-1.386867,1
134,0.777778,3.666667,4.111111,3.111111,7.777778,-0.966318,1
125,0.666667,3.444444,4.111111,3.111111,7.333334,-0.944272,1
111,1.611111,15.111111,-0.444444,14.888889,24.88889,-1.58144,1
147,0.722222,2.222222,-1.444444,8.555555,7.666666,-1.561754,1
140,1,3.777778,4.666666,3,8.222222,-0.909267,1
74,0.666667,16.666668,-2.222222,19.444445,28.88889,-1.646671,1
114,0.444444,2.888889,2,5.666666,7.333334,-1.314533,1
117,1.611111,14.888889,2.333333,12.666667,24.11111,-1.420087,1
77,2.444445,18.444445,-3.111111,21.222221,31.555555,-1.68954,1
118,0.444445,3.555556,3.888889,4.222222,7.777778,-1.076198,1
128,0.333333,3.333333,4.111111,3.777778,7.666666,-1.005054,1
101,1.277778,15.888889,-0.222222,16.444445,26.777779,-1.558599,1
92,2.5,14.333333,-0.888889,15.111111,24.11111,-1.570588,1
109,1.944444,12.555555,5.888889,8.222222,20.444445,-1.131204,1
139,0.833333,3.555556,4.333334,3.333333,7.555555,-0.965946,1
138,0.5,2.666667,5.444445,1.444444,6.777778,-0.722894,1
53,1.166667,16.333334,-2,17.666666,27.444445,-1.662177,1
60,2.888889,20.333334,-6.222222,25.444445,35.22222,-1.776113,1
149,1,3.666667,-4.222222,9.777778,8.777778,-2.009108,1
128,0.888889,3.444444,5.888889,1.555556,7.888889,-0.7213,1
142,1.722222,2.444444,5.888889,1.222222,6.777778,-0.675123,1
116,0.222222,2.888889,3.444444,4.111111,6.888889,-1.093148,1
68,2.166667,20.444445,-8.888889,29.11111,36.88889,-1.848523,1
66,1.111113,83.888885,-43,71.666664,117.333336,-2.224845,2
45,1.555557,116.111115,-31.222221,47.444443,137.33334,-2.292668,2
15,0.555556,125.44444,-32.77778,44.22222,144,-2.38244,2
49,1.166668,122.111115,-31.222221,47.11111,143.11111,-2.297839,2
21,1,122.55556,-33.22222,47.444443,143.11111,-2.339377,2
39,1.833333,105.55556,-32.444443,55.88889,132,-2.198158,2
58,1.055559,104.44444,-38.22222,52.11111,126.44444,-2.375207,2
57,0.77778,90.22222,-43.77778,68.888885,121.55556,-2.264402,2
36,1.055556,107.22222,-41.11111,55.22222,130.33334,-2.387384,2
30,1.222223,108.888885,-37.444443,50.555557,130.11111,-2.385308,2
39,1.833333,105.55556,-32.444443,55.88889,132,-2.198158,2
71,1.333333,79.111115,-49.11111,79.22222,115.55556,-2.249475,2
48,0.555555,116.77778,-30.444445,47.22222,138.11111,-2.278604,2
30,1.222223,108.888885,-37.444443,50.555557,130.11111,-2.385308,2
23,1.166665,119.77778,-37.666668,51.666668,141.66667,-2.37055,2
40,0.666667,105.77778,-44.11111,56.88889,129,-2.419456,2
19,1.499998,126.111115,-26.777779,38.22222,142.66667,-2.340765,2
34,1.388888,120.77778,-35.444443,49.555557,142,-2.357272,2
77,1.166665,103.77778,-41.22222,52.77778,125.22222,-2.42468,2
11,2.888891,142.55556,-19.666666,22.333334,150.88889,-2.521648,2
47,0.666667,87.333336,-43.666668,73,121.44444,-2.223218,2
40,1.222221,122.55556,-29.88889,44.444443,142.22223,-2.308766,2
58,1.000001,82.66667,-47.444443,77.55556,118.55556,-2.239301,2
47,1.111109,131.88889,-20.222221,31.777779,146.33334,-2.262555,2
39,1.333333,108.44444,-40.666668,54.333332,131.11111,-2.393564,2
78,0.777779,131,-20.666666,34.333332,147,-2.225537,2
71,2.222221,97.888885,-27,50.333332,122.44444,-2.143159,2
101,0.611109,131.11111,-25.444445,36.88889,147.22223,-2.328735,2
32,1.33333,113.111115,-38.666668,49.666668,133.33334,-2.421193,2
47,1.499999,99.333336,-41.666668,65,128.77779,-2.271072,2
58,0.888888,105.333336,-38.11111,53.22222,128.11111,-2.357271,2
29,0.777779,94.666664,-43.444443,69.22222,126.333336,-2.257217,2
51,0.833335,117.44444,-36.88889,53.444443,140.77779,-2.330465,2
57,0.666665,122.111115,-31,43,140.44444,-2.362514,2
55,1.166668,119.111115,-30.666666,45.666668,139.33334,-2.308179,2
49,1.499999,120.44444,-29.555555,46.77778,141.77779,-2.263738,2
93,1.944444,76.111115,-46.88889,77.44444,112.111115,-2.231558,2
62,1.000001,91.888885,-42,65.333336,121.44444,-2.277142,2
70,1.111108,105.77778,-25.555555,45.77778,127.77778,-2.17166,2
41,1.111112,117.44444,-33.444443,50.22222,139.77779,-2.299918,2
48,1.333331,107.44444,-25,50,132.44444,-2.090557,2
39,1.222218,122.44444,-32.22222,46.11111,142.44444,-2.336025,2
35,0.888888,120.44444,-34.22222,48.444443,141.33334,-2.346636,2
26,0.888888,133.11111,-17.666666,29,146.55556,-2.230725,2
52,1.333333,121.55556,-30.666666,43.333332,140.22223,-2.348494,2
25,0.999996,121.55556,-35.11111,48.555557,142.22223,-2.36518,2
23,1.166665,118.22222,-36,50.333332,139.77779,-2.356262,2
21,1.333332,122.55556,-35.444443,48.22222,142.88889,-2.377814,2
12,1.777779,123.666664,-35.666668,47,143.11111,-2.402917,2
86,1.166669,100.333336,-38.666668,55,124.111115,-2.343789,2
36,1,131.22223,-20.222221,32.444443,146.11111,-2.247156,2
52,0.777777,104.666664,-31.88889,52.77778,129.22223,-2.229685,2
51,1.499998,121.77778,-28,41.666668,140.22223,-2.306687,2
94,1.000001,105.111115,-18.88889,43.11111,127.55556,-2.015307,2
34,1.888891,133,-16.777779,28.88889,146.66667,-2.2,2
81,0.888891,104.22222,-21.777779,47.88889,128.88889,-2.033487,2
17,1.277779,121.55556,-33.444443,47.22222,141.88889,-2.348415,2
42,1.666668,104.888885,-39.77778,51.88889,126.22222,-2.410388,2
35,1.111113,119.111115,-30.333334,46.666668,140.11111,-2.282923,2
79,0.777779,102.77778,-41.555557,56.444443,126.55556,-2.377965,2
53,0.833333,130.33334,-19.666666,33,145.77777,-2.217488,2
43,0.833335,121.55556,-27.444445,42.22222,140.55556,-2.280207,2
48,1.277781,130.88889,-21.88889,33.77778,146.11111,-2.278428,2
41,0.277779,131.33334,-20.333334,32,145.88889,-2.270225,2
32,0.833332,104.333336,-38.444443,61.555557,132.55556,-2.255674,2
36,1.055556,108.888885,-39.77778,55.22222,132.44444,-2.362237,2
57,1.166667,131.77779,-18.222221,30.777779,146.22223,-2.215046,2
73,1.611111,120.55556,-30.222221,45.11111,140.55556,-2.307396,2
75,11.111111,111.22222,-32.444443,48.88889,133,-2.295488,2
64,0.777777,82.55556,-46.77778,77.55556,118.666664,-2.228939,2
33,0.722221,104.22222,-40.666668,62,132,-2.290421,2
80,1.444445,87.22222,-41.666668,69,119.333336,-2.228712,2
53,0.722223,119.77778,-33.333332,44.333332,138.22223,-2.39327,2
33,0.500001,106.333336,-41.444443,54.22222,128.66667,-2.408019,2
59,1.055556,116.888885,-37.444443,51.88889,139,-2.364216,2
54,0.833335,105,-36.333332,51.333332,127.111115,-2.345744,2
62,1.611109,103,-27.777779,48.88889,126.333336,-2.185419,2
46,2.166668,119.888885,-35.333332,49.333332,141,-2.357688,2
59,1.055556,121.44444,-28.777779,42.88889,140.44444,-2.308637,2
62,1.166668,121.55556,-26.777779,41.555557,140.33334,-2.275425,2
46,1.777779,121.111115,-30.11111,44.88889,141,-2.304436,2
79,1.055553,79.44444,-47.666668,77.666664,115.333336,-2.241633,2
63,0.333332,104.44444,-38.11111,51.555557,126.111115,-2.382438,2
54,1.722223,103.666664,-36.22222,51.77778,126.111115,-2.33633,2
33,0.611109,102.333336,-39.333332,62,130.55556,-2.266225,2
51,0.611111,118.888885,-34.22222,47.11111,138.88889,-2.368498,2
62,0.888887,102.77778,-28.555555,50.77778,127.111115,-2.178149,2
21,1.333333,126.333336,-27.555555,38.11111,142.55556,-2.364884,2
31,1.222223,122.111115,-29.11111,43.22222,141.22223,-2.310766,2
28,1.111112,107.22222,-46.22222,59.11111,131.22223,-2.425992,2
46,1.111112,99.77778,-40.88889,64.111115,128.88889,-2.270851,2
48,0.999999,99.77778,-39.333332,63.666668,129.11111,-2.247036,2
91,0.722221,98.666664,-37,55.666668,123.44444,-2.300486,2
58,1.000001,117.111115,-35.666668,50.333332,138.77779,-2.349269,2
25,1.277776,94.888885,-43.555557,69.77778,126.888885,-2.252101,2
57,1.22222,120.22222,-31.444445,44.88889,139.66667,-2.34019,2
35,1.166665,105.44444,-38,49,125.44444,-2.420203,2
58,0.888891,119,-31.333334,43.333332,137.44444,-2.365385,2
24,0.888888,123.55556,-29.88889,42.11111,141.66667,-2.349252,2
24,1.611109,116.333336,-32.555557,48.444443,137.77779,-2.307914,2
45,1,93.111115,-41.444443,67.888885,124.55556,-2.238324,2
31,0.888889,121.888885,-33.88889,48.77778,143.11111,-2.334831,2
40,0.722223,106.888885,-43.444443,54.88889,129,-2.434692,2
83,1.055552,80.44444,-48.22222,78.77778,116.888885,-2.239053,2
