@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,13-14,16-18,20'

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
159,32.333336,-15.888889,-12.888889,46.22222,0.294845,6
68,1.888889,-0.555556,-1.222222,2.888889,0.115741,5
95,47.77778,-24.555555,-23.555555,71.66667,0.337756,4
215,21.444445,-8.222222,12.777778,21.444445,0.341766,7
196,54.11111,-19.777779,-22.444445,75.66667,0.287526,6
111,3.333333,-8,-4.666666,9.111111,0.864664,3
142,2.444444,5.888889,-7.111111,6.777778,0.646164,1
45,47.333332,-14.888889,-17.222221,63.77778,0.259367,4
183,23,-12.333333,14.666667,23,0.392364,7
132,3.555556,5.111111,-6.555555,7.555555,0.529982,1
80,21.88889,-18.88889,-5.222222,31.666666,0.514254,3
233,15.777778,-10.111111,12.222222,15.777778,0.473944,7
62,20.666668,-10.777778,-20.11111,37.666668,0.450305,1
102,51.555557,-14.333333,-20,69.66667,0.25976,4
208,20,-8,15.666667,20,0.429398,7
124,0.555556,-3.111111,-1.777778,2.777778,0.984127,3
138,62,-16.777779,-22.444445,82.55556,0.248998,4
123,0,-3.444444,-3.444444,3.444444,1,3
46,54.666668,-27.333334,-23,79.111115,0.326719,4
76,27.333334,-3.444444,-7.444445,33.444447,0.200662,4
92,13.111111,-13.111111,-12.444445,25.777779,0.499695,5
140,3.555556,-5.666666,-6,9.444445,0.639254,5
32,121.333336,-33.333332,-14.666667,142.22223,0.190625,2
78,131,-20.666666,-13.666667,147,0.124647,2
175,50,-21.333334,-23.333334,72.66667,0.312037,6
134,0.888889,-5,-5.333334,6.111111,0.876102,5
111,13.888889,3.444444,-14.222222,22.222221,0.374312,1
74,15.555555,-0.444444,-16.777779,26.88889,0.419204,1
195,41.77778,-15.777778,-17.777779,58.88889,0.290278,6
144,0.888889,-7.222222,-4.888889,6.555555,0.986111,3
87,64.55556,-26,-8.666667,79,0.306281,3
154,0.666667,-2.222222,-3.222222,3.555556,0.838889,5
126,0.555556,-3.222222,-2.888889,3.555556,0.965812,3
126,2.555556,-6.666666,-0.666667,5.222222,0.908995,3
32,132.77779,-19.555555,-10.555555,146.33334,0.113055,2
57,13.888889,-12.111111,-4.444445,20.88889,0.466308,5
137,5.888889,-13.555555,-5.222222,13.888889,0.779866,3
248,18.222221,-1.555556,8.777778,18.222221,0.312227,7
81,19.444445,-22,-5.666666,30.555555,0.595282,3
95,16,0,-15.333333,26.222221,0.388363,1
182,23.333334,-6.444445,17.222221,23.333334,0.399447,7
181,40.77778,-11.666667,-18.333334,56.88889,0.283287,6
132,0.444444,-3.888889,-2.555556,3.444444,1,3
180,42.555557,-13.333333,-18,59,0.278822,6
73,26.222221,-42.444443,-25.444445,57.333332,0.651133,3
69,34,-0.888889,-8.888889,40.22222,0.154094,4
176,46.22222,-19.666666,-22.333334,67.66667,0.318137,6
81,17,-1.111111,-17.11111,28.777779,0.409201,1
181,52.555557,-20.88889,-24.222221,75.66667,0.306993,6
81,10.888889,-14.444445,-4.777778,18.88889,0.628156,3
248,26.444445,-12,20.666666,26.444445,0.422151,7
77,30.444445,-7.666666,-7,37.666668,0.225243,4
163,36.555557,-16.555555,-8.222222,47.555557,0.284813,6
94,60.555557,-21,-22.666666,82.66667,0.267258,4
130,0.777778,-1.555556,-2.555556,3,0.855556,5
189,50.77778,-20.555555,-23.555555,73.333336,0.307985,6
191,53.555557,-20.666666,-24.333334,76.66667,0.302994,6
189,20.333334,-7.444445,-9.777778,29.333334,0.233097,6
57,131.22223,-19,-13.666667,146.66667,0.118733,2
224,27.555555,-14.444445,21.88889,27.555555,0.441516,7
138,3.333333,4.777778,-7.222222,7.333334,0.543871,1
155,5.555555,-5.888889,-5.222222,11,0.5,5
123,39.555557,-11.111111,-15.777778,53.77778,0.263275,4
84,13.555555,-12.333333,-10.666667,24.777779,0.475,5
134,0.333333,-3,-4,4,0.937037,5
62,91.888885,-42,-23.333334,121.44444,0.294583,2
109,18.333334,-10.222222,-10.555555,28.777779,0.367141,5
129,0,0,0,0,0,5
172,39.333336,-13.333333,-16.333334,54.666668,0.278044,6
89,14.222222,-0.555556,-14.222222,23.88889,0.402507,1
104,94.44444,-39.88889,-18.222221,119.888885,0.272403,2
161,37.333336,-16.444445,-12.444445,51.22222,0.294706,6
30,120.111115,-30.88889,-15.888889,141,0.183565,2
109,4.777778,-9.333333,-2.666667,9.666667,0.760734,3
154,43.555557,-18.444445,-21.444445,64,0.321345,4
55,17.555555,-5.333334,-17.666666,31.11111,0.43507,1
35,10.888889,-9.444445,-7.777778,19.222221,0.459288,5
77,52.22222,-24,-20.666666,74,0.31069,4
15,125.44444,-31.444445,-14.111111,145.33334,0.176494,2
119,0.333333,-3.333333,-2.666667,3.222222,0.984127,3
20,120.44444,-33,-13.666667,140.55556,0.188892,2
94,11.666667,-14.111111,-11.111111,23.777779,0.599594,5
215,24.555555,-11.555555,19.444445,24.555555,0.425213,7
163,38,-16.444445,-8.111111,48.88889,0.270056,6
190,26.555555,-11.666667,20,26.555555,0.403522,7
100,15.555555,1.777778,-16.555555,26,0.401042,1
83,4.666667,-12.111111,-4.777778,11.888889,0.82735,3
185,41.333336,-11.777778,-19.444445,58.22222,0.289144,6
67,14.555555,-1.333333,-16.333334,25.88889,0.436939,1
89,2.666667,-6.444445,-7.111111,9.555555,0.740904,5
176,29,-9.888889,18.777779,29,0.335021,7
124,48.333332,-14.666667,-18,65.22222,0.258543,4
40,105.77778,-44.11111,-12.777778,129,0.260966,2
135,2,4.555555,-6.444445,5.666666,0.647222,1
134,0.666667,-3.333333,-4.333334,4.666667,0.881481,5
45,93.111115,-41.444443,-26.444445,124.55556,0.292503,2
116,0.666667,-5.222222,-3.888889,5,0.970238,3
182,47.555557,-16.555555,-22.555555,68.111115,0.301601,6
29,123.666664,-28.444445,-14.444445,142.77777,0.166484,2
200,49.11111,-18,-22.666666,70.22222,0.300817,6
160,36.666668,-19.11111,-18.444445,55.333332,0.347142,6
241,11.888889,-7.111111,10.888889,11.888889,0.50946,7
229,18.777779,-7.444445,15.222222,18.777779,0.439852,7
195,20.333334,-4.777778,12.888889,20.333334,0.342307,7
137,0,-4.111111,-4.111111,4.111111,1,5
147,3.222222,-1.111111,-8.444445,9.555555,0.652248,1
149,13.222222,-10.111111,-10.777778,23.777779,0.453341,4
