@relation segment

@attribute Region-centroid-col numeric
@attribute Vedge-mean numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
24,1.222223,2.333334,20.11111,0.419418,-1.665853,1
70,2.111112,2.833333,21.88889,0.43357,-1.66796,1
177,0.444444,0.611111,7.666666,0.623016,-0.612886,1
65,0.333333,0.444445,6.555555,0.595238,-0.907416,1
137,2.611111,2.944444,25.333334,0.430558,-1.844993,1
27,1.388889,1.777778,20.444445,0.440354,-1.700324,1
38,0.555556,1,7,0.559171,-1.273992,1
39,0.722222,0.888889,7,0.562919,-1.175773,1
95,0.722222,1.222222,21.666666,0.401042,-1.477019,1
226,0.5,0.777778,7,0.574074,-0.843732,1
33,0.5,1,7.333334,0.53858,-1.233256,1
79,1.666667,2.499999,21.11111,0.388363,-1.555549,1
75,0.5,1.055556,5.555555,0.578708,-2.018631,1
240,0.388889,0.5,5.333334,0.655556,-0.959485,1
40,1.388889,1.611112,19.777779,0.426973,-1.675465,1
77,0.5,0.611111,6.888889,0.595899,-0.752669,1
23,2,2.944445,18.777779,0.424904,-1.785147,1
150,0.5,0.777778,7.111111,0.579365,-0.942558,1
34,0.444444,0.666667,7.444445,0.597443,-0.837598,1
123,2.277778,4,20.555555,0.421395,-1.72879,1
201,0.555555,0.888889,7.111111,0.599427,-0.892179,1
34,0.5,0.777778,7.333334,0.541887,-1.175454,1
23,0.888889,1.722222,18.555555,0.417916,-1.541502,1
13,0.888889,1,4.111111,0.588163,-2.009108,1
229,0.888889,0.888889,7.111111,0.545855,-1.037663,1
97,1.055556,1,7.666666,0.551587,-1.118131,1
101,0.611111,0.666667,7.444445,0.575397,-0.871495,1
196,0.833333,0.666667,7.888889,0.540123,-0.932783,1
196,0.833333,0.666667,7.888889,0.540123,-0.932783,1
90,0.888889,1.722222,20.333334,0.404038,-1.520125,1
33,1.555556,3.055556,20.222221,0.380367,-1.555376,1
69,1.277777,2.055555,22.666666,0.415301,-1.699326,1
38,0.5,0.666667,5.666666,0.571429,-1.258358,1
99,1.555556,3.333333,19.444445,0.413785,-1.370369,1
77,2.222223,2,24,0.401965,-1.610448,1
17,1.444444,1.666666,17.555555,0.441092,-1.755505,1
76,0.444445,0.833333,6.888889,0.613757,-0.692028,1
42,1.5,1.944444,20.333334,0.422651,-1.813886,1
8,1.277778,2.111111,17.333334,0.422337,-1.453114,1
24,2.777777,3.611111,19.11111,0.399927,-1.456819,1
237,0.555556,0.666667,5.666666,0.647222,-0.807848,1
19,1.444445,1.277778,20.555555,0.404791,-1.634416,1
40,1.111111,2.500001,20.777779,0.428735,-1.603957,1
193,0.388889,1.722222,6.777778,0.646164,-0.675123,1
146,0.5,0.388889,7.444445,0.563492,-1.02473,1
121,2.277778,2.888889,24.666666,0.4223,-1.776113,1
34,0.5,1.111111,7.777778,0.573633,-0.744272,1
79,1.722222,1.944445,24,0.440509,-1.837675,1
121,1.555555,0.888889,7.888889,0.475,-1.18068,1
58,0.277778,0.555556,7,0.551587,-0.964797,1
80,1.222222,0.944444,21.333334,0.390436,-1.567327,1
147,1.111111,1.388889,22.777779,0.414356,-1.653926,1
188,0.333333,0.5,8.333334,0.53858,-0.924817,1
85,1.277778,1.833333,23,0.406015,-1.649603,1
39,1.555556,2.444445,21.333334,0.446636,-1.709389,1
94,2.555556,1.555556,22.88889,0.429897,-1.670171,1
151,0.444445,0.722222,5.666666,0.652248,-1.50837,1
196,0.222222,0.833333,7.555555,0.542108,-1.011484,1
67,2.111111,2.388889,22,0.426923,-1.625668,1
105,0.277778,0.833333,7.555555,0.532628,-0.965946,1
23,2.222222,1.777777,21.666666,0.43507,-1.771163,1
95,1.833333,2.111111,24.666666,0.425691,-1.739017,1
35,0.5,0.222222,7.111111,0.593254,-0.808383,1
114,0.444444,0.611111,8,0.528219,-0.914324,1
104,0.444445,0.5,8.111112,0.520062,-0.83212,1
161,0.611111,0.444444,7.111111,0.535714,-0.896533,1
7,2,1.5,18.222221,0.466345,-1.823148,1
122,2.222222,2.166666,22,0.420716,-1.630409,1
96,1.5,1.611111,23.555555,0.398791,-1.598867,1
2,1.222222,1.5,17.222223,0.435021,-1.683847,1
71,2.777778,5.111111,22,0.420486,-1.622331,1
2,2,1.055555,18.333334,0.356724,-1.360437,1
5,1.333333,2.166667,18.777779,0.42886,-1.548296,1
6,1.666667,1.611111,18.777779,0.442861,-1.68129,1
155,0.444444,0.666667,6.555555,0.564153,-0.783647,1
14,1.555555,1.5,18.555555,0.437855,-1.569253,1
28,0.222222,0.777778,6.666666,0.566138,-0.874641,1
227,0.388889,0.222222,6.555555,0.580026,-1.093148,1
192,0.5,1.5,6.777778,0.662037,-0.604864,1
101,2.5,1.777778,23.555555,0.436895,-1.846158,1
14,0.5,0.5,6.777778,0.603836,-0.722894,1
68,0.444444,1.611111,20.666668,0.381277,-1.420087,1
228,0.5,0.666667,6.666666,0.556437,-0.914813,1
136,0.666667,0.777778,6.555555,0.566799,-1.004936,1
139,1.444445,1.222222,24.222221,0.421495,-1.804829,1
127,1.666666,2,21.666666,0.415524,-1.740736,1
107,0.555556,0.888889,8.444445,0.530556,-0.843904,1
238,0.333333,0.777778,6.222222,0.617063,-1.047198,1
4,1.333334,1.111112,15.666667,0.46306,-1.783602,1
227,0.055556,1.055556,7,0.545635,-0.960827,1
13,1.388889,2.611111,19.222221,0.421504,-1.524253,1
37,1.388889,3.888888,19,0.393691,-1.176662,1
145,0.888889,2.611111,22.11111,0.417763,-1.68544,1
145,0.888889,2.611111,22.11111,0.417763,-1.68544,1
69,3.111111,3.944444,20.444445,0.437404,-1.659879,1
154,0.5,0.333333,7.333334,0.563713,-1.005054,1
117,0.611111,0.777778,5.444445,0.643678,-1.783388,1
186,0.5,0.388889,6.888889,0.587963,-0.889024,1
42,1.055555,1.333333,21.11111,0.440708,-1.759414,1
64,1.333333,1.388889,21,0.419204,-1.554234,1
121,1.722222,2.944444,20,0.396589,-1.585609,1
121,1.722222,2.944444,20,0.396589,-1.585609,1
60,0.333333,0.333333,7.222222,0.581349,-0.621222,1
108,0.611111,0.666667,8.222222,0.524471,-0.985729,1
80,0.555556,0.444444,6.666666,0.608466,-0.877707,1
2,2.166667,2.38889,17.333334,0.457681,-1.753726,1
81,1.222223,1.888889,21,0.389147,-1.528895,1
146,1.055556,1,7.888889,0.537017,-0.909267,1
127,1.666667,3.222222,22.11111,0.394863,-1.76489,1
30,1.555555,1.5,22.11111,0.43596,-1.748835,1
121,2.277778,2.888889,24.666666,0.4223,-1.776113,1
239,0.333333,0.666667,6.111111,0.674074,-0.87829,1
85,1.333333,1.277777,23.333334,0.442788,-1.863182,1
98,1.444445,2.555556,21.333334,0.408211,-1.57896,1
122,1.611111,1.611111,22,0.423346,-1.695804,1
217,0.555556,0.722222,6.333334,0.564153,-1.068968,1
149,1.5,1.388889,22.666666,0.446354,-1.724894,1
97,1.5,3.555556,23.333334,0.405541,-1.60859,1
177,0.444444,0.777778,7.555555,0.515873,-0.804846,1
23,2.222222,1.777777,21.666666,0.43507,-1.771163,1
62,0.277778,0.722222,6,0.574603,-0.969119,1
18,0.888889,0.833333,7.333334,0.543871,-0.862108,1
105,0.5,1.944444,4.333334,0.708333,-1.539762,1
85,1.333333,1.277778,21.222221,0.404792,-1.558599,1
31,1.833334,1.833333,20.555555,0.419469,-1.650123,1
16,0.5,0.666667,6.888889,0.561508,-0.985811,1
96,0.388889,0.333333,7.777778,0.53858,-1.210357,1
69,3.888889,2.166667,22.555555,0.420252,-1.66658,1
4,2.777778,2.722222,18.222221,0.391731,-1.318373,1
14,0.555555,1.055555,18.88889,0.419248,-1.623392,1
38,1.777778,1.666667,20.777779,0.432047,-1.77166,1
14,1.722222,2.666667,18.88889,0.368848,-1.345096,1
5,2.333333,1.777778,18.333334,0.376852,-1.21111,1
19,0.222222,0.5,3.888889,0.713228,-1.475643,1
6,1.944445,1.333334,18.777779,0.38846,-1.425885,1
95,1,1.944444,19.222221,0.384997,-1.131204,1
147,0.388889,0.444445,7,0.59127,-1.041434,1
141,1.888889,3.388889,23.777779,0.450305,-1.888408,1
23,0.388889,0.944444,6.555555,0.574735,-0.829712,1
72,0.277778,0.555556,6.555555,0.545855,-1.053347,1
146,0.944444,1.666666,23.777779,0.450926,-1.807866,1
21,0.888889,1.166667,20.88889,0.404138,-1.662177,1
239,0.277778,0.333333,7,0.581349,-0.953435,1
138,0.666667,1.166667,7.777778,0.558201,-1.077659,1
96,3.333334,1.777778,21.777779,0.422223,-1.682651,1
95,0.555555,1.333333,6.888889,0.592813,-0.850783,1
16,0.277778,0.5,6.888889,0.553571,-1.179692,1
26,1,2.444445,19.555555,0.436939,-1.623202,1
73,1.277777,1.111111,19.222221,0.410306,-1.397414,1
92,0.722223,1.166665,113.44444,0.178428,-2.367282,2
120,1.388887,1.888889,118.77778,0.172628,-2.412968,2
19,1.166667,1.111112,96.111115,0.267544,-2.425992,2
16,0.722223,0.833335,110.666664,0.213813,-2.330465,2
67,0.944444,1.777779,115.111115,0.190625,-2.333746,2
89,1.055555,0.888889,94.111115,0.266023,-2.247952,2
78,0.666667,1.611109,100.77778,0.202279,-2.185419,2
115,0.944445,1.055559,115.888885,0.179353,-2.309804,2
156,0.777774,2.611109,129.77779,0.113055,-2.280755,2
233,0.611113,1.055557,75.66667,0.350039,-2.18233,2
177,0.833333,0.888888,79.22222,0.328603,-2.208414,2
91,1.000001,1.444447,115.44444,0.189527,-2.352834,2
66,0.611112,0.388892,95.111115,0.262046,-2.404745,2
25,1,1.499999,103.888885,0.208293,-2.139822,2
220,0.944443,1.055556,100.77778,0.239085,-2.362237,2
40,1.166665,1.388891,112.22222,0.192488,-2.376054,2
67,1.666667,1.499999,115.55556,0.179672,-2.339758,2
125,0.611109,2.166668,112.77778,0.200124,-2.357688,2
67,0.666665,0.666667,95.333336,0.260966,-2.419456,2
58,0.77778,0.388889,97.77778,0.25541,-2.396894,2
142,0.499999,0.500001,96.77778,0.247776,-2.408019,2
245,0.666667,1.166665,111,0.205901,-2.356262,2
64,0.944445,1.666672,131.55556,0.101515,-2.358602,2
64,0.944447,0.722225,97.111115,0.246491,-2.211659,2
167,0.944447,0.77778,84,0.308813,-2.264402,2
50,0.777777,0.77778,113.111115,0.197162,-2.28828,2
167,0.944444,0.611109,87.111115,0.297414,-2.247816,2
210,0.5,0.666667,82.55556,0.320097,-2.223218,2
238,0.388887,0.944447,103.666664,0.224975,-2.360195,2
53,0.444444,1.777779,96.44444,0.261838,-2.438585,2
253,0.499999,1.33333,103.888885,0.220748,-2.421193,2
206,0.777777,0.833332,112.77778,0.19251,-2.27951,2
95,1.055553,2.222221,96.666664,0.212264,-2.143159,2
173,0.5,1.333333,124.666664,0.144134,-2.309551,2
201,1.055556,1.499999,113.333336,0.188503,-2.292201,2
67,1.666667,1.499999,115.55556,0.179672,-2.339758,2
140,1.055553,1.888888,97.666664,0.249895,-2.264331,2
192,0.722224,0.944443,95.22222,0.250137,-2.383438,2
159,0.888889,0.555556,114.22222,0.193665,-2.2949,2
102,0.388889,1.611111,115.44444,0.178636,-2.307396,2
248,0.722229,0.833333,128.22223,0.121119,-2.217488,2
155,0.999999,1.444445,82.44444,0.309059,-2.228712,2
189,1,1.055555,125.77778,0.13383,-2.317384,2
170,1.111111,1.833335,89.55556,0.284654,-2.232346,2
79,0.555556,0.888887,100.666664,0.208013,-2.178149,2
76,0.944444,0.888888,101,0.236733,-2.375985,2
138,1.055557,1.77778,113.111115,0.194622,-2.303412,2
174,0.833335,1.333333,110.55556,0.203326,-2.323173,2
221,0.666667,0.944447,83.333336,0.320015,-2.280843,2
245,0.833331,0.999997,127.44444,0.125709,-2.30244,2
235,1.166665,1.333332,100.888885,0.240722,-2.395028,2
228,1.055555,0.833333,114,0.188892,-2.348006,2
199,1.277779,1.444443,111,0.205803,-2.307094,2
190,0.388889,0.944445,76,0.342938,-2.219979,2
197,0.833335,1.444444,110.44444,0.204147,-2.357271,2
151,1.055556,1.611109,86.22222,0.294515,-2.288131,2
107,0.666662,1.166667,115.77778,0.184022,-2.370372,2
103,0.666667,1.333331,96.333336,0.236797,-2.355443,2
127,0.944444,1.611112,113,0.194754,-2.341163,2
66,0.833332,1.000001,89.44444,0.268118,-2.297546,2
245,2.888891,1.944444,70.66667,0.369638,-2.231558,2
27,1.111112,1.666669,115.77778,0.169635,-2.314232,2
252,1.277776,0.999997,130.33334,0.10447,-2.264129,2
217,1.055555,1.166665,111.888885,0.210162,-2.37055,2
78,0.444447,0.777777,99.55556,0.223364,-2.16692,2
175,0.888888,1.222223,100.111115,0.24216,-2.391113,2
112,1.111111,1.444444,117.44444,0.176083,-2.311049,2
91,0.833333,0.833335,97.888885,0.229674,-2.345744,2
117,1.277779,1.333333,93,0.266391,-2.255577,2
243,1,0.277779,128.44444,0.119532,-2.270225,2
155,1.055557,1.444445,132.55556,0.098472,-2.146716,2
26,0.611112,1.27778,105.666664,0.181789,-2.078418,2
126,0.999997,1.166665,115.666664,0.187293,-2.328034,2
60,0.722223,0.777777,101,0.218379,-2.229685,2
164,1.166665,1.499999,116.333336,0.179413,-2.263738,2
181,1.222224,0.777779,127.888885,0.126571,-2.312874,2
93,2.111112,1.777779,116,0.177195,-2.304436,2
156,0.777774,2.611109,129.77779,0.113055,-2.280755,2
251,1.166667,1.611109,110.77778,0.195977,-2.307914,2
52,1.166665,1.833335,106.888885,0.174128,-2.09899,2
194,0.611109,1.166667,129.88889,0.111695,-2.215046,2
174,1.000001,0.944445,94.666664,0.247337,-2.337296,2
119,0.499999,0.888887,88.77778,0.275467,-2.186342,2
115,0.722223,1.222218,116.333336,0.183242,-2.336025,2
38,0.722221,0.888888,111.44444,0.194316,-2.301203,2
230,0.888891,1.888889,110.22222,0.206392,-2.280803,2
138,0.666665,1,116.22222,0.187853,-2.339377,2
29,0.388889,1.333333,115.55556,0.175849,-2.348494,2
252,0.944443,1,128.55556,0.12003,-2.247156,2
74,0.722221,0.500001,101.55556,0.204675,-2.139239,2
105,0.833335,1.166668,117.55556,0.162225,-2.275425,2
128,0.77778,0.555556,118.333336,0.17818,-2.38244,2
168,1.333331,1.333333,119.666664,0.177191,-2.355244,2
8,0.611112,2.055556,113.44444,0.203582,-2.362526,2
234,0.833335,2.055557,111.55556,0.195416,-2.334512,2
70,2.444444,2.333333,112,0.181821,-2.384657,2
92,1.055557,0.777779,115.666664,0.179629,-2.300618,2
108,0.500001,1.055556,116.55556,0.170091,-2.308637,2
121,0.555556,0.611111,92.888885,0.262093,-2.344872,2
139,0.666667,0.944448,134.66667,0.101526,-2.232895,2
188,0.777779,1.666668,95.666664,0.241934,-2.410388,2
146,0.888889,1.000001,85.666664,0.294583,-2.277142,2
160,0.222221,0.611109,97.666664,0.24285,-2.405295,2
235,0.444445,1.222221,83,0.319499,-2.248235,2
235,1.166667,1,132.11111,0.109655,-2.146204,2
163,0.833335,0.833335,117.333336,0.165192,-2.280207,2
178,0.333335,1.499999,99.55556,0.239899,-2.385001,2
93,1.222224,1.388891,119,0.166484,-2.29776,2
143,1.277777,0.888888,117.666664,0.169397,-2.349252,2
68,1.166667,1.722224,102.888885,0.198052,-2.098697,2
86,1.166665,0.611109,96.77778,0.258604,-2.266225,2
77,0.555556,1.055556,98.22222,0.24634,-2.387384,2
44,0.444444,0.777779,93.888885,0.258079,-2.377965,2
172,0.722221,0.666664,130.77779,0.10071,-2.251504,2
205,1.222223,1.555557,114.111115,0.18354,-2.23989,2
112,0.833333,0.5,102.333336,0.213257,-2.340839,2
115,0.722224,0.722224,91.888885,0.26422,-2.382261,2
122,1,2.888891,136.88889,0.092773,-2.521648,2
123,0.944444,0.722224,94.22222,0.25416,-2.333212,2
86,1,1.055556,99.44444,0.207702,-2.173099,2
67,0.944444,1.777779,115.111115,0.190625,-2.333746,2
162,0.944445,0.611113,99,0.242294,-2.408968,2
31,1.277777,0.944444,117,0.174634,-2.31442,2
141,1.444444,1.222223,117.111115,0.170718,-2.310766,2
207,0.833331,1.000001,110.111115,0.206503,-2.349269,2
145,0.555557,1.888891,131.44444,0.104539,-2.2,2
66,0.611112,0.388892,95.111115,0.262046,-2.404745,2
53,1.000001,1.111109,104.333336,0.200484,-2.117007,2
179,0.999997,6.222223,92.666664,0.248136,-2.375282,2
88,1.055556,0.722221,92.55556,0.250204,-2.300486,2
122,1,2.888891,136.88889,0.092773,-2.521648,2
189,1.055555,0.777776,113.888885,0.188391,-2.268113,2
41,0.72222,1.055555,103.888885,0.188313,-2.141419,2
152,0.777777,0.555557,97.22222,0.254668,-2.45498,2
224,1.333332,1.000001,111.44444,0.20392,-2.343381,2
231,1.277776,1,106.55556,0.215088,-2.351897,2
166,1.388888,1.166668,113.888885,0.182623,-2.308179,2
93,1.222224,1.388891,119,0.166484,-2.29776,2
22,0.888888,0.666665,115.77778,0.175605,-2.362514,2
165,0.888891,0.777779,79,0.330418,-2.207756,2
73,0.944445,0.944443,116.55556,0.185539,-2.344188,2
239,0.777779,1.500001,110.22222,0.201898,-2.309391,2
63,0.611115,1.166667,122.77778,0.155825,-2.360428,2
51,0.888887,0.722221,116.22222,0.179483,-2.307657,2
134,0.611112,1.222221,112.666664,0.202708,-2.328661,2
51,0.722226,1.222221,123,0.153616,-2.341041,2
101,1.111115,1.166669,130.44444,0.115302,-2.26361,2
174,1.000002,1.277776,128.55556,0.127385,-2.277146,2
92,1.888887,1.888887,112.333336,0.193691,-2.343404,2
248,0.777779,1.111112,88.22222,0.313159,-2.28708,2
6,0.611109,0.944444,109.111115,0.181149,-2.079152,2
7,0.611111,1.333331,107.44444,0.197114,-2.090557,2
131,0.888891,1.888888,119.666664,0.176494,-2.32497,2
84,0.722221,2,115.333336,0.185658,-2.273744,2
121,0.555556,1.111112,116.333336,0.161658,-2.315962,2
143,1.055555,1.388888,113.666664,0.199516,-2.357272,2
63,0.611111,0.722221,97.77778,0.25913,-2.290421,2
3,0.444445,1.222221,120.77778,0.15668,-2.357178,2
80,0.611111,0.722223,96.22222,0.254051,-2.434692,2
225,0.833333,0.722221,133,0.095184,-2.158304,2
183,1.055557,0.777779,128.66667,0.124647,-2.225537,2
97,0.944444,1.333332,115,0.195127,-2.377814,2
140,0.999999,1.111111,117.77778,0.172504,-2.354552,2
37,1.333332,0.999996,114.333336,0.196093,-2.36518,2
56,0.944445,0.833332,99.22222,0.25142,-2.255674,2
96,0.833331,0.555557,122.111115,0.156568,-2.386251,2
8,1.388891,1.833333,102.55556,0.222954,-2.198158,2
247,0.444443,0.777779,109.22222,0.213538,-2.312305,2
245,1,1.166669,131.44444,0.111218,-2.27511,2
7,1.277779,0.944445,133.33334,0.096352,-2.214612,2
112,0.555557,1.222223,100.77778,0.225384,-2.385308,2
184,0.500001,1,85,0.300019,-2.254541,2
134,0.777777,0.444443,98.55556,0.245093,-2.373206,2
