@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,8,11,13,18-20'

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
197,4.555556,49.11111,47.666668,0.314739,-2.024321,6
38,0.888888,113.333336,119.55556,0.199972,-2.322923,2
141,0.722222,0.111111,0.888889,0.977778,-2.285991,3
142,0,0,0,0,0,5
179,1.555556,9.777778,16.222223,0.419762,2.04457,7
211,1.666667,13.777778,20.666668,0.333856,2.239034,7
199,0.833334,15.222222,23.222221,0.348063,2.129513,7
92,0.77778,74.888885,80.66667,0.35122,-2.242802,2
165,1.777778,12.888889,22.666666,0.43082,2.471197,7
99,2.444444,11.222222,11.444445,0.54148,-2.112503,5
36,0.5,4.777778,4.777778,0.648657,-2.097293,5
73,0.777777,45.666668,42.11111,0.176156,-1.681589,4
91,3.277778,2.444444,4.222222,0.823021,-2.282744,3
188,7.38889,27.444445,26.555555,0.284148,-2.014509,6
124,1.833333,1.444444,1.666667,0.895369,-2.118937,3
128,0.388889,0,0,1,-2.094395,3
185,3.111111,44,42.444443,0.300036,-2.006186,6
68,1.111111,38.333336,35.11111,0.170449,-1.624846,4
143,0.5,7.555555,3,0.60119,-0.796918,1
115,4.166667,21.333334,16.777779,0.397362,-1.619549,1
88,1.555556,0.666667,1.555556,0.929574,-2.216544,3
162,1.944445,19.555555,29.88889,0.347032,2.557389,7
57,0.999999,59.444443,58.22222,0.266776,-2.030703,4
103,2.277778,17.666668,11.666667,0.398903,-1.219211,1
60,1.277778,19.333334,14.666667,0.430484,-1.650048,1
250,1.444444,6.555555,13.777778,0.56339,2.192935,7
195,2.944445,11.666667,20.11111,0.434488,2.193764,7
48,1.277781,127.55556,130.88889,0.126968,-2.278428,2
159,2.222222,25.222221,23.555555,0.202846,-1.802554,4
93,0.388889,10.444445,10.555555,0.559179,-2.102707,5
211,1.611111,16.11111,26.222221,0.385282,2.416354,7
58,1.055559,96.333336,104.44444,0.238143,-2.375207,2
124,0.388889,7.444445,3.333333,0.563492,-1.02473,1
207,6.444444,50.444443,49.88889,0.290668,-2.062724,6
246,1.722222,9.555555,8.555555,0.163351,-1.190561,7
152,1.222222,1,0.666667,0.648677,-1.933239,5
184,10.611111,28.777779,28.333334,0.250721,-2.215464,6
232,1.5,6.555555,12.666667,0.491388,2.201318,7
111,0.611111,6.888889,3,0.564153,-0.897859,1
133,1.166666,41.555557,41.88889,0.339145,-2.111789,4
90,6.777779,4.777778,6.555555,0.762919,-2.266389,3
58,1.000001,76.888885,82.66667,0.351331,-2.239301,2
81,0.833332,77.22222,80.888885,0.347902,-2.187399,2
61,1.555555,20.333334,16.11111,0.437042,-1.737293,1
68,2.388889,17.666668,12.444445,0.462002,-1.563972,1
26,0.444444,98.333336,107.44444,0.248698,-2.38614,2
180,1.944444,9.666667,18.777779,0.486883,2.487917,7
143,0.888889,0.888889,2.222222,0.915376,-2.257412,3
141,2.166667,7.888889,11.555555,0.585775,-2.451571,3
123,0.5,0,0.333333,1,-2.164094,3
133,1.166667,7.777778,3.666667,0.558201,-1.077659,1
126,1.833334,16.11111,16.88889,0.437078,-2.158805,4
114,0.611111,11.444445,12.111111,0.546207,-2.141659,5
185,5.777777,40.666668,39.22222,0.28574,-2.004988,6
64,2.888888,21.777779,17.88889,0.424819,-1.756712,1
72,1.055559,115.333336,120.77778,0.17933,-2.32084,2
188,3.611111,45.444443,43.77778,0.293991,-1.995072,6
237,2.333333,11.111111,18.333334,0.397985,2.37843,7
75,5.666666,35.77778,35.11111,0.275059,-2.036435,4
101,1.111111,39,39,0.322733,-2.094303,4
130,0.222222,0.666667,0,1,-1.861154,5
185,2.388889,11.555555,17.555555,0.445418,1.83885,7
48,0.555555,112.22222,116.77778,0.187362,-2.278604,2
111,1.611111,19.777779,15.111111,0.391701,-1.58144,1
38,2.111111,100.44444,108.55556,0.23576,-2.370002,2
138,0.444444,7,3,0.56746,-0.880521,1
101,2.222222,19.666668,13.888889,0.410267,-1.457591,1
124,1.277779,35.88889,33.666668,0.271474,-1.907502,4
126,2.555556,4.888889,8.444445,0.736431,-2.449839,3
191,3.277778,52.88889,51.555557,0.313611,-2.03548,6
83,1.500001,45.666668,44,0.249679,-1.973615,4
185,2.5,45.444443,43.88889,0.285554,-2.007175,6
235,5.277778,12,18.222221,0.347481,2.586018,7
203,1.333333,7.444445,15.444445,0.591826,1.984785,7
118,0.444445,7.555555,3.555556,0.543871,-1.076198,1
156,2.5,16.777779,17,0.431321,-2.109365,4
83,8.333333,19.777779,21.555555,0.504161,-2.321343,3
82,2.5,11.888889,12.111111,0.458152,-2.102722,5
45,1.555557,111.111115,116.111115,0.190912,-2.292668,2
131,0,0,0,0,0,5
171,3.666667,41,40,0.287983,-2.032929,6
112,1.055556,52.22222,51.88889,0.293681,-2.078463,4
13,1.666664,134.88889,140,0.100091,-2.449265,2
55,1.444447,90,95.111115,0.274795,-2.251012,2
102,1.166667,1,2.666667,0.891218,-2.316112,3
15,1.222225,90.888885,97.55556,0.306737,-2.266452,2
62,0.444444,5,4.777778,0.635938,-2.066953,5
143,0.444444,6.777778,2.777778,0.601852,-1.048222,1
188,6.611112,27.333334,26.555555,0.290796,-2.03822,6
174,3.166667,49.444443,48.22222,0.323021,-2.037351,6
100,0.444445,51.555557,50.22222,0.278963,-2.024061,4
124,0.277778,0,0,1,-2.094395,3
249,2.333334,12.222222,14.777778,0.203249,2.563437,7
90,3.333333,2.555556,5.111111,0.725289,-2.639389,3
186,1.777777,43.77778,41.666668,0.304522,-1.973056,6
136,2.833333,2.888889,3.111111,0.709751,-2.123905,4
245,2.222222,11.111111,18.444445,0.389695,2.395431,7
183,2.944444,49.22222,47.22222,0.303121,-1.991701,6
62,1.222223,20.777779,15.666667,0.423121,-1.620398,1
201,2.444445,14.666667,25.11111,0.416762,2.389747,7
130,2.611111,1,1,0.550926,-2.094395,5
71,1.333333,72.77778,79.111115,0.370097,-2.249475,2
183,4.666666,49.666668,47.88889,0.312366,-2.005196,6
126,0.555556,6.444445,2.555556,0.611111,-0.877707,1
109,2.833333,1.444444,3,0.864482,-2.283787,3
105,0.611111,45.666668,44,0.277106,-1.991964,4
112,0.5,19.444445,19.333334,0.409544,-2.085248,5
191,2.944444,44.666668,43.11111,0.278886,-1.998993,6
134,0.944444,1,0.666667,0.881481,-2.013143,5
197,1.277779,56.22222,55.666668,0.285333,-2.06802,6
147,2.055556,20.555555,22.444445,0.468165,-2.204575,4
115,0.444444,10.666667,11.333333,0.533126,-2.151625,5
132,1.111111,29.555555,30.444445,0.354746,-2.146969,4
240,2.111111,17,28.555555,0.417218,2.175522,7
63,0.333332,96.22222,104.44444,0.23689,-2.382438,2
80,0.666667,36.333336,34.555557,0.282964,-1.962646,4
176,5.111111,53.333332,51.88889,0.314462,-2.030648,6
102,1.555556,0.555556,1.888889,0.940741,-2.275159,3
166,2.444445,12.333333,22.222221,0.446214,2.515826,7
142,0.277778,0.111111,0.222222,0.416667,-2.159563,3
108,2.111111,11.333333,11.666667,0.45603,-2.127161,5
102,7.944444,37,36.88889,0.318271,-2.088579,4
88,2.5,3.555556,6.444445,0.754703,-2.394493,3
223,1.944444,12.666667,20,0.423123,1.966536,7
137,1.111111,7.777778,3.333333,0.573633,-0.744272,1
190,2.055556,44.22222,42.444443,0.292307,-1.986307,6
78,43.333332,70.77778,76.77778,0.269733,-2.411645,3
55,1,101,107.77778,0.235894,-2.319697,2
129,0.777776,54.22222,55,0.30598,-2.126989,4
49,1.166668,117,122.111115,0.182398,-2.297839,2
68,0.777777,49.22222,48.666668,0.316026,-2.069541,4
144,0.5,0,0,1,-2.094395,3
176,1.000001,46,44,0.294056,-1.98088,6
101,6.444445,5.777778,9.222222,0.700087,-2.44804,3
40,0.833333,114,119.77778,0.194537,-2.313685,2
192,6.166667,52.555557,51.333332,0.312796,-2.038177,6
134,1.444444,41.88889,41.77778,0.341111,-2.086914,4
149,0.111111,0,0,0.111111,-2.094395,5
18,0.555557,97.22222,108.666664,0.254668,-2.45498,2
79,4.777778,10.555555,11.444445,0.485044,-2.175843,5
136,0.666667,0.111111,0.222222,0.986111,-2.110974,3
185,1.222222,52.22222,51.77778,0.29644,-2.073869,6
85,0.222222,14.555555,15.333333,0.459024,-2.160912,5
89,0.722222,27.333334,26.777779,0.351273,-2.046542,4
185,1.944444,14.666667,24.222221,0.400872,2.361827,7
90,1.833333,11.888889,12.333333,0.539116,-2.125976,5
136,0.666667,8.333334,4.111111,0.526235,-0.963931,1
237,2.722222,17.555555,29.444445,0.413746,2.280289,7
139,0.277778,3.222222,2.888889,0.696605,-2.04457,5
189,4.944445,54.77778,53.88889,0.305404,-2.054084,6
137,0.111111,0,0,0.777778,-2.094395,3
141,0.333333,0,0,0.555556,-2.094395,5
174,1.388889,50.444443,49.88889,0.320261,-2.069045,6
72,1.444444,51.333332,51.22222,0.314606,-2.090221,4
