@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Vedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
50,9,1.055556,23.037037,-4.111111,-16.777779,1
110,9,1.722222,17.925926,2.888889,-13.444445,1
116,9,0.388889,5.62963,3.444444,-7.555555,1
42,9,1.055556,22.592592,-7.777778,-17.777779,1
116,9,0.388889,5.62963,3.444444,-7.555555,1
89,9,1.277778,23.88889,-2.333333,-17.333334,1
113,9,0.722222,14.703704,7.222222,-13.777778,1
101,9,2.333333,16.925926,4.222222,-13.111111,1
88,9,2,20.592592,-5.444445,-14.777778,1
55,9,2.222222,23.444445,-5.333334,-17.666666,1
95,9,1.222222,21.407408,-0.222222,-15.555555,1
135,9,0.555556,4.148148,4.555555,-6.444445,1
124,9,0.888889,5.888889,3.666667,-7.333334,1
102,9,0.888889,23.074074,-2.888889,-17.222221,1
111,9,1.611111,19.925926,-0.444444,-14.444445,1
114,9,1.166667,14.518518,4.777778,-12.555555,1
113,9,0.5,6.148148,3.222222,-8.111111,1
115,9,1.666667,22.037037,-2.111111,-15.777778,1
88,9,2.055556,21.148148,0.888889,-16.444445,1
101,9,0.722223,19.037037,1.888889,-15.444445,1
133,9,0.333333,6.666666,5,-8.333333,1
87,9,2.777778,17.333334,2.666667,-13.666667,1
149,9,0.555556,5.444445,-4,-5.666666,1
96,9,2.111111,21.74074,-2.888889,-15.222222,1
92,9,1.888889,19.37037,2.555556,-14.444445,1
40,9,1.333334,17.185184,-4.555555,-13.888889,1
86,9,0.888889,18.592592,-0.111111,-14.777778,1
130,9,0.722222,5.851852,4.444445,-7.555555,1
114,9,1.388889,19.851852,0.444444,-14.888889,1
116,9,0.611111,6.481482,3.222222,-8.444445,1
114,9,0.722222,5.259259,3.888889,-6.444445,1
117,9,0.444445,6.333334,4,-7.333334,1
113,9,0.722222,5.481482,4.888889,-7.444445,1
92,9,1.388889,19.074074,-0.888889,-14.222222,1
108,9,0.833333,17.11111,5.666666,-14,1
124,9,0.5,6.037037,4.222222,-8.111111,1
134,9,0.388889,5.296296,4.444445,-7.222222,1
134,9,0.277778,4.740741,5.111111,-6.555555,1
114,9,0.611111,6.222222,4,-7.666666,1
73,9,1.388889,20.62963,-2.555556,-15.888889,1
103,9,1.388889,16.148148,4.555555,-13.444445,1
143,9,0.388889,5.666666,5.666666,-8,1
95,9,1.222222,21.407408,-0.222222,-15.555555,1
83,9,1.444445,19.444445,0.333333,-15.333333,1
83,9,2.777777,18.74074,1.111111,-14.555555,1
68,9,1.388889,21.592592,-3.444444,-17.11111,1
115,9,0.388889,6.777778,3,-8.333333,1
108,9,0.611111,21.925926,-2.777778,-16.11111,1
147,9,0.333333,4.592593,-1.444444,-7.111111,1
67,9,1,20,-1.333333,-16.333334,1
63,9,1.5,22.37037,-6.111111,-15.777778,1
67,9,1.388889,27.148148,-6.111111,-20.11111,1
133,9,0.666667,6.444445,4,-8.333333,1
146,9,0.5,5.111111,1.666667,-6.666666,1
74,9,1.333333,21.148148,-0.444444,-16.777779,1
109,9,0.722223,17.777779,4.333334,-14,1
106,9,1.611111,19.11111,1.333333,-15,1
111,9,0.722222,6.037037,2.888889,-7.777778,1
107,9,1.444444,18.88889,3,-15,1
147,9,0.611111,6.777778,-4,-8.666667,1
125,9,0.277778,6.185185,3.444444,-7.888889,1
142,9,0.388889,4.592593,4.888889,-6.777778,1
60,9,0.944445,23.777779,-4,-17.666666,1
96,9,1,21.88889,0.666667,-17,1
56,9,1.555555,23.703703,-4.777778,-18.11111,1
57,9,1.722222,26.814816,-8.444445,-19.777779,1
125,9,0.388889,5.851852,4.111111,-7.222222,1
118,9,1.111111,21.11111,-2.666667,-16,1
110,9,0.5,4.222222,0.333333,-6.666666,1
86,9,1.444445,26.481482,-6.777778,-18.777779,1
122,9,0.277778,5.62963,4.111111,-7.222222,1
145,9,0.388889,3.925926,4.888889,-5.111111,1
145,9,0.555556,5.296296,3.111111,-6.888889,1
124,9,0.611111,6,4.333334,-8,1
102,9,1.888889,17.925926,1.888889,-13.777778,1
66,9,1.555555,18.666666,-0.333333,-15.666667,1
118,9,0.333333,5,3.666667,-7.333334,1
85,9,1.444444,17.962963,2.777778,-14.555555,1
34,9,2,20.333334,-6.333334,-16.333334,1
116,9,0.611111,6.481482,3.222222,-8.444445,1
135,9,0.444445,5,5.666666,-7,1
69,9,2.055556,25.666666,-6.666666,-19.666666,1
61,9,1.055556,23.74074,-3.222222,-17.555555,1
59,9,1.277777,23.851852,-3.555556,-17.555555,1
55,9,2.222222,23.444445,-5.333334,-17.666666,1
128,9,0.5,5.962963,4.111111,-7.888889,1
147,9,0.222222,4.148148,-0.777778,-6.777778,1
137,9,0.5,5.851852,5.777778,-7.555555,1
72,9,2.5,26.481482,-8.777778,-19.11111,1
123,9,0.444444,4.555555,4.333334,-6.666666,1
123,9,0.388889,6.111111,5.666666,-7.666666,1
118,9,0.055556,5.62963,4.111111,-7.222222,1
67,9,2.555556,23.74074,-2.555556,-18.555555,1
104,9,2.222222,18.703703,1.555556,-15.111111,1
80,9,1.555556,26,-6,-19.333334,1
124,9,0.5,6.037037,4.222222,-8.111111,1
126,9,0.444444,5.407407,6.777778,-7.555555,1
124,9,0.888889,5.888889,3.666667,-7.333334,1
64,9,1.444444,18.88889,-4,-14.666667,1
55,9,1.444445,21.037037,-1.444444,-15.444445,1
125,9,0.277778,6.185185,3.444444,-7.888889,1
130,9,0.611111,5.777778,5,-7.666666,1
128,9,0.444444,5.925926,5.888889,-7.444445,1
145,9,0.388889,3.925926,4.888889,-5.111111,1
119,9,1.444445,21.592592,-0.777778,-16.444445,1
135,9,0.611111,5.703704,5.222222,-7.444445,1
135,9,0.555555,5.518518,4.777778,-7.555555,1
147,9,0.444445,6.037037,-1.111111,-8.444445,1
75,9,2.111111,22.74074,-2.222222,-17.555555,1
145,9,0.388889,4.074074,3.777778,-6.555555,1
132,9,0.5,5.740741,5.111111,-6.555555,1
120,9,0.444444,5.962963,5.444445,-7.888889,1
70,9,1,26.037037,-4.777778,-19.11111,1
136,9,0.611111,5.62963,4.444445,-6.888889,1
61,9,2.055555,21.74074,-4.222222,-16.88889,1
137,9,0.5,5.851852,5.777778,-7.555555,1
134,9,0.555556,6.074074,4.111111,-7.222222,1
128,9,0.444444,5.666666,5.333334,-8,1
113,9,0.444444,5.518518,4.111111,-7.555555,1
56,9,2.666666,28.62963,-7.555555,-19.555555,1
113,9,0.5,5.592593,4.555555,-7.777778,1
123,9,0.666667,5.814815,3.888889,-7.111111,1
100,9,0.722222,21.074074,1.777778,-16.555555,1
62,9,1.888889,27.37037,-10.777778,-20.11111,1
111,9,1.666667,18.62963,3.444444,-14.222222,1
138,9,0.888889,5.740741,4.777778,-7.222222,1
111,9,0.722222,6.037037,2.888889,-7.777778,1
117,9,0.5,6.444445,2.666667,-8,1
81,9,0.611113,90.40741,-44.22222,-33.88889,2
94,9,1.111111,95.296295,-43.22222,-28.555555,2
70,9,0.666665,112.51852,-25.555555,-20.222221,2
30,9,0.777777,123.333336,-31.666666,-17.333334,2
49,9,1.166665,126.18519,-29.555555,-17.222221,2
93,9,0.72222,112.296295,-25.222221,-21.88889,2
21,9,0.999997,129.85185,-27.555555,-10.555555,2
29,9,1.222224,128.48148,-28.444445,-14.444445,2
68,9,1.055557,125.77778,-30.333334,-15.333333,2
38,9,0.555556,113.48148,-39.11111,-14.777778,2
57,9,0.94444,135.77777,-19,-13.666667,2
21,9,0.666665,127.296295,-33.22222,-14.222222,2
32,9,0.499999,116.77778,-38.666668,-11,2
79,9,0.555555,89.44444,-47.666668,-30,2
29,9,0.777777,112.07407,-40.555557,-14.888889,2
47,9,1.222223,123.85185,-29.222221,-18.555555,2
40,9,0.999999,125.111115,-33.333332,-16,2
57,9,0.888888,126.111115,-31,-12,2
43,9,0.833335,126.48148,-27.444445,-14.777778,2
39,9,0.666668,113,-40.666668,-13.666667,2
32,9,0.777774,136.2963,-19.555555,-10.555555,2
56,9,0.888887,126.44444,-30.666666,-15,2
64,9,0.666667,108.77778,-37.333332,-15,2
57,9,1.166665,123.55556,-34,-12.333333,2
26,9,0.777777,112.22222,-41.666668,-14.333333,2
15,9,0.77778,129.25926,-32.77778,-11.444445,2
31,9,0.722221,136.40741,-16.88889,-10.222222,2
83,9,0.888889,90.62963,-48.22222,-30.555555,2
58,9,1.055555,92.703705,-47.444443,-30.11111,2
113,9,0.5,133.11111,-25.333334,-12.333333,2
34,9,1.333332,123.22222,-35.333332,-15,2
81,9,0.611111,112.92593,-21.777779,-26.11111,2
13,9,1.166667,141.81482,-14.111111,-7.111111,2
30,9,0.555557,113.25926,-37.444443,-13.111111,2
28,9,0.944443,122.51852,-34.555557,-13.888889,2
32,9,0.777779,121.44444,-33.666668,-16.333334,2
15,9,0.722226,132.22223,-27.666666,-11.666667,2
28,9,1.166667,111.51852,-46.22222,-12.888889,2
33,9,1.166665,109.888885,-39.333332,-22.666666,2
34,9,0.555557,137.03703,-16.777779,-12.111111,2
29,9,0.777779,103.25926,-43.444443,-25.777779,2
115,9,0.222224,132.77777,-28.666666,-9,2
57,9,1.222224,92.92593,-49.444443,-29.777779,2
49,9,0.944447,108.888885,-35.333332,-24.666666,2
77,9,0.944447,107.62963,-41.22222,-11.555555,2
50,9,1.777777,109.25926,-46.11111,-17.11111,2
33,9,1.166664,125.888885,-33.666668,-14,2
30,9,0.222221,111.22222,-40.666668,-12.666667,2
66,9,1.055556,93.44444,-43,-28.666666,2
25,9,1,103.62963,-43.555557,-26.222221,2
49,9,0.555556,120.703705,-37.77778,-18.11111,2
54,9,0.611112,124.37037,-35.11111,-15.777778,2
13,9,1.333331,130.40741,-32.22222,-12.888889,2
40,9,1.055556,123.77778,-31.333334,-16.333334,2
35,9,0.833333,125.18519,-34.22222,-14.222222,2
62,9,1.111112,125.333336,-28.666666,-13.666667,2
66,9,1.277779,122.55556,-34.666668,-17,2
79,9,0.444444,107.74074,-41.555557,-14.888889,2
13,9,0.833331,131.77777,-29,-10,2
50,9,1.000001,107.44444,-38.333332,-16.666666,2
28,9,0.444444,111.59259,-45.444443,-11.777778,2
25,9,0.999999,128,-30.666666,-12.333333,2
61,9,0.611111,109.07407,-41.88889,-15.888889,2
59,9,0.833335,121.703705,-37.444443,-14.444445,2
109,9,0.833332,102.48148,-39.11111,-20.11111,2
52,9,0.722223,111.62963,-31.88889,-20.88889,2
17,9,1.388887,129.55556,-32.333332,-9.666667,2
23,9,0.666667,123,-36,-14.333333,2
66,9,1.166665,114.22222,-22,-21.666666,2
18,9,1.277779,138.62962,-15.888889,-10.888889,2
72,9,1.111112,125.55556,-30.666666,-14.333333,2
39,9,1.388891,113.37037,-32.444443,-23.444445,2
54,9,1.166672,134.33333,-20.333334,-13.333333,2
13,9,0.888891,140.25926,-17.777779,-8.777778,2
33,9,0.499999,110.59259,-41.444443,-12.777778,2
107,9,1,133.66667,-23.666666,-11,2
31,9,0.555555,114.96296,-39.22222,-13.555555,2
63,9,0.722221,108.92593,-38.11111,-13.444445,2
38,9,0.777777,124.85185,-34.555557,-15.888889,2
29,9,1.000001,128.44444,-27.666666,-15.666667,2
71,9,1.666667,125.96296,-31.222221,-13.555555,2
78,9,1.222225,106.85185,-40.88889,-15.555555,2
34,9,0.499999,105.48148,-42.77778,-22.777779,2
36,9,0.944443,135.2963,-20.222221,-12.222222,2
18,9,0.666665,114.14815,-35.11111,-19.444445,2
42,9,1.277777,127.03704,-30.11111,-14.111111,2
58,9,0.833335,122.25926,-35.444443,-14.111111,2
35,9,0.444445,97.92593,-44.77778,-27.444445,2
40,9,0.666665,110.03704,-44.11111,-12.777778,2
28,9,0.388889,112.96296,-40.555557,-13.888889,2
11,9,1,143.44444,-19.666666,-2.666667,2
75,9,0.944445,126.07407,-30.555555,-14.888889,2
63,9,0.999997,105.59259,-38.77778,-14.111111,2
80,9,1.166667,111.07407,-24.555555,-24.222221,2
40,9,1.166664,127.40741,-29.88889,-14.555555,2
30,9,0.944447,125.40741,-30.88889,-15.888889,2
20,9,0.611112,111.703705,-39.77778,-13.777778,2
59,9,0.833335,122.03704,-34.444443,-15.777778,2
92,9,0.833335,90.333336,-46.333332,-29,2
83,9,0.888889,90.62963,-48.22222,-30.555555,2
47,9,0.833331,134.77777,-22,-11,2
93,9,2.888891,86.296295,-46.88889,-30.555555,2
41,9,0.611112,109.703705,-43.77778,-13.777778,2
34,9,1.055555,125.48148,-35.444443,-14.111111,2
41,9,0.944448,123.03704,-33.444443,-16.777779,2
21,9,0.944444,126.81481,-35.444443,-12.777778,2
30,9,0.555557,113.25926,-37.444443,-13.111111,2
75,9,0.666668,88.55556,-49.666668,-32.333332,2
43,9,1.166665,125.25926,-28.777779,-16.11111,2
15,9,0.833336,140.2963,-19.222221,-8.555555,2
79,9,0.444444,107.74074,-41.555557,-14.888889,2
19,9,1.055553,110.296295,-37.88889,-21.88889,2
31,9,0.555556,126.85185,-33.88889,-14.888889,2
30,9,0.666667,112.96296,-40.88889,-13.555555,2
46,9,0.666664,135.51852,-18.222221,-11.888889,2
55,9,0.722224,113.666664,-38,-17.666666,2
42,9,1.111115,137.07408,-19.88889,-11.222222,2
50,9,0.777777,124.111115,-33,-17.333334,2
51,9,1.166665,126.333336,-28,-13.666667,2
55,9,1.500001,103.07407,-39.22222,-23.88889,2
29,9,1.000001,128.44444,-27.666666,-15.666667,2
47,9,0.5,97.111115,-43.666668,-29.333334,2
33,9,0.499999,110.59259,-41.444443,-12.777778,2
40,9,0.888889,125.14815,-32.77778,-16.777779,2
90,9,0.666668,113.48148,-22.777779,-22.444445,2
41,9,0.611112,109.703705,-43.77778,-13.777778,2
46,9,0.611112,107.51852,-40.88889,-23.222221,2
45,9,0.666667,108.96296,-39.22222,-14.555555,2
58,9,0.833331,122,-35.666668,-14.666667,2
31,9,1.111109,135.92592,-18.11111,-10.777778,2
91,9,1.055556,104.888885,-37,-18.666666,2
67,9,0.833332,122.888885,-31.666666,-15,2
15,9,0.888891,106.51852,-46.88889,-26.88889,2
77,9,1.000002,135.92592,-22.11111,-12.111111,2
48,9,0.611111,115.77778,-25,-25,2
71,9,0.722221,89.14815,-49.11111,-30.11111,2
13,9,1.055552,141.59259,-20.11111,-4.777778,2
73,9,0.388889,125.51852,-30.222221,-14.888889,2
25,9,0.388887,116.25926,-37.77778,-14.777778,2
46,9,0.611109,124.55556,-35.333332,-14,2
45,9,0.888891,122.85185,-36.88889,-14.555555,2
51,9,0.722223,122.96296,-36.88889,-16.555555,2
72,9,1,93.44444,-42.666668,-28.333334,2
96,9,0.611111,111.59259,-24.444445,-25.11111,2
17,9,0.611112,130.2963,-28.555555,-12.222222,2
32,9,0.944444,126.22222,-33.333332,-14.666667,2
81,9,0.72222,92.18519,-44.88889,-33.88889,2
24,9,1.277777,127.62963,-29.88889,-12.222222,2
53,9,1.000001,113.14815,-26.444445,-24.777779,2
42,9,0.777779,108.92593,-39.77778,-12.111111,2
25,9,0.611111,102.48148,-43.444443,-26.11111,2
58,9,0.555556,123,-31.333334,-12,2
18,9,1.277779,138.62962,-15.888889,-10.888889,2
21,9,0.611112,125.59259,-36.444443,-14.111111,2
54,9,0.611112,108.85185,-36.22222,-15.555555,2
19,9,0.944445,127.51852,-32.88889,-13.888889,2
32,9,0.944444,126.22222,-33.333332,-14.666667,2
24,9,1.166667,121.62963,-32.555557,-15.888889,2
27,9,0.722221,138.07408,-16.555555,-8.888889,2
18,9,0.777777,112.111115,-44.666668,-10.333333,2
40,9,0.611111,110.703705,-43.444443,-11.444445,2
16,9,0.666667,140.40741,-17.222221,-11.222222,2
62,9,0.555556,125.40741,-27.222221,-12.888889,2
54,9,0.777776,109.96296,-37.22222,-15.222222,2
12,9,0.888888,119.03704,-35.444443,-13.444445,2
57,9,0.944447,98.59259,-43.77778,-25.11111,2
40,9,1.222221,124.62963,-30.555555,-17.222221,2
104,9,1.722223,100.51852,-39.88889,-18.222221,2
18,9,0.777777,112.111115,-44.666668,-10.333333,2
26,9,1.222224,136.88889,-17.666666,-11.333333,2
16,9,0.333335,112.96296,-40.22222,-13.888889,2
22,9,1.166667,137.62962,-16.555555,-14.222222,2
44,9,2.444444,122.59259,-31.777779,-11.111111,2
101,9,0.444448,134.92592,-25.444445,-11.444445,2
45,9,0.888888,121.51852,-31.222221,-16.222221,2
58,9,1.055556,109.07407,-38.22222,-13.888889,2
65,9,0.944443,123,-34,-17,2
55,9,1.388888,124.111115,-30.666666,-15,2
22,9,0.833333,137.96297,-14.888889,-12.222222,2
98,9,0.722221,92.333336,-45,-28.666666,2
45,9,1.055556,101.92593,-41.444443,-26.444445,2
71,9,1.055553,105.666664,-27,-23.333334,2
39,9,1.388891,113.37037,-32.444443,-23.444445,2
99,9,0.888891,93.40741,-43.22222,-30.555555,2
41,9,1,135.22223,-20.333334,-11.666667,2
57,9,0.611109,135.96297,-18.222221,-12.555555,2
47,9,0.666669,126.37037,-31.11111,-14.777778,2
19,9,1.611109,129.92592,-26.777779,-11.444445,2
53,9,0.722229,134.77777,-19.666666,-13.333333,2
63,9,0.777776,120.22222,-35.333332,-16.666666,2
47,9,0.444445,135.74074,-20.222221,-11.555555,2
20,9,1.111116,127.333336,-31.666666,-14.333333,2
54,9,0.611109,116.77778,-23,-24,2
62,9,0.555556,110.18519,-28.555555,-22.222221,2
15,9,0.666668,113.74074,-40.88889,-13.888889,2
52,9,0.388889,125.77778,-30.666666,-12.666667,2
48,9,0.555555,122.37037,-30.444445,-16.777779,2
58,9,0.777777,110.37037,-38.11111,-15.111111,2
53,9,0.555555,123.44444,-33.333332,-11,2
44,9,0.722223,123.81481,-31.11111,-11.777778,2
67,9,2.666665,106.07407,-41.88889,-16.555555,2
41,9,1.722227,137.14815,-19.444445,-10.777778,2
44,9,0.500001,99,-42,-25.333334,2
51,9,0.611111,123.18519,-34.22222,-12.888889,2
65,9,0.777777,97.333336,-43.666668,-27.666666,2
24,9,1.277777,127.62963,-29.88889,-12.222222,2
66,9,1.388891,95.111115,-43.333332,-27.666666,2
14,9,1.055556,117,-38.333332,-13,2
35,9,1.388887,109.111115,-38,-11,2
71,9,1.666667,125.96296,-31.222221,-13.555555,2
11,9,1,143.44444,-19.666666,-2.666667,2
51,9,1.055555,124.40741,-33.555557,-16.555555,2
85,9,0.499999,101.03704,-36.77778,-27.777779,2
32,9,0.777774,136.2963,-19.555555,-10.555555,2
58,9,1.166668,93.14815,-47.444443,-29.444445,2
19,9,1.000001,126.666664,-33.666668,-13.666667,2
