@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
87,0,17.333334,-13.666667,-1.318373,1
118,0,6.074074,-7.555555,-0.87829,1
123,0,6.740741,-8.222222,-0.985729,1
84,0,23.851852,-17.555555,-1.598867,1
104,0,21.925926,-16.11111,-1.72879,1
119,0,21.592592,-16.444445,-1.57896,1
118,0,22.74074,-15.222222,-1.707392,1
134,0,4.740741,-6.555555,-0.730465,1
134,0,5.296296,-7.222222,-0.912631,1
145,0,5.296296,-6.888889,-1.068968,1
88,0,22.148148,-16.444445,-1.653787,1
113,0,6.148148,-8.111111,-1.175454,1
58,0,20.925926,-16.444445,-1.685074,1
86,0,26.481482,-18.777779,-1.804829,1
135,0,5.703704,-7.444445,-0.787376,1
111,0,3.814815,-6.111111,-1.43724,1
147,0,4.148148,-6.777778,-1.475643,1
89,0,22.333334,-16.333334,-1.625587,1
132,0,5.740741,-6.555555,-0.726018,1
124,0,7.074074,-8.555555,-1.157082,1
143,0,5.666666,-8,-0.796918,1
111,0,5.444445,-7.666666,-1.181388,1
147,0,4.592593,-7.111111,-1.561754,1
74,0,21.148148,-16.777779,-1.554234,1
75,0,25.962963,-18.555555,-1.8356,1
114,0,5.259259,-6.444445,-0.91061,1
118,0,6.444445,-8.333333,-1.134543,1
116,0,5.62963,-7.555555,-1.099624,1
122,0,6.407407,-7.555555,-0.83212,1
144,0,4.814815,-6.444445,-0.969119,1
107,0,18.88889,-15,-1.357871,1
66,0,18.666666,-15.666667,-1.569253,1
44,0,18.74074,-15.222222,-1.753726,1
135,0,5,-7,-0.692028,1
149,0,7.518518,-7.222222,-2.018631,1
117,0,21.222221,-15,-1.574477,1
85,0,17.962963,-14.555555,-1.386867,1
98,0,20.88889,-15.333333,-1.528895,1
62,0,27.37037,-20.11111,-1.888408,1
65,0,20.814816,-15.777778,-1.665853,1
63,0,22.37037,-15.777778,-1.813886,1
136,0,5.62963,-6.888889,-0.896533,1
57,0,26.814816,-19.777779,-1.837675,1
126,0,7.296296,-7.222222,-0.913675,1
103,0,16.148148,-13.444445,-1.219211,1
92,0,19.074074,-14.222222,-1.570588,1
138,0,5.740741,-7.222222,-0.862108,1
108,0,17.666666,-14.333333,-1.302133,1
110,0,4.222222,-6.666666,-1.539762,1
116,0,21.703703,-16.11111,-1.632243,1
112,0,6.222222,-8,-1.273992,1
69,0,25.666666,-19.666666,-1.79139,1
149,0,5.518518,-5.555555,-2.009108,1
91,0,19.74074,-14.555555,-1.55225,1
93,0,20.37037,-14.777778,-1.730306,1
90,0,18.11111,-14,-1.425885,1
115,0,6.777778,-8.333333,-1.210357,1
55,0,23.444445,-17.666666,-1.771163,1
62,0,21.222221,-16.666666,-1.620398,1
123,0,5.814815,-7.777778,-0.837598,1
120,0,23.666666,-15.666667,-1.76489,1
139,0,6.111111,-7.666666,-0.965946,1
67,0,23.74074,-18.555555,-1.670171,1
68,0,17.703703,-15.777778,-1.563972,1
111,0,5.925926,-8.111111,-0.872666,1
126,0,5.777778,-8,-0.895807,1
56,0,23.703703,-18.11111,-1.748835,1
114,0,5.888889,-8,-1.151837,1
111,0,5.703704,-7.444445,-1.065066,1
130,0,5.851852,-7.555555,-0.963048,1
85,0,21.444445,-17,-1.659879,1
56,0,19.851852,-15.555555,-1.622211,1
66,0,28.407408,-20.222221,-1.844993,1
116,0,6.62963,-8.222222,-1.233945,1
63,0,20.925926,-16.777779,-1.72683,1
111,0,5.407407,-7.222222,-0.897859,1
122,0,5.555555,-7.666666,-0.953435,1
61,0,23.74074,-17.555555,-1.700913,1
92,0,23.444445,-17.666666,-1.653926,1
101,0,19.037037,-15.444445,-1.457591,1
81,0,20.481482,-15.777778,-1.566335,1
131,0,5.222222,-6.666666,-0.621222,1
92,0,19.37037,-14.444445,-1.408242,1
130,0,6.62963,-7.222222,-0.764077,1
88,0,20.592592,-14.777778,-1.785147,1
134,0,5.888889,-7.666666,-0.806042,1
98,0,17.481482,-12.444445,-1.360437,1
110,0,17.925926,-13.444445,-1.345096,1
60,0,19.333334,-15,-1.623392,1
101,0,21.296297,-16.222221,-1.558599,1
128,0,5.666666,-8,-0.837598,1
113,0,20.25926,-14.777778,-1.585609,1
88,0,21.148148,-16.444445,-1.512555,1
61,0,21.74074,-16.88889,-1.737293,1
118,0,5,-7.333334,-1.047198,1
67,0,27.148148,-20.11111,-1.768356,1
89,0,18.962963,-14.222222,-1.544214,1
142,0,4.814815,-7.111111,-0.675123,1
124,0,6.222222,-7.666666,-1.011484,1
70,0,26.037037,-19.11111,-1.74518,1
136,0,6.259259,-7.444445,-0.924607,1
143,0,4.518518,-7.555555,-0.87829,1
115,0,6.296296,-7.888889,-1.175454,1
137,0,5.851852,-7.555555,-0.744272,1
69,0,24.333334,-17.666666,-1.811203,1
101,0,22.444445,-17.666666,-1.674318,1
138,0,5.444445,-7.333334,-0.880521,1
145,0,5.296296,-6.888889,-1.068968,1
66,0,22.62963,-17.555555,-1.733544,1
138,0,4.962963,-6.888889,-0.722894,1
138,0,5.740741,-7.222222,-0.862108,1
71,0.111111,22.333334,-17,-1.636863,1
147,0,6.777778,-8.666667,-1.783388,1
72,0,26.222221,-20.333334,-1.807866,1
103,0,18.962963,-15.222222,-1.334127,1
102,0,23.074074,-17.222221,-1.68544,1
83,0,18.74074,-14.555555,-1.456819,1
92,0,18.703703,-15.444445,-1.548296,1
142,0,5.037037,-6.777778,-0.829712,1
133,0,6.666666,-8.333333,-0.924817,1
146,0,5.111111,-6.666666,-1.258358,1
142,0,4.592593,-6.777778,-0.776334,1
135,0,5.518518,-7.555555,-0.892179,1
72,0,26.481482,-19.11111,-1.846158,1
111,0,6.037037,-7.777778,-1.175773,1
62,0,21.185184,-16.222221,-1.650123,1
128,0,5.925926,-7.444445,-0.7213,1
70,0,23.666666,-17.333334,-1.649603,1
123,0,4.555555,-6.666666,-0.853547,1
136,0,6.259259,-7.444445,-0.924607,1
116,0,16.185184,-13.888889,-1.162844,1
90,0,24.851852,-18.555555,-1.705942,1
89,0,21.88889,-16,-1.611365,1
60,0,23.777779,-17.666666,-1.713134,1
128,0,5.555555,-7.333334,-0.985811,1
145,0,4.074074,-6.555555,-0.959485,1
68,0,27.185184,-20.222221,-1.848523,1
129,0,6.407407,-7.888889,-0.912766,1
77,0,26.407408,-18.555555,-1.768872,1
54,0,24.592592,-18.444445,-1.760752,1
45,0,21.925926,-16.444445,-1.73537,1
102,0,20.25926,-14.444445,-1.555097,1
137,0,5.851852,-7.555555,-0.744272,1
140,0,6.333334,-7.666666,-0.909267,1
71,0,22.777779,-18,-1.66796,1
145,0,3.925926,-5.111111,-0.57094,1
130,0,5.333334,-7.333334,-0.889024,1
107,0,16.703703,-14.444445,-1.131973,1
131,0,5.333334,-7,-0.850783,1
75,0.111111,24.851852,-17.88889,-1.652768,1
140,0,6.333334,-7.666666,-0.909267,1
124,0,6.037037,-8.111111,-1.02473,1
118,0,5.62963,-7.222222,-0.960827,1
121,0,6.407407,-7.888889,-0.914324,1
85,0,21.11111,-17,-1.603957,1
116,0,21.703703,-16.11111,-1.632243,1
90,0,22.62963,-17.555555,-1.622331,1
100,0,20.62963,-15.555555,-1.519702,1
128,0,5.037037,-6.777778,-0.688601,1
80,0,24.814816,-18.777779,-1.620451,1
116,0,5.62963,-7.555555,-1.099624,1
103,0,21.851852,-16.555555,-1.634396,1
142,0,4.666666,-7,-0.604864,1
94,0,21.222221,-16.666666,-1.627145,1
56,0,22.74074,-17.555555,-1.759414,1
133,0,6.666666,-8.333333,-0.924817,1
73,0,20.62963,-15.888889,-1.675465,1
116,0,6.481482,-8.444445,-1.19107,1
134,0,6.074074,-7.222222,-0.966318,1
129,0,6.333334,-7.666666,-0.932783,1
145,0,3.925926,-5.111111,-0.57094,1
114,0,19.851852,-14.888889,-1.508658,1
143,0,5.037037,-7.111111,-0.907416,1
86,0,23.814816,-17.777779,-1.60859,1
96,0,21.88889,-17,-1.530686,1
110,0,17.925926,-13.444445,-1.345096,1
85,0,17.962963,-14.555555,-1.386867,1
113,0,14.703704,-13.777778,-0.9757,1
74,0,23.592592,-17.777779,-1.66658,1
108,0,21.925926,-16.11111,-1.683529,1
114,0,17.222221,-14,-1.176662,1
121,0,23.11111,-16.666666,-1.740736,1
115,0,19.925926,-14.444445,-1.440963,1
41,0,22.481482,-16.777779,-1.77166,1
101,0,16.925926,-13.111111,-1.21111,1
102,0,17.925926,-13.777778,-1.447037,1
67,0,20,-16.333334,-1.623202,1
123,0,6.111111,-7.666666,-0.761648,1
102,0,23.074074,-17.222221,-1.68544,1
114,0,5.444445,-7.666666,-1.314533,1
133,0,6.444445,-8.333333,-1.077659,1
124,0,6.037037,-8.111111,-1.02473,1
92,0,22.88889,-17.333334,-1.682651,1
125,0,5.851852,-7.222222,-0.944272,1
101,0,21.296297,-16.222221,-1.558599,1
135,0,4.148148,-6.444445,-0.807848,1
64,0,24.074074,-19.222221,-1.724894,1
86,0,24.296297,-18.88889,-1.650844,1
117,0,6.444445,-8,-1.233256,1
75,0,22.74074,-17.555555,-1.641882,1
131,0,5.962963,-6.888889,-0.804846,1
126,0,5.407407,-7.555555,-0.612886,1
92,0,23.666666,-18.333334,-1.637777,1
106,0,19.11111,-15,-1.48458,1
61,0,18.962963,-14.888889,-1.591206,1
125,0,6.185185,-7.888889,-1.121818,1
34,0,20.333334,-16.333334,-1.823148,1
132,0,5.37037,-7.444445,-0.808383,1
141,0,5.407407,-7.222222,-0.843732,1
56,0,26.444445,-19.333334,-1.863182,1
83,0,19.444445,-15.333333,-1.507007,1
149,0,5.444445,-5.666666,-1.985703,1
111,0,19.925926,-14.444445,-1.58144,1
124,0,5.111111,-7,-0.752669,1
103,0,18.333334,-15.333333,-1.397414,1
100,0,21.074074,-16.555555,-1.477019,1
147,0,6.037037,-8.444445,-1.50837,1
125,0,6.185185,-7.888889,-1.121818,1
56,0,28.62963,-19.555555,-1.819915,1
44,0,18.74074,-15.222222,-1.753726,1
122,0,5.851852,-7.555555,-0.942559,1
117,0,19.88889,-15,-1.420087,1
115,0,6.666666,-8.333333,-0.965144,1
107,0,17.185184,-13.888889,-1.312499,1
128,0,5.555555,-7.333334,-0.985811,1
67,0,20,-16.333334,-1.623202,1
123,0,6.962963,-7.222222,-1.18068,1
136,0,6.814815,-8.111111,-0.963931,1
133,0,6.444445,-8.333333,-1.077659,1
57,0,26.296297,-19.555555,-1.739017,1
107,0,18.62963,-15.555555,-1.370369,1
129,0,6.333334,-7.666666,-0.932783,1
51,0,25.74074,-18.88889,-1.873032,1
104,0,21.777779,-17,-1.669752,1
77,0,24.481482,-18.11111,-1.68954,1
111,0,6.037037,-7.777778,-1.175773,1
116,0,22.11111,-15.666667,-1.670314,1
115,0,22.037037,-15.777778,-1.619549,1
124,0,6,-8,-0.987873,1
109,0,17.25926,-14.111111,-1.131204,1
122,0,5.62963,-7.222222,-0.964797,1
80,0,26,-19.333334,-1.773594,1
64,0,23.62963,-17.222221,-1.756712,1
64,0,18.88889,-14.666667,-1.755505,1
118,0,6.259259,-8.111111,-1.076198,1
120,0,5.962963,-7.888889,-0.820403,1
111,0,18.62963,-14.222222,-1.333792,1
139,0,5.333334,-7,-1.004936,1
130,0,5.777778,-7.666666,-0.871495,1
116,0,6.481482,-8.444445,-1.19107,1
81,0,22.703703,-17.11111,-1.606794,1
95,0,21.11111,-15.333333,-1.555549,1
89,0,23.88889,-17.333334,-1.664008,1
104,0,18.703703,-15.111111,-1.446641,1
27,0,138.07408,-8.888889,-2.264532,2
23,0,124.44444,-14,-2.37055,2
18,0,125.62963,-14.222222,-2.352184,2
38,0,113.48148,-14.777778,-2.370002,2
50,0,107.44444,-16.666666,-2.337296,2
24,0,121.62963,-15.888889,-2.307914,2
56,0,126.44444,-15,-2.307657,2
65,0,125.666664,-17,-2.273744,2
99,0,93.40741,-30.555555,-2.207756,2
71,0,125.96296,-13.555555,-2.339758,2
49,0,108.888885,-24.666666,-2.211659,2
34,0,123.22222,-15,-2.343381,2
80,0,111.07407,-24.222221,-2.098697,2
47,0,97.111115,-29.333334,-2.223218,2
34,0,137.03703,-12.111111,-2.2,2
20,0,113.85185,-21.88889,-2.231826,2
46,0,114.62963,-13.555555,-2.395028,2
57,0,92.92593,-29.777779,-2.254208,2
36,0,135.2963,-12.222222,-2.247156,2
40,0,125.111115,-16,-2.313685,2
35,0,125.18519,-14.222222,-2.346636,2
75,0,126.07407,-14.888889,-2.309804,2
68,0,107.37037,-17.444445,-2.333212,2
59,0,122.03704,-15.777778,-2.323173,2
46,0,124.55556,-14,-2.357688,2
32,0,126.22222,-14.666667,-2.333746,2
57,0,124.703705,-13.444445,-2.34019,2
14,0,117,-13,-2.390383,2
62,0,125.40741,-12.888889,-2.315962,2
43,0,126.48148,-14.777778,-2.280207,2
25,0,116.25926,-14.777778,-2.360195,2
15,0,140.77777,-8.666667,-2.328472,2
57,0,126.111115,-12,-2.362514,2
41,0,123.03704,-16.777779,-2.299918,2
19,0,114.25926,-14.444445,-2.375985,2
76,0,90.07407,-32.88889,-2.208019,2
68,0,125.77778,-15.333333,-2.300618,2
38,0,124.85185,-15.888889,-2.322923,2
29,0,128.44444,-15.666667,-2.271128,2
67,0,108.85185,-21.88889,-2.173099,2
32,0,121.44444,-16.333334,-2.309391,2
56,0,126,-13.666667,-2.326783,2
33,0,109.888885,-22.666666,-2.266225,2
85,0,101.03704,-27.777779,-2.186342,2
57,0,124.25926,-14.444445,-2.341163,2
90,0,113.111115,-23.333334,-2.078418,2
45,0,108.96296,-14.555555,-2.371807,2
19,0,129.92592,-11.444445,-2.340765,2
21,0,126.77778,-12.333333,-2.370372,2
29,0,103.25926,-25.777779,-2.257217,2
39,0,124.18519,-17.555555,-2.268113,2
101,0,134.92592,-11.444445,-2.328735,2
48,0,122.37037,-16.777779,-2.278604,2
16,0,111.81481,-19.777779,-2.293933,2
109,0,102.48148,-20.11111,-2.297546,2
52,0,125.77778,-12.666667,-2.348494,2
58,0,123,-12,-2.365385,2
75,0,88.55556,-32.333332,-2.232,2
86,0,105.77778,-16.333334,-2.343789,2
18,0,112.111115,-10.333333,-2.45498,2
25,0,126.03704,-13.444445,-2.36518,2
27,0,138.07408,-8.888889,-2.264532,2
48,0,107.888885,-24.333334,-2.247036,2
15,0,106.51852,-26.88889,-2.266452,2
74,0,101.85185,-25.88889,-2.220553,2
13,0,141.59259,-4.777778,-2.449265,2
66,0,93.44444,-28.666666,-2.224845,2
63,0,120.22222,-16.666666,-2.315885,2
51,0,122.96296,-16.555555,-2.330465,2
46,0,126.03704,-14.777778,-2.304436,2
36,0,111.92593,-14.111111,-2.387384,2
83,0,90.62963,-30.555555,-2.239053,2
33,0,110.59259,-12.777778,-2.408019,2
30,0,111.22222,-12.666667,-2.405295,2
36,0,103.03704,-26.11111,-2.232346,2
28,0,122.51852,-13.888889,-2.35398,2
98,0,92.333336,-28.666666,-2.238522,2
80,0,96.333336,-27.333334,-2.228712,2
22,0,137.96297,-12.222222,-2.158304,2
32,0,126.22222,-14.666667,-2.333746,2
85,0,93.55556,-30.333334,-2.208414,2
41,0,121.48148,-18.444445,-2.280803,2
13,0,132.25926,-11.111111,-2.360428,2
79,0,89.44444,-30,-2.241633,2
14,0,112.74074,-12.555555,-2.408968,2
50,0,107.44444,-16.666666,-2.337296,2
18,0,137.88889,-10.666667,-2.27511,2
48,0,134.85185,-11.888889,-2.278428,2
59,0,126.14815,-14.111111,-2.308637,2
62,0,99.666664,-23.333334,-2.277142,2
28,0,111.51852,-12.888889,-2.425992,2
77,0,135.92592,-12.111111,-2.277146,2
62,0,110.03704,-21.11111,-2.185419,2
54,0,134.33333,-13.333333,-2.231555,2
13,0,118.666664,-15,-2.351897,2
26,0,136.88889,-11.333333,-2.230725,2
72,0,125.55556,-14.333333,-2.32084,2
17,0,130.2963,-12.222222,-2.339493,2
26,0,112.22222,-14.333333,-2.38614,2
49,0,120.703705,-18.11111,-2.315477,2
115,0,132.77777,-9,-2.405477,2
57,0,135.77777,-13.666667,-2.187422,2
39,0,113,-13.666667,-2.393564,2
20,0,126.55556,-14.666667,-2.328034,2
90,0,113.48148,-22.444445,-2.097815,2
51,0,124.40741,-16.555555,-2.30531,2
81,0,90.40741,-33.88889,-2.18233,2
11,0,143.44444,-2.666667,-2.521648,2
45,0,121.51852,-16.222221,-2.292668,2
65,0,123,-17,-2.303991,2
48,0,115.77778,-25,-2.090557,2
52,0,111.62963,-20.88889,-2.229685,2
13,0,104.111115,-25.333334,-2.28708,2
29,0,128.44444,-15.666667,-2.271128,2
29,0,112.07407,-14.888889,-2.373206,2
63,0,105.59259,-14.111111,-2.375282,2
30,0,125.40741,-15.888889,-2.295989,2
42,0,108.92593,-12.111111,-2.410388,2
46,0,124.55556,-14,-2.357688,2
35,0,109.111115,-11,-2.420203,2
12,0,127.44444,-11.333333,-2.402917,2
41,0,135.22223,-11.666667,-2.270225,2
32,0,136.2963,-10.555555,-2.280755,2
83,0,90.62963,-30.555555,-2.239053,2
27,0,136.2963,-9.888889,-2.264129,2
58,0,110.37037,-15.111111,-2.357271,2
47,0,135.74074,-11.555555,-2.262555,2
62,0,126.48148,-14.777778,-2.275425,2
55,0,103.07407,-23.88889,-2.251012,2
72,0,125.44444,-13,-2.366197,2
20,0,125,-13.666667,-2.348006,2
17,0,126.14815,-13.777778,-2.348415,2
93,0,86.296295,-30.555555,-2.231558,2
58,0,92.703705,-30.11111,-2.239301,2
44,0,123.81481,-11.777778,-2.367282,2
51,0,108.74074,-14.222222,-2.383438,2
54,0,124.37037,-15.777778,-2.328661,2
40,0,110.703705,-11.444445,-2.434692,2
75,0,116.703705,-16.444445,-2.295488,2
88,0,110.59259,-23.777779,-2.139239,2
20,0,111.703705,-13.777778,-2.385213,2
63,0,108.92593,-13.444445,-2.382438,2
94,0,95.296295,-28.555555,-2.227114,2
54,0,116.77778,-24,-2.079152,2
21,0,126.81481,-12.777778,-2.377814,2
21,0,130.14815,-11.111111,-2.357178,2
21,0,125.59259,-14.111111,-2.362526,2
31,0,136.40741,-10.222222,-2.251504,2
25,0,112.22222,-14,-2.396894,2
60,0,123.666664,-15,-2.293386,2
64,0,108.77778,-15,-2.355443,2
13,0,130.40741,-12.888889,-2.355244,2
15,0,132.22223,-11.666667,-2.341041,2
53,0,113.14815,-24.777779,-2.117007,2
68,0,105.77778,-25.333334,-2.169999,2
39,0,127.07407,-13.888889,-2.336025,2
42,0,135.2963,-11.888889,-2.282217,2
62,0,110.18519,-22.222221,-2.178149,2
18,0,138.62962,-10.888889,-2.214612,2
47,0,126.37037,-14.777778,-2.315792,2
24,0,127.62963,-12.222222,-2.349252,2
11,0,143.44444,-2.666667,-2.521648,2
27,0,137.51852,-12.222222,-2.146716,2
50,0,121.18519,-17.222221,-2.312305,2
82,0,106.51852,-17.222221,-2.344872,2
40,0,110.03704,-12.777778,-2.419456,2
64,0,108.77778,-15,-2.355443,2
39,0,113.37037,-23.444445,-2.198158,2
11,0,141.55556,-6.333334,-2.401587,2
25,0,102.48148,-26.11111,-2.253408,2
33,0,125.888885,-14,-2.348002,2
90,0,113.48148,-22.444445,-2.097815,2
45,0,101.92593,-26.444445,-2.238324,2
33,0,111.333336,-21.333334,-2.290421,2
60,0,109.77778,-24.666666,-2.16692,2
55,0,124.111115,-15,-2.308179,2
32,0,136.2963,-10.555555,-2.280755,2
12,0,119.03704,-13.444445,-2.368866,2
57,0,123.55556,-12.333333,-2.376054,2
19,0,137.77777,-7.333334,-2.358602,2
13,0,140.25926,-8.777778,-2.292384,2
44,0,106,-23.333334,-2.255577,2
54,0,109.96296,-15.222222,-2.351182,2
32,0,116.77778,-11,-2.421193,2
54,0,108.85185,-15.555555,-2.33633,2
89,0,106.07407,-19.222221,-2.306204,2
58,0,93.14815,-29.444445,-2.246316,2
64,0,92.81481,-30.777779,-2.228939,2
23,0,123,-14.333333,-2.356262,2
41,0,137.14815,-10.777778,-2.268529,2
58,0,109.07407,-13.888889,-2.375207,2
13,0,131.77777,-10,-2.386251,2
37,0,95.92593,-28.11111,-2.258443,2
47,0,134.77777,-11,-2.30244,2
46,0,135.51852,-11.888889,-2.232616,2
19,0,110.296295,-21.88889,-2.264331,2
22,0,137.62962,-14.222222,-2.146204,2
52,0,111.62963,-20.88889,-2.229685,2
30,0,112.96296,-13.555555,-2.395064,2
31,0,126.85185,-14.888889,-2.334831,2
96,0,90.81481,-30.11111,-2.219979,2
72,0,93.44444,-28.333334,-2.22578,2
15,0,130.14815,-14.111111,-2.32497,2
62,0,123.48148,-14.111111,-2.343404,2
35,0,98.74074,-25.222221,-2.280843,2
71,0,89.14815,-30.11111,-2.249475,2
35,0,136.48148,-13.444445,-2.146845,2
94,0,113.18519,-24.222221,-2.015307,2
30,0,123.333336,-17.333334,-2.27951,2
18,0,138.62962,-10.888889,-2.214612,2
71,0,122.18519,-16.222221,-2.301203,2
56,0,126,-13.666667,-2.326783,2
71,0,105.666664,-23.333334,-2.143159,2
40,0,123.77778,-16.333334,-2.292201,2
29,0,128.48148,-14.444445,-2.29776,2
28,0,112.96296,-13.888889,-2.387884,2
41,0,113.40741,-24.88889,-2.139822,2
19,0,126.666664,-13.666667,-2.352834,2
42,0,108.92593,-12.111111,-2.410388,2
33,0,110.59259,-12.777778,-2.408019,2
44,0,99,-25.333334,-2.254541,2
30,0,113.25926,-13.111111,-2.385308,2
35,0,127.55556,-14.666667,-2.311049,2
71,0,125.96296,-13.555555,-2.339758,2
57,0,100.44444,-22.666666,-2.288131,2
20,0,127.333336,-14.333333,-2.326919,2
107,0,133.66667,-11,-2.317384,2
59,0,121.703705,-14.444445,-2.364216,2
53,0,123.44444,-11,-2.39327,2
21,0,127.296295,-14.222222,-2.339377,2
45,0,122.85185,-14.555555,-2.35936,2
32,0,112.03704,-23.11111,-2.255674,2
20,0,125,-13.666667,-2.348006,2
47,0,123.85185,-18.555555,-2.23989,2
17,0,129.55556,-9.666667,-2.412968,2
39,0,127.51852,-13.222222,-2.352961,2
65,0,97.333336,-27.666666,-2.239144,2
67,0,122.888885,-15,-2.317188,2
29,0,128.48148,-14.444445,-2.29776,2
57,0,122.333336,-17,-2.297173,2
62,0,125.333336,-13.666667,-2.314232,2
58,0,122,-14.666667,-2.349269,2
78,0,135.55556,-13.666667,-2.225537,2
57,0,98.59259,-25.11111,-2.264402,2
55,0,113.666664,-17.666666,-2.319697,2
67,0,106.07407,-16.555555,-2.357338,2
113,0,133.11111,-12.333333,-2.309551,2
49,0,127.40741,-15.888889,-2.297839,2
15,0,140.2963,-8.555555,-2.330563,2
42,0,137.07408,-11.222222,-2.26361,2
25,0,103.62963,-26.222221,-2.252101,2
73,0,125.51852,-14.888889,-2.307396,2
96,0,111.59259,-25.11111,-2.085954,2
99,0,93.40741,-30.555555,-2.207756,2
47,0,107.111115,-23.333334,-2.271072,2
49,0,124.03704,-16.444445,-2.303412,2
74,0,101.85185,-25.88889,-2.220553,2
15,0,113.74074,-13.888889,-2.389025,2
39,0,113.37037,-23.444445,-2.198158,2
79,0,107.74074,-14.888889,-2.377965,2
51,0,126.333336,-13.666667,-2.306687,2
27,0,122.666664,-14.666667,-2.334512,2
34,0,125.48148,-14.111111,-2.357272,2
66,0,122.55556,-17,-2.307094,2
61,0,109.07407,-15.888889,-2.367396,2
79,0,107.74074,-14.888889,-2.377965,2
18,0,112.111115,-10.333333,-2.45498,2
36,0,114.03704,-15.444445,-2.362237,2
25,0,128,-12.333333,-2.354552,2
26,0,137.03703,-12.444445,-2.182567,2
51,0,123.18519,-12.888889,-2.368498,2
15,0,129.25926,-11.444445,-2.38244,2
40,0,124.62963,-17.222221,-2.270219,2
35,0,97.92593,-27.444445,-2.248235,2
78,0,106.85185,-15.555555,-2.368082,2
41,0,112.111115,-12.333333,-2.404553,2
58,0,122.25926,-14.111111,-2.357271,2
54,0,110,-15,-2.345744,2
92,0,90.333336,-29,-2.242802,2
13,0,141.81482,-7.111111,-2.276767,2
97,0,134.37038,-9.777778,-2.346234,2
42,0,127.03704,-14.111111,-2.31442,2
81,0,92.18519,-33.88889,-2.187399,2
104,0,100.51852,-18.222221,-2.326201,2
101,0,134.92592,-11.444445,-2.328735,2
33,0,124.55556,-15,-2.333537,2
41,0,109.703705,-13.777778,-2.404745,2
66,0,95.111115,-27.666666,-2.235701,2
46,0,107.51852,-23.222221,-2.270851,2
93,0,112.296295,-21.88889,-2.141419,2
28,0,111.59259,-11.777778,-2.438585,2
25,0,128,-12.333333,-2.354552,2
24,0,127.62963,-12.222222,-2.349252,2
40,0,110.703705,-11.444445,-2.434692,2
35,0,124.55556,-16.333334,-2.282923,2
31,0,114.96296,-13.555555,-2.384877,2
21,0,126.77778,-12.333333,-2.370372,2
120,0,3.740741,-4.888889,-2.180291,3
136,0,12.185185,-9.555555,-2.268991,3
127,0,0.62963,-1.888889,-2.094395,3
122,0,0.333333,-1,-2.094395,3
119,0,1.444444,-4,-2.11372,3
122,0,2.259259,-3.777778,-2.173204,3
145,0,0.851852,-0.222222,-2.53095,3
72,0,4.518518,-5.888889,-2.216721,3
109,0,1.962963,-3.555556,-2.146531,3
125,0,3.925926,-4.444445,-2.234241,3
124,0,1.148148,-1.777778,-2.18129,3
111,0,1.296296,-2.888889,-2.139494,3
121,0,3.703704,-3.444444,-2.351514,3
113,0.111111,27.88889,-16.666666,-2.29665,3
124,0,14.666667,-7,-2.396682,3
111,0,1.333333,-4,-2.094395,3
125,0,1.777778,-2.333333,-2.237562,3
