@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,7,10-11,14,16,20'

@attribute Region-centroid-row numeric
@attribute Short-line-density-5 numeric
@attribute Short-line-density-2 numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
190,0,0,0.82776,52.407406,47.333332,-15.222222,-21.222221,6
65,0,0,0.272166,8.925926,6.111111,-8.444445,-7.777778,5
21,0.111111,0,0.443054,125.59259,113.44444,-36.444443,-14.111111,2
35,0,0,1.05185,124.55556,114.44444,-30.333334,-16.333334,2
114,0,0,0.122222,1.740741,0.777778,-2.888889,-3.555556,3
129,0,0,0.562963,6.666666,8.444445,5.333334,-8,1
128,0,0,0.118518,5.666666,7.444445,5.333334,-8,1
80,0,0,1.187903,58.333332,51.22222,-21.333334,-20,4
64,0,0,1.130388,8,6.111111,-5.666666,-8,5
191,0,0.111111,2.303781,48.22222,43.88889,-13,-18.333334,6
145,0,0,0.611616,0.555556,0.333333,-0.666667,-1.333333,5
125,0,0,2.550962,37.444443,32.333336,-15.333333,-15,4
77,0.111111,0,0.651851,5,1.222222,-11.333333,-4.333334,3
102,0,0,73.70736,56.77778,51.11111,-17,-20,4
95,0,0,1.007408,21.407408,21.333334,-0.222222,-15.555555,1
113,0,0,1.52963,20.25926,20,-0.777778,-14.777778,1
70,0,0,0.72963,23.666666,23,-2,-17.333334,1
124,0,0,0.934919,14.666667,7.555555,-21.333334,-7,3
132,0,0,0.385185,0.740741,0.111111,-1.888889,-1.888889,3
174,0.111111,0,1.16746,23.185184,20.666668,-7.555555,17.444445,7
110,0,0,5.351851,17.925926,18.88889,2.888889,-13.444445,1
123,0.111111,0,2.107406,57.48148,52.555557,-14.777778,-18.444445,4
33,0,0,0.272163,124.55556,113.22222,-34,-15,2
25,0,0,0.84444,103.62963,89.111115,-43.555557,-26.222221,2
111,0,0,0.074074,5.925926,7.666666,5.222222,-8.111111,1
139,0,0,0.018519,1.296296,0,-3.888889,-3.888889,5
178,0,0,1.769076,47.962963,42.666668,-15.888889,-16.88889,6
73,0,0,0.505524,43.851852,43,-2.555556,-12.222222,4
211,0,0,1.333333,13.62963,10.777778,-8.555555,10.777778,7
123,0,0,1.096294,52.814816,48,-14.444445,-19.444445,4
12,0,0,0.272164,119.03704,107.22222,-35.444443,-13.444445,2
113,0,0,1.223232,20.851852,16.88889,-11.888889,-10.888889,5
78,0,0,0.699206,69.74074,59.666668,-30.222221,-25.88889,4
119,0,0,1.293861,39.851852,36.22222,-10.888889,-14.222222,4
105,0,0,2.296298,45.74074,41.22222,-13.555555,-18.222221,4
138,0,0,0.062963,3.185185,1.444444,-5.222222,-5.222222,5
199,0,0,0.607407,17.518518,13.111111,-13.222222,12.111111,7
200,0,0,2.125681,55.962963,49,-20.88889,-21.88889,6
66,0,0,9.089677,39.88889,32.333336,-22.666666,-6.333334,3
132,0,0,0.077778,5.37037,7.111111,5.222222,-7.444445,1
63,0,0,0.296294,120.22222,108.44444,-35.333332,-16.666666,2
79,0,0,0.862963,4.851852,2,-8.555555,-4.555555,3
115,0,0,0.02963,132.77777,123.22222,-28.666666,-9,2
115,0,0,0.344445,1.888889,0.222222,-5,-3.333333,3
145,0,0,0.162963,5.296296,6.333334,3.111111,-6.888889,1
79,0,0,0.344265,107.74074,93.888885,-41.555557,-14.888889,2
91,0,0,0.278887,6,4.555555,-4.333334,-7,5
112,0,0,0.421637,0.444444,0,-1.333333,-1,3
80,0.111111,0,4.162963,26,24,-6,-19.333334,1
69,0,0,0.490654,40.666668,40.88889,0.666667,-12.333333,4
163,0,0,13.496301,39.444443,34,-16.333334,-8.666667,6
191,0,0,0.311111,7.333334,5.333334,-6,11.666667,7
95,0,0,1.123816,7.62963,6.777778,-2.555556,-6.888889,5
193,0,0,1.451692,60.703705,54.444443,-18.777779,-23.777779,6
53,0,0,1.718519,27.074074,22.777779,-12.888889,-20.88889,1
172,0,0,1.06284,30.11111,24.555555,-16.666666,16.666666,7
46,0.111111,0,0.611616,124.55556,112.77778,-35.333332,-14,2
124,0,0,0.02963,0.888889,0,-2.666667,-2,3
89,0,0,0,0,0,0,0,5
131,0,0,1.866865,35.703705,30.666666,-15.111111,-15.111111,4
95,0,0,0.818519,6.481482,2.333334,-12.444445,-5.777778,3
210,0,0,0.544331,11.851851,9.333334,-7.555555,16.444445,7
42,0,0,0.54433,108.92593,95.666664,-39.77778,-12.111111,2
170,0,0,0.45542,25.444445,20.11111,-16,16.333334,7
66,0,0,1.57407,122.55556,111,-34.666668,-17,2
40,0,0,0.596295,123.77778,113.333336,-31.333334,-16.333334,2
197,0,0,2.993821,50.333332,44.666668,-17,-18.666666,6
185,0,0,4.655558,30.88889,27.777779,-9.333333,-9,6
185,0,0,0.250924,54.22222,48.555557,-17,-22,6
21,0,0,0.516398,126.77778,115.77778,-33,-12.333333,2
126,0.111111,0,2.697049,23.296297,21,-6.888889,-9.888889,4
144,0,0,0.118518,1.148148,0,-3.444444,-3.444444,3
200,0,0,2.409857,54.703705,47.88889,-20.444445,-22.444445,6
190,0,0,0.998145,49.48148,44.77778,-14.111111,-19.444445,6
182,0,0,3.855555,34.925926,31.444445,-10.444445,-13.444445,6
85,0,0,13.451853,4.296296,1.333333,-8.888889,-4.888889,3
135,0,0,0.151852,2.407408,1.333333,-3.222222,-4.888889,5
75,0.111111,0,0.471403,116.703705,105.888885,-32.444443,-16.444445,2
99,0,0,8.018518,4.148148,1.111111,-9.111111,-5.444445,3
46,0.111111,0,0.611616,124.55556,112.77778,-35.333332,-14,2
120,0,0,3.911109,49.407406,44.88889,-13.555555,-16.222221,4
137,0,0,1.360828,40.851852,39.88889,-2.888889,-10.555555,4
231,0,0,2.42963,12.296296,8.777778,-10.555555,14.111111,7
59,0,0,0.349603,122.03704,110.55556,-34.444443,-15.777778,2
237,0,0,0.444444,8,6.555555,-4.333334,11.333333,7
170,0,0,0.574134,16.407408,12.777778,-10.888889,9.444445,7
188,0,0,1.260511,49.962963,45.11111,-14.555555,-19.88889,6
211,0,0,1.129629,13.740741,11.111111,-7.888889,12.111111,7
188,0,0,1.356739,60.333332,53.555557,-20.333334,-23.333334,6
188,0,0,1.496296,29.962963,26.88889,-9.222222,-10.222222,6
113,0,0,0.255556,5.592593,7.111111,4.555555,-7.777778,1
137,0,0,0.02963,0.222222,0,-0.666667,-0.666667,3
108,0,0,0.8,17.666666,19,4,-14.333333,1
182,0,0,3.855555,34.925926,31.444445,-10.444445,-13.444445,6
176,0,0.111111,1.857917,60.296295,53.333332,-20.88889,-25.222221,6
185,0,0,1.422222,19.25926,14.888889,-13.111111,16.222221,7
61,0.111111,0,3.185182,18.962963,18.666668,-0.888889,-14.888889,1
96,0,0,0.459468,19.592592,15.222222,-13.111111,-13.444445,5
174,0,0,0.062963,13.481482,10.888889,-7.777778,10.555555,7
55,0,0,2.82963,21.037037,20.555555,-1.444444,-15.444445,1
136,0,0,0.196296,5.62963,7.111111,4.444445,-6.888889,1
31,0,0,0.45542,126.85185,115.55556,-33.88889,-14.888889,2
116,0,0,4.405383,61,52.444443,-25.666666,-20.666666,4
64,0,0,0.699205,108.77778,96.333336,-37.333332,-15,2
157,0,0,0.421638,19.666666,16.444445,-9.666667,12.666667,7
135,0,0,0.151852,5.703704,7.444445,5.222222,-7.444445,1
122,0,0,0.077778,39.22222,35.77778,-10.333333,-14.666667,4
114,0,0,0.074074,16.11111,11.777778,-13,-11,5
117,0,0,0.403687,45.88889,39.555557,-19,-18.666666,4
15,0,0,0.285185,132.22223,123,-27.666666,-11.666667,2
35,0,0,0.296297,97.92593,83,-44.77778,-27.444445,2
125,0,0,0.374074,1.37037,0,-4.111111,-3.444444,3
109,0,0,3.233333,1.962963,0.333333,-4.888889,-3.555556,3
64,0,0,1.206465,56.592594,49.666668,-20.777779,-22.444445,4
90,0,0,0.374074,2.814815,0.555556,-6.777778,-5.444445,3
67,0.111111,0,0.88889,20,19.555555,-1.333333,-16.333334,1
161,0,0,0.507408,44.074074,38,-18.222221,-13.222222,6
173,0,0,0.829631,17.148148,13.555555,-10.777778,15.555555,7
122,0,0,0.403687,0.555556,0,-1.666667,-0.333333,3
121,0,0,1.062841,17.222221,8.888889,-25,-11,3
136,0,0,2.810035,19.444445,16.88889,-7.666666,-11.333333,3
61,0,0,0.471405,8.777778,5.888889,-8.666667,-8,5
