@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,6,11,13,16,18,20'

@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
209,1.722222,9.555555,16.11111,13.444445,0.464325,7
110,0.277778,6.111111,6.333334,-9.333333,0.620643,5
109,3.555555,7,10.555555,-8.222222,0.694627,3
122,0.444444,0,0.444444,-0.333333,0.555556,3
201,4.611111,35.77778,36.11111,-12.555555,0.275368,6
68,1.055557,115.666664,120.666664,-15.333333,0.179629,2
32,0.944444,115.111115,121.333336,-14.666667,0.190625,2
153,19.666666,5.333334,6.222222,-6.333334,0.769577,5
124,0.611111,7.444445,3.333333,-8,0.571649,1
125,6.388889,37.22222,37.444443,-17.333334,0.324639,4
140,0.055556,0,0,-0.777778,0.777778,5
50,1.000001,94.666664,101.888885,-16.666666,0.247337,2
143,0.333333,6.111111,2,-7.555555,0.674074,1
72,0.777777,114.111115,121.111115,-13,0.19129,2
191,3.500001,52.88889,51.555557,-24.555555,0.313611,6
102,1.888889,18.555555,13.333333,-13.777778,0.390329,1
154,3.166667,9.666667,4.777778,-4.777778,0.561927,5
189,2.055556,23.444445,22.88889,-10.666667,0.271473,6
118,0.555556,7.555555,3.666667,-8.333333,0.56433,1
137,4.277778,2.555556,3.444444,-4.666666,0.837478,3
199,3.833334,47.88889,47.77778,-21.555555,0.317006,6
56,1.222222,19.444445,14.666667,-15.555555,0.422689,1
123,0.444444,7.555555,3.222222,-7.777778,0.573413,1
34,2,18.222221,14.888889,-16.333334,0.466345,1
121,1.055556,0.777778,2.555556,-3.444444,0.907407,3
129,0.5,0,0,-1.555556,0.777778,3
165,0.333333,12,16.777779,7.444445,0.318129,7
133,0.333333,8.333334,3.888889,-8.333333,0.53858,1
120,2.166667,10.555555,13.555555,-16.555555,0.681266,3
196,1.277778,11.555555,18.11111,14.222222,0.430243,7
183,1.5,12.666667,21,16.88889,0.420244,7
140,0.444444,6.555555,2.888889,-6.333334,0.564153,1
155,5.722223,13,11.333333,-9,0.646298,5
113,0.5,124.666664,129,-12.333333,0.144134,2
145,0.888889,0.666667,2,-0.222222,0.457672,3
98,1,16.88889,17.222223,-12.888889,0.448676,5
90,1.888889,15.666667,15.777778,-13.111111,0.465278,5
198,1,12.444445,20.777779,14.888889,0.400903,7
21,0.666662,115.77778,122.666664,-12.333333,0.184022,2
133,4.388889,19.88889,18.666668,-8.333333,0.270271,4
17,3.722223,40.333336,39.444443,-15.444445,0.268186,4
166,0.611111,11.222222,16.777779,10.222222,0.330513,7
90,1,23.666666,18.666668,-18.555555,0.420598,1
233,2.222222,12.555555,19.555555,15.222222,0.422174,7
133,2.388889,32,32,-14.333333,0.313397,4
22,1.166667,132.11111,132.88889,-14.222222,0.109655,2
38,1.333333,10.111111,11.222222,-9.666667,0.547232,5
68,1.111111,5.666666,4.666667,-6.666666,0.534151,5
62,1.111112,115.77778,120.77778,-13.666667,0.169635,2
33,1.666667,6.444445,6.666666,-6.222222,0.547103,5
124,0.611111,7.666666,3.555556,-7.888889,0.550044,1
115,2.444444,3.555556,6.222222,-4,0.767235,3
117,3.277779,33.555557,33.77778,-15.777778,0.335026,4
182,1.833333,31.444445,30.444445,-13.444445,0.285756,6
161,2,36.88889,38.555557,-11.444445,0.27504,6
158,2.277777,35.555557,35,-13,0.264152,4
195,2.5,42.77778,41.88889,-17.555555,0.284495,6
63,0.999997,92.666664,100.888885,-14.111111,0.248136,2
115,1.055556,0.444444,0.333333,-2.666667,0.933333,5
56,0.888887,116.22222,121.44444,-15,0.179483,2
18,0.777777,59,59.77778,-25.555555,0.317156,4
87,1.555556,1.222222,1.888889,-3.111111,0.862771,3
48,0.722222,38.77778,37.555557,-13.555555,0.245241,4
106,4.055556,34.11111,33.22222,-13.444445,0.270907,4
245,1.5,11.888889,21.444445,16,0.44538,7
154,0.111111,0,0,-0.222222,0.222222,5
122,2.777778,14.222222,15.111111,-15.111111,0.54583,3
108,4.611111,52.666668,52,-18.222221,0.252458,4
177,1.777779,29,29,-11.666667,0.28109,6
89,0.611111,16.444445,18,-14,0.509462,5
34,4.611111,41.11111,41.666668,-17.777779,0.317542,4
141,0.444444,0,0,-2.333333,1,5
