@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2-3,5,14,17,20'

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Short-line-density-2 numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
122,9,0,-10.555555,44,4
145,9,0,0,0,5
222,9,0,-9.888889,20.11111,7
188,9,0,-9.666667,38.11111,6
40,9,0,-29.88889,142.22223,2
43,9,0,-39.11111,128.22223,2
50,9,0,-33,140.88889,2
184,9,0,-6.222222,15.888889,7
84,9,0,-9,9,3
183,9,0,-15.444445,66.55556,6
