@relation segment

@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.5,3.333333,3,-1.179692,1
1.666667,18.11111,-2.333333,-1.664008,1
2.722222,15.222222,-1.111111,-1.566335,1
0.611111,3.777778,4.777778,-0.914324,1
0.333333,3.111111,3.444444,-1.099624,1
2.111111,14.888889,0,-1.55762,1
0.555556,3.222222,4.111111,-0.964797,1
1.111111,13.222222,2.666667,-1.397414,1
1,3.777778,4.666666,-0.909267,1
2.166667,20.444445,-8.888889,-1.848523,1
2.555556,14.222222,-0.555556,-1.544214,1
0.888889,4.555555,2.777778,-1.18068,1
0.777778,3,3.666667,-1.004936,1
0.666667,3.444444,4.111111,-0.944272,1
0.833333,2.666667,5.666666,-0.692028,1
0.888889,3.444444,2.888889,-1.175773,1
0.333333,3.111111,3.444444,-1.099624,1
0.666667,3,5.333334,-0.837598,1
2.166666,17.88889,-4,-1.713134,1
0.722222,14.111111,1.333333,-1.48458,1
0.611111,3,4.444445,-0.897859,1
0.444445,3.111111,5,-0.895807,1
0.611111,3.222222,5.222222,-0.872666,1
2.944445,16.555555,-1.666667,-1.611365,1
1,3.666667,-4.222222,-2.009108,1
1.944444,2,0.333333,-1.539762,1
1.777778,13.111111,2.777778,-1.386867,1
2.833333,20.11111,-12.888889,-1.937482,1
2.222222,19.777779,-7.888889,-1.8356,1
2.555555,1.777778,0.888889,-1.43724,1
0.666667,2,4.555555,-0.807848,1
2.944444,15.333333,-0.777778,-1.585609,1
0.5,2.666667,5.444445,-0.722894,1
0.5,1.888889,-0.777778,-1.475643,1
0.5,3.888889,5.111111,-0.83212,1
2.166667,17.666668,-3.111111,-1.66658,1
0.666667,4.111111,4.555555,-0.963931,1
1.555556,16.333334,-1.444444,-1.632243,1
1.5,16.88889,-2.222222,-1.641882,1
0.5,3.222222,5.222222,-0.837598,1
0.666667,3.555556,3.444444,-1.121818,1
1.5,13.333333,-2.555556,-1.683847,1
0.555556,2.555556,4.555555,-0.877707,1
1,3.777778,2.666667,-1.233256,1
1.388889,17.555555,-2,-1.653926,1
0.666667,3.111111,4,-0.985811,1
0.833333,3.555556,4.333334,-0.965946,1
2.444445,18.444445,-3.111111,-1.68954,1
0.611111,2.222222,4.888889,-0.57094,1
1,3.777778,4.555555,-0.924607,1
0.833333,17.88889,-3.222222,-1.700913,1
0.777778,3.666667,4.777778,-0.804846,1
1.5,2.333334,6.333334,-0.604864,1
0.777778,3,4.777778,-0.843732,1
0.888889,4,5.333334,-0.843904,1
1.277778,15.888889,-0.222222,-1.558599,1
1.944444,13.333333,1.888889,-1.447037,1
0.5,3.888889,5,-0.924817,1
0.666667,2,4.777778,-0.87829,1
0.666667,4,4.444445,-0.985729,1
0.333333,3.333333,4.111111,-1.005054,1
2.5,19.555555,-6,-1.773594,1
2.833333,16.777779,-2.666667,-1.66796,1
0.888889,3.444444,2.888889,-1.175773,1
1.388889,15.444445,-2.777778,-1.685074,1
1.722222,2.444444,5.888889,-0.675123,1
0.944444,16.555555,-2.777778,-1.683529,1
1.166667,3.666667,4,-1.077659,1
3,18.555555,-1.444444,-1.620451,1
2,18.666668,-3.555556,-1.705942,1
0.444445,2.666667,4.555555,-0.907416,1
0.444445,3.666667,3.222222,-1.19107,1
0.555555,3.888889,2.777778,-1.233945,1
4.5,16.666668,-1.666667,-1.636863,1
0.666667,4.888889,4.444445,-0.913675,1
2,14.555555,2.555556,-1.408242,1
0.444444,3,4.111111,-0.989308,1
0.833333,3.333333,4.777778,-0.862108,1
1.666667,16.88889,-5.111111,-1.77166,1
1.111111,3.333333,5.777778,-0.744272,1
0.333333,3,6,-0.621222,1
1,4.222222,3.444444,-1.157082,1
3.666667,15.666667,-1.666667,-1.627145,1
0.944444,2.777778,4.555555,-0.829712,1
1.055556,3.222222,5.222222,-0.787376,1
1.055556,5.111111,-5.888889,-2.018631,1
0.5,1.888889,3.777778,-0.959485,1
0.666667,3.666667,3.333333,-1.134543,1
1.055556,3.333333,4.444445,-0.963048,1
1.611111,14.888889,2.333333,-1.420087,1
1.5,14.888889,-6.333334,-1.823148,1
3.666667,16.88889,-2,-1.625587,1
1.833333,15.777778,-1.888889,-1.650123,1
0.666667,3.555556,4.444445,-0.95784,1
0.777778,3.888889,-4,-1.783388,1
2.277778,11.666667,4.555555,-1.219211,1
2.111111,20.444445,-6.111111,-1.768356,1
2.277778,15.777778,-2.666667,-1.620749,1
1.277777,20,-9.333333,-1.863182,1
1,17.444445,-4.111111,-1.741254,1
2.499999,16,0,-1.555549,1
1.388889,15.555555,-0.444444,-1.554234,1
3.555556,17.88889,-1.444444,-1.60859,1
2.666667,13.444445,2.888889,-1.345096,1
1.611111,18,-0.888889,-1.598867,1
0.888889,3.444444,5.888889,-0.7213,1
0.833333,3.333333,4.777778,-0.862108,1
1.722222,19.666668,-4.777778,-1.74518,1
1.611111,14.333333,-2.444444,-1.68129,1
2.111111,19.777779,-4.888889,-1.739017,1
3.222222,18.444445,-4.666666,-1.76489,1
1.333333,17,-1.111111,-1.606794,1
0.722222,3.555556,4.777778,-0.87829,1
1.333334,13.111111,4.333334,-1.276562,1
0.666667,3.777778,4.666666,-0.932783,1
0.722222,3.333333,5.333334,-0.806042,1
0.888889,16.88889,-2.333333,-1.670314,1
1.277778,14.666667,-1.777778,-1.650048,1
1.277778,15.888889,-1.444444,-1.634416,1
1.277778,2.333334,4.888889,-0.776334,1
1.777777,17.555555,-5.333334,-1.771163,1
0.833333,3.555556,4.333334,-0.965946,1
1.555556,16.333334,-1.444444,-1.632243,1
0.388889,3.333333,4.222222,-1.02473,1
0.833333,3.666667,4,-1.011484,1
2.944444,21.666666,-9.222222,-1.844993,1
0.722222,3.555556,-4,-1.985703,1
1.333334,14.666667,-1.222222,-1.622211,1
0.666667,3.555556,3.444444,-1.121818,1
0.222222,2.888889,3.444444,-1.093148,1
3.277778,16.444445,-4.111111,-1.73537,1
1.5,13.666667,1.555556,-1.446641,1
1.333333,15.444445,0.222222,-1.555097,1
1.388889,17.666668,-4.222222,-1.724894,1
2.111111,15.444445,-4.444445,-1.730306,1
0.388889,2.888889,4.666666,-0.889024,1
3.388889,20.666668,-10.777778,-1.888408,1
2,17.555555,-4.333334,-1.740736,1
2,18.555555,-1.777778,-1.610448,1
1.666666,19.444445,-7.333334,-1.807866,1
0.722222,3.222222,-1.111111,-1.50837,1
1.222222,20.222221,-6.777778,-1.804829,1
2.888889,16.666668,-2.444444,-1.653787,1
0.722222,3.555556,-4,-1.985703,1
0.944444,3.555556,5.111111,-0.726018,1
1.888889,13.888889,3,-1.357871,1
0.555555,3.444444,3.555556,-1.058277,1
1.944444,12.555555,5.888889,-1.131204,1
4.777777,11.555555,2.444444,-1.162844,1
0.333333,3,4.333334,-0.953435,1
1.611111,12.555555,3.444444,-1.312499,1
1.833333,16.333334,-1.888889,-1.634396,1
1.611111,16.555555,-2.666667,-1.674318,1
0.944444,16.222223,-0.222222,-1.567327,1
1.611111,18.444445,-7,-1.811203,1
0.611111,2.888889,6.777778,-0.612886,1
0.444444,3,4.666666,-0.880521,1
3.777778,18.88889,-2.555556,-1.652768,1
1,3.777778,4.555555,-0.924607,1
1.611112,15.333333,-2.555556,-1.675465,1
2.444445,14.555555,-1.333333,-1.623202,1
0.666667,3.222222,5,-0.871495,1
1.666667,18,-2.222222,-1.650844,1
2.444445,16.555555,-3.888889,-1.709389,1
0.944444,16.222223,-0.222222,-1.567327,1
0.611111,3.333333,4.333334,-0.987873,1
0.666667,3.111111,4,-0.985811,1
0.777778,2.555556,3.666667,-1.047198,1
1.5,17.666668,-4.777778,-1.748835,1
2.944444,15.333333,-0.777778,-1.585609,1
2.611111,17.333334,-2.888889,-1.68544,1
1.777778,13.111111,2.777778,-1.386867,1
1.777778,11.888889,6.222222,-1.131973,1
2.222223,12.222222,-2.666667,-1.54801,1
0.777778,3,4.555555,-0.942558,1
2.222222,13.888889,1.888889,-1.457591,1
1.222222,15.555555,1.777778,-1.477019,1
0.611111,2.777778,5.333334,-0.752669,1
0.888889,3,4.777778,-0.892179,1
1.333333,13.888889,3.444444,-1.333792,1
0.5,3.666667,4.333334,-0.91962,1
1.388889,12.888889,4,-1.302133,1
1.111111,3.777778,4.777778,-0.912766,1
2.722222,12.777778,2.666667,-1.318373,1
2.333333,17.555555,-1.666667,-1.637777,1
2.666667,15.444445,0.777778,-1.519702,1
2.666667,19.444445,-9.222222,-1.873032,1
1.777778,17.11111,-3.333333,-1.682651,1
1.5,13.444445,-0.333333,-1.569253,1
2.888888,17.88889,-5.555555,-1.756712,1
2.111111,12.111111,1.555556,-1.453114,1
0.444445,3.666667,3.222222,-1.19107,1
1.88889,19.11111,-6.666666,-1.79139,1
2.111111,15.333333,-3.777778,-1.72683,1
1.166667,3.666667,4,-1.077659,1
0.666667,2.888889,1.666667,-1.258358,1
3.944444,15.777778,-3,-1.659879,1
1.888889,13.888889,3.777778,-1.334127,1
2.38889,13.666667,-4.222222,-1.753726,1
1.055555,14.333333,-1.333333,-1.623392,1
0.777778,3.666667,3.111111,-1.175454,1
1.055555,13.333333,2.555556,-1.360437,1
5.111111,16.777779,-1.888889,-1.622331,1
0.388889,3.333333,4.222222,-1.02473,1
1.333333,3,4.666666,-0.850783,1
2.722222,22.11111,-7.555555,-1.819915,1
1.166667,16.333334,-2,-1.662177,1
1.388891,123.666664,-28.444445,-2.29776,2
1.833335,94.44444,-39.88889,-2.326201,2
1.722223,103.666664,-36.22222,-2.33633,2
0.722223,119.77778,-33.333332,-2.39327,2
0.833332,117.55556,-31.666666,-2.27951,2
0.944445,101.888885,-38.333332,-2.337296,2
0.722223,106.888885,-43.444443,-2.434692,2
0.611109,107,-40.666668,-2.405295,2
1.499999,105.111115,-28.555555,-2.139822,2
1,132.88889,-16.555555,-2.146204,2
0.944447,111.333336,-37.77778,-2.360195,2
0.666664,133,-16.88889,-2.251504,2
1.166665,118.22222,-36,-2.356262,2
0.833333,120.44444,-33,-2.348006,2
1.333333,126.111115,-32.22222,-2.355244,2
0.666669,114.666664,-37.77778,-2.315477,2
1.388891,131.22223,-19,-2.187422,2
0.777779,102.77778,-41.555557,-2.377965,2
1.499999,121.44444,-31.222221,-2.339758,2
1.111115,133.55556,-19.444445,-2.268529,2
1.555557,117.666664,-29.222221,-2.23989,2
0.833333,108,-39.333332,-2.404553,2
1.333333,108.44444,-40.666668,-2.393564,2
2.888891,142.55556,-19.666666,-2.521648,2
1.777779,107.666664,-45.444443,-2.438585,2
1.277776,85.77778,-43.22222,-2.227114,2
0.944445,135,-15.888889,-2.214612,2
0.833333,119.77778,-33.333332,-2.313685,2
1.333332,122.55556,-35.444443,-2.377814,2
1.055553,123.22222,-27.666666,-2.271128,2
0.611111,100.77778,-40.88889,-2.344872,2
1.666664,140,-20.11111,-2.449265,2
0.833333,93.77778,-43.444443,-2.253408,2
0.500001,93.22222,-38.22222,-2.220553,2
1.777779,121.333336,-33.333332,-2.333746,2
1.000001,82.66667,-47.444443,-2.239301,2
0.388892,105.111115,-43.77778,-2.404745,2
1.055557,79.111115,-44.22222,-2.18233,2
0.888887,108.333336,-40.555557,-2.387884,2
1.611109,116.333336,-32.555557,-2.307914,2
0.833333,121.44444,-30.333334,-2.326783,2
0.777779,106,-22.777779,-2.097815,2
1.000001,95.77778,-39.11111,-2.297546,2
1.055555,130,-23.666666,-2.317384,2
1.888887,118.77778,-33.444443,-2.343404,2
1.333332,110.111115,-41.22222,-2.395028,2
0.388889,107.55556,-43.333332,-2.396894,2
1,129.88889,-20.333334,-2.231555,2
1.33333,113.111115,-38.666668,-2.421193,2
1.944444,76.111115,-46.88889,-2.231558,2
0.611111,120.111115,-30.88889,-2.295989,2
1.333331,103.77778,-37.333332,-2.355443,2
1.166667,122.666664,-33,-2.370372,2
1.055553,79.44444,-47.666668,-2.241633,2
1.444447,122.111115,-33.666668,-2.352834,2
1.222218,122.44444,-32.22222,-2.336025,2
0.888888,105.333336,-38.11111,-2.357271,2
0.999997,131.11111,-22,-2.30244,2
1.500001,116,-33.666668,-2.309391,2
0.888888,77.77778,-49.666668,-2.232,2
1.333333,121.55556,-30.666666,-2.348494,2
0.5,135.11111,-16.555555,-2.264532,2
0.5,135.11111,-16.555555,-2.264532,2
1.500001,117.333336,-34,-2.303991,2
0.666668,109.111115,-40.88889,-2.389025,2
0.611113,108.55556,-41.22222,-2.408968,2
0.999996,121.55556,-35.11111,-2.36518,2
0.722221,88.111115,-43.666668,-2.239144,2
0.888887,102.77778,-28.555555,-2.178149,2
1.055556,107.22222,-41.11111,-2.387384,2
1.055556,108.888885,-39.77778,-2.362237,2
0.777779,131,-20.666666,-2.225537,2
1.722224,103,-24.555555,-2.098697,2
1.111112,107.22222,-46.22222,-2.425992,2
1,90.55556,-42,-2.254541,2
1.166668,122.111115,-31.222221,-2.297839,2
1,107.77778,-38,-2.319697,2
1.611109,92.888885,-42.666668,-2.288131,2
0.777777,104.666664,-31.88889,-2.229685,2
1.444447,95.111115,-39.22222,-2.251012,2
1.833333,105.55556,-32.444443,-2.198158,2
1.499999,118.333336,-31.333334,-2.292201,2
0.611109,131.11111,-25.444445,-2.328735,2
1.333331,107.44444,-25,-2.090557,2
0.722221,121.44444,-30.666666,-2.307657,2
1.888891,133,-16.777779,-2.2,2
1.111112,95.666664,-47.666668,-2.28708,2
1.000001,105.111115,-18.88889,-2.015307,2
1.499998,121.77778,-28,-2.306687,2
0.888888,133.11111,-17.666666,-2.230725,2
1.666669,112.666664,-38.333332,-2.390383,2
0.777777,82.55556,-46.77778,-2.228939,2
1.055556,121.44444,-28.777779,-2.308637,2
1.222221,126.44444,-28.11111,-2.357178,2
0.999997,133,-17.88889,-2.264129,2
0.888887,91.77778,-36.77778,-2.186342,2
0.277779,131.33334,-20.333334,-2.270225,2
1,122.55556,-33.22222,-2.339377,2
2.888891,142.55556,-19.666666,-2.521648,2
1.333333,98.22222,-39,-2.255577,2
1.055559,104.44444,-38.22222,-2.375207,2
0.999999,99.77778,-39.333332,-2.247036,2
1.166665,121.666664,-32.666668,-2.328034,2
0.888889,97.333336,-32,-2.169999,2
1.333333,129,-25.333334,-2.309551,2
0.833335,105,-36.333332,-2.345744,2
2.666665,101.666664,-40.88889,-2.368082,2
0.777774,137.88889,-19.333334,-2.328472,2
0.833332,80.888885,-44.88889,-2.187399,2
2.111111,108.55556,-39.11111,-2.370002,2
0.611109,131.11111,-25.444445,-2.328735,2
1.777779,121.333336,-33.333332,-2.333746,2
2.166668,119.888885,-35.333332,-2.357688,2
2.166668,119.888885,-35.333332,-2.357688,2
1.388891,131.33334,-21.555555,-2.282217,2
0.777779,102.77778,-41.555557,-2.377965,2
0.722224,101.55556,-39.444443,-2.333212,2
1.888889,126.333336,-32.333332,-2.412968,2
1.000001,117.111115,-35.666668,-2.349269,2
1.055559,120.77778,-30.666666,-2.32084,2
0.666667,104.888885,-37.22222,-2.351182,2
0.944445,135,-15.888889,-2.214612,2
1.333333,79.111115,-49.11111,-2.249475,2
1.388891,119.44444,-34,-2.376054,2
0.555556,103.77778,-41.88889,-2.367396,2
0.500001,93.22222,-38.22222,-2.220553,2
1.611112,114.55556,-35.444443,-2.368866,2
2.055553,118.888885,-33.555557,-2.30531,2
1.166669,134.33334,-19.333334,-2.27511,2
0.888888,123.55556,-29.88889,-2.349252,2
1.166665,119.77778,-37.666668,-2.37055,2
1.888885,132.88889,-16.777779,-2.182567,2
0.944445,139.44444,-14.111111,-2.276767,2
1,93.111115,-41.444443,-2.238324,2
0.500001,106.333336,-41.444443,-2.408019,2
1.444441,117.888885,-34.555557,-2.35398,2
2.055556,120.888885,-36.444443,-2.362526,2
1,131.11111,-23.444445,-2.346234,2
0.722225,100.666664,-35.333332,-2.211659,2
2.166667,139.44444,-19.333334,-2.401587,2
0.611111,118.888885,-34.22222,-2.368498,2
1.833333,105.55556,-32.444443,-2.198158,2
0.833335,117.44444,-36.88889,-2.330465,2
1.222221,128.33334,-27.666666,-2.341041,2
1.111109,131.88889,-20.222221,-2.262555,2
0.555555,116.77778,-30.444445,-2.278604,2
3.833332,100.55556,-41.88889,-2.357338,2
1.444444,117.55556,-35.444443,-2.357271,2
1.055553,123.22222,-27.666666,-2.271128,2
0.666668,114.666664,-35.333332,-2.315885,2
1.166669,133.33334,-19.88889,-2.26361,2
0.944443,104,-40.555557,-2.383438,2
0.888891,105.22222,-38.11111,-2.293933,2
1.111113,119.111115,-30.333334,-2.282923,2
1.055556,101.55556,-28.222221,-2.173099,2
0.888889,116.666664,-33,-2.297173,2
1.222223,108.888885,-37.444443,-2.385308,2
1.111113,83.888885,-43,-2.224845,2
1.555557,116.111115,-31.222221,-2.292668,2
1.055556,118.666664,-29,-2.293386,2
1.22222,120.22222,-31.444445,-2.34019,2
1.333331,103.77778,-37.333332,-2.355443,2
0.666667,105.77778,-44.11111,-2.419456,2
1.666669,120.77778,-28.666666,-2.314232,2
0.888891,119,-31.333334,-2.365385,2
2,120,-31,-2.273744,2
1.666668,104.888885,-39.77778,-2.410388,2
1.05556,131.55556,-18.222221,-2.232616,2
2.055557,117.77778,-33.333332,-2.334512,2
1.111115,137.33334,-17.777779,-2.292384,2
1.111111,123.888885,-30.666666,-2.354552,2
0.611109,102.333336,-39.333332,-2.266225,2
0.888888,119.55556,-34,-2.333537,2
0.722223,106.888885,-43.444443,-2.434692,2
1.611111,120.55556,-30.222221,-2.307396,2
0.777779,115.44444,-35.88889,-2.312305,2
1.611109,103,-27.777779,-2.185419,2
0.888888,85.888885,-43.333332,-2.235701,2
0.888889,117.888885,-31.666666,-2.317188,2
0.333332,104.44444,-38.11111,-2.382438,2
1.111109,104.888885,-26.444445,-2.117007,2
0.77778,80.66667,-46.333332,-2.242802,2
0.777779,106,-22.777779,-2.097815,2
1.833335,94.333336,-40.444443,-2.232346,2
1.222221,88.77778,-44.77778,-2.248235,2
1.055556,116.888885,-37.444443,-2.364216,2
1.444445,129.77779,-28.666666,-2.405477,2
1.111111,123.111115,-32.88889,-2.352961,2
1,131.22223,-20.222221,-2.247156,2
1.888889,115.333336,-33.77778,-2.280803,2
0.555557,108.666664,-44.666668,-2.45498,2
0.777777,104.666664,-31.88889,-2.229685,2
0.555556,125.44444,-32.77778,-2.38244,2
1.055552,80.44444,-48.22222,-2.239053,2
0.833333,121.44444,-30.333334,-2.326783,2
1.111113,118,-36.88889,-2.35936,2
0.444443,107.111115,-40.555557,-2.373206,2
0.944444,122.333336,-30.11111,-2.31442,2
0.555557,108.666664,-44.666668,-2.45498,2
1.333333,116.77778,-34.444443,-2.323173,2
1.055555,105,-25.222221,-2.141419,2
1.444445,87.22222,-41.666668,-2.228712,2
0.777779,94.666664,-43.444443,-2.257217,2
1.000001,83.333336,-47.444443,-2.246316,2
1.444443,137.44444,-19.222221,-2.330563,2
1.27778,105.333336,-22.333334,-2.078418,2
1.277779,121.55556,-33.444443,-2.348415,2
0.833333,120.44444,-33,-2.348006,2
0.777779,104.111115,-39.22222,-2.371807,2
0.722221,132,-15.777778,-2.146845,2
1.000001,121.44444,-31.11111,-2.315792,2
1.277776,131.88889,-22.11111,-2.277146,2
1.277776,94.888885,-43.555557,-2.252101,2
1.055553,86.55556,-47.444443,-2.258443,2
1.000001,91.888885,-42,-2.277142,2
0.888888,116.77778,-32.22222,-2.301203,2
0.777779,120.666664,-30.333334,-2.300618,2
1.27778,122.55556,-31.666666,-2.326919,2
2.611109,132.77779,-19.555555,-2.280755,2
1.666667,82.77778,-45,-2.238522,2
6.222223,100.888885,-38.77778,-2.375282,2
1.888888,125.44444,-31.444445,-2.32497,2
0.666667,126.22222,-28.555555,-2.339493,2
1.277777,120.888885,-34.88889,-2.352184,2
0.888889,121.888885,-33.88889,-2.334831,2
0.611112,107.111115,-39.77778,-2.385213,2
0.944444,108.77778,-23,-2.079152,2
1.499998,126.111115,-26.777779,-2.340765,2
1.166669,100.333336,-38.666668,-2.343789,2
1.222221,119.111115,-35.11111,-2.328661,2
0.833332,104.333336,-38.444443,-2.255674,2
0.444444,107.44444,-41.666668,-2.38614,2
1.444443,106.55556,-33.555557,-2.231826,2
1.777779,121.111115,-30.11111,-2.304436,2
0.555557,128.44444,-29,-2.386251,2
0.888888,109.44444,-39.77778,-2.375985,2
1.166667,128.55556,-28.444445,-2.360428,2
1.388891,123.666664,-28.444445,-2.29776,2
0.777779,83.22222,-43.22222,-2.207756,2
1.499999,99.333336,-41.666668,-2.271072,2
2.611109,132.77779,-19.555555,-2.280755,2
1.166668,119.111115,-30.666666,-2.308179,2
0.722221,133.88889,-14.888889,-2.158304,2
1.111112,99.77778,-40.88889,-2.270851,2
0.500001,102.666664,-27.11111,-2.139239,2
1.000001,118.22222,-35.333332,-2.343381,2
1.111111,123.888885,-30.666666,-2.354552,2
1.166668,121.55556,-26.777779,-2.275425,2
1.166665,105.44444,-38,-2.420203,2
1.388888,120.77778,-35.444443,-2.357272,2
0.777777,110.44444,-39.22222,-2.384877,2
0.833335,121.55556,-27.444445,-2.280207,2
0.888888,120.44444,-34.22222,-2.346636,2
0.666667,87.333336,-43.666668,-2.223218,2
1.333333,79.111115,-46.555557,-2.208019,2
1.611112,119.44444,-33.77778,-2.341163,2
1.666668,104.888885,-39.77778,-2.410388,2
0.944444,108.44444,-40.88889,-2.395064,2
1.277779,99.666664,-38.88889,-2.306204,2
1.055559,121.111115,-30.555555,-2.309804,2
1.499999,121.111115,-34,-2.366197,2
1.444443,116.888885,-34.666668,-2.307094,2
0.722221,104.22222,-40.666668,-2.290421,2
0.944447,90.333336,-46.22222,-2.280843,2
1.111112,121.111115,-27.222221,-2.315962,2
1.333332,118.888885,-30.555555,-2.270219,2
0.944445,101.888885,-38.333332,-2.337296,2
0.888888,83.44444,-43,-2.208414,2
1.166665,119.888885,-31.11111,-2.367282,2
1.888888,103,-37.88889,-2.264331,2
0.500001,106.333336,-41.444443,-2.408019,2
1.222225,97.55556,-46.88889,-2.266452,2
1.777779,123.666664,-35.666668,-2.402917,2
1.277781,130.88889,-21.88889,-2.278428,2
0.888888,119.55556,-34.555557,-2.322923,2
1.666672,135.33334,-18.666666,-2.358602,2
0.777776,118.333336,-30.88889,-2.268113,2
1.166667,84,-42.666668,-2.22578,2
1.055553,121.22222,-33.666668,-2.348002,2
1.111112,117.44444,-33.444443,-2.299918,2
2.222221,97.888885,-27,-2.143159,2
1.77778,118.55556,-32.77778,-2.303412,2
0.611112,103.22222,-24.444445,-2.085954,2
0.666665,122.111115,-31,-2.362514,2
1.499999,121.44444,-31.222221,-2.339758,2
0.777777,101.55556,-30.666666,-2.16692,2
0.944445,80.77778,-44.444443,-2.219979,2
1.444444,122.666664,-30.333334,-2.311049,2
0.888888,123.55556,-29.88889,-2.349252,2
11.111111,111.22222,-32.444443,-2.295488,2
0.77778,90.22222,-43.77778,-2.264402,2
1.166667,122.666664,-33,-2.370372,2
1.000001,83,-49.444443,-2.254208,2
1.055552,80.44444,-48.22222,-2.239053,2
1.444445,133.44444,-14.888889,-2.146716,2
1,113.666664,-36.333332,-2.351897,2
0.777779,83.22222,-43.22222,-2.207756,2
1.111111,0.666667,-6.111111,-2.185466,3
2.666667,12.222222,-19.555555,-2.307511,3
15.166667,37.11111,-26.444445,-2.274461,3
1.222222,0.555556,-3.222222,-2.107303,3
25.277779,41.77778,-17.555555,-2.320272,3
0.5,0.444444,-4.666666,-2.155984,3
1.833333,1.666667,-4.666666,-2.118937,3
34.61111,66.44444,-25.333334,-2.434193,3
