@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
14,66,1.007407,1.5,18.555555,24,16,24,1
80,116,1.633333,1.555556,21.222221,27.555555,17.555555,27.555555,1
145,101,0.118519,1.611111,21.555555,29.222221,20.333334,29.222221,1
11,108,0.8,1.388889,19,21.11111,10.333333,21.11111,1
140,125,0.062963,0.666667,7.333334,7.666666,4.444445,7.777778,1
85,101,1.288888,1.277778,21.222221,26.777779,16.444445,26.777779,1
131,86,1.218519,1.666667,23.555555,31.333334,21.11111,31.333334,1
29,111,0.240741,0.611111,6.888889,6.333334,2.777778,6.888889,1
88,88,0.477778,2.888889,21.333334,28.444445,18.88889,28.444445,1
98,104,3.629631,1.5,19.222221,23.222221,13.555555,23.222221,1
69,81,2.21111,1.833333,20.333334,24.666666,14.444445,24.666666,1
34,83,0.340741,2.444445,19.555555,24.444445,15,24.444445,1
69,74,9.940739,2.166667,22.555555,30.555555,20.88889,30.555555,1
159,111,0.074074,0.611111,7.666666,6.888889,2.888889,7.666666,1
39,111,0.374074,0.888889,7,7.666666,4.888889,7.888889,1
176,132,0.122222,0.944444,7.444445,6.222222,1.444444,7.555555,1
2,44,2.388888,2.38889,17.333334,25.222221,19.444445,25.222221,1
32,45,3.174073,3.277778,20.555555,28.777779,20.555555,28.777779,1
217,122,0.133333,0.5,7.222222,7.333334,4,7.666666,1
105,139,0.107407,0.833333,7.555555,7.222222,3.333333,7.555555,1
229,124,0.074074,0.888889,7.111111,7.111111,3.666667,7.555555,1
141,68,1.007408,2.166667,24.222221,36.88889,29.11111,36.88889,1
147,92,0.429631,1.388889,22.777779,30,19.666666,30,1
16,117,0.151852,0.5,6.888889,7.444445,4.666666,7.444445,1
6,51,1.999999,1.611111,18.777779,25.666666,18.222221,25.666666,1
13,103,0.596296,2.277778,17.666668,19.11111,8.888889,19.444445,1
100,111,0.907407,1.611111,19.777779,24.88889,14.888889,24.88889,1
96,84,1.277777,1.611111,23.555555,30,18.444445,30,1
222,114,0.062963,0.444444,6.111111,7.333334,5.666666,7.333334,1
69,75,1.407408,1.5,22,29.333334,19.777779,29.333334,1
67,64,2.118519,2.388889,22,28.88889,19.222221,28.88889,1
67,61,0.507407,0.833333,22.666666,30.666666,20.777779,30.666666,1
34,137,0.166667,1.111111,7.777778,6.444445,1.777778,7.777778,1
40,85,0.518519,2.500001,20.777779,27.11111,18,27.11111,1
30,102,0.118518,1.333333,20.333334,25,14.222222,25,1
33,104,0.962963,3.055556,20.222221,24.88889,14.111111,24.88889,1
151,138,0.074074,0.444444,7,6.333334,2.666667,7,1
5,92,0.488889,2.166667,18.777779,23.777779,15.222222,23.777779,1
37,114,2.018517,3.888888,19,20.11111,8.666667,20.555555,1
127,121,0.800001,2,21.666666,30.11111,21,30.11111,1
39,60,1.140741,2.444445,21.333334,30,22.11111,30,1
4,87,3.096294,2.722222,18.222221,21,11,21.11111,1
7,114,0.788889,2.111111,16.11111,17.11111,7.777778,17.444445,1
59,111,0.151852,0.5,6.444445,7,4.666666,7.222222,1
154,128,0.3,0.333333,7.333334,7.222222,3.777778,7.666666,1
7,34,3.688889,1.5,18.222221,27.88889,22.666666,27.88889,1
151,143,0.062963,0.5,7.555555,6.444445,2.333333,7.555555,1
138,133,0.444444,1.166667,7.777778,7.888889,4.333334,8.222222,1
196,129,0.433333,0.666667,7.888889,7.333334,3,8.222222,1
23,55,3.674073,1.777777,21.666666,31.11111,23,31.11111,1
26,67,0.88889,2.444445,19.555555,25.88889,17.666666,25.88889,1
30,124,0.107407,0.611111,7.444445,7.222222,3.666667,7.777778,1
41,61,1.574074,1.555555,20.333334,28.777779,21.11111,28.777779,1
62,123,0.207407,0.5,7.555555,6.666666,2.555556,7.555555,1
35,42,0.151851,1.388889,20,31.11111,25.555555,31.11111,1
9,92,2.418516,2.5,18.777779,24.11111,15.111111,24.11111,1
14,60,0.785184,1.055555,18.88889,24.777779,16.333334,24.777779,1
14,110,5.351851,2.666667,18.88889,21.444445,10.555555,21.444445,1
13,149,0.785185,1,4.111111,8.777778,9.777778,8.777778,1
121,123,2.474074,0.888889,7.888889,8.444445,4.444445,8.444445,1
88,89,0.385185,3.666667,21.666666,28.444445,18.333334,28.444445,1
27,68,1.485186,1.777778,20.444445,28.444445,20.555555,28.444445,1
226,141,0.433333,0.777778,7,6.222222,2.444444,7,1
6,90,0.596296,1.333334,18.777779,22.11111,12,22.11111,1
75,75,4.611113,2.222222,23.333334,34.77778,26.444445,34.77778,1
31,62,0.833334,1.833333,20.555555,27.222221,18.11111,27.222221,1
142,100,0.266666,1.388889,21.777779,28.444445,18.666666,28.444445,1
193,142,0.062963,1.722222,6.777778,5.222222,1.222222,6.777778,1
75,149,0.122222,1.055556,5.555555,11.888889,13.111111,11.888889,1
101,130,0.240741,0.666667,7.444445,6.666666,2.666667,7.555555,1
144,118,0.385185,0.666667,7.555555,8.111112,5,8.444445,1
176,118,0.151852,0.722222,7.666666,7,2.777778,7.666666,1
29,66,2.162962,2.166667,21.222221,29.88889,21.777779,29.88889,1
161,136,0.196296,0.444444,7.111111,6.444445,2.444444,7.222222,1
5,101,2.311111,1.777778,18.333334,19.88889,8.888889,20.222221,1
23,55,3.674073,1.777777,21.666666,31.11111,23,31.11111,1
89,107,1.940741,1.888889,19.88889,22.88889,12,23,1
216,126,0.207407,0.555556,6.444445,5.777778,2.555556,6.555555,1
136,70,0.311111,1.722222,24.444445,34,23.88889,34,1
80,116,1.633333,1.555556,21.222221,27.555555,17.555555,27.555555,1
133,67,1.396297,2.111111,25.11111,35.88889,26.222221,35.88889,1
177,131,0.42963,0.777778,7.555555,6.666666,2.111111,7.555555,1
4,40,2.711112,1.111112,15.666667,23.333334,18.444445,23.333334,1
105,110,0.122222,1.944444,4.333334,6.333334,6.333334,6.333334,1
26,91,2.177777,2.555556,19.777779,24.555555,14.444445,24.555555,1
141,62,2.118518,3.388889,23.777779,37.666668,30.88889,37.666668,1
2,44,2.388888,2.38889,17.333334,25.222221,19.444445,25.222221,1
65,75,0.32963,0.722222,21.11111,27.11111,17.333334,27.11111,1
10,61,3.185182,3.111111,18.666668,24.222221,15.777778,24.222221,1
2,98,0.666667,1.055555,18.333334,20.777779,9.888889,20.777779,1
138,116,0.151852,0.444445,7.555555,8.222222,5.222222,8.333334,1
154,120,0.02963,0.444445,7.777778,6.777778,2.444444,7.777778,1
100,124,0.062963,1,8.222222,8.777778,5.111111,9,1
15,123,0.118518,0.444444,6,5.333334,2.333333,6,1
80,95,1.007408,0.944444,21.333334,26.666666,15.777778,26.666666,1
96,115,0.151852,0.333333,7.777778,8.555555,5.333334,8.666667,1
75,67,1.007407,1.833333,22.555555,27.88889,16.88889,27.88889,1
89,53,1.718519,2.833333,22.777779,38.333336,33.77778,38.333336,1
189,115,0.033333,0.333333,8.222222,7.888889,3.666667,8.444445,1
71,113,0.240741,0.722222,7.111111,6.333334,2.555556,7.111111,1
199,140,0.251852,0.5,7.444445,6.888889,2.666667,7.555555,1
114,121,0.118518,0.611111,8,7.444445,3.111111,8,1
13,73,0.72963,2.611111,19.222221,24.11111,15.111111,24.11111,1
99,107,2.029629,3.333333,19.444445,23,13.111111,23.11111,1
112,114,0.062963,0.666667,6.555555,6.111111,2.555556,6.666666,1
151,147,0.42963,0.722222,5.666666,9.222222,9.555555,9.555555,1
95,100,0.107408,1.222222,21.666666,26,14.777778,26,1
11,108,0.8,1.388889,19,21.11111,10.333333,21.11111,1
151,114,0.196296,1,7.555555,7.444445,3.666667,7.888889,1
237,135,0.207407,0.666667,5.666666,4.777778,1.888889,5.666666,1
29,125,0.062963,0.666667,7.222222,6.888889,3.111111,7.333334,1
239,122,0.062963,0.333333,7,6.666666,3.333333,7.222222,1
39,111,0.374074,0.888889,7,7.666666,4.888889,7.888889,1
134,104,1.840741,2.666666,20.88889,28.333334,19.666666,28.333334,1
19,147,0.074074,0.5,3.888889,6.666666,7.555555,7,1
21,53,0.518518,1.166667,20.88889,27.444445,17.666666,27.444445,1
225,143,0.207407,0.444444,6.777778,6.777778,4,7,1
136,77,1.496295,3.055556,24.555555,34.444447,24.11111,34.444447,1
109,126,0.211111,0.666667,8.777778,8.222222,2.777778,8.888889,1
101,80,1.851851,3,24.333334,31.555555,20.222221,31.555555,1
38,146,0.122222,0.666667,5.666666,6.777778,5,6.888889,1
55,128,0.044444,0.388889,6.888889,5.444445,1.222222,6.888889,1
70,60,1.396297,2.166666,22.444445,31,21.666666,31,1
35,62,0.518519,1.222223,20.777779,27.222221,18,27.222221,1
149,117,0.255556,1,21.11111,26.333334,15.333333,26.333334,1
18,138,0.562963,0.833333,7.333334,6.555555,2.444444,7.333334,1
60,131,0.088889,0.333333,7.222222,5.444445,0.666667,7.222222,1
81,98,0.42963,1.888889,21,25.88889,15,25.88889,1
139,86,1.274074,1.222222,24.222221,35,25.555555,35,1
22,60,0.3,1.277778,19.333334,25.777779,17.555555,25.777779,1
76,81,1.674073,1.333333,22.333334,28.777779,18.222221,28.777779,1
16,128,0.077778,0.666667,6.888889,6.666666,3.333333,7.111111,1
97,75,1.911109,3.777778,24,31.666666,20.444445,31.666666,1
104,136,0.122222,0.666667,8.333334,8,3.555556,8.666667,1
121,60,2.329629,2.888889,24.666666,35.22222,25.444445,35.22222,1
19,63,1.574073,2.111111,19.666668,27.777779,20.555555,27.777779,1
67,118,0.385186,2.277778,20.222221,27.333334,18.666666,27.333334,1
69,85,8.207409,3.944444,20.444445,28.11111,20,28.11111,1
76,64,5.496297,2.888888,21.777779,31.222221,22.777779,31.222221,1
79,95,3.733334,2.499999,21.11111,26.222221,15.333333,26.222221,1
14,117,0.133333,0.555556,6.333334,7.555555,5.333334,7.555555,1
122,106,0.596296,1.611111,22,29.88889,20.555555,29.88889,1
24,83,4.918518,3.611111,19.11111,23.222221,13.444445,23.333334,1
239,143,0.044444,0.666667,6.111111,5.444445,2.777778,6.111111,1
91,115,1.440742,3.888889,20.555555,24.11111,12.555555,24.11111,1
194,118,0.118518,0.444445,7.555555,7.666666,4.222222,7.777778,1
24,65,1.762964,2.333334,20.11111,26.777779,17.88889,26.777779,1
136,139,0.177778,0.777778,6.555555,6.444445,3.333333,6.888889,1
34,115,0.388889,0.777778,7.333334,7.888889,4.777778,8,1
35,96,1.007407,2.833333,20.777779,27.777779,18.11111,27.777779,1
78,69,1.144444,1.611111,22,32.555557,24.666666,32.555557,1
231,123,0.088889,0.388889,7.111111,6.888889,3.222222,7.333334,1
25,116,0.151852,4.777777,17,20,11.444445,21.222221,1
23,147,0.133333,0.722222,4.111111,7.444445,8.555555,7.666666,1
95,131,0.162963,1.333333,6.888889,6.111111,2.333333,7.222222,1
137,66,3.040741,2.944444,25.333334,38.22222,29.444445,38.22222,1
78,108,0.433333,1.611111,19,19.88889,8.333333,20,1
77,78,2.34074,2,24,31.222221,19.88889,31.222221,1
18,138,0.562963,0.833333,7.333334,6.555555,2.444444,7.333334,1
94,67,3.362964,1.555556,22.88889,30.777779,21.11111,30.777779,1
31,106,0.72963,0.722222,19.555555,23.666666,13.666667,23.666666,1
29,100,1.362964,2.666667,20.88889,25.555555,14.777778,25.555555,1
108,113,0.207407,0.444444,6.888889,6.666666,3.444444,6.888889,1
37,126,0.062963,0.444445,7.444445,6.777778,3,7.444445,1
38,112,0.385185,1,7,8.111112,5.666666,8.111112,1
34,128,0.118518,0.666667,7.444445,6.555555,2.666667,7.444445,1
86,88,1.885185,1.722222,21.444445,26.333334,15.555555,26.333334,1
82,109,0.240741,1.333334,19.222221,21,9.666667,21,1
80,124,0.162963,0.444444,6.666666,6,2.666667,6.777778,1
86,74,1.555556,0.666667,21.666666,28.88889,19.444445,28.88889,1
85,56,0.4,1.277777,23.333334,36,28.666666,36,1
96,92,2.977778,1.777778,21.777779,29.777779,20.666666,29.777779,1
97,130,0.507407,1.055556,7.333334,6.888889,3.111111,7.666666,1
120,136,0.418519,1,7.777778,7.222222,2.888889,8,1
88,115,1.822221,4.166667,21.333334,28,17.88889,28,1
149,64,1.144445,1.388889,22.666666,31.88889,23.444445,31.88889,1
183,111,0.311111,1.055556,6.888889,7,3.888889,7.333334,1
27,50,0.462963,1,21.666666,30,20.88889,30,1
69,92,4.518517,2,20.222221,23.333334,11.888889,23.333334,1
33,149,0.251852,0.722222,4.111111,8.666667,9.666667,8.666667,1
145,102,0.607408,2.611111,22.11111,29.777779,20.11111,29.777779,1
96,80,4.162963,2.5,24,34.444447,25.333334,34.444447,1
33,117,0.122222,1,7.333334,8.222222,5.333334,8.222222,1
137,94,0.8,3.666667,20.666668,27.333334,18.333334,27.333334,1
196,129,0.433333,0.666667,7.888889,7.333334,3,8.222222,1
127,120,0.844445,3.222222,22.11111,30.444445,20.333334,30.444445,1
76,135,0.118519,0.833333,6.888889,5.444445,1.333333,6.888889,1
219,134,0.107407,0.666667,6.444445,5.222222,1.444444,6.444445,1
30,56,0.429629,1.5,22.11111,31.333334,22.88889,31.333334,1
72,118,0.062963,0.555556,6.555555,6.666666,3.555556,7.111111,1
133,96,1.022222,2.777778,22.11111,27.333334,16.333334,27.333334,1
84,51,1.629631,2.666667,22.666666,35.11111,28.11111,35.11111,1
28,112,0.418518,0.555555,7.111111,7.222222,3.888889,7.555555,1
58,122,0.107407,0.555556,7,6.666666,3.111111,7.222222,1
42,59,3.5,2.055555,20.777779,28.777779,20.88889,28.777779,1
32,113,0.077778,0.277778,7.222222,7.777778,4.888889,7.888889,1
88,71,0.785185,4.5,21.777779,28.555555,18.666666,28.555555,1
121,113,1.52963,2.944444,20,25.444445,15.555555,25.444445,1
85,101,1.288888,1.277778,21.222221,26.777779,16.444445,26.777779,1
8,102,1.851851,1.944444,18.555555,21.88889,11.888889,21.88889,1
179,101,0.385187,0.611109,126.44444,147.22223,36.88889,147.22223,2
167,57,0.374073,0.77778,84,121.55556,68.888885,121.55556,2
230,12,0.272164,1.611112,107.22222,135.33334,48.88889,135.33334,2
92,104,1.436302,1.833335,87.22222,119.888885,58.11111,119.888885,2
174,50,0.760115,0.944445,94.666664,125.77778,55,125.77778,2
11,50,1.003694,1.111112,93.888885,130.33334,63.22222,130.33334,2
234,58,0.388888,1.000001,77.333336,118.77778,76.888885,118.77778,2
139,16,0.355559,0.944448,134.66667,149.88889,28.444445,149.88889,2
40,57,0.722651,1.388891,112.22222,139,46.333332,139,2
25,18,0.088889,0.555553,102.44444,132.33334,54.555557,132.33334,2
178,16,0.298143,1.499999,99.55556,131,54.11111,131,2
204,12,0.518519,1.777779,115.55556,143.11111,47,143.11111,2
36,21,0.799994,1.333333,120.666664,142.55556,38.11111,142.55556,2
194,57,0.418515,1.166667,129.88889,146.22223,30.777779,146.22223,2
235,22,0.388882,1,132.11111,147.88889,30.777779,147.88889,2
58,25,0.501848,0.388889,97.77778,131.33334,57.333332,131.33334,2
159,40,0.62063,0.555556,114.22222,141.66667,49.555557,141.66667,2
181,15,0.211111,1.444443,133.88889,149.55556,27.777779,149.55556,2
217,45,0.207408,1.555557,111.111115,137.33334,47.444443,137.33334,2
240,16,0.162962,1.666667,87.55556,125,67.44444,125,2
83,54,0.720081,0.666667,97.55556,127.44444,52.444443,127.44444,2
186,46,0.399996,1.05556,129.44444,145.55556,30.11111,145.55556,2
126,20,1.192568,1.166665,115.666664,142.33334,47.333332,142.33334,2
119,85,0.299998,0.888887,88.77778,122.55556,64.55556,122.55556,2
112,77,0.574135,1.166665,93.888885,125.22222,52.77778,125.22222,2
96,13,0.47778,0.555557,122.111115,144.77777,39,144.77777,2
165,99,0.474074,0.777779,79,118,73.77778,118,2
83,28,0.136081,0.888887,99.44444,131.11111,54.444443,131.11111,2
105,62,0.166666,1.166668,117.55556,140.33334,41.555557,140.33334,2
79,58,0.534027,1.055559,96.333336,126.44444,52.11111,126.44444,2
183,78,0.329632,0.777779,128.66667,147,34.333332,147,2
67,71,0.888891,1.499999,115.55556,140.88889,44.77778,140.88889,2
128,15,0.272168,0.555556,118.333336,144,44.22222,144,2
121,55,2.877772,1.444447,90,124.111115,63.11111,124.111115,2
131,15,1.051846,1.888888,119.666664,145.33334,45.555557,145.33334,2
155,20,0.327729,0.611112,98.44444,129.55556,53.555557,129.55556,2
115,81,0.646932,0.722224,91.888885,124.888885,56.88889,124.888885,2
204,25,0.329628,0.833333,88,125.666664,69.55556,125.666664,2
22,57,0.740742,0.666665,115.77778,140.44444,43,140.44444,2
220,36,0.800462,1.055556,100.77778,132.44444,55.22222,132.44444,2
184,44,0.122222,1,85,121.44444,67.333336,121.44444,2
103,64,0.699205,1.333331,96.333336,126.22222,52.333332,126.22222,2
238,59,0.459466,1.055556,109.22222,139,51.88889,139,2
92,56,0.029629,0.833333,115.888885,140.66667,44,140.66667,2
193,35,0.285183,0.722221,131.22223,146.22223,29.222221,146.22223,2
142,33,0.623609,0.500001,96.77778,128.66667,54.22222,128.66667,2
234,27,0.623609,2.055557,111.55556,138.66667,48,138.66667,2
140,16,0.344443,0.888891,99.111115,131.11111,57.88889,131.11111,2
58,58,0.403686,0.888891,112.55556,137.44444,43.333332,137.44444,2
236,42,0.462963,1.388891,128.11111,146.44444,33.444443,146.44444,2
233,81,0.329631,1.055557,75.66667,116.44444,78.111115,116.44444,2
175,14,0.807371,1.222223,100.111115,132.11111,54.88889,132.11111,2
181,27,0.462964,0.5,132.55556,146.55556,25.444445,146.55556,2
59,96,0.418521,0.611112,103.44444,128.11111,49.555557,128.11111,2
192,40,0.207408,1.333332,114.44444,140.55556,47.77778,140.55556,2
202,41,0.772202,1.111112,111.888885,139.77779,50.22222,139.77779,2
217,23,0.611616,1.166665,111.888885,141.66667,51.666668,141.66667,2
141,31,0.385183,1.222223,117.111115,141.22223,43.22222,141.22223,2
171,15,0.557772,0.666668,100.111115,132,54.77778,132,2
156,32,0.162964,2.611109,129.77779,146.33334,30.11111,146.33334,2
143,24,0.907406,0.888888,117.666664,141.66667,42.11111,141.66667,2
75,49,0.388888,1.166668,117,143.11111,47.11111,143.11111,2
242,57,0.785183,1.000001,76.44444,119.333336,79.22222,119.333336,2
253,75,0.266666,0.888888,72,115.888885,82,115.888885,2
235,46,0.62361,1.333332,100.888885,132.88889,54.77778,132.88889,2
212,81,0.107409,0.833332,77.22222,118.44444,78.77778,118.44444,2
143,34,0.928956,1.388888,113.666664,142,49.555557,142,2
178,43,1.1,1.111111,115.666664,140.22223,44.88889,140.22223,2
140,25,1.46667,1.111111,117.77778,142.33334,43,142.33334,2
225,22,0.255559,0.722221,133,147,27.11111,147,2
252,71,0.329628,1.333333,72.77778,115.55556,79.22222,115.55556,2
174,77,0.311108,1.277776,128.55556,147.33334,34.22222,147.33334,2
169,98,0.15185,1.666667,77.333336,116.888885,73.666664,116.888885,2
190,45,0.666666,0.777779,95.888885,126.888885,53.77778,126.888885,2
108,75,0.471403,11.111111,105.888885,133,48.88889,133,2
254,57,0.77407,1.388891,129.44444,146.66667,32.666668,146.66667,2
79,48,0.9963,0.999999,94.77778,129.11111,63.666668,129.11111,2
60,52,0.596301,0.777777,101,129.22223,52.77778,129.22223,2
170,36,0.340743,1.833335,89.55556,125.22222,66.55556,125.22222,2
179,63,0.516398,6.222223,92.666664,123.22222,52.88889,123.22222,2
67,71,0.888891,1.499999,115.55556,140.88889,44.77778,140.88889,2
151,57,0.774071,1.611109,86.22222,122.22222,65.333336,122.22222,2
103,39,0.299997,1.111111,116.55556,142.88889,46.11111,142.88889,2
248,13,0.207408,1.111112,88.22222,128.44444,73,128.44444,2
235,35,0.296297,1.222221,83,122,72.22222,122,2
241,76,0.211114,1.333333,74.55556,116.55556,79.44444,116.55556,2
92,44,0.574135,1.166665,113.44444,138.11111,42.88889,138.11111,2
188,35,1.05185,1.111113,114.44444,140.11111,46.666668,140.11111,2
79,62,0.385184,0.888887,100.666664,127.111115,50.77778,127.111115,2
193,66,1.440741,0.888888,80.66667,118.77778,71,118.77778,2
64,19,0.151853,1.666672,131.55556,146.44444,26,146.44444,2
216,17,0.5164,1.277779,115,141.88889,47.22222,141.88889,2
157,57,0.474073,1.22222,114.22222,139.66667,44.88889,139.66667,2
62,26,0.272165,0.444444,98.333336,130.88889,56,130.88889,2
92,62,1.310924,1.888887,112.333336,139.33334,47.555557,139.33334,2
80,40,0.574132,0.722223,96.22222,129,54.88889,129,2
253,32,0.586892,1.33333,103.888885,133.33334,49.666668,133.33334,2
134,54,0.646931,1.222221,112.666664,141.33334,50.88889,141.33334,2
221,35,0.133333,0.944447,83.333336,122.55556,71.44444,122.55556,2
63,13,0.196294,1.166667,122.77778,145.44444,39.555557,145.44444,2
174,59,0.349603,1.333333,110.55556,138.77779,50.22222,138.77779,2
