@relation segment

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
75,19.777779,-7.888889,26.444445,-1.8356,1
122,3.222222,4.111111,3.111111,-0.964797,1
60,14.333333,-1.333333,16.333334,-1.623392,1
95,16,0,15.333333,-1.555549,1
100,15.555555,1.777778,14.777778,-1.477019,1
119,16.11111,-0.777778,17.222221,-1.57896,1
149,5.111111,-5.888889,13.111111,-2.018631,1
110,13.444445,2.888889,10.555555,-1.345096,1
115,12.222222,-2.666667,15.666667,-1.54801,1
147,2.222222,-1.444444,8.555555,-1.561754,1
116,3.666667,3.222222,5.222222,-1.19107,1
117,3.777778,2.666667,5.333334,-1.233256,1
139,3.555556,4.333334,3.333333,-0.965946,1
136,3.777778,4.555555,2.888889,-0.924607,1
96,16.222223,0.666667,16.333334,-1.530686,1
131,3,4.666666,2.333333,-0.850783,1
111,3.444444,2.888889,4.888889,-1.175773,1
142,2.333334,4.888889,1.888889,-0.776334,1
144,2.666667,3.555556,2.888889,-0.969119,1
66,13.444445,-0.333333,16,-1.569253,1
118,3.555556,4.777778,2.777778,-0.87829,1
95,16.222223,-0.222222,15.777778,-1.567327,1
107,13.888889,3,12,-1.357871,1
92,17.555555,-2,19.666666,-1.653926,1
104,13.666667,1.555556,13.555555,-1.446641,1
123,3.555556,5.666666,2,-0.761648,1
129,3.777778,4.666666,3,-0.932783,1
111,3.222222,3.555556,3.888889,-1.065066,1
88,16.666668,-2.444444,18.88889,-1.653787,1
65,15.555555,-2.111111,17.88889,-1.665853,1
90,16.777779,-1.888889,19.444445,-1.622331,1
116,3.555556,3,4.666666,-1.163245,1
123,4.555555,2.777778,4.444445,-1.18068,1
57,19.777779,-4.888889,24.444445,-1.739017,1
111,3.444444,2.888889,4.888889,-1.175773,1
66,16.777779,-4.222222,21.777779,-1.733544,1
124,3.555556,4.444445,3.444444,-0.95784,1
66,21.666666,-9.222222,29.444445,-1.844993,1
142,2.333334,6.333334,0.666667,-0.604864,1
113,3,4.888889,2.555556,-0.851202,1
56,14.666667,-1.222222,16.777779,-1.622211,1
42,16.666668,-7.777778,25.555555,-1.842494,1
100,16.444445,-1.333333,18.666666,-1.623301,1
110,13.444445,2.888889,10.555555,-1.345096,1
134,2.555556,5.111111,1.444444,-0.730465,1
67,14.555555,-1.333333,17.666666,-1.623202,1
124,3.333333,4.333334,3.666667,-0.987873,1
88,15.666667,-5.444445,20.222221,-1.785147,1
100,15.444445,0.777778,14.777778,-1.519702,1
139,3.555556,4.333334,3.333333,-0.965946,1
77,18.444445,-3.111111,21.222221,-1.68954,1
90,13.444445,2,12,-1.425885,1
118,3.666667,3.333333,5,-1.134543,1
60,17.88889,-4,21.666666,-1.713134,1
131,3.666667,4.777778,2.111111,-0.804846,1
101,15.888889,-0.222222,16.444445,-1.558599,1
63,17.11111,-6.111111,21.88889,-1.813886,1
116,2.888889,3.444444,4.111111,-1.093148,1
77,19.11111,-3.222222,21.444445,-1.677308,1
145,2.222222,4.888889,0.222222,-0.57094,1
107,12.555555,3.444444,10.444445,-1.312499,1
149,3.666667,-4.222222,9.777778,-2.009108,1
114,12.555555,5.333334,8.666667,-1.176662,1
111,3.222222,5.222222,2.888889,-0.872666,1
25,123.888885,-30.666666,43,-2.354552,2
79,79.44444,-47.666668,77.666664,-2.241633,2
50,115.44444,-35.88889,53.11111,-2.312305,2
54,119.111115,-35.11111,50.88889,-2.328661,2
39,105.55556,-32.444443,55.88889,-2.198158,2
20,120.44444,-33,46.666668,-2.348006,2
62,120.77778,-28.666666,42.333332,-2.314232,2
74,93.22222,-38.22222,64.111115,-2.220553,2
25,93.77778,-43.444443,69.55556,-2.253408,2
41,115.333336,-33.77778,52.22222,-2.280803,2
47,131.11111,-22,33,-2.30244,2
34,118.22222,-35.333332,50.333332,-2.343381,2
75,121.111115,-30.555555,45.444443,-2.309804,2
49,120.44444,-29.555555,46.77778,-2.263738,2
16,136.66667,-17.222221,28.444445,-2.232895,2
71,121.44444,-31.222221,44.77778,-2.339758,2
37,86.55556,-47.444443,75.55556,-2.258443,2
83,80.44444,-48.22222,78.77778,-2.239053,2
17,126.22222,-28.555555,40.77778,-2.339493,2
20,120.44444,-33,46.666668,-2.348006,2
43,121.55556,-27.444445,42.22222,-2.280207,2
18,108.666664,-44.666668,55,-2.45498,2
51,118.888885,-34.22222,47.11111,-2.368498,2
32,121.333336,-33.333332,48,-2.333746,2
46,99.77778,-40.88889,64.111115,-2.270851,2
85,91.77778,-36.77778,64.55556,-2.186342,2
13,128.44444,-29,39,-2.386251,2
99,83.22222,-43.22222,73.77778,-2.207756,2
15,125.44444,-32.77778,44.22222,-2.38244,2
24,123.55556,-29.88889,42.11111,-2.349252,2
86,100.333336,-38.666668,55,-2.343789,2
66,85.888885,-43.333332,71,-2.235701,2
13,95.666664,-47.666668,73,-2.28708,2
72,84,-42.666668,71,-2.22578,2
31,122.111115,-29.11111,43.22222,-2.310766,2
42,122.333336,-30.11111,44.22222,-2.31442,2
48,107.44444,-25,50,-2.090557,2
75,77.77778,-49.666668,82,-2.232,2
54,108.77778,-23,47,-2.079152,2
96,80.77778,-44.444443,74.55556,-2.219979,2
32,121.333336,-33.333332,48,-2.333746,2
26,132.88889,-16.777779,29.222221,-2.182567,2
81,101,-42.11111,56.88889,-2.382261,2
35,88.77778,-44.77778,72.22222,-2.248235,2
19,122.888885,-32.88889,46.77778,-2.344188,2
50,103.55556,-46.11111,63.22222,-2.37202,2
63,114.666664,-35.333332,52,-2.315885,2
99,83.22222,-43.22222,73.77778,-2.207756,2
32,132.77779,-19.555555,30.11111,-2.280755,2
17,126.333336,-32.333332,42,-2.412968,2
15,128.33334,-27.666666,39.333332,-2.341041,2
54,105,-36.333332,51.333332,-2.345744,2
57,131.77779,-18.222221,30.777779,-2.215046,2
44,98.22222,-39,62.333332,-2.255577,2
63,100.888885,-38.77778,52.88889,-2.375282,2
55,119.111115,-30.666666,45.666668,-2.308179,2
17,121.55556,-33.444443,47.22222,-2.348415,2
42,104.888885,-39.77778,51.88889,-2.410388,2
39,105.55556,-32.444443,55.88889,-2.198158,2
45,118,-36.88889,51.444443,-2.35936,2
64,103.77778,-37.333332,52.333332,-2.355443,2
35,90.333336,-46.22222,71.44444,-2.280843,2
29,123.666664,-28.444445,42.88889,-2.29776,2
70,105.77778,-25.555555,45.77778,-2.17166,2
21,126.44444,-28.11111,39.22222,-2.357178,2
31,110.44444,-39.22222,52.77778,-2.384877,2
58,117.111115,-35.666668,50.333332,-2.349269,2
54,129.88889,-20.333334,33.666668,-2.231555,2
25,121.55556,-35.11111,48.555557,-2.36518,2
78,101.666664,-40.88889,56.444443,-2.368082,2
90,105.333336,-22.333334,45.666668,-2.078418,2
13,128.55556,-28.444445,39.555557,-2.360428,2
33,106.333336,-41.444443,54.22222,-2.408019,2
35,120.44444,-34.22222,48.444443,-2.346636,2
49,114.666664,-37.77778,55.88889,-2.315477,2
33,106.333336,-41.444443,54.22222,-2.408019,2
19,135.33334,-18.666666,26,-2.358602,2
64,82.55556,-46.77778,77.55556,-2.228939,2
71,116.77778,-32.22222,48.444443,-2.301203,2
94,85.77778,-43.22222,71.77778,-2.227114,2
39,122.44444,-32.22222,46.11111,-2.336025,2
98,82.77778,-45,73.666664,-2.238522,2
48,99.77778,-39.333332,63.666668,-2.247036,2
57,122.111115,-31,43,-2.362514,2
21,120.888885,-36.444443,50.555557,-2.362526,2
18,134.33334,-19.333334,30,-2.27511,2
23,119.77778,-37.666668,51.666668,-2.37055,2
27,133.44444,-14.888889,27.11111,-2.146716,2
34,120.77778,-35.444443,49.555557,-2.357272,2
32,113.111115,-38.666668,49.666668,-2.421193,2
107,130,-23.666666,34.666668,-2.317384,2
53,104.888885,-26.444445,51.22222,-2.117007,2
16,108.333336,-40.22222,54.11111,-2.385001,2
19,103,-37.88889,59.77778,-2.264331,2
47,99.333336,-41.666668,65,-2.271072,2
58,83.333336,-47.444443,76.888885,-2.246316,2
29,94.666664,-43.444443,69.22222,-2.257217,2
47,117.666664,-29.222221,47.77778,-2.23989,2
59,121.44444,-28.777779,42.88889,-2.308637,2
50,101.888885,-38.333332,55,-2.337296,2
89,99.666664,-38.88889,58.11111,-2.306204,2
41,131.33334,-20.333334,32,-2.270225,2
15,137.88889,-19.333334,28,-2.328472,2
31,133,-16.88889,27.11111,-2.251504,2
18,107.666664,-35.11111,54.555557,-2.278452,2
56,121.44444,-30.666666,45.666668,-2.307657,2
62,103,-27.777779,48.88889,-2.185419,2
35,105.44444,-38,49,-2.420203,2
27,117.77778,-33.333332,48,-2.334512,2
19,126.111115,-26.777779,38.22222,-2.340765,2
51,118.888885,-33.555557,50.11111,-2.30531,2
39,118.333336,-30.88889,48.444443,-2.268113,2
41,117.44444,-33.444443,50.22222,-2.299918,2
66,116.888885,-34.666668,51.666668,-2.307094,2
41,105.111115,-43.77778,57.555557,-2.404745,2
25,111.333336,-37.77778,52.555557,-2.360195,2
21,122.55556,-33.22222,47.444443,-2.339377,2
40,106.888885,-43.444443,54.88889,-2.434692,2
51,104,-40.555557,54.77778,-2.383438,2
81,79.111115,-44.22222,78.111115,-2.18233,2
104,94.44444,-39.88889,58.11111,-2.326201,2
22,132.88889,-16.555555,30.777779,-2.146204,2
62,91.888885,-42,65.333336,-2.277142,2
14,109.22222,-41.11111,54.88889,-2.391113,2
41,133.55556,-19.444445,30.222221,-2.268529,2
42,131.33334,-21.555555,33.444443,-2.282217,2
35,119.111115,-30.333334,46.666668,-2.282923,2
74,93.22222,-38.22222,64.111115,-2.220553,2
21,122.666664,-33,45.333332,-2.370372,2
51,121.77778,-28,41.666668,-2.306687,2
14,108.55556,-41.22222,53.77778,-2.408968,2
88,102.666664,-27.11111,50.88889,-2.139239,2
52,121.55556,-30.666666,43.333332,-2.348494,2
76,79.111115,-46.555557,79.44444,-2.208019,2
42,133.33334,-19.88889,31.11111,-2.26361,2
65,88.111115,-43.666668,71.333336,-2.239144,2
22,133.88889,-14.888889,27.11111,-2.158304,2
25,123.888885,-30.666666,43,-2.354552,2
28,107.666664,-45.444443,57.22222,-2.438585,2
33,104.22222,-40.666668,62,-2.290421,2
90,106,-22.777779,45.22222,-2.097815,2
79,102.77778,-41.555557,56.444443,-2.377965,2
81,104.22222,-21.777779,47.88889,-2.033487,2
11,142.55556,-19.666666,22.333334,-2.521648,2
45,93.111115,-41.444443,67.888885,-2.238324,2
44,119.888885,-31.11111,42.88889,-2.367282,2
25,94.888885,-43.555557,69.77778,-2.252101,2
21,126.333336,-27.555555,38.11111,-2.364884,2
27,135.11111,-16.555555,25.444445,-2.264532,2
53,130.33334,-19.666666,33,-2.217488,2
29,123.22222,-27.666666,43.333332,-2.271128,2
45,104.111115,-39.22222,53.77778,-2.371807,2
52,104.666664,-31.88889,52.77778,-2.229685,2
50,101.888885,-38.333332,55,-2.337296,2
57,131.22223,-19,32.666668,-2.187422,2
28,107.22222,-46.22222,59.11111,-2.425992,2
73,120.55556,-30.222221,45.11111,-2.307396,2
11,142.55556,-19.666666,22.333334,-2.521648,2
77,103.77778,-41.22222,52.77778,-2.42468,2
31,132.33334,-18.11111,28.88889,-2.255012,2
16,105.22222,-38.11111,57.88889,-2.293933,2
62,121.55556,-26.777779,41.555557,-2.275425,2
46,131.55556,-18.222221,30.11111,-2.232616,2
115,129.77779,-28.666666,37.666668,-2.405477,2
57,116.666664,-33,50,-2.297173,2
60,118.666664,-29,44,-2.293386,2
71,121.44444,-31.222221,44.77778,-2.339758,2
68,97.333336,-32,57.333332,-2.169999,2
24,123.55556,-29.88889,42.11111,-2.349252,2
40,118.888885,-30.555555,47.77778,-2.270219,2
34,133,-16.777779,28.88889,-2.2,2
13,137.33334,-17.777779,26.555555,-2.292384,2
59,116.888885,-37.444443,51.88889,-2.364216,2
41,105.111115,-43.77778,57.555557,-2.404745,2
49,118.55556,-32.77778,49.22222,-2.303412,2
29,107.111115,-40.555557,55.444443,-2.373206,2
11,139.44444,-19.333334,25.666666,-2.401587,2
58,117.55556,-35.444443,49.555557,-2.357271,2
79,102.77778,-41.555557,56.444443,-2.377965,2
28,102.44444,-37.77778,61.88889,-2.238865,2
68,120.666664,-30.333334,45.666668,-2.300618,2
41,105.111115,-28.555555,53.444443,-2.139822,2
40,106.888885,-43.444443,54.88889,-2.434692,2
33,119.55556,-34,49,-2.333537,2
20,106.55556,-33.555557,55.444443,-2.231826,2
93,105,-25.222221,47.11111,-2.141419,2
32,132.77779,-19.555555,30.11111,-2.280755,2
64,103.77778,-37.333332,52.333332,-2.355443,2
77,131.88889,-22.11111,34.22222,-2.277146,2
50,116.55556,-36.555557,53.11111,-2.325679,2
32,116,-33.666668,50,-2.309391,2
91,98.666664,-37,55.666668,-2.300486,2
34,97.888885,-42.77778,65.55556,-2.286636,2
27,133,-17.88889,27.777779,-2.264129,2
61,103.77778,-41.88889,57.77778,-2.367396,2
19,122.111115,-33.666668,47.333332,-2.352834,2
54,104.888885,-37.22222,52.444443,-2.351182,2
42,104.888885,-39.77778,51.88889,-2.410388,2
21,122.55556,-35.444443,48.22222,-2.377814,2
18,135,-15.888889,26.777779,-2.214612,2
53,119.77778,-33.333332,44.333332,-2.39327,2
97,131.11111,-23.444445,33.22222,-2.346234,2
40,118.333336,-31.333334,47.666668,-2.292201,2
49,100.666664,-35.333332,60,-2.211659,2
101,131.11111,-25.444445,36.88889,-2.328735,2
66,83.888885,-43,71.666664,-2.224845,2
43,99.111115,-39.11111,63.22222,-2.247952,2
13,126.111115,-32.22222,45.11111,-2.355244,2
14,112.666664,-38.333332,51.333332,-2.390383,2
36,131.22223,-20.222221,32.444443,-2.247156,2
47,87.333336,-43.666668,73,-2.223218,2
72,121.111115,-34,47,-2.366197,2
113,129,-25.333334,37.666668,-2.309551,2
29,123.666664,-28.444445,42.88889,-2.29776,2
31,121.888885,-33.88889,48.77778,-2.334831,2
43,119.888885,-28.777779,44.88889,-2.270653,2
30,120.111115,-30.88889,46.77778,-2.295989,2
66,107,-22,43.666668,-2.09899,2
78,131,-20.666666,34.333332,-2.225537,2
67,101.55556,-28.222221,50.11111,-2.173099,2
80,87.22222,-41.666668,69,-2.228712,2
20,122.55556,-31.666666,46,-2.326919,2
44,90.55556,-42,67.333336,-2.254541,2
46,110.111115,-41.22222,54.77778,-2.395028,2
68,101.55556,-39.444443,56.88889,-2.333212,2
93,76.111115,-46.88889,77.44444,-2.231558,2
13,113.666664,-36.333332,51.333332,-2.351897,2
50,118.333336,-33,50.333332,-2.28828,2
18,108.888885,-34.333332,49,-2.340839,2
46,119.888885,-35.333332,49.333332,-2.357688,2
109,95.77778,-39.11111,59.22222,-2.297546,2
57,119.44444,-33.77778,48.22222,-2.341163,2
32,104.333336,-38.444443,61.555557,-2.255674,2
25,107.55556,-43.333332,57.333332,-2.396894,2
27,135.11111,-16.555555,25.444445,-2.264532,2
40,119.55556,-32.77778,49.555557,-2.2949,2
90,106,-22.777779,45.22222,-2.097815,2
39,123.111115,-32.88889,46.11111,-2.352961,2
57,120.22222,-31.444445,44.88889,-2.34019,2
19,109.44444,-39.77778,54.22222,-2.375985,2
28,108.333336,-40.555557,54.444443,-2.387884,2
60,101.55556,-30.666666,55.333332,-2.16692,2
94,105.111115,-18.88889,43.11111,-2.015307,2
36,94.333336,-40.444443,66.55556,-2.232346,2
18,135,-15.888889,26.777779,-2.214612,2
71,97.888885,-27,50.333332,-2.143159,2
62,118.77778,-33.444443,47.555557,-2.343404,2
41,108,-39.333332,51.666668,-2.404553,2
36,107.22222,-41.11111,55.22222,-2.387384,2
57,92.888885,-42.666668,65.333336,-2.288131,2
87,131.88889,-22.555555,33.11111,-2.312874,2
65,117.333336,-34,51,-2.303991,2
33,102.333336,-39.333332,62,-2.266225,2
62,102.77778,-28.555555,50.77778,-2.178149,2
80,103,-24.555555,48.77778,-2.098697,2
59,116.77778,-34.444443,50.22222,-2.323173,2
56,121.44444,-30.333334,44,-2.326783,2
46,121.111115,-30.11111,44.88889,-2.304436,2
33,121.22222,-33.666668,47.666668,-2.348002,2
