@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,7-8,10,14,20'

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
102,0.355555,0.888889,58.22222,-14.333333,4
122,64.95186,4.833334,6.62963,-9.888889,3
186,0.340741,1.5,12.074074,-8.222222,7
71,10.382501,21.888885,31.851852,-18.88889,3
83,0.518519,1.055552,90.62963,-48.22222,2
158,1.144445,1.444445,21.037037,-12.777778,4
187,0.344265,0.833333,15.222222,-6,7
49,0.92896,1.77778,124.03704,-32.77778,2
176,0.655461,2.388889,22.185184,-9.555555,7
76,0.691214,0.388889,51.77778,-12.333333,4
118,0.136083,0.055556,0.037037,-0.111111,3
56,0.029629,0.833333,126,-30.333334,2
161,3.040736,8.999999,42.037037,-18.11111,6
209,0.666667,0.722222,22.518518,-14.555555,7
118,0.074074,0.333333,0.925926,-2.777778,3
124,14.962965,1.833333,3,-4.666666,3
200,0.779364,4.333333,56.37037,-17.777779,6
94,3.174073,1.055556,20.037037,-12.777778,5
124,0.444445,1.111111,2.518518,-6.888889,3
182,1.099999,2.277777,34.51852,-8.888889,6
64,0.136083,0.277778,5.703704,-6.111111,5
109,0.62361,1.055555,41.814816,-17.11111,4
90,0.374076,1.27778,113.111115,-22.333334,2
73,1.405017,1.5,43.51852,-14.222222,4
70,0.311111,1.722222,26.037037,-4.777778,1
116,0.389682,0.777777,23.407408,-12.222222,5
191,0.507408,3.111111,15.185185,-9.222222,7
54,0.166667,1,134.33333,-20.333334,2
104,0.962963,3.055556,20.185184,0.111111,1
196,1.420746,4.444445,50.074074,-17.222221,6
134,0.172133,0.222222,1.851852,-2.555556,5
183,0.772202,4.722222,19.851852,-15.888889,7
110,375.09625,1.277777,50.666668,-13.666667,4
160,8.240739,13.166667,40.88889,-20.333334,6
15,0.272168,0.555556,129.25926,-32.77778,2
64,0.712325,1.055556,62,-25,4
131,0.42963,0.777778,5.962963,4.777778,1
98,1.288887,1.277777,52.851852,-15.888889,4
156,0.278886,2,23.703703,-19.11111,7
111,16.443394,0.444445,34.11111,-11.333333,4
190,2.13611,3.000001,47.48148,-15.111111,6
95,1.574074,1.611111,4.62963,-10.888889,3
162,0.712326,2.666667,19,-9.666667,7
165,8.1074,16.444445,35.814816,-15.111111,6
88,0.044444,0.444445,12.259259,-14.111111,5
30,0.854184,1.666667,8.481482,-7.111111,5
152,0.02963,2.055556,1.37037,-1.111111,5
120,14.774076,3.722222,3.740741,-6.888889,3
66,0.462965,1.111113,93.44444,-43,2
247,1.218519,7.111111,21.925926,-2.444444,7
239,2.433332,2.277778,15.148149,-8.777778,7
141,1.351853,0.888889,3.259259,-8.444445,3
102,374.5964,29.888887,44.037037,-19.777779,3
161,0.501849,1.611111,19.037037,-11.777778,7
194,1.218682,5.222222,58.962963,-18.222221,6
161,5.540735,11.777776,41.962963,-16.222221,6
221,0.64693,1.222222,12.111111,-5.666666,7
44,0.574135,1.166665,123.81481,-31.11111,2
121,1.025599,4.888888,53.666668,-20.333334,4
202,1.625036,4.833333,58,-18,6
186,1.659987,5.5,49.444443,-14.333333,6
118,182.29631,1.166667,55.074074,-14.888889,4
111,0.311111,1.055556,5.703704,3.555556,1
18,1.022222,1.166669,137.88889,-19.333334,2
147,0.107407,0.777778,6.777778,-4,1
80,14.829629,3.833333,10.037037,-10.444445,3
200,3.031318,3.944445,53.555557,-21.333334,6
74,0.088889,0.500001,101.85185,-38.22222,2
164,0.574133,1.888889,23.148148,-4.111111,7
163,12.151846,14,41.666668,-18.666666,6
206,1.12963,2.166667,16.074074,-7.555555,7
249,2.385186,2.888889,8.555555,-1.666667,7
181,0.349603,1.5,11.666667,-8,7
33,0.623609,0.500001,110.59259,-41.444443,2
90,0.044444,0.777779,113.48148,-22.777779,2
211,0.879815,2.444444,10.814815,-5.777778,7
144,0,0,0,0,5
152,7.644442,2.388889,26.555555,-18.666666,4
110,0.691214,0.444444,31.62963,-13.222222,5
178,2.685184,5,19.555555,-7.666666,7
123,2.474074,0.888889,6.962963,2.777778,1
89,0.172133,3.611111,14.222222,-12,5
89,1.586984,2.333333,18.037037,-10.777778,5
90,0.620633,0.388889,7.185185,-6.222222,5
121,0.843274,1.5,3.407408,-6.888889,3
176,3.275612,2.388889,56.925926,-19.444445,6
102,0.162964,0.666667,63.48148,-20.11111,4
104,0.107409,1.999999,63.62963,-16.222221,4
87,84.87777,13.222221,17.11111,-14.666667,3
57,0.722651,1.388891,123.55556,-34,2
186,2.319004,2.777777,54.962963,-17.555555,6
114,6.320163,8.833333,29.814816,-34.444443,3
15,0.886108,1.222223,68.96296,-28.88889,4
65,0.611618,1.500001,123,-34,2
198,1.345774,4.111111,48.703705,-17.777779,6
116,0.285185,0.888889,22.11111,-2.333333,1
184,3.277779,7.944443,31.518518,-11.222222,6
120,0.062963,0.388889,1,-3,3
145,0.018518,0.611111,3.925926,4.888889,1
178,0.862965,2.5,23.814816,-10.777778,7
85,1.241266,0.222222,18.925926,-13.111111,5
149,0,0,0,0,5
27,0.623609,2.055557,122.666664,-33.333332,2
86,0.651853,1.722222,18.592592,-0.111111,1
126,0.534027,0.944444,11.185185,-17.88889,3
98,0.151852,0.388889,1.407407,-4.222222,3
148,0,0,0,0,5
29,1.229636,1.388891,128.48148,-28.444445,2
246,3.262963,1.833333,15.37037,-8.444445,7
134,0.018519,0.055556,0.037037,-0.111111,3
153,0,0,0,0,5
197,2.78621,2,49.74074,-16.222221,6
34,1.135294,0.833331,72.888885,-23.666666,4
107,0.720082,0.666667,22.555555,-28.666666,3
241,0.574134,1.555556,14.333333,-10.333333,7
152,0.981307,0.833333,0.777778,-1.333333,5
32,1.047041,0.833334,59.48148,-15.777778,4
58,0.388888,1.000001,93.14815,-47.444443,2
59,0.774073,2.944445,25.074074,-8.222222,1
147,14.062966,2.5,27.296297,-19.222221,4
93,0.3,1.388889,3,-7.333334,3
130,0.122222,0.388889,5.333334,4.666666,1
141,0.118518,0.222222,0.703704,-1.111111,5
226,3.096296,3.555556,7.851852,-6.222222,7
163,0.877778,17.666666,40.444443,-16.333334,6
126,0.062963,14.055554,36.185184,-7.888889,4
202,0.24074,2.388889,15.148149,-10.444445,7
242,1.638653,2.444445,14.814815,-10.444445,7
78,1.025599,2.666665,106.85185,-40.88889,2
103,3.411113,1.833333,21.851852,-1.888889,1
76,1.143419,0.555555,42.296295,-18.88889,4
113,0.285185,0.666667,1.407407,-3.888889,3
45,0.666666,0.777779,108.96296,-39.22222,2
157,0.3,2.944444,24.296297,-15.222222,7
243,5.274073,2.555556,6.481482,-4.111111,7
18,0.729626,0.944445,138.62962,-15.888889,2
145,1.312335,0.999999,61.11111,-26,4
78,2.34074,2,24.592592,-1.777778,1
135,0.062963,0.166667,1.925926,-2.777778,5
195,1.16746,1.833335,48.851852,-16.88889,6
157,14.344446,1.388889,21.444445,-13.666667,4
80,4.3,1.833333,7.074074,-12.555555,3
14,0.574134,1.666669,117,-38.333332,2
132,1.38243,1.333333,38.77778,-16.666666,4
114,0.507408,0.333334,25.814816,-14.444445,5
237,1.155555,1.555555,7.481482,-4.111111,7
124,0.162963,0.444444,5.111111,4.666666,1
201,1.678846,5.222221,53.703705,-19.777779,6
41,0.355559,0.277779,135.22223,-20.333334,2
40,0.574132,0.722223,110.703705,-43.444443,2
122,7.84074,1.388889,2.259259,-5.111111,3
88,3.2,2.944445,20.592592,-5.444445,1
197,2.01568,5.277778,54.851852,-17.88889,6
152,0.02963,0.833333,3.592592,-2.777778,5
137,0.544331,0.611111,0.740741,-1.222222,5
118,0.151852,0.388889,0.703704,-2.111111,3
182,0.834444,2.777777,43.62963,-9.888889,6
182,2.094967,3.555555,58.962963,-18.222221,6
50,0.462963,1,23.037037,-4.111111,1
139,6.962952,1.666667,16.37037,-11.777778,4
140,4.204495,0.666667,2.888889,-0.666667,5
35,2.03306,2.055556,37.592594,-15.777778,4
90,0.044444,0.777779,113.48148,-22.777779,2
11,0.311116,2.888891,143.44444,-19.666666,2
182,1.259042,3.444444,55.851852,-17.222221,6
