@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
19,126.666664,122.111115,2
32,116.77778,113.111115,2
31,126.85185,121.888885,2
88,110.59259,102.666664,2
31,135.92592,132.33334,2
97,134.37038,131.11111,2
18,113.77778,108.888885,2
54,124.37037,119.111115,2
73,125.51852,120.55556,2
33,110.59259,106.333336,2
62,110.03704,103,2
35,109.111115,105.44444,2
86,105.77778,100.333336,2
38,124.85185,119.55556,2
28,122.51852,117.888885,2
58,93.14815,83.333336,2
34,105.48148,97.888885,2
96,111.59259,103.22222,2
20,113.85185,106.55556,2
21,127.296295,122.55556,2
83,90.62963,80.44444,2
81,105.92593,101,2
42,135.2963,131.33334,2
40,123.77778,118.333336,2
39,113,108.44444,2
55,113.666664,107.77778,2
57,124.703705,120.22222,2
99,93.40741,83.22222,2
41,121.48148,115.333336,2
74,101.85185,93.22222,2
14,117,112.666664,2
54,134.33333,129.88889,2
24,127.62963,123.55556,2
17,126.14815,121.55556,2
45,108.96296,104.111115,2
41,135.22223,131.33334,2
101,134.92592,131.11111,2
41,137.14815,133.55556,2
46,114.62963,110.111115,2
46,124.55556,119.888885,2
15,106.51852,97.55556,2
113,133.11111,129,2
19,127.51852,122.888885,2
98,92.333336,82.77778,2
91,104.888885,98.666664,2
41,113.40741,105.111115,2
94,113.18519,105.111115,2
87,135.40741,131.88889,2
27,122.666664,117.77778,2
85,101.03704,91.77778,2
57,122.333336,116.666664,2
11,143.44444,142.55556,2
45,101.22222,92.55556,2
75,126.07407,121.111115,2
30,111.22222,107,2
94,95.296295,85.77778,2
49,127.40741,122.111115,2
79,107.74074,102.77778,2
15,130.14815,125.44444,2
39,113.37037,105.55556,2
77,107.62963,103.77778,2
18,138.62962,135,2
53,113.14815,104.888885,2
32,121.44444,116,2
58,110.37037,105.333336,2
40,127.40741,122.55556,2
13,131.77777,128.44444,2
26,137.03703,132.88889,2
13,118.666664,113.666664,2
62,99.666664,91.888885,2
52,125.77778,121.55556,2
30,125.40741,120.111115,2
26,136.88889,133.11111,2
45,121.51852,116.111115,2
67,106.07407,100.55556,2
29,128.48148,123.666664,2
72,125.44444,121.111115,2
24,127.62963,123.55556,2
14,113.81481,109.22222,2
32,136.2963,132.77779,2
49,124.03704,118.55556,2
33,109.888885,102.333336,2
33,125.888885,121.22222,2
11,143.44444,142.55556,2
50,122.07407,116.55556,2
43,107.14815,99.111115,2
41,109.703705,105.111115,2
19,137.77777,135.33334,2
33,124.55556,119.55556,2
11,141.55556,139.44444,2
18,112.111115,108.666664,2
65,123,117.333336,2
29,128.44444,123.22222,2
35,97.92593,88.77778,2
21,125.59259,120.888885,2
36,135.2963,131.22223,2
39,127.07407,122.44444,2
54,110,105,2
90,113.111115,105.333336,2
46,135.51852,131.55556,2
18,114.14815,107.666664,2
51,124.40741,118.888885,2
42,127.03704,122.333336,2
63,105.59259,100.888885,2
37,95.92593,86.55556,2
16,140.40741,136.66667,2
21,130.14815,126.44444,2
23,123,118.22222,2
57,100.44444,92.888885,2
49,126.18519,120.44444,2
58,123,119,2
57,123.55556,119.44444,2
41,109.703705,105.111115,2
47,134.77777,131.11111,2
25,112.22222,107.55556,2
17,130.2963,126.22222,2
47,135.74074,131.88889,2
13,132.25926,128.55556,2
92,90.333336,80.66667,2
50,124.111115,118.333336,2
62,126.48148,121.55556,2
53,123.44444,119.77778,2
16,111.81481,105.22222,2
57,135.77777,131.22223,2
13,141.81482,139.44444,2
55,103.07407,95.111115,2
20,126.55556,121.666664,2
20,125,120.44444,2
62,125.40741,121.111115,2
46,124.55556,119.888885,2
32,126.22222,121.333336,2
21,126.77778,122.666664,2
16,102.51852,95,2
81,92.18519,80.888885,2
50,121.18519,115.44444,2
42,108.92593,104.888885,2
65,97.333336,88.111115,2
39,124.18519,118.333336,2
28,111.59259,107.666664,2
38,113.48148,108.55556,2
50,109.25926,103.55556,2
59,121.703705,116.888885,2
32,112.03704,104.333336,2
20,125,120.44444,2
78,106.85185,101.666664,2
60,109.77778,101.55556,2
45,122.85185,118,2
43,125.25926,119.888885,2
32,126.22222,121.333336,2
21,129.85185,126.333336,2
30,113.25926,108.888885,2
27,136.2963,133,2
66,93.44444,83.888885,2
35,124.55556,119.111115,2
40,110.03704,105.77778,2
21,126.77778,122.666664,2
30,113.25926,108.888885,2
57,135.96297,131.77779,2
52,111.62963,104.666664,2
64,108.77778,103.77778,2
47,123.85185,117.666664,2
36,103.03704,94.333336,2
44,106,98.22222,2
43,126.48148,121.55556,2
12,119.03704,114.55556,2
71,105.666664,97.888885,2
48,134.85185,130.88889,2
35,98.74074,90.333336,2
18,125.62963,120.888885,2
44,123.81481,119.888885,2
42,137.07408,133.33334,2
85,93.55556,83.44444,2
77,135.92592,131.88889,2
48,107.888885,99.77778,2
26,112.22222,107.44444,2
78,135.55556,131,2
13,140.25926,137.33334,2
40,110.703705,106.888885,2
31,136.40741,133,2
25,103.62963,94.888885,2
115,132.77777,129.77779,2
48,115.77778,107.44444,2
59,122.03704,116.77778,2
68,107.37037,101.55556,2
20,127.333336,122.55556,2
31,126.81481,122.111115,2
19,110.296295,103,2
30,123.333336,117.55556,2
27,138.07408,135.11111,2
49,120.703705,114.666664,2
104,100.51852,94.44444,2
56,126.44444,121.44444,2
63,120.22222,114.666664,2
72,93.44444,84,2
34,123.22222,118.22222,2
21,126.81481,122.55556,2
17,129.55556,126.333336,2
41,112.111115,108,2
79,89.44444,79.44444,2
75,88.55556,77.77778,2
93,112.296295,105,2
35,127.55556,122.666664,2
49,108.888885,100.666664,2
72,125.55556,120.77778,2
28,110.48148,102.44444,2
63,108.92593,104.44444,2
45,101.92593,93.111115,2
74,101.85185,93.22222,2
40,110.703705,106.888885,2
46,107.51852,99.77778,2
41,123.03704,117.44444,2
40,125.111115,119.77778,2
34,137.03703,133,2
28,111.51852,107.22222,2
18,138.62962,135,2
46,126.03704,121.111115,2
25,128,123.888885,2
62,110.18519,102.77778,2
80,111.07407,103,2
29,128.48148,123.666664,2
53,134.77777,130.33334,2
32,136.2963,132.77779,2
36,111.92593,107.22222,2
56,126,121.44444,2
124,7.592593,5.777778,3
130,0.888889,0.111111,3
138,1.407407,0.444444,3
121,3.703704,2.555556,3
95,3.148148,1.222222,3
112,0.148148,0,3
87,67.44444,64.55556,3
123,1.148148,0,3
112,3.814815,3.111111,3
95,5.185185,3.888889,3
134,1.777778,1.333333,3
111,1.333333,0,3
99,4.148148,2.333334,3
96,3.814815,1.777778,3
129,0.518518,0,3
124,1.074074,0,3
138,0.259259,0.111111,3
108,8.666667,6.777778,3
107,9.518518,9,3
107,1.777778,0.555556,3
144,1,0,3
79,4.851852,3.333333,3
136,0,0,3
122,0.555556,0.444444,3
110,1.666667,0.444444,3
124,3,1.666667,3
88,3.296296,1.555556,3
79,32.77778,28.222221,3
145,0.851852,0.777778,3
83,6.259259,4.666667,3
124,1.148148,0.555556,3
95,4.62963,3.666667,3
107,22.555555,18.666668,3
80,68.77778,66.44444,3
123,1.518519,0.333333,3
132,1.296296,0.444444,3
81,12.481482,10.888889,3
91,6.259259,4.222222,3
104,18.62963,17.555555,3
84,4.555555,3.111111,3
129,0.518518,0,3
136,0.703704,0.111111,3
142,0.555556,0.222222,3
116,1.962963,0.666667,3
117,1.074074,0.111111,3
99,4.148148,2.333334,3
125,1.148148,0.333333,3
146,0,0,3
120,1.444444,0.333333,3
93,5,3.666667,3
66,39.88889,37.77778,3
90,5,5.111111,3
102,2.888889,1.666667,3
86,13.407408,11.555555,3
85,4.074074,3.333333,3
81,42.555557,41,3
145,2.074074,2,3
136,15.518518,12.222222,3
120,1,0,3
79,5.407407,3.888889,3
114,1.740741,0.555556,3
139,18.074074,15.666667,3
80,23.62963,21.88889,3
122,16.185184,13,3
124,1.148148,0.555556,3
118,0.703704,0.111111,3
77,7.703704,6.777778,3
113,0.962963,0.111111,3
144,0.962963,0,3
98,1.518519,1.333333,3
96,5.222222,3.777778,3
126,10.185185,8.444445,3
131,0,0,3
134,8.703704,6.555555,3
136,12.185185,9,3
123,1.074074,0.444444,3
87,67.44444,64.55556,3
120,1.925926,1.111111,3
122,19.88889,16.666668,3
83,23.296297,21.555555,3
77,5,3.555556,3
119,1.222222,0.333333,3
137,5,3.444444,3
124,0.666667,0,3
126,1.518519,0.555556,3
76,2.444444,1.777778,3
109,4.296296,3,3
120,1.333333,0.555556,3
81,21.333334,19.444445,3
120,19.074074,13.555555,3
81,3.481482,2,3
105,4.148148,2.444444,3
144,2.518518,0.888889,3
69,23.814816,22.88889,3
93,6.777778,5.222222,3
93,3,1.222222,3
124,2.814815,1.888889,3
122,16.148148,12.111111,3
87,2.925926,1.888889,3
120,19.074074,13.555555,3
88,2.777778,1.444444,3
125,1.37037,0.222222,3
123,0.703704,0.111111,3
111,18.037037,14.333333,3
98,4.666666,3.555556,3
106,2.185185,1.333333,3
143,4.185185,2.222222,3
145,13.444445,10.333334,3
111,4.888889,3.333333,3
91,5.62963,4.333334,3
130,0.777778,0,3
115,7.555555,6.222222,3
110,17.222221,13.444445,3
72,4.518518,2.555556,3
119,20.592592,15.888889,3
94,2.259259,0.666667,3
136,15.518518,12.222222,3
125,1.777778,1,3
71,31.851852,29.777779,3
134,6.185185,4.888889,3
137,0.259259,0,3
106,3.666667,2.111111,3
101,10.185185,9.222222,3
120,1.592593,0.888889,3
138,16.518518,14.888889,3
111,1.296296,0.333333,3
127,16.37037,11.777778,3
138,0.296296,0.111111,3
113,1.407407,0.666667,3
81,41.925926,37.11111,3
137,1.148148,0.555556,3
139,0.666667,0.222222,3
82,8.481482,6.555555,3
97,2.62963,1.444444,3
135,0.740741,0.111111,3
102,14.37037,12.777778,3
114,29.814816,23.88889,3
70,18.592592,18.222221,3
98,2.037037,2,3
140,9.925926,8.666667,3
128,0.740741,0,3
125,16.407408,13.111111,3
122,0.333333,0,3
107,2.222222,1,3
143,0.407407,0,3
137,0.666667,0,3
125,18.555555,13.888889,3
124,3,1.666667,3
142,0.037037,0,3
116,18.74074,14.888889,3
132,1.962963,1,3
138,0.777778,0,3
132,0.37037,0,3
91,42.814816,39.88889,3
108,49.814816,46.555557,3
80,7.074074,5.888889,3
87,17.11111,15.666667,3
117,0,0,3
130,2.407408,1.777778,3
92,12.666667,10.555555,3
110,1.814815,0.444444,3
141,12.666667,11.555555,3
120,1.148148,0.222222,3
102,2.888889,1.666667,3
121,1.148148,0.111111,3
80,10.037037,8.444445,3
108,49.814816,46.555557,3
122,0.555556,0.444444,3
124,2.518518,1.222222,3
89,10.481482,8.555555,3
70,21.037037,20.222221,3
123,1.185185,0.222222,3
90,2.814815,1,3
68,47.185184,42.88889,3
120,1.518519,0.333333,3
126,11.185185,8.333334,3
126,1.407407,0.555556,3
113,27.88889,22.333334,3
127,2.740741,2.111111,3
147,7.703704,6.777778,3
110,1.666667,0.444444,3
115,2.703704,1.888889,3
73,34.703705,26.222221,3
75,38.037037,33.666668,3
125,1.777778,1,3
123,1.37037,0.333333,3
132,0.740741,0.111111,3
76,8.259259,7.666666,3
98,1.407407,0.111111,3
124,2.518518,1.222222,3
89,2.296296,0.333333,3
94,5.888889,6.666666,3
80,23.62963,21.88889,3
109,1.962963,0.777778,3
120,3.518518,2.888889,3
69,11.074074,10.333334,3
85,4.296296,2.666667,3
127,17.592592,13.666667,3
95,9.518518,8.333334,3
122,1.592593,0.333333,3
137,7.62963,5.888889,3
126,2.962963,1.777778,3
133,0.962963,0.111111,3
87,2.925926,1.888889,3
108,1.851852,1.666667,3
91,3.888889,2.666667,3
133,0,0,3
145,0.851852,0.777778,3
106,2.407408,0.666667,3
73,4.851852,3.111111,3
124,14.666667,12.333333,3
120,16.851852,13.555555,3
141,1.555556,0.888889,3
144,1.148148,0,3
110,3.962963,4,3
121,3.407408,3.111111,3
100,6.074074,3.888889,3
133,0.740741,0,3
144,1.148148,0,3
121,17.222221,13.555555,3
134,0.037037,0,3
83,3.703704,3.555556,3
75,55,52.11111,3
99,2.037037,0.444444,3
107,7.962963,6.333334,3
114,1.851852,0.777778,3
78,79.666664,76.77778,3
118,0.925926,0.222222,3
146,0.037037,0,3
99,2.037037,0.444444,3
116,2.185185,1.111111,3
135,0.962963,0.111111,3
89,2.296296,0.333333,3
129,0.518518,0,3
136,1.111111,0.222222,3
120,3.740741,2.111111,3
115,1.888889,0.777778,3
90,3.407408,1.444444,3
91,3.259259,1.222222,3
81,21.333334,19.444445,3
100,8.148149,6.444445,3
102,3.37037,1.888889,3
76,13.518518,12.666667,3
105,42.851852,40.11111,3
137,0.222222,0,3
120,6.962963,4.777778,3
142,3.851852,2.666667,3
127,3.814815,3.333333,3
122,6.62963,5.222222,3
90,9,6.555555,3
140,8.333333,7.222222,3
98,5.518518,3.777778,3
102,44.037037,42,3
96,6.296296,4.333334,3
124,0.888889,0.222222,3
128,5.296296,3.888889,3
91,2.62963,1.222222,3
85,1.777778,1.444444,3
88,7.777778,6.444445,3
95,2.259259,2.222222,3
90,4.666666,5.666666,3
131,0.740741,0.222222,3
103,2.148148,0.666667,3
107,8.703704,6.666666,3
83,14.37037,11.444445,3
100,4.592593,2.888889,3
135,0.222222,0,3
91,44.296295,41.77778,3
91,3.666667,1.888889,3
138,1.148148,0.555556,3
109,13.296296,10.555555,3
126,2.777778,2.555556,3
138,5.185185,4.222222,3
82,5.592593,4.777778,3
125,3.925926,2.444444,3
125,3.925926,2.444444,3
143,4.185185,2.222222,3
103,2.148148,0.666667,3
85,8.185185,6.111111,3
136,8,6.666666,3
92,7.444445,6.444445,3
121,3.407408,3.111111,3
95,6.481482,4.555555,3
122,2.259259,1,3
122,20.148148,15.111111,3
109,5.666666,4.777778,3
112,0.444444,0.111111,3
118,0.037037,0,3
95,4.444445,3.111111,3
115,26.037037,20.666668,3
133,0.481482,0,3
102,4.037037,2.666667,3
141,3.259259,1.666667,3
115,2.740741,1.666667,3
131,0.518518,0,3
136,19.444445,15.666667,3
100,1.222222,0.777778,3
158,7.962963,5.666666,4
138,69.48148,62,4
43,64.703705,56.666668,4
104,57.333332,51,4
34,72.888885,64.55556,4
66,42.11111,38.88889,4
134,48.925926,41.77778,4
127,45.25926,39,4
75,39.703705,35.11111,4
117,39.037037,33.77778,4
126,36.185184,32,4
44,58.666668,50.333332,4
151,30.481482,25.555555,4
78,43.814816,38.444443,4
130,13.037037,10.333334,4
35,37.592594,33,4
107,29.222221,24.88889,4
132,38.77778,33.88889,4
129,37.88889,33.11111,4
18,68.296295,59.77778,4
21,40.74074,35.77778,4
15,68.96296,60.666668,4
123,59.333332,52.333332,4
111,29.592592,25.11111,4
158,8.444445,6.111111,4
110,50.666668,45.444443,4
42,44.555557,40,4
130,21.37037,16.444445,4
17,70.51852,62.555557,4
128,53.25926,46.333332,4
64,62,54.22222,4
77,59.555557,53.11111,4
157,23.148148,19.222221,4
125,18.222221,15,4
139,64.666664,57.333332,4
42,28.25926,24.11111,4
87,31.703703,27.444445,4
50,60.851852,53.77778,4
115,28.851852,24.88889,4
77,59.11111,52.22222,4
34,47.592594,41.666668,4
105,45.74074,39.666668,4
71,38.37037,35.11111,4
88,67.25926,58.88889,4
154,50.703705,43.555557,4
100,57.148148,50.22222,4
146,10.592592,8.111112,4
123,52.814816,46.333332,4
152,26.555555,21.666666,4
123,57.48148,51.333332,4
121,53.666668,47.22222,4
102,51.666668,45.555557,4
153,28,23.88889,4
97,47.814816,43.333332,4
159,20.518518,18.88889,4
65,56.703705,53,4
128,35.592594,30.88889,4
68,37.962963,34.666668,4
85,48.88889,42.666668,4
125,42.814816,37.555557,4
149,16.814816,13.222222,4
36,66.37037,57.77778,4
72,59,51.22222,4
134,44.703705,38.77778,4
139,16.37037,13,4
84,8.888889,7.555555,4
102,42.77778,36.88889,4
81,59.444443,52,4
158,8.444445,6.111111,4
124,38.592594,33.666668,4
96,67.03704,59.88889,4
102,58.22222,51.555557,4
65,56.703705,53,4
104,63.62963,56.11111,4
96,55.148148,50.333332,4
65,57.74074,50.11111,4
112,59.148148,51.88889,4
90,65.18519,58.11111,4
77,40.22222,35.22222,4
126,57.814816,50.666668,4
21,65.888885,59.11111,4
120,47.851852,42.444443,4
109,41.814816,35.666668,4
137,36.925926,33.555557,4
105,65.55556,57.88889,4
78,30.185184,25.11111,4
147,49.77778,43.11111,4
124,54.333332,48.333332,4
129,51,45.444443,4
87,64.03704,56,4
45,53.074074,47.333332,4
146,21.37037,17.666668,4
143,50.37037,43.333332,4
148,29.074074,24.222221,4
69,59.555557,52,4
103,61.25926,54.333332,4
111,60.185184,52.444443,4
35,69.44444,61.22222,4
87,64.03704,56,4
111,34.11111,29.777779,4
128,49.925926,42.88889,4
119,45.62963,40.22222,4
57,65.703705,58.22222,4
89,58.925926,51.333332,4
78,36.11111,31,4
140,23,18.88889,4
157,21.444445,17.444445,4
69,36.962963,34,4
68,38.592594,35.11111,4
119,39.851852,35.11111,4
123,19.296297,15.888889,4
57,70.37037,61,4
149,21.37037,17.444445,4
15,70.07407,61.77778,4
117,45.88889,39.666668,4
125,43.37037,39.444443,4
159,26.11111,23.555555,4
48,40.851852,34.666668,4
75,41.11111,37.333336,4
125,37.444443,32.444447,4
107,54,48.11111,4
97,47.962963,43.555557,4
90,65.18519,58.11111,4
127,40.74074,36,4
126,20.11111,16.555555,4
73,46.296295,42.11111,4
117,45.88889,39.666668,4
140,27.666666,24.555555,4
80,39.703705,34.555557,4
70,39.962963,35.11111,4
73,46.296295,42.11111,4
150,20.74074,16.777779,4
81,42.925926,37.77778,4
111,62.25926,55,4
85,49.148148,42.88889,4
