@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
113,9,7.111111,-7.444445,1
145,9,5.555555,-5.111111,1
101,9,21.222221,-16.222221,1
120,9,22.11111,-15.666667,1
145,9,6.333334,-6.888889,1
129,9,8,-7.888889,1
79,9,17.333334,-14.111111,1
107,9,18.333334,-13.888889,1
122,9,8.111112,-7.555555,1
63,9,20.333334,-15.777778,1
108,9,21,-16.11111,1
123,9,8.222222,-8.222222,1
114,9,16.11111,-12.555555,1
60,9,22.444445,-17.666666,1
116,9,7.555555,-8.444445,1
126,9,7.444445,-8,1
147,9,4.111111,-7.111111,1
130,9,6.888889,-7.333334,1
91,9,19.777779,-14.555555,1
126,9,8.777778,-7.222222,1
55,9,21.666666,-17.666666,1
128,9,7.888889,-7.444445,1
145,9,6.333334,-6.888889,1
44,9,17.333334,-15.222222,1
85,9,20.444445,-17,1
83,9,19.555555,-15.333333,1
71,9,21.88889,-18,1
122,9,7,-7.666666,1
106,9,22,-17.444445,1
110,9,18.88889,-13.444445,1
62,9,20.555555,-16.222221,1
149,9,4.111111,-5.666666,1
68,9,20.444445,-17.11111,1
64,9,22.666666,-19.222221,1
86,9,23.333334,-17.777779,1
77,9,24.555555,-18.555555,1
70,9,23,-17.333334,1
118,9,7,-7.222222,1
112,9,7,-8,1
60,9,24.666666,-19.222221,1
87,9,18.222221,-13.666667,1
147,9,5.444445,-8.666667,1
88,9,21.333334,-16.444445,1
46,9,116,-14.777778,2
57,9,129.88889,-12.555555,2
65,9,111.666664,-17,2
63,9,92.666664,-14.111111,2
54,9,96.77778,-15.555555,2
66,9,80.66667,-27.666666,2
41,9,130.66667,-10.777778,2
40,9,113.333336,-16.333334,2
35,9,83.333336,-25.222221,2
19,9,101,-14.444445,2
72,9,115.333336,-14.333333,2
20,9,102.666664,-21.88889,2
29,9,119.22222,-15.666667,2
27,9,130.33334,-9.888889,2
13,9,122.111115,-10,2
90,9,105.666664,-23.333334,2
72,9,114.111115,-13,2
58,9,77.333336,-29.444445,2
35,9,83,-27.444445,2
39,9,116.55556,-13.222222,2
58,9,76.888885,-30.11111,2
46,9,100.888885,-13.555555,2
107,9,125.77778,-11,2
60,9,114,-15,2
45,9,111.111115,-16.222221,2
62,9,100.666664,-22.222221,2
55,9,113.888885,-15,2
52,9,101,-20.88889,2
85,9,88.77778,-27.777779,2
82,9,92.888885,-17.222221,2
34,9,91.22222,-22.777779,2
49,9,108.111115,-18.11111,2
113,9,124.666664,-12.333333,2
54,9,97.55556,-15.222222,2
54,9,109.111115,-24,2
53,9,128.22223,-13.333333,2
30,9,100.77778,-13.111111,2
33,9,96.77778,-12.777778,2
15,9,123,-11.666667,2
88,9,101.55556,-23.777779,2
25,9,88,-26.11111,2
78,9,93.22222,-15.555555,2
115,9,123.22222,-9,2
18,9,133.33334,-10.888889,2
18,9,114,-14.222222,2
40,9,96.22222,-11.444445,2
20,9,114,-13.666667,2
47,9,93.22222,-23.333334,2
50,9,109.888885,-16.555555,2
25,9,117.77778,-12.333333,2
22,9,132.11111,-14.222222,2
57,9,84,-25.11111,2
55,9,101,-17.666666,2
62,9,112.333336,-14.111111,2
15,9,90.888885,-26.88889,2
35,9,131.22223,-13.444445,2
96,9,76,-30.11111,2
94,9,106.888885,-24.222221,2
35,9,117.44444,-14.666667,2
23,9,111,-14.333333,2
50,9,113.111115,-17.333334,2
52,9,101,-20.88889,2
81,9,91.888885,-14.777778,2
61,9,95.111115,-15.888889,2
15,9,100.111115,-13.888889,2
81,9,105.666664,-26.11111,2
39,9,113.888885,-17.555555,2
41,9,103.888885,-24.88889,2
17,9,120.77778,-12.222222,2
64,9,96.333336,-15,2
49,9,97.111115,-24.666666,2
28,9,96.44444,-11.777778,2
32,9,115.111115,-14.666667,2
41,9,128.44444,-11.666667,2
13,9,119.666664,-12.888889,2
62,9,115.77778,-13.666667,2
29,9,88.77778,-25.777779,2
39,9,102.55556,-23.444445,2
65,9,82.77778,-27.666666,2
66,9,79.111115,-28.666666,2
26,9,131,-11.333333,2
13,9,134.88889,-4.777778,2
81,9,77.22222,-33.88889,2
31,9,117.111115,-14.111111,2
18,9,97.22222,-10.333333,2
46,9,93.888885,-23.222221,2
44,9,93,-23.333334,2
64,9,96.333336,-15,2
72,9,79.22222,-28.333334,2
15,9,133.88889,-8.555555,2
99,9,79,-30.555555,2
40,9,96.22222,-11.444445,2
45,9,95.888885,-14.555555,2
21,9,120.666664,-10.555555,2
31,9,115.55556,-14.888889,2
25,9,89.111115,-26.222221,2
14,9,100.111115,-13.777778,2
32,9,99.22222,-23.11111,2
20,9,98.44444,-13.777778,2
28,9,97.888885,-24.11111,2
30,9,99.333336,-13.555555,2
44,9,85,-25.333334,2
15,9,119.666664,-14.111111,2
16,9,87.55556,-22.555555,2
68,9,95.111115,-25.333334,2
33,9,96.77778,-22.666666,2
39,9,99.44444,-13.666667,2
30,9,115.111115,-15.888889,2
40,9,95.333336,-12.777778,2
16,9,134.66667,-11.222222,2
58,9,96.333336,-13.888889,2
81,9,75.66667,-33.88889,2
77,9,93.888885,-11.555555,2
71,9,96.666664,-23.333334,2
68,9,94.22222,-17.444445,2
51,9,95.22222,-14.222222,2
48,9,112.22222,-16.777779,2
24,9,110.77778,-15.888889,2
12,9,115.55556,-11.333333,2
26,9,98.333336,-14.333333,2
40,9,114,-16,2
66,9,106.888885,-21.666666,2
27,9,132.55556,-12.222222,2
83,9,74.55556,-30.555555,2
58,9,97.666664,-15.111111,2
50,9,109.22222,-17.222221,2
16,9,99.111115,-19.777779,2
86,9,92.888885,-16.333334,2
25,9,114.333336,-13.444445,2
74,9,89.111115,-25.88889,2
19,9,97.666664,-21.88889,2
18,9,102.333336,-14.666667,2
29,9,119,-14.444445,2
30,9,100.77778,-13.111111,2
20,9,116.77778,-14.333333,2
24,9,117.666664,-12.222222,2
18,9,131.44444,-10.666667,2
40,9,117.44444,-14.555555,2
71,9,72.77778,-30.11111,2
98,9,77.333336,-28.666666,2
57,9,113,-14.444445,2
40,9,114.44444,-17.222221,2
15,9,118.333336,-11.444445,2
45,9,88.111115,-26.444445,2
35,9,113.77778,-14.222222,2
39,9,116.333336,-13.888889,2
29,9,119,-14.444445,2
20,9,115.666664,-14.666667,2
56,9,115.888885,-13.666667,2
70,9,104,-20.222221,2
101,9,126.44444,-11.444445,2
90,9,105.888885,-22.444445,2
36,9,128.55556,-12.222222,2
79,9,93.888885,-14.888889,2
58,9,112.55556,-12,2
14,9,104.22222,-13,2
52,9,115.55556,-12.666667,2
13,9,122.77778,-11.111111,2
31,9,101.888885,-13.555555,2
67,9,92.111115,-16.555555,2
67,9,112.333336,-15,2
91,9,92.55556,-18.666666,2
56,9,115.888885,-13.666667,2
96,9,103.44444,-25.11111,2
41,9,95.111115,-13.777778,2
25,9,103.666664,-14.777778,2
31,9,129.88889,-10.777778,2
49,9,116.333336,-17.222221,2
97,9,126.55556,-9.777778,2
12,9,107.22222,-13.444445,2
101,9,126.44444,-11.444445,2
29,9,98.55556,-14.888889,2
34,9,113.666664,-14.111111,2
46,9,112.77778,-14,2
36,9,98.22222,-14.111111,2
46,9,112.77778,-14,2
90,9,105.888885,-22.444445,2
31,9,130.77779,-10.222222,2
62,9,117.55556,-14.777778,2
28,9,96.111115,-12.888889,2
87,9,127.888885,-10.555555,2
60,9,99.55556,-24.666666,2
21,9,115.77778,-12.333333,2
68,9,115.666664,-15.333333,2
33,9,97.77778,-21.333334,2
63,9,108.44444,-16.666666,2
40,9,114.22222,-16.777779,2
50,9,94.666664,-16.666666,2
56,9,116.22222,-15,2
27,9,132.55556,-8.888889,2
64,9,77.22222,-30.777779,2
43,9,115.666664,-16.11111,2
42,9,117,-14.111111,2
75,9,105.888885,-16.444445,2
80,9,102.888885,-24.222221,2
79,9,93.888885,-14.888889,2
54,9,127.55556,-13.333333,2
51,9,113.22222,-16.555555,2
42,9,128.11111,-11.888889,2
46,9,129.44444,-11.888889,2
71,9,115.55556,-13.555555,2
75,9,72,-32.333332,2
43,9,94.111115,-24.11111,2
44,9,112,-11.111111,2
93,9,103.888885,-21.88889,2
36,9,89.55556,-26.11111,2
41,9,110.22222,-18.444445,2
53,9,104.333336,-24.777779,2
104,9,87.22222,-18.222221,2
51,9,117,-13.666667,2
17,9,118.77778,-9.666667,2
11,9,135.11111,-6.333334,2
13,9,106.55556,-15,2
38,9,100.44444,-14.777778,2
33,9,113.22222,-15,2
30,9,97.666664,-12.666667,2
45,9,110.55556,-14.555555,2
27,9,111.55556,-14.666667,2
71,9,115.55556,-13.555555,2
49,9,117,-15.888889,2
26,9,131.44444,-12.444445,2
57,9,112.22222,-12.333333,2
51,9,110.666664,-16.555555,2
47,9,82.55556,-29.333334,2
11,9,136.88889,-2.666667,2
20,9,114,-13.666667,2
57,9,115.77778,-12,2
63,9,96.22222,-13.444445,2
27,9,132.55556,-8.888889,2
18,9,97.22222,-10.333333,2
109,9,89.44444,-20.11111,2
47,9,116,-14.777778,2
35,9,114.44444,-16.333334,2
13,9,88.22222,-25.333334,2
74,9,89.111115,-25.88889,2
59,9,110.55556,-15.777778,2
21,9,115,-12.777778,2
29,9,119.22222,-15.666667,2
48,9,127.55556,-11.888889,2
11,9,136.88889,-2.666667,2
71,9,111.44444,-16.222221,2
59,9,116.55556,-14.111111,2
50,9,94.666664,-16.666666,2
17,9,115,-13.777778,2
38,9,113.333336,-15.888889,2
33,9,96.77778,-12.777778,2
13,9,137.11111,-7.111111,2
57,9,129.44444,-13.666667,2
58,9,110.111115,-14.666667,2
78,9,128.66667,-13.666667,2
93,9,70.66667,-30.555555,2
23,9,111.888885,-14,2
66,9,111,-17,2
28,9,99.44444,-13.888889,2
19,9,116.55556,-13.888889,2
83,9,74.55556,-30.555555,2
18,9,102.44444,-19.444445,2
65,9,115.333336,-17,2
21,9,113.44444,-14.111111,2
89,9,93.111115,-19.222221,2
77,9,128.55556,-12.111111,2
36,9,100.77778,-15.444445,2
45,9,87.111115,-26,2
99,9,79,-30.555555,2
62,9,116.333336,-12.888889,2
32,9,129.77779,-10.555555,2
28,9,111,-13.888889,2
57,9,111.333336,-17,2
43,9,117.333336,-14.777778,2
58,9,110.44444,-14.111111,2
30,9,112.77778,-17.333334,2
76,9,74.55556,-32.88889,2
80,9,82.44444,-27.333334,2
62,9,85.666664,-23.333334,2
42,9,95.666664,-12.111111,2
14,9,99,-12.555555,2
32,9,115.111115,-14.666667,2
18,9,133.33334,-10.888889,2
54,9,112.666664,-15.777778,2
15,9,134.33334,-8.666667,2
47,9,127.44444,-11,2
21,9,115.77778,-12.333333,2
47,9,129,-11.555555,2
92,9,74.888885,-29,2
25,9,97.77778,-14,2
50,9,93.888885,-17.11111,2
48,9,94.77778,-24.333334,2
54,9,97.888885,-15,2
55,9,90,-23.88889,2
37,9,80.111115,-28.11111,2
49,9,113.111115,-16.444445,2
25,9,117.77778,-12.333333,2
85,9,79.22222,-30.333334,2
16,9,99.55556,-13.888889,2
94,9,80.888885,-28.555555,2
44,9,113.44444,-11.777778,2
42,9,130.44444,-11.222222,2
127,9,0,-1.888889,3
92,9,3.222222,-3,3
122,9,0,-0.333333,3
90,9,2.555556,0.333333,3
103,9,0.111111,-4.444445,3
102,9,0.555556,-4.444445,3
98,9,0.333333,-0.555556,3
107,9,7.333334,-1.555556,3
130,9,0.111111,-2.111111,3
122,9,0,-1,3
89,9,0.111111,-5.888889,3
90,9,0.888889,-5.888889,3
125,9,0.444444,-2.333333,3
99,9,0.111111,-4.777778,3
95,9,1,-2.888889,3
124,9,0,-2,3
81,9,14,-5.666666,3
113,9,17.11111,-16.666666,3
96,9,0.888889,-4.666666,3
125,9,0.444444,-2.333333,3
120,9,3.333333,-6.555555,3
87,9,12.222222,-4.333334,3
111,9,2.222222,-4.666666,3
122,9,0,-3.777778,3
135,9,0,-0.666667,3
123,9,0,-1.777778,3
98,9,0.555556,-0.111111,3
101,9,5.777778,-2.888889,3
83,9,2.222222,-4.777778,3
138,9,0,-2.333333,3
122,9,0,-0.333333,3
120,9,1.111111,-1.888889,3
89,9,0.111111,-5.888889,3
105,9,35.77778,-8.222222,3
136,9,6.666666,-9.555555,3
136,9,0,0,3
75,9,29.777779,-13.111111,3
123,9,0,-3.444444,3
120,9,0.222222,-2.777778,3
128,9,10.111111,-9.111111,3
141,9,0.444444,-4.777778,3
102,9,1,-4.111111,3
77,9,3.222222,-2.777778,3
109,9,7,-8.222222,3
106,9,0.333333,-2.555556,3
82,9,1.777778,-2.444444,3
115,9,0.222222,-3.333333,3
122,9,0.555556,-3.777778,3
73,9,32.11111,-26.666666,3
117,9,0.222222,-3.333333,3
137,9,0,-2,3
100,9,1.444444,-5.111111,3
100,9,0.111111,-1.333333,3
111,9,9.666667,-11.111111,3
95,9,0.666667,-0.111111,3
81,9,7.666666,-4.777778,3
136,9,0.111111,-1.777778,3
111,9,0,-2.888889,3
129,9,0,-1.555556,3
83,9,9,-8.777778,3
127,9,0.555556,-1.888889,3
109,9,1.444444,-3.888889,3
95,9,0.888889,-3.222222,3
76,9,8.444445,-2.555556,3
109,9,1.444444,-3.888889,3
99,9,1.111111,-5.444445,3
138,9,0.111111,-0.555556,3
135,9,0,-2.555556,3
115,9,0.333333,-3.222222,3
137,9,0.222222,-1.777778,3
117,9,0,-2.888889,3
87,9,1.222222,-3.111111,3
120,9,0,-3.333333,3
99,9,3.444444,-4.555555,3
80,9,6.555555,-4.777778,3
100,9,4.666667,-5.111111,3
88,9,1.555556,-3.444444,3
119,9,2.111111,-0.444444,3
126,9,0.444444,-2.888889,3
132,9,0.111111,-1.888889,3
102,9,0.666667,-3.666667,3
103,9,0.111111,-4.444445,3
105,9,1.666667,-5.111111,3
114,9,0.777778,-3.555556,3
134,9,0,-0.111111,3
125,9,0,-2.444444,3
81,9,14,-5.666666,3
119,9,12.222222,-14.111111,3
93,9,3.222222,-4.666666,3
127,9,1.333333,-1.444444,3
127,9,10.888889,-13.777778,3
121,9,1.111111,-0.888889,3
124,9,0.111111,-1.777778,3
145,9,9.888889,-9.333333,3
132,9,0.666667,-2.888889,3
95,9,4.777778,-3.555556,3
110,9,0.111111,-3.666667,3
95,9,2.333334,-5.777778,3
85,9,0.444444,-1,3
110,9,9.222222,-11.333333,3
126,9,0.555556,-3.555556,3
120,9,10.555555,-16.555555,3
91,9,0.444444,-4.222222,3
88,9,0.666667,-5.222222,3
133,9,0,-2.222222,3
129,9,0,-1.555556,3
103,9,1.888889,-1.222222,3
108,9,0.555556,-0.555556,3
95,9,0.777778,-5.777778,3
108,9,41.77778,-9.777778,3
120,9,0,-3,3
144,9,0,-3.444444,3
127,9,9,-11.777778,3
119,9,0.111111,-2.666667,3
96,9,1,-4.333334,3
102,9,10.111111,-4.777778,3
89,9,5.777778,-5.777778,3
125,9,11.111111,-14,3
142,9,1.666667,-3.555556,3
85,9,3.555556,-6.222222,3
66,9,32.333336,-6.333334,3
120,9,0.222222,-2.444444,3
137,9,0,-2,3
95,9,2.222222,-3.888889,3
90,9,4.777778,-7.333334,3
115,9,3.555556,-4,3
124,9,4.111111,-5.444445,3
104,9,14.888889,-3.222222,3
130,9,0,-2.333333,3
123,9,0.111111,-1.888889,3
130,9,0.444444,-1.888889,3
120,9,0.111111,-3.555556,3
92,9,8.777778,-6.333334,3
110,9,0.111111,-4.111111,3
118,9,0,-1.777778,3
111,9,0,-4,3
125,9,1.555556,-4.444445,3
121,9,8.888889,-11,3
107,9,4.555555,-4.888889,3
113,9,0,-2.555556,3
136,9,0.111111,-2.666667,3
80,9,17.333334,-5.222222,3
123,9,0,-2.888889,3
90,9,0.555556,-5.444445,3
79,9,2,-4.555555,3
137,9,0,-0.777778,3
136,9,9,-9.888889,3
77,9,1.222222,-4.333334,3
132,9,0,-1.111111,3
106,9,0.444444,-5.222222,3
114,9,0.111111,-3.222222,3
110,9,1.444444,0.111111,3
97,9,0.111111,-4.333334,3
133,9,0,-2.555556,3
123,9,0.222222,-2.777778,3
138,9,2,-2.888889,3
128,9,0,-2.222222,3
145,9,0.666667,-0.222222,3
144,9,0.111111,-4.888889,3
106,9,1,-4.666666,3
95,9,1.222222,-4,3
141,9,7.888889,-3.333333,3
122,9,10.222222,-9.555555,3
142,9,0.111111,-1,3
138,9,0.111111,-1.777778,3
140,9,3.777778,-3.333333,3
145,9,0.333333,-0.222222,3
80,9,2.888889,-3.555556,3
137,9,2.555556,-4.666666,3
137,9,0,-0.666667,3
125,9,12.444445,-9.888889,3
144,9,0,-3.444444,3
71,9,25.555555,-6.222222,3
93,9,2,-4,3
140,9,6,-3.777778,3
118,9,0,-2.111111,3
143,9,0.888889,-5.888889,3
102,9,37.444443,-6.111111,3
76,9,3.777778,-1.777778,3
122,9,14.222222,-15.111111,3
80,9,60.333332,-7,3
84,9,1.555556,-4.333334,3
116,9,11.777778,-11.555555,3
85,9,2.111111,-2.222222,3
116,9,0.555556,-1.777778,3
129,9,0,-1.555556,3
99,9,1.111111,-5.444445,3
124,9,0.222222,-3.888889,3
126,9,0,-2.555556,3
116,9,0.888889,-2.666667,3
91,9,1.888889,-3.888889,3
109,9,2.555556,-2.666667,3
126,9,4.888889,-5.222222,3
147,9,6.444445,-2.777778,3
114,9,18.333334,-17.777779,3
91,9,0.555556,-6.111111,3
109,9,0.333333,-3.555556,3
90,9,2.555556,3,3
132,9,0,-2.555556,3
107,9,4.888889,-6.111111,3
107,9,0.222222,-3.666667,3
107,9,13,-11.666667,3
91,9,0.555556,-6.111111,3
72,9,1.555556,-5.888889,3
90,9,0.555556,-5.444445,3
79,9,1.777778,-4.555555,3
124,9,7.555555,-7,3
124,9,1.444444,-4,3
68,9,38.555557,-12.888889,3
124,9,0,-3.222222,3
87,9,58.77778,-8.666667,3
73,9,2.333334,-4.111111,3
91,9,2.444444,-6.111111,3
97,9,0.555556,-3.555556,3
131,9,0,-1.555556,3
131,9,0,0,3
133,9,0,0,3
133,9,0,0,3
116,9,0.222222,-3.888889,3
98,9,0,-3.888889,3
118,9,0,-0.111111,3
124,9,0,-2,3
80,9,17.333334,-5.222222,3
126,9,5.222222,-8.555555,3
141,9,0.111111,-2,3
126,9,0.555556,-0.666667,3
88,9,3.555556,-4,3
136,9,16.88889,-11.333333,3
81,9,34.88889,-4.666666,3
115,9,0.555556,-2.444444,3
75,9,47.444443,-8.666667,3
116,9,0.333333,-3.222222,3
102,9,0.666667,-3.666667,3
120,9,0.111111,-2.333333,3
144,9,0,-3,3
121,9,1.111111,-0.888889,3
106,9,0,-1.666667,3
133,9,0,-1.444444,3
136,9,9,-9.888889,3
99,9,0.111111,-4.777778,3
115,9,8.444445,-5.333334,3
122,9,8,-12.111111,3
112,9,1.111111,-2.111111,3
138,9,9.888889,-4.888889,3
83,9,19.777779,-5.222222,3
121,9,0.777778,-3.444444,3
139,9,0,-1.333333,3
123,9,0,-3.555556,3
120,9,10.555555,-16.555555,3
73,9,1.777778,-5.222222,3
124,9,1.444444,-4,3
121,9,9.555555,-9.222222,3
76,9,0.888889,-2,3
129,9,0,-1.555556,3
115,9,18.444445,-16.11111,3
70,9,13.666667,-1.111111,3
70,9,16.222223,-2.444444,3
93,9,0.555556,-5.333334,3
146,9,0,0,3
