@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-5 numeric
@attribute Short-line-density-2 numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
135,0,0,0.207407,4.148148,5.666666,4.555555,-6.444445,1
55,0,0,3.674073,23.444445,21.666666,-5.333334,-17.666666,1
75,0,0.111111,1.911109,24.851852,24,-2.555556,-17.88889,1
129,0,0,0.433333,6.333334,7.888889,4.666666,-7.666666,1
63,0.111111,0,1.1,22.37037,20.333334,-6.111111,-15.777778,1
145,0,0,0.018518,3.925926,5.555555,4.888889,-5.111111,1
147,0,0,0.074074,4.148148,3.888889,-0.777778,-6.777778,1
124,0,0,0.151852,6.185185,7.666666,4.444445,-7.888889,1
67,0,0,1.007407,22.25926,22.555555,0.888889,-17.777779,1
88,0,0,0.477778,22.148148,21.333334,-2.444444,-16.444445,1
95,0,0,1.007408,21.407408,21.333334,-0.222222,-15.555555,1
114,0,0,0.062963,5.888889,7,3.333333,-8,1
57,0,0,3.411111,26.296297,24.666666,-4.888889,-19.555555,1
89,0,0,1.485185,23.88889,23.11111,-2.333333,-17.333334,1
123,0,0,0.088889,5.814815,7.111111,3.888889,-7.111111,1
121,0,0,0.118518,6.407407,8,4.777778,-7.888889,1
118,0,0,0.118518,6.259259,7.555555,3.888889,-8.111111,1
137,0,0,0.166667,5.851852,7.777778,5.777778,-7.555555,1
60,0,0,1.396297,23.777779,22.444445,-4,-17.666666,1
115,0,0,0.388889,6.296296,7.333334,3.111111,-7.888889,1
92,0,0,0.429631,23.444445,22.777779,-2,-17.666666,1
92,0.111111,0,2.977778,22.88889,21.777779,-3.333333,-17.333334,1
66,0,0,3.040741,28.407408,25.333334,-9.222222,-20.222221,1
145,0,0,0.018518,3.925926,5.555555,4.888889,-5.111111,1
101,0,0,2.311111,16.925926,18.333334,4.222222,-13.111111,1
102,0,0,0.607408,23.074074,22.11111,-2.888889,-17.222221,1
132,0,0,0.122222,5.740741,7.444445,5.111111,-6.555555,1
104,0,0,2.107407,21.925926,20.555555,-4.111111,-16.11111,1
41,0.111111,0,1.674074,22.481482,20.777779,-5.111111,-16.777779,1
101,0.111111,0,0.118519,22.444445,21.555555,-2.666667,-17.666666,1
107,0,0,0.655556,17.185184,18.333334,3.444444,-13.888889,1
138,0,0,0.562963,5.740741,7.333334,4.777778,-7.222222,1
96,0.111111,0,1.022222,21.88889,22.11111,0.666667,-17,1
128,0,0,0.340741,5.925926,7.888889,5.888889,-7.444445,1
85,0.111111,0,8.207409,21.444445,20.444445,-3,-17,1
134,0,0,0.251852,6.074074,7.444445,4.111111,-7.222222,1
117,0,0,0.207407,6.333334,7.666666,4,-7.333334,1
60,0,0,0.785184,19.333334,18.88889,-1.333333,-15,1
130,0,0,0.340741,7.296296,8.555555,3.777778,-7.888889,1
117,0,0,0.151852,5.888889,6.888889,3,-7.666666,1
54,0,0,1.674073,24.592592,22.777779,-5.444445,-18.444445,1
78,0,0,2.34074,24.592592,24,-1.777778,-18.11111,1
34,0,0,3.688889,20.333334,18.222221,-6.333334,-16.333334,1
88,0,0,3.2,20.592592,18.777779,-5.444445,-14.777778,1
44,0,0,2.388888,18.74074,17.333334,-4.222222,-15.222222,1
80,0,0,1.851851,24.814816,24.333334,-1.444444,-18.777779,1
59,0,0,0.951851,23.851852,22.666666,-3.555556,-17.555555,1
70,0,0,0.311111,26.037037,24.444445,-4.777778,-19.11111,1
134,0,0,0.240741,5.888889,7.666666,5.333334,-7.666666,1
110,0,0,5.351851,17.925926,18.88889,2.888889,-13.444445,1
72,0,0,0.507407,26.222221,23.777779,-7.333334,-20.333334,1
108,0.111111,0,0.640741,21.925926,21,-2.777778,-16.11111,1
141,0,0,0.433333,5.407407,7,4.777778,-7.222222,1
106,0,0,0.72963,19.11111,19.555555,1.333333,-15,1
142,0.111111,0,0.062963,4.814815,6.777778,5.888889,-7.111111,1
92,0.111111,0,4.518517,19.37037,20.222221,2.555556,-14.444445,1
103,0,0,0.32963,18.333334,19.222221,2.666667,-15.333333,1
57,0,0,1.618517,26.814816,24,-8.444445,-19.777779,1
81,0.111111,0,3.751853,20.481482,20.11111,-1.111111,-15.777778,1
87,0.111111,0,3.096294,17.333334,18.222221,2.666667,-13.666667,1
107,0.111111,0,2.029629,18.62963,19.444445,2.444444,-15.555555,1
130,0,0,0.122222,5.333334,6.888889,4.666666,-7.333334,1
118,0,0,0.177778,5,6.222222,3.666667,-7.333334,1
140,0,0,0.251852,6,7.444445,4.333334,-7,1
111,0,0,0.240741,5.407407,6.888889,4.444445,-7.222222,1
40,0,0,2.711112,17.185184,15.666667,-4.555555,-13.888889,1
45,0,0,3.174073,21.925926,20.555555,-4.111111,-16.444445,1
111,0,0,1.466666,18.62963,19.777779,3.444444,-14.222222,1
122,0,0,0.118518,5.851852,7.333334,4.444445,-7.555555,1
136,0,0,0.418519,6.259259,7.777778,4.555555,-7.444445,1
101,0.111111,0,0.329629,19.037037,19.666668,1.888889,-15.444445,1
65,0,0,1.762964,20.814816,20.11111,-2.111111,-15.777778,1
68,0,0,1.007408,27.185184,24.222221,-8.888889,-20.222221,1
142,0,0,0.062963,4.592593,6.222222,4.888889,-6.777778,1
149,0,0,0.785185,5.518518,4.111111,-4.222222,-5.555555,1
53,0,0,0.518518,21.555555,20.88889,-2,-15.666667,1
90,0,0,0.596296,18.11111,18.777779,2,-14,1
58,0,0,0.162963,20.925926,20,-2.777778,-16.444445,1
89,0,0,0.385185,22.333334,21.666666,-2,-16.333334,1
59,0,0,3.5,21.814816,20.777779,-3.111111,-17.777779,1
66,0,0,2.162962,22.62963,21.222221,-4.222222,-17.555555,1
118,0.222222,0,1.529629,22.74074,21.555555,-3.555556,-15.222222,1
62,0,0,0.833334,21.185184,20.555555,-1.888889,-16.222221,1
67,0,0,3.362964,23.74074,22.88889,-2.555556,-18.555555,1
114,0,0,0.196296,6.222222,7.555555,4,-7.666666,1
74,0,0,0.577777,21.148148,21,-0.444444,-16.777779,1
124,0,0,0.107407,6,7.444445,4.333334,-8,1
123,0,0,2.474074,6.962963,7.888889,2.777778,-7.222222,1
135,0,0,0.296296,5.518518,7.111111,4.777778,-7.555555,1
111,0,0,0.907407,19.925926,19.777779,-0.444444,-14.444445,1
143,0,0,0.207407,5.444445,6.777778,4,-8,1
131,0,0,0.162963,5.333334,6.888889,4.666666,-7,1
75,0,0,4.611113,25.962963,23.333334,-7.888889,-18.555555,1
111,0,0,0.162963,3.814815,4.111111,0.888889,-6.111111,1
118,0,0,0.062963,5.481482,6.555555,3.222222,-6.777778,1
68,0,0,3.040739,17.703703,17.666668,-0.111111,-15.777778,1
60,0.111111,0,1.140741,22.62963,21.333334,-3.888889,-18.222221,1
93,0,0,0.211111,20.37037,18.88889,-4.444445,-14.777778,1
59,0,0,0.774073,25.074074,22.333334,-8.222222,-19.555555,1
115,0,0,1.822221,22.037037,21.333334,-2.111111,-15.777778,1
126,0,0,0.118519,5.407407,7.666666,6.777778,-7.555555,1
130,0,0,0.240741,5.777778,7.444445,5,-7.666666,1
86,0.111111,0,1.274074,26.481482,24.222221,-6.777778,-18.777779,1
77,0.222222,0,1.496295,26.407408,24.555555,-5.555555,-18.555555,1
64,0,0,1.362962,18.88889,17.555555,-4,-14.666667,1
86,0,0,0.651853,18.592592,18.555555,-0.111111,-14.777778,1
64,0,0,5.496297,23.62963,21.777779,-5.555555,-17.222221,1
72,0,0,4.744444,26.481482,23.555555,-8.777778,-19.11111,1
133,0,0,0.266667,6.666666,8.333334,5,-8.333333,1
91,0,0,2.029629,22.481482,22,-1.444444,-17.444445,1
113,0,0,0.077778,6.148148,7.222222,3.222222,-8.111111,1
61,0,0,0.507407,23.74074,22.666666,-3.222222,-17.555555,1
106,0,0,2.518518,20,20,0,-15.333333,1
51,0,0,1.629631,25.74074,22.666666,-9.222222,-18.88889,1
56,0,0,0.429629,23.703703,22.11111,-4.777778,-18.11111,1
130,0,0,0.596297,6.62963,8.444445,5.444445,-7.222222,1
104,0.111111,0,0.962963,20.185184,20.222221,0.111111,-14.222222,1
140,0,0,0.118519,5,6.555555,4.666666,-6.333334,1
128,0,0,0.044444,5.037037,6.888889,5.555555,-6.777778,1
67,0,0,1.396297,27.148148,25.11111,-6.111111,-20.11111,1
88,0.111111,0,1.885185,21.148148,21.444445,0.888889,-16.444445,1
116,0,0,0.107407,5.62963,6.777778,3.444444,-7.555555,1
50,0,0,0.462963,23.037037,21.666666,-4.111111,-16.777779,1
124,0,0,0.02963,6.222222,7.555555,4,-7.666666,1
51,0,0,1.999999,19.592592,18.777779,-2.444444,-15.777778,1
143,0,0,0.062963,5.666666,7.555555,5.666666,-8,1
120,0.111111,0,0.844445,23.666666,22.11111,-4.666666,-15.666667,1
64,0,0,1.144445,24.074074,22.666666,-4.222222,-19.222221,1
56,0,0,0.4,26.444445,23.333334,-9.333333,-19.333334,1
143,0,0,0.344444,5.296296,6.666666,4.111111,-6.888889,1
114,0.333333,0,2.018517,17.222221,19,5.333334,-14,1
131,0,0,0.42963,5.962963,7.555555,4.777778,-6.888889,1
100,0,0,1.362964,20.62963,20.88889,0.777778,-15.555555,1
139,0,0,0.107407,6.111111,7.555555,4.333334,-7.666666,1
108,0,0,0.433333,17.11111,19,5.666666,-14,1
98,0.111111,0,0.42963,20.88889,21,0.333333,-15.333333,1
140,0,0,0.462963,6.333334,7.888889,4.666666,-7.666666,1
114,0,0,0.788889,14.518518,16.11111,4.777778,-12.555555,1
131,0,0,0.074074,5.185185,6.666666,4.444445,-6.888889,1
89,0,0,2.907407,21.88889,21.333334,-1.666667,-16,1
136,0,0,0.418519,6.259259,7.777778,4.555555,-7.444445,1
116,0,0,0.285185,22.11111,21.333334,-2.333333,-15.666667,1
124,0,0,0.166667,6.037037,7.444445,4.222222,-8.111111,1
113,0,0,0.207407,5.518518,6.888889,4.111111,-7.555555,1
42,0.111111,0,0.151851,22.592592,20,-7.777778,-17.777779,1
126,0,0,0.207407,4.925926,6.444445,4.555555,-7.111111,1
138,0,0,0.122222,4.962963,6.777778,5.444445,-6.888889,1
73,0,0,0.72963,19.074074,19.222221,0.444444,-15.555555,1
56,0,0,3.644444,28.62963,26.11111,-7.555555,-19.555555,1
111,0,0,0.311111,5.703704,6.888889,3.555556,-7.444445,1
107,0.111111,0,1.940741,18.88889,19.88889,3,-15,1
134,0,0,0.107407,4.740741,6.444445,5.111111,-6.555555,1
123,0,0,0.207407,5.814815,7.555555,5.222222,-7.777778,1
90,0,0,2.074072,22.62963,22,-1.888889,-17.555555,1
124,0,0,0.122222,5.111111,6.888889,5.333334,-7,1
123,0,0,0.240741,6.740741,8.222222,4.444445,-8.222222,1
111,0,0,0.151852,5.444445,6.444445,3,-7.666666,1
85,0,0,1.051853,17.962963,18.88889,2.777778,-14.555555,1
83,0,0,4.918518,18.74074,19.11111,1.111111,-14.555555,1
106,0.111111,0,0.596296,23.037037,22,-3.111111,-17.444445,1
143,0,0,0.133333,5.037037,6.555555,4.555555,-7.111111,1
57,0,0,3.411111,26.296297,24.666666,-4.888889,-19.555555,1
118,0,0,0.385185,6.444445,7.555555,3.333333,-8.333333,1
115,0,0,0.151852,6.777778,7.777778,3,-8.333333,1
55,0,0,3.674073,23.444445,21.666666,-5.333334,-17.666666,1
145,0,0,0.151852,4.074074,5.333334,3.777778,-6.555555,1
124,0,0,0.074074,5.888889,7.111111,3.666667,-7.333334,1
134,0,0,0.062963,5.296296,6.777778,4.444445,-7.222222,1
116,0,0,0.151852,5.407407,6.555555,3.444444,-7.555555,1
116,0,0,0.477778,6.111111,7.111111,3,-7.666666,1
122,0,0,0.133333,6,7.222222,3.666667,-7.666666,1
116,0,0,0.107407,5.62963,6.777778,3.444444,-7.555555,1
126,0,0,0.211111,7.296296,8.777778,4.444445,-7.222222,1
114,0,0,0.062963,5.444445,6.111111,2,-7.666666,1
85,0,0,1.051853,17.962963,18.88889,2.777778,-14.555555,1
84,0,0,1.277777,23.851852,23.555555,-0.888889,-17.555555,1
147,0,0,0.107407,6.777778,5.444445,-4,-8.666667,1
103,0,0,0.596296,16.148148,17.666668,4.555555,-13.444445,1
94,0.222222,0,0.8,21.222221,20.666668,-1.666667,-16.666666,1
111,0,0,0.374074,6.037037,7,2.888889,-7.777778,1
133,0,0,0.444444,6.444445,7.777778,4,-8.333333,1
100,0,0,0.266666,22.222221,21.777779,-1.333333,-17.333334,1
71,0.111111,0.111111,0.785185,22.333334,21.777779,-1.666667,-17,1
133,0,0,0.444444,6.444445,7.777778,4,-8.333333,1
83,0,0,0.340741,19.444445,19.555555,0.333333,-15.333333,1
107,0.111111,0,0.344445,16.703703,18.777779,6.222222,-14.444445,1
117,0,0,0.133333,5.777778,6.333334,1.666667,-7,1
126,0,0,0.374074,6.481482,7.666666,3.555556,-8.111111,1
81,0,0,2.21111,19.851852,20.333334,1.444444,-15.888889,1
75,0.111111,0,1.407408,22.74074,22,-2.222222,-17.555555,1
101,0,0,1.288888,21.296297,21.222221,-0.222222,-16.222221,1
74,0.222222,0,9.940739,23.592592,22.555555,-3.111111,-17.777779,1
133,0,0,0.266667,6.666666,8.333334,5,-8.333333,1
71,0.111111,0,1.807406,22.777779,21.88889,-2.666667,-18,1
110,0,0,0.122222,4.222222,4.333334,0.333333,-6.666666,1
102,0,0,0.118518,20.25926,20.333334,0.222222,-14.444445,1
102,0,0,0.607408,23.074074,22.11111,-2.888889,-17.222221,1
84,0,0,1.277777,23.851852,23.555555,-0.888889,-17.555555,1
128,0,0,0.3,5.962963,7.333334,4.111111,-7.888889,1
116,0,0,0.151852,6.481482,7.555555,3.222222,-8.444445,1
104,0,0,1.840741,21.777779,20.88889,-2.666667,-17,1
117,0.222222,0,0.255556,21.222221,21.11111,-0.333333,-15,1
100,0.111111,0,0.107408,21.074074,21.666666,1.777778,-16.555555,1
118,0,0,0.018518,5.62963,7,4.111111,-7.222222,1
119,0.222222,0,0.518519,21.592592,21.333334,-0.777778,-16.444445,1
63,0,0,1.574073,20.925926,19.666668,-3.777778,-16.777779,1
130,0,0,0.507407,5.851852,7.333334,4.444445,-7.555555,1
89,0,0,1.762962,18.962963,18.777779,-0.555556,-14.222222,1
116,0,0,0.196296,6.62963,7.555555,2.777778,-8.222222,1
115,0.111111,0,2.388889,16.555555,15.666667,-2.666667,-13,1
138,0,0,0.562963,5.740741,7.333334,4.777778,-7.222222,1
60,0,0,2.329629,26.74074,24.666666,-6.222222,-19.222221,1
56,0.222222,0,0.207407,19.851852,19.444445,-1.222222,-15.555555,1
140,0,0,0.462963,6.333334,7.888889,4.666666,-7.666666,1
124,0,0,0.166667,6.037037,7.444445,4.222222,-8.111111,1
111,0,0,0.374074,6.037037,7,2.888889,-7.777778,1
28,0,0,0.403686,111.59259,96.44444,-45.444443,-11.777778,2
39,0.111111,0,1.129629,113.37037,102.55556,-32.444443,-23.444445,2
71,0,0,0.329628,89.14815,72.77778,-49.11111,-30.11111,2
44,0,0.111111,2.094083,122.59259,112,-31.777779,-11.111111,2
25,0,0,0.501848,112.22222,97.77778,-43.333332,-14,2
29,0,0,0.711108,128.44444,119.22222,-27.666666,-15.666667,2
11,0,0,0.311116,143.44444,136.88889,-19.666666,-2.666667,2
92,0,0,0.211111,90.333336,74.888885,-46.333332,-29,2
107,0,0,1.288892,133.66667,125.77778,-23.666666,-11,2
17,0,0,0.107405,130.2963,120.77778,-28.555555,-12.222222,2
25,0,0,0.730297,126.03704,114.333336,-35.11111,-13.444445,2
65,0,0,0.611618,123,111.666664,-34,-17,2
42,0,0,0.462963,135.2963,128.11111,-21.555555,-11.888889,2
39,0.111111,0,1.129629,113.37037,102.55556,-32.444443,-23.444445,2
50,0,0,0.544332,122.07407,109.888885,-36.555557,-16.555555,2
39,0,0,0.574136,124.18519,113.888885,-30.88889,-17.555555,2
104,0,0,1.436302,100.51852,87.22222,-39.88889,-18.222221,2
13,0,0,1.011116,141.81482,137.11111,-14.111111,-7.111111,2
72,0,0,0.399998,93.44444,79.22222,-42.666668,-28.333334,2
74,0,0,0.088889,101.85185,89.111115,-38.22222,-25.88889,2
46,0,0,0.62361,114.62963,100.888885,-41.22222,-13.555555,2
14,0,0,0.807371,113.81481,100.111115,-41.11111,-13.777778,2
57,0,0,0.374073,98.59259,84,-43.77778,-25.11111,2
51,0.111111,0,1.099995,126.333336,117,-28,-13.666667,2
94,0,0,0.551852,113.18519,106.888885,-18.88889,-24.222221,2
17,0,0,0.551851,129.55556,118.77778,-32.333332,-9.666667,2
52,0,0,0.596301,111.62963,101,-31.88889,-20.88889,2
27,0,0,0.240737,137.51852,132.55556,-14.888889,-12.222222,2
50,0.111111,0,1.003694,109.25926,93.888885,-46.11111,-17.11111,2
13,0.111111,0,0.444445,130.40741,119.666664,-32.22222,-12.888889,2
35,0,0,1.041723,109.111115,96.44444,-38,-11,2
80,0,0,0.166666,111.07407,102.888885,-24.555555,-24.222221,2
30,0,0,0.272165,111.22222,97.666664,-40.666668,-12.666667,2
38,0.111111,0,0.403687,113.48148,100.44444,-39.11111,-14.777778,2
34,0,0,0.928956,125.48148,113.666664,-35.444443,-14.111111,2
21,0,0,0.611615,126.81481,115,-35.444443,-12.777778,2
40,0,0,0.421635,125.111115,114,-33.333332,-16,2
93,0.111111,0,3.896308,86.296295,70.66667,-46.88889,-30.555555,2
80,0,0,0.177779,96.333336,82.44444,-41.666668,-27.333334,2
41,0,0,0.327731,109.703705,95.111115,-43.77778,-13.777778,2
68,0,0,0.57778,105.77778,95.111115,-32,-25.333334,2
21,0,0,0.799994,129.85185,120.666664,-27.555555,-10.555555,2
61,0,0,0.490653,109.07407,95.111115,-41.88889,-15.888889,2
18,0,0,1.022222,137.88889,131.44444,-19.333334,-10.666667,2
64,0,0,0.800003,92.81481,77.22222,-46.77778,-30.777779,2
79,0,0,0.118518,89.44444,73.55556,-47.666668,-30,2
18,0,0,1.29386,125.62963,114,-34.88889,-14.222222,2
16,0,0,0.298143,112.96296,99.55556,-40.22222,-13.888889,2
40,0,0,0.62063,125.14815,114.22222,-32.77778,-16.777779,2
15,0,0,0.272168,129.25926,118.333336,-32.77778,-11.444445,2
30,0,0,0.666666,112.96296,99.333336,-40.88889,-13.555555,2
71,0,0,0.490655,122.18519,111.44444,-32.22222,-16.222221,2
24,0,0,0.907406,127.62963,117.666664,-29.88889,-12.222222,2
34,0.111111,0,0.340741,137.03703,131.44444,-16.777779,-12.111111,2
82,0,0,0.344266,106.51852,92.888885,-40.88889,-17.222221,2
40,0,0,0.207408,124.62963,114.44444,-30.555555,-17.222221,2
28,0,0,1.278022,111.51852,96.111115,-46.22222,-12.888889,2
40,0,0,0.574132,110.703705,96.22222,-43.444443,-11.444445,2
34,0,0,0.966091,123.22222,111.44444,-35.333332,-15,2
57,0.111111,0,0.712326,124.25926,113,-33.77778,-14.444445,2
62,0,0,1.310924,123.48148,112.333336,-33.444443,-14.111111,2
81,0,0,0.107409,92.18519,77.22222,-44.88889,-33.88889,2
34,0,0,0.122222,105.48148,91.22222,-42.77778,-22.777779,2
35,0,0,1.229632,127.55556,117.44444,-30.333334,-14.666667,2
36,0,0,0.1963,135.2963,128.55556,-20.222221,-12.222222,2
27,0,0,0.462964,138.07408,132.55556,-16.555555,-8.888889,2
30,0,0,0.272164,113.25926,100.77778,-37.444443,-13.111111,2
29,0,0,0.711108,128.44444,119.22222,-27.666666,-15.666667,2
81,0,0,0.240743,112.92593,105.666664,-21.777779,-26.11111,2
50,0,0,0.272166,121.18519,109.22222,-35.88889,-17.222221,2
54,0,0,0.166667,134.33333,127.55556,-20.333334,-13.333333,2
18,0,0,0.729626,138.62962,133.33334,-15.888889,-10.888889,2
16,0,0,0.344443,111.81481,99.111115,-38.11111,-19.777779,2
26,0,0,1.496289,137.03703,131.44444,-16.777779,-12.444445,2
51,0,0,0.389683,108.74074,95.22222,-40.555557,-14.222222,2
62,0,0,0.207406,99.666664,85.666664,-42,-23.333334,2
83,0,0,0.518519,90.62963,74.55556,-48.22222,-30.555555,2
41,0,0,0.577774,113.40741,103.888885,-28.555555,-24.88889,2
55,0,0,0.818524,124.111115,113.888885,-30.666666,-15,2
33,0,0,0.611111,109.888885,96.77778,-39.333332,-22.666666,2
40,0,0,0.166667,127.40741,117.44444,-29.88889,-14.555555,2
33,0,0,0.329628,111.333336,97.77778,-40.666668,-21.333334,2
63,0,0,0.443052,108.92593,96.22222,-38.11111,-13.444445,2
57,0,0,0.418515,135.96297,129.88889,-18.222221,-12.555555,2
78,0,0,0.329632,135.55556,128.66667,-20.666666,-13.666667,2
27,0,0,0.462964,138.07408,132.55556,-16.555555,-8.888889,2
28,0,0,0.136081,112.96296,99.44444,-40.555557,-13.888889,2
67,0,0,0.459472,122.888885,112.333336,-31.666666,-15,2
19,0.111111,0,0.551851,110.296295,97.666664,-37.88889,-21.88889,2
51,0,0,0.443051,123.18519,111.77778,-34.22222,-12.888889,2
11,0,0,0.255559,141.55556,135.11111,-19.333334,-6.333334,2
24,0,0,0.966665,121.62963,110.77778,-32.555557,-15.888889,2
25,0,0,1.46667,128,117.77778,-30.666666,-12.333333,2
55,0,0,0.490652,113.666664,101,-38,-17.666666,2
57,0,0,0.77407,135.77777,129.44444,-19,-13.666667,2
88,0,0,0.329632,110.59259,101.55556,-27.11111,-23.777779,2
93,0,0,0.151851,112.296295,103.888885,-25.222221,-21.88889,2
47,0,0,0.607409,123.85185,114.111115,-29.222221,-18.555555,2
13,0,0,0.207407,140.25926,134.33334,-17.777779,-8.777778,2
71,0,0,0.888891,125.96296,115.55556,-31.222221,-13.555555,2
54,0,0,0.646931,124.37037,112.666664,-35.11111,-15.777778,2
29,0,0,0.60741,103.25926,88.77778,-43.444443,-25.777779,2
90,0,0,0.044444,113.48148,105.888885,-22.777779,-22.444445,2
14,0,0,0.53403,112.74074,99,-41.22222,-12.555555,2
13,0,0,0.196294,132.25926,122.77778,-28.444445,-11.111111,2
