@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
110,4.222222,0.333333,6.333334,-6.666666,-1.539762,1
109,17.777779,4.333334,9.666667,-14,-1.276562,1
62,21.222221,-1.333333,18,-16.666666,-1.620398,1
111,6.037037,2.888889,4.888889,-7.777778,-1.175773,1
134,4.740741,5.111111,1.444444,-6.555555,-0.730465,1
135,5.518518,4.777778,2.777778,-7.555555,-0.892179,1
74,22.407408,-2.222222,19.444445,-17.222221,-1.646671,1
130,6.62963,5.444445,1.777778,-7.222222,-0.764077,1
71,22.777779,-2.666667,20.666666,-18,-1.66796,1
86,23.814816,-1.444444,19.222221,-17.777779,-1.60859,1
57,26.296297,-4.888889,24.444445,-19.555555,-1.739017,1
143,5.296296,4.111111,2.777778,-6.888889,-0.914813,1
64,18.88889,-4,18.666666,-14.666667,-1.755505,1
55,23.444445,-5.333334,23,-17.666666,-1.771163,1
133,6.666666,5,3.333333,-8.333333,-0.924817,1
111,5.407407,4.444445,2.777778,-7.222222,-0.897859,1
77,24.481482,-3.111111,21.222221,-18.11111,-1.68954,1
149,5.444445,-4,9.666667,-5.666666,-1.985703,1
126,5.407407,6.777778,0.777778,-7.555555,-0.612886,1
92,22.88889,-3.333333,20.666666,-17.333334,-1.682651,1
138,5.740741,4.777778,2.444444,-7.222222,-0.862108,1
68,17.703703,-0.111111,15.888889,-15.777778,-1.563972,1
136,6.259259,4.555555,2.888889,-7.444445,-0.924607,1
60,19.925926,-1.777778,17.555555,-15.777778,-1.650048,1
130,5.777778,5,2.666667,-7.666666,-0.871495,1
91,19.74074,0.111111,14.444445,-14.555555,-1.55225,1
101,19.037037,1.888889,13.555555,-15.444445,-1.457591,1
124,5.111111,4.666666,2.666667,-7.333334,-0.877707,1
95,21.407408,-0.222222,15.777778,-15.555555,-1.567327,1
64,23.62963,-5.555555,22.777779,-17.222221,-1.756712,1
110,17.925926,2.888889,10.555555,-13.444445,-1.345096,1
87,17.333334,2.666667,11,-13.666667,-1.318373,1
138,4.962963,5.444445,1.444444,-6.888889,-0.722894,1
90,18.11111,2,12,-14,-1.425885,1
62,27.37037,-10.777778,30.88889,-20.11111,-1.888408,1
90,24.851852,-3.555556,22.11111,-18.555555,-1.705942,1
145,3.925926,4.888889,0.222222,-5.111111,-0.57094,1
92,23.444445,-2,19.666666,-17.666666,-1.653926,1
120,23.666666,-4.666666,20.333334,-15.666667,-1.76489,1
65,20.814816,-2.111111,17.88889,-15.777778,-1.665853,1
85,21.444445,-3,20,-17,-1.659879,1
102,23.074074,-2.888889,20.11111,-17.222221,-1.68544,1
142,4.666666,6.333334,0.666667,-7,-0.604864,1
67,27.148148,-6.111111,26.222221,-20.11111,-1.768356,1
138,5.444445,4.666666,2.666667,-7.333334,-0.880521,1
75,21.333334,-0.666667,17.333334,-16.666666,-1.590164,1
74,21.148148,-0.444444,17.222221,-16.777779,-1.554234,1
107,17.185184,3.444444,10.444445,-13.888889,-1.312499,1
136,6.814815,4.555555,3.555556,-8.111111,-0.963931,1
101,16.925926,4.222222,8.888889,-13.111111,-1.21111,1
137,5.851852,5.777778,1.777778,-7.555555,-0.744272,1
145,4.074074,3.777778,2.777778,-6.555555,-0.959485,1
102,23.074074,-2.888889,20.11111,-17.222221,-1.68544,1
63,18.074074,-2.555556,16.777779,-14.222222,-1.683847,1
142,4.814815,5.888889,1.222222,-7.111111,-0.675123,1
122,6,3.666667,4,-7.666666,-1.05144,1
106,23.037037,-3.111111,20.555555,-17.444445,-1.695804,1
60,22.62963,-3.888889,22.11111,-18.222221,-1.709389,1
143,5.666666,5.666666,2.333333,-8,-0.796918,1
112,5.925926,3.555556,3.888889,-7.444445,-1.058277,1
103,18.962963,3.777778,11.444445,-15.222222,-1.334127,1
101,20.074074,0.777778,14.777778,-15.555555,-1.520125,1
95,21.11111,0,15.333333,-15.333333,-1.555549,1
116,6.62963,2.777778,5.444445,-8.222222,-1.233945,1
133,6.444445,4,4.333334,-8.333333,-1.077659,1
86,18.592592,-0.111111,14.888889,-14.777778,-1.541502,1
130,5.333334,4.666666,2.666667,-7.333334,-0.889024,1
85,17.962963,2.777778,11.777778,-14.555555,-1.386867,1
111,6.037037,2.888889,4.888889,-7.777778,-1.175773,1
123,5.814815,3.888889,3.222222,-7.111111,-0.988413,1
115,22.037037,-2.111111,17.88889,-15.777778,-1.619549,1
147,6.777778,-4,12.666667,-8.666667,-1.783388,1
139,6.111111,4.333334,3.333333,-7.666666,-0.965946,1
124,6.185185,4.444445,3.444444,-7.888889,-0.95784,1
130,7.296296,3.777778,4.111111,-7.888889,-1.056659,1
147,4.148148,-0.777778,7.555555,-6.777778,-1.475643,1
62,21.185184,-1.888889,18.11111,-16.222221,-1.650123,1
92,19.37037,2.555556,11.888889,-14.444445,-1.408242,1
63,20.925926,-3.777778,20.555555,-16.777779,-1.72683,1
128,5.555555,4,3.333333,-7.333334,-0.985811,1
111,5.703704,3.555556,3.888889,-7.444445,-1.065066,1
54,24.592592,-5.444445,23.88889,-18.444445,-1.760752,1
124,5.888889,3.666667,3.666667,-7.333334,-1.037663,1
56,28.62963,-7.555555,27.11111,-19.555555,-1.819915,1
100,20.62963,0.777778,14.777778,-15.555555,-1.519702,1
41,22.481482,-5.111111,21.88889,-16.777779,-1.77166,1
114,19.851852,0.444444,14.444445,-14.888889,-1.508658,1
88,21.148148,0.888889,15.555555,-16.444445,-1.512555,1
117,19.88889,2.333333,12.666667,-15,-1.420087,1
85,21.11111,-1,18,-17,-1.603957,1
142,5.037037,4.555555,2.222222,-6.777778,-0.829712,1
94,21.222221,-1.666667,18.333334,-16.666666,-1.627145,1
149,5.444445,-4,9.666667,-5.666666,-1.985703,1
66,28.407408,-9.222222,29.444445,-20.222221,-1.844993,1
88,20.592592,-5.444445,20.222221,-14.777778,-1.785147,1
107,16.703703,6.222222,8.222222,-14.444445,-1.131973,1
135,5,5.666666,1.333333,-7,-0.692028,1
131,5.962963,4.777778,2.111111,-6.888889,-0.804846,1
61,23.74074,-3.222222,20.777779,-17.555555,-1.700913,1
126,7.296296,4.444445,2.777778,-7.222222,-0.913675,1
115,6.296296,3.111111,4.777778,-7.888889,-1.175454,1
131,5.185185,4.444445,2.444444,-6.888889,-0.874641,1
126,5.777778,5,3,-8,-0.895807,1
116,5.62963,3.444444,4.111111,-7.555555,-1.099624,1
145,3.925926,4.888889,0.222222,-5.111111,-0.57094,1
117,21.222221,-0.333333,15.333333,-15,-1.574477,1
130,5.851852,4.444445,3.111111,-7.555555,-0.963048,1
131,5.222222,6,0.666667,-6.666666,-0.621222,1
122,5.62963,4.111111,3.111111,-7.222222,-0.964797,1
80,24.814816,-1.444444,20.222221,-18.777779,-1.620451,1
113,20.25926,-0.777778,15.555555,-14.777778,-1.585609,1
144,4.814815,3.555556,2.888889,-6.444445,-0.969119,1
121,6.407407,4.777778,3.111111,-7.888889,-0.914324,1
69,24.333334,-7,24.666666,-17.666666,-1.811203,1
56,19.851852,-1.222222,16.777779,-15.555555,-1.622211,1
55,23.444445,-5.333334,23,-17.666666,-1.771163,1
111,5.444445,3,4.666666,-7.666666,-1.181388,1
136,6.259259,4.555555,2.888889,-7.444445,-0.924607,1
60,26.74074,-6.222222,25.444445,-19.222221,-1.776113,1
108,17.11111,5.666666,8.333333,-14,-1.169517,1
100,21.074074,1.777778,14.777778,-16.555555,-1.477019,1
89,18.962963,-0.555556,14.777778,-14.222222,-1.544214,1
111,3.814815,0.888889,5.222222,-6.111111,-1.43724,1
67,23.74074,-2.555556,21.11111,-18.555555,-1.670171,1
91,22.481482,-1.444444,18.88889,-17.444445,-1.630409,1
128,5.555555,4,3.333333,-7.333334,-0.985811,1
124,6.037037,4.222222,3.888889,-8.111111,-1.02473,1
139,6.111111,4.333334,3.333333,-7.666666,-0.965946,1
118,21.11111,-2.666667,18.666666,-16,-1.620749,1
125,5.851852,4.111111,3.111111,-7.222222,-0.944272,1
67,20,-1.333333,17.666666,-16.333334,-1.623202,1
92,23.666666,-1.666667,20,-18.333334,-1.637777,1
68,21.592592,-3.444444,20.555555,-17.11111,-1.700324,1
117,6.444445,2.666667,5.333334,-8,-1.233256,1
72,26.222221,-7.333334,27.666666,-20.333334,-1.807866,1
111,19.925926,-0.444444,14.888889,-14.444445,-1.58144,1
118,6.074074,4.777778,2.777778,-7.555555,-0.87829,1
113,6.148148,3.222222,4.888889,-8.111111,-1.175454,1
51,19.592592,-2.444444,18.222221,-15.777778,-1.68129,1
111,5.407407,4.444445,2.777778,-7.222222,-0.897859,1
113,5.518518,4.111111,3.444444,-7.555555,-0.989308,1
56,22.74074,-4.888889,22.444445,-17.555555,-1.759414,1
45,21.925926,-4.111111,20.555555,-16.444445,-1.73537,1
56,23.703703,-4.777778,22.88889,-18.11111,-1.748835,1
57,26.296297,-4.888889,24.444445,-19.555555,-1.739017,1
128,5.962963,4.111111,3.777778,-7.888889,-1.005054,1
86,24.296297,-2.222222,21.11111,-18.88889,-1.650844,1
123,5.814815,5.222222,2.555556,-7.777778,-0.837598,1
100,22.222221,-1.333333,18.666666,-17.333334,-1.623301,1
114,14.518518,4.777778,7.777778,-12.555555,-1.179347,1
73,20.62963,-2.555556,18.444445,-15.888889,-1.675465,1
98,17.481482,2.555556,9.888889,-12.444445,-1.360437,1
116,21.703703,-1.444444,17.555555,-16.11111,-1.632243,1
118,6.444445,3.333333,5,-8.333333,-1.134543,1
114,17.222221,5.333334,8.666667,-14,-1.176662,1
77,25.185184,-3.222222,21.444445,-18.222221,-1.677308,1
83,18.74074,1.111111,13.444445,-14.555555,-1.456819,1
122,5.851852,4.444445,3.111111,-7.555555,-0.942559,1
118,5.62963,4.111111,3.111111,-7.222222,-0.960827,1
57,26.814816,-8.444445,28.222221,-19.777779,-1.837675,1
117,5.888889,3,4.666666,-7.666666,-1.179692,1
96,21.74074,-2.888889,18.11111,-15.222222,-1.676921,1
137,5.851852,5.777778,1.777778,-7.555555,-0.744272,1
103,21.851852,-1.888889,18.444445,-16.555555,-1.634396,1
133,6.444445,4,4.333334,-8.333333,-1.077659,1
122,6.407407,5.111111,2.444444,-7.555555,-0.83212,1
106,20,0,15.333333,-15.333333,-1.55762,1
102,20.25926,0.222222,14.222222,-14.444445,-1.555097,1
128,5.037037,5.555555,1.222222,-6.777778,-0.688601,1
143,5.037037,4.555555,2.555556,-7.111111,-0.907416,1
141,5.407407,4.777778,2.444444,-7.222222,-0.843732,1
44,18.74074,-4.222222,19.444445,-15.222222,-1.753726,1
114,5.444445,2,5.666666,-7.666666,-1.314533,1
126,6.481482,3.555556,4.555555,-8.111111,-1.118131,1
123,6.962963,2.777778,4.444445,-7.222222,-1.18068,1
113,5.481482,4.888889,2.555556,-7.444445,-0.851202,1
64,22.481482,-1.444444,19.222221,-17.777779,-1.625668,1
74,23.592592,-3.111111,20.88889,-17.777779,-1.66658,1
132,5.740741,5.111111,1.444444,-6.555555,-0.726018,1
51,25.74074,-9.222222,28.11111,-18.88889,-1.873032,1
77,26.407408,-5.555555,24.11111,-18.555555,-1.768872,1
60,19.333334,-1.333333,16.333334,-15,-1.623392,1
140,6,4.333334,2.666667,-7,-0.91962,1
118,22.74074,-3.555556,18.777779,-15.222222,-1.707392,1
124,6.222222,4,3.666667,-7.666666,-1.011484,1
138,5.740741,4.777778,2.444444,-7.222222,-0.862108,1
107,18.88889,3,12,-15,-1.357871,1
81,20.481482,-1.111111,16.88889,-15.777778,-1.566335,1
34,20.333334,-6.333334,22.666666,-16.333334,-1.823148,1
140,6.333334,4.666666,3,-7.666666,-0.909267,1
72,26.481482,-8.777778,27.88889,-19.11111,-1.846158,1
143,4.518518,4.777778,2.777778,-7.555555,-0.87829,1
109,17.25926,5.888889,8.222222,-14.111111,-1.131204,1
44,18.74074,-4.222222,19.444445,-15.222222,-1.753726,1
140,6.333334,4.666666,3,-7.666666,-0.909267,1
59,25.074074,-8.222222,27.777779,-19.555555,-1.836328,1
42,22.592592,-7.777778,25.555555,-17.777779,-1.842494,1
75,25.962963,-7.888889,26.444445,-18.555555,-1.8356,1
111,5.666666,4,4,-8,-1.041434,1
116,6.111111,3,4.666666,-7.666666,-1.163245,1
61,21.74074,-4.222222,21.11111,-16.88889,-1.737293,1
131,5.333334,4.666666,2.333333,-7,-0.850783,1
104,18.703703,1.555556,13.555555,-15.111111,-1.446641,1
123,4.555555,4.333334,2.333333,-6.666666,-0.853547,1
118,5,3.666667,3.666667,-7.333334,-1.047198,1
71,22.333334,-1.666667,18.666666,-17,-1.636863,1
116,5.407407,3.444444,4.111111,-7.555555,-1.093148,1
142,4.592593,4.888889,1.888889,-6.777778,-0.776334,1
123,6.740741,4.444445,3.777778,-8.222222,-0.985729,1
60,26.74074,-6.222222,25.444445,-19.222221,-1.776113,1
96,21.88889,0.666667,16.333334,-17,-1.530686,1
116,16.185184,2.444444,11.444445,-13.888889,-1.162844,1
129,6.333334,4.666666,3,-7.666666,-0.932783,1
88,22.148148,-2.444444,18.88889,-16.444445,-1.653787,1
104,21.925926,-4.111111,20.222221,-16.11111,-1.72879,1
124,5.888889,3.666667,3.666667,-7.333334,-1.037663,1
120,5.962963,5.444445,2.444444,-7.888889,-0.820403,1
59,23.851852,-3.555556,21.11111,-17.555555,-1.699326,1
115,16.555555,-2.666667,15.666667,-13,-1.54801,1
63,22.37037,-6.111111,21.88889,-15.777778,-1.813886,1
124,6,4.333334,3.666667,-8,-0.987873,1
125,6.185185,3.444444,4.444445,-7.888889,-1.121818,1
134,5.296296,4.444445,2.777778,-7.222222,-0.912631,1
89,22.333334,-2,18.333334,-16.333334,-1.625587,1
101,21.296297,-0.222222,16.444445,-16.222221,-1.558599,1
84,23.851852,-0.888889,18.444445,-17.555555,-1.598867,1
101,21.296297,-0.222222,16.444445,-16.222221,-1.558599,1
59,21.814816,-3.111111,20.88889,-17.777779,-1.680812,1
70,26.037037,-4.777778,23.88889,-19.11111,-1.74518,1
116,22.11111,-2.333333,18,-15.666667,-1.670314,1
81,22.703703,-1.111111,18.222221,-17.11111,-1.606794,1
83,19.444445,0.333333,15,-15.333333,-1.507007,1
108,17.666666,4,10.333333,-14.333333,-1.302133,1
124,5.111111,5.333334,1.666667,-7,-0.752669,1
89,23.88889,-2.333333,19.666666,-17.333334,-1.664008,1
134,5.888889,5.333334,2.333333,-7.666666,-0.806042,1
104,21.777779,-2.666667,19.666666,-17,-1.669752,1
125,6.185185,3.444444,4.444445,-7.888889,-1.121818,1
149,5.518518,-4.222222,9.777778,-5.555555,-2.009108,1
84,23.851852,-0.888889,18.444445,-17.555555,-1.598867,1
86,26.481482,-6.777778,25.555555,-18.777779,-1.804829,1
115,19.925926,1.888889,12.555555,-14.444445,-1.440963,1
101,22.444445,-2.666667,20.333334,-17.666666,-1.674318,1
73,19.074074,0.444444,15.111111,-15.555555,-1.524253,1
114,6.222222,4,3.666667,-7.666666,-1.0108,1
135,4.148148,4.555555,1.888889,-6.444445,-0.807848,1
123,6.111111,5.666666,2,-7.666666,-0.761648,1
107,18.62963,2.444444,13.111111,-15.555555,-1.370369,1
143,5.444445,4,4,-8,-1.048222,1
147,6.037037,-1.111111,9.555555,-8.444445,-1.50837,1
67,22.25926,0.888889,16.88889,-17.777779,-1.524771,1
78,24.592592,-1.777778,19.88889,-18.11111,-1.610448,1
89,21.88889,-1.666667,17.666666,-16,-1.611365,1
114,5.888889,3.333333,4.666666,-8,-1.151837,1
85,17.962963,2.777778,11.777778,-14.555555,-1.386867,1
75,22.74074,-2.222222,19.777779,-17.555555,-1.641882,1
108,21.925926,-2.777778,18.88889,-16.11111,-1.683529,1
117,6.333334,4,3.333333,-7.333334,-0.983947,1
104,20.185184,0.111111,14.111111,-14.222222,-1.555376,1
128,5.925926,5.888889,1.555556,-7.444445,-0.7213,1
116,6.481482,3.222222,5.222222,-8.444445,-1.19107,1
124,7.074074,3.444444,5.111111,-8.555555,-1.157082,1
106,19.11111,1.333333,13.666667,-15,-1.48458,1
145,5.296296,3.111111,3.777778,-6.888889,-1.068968,1
70,112.51852,-25.555555,45.77778,-20.222221,-2.17166,2
18,138.62962,-15.888889,26.777779,-10.888889,-2.214612,2
43,125.25926,-28.777779,44.88889,-16.11111,-2.270653,2
48,107.888885,-39.333332,63.666668,-24.333334,-2.247036,2
57,135.96297,-18.222221,30.777779,-12.555555,-2.215046,2
42,135.2963,-21.555555,33.444443,-11.888889,-2.282217,2
45,101.92593,-41.444443,67.888885,-26.444445,-2.238324,2
33,125.888885,-33.666668,47.666668,-14,-2.348002,2
40,127.40741,-29.88889,44.444443,-14.555555,-2.308766,2
52,125.77778,-30.666666,43.333332,-12.666667,-2.348494,2
47,107.111115,-41.666668,65,-23.333334,-2.271072,2
41,113.40741,-28.555555,53.444443,-24.88889,-2.139822,2
42,127.03704,-30.11111,44.22222,-14.111111,-2.31442,2
58,110.37037,-38.11111,53.22222,-15.111111,-2.357271,2
13,140.25926,-17.777779,26.555555,-8.777778,-2.292384,2
16,111.81481,-38.11111,57.88889,-19.777779,-2.293933,2
87,135.40741,-22.555555,33.11111,-10.555555,-2.312874,2
51,126.333336,-28,41.666668,-13.666667,-2.306687,2
15,130.14815,-31.444445,45.555557,-14.111111,-2.32497,2
26,112.22222,-41.666668,56,-14.333333,-2.38614,2
30,111.22222,-40.666668,53.333332,-12.666667,-2.405295,2
20,127.333336,-31.666666,46,-14.333333,-2.326919,2
45,122.85185,-36.88889,51.444443,-14.555555,-2.35936,2
13,118.666664,-36.333332,51.333332,-15,-2.351897,2
54,108.85185,-36.22222,51.77778,-15.555555,-2.33633,2
85,93.55556,-43,73.333336,-30.333334,-2.208414,2
32,112.03704,-38.444443,61.555557,-23.11111,-2.255674,2
107,133.66667,-23.666666,34.666668,-11,-2.317384,2
11,143.44444,-19.666666,22.333334,-2.666667,-2.521648,2
98,92.333336,-45,73.666664,-28.666666,-2.238522,2
24,121.62963,-32.555557,48.444443,-15.888889,-2.307914,2
22,137.96297,-14.888889,27.11111,-12.222222,-2.158304,2
80,96.333336,-41.666668,69,-27.333334,-2.228712,2
53,123.44444,-33.333332,44.333332,-11,-2.39327,2
39,127.51852,-32.88889,46.11111,-13.222222,-2.352961,2
71,89.14815,-49.11111,79.22222,-30.11111,-2.249475,2
77,107.62963,-41.22222,52.77778,-11.555555,-2.42468,2
42,108.92593,-39.77778,51.88889,-12.111111,-2.410388,2
46,126.03704,-30.11111,44.88889,-14.777778,-2.304436,2
62,123.48148,-33.444443,47.555557,-14.111111,-2.343404,2
19,137.77777,-18.666666,26,-7.333334,-2.358602,2
29,128.44444,-27.666666,43.333332,-15.666667,-2.271128,2
63,108.92593,-38.11111,51.555557,-13.444445,-2.382438,2
18,114.14815,-35.11111,54.555557,-19.444445,-2.278452,2
50,107.44444,-38.333332,55,-16.666666,-2.337296,2
49,120.703705,-37.77778,55.88889,-18.11111,-2.315477,2
39,113.37037,-32.444443,55.88889,-23.444445,-2.198158,2
62,125.40741,-27.222221,40.11111,-12.888889,-2.315962,2
58,122,-35.666668,50.333332,-14.666667,-2.349269,2
64,108.77778,-37.333332,52.333332,-15,-2.355443,2
40,124.62963,-30.555555,47.77778,-17.222221,-2.270219,2
68,125.77778,-30.333334,45.666668,-15.333333,-2.300618,2
30,113.25926,-37.444443,50.555557,-13.111111,-2.385308,2
68,107.37037,-39.444443,56.88889,-17.444445,-2.333212,2
27,122.666664,-33.333332,48,-14.666667,-2.334512,2
33,110.59259,-41.444443,54.22222,-12.777778,-2.408019,2
76,90.07407,-46.555557,79.44444,-32.88889,-2.208019,2
54,116.77778,-23,47,-24,-2.079152,2
35,127.55556,-30.333334,45,-14.666667,-2.311049,2
57,123.55556,-34,46.333332,-12.333333,-2.376054,2
45,121.51852,-31.222221,47.444443,-16.222221,-2.292668,2
40,110.703705,-43.444443,54.88889,-11.444445,-2.434692,2
31,114.96296,-39.22222,52.77778,-13.555555,-2.384877,2
37,95.92593,-47.444443,75.55556,-28.11111,-2.258443,2
32,121.44444,-33.666668,50,-16.333334,-2.309391,2
18,137.88889,-19.333334,30,-10.666667,-2.27511,2
55,103.07407,-39.22222,63.11111,-23.88889,-2.251012,2
18,112.111115,-44.666668,55,-10.333333,-2.45498,2
48,134.85185,-21.88889,33.77778,-11.888889,-2.278428,2
28,110.48148,-37.77778,61.88889,-24.11111,-2.238865,2
53,113.14815,-26.444445,51.22222,-24.777779,-2.117007,2
35,136.48148,-15.777778,29.222221,-13.444445,-2.146845,2
89,106.07407,-38.88889,58.11111,-19.222221,-2.306204,2
27,136.2963,-17.88889,27.777779,-9.888889,-2.264129,2
20,126.55556,-32.666668,47.333332,-14.666667,-2.328034,2
25,102.48148,-43.444443,69.55556,-26.11111,-2.253408,2
54,110,-36.333332,51.333332,-15,-2.345744,2
19,110.296295,-37.88889,59.77778,-21.88889,-2.264331,2
49,124.03704,-32.77778,49.22222,-16.444445,-2.303412,2
53,134.77777,-19.666666,33,-13.333333,-2.217488,2
49,127.40741,-31.222221,47.11111,-15.888889,-2.297839,2
25,116.25926,-37.77778,52.555557,-14.777778,-2.360195,2
109,102.48148,-39.11111,59.22222,-20.11111,-2.297546,2
19,127.51852,-32.88889,46.77778,-13.888889,-2.344188,2
44,99,-42,67.333336,-25.333334,-2.254541,2
65,97.333336,-43.666668,71.333336,-27.666666,-2.239144,2
36,103.03704,-40.444443,66.55556,-26.11111,-2.232346,2
23,124.44444,-37.666668,51.666668,-14,-2.37055,2
66,93.44444,-43,71.666664,-28.666666,-2.224845,2
41,135.22223,-20.333334,32,-11.666667,-2.270225,2
21,126.77778,-33,45.333332,-12.333333,-2.370372,2
81,105.92593,-42.11111,56.88889,-14.777778,-2.382261,2
13,141.59259,-20.11111,24.88889,-4.777778,-2.449265,2
13,141.81482,-14.111111,21.222221,-7.111111,-2.276767,2
43,126.48148,-27.444445,42.22222,-14.777778,-2.280207,2
21,127.296295,-33.22222,47.444443,-14.222222,-2.339377,2
47,134.77777,-22,33,-11,-2.30244,2
90,113.111115,-22.333334,45.666668,-23.333334,-2.078418,2
40,125.111115,-33.333332,49.333332,-16,-2.313685,2
34,137.03703,-16.777779,28.88889,-12.111111,-2.2,2
51,124.40741,-33.555557,50.11111,-16.555555,-2.30531,2
25,128,-30.666666,43,-12.333333,-2.354552,2
101,134.92592,-25.444445,36.88889,-11.444445,-2.328735,2
54,109.96296,-37.22222,52.444443,-15.222222,-2.351182,2
57,124.25926,-33.77778,48.22222,-14.444445,-2.341163,2
14,112.74074,-41.22222,53.77778,-12.555555,-2.408968,2
13,130.40741,-32.22222,45.11111,-12.888889,-2.355244,2
72,93.44444,-42.666668,71,-28.333334,-2.22578,2
65,125.666664,-31,48,-17,-2.273744,2
67,108.85185,-28.222221,50.11111,-21.88889,-2.173099,2
33,109.888885,-39.333332,62,-22.666666,-2.266225,2
29,103.25926,-43.444443,69.22222,-25.777779,-2.257217,2
21,130.14815,-28.11111,39.22222,-11.111111,-2.357178,2
39,127.07407,-32.22222,46.11111,-13.888889,-2.336025,2
90,113.48148,-22.777779,45.22222,-22.444445,-2.097815,2
28,111.51852,-46.22222,59.11111,-12.888889,-2.425992,2
44,122.59259,-31.777779,42.88889,-11.111111,-2.384657,2
79,107.74074,-41.555557,56.444443,-14.888889,-2.377965,2
62,99.666664,-42,65.333336,-23.333334,-2.277142,2
81,92.18519,-44.88889,78.77778,-33.88889,-2.187399,2
14,113.81481,-41.11111,54.88889,-13.777778,-2.391113,2
15,140.77777,-19.333334,28,-8.666667,-2.328472,2
45,108.96296,-39.22222,53.77778,-14.555555,-2.371807,2
47,97.111115,-43.666668,73,-29.333334,-2.223218,2
65,123,-34,51,-17,-2.303991,2
96,111.59259,-24.444445,49.555557,-25.11111,-2.085954,2
74,101.85185,-38.22222,64.111115,-25.88889,-2.220553,2
50,121.18519,-35.88889,53.11111,-17.222221,-2.312305,2
63,105.59259,-38.77778,52.88889,-14.111111,-2.375282,2
41,112.111115,-39.333332,51.666668,-12.333333,-2.404553,2
81,90.40741,-44.22222,78.111115,-33.88889,-2.18233,2
21,126.81481,-35.444443,48.22222,-12.777778,-2.377814,2
79,89.44444,-47.666668,77.666664,-30,-2.241633,2
41,109.703705,-43.77778,57.555557,-13.777778,-2.404745,2
78,106.85185,-40.88889,56.444443,-15.555555,-2.368082,2
14,117,-38.333332,51.333332,-13,-2.390383,2
11,143.44444,-19.666666,22.333334,-2.666667,-2.521648,2
62,110.03704,-27.777779,48.88889,-21.11111,-2.185419,2
46,135.51852,-18.222221,30.11111,-11.888889,-2.232616,2
26,136.88889,-17.666666,29,-11.333333,-2.230725,2
25,126.03704,-35.11111,48.555557,-13.444445,-2.36518,2
44,106,-39,62.333332,-23.333334,-2.255577,2
72,125.44444,-34,47,-13,-2.366197,2
12,127.44444,-35.666668,47,-11.333333,-2.402917,2
28,112.96296,-40.555557,54.444443,-13.888889,-2.387884,2
33,111.333336,-40.666668,62,-21.333334,-2.290421,2
17,129.55556,-32.333332,42,-9.666667,-2.412968,2
93,86.296295,-46.88889,77.44444,-30.555555,-2.231558,2
75,126.07407,-30.555555,45.444443,-14.888889,-2.309804,2
36,114.03704,-39.77778,55.22222,-15.444445,-2.362237,2
13,104.111115,-47.666668,73,-25.333334,-2.28708,2
51,122.96296,-36.88889,53.444443,-16.555555,-2.330465,2
81,112.92593,-21.777779,47.88889,-26.11111,-2.033487,2
