@relation segment

@attribute Region-centroid-row numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
133,8.333334,3.888889,-8.333333,-0.924817,1
130,8.444445,4.222222,-7.222222,-0.764077,1
137,7.777778,3.333333,-7.555555,-0.744272,1
101,19.666668,13.888889,-15.444445,-1.457591,1
108,19,12.444445,-14,-1.169517,1
89,18.777779,14.222222,-14.222222,-1.544214,1
56,21.11111,16.88889,-17.555555,-1.759414,1
124,7.444445,3.333333,-8,-0.987873,1
133,8.333334,3.888889,-8.333333,-0.924817,1
67,25.11111,20.444445,-20.11111,-1.768356,1
116,7.555555,3.666667,-8.444445,-1.19107,1
136,8.333334,4.111111,-8.111111,-0.963931,1
115,7.777778,4,-8.333333,-1.210357,1
140,7.888889,3.777778,-7.666666,-0.909267,1
144,6,2.666667,-6.444445,-0.969119,1
138,7,3,-7.333334,-0.880521,1
66,21.222221,16.777779,-17.555555,-1.733544,1
111,7.666666,3.222222,-8.111111,-0.872666,1
118,21.555555,17.666668,-15.222222,-1.707392,1
116,6.555555,2.888889,-7.555555,-1.093148,1
96,20.777779,16.666668,-15.222222,-1.676921,1
86,23.555555,18,-18.88889,-1.650844,1
67,22.555555,16.333334,-17.777779,-1.524771,1
116,21.222221,16.333334,-16.11111,-1.632243,1
85,18.88889,13.111111,-14.555555,-1.386867,1
73,19.222221,13.888889,-15.555555,-1.524253,1
79,17.333334,12.111111,-14.111111,-1.453114,1
85,20.777779,15.444445,-17,-1.603957,1
58,20,15.444445,-16.444445,-1.685074,1
69,22,18.444445,-17.666666,-1.811203,1
64,22.666666,17.666668,-19.222221,-1.724894,1
107,19.88889,13.888889,-15,-1.357871,1
118,7.666666,3.555556,-7.555555,-0.87829,1
124,7.111111,3.444444,-7.333334,-1.037663,1
77,24.555555,20.222221,-18.555555,-1.768872,1
130,7.444445,3.222222,-7.666666,-0.871495,1
115,15.666667,12.222222,-13,-1.54801,1
109,19.222221,12.555555,-14.111111,-1.131204,1
113,6.888889,3,-7.555555,-0.989308,1
116,7.555555,3.666667,-8.444445,-1.19107,1
102,20.333334,15.444445,-14.444445,-1.555097,1
124,6.888889,2.777778,-7,-0.752669,1
83,19.555555,14.333333,-15.333333,-1.507007,1
108,19,12.888889,-14.333333,-1.302133,1
135,6.888889,2.666667,-7,-0.692028,1
145,6.333334,3,-6.888889,-1.068968,1
111,7,3.444444,-7.777778,-1.175773,1
71,21.777779,16.666668,-17,-1.636863,1
147,5.666666,3.222222,-8.444445,-1.50837,1
84,23.555555,18,-17.555555,-1.598867,1
129,8.444445,4,-8,-0.843904,1
111,4.111111,1.777778,-6.111111,-1.43724,1
134,7.444445,3.666667,-7.222222,-0.966318,1
114,20,14.888889,-14.888889,-1.508658,1
59,22.666666,18,-17.555555,-1.699326,1
137,7.777778,3.333333,-7.555555,-0.744272,1
106,22,17.222223,-17.444445,-1.695804,1
75,23.333334,19.777779,-18.555555,-1.8356,1
139,7.555555,3.555556,-7.666666,-0.965946,1
111,7,3,-8,-1.041434,1
112,7.111111,3.444444,-7.444445,-1.058277,1
63,19.666668,15.333333,-16.777779,-1.72683,1
91,19.777779,14.888889,-14.555555,-1.55225,1
81,20.333334,14.555555,-15.888889,-1.472378,1
145,5.555555,2.222222,-5.111111,-0.57094,1
103,20.222221,13.888889,-15.222222,-1.334127,1
114,16.11111,10.333334,-12.555555,-1.179347,1
139,7.555555,3.555556,-7.666666,-0.965946,1
122,7,3,-7.666666,-0.953435,1
111,6.444445,2.888889,-7.666666,-1.181388,1
103,17.666668,11.666667,-13.444445,-1.219211,1
55,20.555555,15.888889,-15.444445,-1.634416,1
42,20,16.666668,-17.777779,-1.842494,1
57,24.666666,19.777779,-19.555555,-1.739017,1
64,21.777779,17.88889,-17.222221,-1.756712,1
136,7.777778,3.777778,-7.444445,-0.924607,1
101,18.333334,12.555555,-13.111111,-1.21111,1
129,8,3.777778,-7.888889,-0.912766,1
121,21.666666,17.555555,-16.666666,-1.740736,1
89,21.666666,16.88889,-16.333334,-1.625587,1
81,22.333334,17,-17.11111,-1.606794,1
66,25.333334,21.666666,-20.222221,-1.844993,1
128,6.888889,3.111111,-7.333334,-0.985811,1
94,20.666668,15.666667,-16.666666,-1.627145,1
120,7.777778,3.333333,-7.888889,-0.820403,1
72,23.777779,19.444445,-20.333334,-1.807866,1
93,18.88889,15.444445,-14.777778,-1.730306,1
126,7.444445,3.111111,-8,-0.895807,1
34,18.222221,14.888889,-16.333334,-1.823148,1
123,7.555555,3.222222,-7.777778,-0.837598,1
51,22.666666,19.444445,-18.88889,-1.873032,1
100,20.88889,15.444445,-15.555555,-1.519702,1
116,17,11.555555,-13.888889,-1.162844,1
134,7.666666,3.333333,-7.666666,-0.806042,1
53,20.88889,16.333334,-15.666667,-1.662177,1
123,7.111111,3.444444,-7.111111,-0.988413,1
95,21.333334,16.222223,-15.555555,-1.567327,1
125,7.222222,3.444444,-7.222222,-0.944272,1
41,20.777779,16.88889,-16.777779,-1.77166,1
109,19.222221,13.111111,-14,-1.276562,1
138,7.333334,3.333333,-7.222222,-0.862108,1
92,18.777779,14.333333,-14.222222,-1.570588,1
60,24.666666,20.333334,-19.222221,-1.776113,1
90,18.777779,13.444445,-14,-1.425885,1
122,8.111112,3.888889,-7.555555,-0.83212,1
118,6.555555,3.222222,-6.777778,-1.053347,1
57,24.666666,19.777779,-19.555555,-1.739017,1
56,22.11111,17.666668,-18.11111,-1.748835,1
129,7.888889,3.777778,-7.666666,-0.932783,1
62,20.777779,15.666667,-16.666666,-1.620398,1
128,7.444445,3,-8,-0.837598,1
113,7.222222,3.444444,-8.111111,-1.175454,1
113,7.111111,3,-7.777778,-0.942558,1
60,21.333334,16.555555,-18.222221,-1.709389,1
87,18.222221,12.777778,-13.666667,-1.318373,1
72,23.555555,20.11111,-19.11111,-1.846158,1
95,21.333334,16.222223,-15.555555,-1.567327,1
66,18.555555,13.444445,-15.666667,-1.569253,1
67,19.555555,14.555555,-16.333334,-1.623202,1
100,21.777779,16.444445,-17.333334,-1.623301,1
128,7.333334,3.333333,-7.888889,-1.005054,1
122,7.333334,3.333333,-7.555555,-0.942559,1
91,22,16.666668,-17.444445,-1.630409,1
116,21.222221,16.333334,-16.11111,-1.632243,1
114,19,12.555555,-14,-1.176662,1
67,19.555555,14.555555,-16.333334,-1.623202,1
63,17.222223,13.333333,-14.222222,-1.683847,1
149,4.111111,3.555556,-5.666666,-1.985703,1
135,7.444445,3.222222,-7.444445,-0.787376,1
126,6.444445,2.555556,-7.111111,-0.877707,1
96,22.11111,16.222223,-17,-1.530686,1
126,7.666666,3.777778,-8.111111,-1.118131,1
124,8.222222,4.222222,-8.555555,-1.157082,1
116,6.777778,3.111111,-7.555555,-1.099624,1
55,21.666666,17.555555,-17.666666,-1.771163,1
143,6.777778,2.777778,-8,-1.048222,1
117,21.11111,16.222223,-15,-1.574477,1
45,20.555555,16.444445,-16.444445,-1.73537,1
62,20.555555,15.777778,-16.222221,-1.650123,1
84,23.555555,18,-17.555555,-1.598867,1
126,8.777778,4.888889,-7.222222,-0.913675,1
143,7.555555,3,-8,-0.796918,1
147,3.888889,1.888889,-6.777778,-1.475643,1
101,20.333334,14.888889,-15.555555,-1.520125,1
63,20.333334,17.11111,-15.777778,-1.813886,1
111,19.777779,13.888889,-14.222222,-1.333792,1
131,6.888889,3,-7,-0.850783,1
111,6.888889,3,-7.222222,-0.897859,1
118,7.555555,3.555556,-8.111111,-1.076198,1
142,6.555555,2.777778,-6.777778,-0.829712,1
68,17.666668,12.444445,-15.777778,-1.563972,1
107,18.777779,11.888889,-14.444445,-1.131973,1
44,17.333334,13.666667,-15.222222,-1.753726,1
117,7.666666,3.888889,-7.333334,-0.983947,1
113,7.111111,3,-7.444445,-0.851202,1
129,7.888889,3.777778,-7.666666,-0.932783,1
68,24.222221,20.444445,-20.222221,-1.848523,1
108,19,12.888889,-14.333333,-1.302133,1
77,23.444445,18.444445,-18.11111,-1.68954,1
113,20,15.333333,-14.777778,-1.585609,1
106,20,14.888889,-15.333333,-1.55762,1
92,18.777779,13.555555,-15.444445,-1.548296,1
98,21,15.777778,-15.333333,-1.528895,1
59,20.777779,15.888889,-17.777779,-1.680812,1
88,21.444445,15.666667,-16.444445,-1.512555,1
143,6.555555,2.666667,-7.111111,-0.907416,1
110,18.88889,13.444445,-13.444445,-1.345096,1
124,7.111111,3.444444,-7.333334,-1.037663,1
136,7.777778,3.777778,-7.444445,-0.924607,1
117,20.666668,14.888889,-15,-1.420087,1
116,7.555555,3.888889,-8.222222,-1.233945,1
86,23.333334,17.88889,-17.777779,-1.60859,1
69,23.444445,19.11111,-19.666666,-1.79139,1
115,8.222222,3.888889,-8.333333,-0.965144,1
115,20.555555,15.111111,-14.444445,-1.440963,1
53,22.777779,20.11111,-20.88889,-1.937482,1
134,6.444445,2.555556,-6.555555,-0.730465,1
123,6,2.333334,-6.666666,-0.853547,1
145,6.333334,3,-6.888889,-1.068968,1
145,5.333334,1.888889,-6.555555,-0.959485,1
77,24.11111,19.11111,-18.222221,-1.677308,1
92,21.777779,17.11111,-17.333334,-1.682651,1
56,19.444445,14.666667,-15.555555,-1.622211,1
111,7,3.444444,-7.777778,-1.175773,1
70,23,17.88889,-17.333334,-1.649603,1
104,20.88889,16.11111,-17,-1.669752,1
44,17.333334,13.666667,-15.222222,-1.753726,1
60,22.444445,17.88889,-17.666666,-1.713134,1
140,6.555555,2.888889,-6.333334,-0.783647,1
136,7.111111,3.333333,-6.888889,-0.896533,1
61,18.666668,14,-14.888889,-1.591206,1
74,22.555555,17.666668,-17.777779,-1.66658,1
104,19.222221,13.666667,-15.111111,-1.446641,1
102,22.11111,17.333334,-17.222221,-1.68544,1
67,22.88889,17.555555,-18.555555,-1.670171,1
120,22.11111,18.444445,-15.666667,-1.76489,1
92,23.11111,17.555555,-18.333334,-1.637777,1
138,7.333334,3.333333,-7.222222,-0.862108,1
64,22,16.555555,-17.777779,-1.625668,1
75,22,16.88889,-17.555555,-1.641882,1
112,7,3.555556,-8,-1.273992,1
89,21.333334,16.555555,-16,-1.611365,1
123,8.222222,4,-8.222222,-0.985729,1
134,6.777778,2.888889,-7.222222,-0.912631,1
141,7,3,-7.222222,-0.843732,1
60,24.666666,20.333334,-19.222221,-1.776113,1
142,6.222222,2.333334,-6.777778,-0.776334,1
118,7.555555,3.666667,-8.333333,-1.134543,1
61,22.666666,17.88889,-17.555555,-1.700913,1
128,6.888889,2.777778,-6.777778,-0.688601,1
149,4.111111,3.666667,-5.555555,-2.009108,1
62,23.777779,20.666668,-20.11111,-1.888408,1
80,24,19.555555,-19.333334,-1.773594,1
102,22.11111,17.333334,-17.222221,-1.68544,1
114,6.555555,3.111111,-6.444445,-0.91061,1
130,8.555555,4.666667,-7.888889,-1.056659,1
74,21,15.555555,-16.777779,-1.554234,1
114,7.555555,3.666667,-7.666666,-1.0108,1
106,19.555555,14.111111,-15,-1.48458,1
64,17.555555,14,-14.666667,-1.755505,1
149,4.111111,3.555556,-5.666666,-1.985703,1
60,19.333334,14.666667,-15.777778,-1.650048,1
110,4.333334,2,-6.666666,-1.539762,1
55,21.666666,17.555555,-17.666666,-1.771163,1
113,20,15.333333,-14.777778,-1.585609,1
117,6.333334,3.444444,-7,-1.353896,1
140,7.888889,3.777778,-7.666666,-0.909267,1
140,7.444445,3.666667,-7,-0.91962,1
75,24,18.88889,-17.88889,-1.652768,1
102,18.555555,13.333333,-13.777778,-1.447037,1
138,6.777778,2.666667,-6.888889,-0.722894,1
124,7.555555,3.666667,-7.666666,-1.011484,1
126,7.666666,2.888889,-7.555555,-0.612886,1
132,7.444445,3.555556,-6.555555,-0.726018,1
74,21.666666,16.666668,-17.222221,-1.646671,1
125,7.333334,3.555556,-7.888889,-1.121818,1
92,22.777779,17.555555,-17.666666,-1.653926,1
32,129.77779,132.77779,-10.555555,-2.280755,2
41,95.111115,105.111115,-13.777778,-2.404745,2
57,113,119.44444,-14.444445,-2.341163,2
79,73.55556,79.44444,-30,-2.241633,2
32,129.77779,132.77779,-10.555555,-2.280755,2
24,117.666664,123.55556,-12.222222,-2.349252,2
54,109.111115,108.77778,-24,-2.079152,2
96,76,80.77778,-30.11111,-2.219979,2
42,128.11111,131.33334,-11.888889,-2.282217,2
94,80.888885,85.77778,-28.555555,-2.227114,2
56,116.22222,121.44444,-15,-2.307657,2
57,115.77778,122.111115,-12,-2.362514,2
13,88.22222,95.666664,-25.333334,-2.28708,2
63,108.44444,114.666664,-16.666666,-2.315885,2
55,101,107.77778,-17.666666,-2.319697,2
33,114.666664,121.22222,-14,-2.348002,2
38,100.44444,108.55556,-14.777778,-2.370002,2
107,125.77778,130,-11,-2.317384,2
25,117.77778,123.888885,-12.333333,-2.354552,2
24,117.666664,123.55556,-12.222222,-2.349252,2
43,115.666664,119.888885,-16.11111,-2.270653,2
71,72.77778,79.111115,-30.11111,-2.249475,2
34,111.44444,118.22222,-15,-2.343381,2
52,115.55556,121.55556,-12.666667,-2.348494,2
33,113.22222,119.55556,-15,-2.333537,2
14,99,108.55556,-12.555555,-2.408968,2
40,114.22222,119.55556,-16.777779,-2.2949,2
67,112.333336,117.888885,-15,-2.317188,2
42,130.44444,133.33334,-11.222222,-2.26361,2
44,112,118.888885,-11.111111,-2.384657,2
66,111,116.888885,-17,-2.307094,2
40,113.333336,118.333336,-16.333334,-2.292201,2
29,88.77778,94.666664,-25.777779,-2.257217,2
37,80.111115,86.55556,-28.11111,-2.258443,2
52,101,104.666664,-20.88889,-2.229685,2
78,128.66667,131,-13.666667,-2.225537,2
16,87.55556,95,-22.555555,-2.302468,2
13,106.55556,113.666664,-15,-2.351897,2
57,129.88889,131.77779,-12.555555,-2.215046,2
41,111.888885,117.44444,-16.777779,-2.299918,2
63,96.22222,104.44444,-13.444445,-2.382438,2
14,100.111115,109.22222,-13.777778,-2.391113,2
13,122.77778,128.55556,-11.111111,-2.360428,2
32,110.22222,116,-16.333334,-2.309391,2
40,114.44444,118.888885,-17.222221,-2.270219,2
43,117.333336,121.55556,-14.777778,-2.280207,2
93,70.66667,76.111115,-30.555555,-2.231558,2
15,134.33334,137.88889,-8.666667,-2.328472,2
15,100.111115,109.111115,-13.888889,-2.389025,2
45,88.111115,93.111115,-26.444445,-2.238324,2
22,132.11111,132.88889,-14.222222,-2.146204,2
55,90,95.111115,-23.88889,-2.251012,2
113,124.666664,129,-12.333333,-2.309551,2
19,115.44444,122.111115,-13.666667,-2.352834,2
16,99.55556,108.333336,-13.888889,-2.385001,2
51,111.77778,118.888885,-12.888889,-2.368498,2
57,76.44444,83,-29.777779,-2.254208,2
62,112.333336,118.77778,-14.111111,-2.343404,2
25,103.666664,111.333336,-14.777778,-2.360195,2
23,111.888885,119.77778,-14,-2.37055,2
21,115.77778,122.666664,-12.333333,-2.370372,2
58,112.55556,119,-12,-2.365385,2
48,94.77778,99.77778,-24.333334,-2.247036,2
75,72,77.77778,-32.333332,-2.232,2
59,110.55556,116.77778,-15.777778,-2.323173,2
46,116,121.111115,-14.777778,-2.304436,2
15,119.666664,125.44444,-14.111111,-2.32497,2
101,126.44444,131.11111,-11.444445,-2.328735,2
51,117,121.77778,-13.666667,-2.306687,2
64,96.333336,103.77778,-15,-2.355443,2
20,116.77778,122.55556,-14.333333,-2.326919,2
80,82.44444,87.22222,-27.333334,-2.228712,2
97,126.55556,131.11111,-9.777778,-2.346234,2
13,122.111115,128.44444,-10,-2.386251,2
41,110.22222,115.333336,-18.444445,-2.280803,2
89,93.111115,99.666664,-19.222221,-2.306204,2
47,129,131.88889,-11.555555,-2.262555,2
109,89.44444,95.77778,-20.11111,-2.297546,2
16,99.111115,105.22222,-19.777779,-2.293933,2
115,123.22222,129.77779,-9,-2.405477,2
51,113.22222,118.888885,-16.555555,-2.30531,2
36,98.22222,107.22222,-14.111111,-2.387384,2
21,116.22222,122.55556,-14.222222,-2.339377,2
56,115.888885,121.44444,-13.666667,-2.326783,2
33,96.77778,106.333336,-12.777778,-2.408019,2
32,115.111115,121.333336,-14.666667,-2.333746,2
47,93.22222,99.333336,-23.333334,-2.271072,2
62,100.77778,103,-21.11111,-2.185419,2
21,120.77778,126.44444,-11.111111,-2.357178,2
29,119.22222,123.22222,-15.666667,-2.271128,2
20,114,120.44444,-13.666667,-2.348006,2
104,87.22222,94.44444,-18.222221,-2.326201,2
25,117.77778,123.888885,-12.333333,-2.354552,2
68,95.111115,97.333336,-25.333334,-2.169999,2
36,89.55556,94.333336,-26.11111,-2.232346,2
30,115.111115,120.111115,-15.888889,-2.295989,2
50,109.22222,115.44444,-17.222221,-2.312305,2
46,112.77778,119.888885,-14,-2.357688,2
31,130.77779,133,-10.222222,-2.251504,2
34,113.666664,120.77778,-14.111111,-2.357272,2
32,115.111115,121.333336,-14.666667,-2.333746,2
71,96.666664,97.888885,-23.333334,-2.143159,2
77,93.888885,103.77778,-11.555555,-2.42468,2
72,115.333336,120.77778,-14.333333,-2.32084,2
15,133.88889,137.44444,-8.555555,-2.330563,2
20,115.666664,121.666664,-14.666667,-2.328034,2
36,100.77778,108.888885,-15.444445,-2.362237,2
50,94.666664,101.888885,-16.666666,-2.337296,2
75,105.888885,111.22222,-16.444445,-2.295488,2
62,117.55556,121.55556,-14.777778,-2.275425,2
49,108.111115,114.666664,-18.11111,-2.315477,2
54,96.77778,103.666664,-15.555555,-2.33633,2
50,113.111115,118.333336,-17.333334,-2.28828,2
42,95.666664,104.888885,-12.111111,-2.410388,2
77,128.55556,131.88889,-12.111111,-2.277146,2
62,116.333336,121.111115,-12.888889,-2.315962,2
21,113.44444,120.888885,-14.111111,-2.362526,2
86,92.888885,100.333336,-16.333334,-2.343789,2
11,136.88889,142.55556,-2.666667,-2.521648,2
57,111.333336,116.666664,-17,-2.297173,2
40,96.22222,106.888885,-11.444445,-2.434692,2
46,100.888885,110.111115,-13.555555,-2.395028,2
28,99.44444,108.333336,-13.888889,-2.387884,2
20,102.666664,106.55556,-21.88889,-2.231826,2
61,95.111115,103.77778,-15.888889,-2.367396,2
60,99.55556,101.55556,-24.666666,-2.16692,2
57,114.22222,120.22222,-13.444445,-2.34019,2
79,93.888885,102.77778,-14.888889,-2.377965,2
33,97.77778,104.22222,-21.333334,-2.290421,2
11,135.11111,139.44444,-6.333334,-2.401587,2
13,134.33334,137.33334,-8.777778,-2.292384,2
76,74.55556,79.111115,-32.88889,-2.208019,2
54,97.55556,104.888885,-15.222222,-2.351182,2
29,119.22222,123.22222,-15.666667,-2.271128,2
17,120.77778,126.22222,-12.222222,-2.339493,2
21,115,122.55556,-12.777778,-2.377814,2
53,112.333336,119.77778,-11,-2.39327,2
36,128.55556,131.22223,-12.222222,-2.247156,2
79,93.888885,102.77778,-14.888889,-2.377965,2
38,113.333336,119.55556,-15.888889,-2.322923,2
29,98.55556,107.111115,-14.888889,-2.373206,2
21,115.77778,122.666664,-12.333333,-2.370372,2
15,90.888885,97.55556,-26.88889,-2.266452,2
55,113.888885,119.111115,-15,-2.308179,2
46,112.77778,119.888885,-14,-2.357688,2
71,115.55556,121.44444,-13.555555,-2.339758,2
32,99.22222,104.333336,-23.11111,-2.255674,2
71,111.44444,116.77778,-16.222221,-2.301203,2
40,95.333336,105.77778,-12.777778,-2.419456,2
66,106.888885,107,-21.666666,-2.09899,2
54,97.888885,105,-15,-2.345744,2
31,117.111115,122.111115,-14.111111,-2.310766,2
46,93.888885,99.77778,-23.222221,-2.270851,2
35,83,88.77778,-27.444445,-2.248235,2
70,104,105.77778,-20.222221,-2.17166,2
85,88.77778,91.77778,-27.777779,-2.186342,2
49,117,122.111115,-15.888889,-2.297839,2
39,116.55556,123.111115,-13.222222,-2.352961,2
15,123,128.33334,-11.666667,-2.341041,2
80,102.888885,103,-24.222221,-2.098697,2
47,114.111115,117.666664,-18.555555,-2.23989,2
26,131.44444,132.88889,-12.444445,-2.182567,2
31,129.88889,132.33334,-10.777778,-2.255012,2
41,99,108,-12.333333,-2.404553,2
33,96.77778,102.333336,-22.666666,-2.266225,2
17,118.77778,126.333336,-9.666667,-2.412968,2
28,96.111115,107.22222,-12.888889,-2.425992,2
57,86.22222,92.888885,-22.666666,-2.288131,2
18,114,120.888885,-14.222222,-2.352184,2
35,114.44444,119.111115,-16.333334,-2.282923,2
81,75.66667,79.111115,-33.88889,-2.18233,2
87,127.888885,131.88889,-10.555555,-2.312874,2
49,116.333336,120.44444,-17.222221,-2.263738,2
47,116,121.44444,-14.777778,-2.315792,2
40,117.44444,122.55556,-14.555555,-2.308766,2
39,102.55556,105.55556,-23.444445,-2.198158,2
50,93.888885,103.55556,-17.11111,-2.37202,2
18,97.22222,108.666664,-10.333333,-2.45498,2
59,116.55556,121.44444,-14.111111,-2.308637,2
27,132.55556,135.11111,-8.888889,-2.264532,2
81,77.22222,80.888885,-33.88889,-2.187399,2
67,92.111115,100.55556,-16.555555,-2.357338,2
54,112.666664,119.111115,-15.777778,-2.328661,2
92,74.888885,80.66667,-29,-2.242802,2
50,94.666664,101.888885,-16.666666,-2.337296,2
24,110.77778,116.333336,-15.888889,-2.307914,2
93,103.888885,105,-21.88889,-2.141419,2
58,110.44444,117.55556,-14.111111,-2.357271,2
45,110.55556,118,-14.555555,-2.35936,2
101,126.44444,131.11111,-11.444445,-2.328735,2
99,79,83.22222,-30.555555,-2.207756,2
34,131.44444,133,-12.111111,-2.2,2
25,97.77778,107.55556,-14,-2.396894,2
30,99.333336,108.44444,-13.555555,-2.395064,2
27,132.55556,135.11111,-8.888889,-2.264532,2
45,87.111115,92.55556,-26,-2.247816,2
44,93,98.22222,-23.333334,-2.255577,2
39,102.55556,105.55556,-23.444445,-2.198158,2
51,95.22222,104,-14.222222,-2.383438,2
66,80.66667,85.888885,-27.666666,-2.235701,2
25,89.111115,94.888885,-26.222221,-2.252101,2
17,115,121.55556,-13.777778,-2.348415,2
18,102.44444,107.666664,-19.444445,-2.278452,2
65,82.77778,88.111115,-27.666666,-2.239144,2
35,96.44444,105.44444,-11,-2.420203,2
45,111.111115,116.111115,-16.222221,-2.292668,2
48,112.22222,116.77778,-16.777779,-2.278604,2
96,103.44444,103.22222,-25.11111,-2.085954,2
85,79.22222,83.44444,-30.333334,-2.208414,2
68,94.22222,101.55556,-17.444445,-2.333212,2
51,110.666664,117.44444,-16.555555,-2.330465,2
47,127.44444,131.11111,-11,-2.30244,2
28,96.44444,107.666664,-11.777778,-2.438585,2
81,105.666664,104.22222,-26.11111,-2.033487,2
31,115.55556,121.888885,-14.888889,-2.334831,2
13,134.88889,140,-4.777778,-2.449265,2
48,107.44444,107.44444,-25,-2.090557,2
58,110.111115,117.111115,-14.666667,-2.349269,2
88,101.55556,102.666664,-23.777779,-2.139239,2
58,97.666664,105.333336,-15.111111,-2.357271,2
41,130.66667,133.55556,-10.777778,-2.268529,2
91,92.55556,98.666664,-18.666666,-2.300486,2
42,117,122.333336,-14.111111,-2.31442,2
64,77.22222,82.55556,-30.777779,-2.228939,2
44,85,90.55556,-25.333334,-2.254541,2
19,116.55556,122.888885,-13.888889,-2.344188,2
20,98.44444,107.111115,-13.777778,-2.385213,2
60,114,118.666664,-15,-2.293386,2
63,92.666664,100.888885,-14.111111,-2.375282,2
58,76.888885,82.66667,-30.11111,-2.239301,2
35,131.22223,132,-13.444445,-2.146845,2
35,113.77778,120.44444,-14.222222,-2.346636,2
59,109.22222,116.888885,-14.444445,-2.364216,2
50,109.888885,116.55556,-16.555555,-2.325679,2
41,103.888885,105.111115,-24.88889,-2.139822,2
34,91.22222,97.888885,-22.777779,-2.286636,2
12,107.22222,114.55556,-13.444445,-2.368866,2
46,129.44444,131.55556,-11.888889,-2.232616,2
30,100.77778,108.888885,-13.111111,-2.385308,2
57,129.44444,131.22223,-13.666667,-2.187422,2
29,119,123.666664,-14.444445,-2.29776,2
62,115.77778,120.77778,-13.666667,-2.314232,2
13,137.11111,139.44444,-7.111111,-2.276767,2
28,111,117.888885,-13.888889,-2.35398,2
40,114,119.77778,-16,-2.313685,2
16,134.66667,136.66667,-11.222222,-2.232895,2
98,77.333336,82.77778,-28.666666,-2.238522,2
41,95.111115,105.111115,-13.777778,-2.404745,2
65,115.333336,120,-17,-2.273744,2
35,83.333336,90.333336,-25.222221,-2.280843,2
27,132.55556,133.44444,-12.222222,-2.146716,2
39,99.44444,108.44444,-13.666667,-2.393564,2
22,133,133.88889,-12.222222,-2.158304,2
48,127.55556,130.88889,-11.888889,-2.278428,2
