@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
85,3.944444,20.444445,15.777778,0.437404,-1.659879,1
66,2.166667,21.222221,16.777779,0.438246,-1.733544,1
142,1.722222,6.777778,2.444444,0.646164,-0.675123,1
145,0.611111,5.555555,2.222222,0.600529,-0.57094,1
147,0.722222,4.111111,2.222222,0.698445,-1.561754,1
110,1.944444,4.333334,2,0.708333,-1.539762,1
86,1.666667,23.555555,18,0.424597,-1.650844,1
111,0.888889,7,3.444444,0.562919,-1.175773,1
149,0.722222,4.111111,3.555556,0.578339,-1.985703,1
72,1.666666,23.777779,19.444445,0.450926,-1.807866,1
67,2.444445,19.555555,14.555555,0.436939,-1.623202,1
133,1.166667,7.777778,3.666667,0.558201,-1.077659,1
110,2.666667,18.88889,13.444445,0.368848,-1.345096,1
108,0.944444,21,16.555555,0.412134,-1.683529,1
123,0.5,7.555555,3.222222,0.573413,-0.837598,1
131,0.777778,7.555555,3.666667,0.515873,-0.804846,1
56,1.333333,21.11111,16.88889,0.440708,-1.759414,1
116,0.444445,7.555555,3.666667,0.559171,-1.19107,1
116,0.333333,6.777778,3.111111,0.575397,-1.099624,1
146,0.666667,5.666666,2.888889,0.571429,-1.258358,1
111,1.333333,19.777779,13.888889,0.374312,-1.333792,1
60,2.444445,21.333334,16.555555,0.446636,-1.709389,1
114,3.888888,19,12.555555,0.393691,-1.176662,1
67,1.833333,22.555555,16.333334,0.414836,-1.524771,1
114,0.666667,6.555555,3.111111,0.534392,-0.91061,1
126,0.666667,8.777778,4.888889,0.450309,-0.913675,1
142,1.277778,6.222222,2.333334,0.630159,-0.776334,1
142,1.5,6.777778,2.333334,0.662037,-0.604864,1
113,2.944444,20,15.333333,0.396589,-1.585609,1
84,1.611111,23.555555,18,0.398791,-1.598867,1
56,2.722222,26.11111,22.11111,0.41394,-1.819915,1
81,1.833333,20.333334,14.555555,0.41031,-1.472378,1
124,0.611111,6.888889,2.777778,0.595899,-0.752669,1
81,1.333333,22.333334,17,0.409201,-1.606794,1
57,2.111111,24.666666,19.777779,0.425691,-1.739017,1
108,1.388889,19,12.888889,0.388756,-1.302133,1
108,1.388889,19,12.888889,0.388756,-1.302133,1
54,2.722222,22.777779,18.444445,0.432167,-1.760752,1
63,1.944444,20.333334,17.11111,0.422651,-1.813886,1
130,1,8.444445,4.222222,0.501014,-0.764077,1
134,0.666667,6.444445,2.555556,0.603704,-0.730465,1
131,0.333333,7.222222,3,0.581349,-0.621222,1
83,2.444445,19.555555,14.333333,0.410073,-1.507007,1
133,0.5,8.333334,3.888889,0.53858,-0.924817,1
74,0.666667,21.666666,16.666668,0.422206,-1.646671,1
124,0.888889,7.111111,3.444444,0.545855,-1.037663,1
109,1.944444,19.222221,12.555555,0.384997,-1.131204,1
134,0.388889,6.777778,2.888889,0.587302,-0.912631,1
118,1.055556,7,3.222222,0.545635,-0.960827,1
95,0.944444,21.333334,16.222223,0.390436,-1.567327,1
128,0.388889,6.888889,2.777778,0.593915,-0.688601,1
63,2.111111,19.666668,15.333333,0.44725,-1.72683,1
118,0.722222,7.666666,3.555556,0.537698,-0.87829,1
45,3.277778,20.555555,16.444445,0.428167,-1.73537,1
62,1.833333,20.555555,15.777778,0.419469,-1.650123,1
111,0.611111,7.666666,3.222222,0.581349,-0.872666,1
117,1,21.11111,16.222223,0.382629,-1.574477,1
130,0.388889,6.888889,2.888889,0.587963,-0.889024,1
113,2.944444,20,15.333333,0.396589,-1.585609,1
135,1.055556,7.444445,3.222222,0.565476,-0.787376,1
135,0.666667,5.666666,2,0.647222,-0.807848,1
42,1.388889,20,16.666668,0.462752,-1.842494,1
56,1.277777,23.333334,20,0.442788,-1.863182,1
91,2.555556,19.777779,14.888889,0.394157,-1.55225,1
90,2,23.666666,18.666668,0.420598,-1.705942,1
129,0.666667,7.888889,3.777778,0.540123,-0.932783,1
117,1.611111,20.666668,14.888889,0.381277,-1.420087,1
64,1.666666,17.555555,14,0.441092,-1.755505,1
138,0.833333,7.333334,3.333333,0.543871,-0.862108,1
85,1.777778,18.88889,13.111111,0.399751,-1.386867,1
83,3.611111,19.11111,13.888889,0.399927,-1.456819,1
40,1.111112,15.666667,12.555555,0.46306,-1.783602,1
92,1.388889,22.777779,17.555555,0.414356,-1.653926,1
139,0.777778,6.555555,3,0.566799,-1.004936,1
92,1.777778,21.777779,17.11111,0.422223,-1.682651,1
80,3,24.333334,18.555555,0.412094,-1.620451,1
104,2.666666,20.88889,16.11111,0.430399,-1.669752,1
107,1.888889,19.88889,13.888889,0.394656,-1.357871,1
149,1,4.111111,3.666667,0.588163,-2.009108,1
141,0.777778,7,3,0.574074,-0.843732,1
123,0.388889,7.111111,3.444444,0.531746,-0.988413,1
75,0.722222,21.11111,15.777778,0.417046,-1.590164,1
41,1.666667,20.777779,16.88889,0.432047,-1.77166,1
61,3.111111,18.666668,14,0.419522,-1.591206,1
147,0.777778,5.444445,3.888889,0.643678,-1.783388,1
116,0.222222,6.555555,2.888889,0.580026,-1.093148,1
130,1.055556,7.333334,3.333333,0.570106,-0.963048,1
125,0.666667,7.333334,3.555556,0.545635,-1.121818,1
110,2.666667,18.88889,13.444445,0.368848,-1.345096,1
117,1,7.333334,3.777778,0.53858,-1.233256,1
50,1,21.666666,17.444445,0.418746,-1.741254,1
118,0.777778,6.222222,2.555556,0.617063,-1.047198,1
124,0.611111,7.444445,3.333333,0.571649,-0.987873,1
81,2.722222,20.11111,15.222222,0.412662,-1.566335,1
107,1.777778,18.777779,11.888889,0.399311,-1.131973,1
145,0.722222,6.333334,3,0.564153,-1.068968,1
103,1.111111,19.222221,13.222222,0.410306,-1.397414,1
142,0.944444,6.555555,2.777778,0.574735,-0.829712,1
103,1.888889,20.222221,13.888889,0.388385,-1.334127,1
86,3.555556,23.333334,17.88889,0.405541,-1.60859,1
111,0.888889,7,3.444444,0.562919,-1.175773,1
111,1.055556,6.888889,3.222222,0.566138,-1.065066,1
117,0.5,6.888889,3.333333,0.553571,-1.179692,1
74,2.166667,22.555555,17.666668,0.420252,-1.66658,1
128,0.666667,6.888889,3.111111,0.561508,-0.985811,1
70,1.722222,24.444445,19.666668,0.421281,-1.74518,1
88,2.888889,21.333334,16.666668,0.413308,-1.653787,1
126,0.611111,7.666666,2.888889,0.623016,-0.612886,1
137,1.111111,7.777778,3.333333,0.573633,-0.744272,1
115,0.333333,8.222222,3.888889,0.53858,-0.965144,1
94,3.666667,20.666668,15.666667,0.427811,-1.627145,1
60,2.888889,24.666666,20.333334,0.4223,-1.776113,1
77,4.444445,24.11111,19.11111,0.407623,-1.677308,1
143,0.666667,6.111111,2,0.674074,-0.87829,1
132,0.944444,7.444445,3.555556,0.529982,-0.726018,1
59,2.944445,22.333334,18.555555,0.459427,-1.836328,1
88,1.722222,21.444445,15.666667,0.405118,-1.512555,1
111,2.555555,4.111111,1.777778,0.715608,-1.43724,1
129,1.111111,8,3.777778,0.541887,-0.912766,1
114,0.833333,7,3.222222,0.56746,-1.151837,1
129,0.888889,8.444445,4,0.530556,-0.843904,1
113,0.777778,7.111111,3,0.579365,-0.942558,1
53,2.833333,22.777779,20.11111,0.474773,-1.937482,1
80,2.5,24,19.555555,0.432471,-1.773594,1
122,0.5,8.111112,3.888889,0.520062,-0.83212,1
116,0.444445,7.555555,3.666667,0.559171,-1.19107,1
107,3.333333,19.444445,13.444445,0.413785,-1.370369,1
51,1.611111,18.777779,14.333333,0.442861,-1.68129,1
147,0.722222,5.666666,3.222222,0.652248,-1.50837,1
124,0.388889,7.444445,3.333333,0.563492,-1.02473,1
77,2.444445,23.444445,18.444445,0.415737,-1.68954,1
118,0.555556,6.555555,3.222222,0.545855,-1.053347,1
129,0.666667,7.888889,3.777778,0.540123,-0.932783,1
74,1.388889,21,15.555555,0.419204,-1.554234,1
128,0.333333,7.333334,3.333333,0.563713,-1.005054,1
60,1.055555,18.88889,14.333333,0.419248,-1.623392,1
136,1,7.777778,3.777778,0.529541,-0.924607,1
147,0.5,3.888889,1.888889,0.713228,-1.475643,1
101,1.777778,18.333334,12.555555,0.376852,-1.21111,1
102,2.611111,22.11111,17.333334,0.417763,-1.68544,1
140,0.5,7.444445,3.666667,0.513889,-0.91962,1
115,0.333333,7.777778,4,0.53858,-1.210357,1
59,2.055555,20.777779,15.888889,0.445142,-1.680812,1
114,1.944444,20,14.888889,0.394964,-1.508658,1
126,1,7.666666,3.777778,0.551587,-1.118131,1
96,2.777778,22.11111,16.222223,0.406451,-1.530686,1
140,0.666667,6.555555,2.888889,0.564153,-0.783647,1
72,1.777778,23.555555,20.11111,0.436895,-1.846158,1
67,2.444445,19.555555,14.555555,0.436939,-1.623202,1
144,0.722222,6,2.666667,0.574603,-0.969119,1
67,1.555556,22.88889,17.555555,0.429897,-1.670171,1
113,0.722222,7.111111,3,0.580026,-0.851202,1
95,2.499999,21.11111,16,0.388363,-1.555549,1
73,1.611112,19.777779,15.333333,0.426973,-1.675465,1
61,0.833333,22.666666,17.88889,0.415751,-1.700913,1
59,2.055555,22.666666,18,0.415301,-1.699326,1
86,1.722222,18.555555,13.666667,0.417916,-1.541502,1
56,1.333334,19.444445,14.666667,0.422689,-1.622211,1
102,1.333333,20.333334,15.444445,0.381059,-1.555097,1
139,0.833333,7.555555,3.555556,0.532628,-0.965946,1
131,1.333333,6.888889,3,0.592813,-0.850783,1
55,1.777777,21.666666,17.555555,0.43507,-1.771163,1
68,1.777778,20.444445,15.888889,0.440354,-1.700324,1
116,0.555555,7.555555,3.888889,0.546517,-1.233945,1
118,2.277778,20.222221,15.777778,0.416884,-1.620749,1
123,0.444444,6,2.333334,0.61164,-0.853547,1
98,1.888889,21,15.777778,0.389147,-1.528895,1
104,1.5,19.222221,13.666667,0.410009,-1.446641,1
64,1.388889,22.666666,17.666668,0.446354,-1.724894,1
101,1.611111,21.555555,16.555555,0.432819,-1.674318,1
60,2.888889,24.666666,20.333334,0.4223,-1.776113,1
113,2.777778,17.11111,10.111111,0.451359,-0.9757,1
112,1,7,3.555556,0.559171,-1.273992,1
86,1.222222,24.222221,20.222221,0.421495,-1.804829,1
111,0.611111,6.888889,3,0.564153,-0.897859,1
104,3.055556,20.222221,15.444445,0.380367,-1.555376,1
78,2,24,18.555555,0.401965,-1.610448,1
114,1,7.555555,3.666667,0.537919,-1.0108,1
123,0.666667,8.222222,4,0.524471,-0.985729,1
71,4.5,21.777779,16.666668,0.416299,-1.636863,1
67,2.111111,25.11111,20.444445,0.429308,-1.768356,1
124,0.888889,7.111111,3.444444,0.545855,-1.037663,1
90,1.333334,18.777779,13.444445,0.38846,-1.425885,1
143,0.666667,6.666666,3,0.556437,-0.914813,1
85,2.500001,20.777779,15.444445,0.428735,-1.603957,1
69,1.88889,23.444445,19.11111,0.44486,-1.79139,1
89,2.944445,21.333334,16.555555,0.400445,-1.611365,1
106,1.611111,22,17.222223,0.423346,-1.695804,1
117,0.555556,6.333334,3.444444,0.543651,-1.353896,1
130,0.833333,8.555555,4.666667,0.481594,-1.056659,1
116,1.166667,7.111111,3.555556,0.544733,-1.163245,1
64,2.388889,22,16.555555,0.426923,-1.625668,1
136,0.444444,7.111111,3.333333,0.535714,-0.896533,1
104,4,20.555555,16.555555,0.421395,-1.72879,1
109,1.333334,19.222221,13.111111,0.376024,-1.276562,1
122,0.555556,7,3.222222,0.551587,-0.964797,1
106,2.111111,20,14.888889,0.408155,-1.55762,1
134,0.722222,7.666666,3.333333,0.577601,-0.806042,1
91,2.166666,22,16.666668,0.420716,-1.630409,1
98,1.055555,18.333334,13.333333,0.356724,-1.360437,1
122,0.5,7.222222,3.444444,0.551808,-1.05144,1
124,1,8.222222,4.222222,0.531173,-1.157082,1
89,1.666667,23.11111,18.11111,0.405022,-1.664008,1
102,1.944444,18.555555,13.333333,0.390329,-1.447037,1
103,1.833333,21.222221,16.333334,0.416239,-1.634396,1
101,1.277778,21.222221,15.888889,0.404792,-1.558599,1
77,3.055556,24.555555,20.222221,0.413217,-1.768872,1
73,2.611111,19.222221,13.888889,0.421504,-1.524253,1
107,1.611111,18.333334,12.555555,0.395253,-1.312499,1
57,2.111111,24.666666,19.777779,0.425691,-1.739017,1
100,1.222222,21.666666,15.555555,0.401042,-1.477019,1
118,3.444444,21.555555,17.666668,0.390398,-1.707392,1
75,3.777778,24,18.88889,0.40212,-1.652768,1
89,2.555556,18.777779,14.222222,0.402507,-1.544214,1
136,1,7.777778,3.777778,0.529541,-0.924607,1
124,0.666667,7.666666,3.555556,0.550044,-0.95784,1
117,0.388889,7.666666,3.888889,0.510362,-0.983947,1
44,2.38889,17.333334,13.666667,0.457681,-1.753726,1
119,2.555556,21.333334,16.11111,0.408211,-1.57896,1
108,1.611111,19,12.444445,0.378839,-1.169517,1
101,1.722222,20.333334,14.888889,0.404038,-1.520125,1
99,0.777779,79,83.22222,0.330418,-2.207756,2
29,1.388891,119,123.666664,0.166484,-2.29776,2
41,0.388892,95.111115,105.111115,0.262046,-2.404745,2
49,0.722225,97.111115,100.666664,0.246491,-2.211659,2
82,0.611111,92.888885,100.77778,0.262093,-2.344872,2
101,0.611109,126.44444,131.11111,0.141107,-2.328735,2
57,1.611109,86.22222,92.888885,0.294515,-2.288131,2
98,1.666667,77.333336,82.77778,0.338288,-2.238522,2
41,1.111115,130.66667,133.55556,0.112421,-2.268529,2
20,0.833333,114,120.44444,0.188892,-2.348006,2
35,1.222221,83,88.77778,0.319499,-2.248235,2
83,1.055552,74.55556,80.44444,0.362062,-2.239053,2
13,1.111112,88.22222,95.666664,0.313159,-2.28708,2
39,0.777776,113.888885,118.333336,0.188391,-2.268113,2
30,0.611109,97.666664,107,0.24285,-2.405295,2
19,0.944443,116.55556,122.888885,0.185539,-2.344188,2
50,0.777779,109.22222,115.44444,0.213538,-2.312305,2
29,0.444443,98.55556,107.111115,0.245093,-2.373206,2
63,6.222223,92.666664,100.888885,0.248136,-2.375282,2
64,0.777777,77.22222,82.55556,0.34921,-2.228939,2
24,0.888888,117.666664,123.55556,0.169397,-2.349252,2
29,1.388891,119,123.666664,0.166484,-2.29776,2
13,1.111115,134.33334,137.33334,0.09906,-2.292384,2
35,0.722221,131.22223,132,0.103336,-2.146845,2
15,1.888888,119.666664,125.44444,0.176494,-2.32497,2
93,1.944444,70.66667,76.111115,0.369638,-2.231558,2
56,0.722221,116.22222,121.44444,0.179483,-2.307657,2
79,0.777779,93.888885,102.77778,0.258079,-2.377965,2
77,1.277776,128.55556,131.88889,0.127385,-2.277146,2
36,1.055556,98.22222,107.22222,0.24634,-2.387384,2
40,0.722223,96.22222,106.888885,0.254051,-2.434692,2
18,0.5,102.333336,108.888885,0.213257,-2.340839,2
33,0.500001,96.77778,106.333336,0.247776,-2.408019,2
62,1.611109,100.77778,103,0.202279,-2.185419,2
28,1.777779,96.44444,107.666664,0.261838,-2.438585,2
31,0.777777,101.888885,110.44444,0.23132,-2.384877,2
20,1.27778,116.77778,122.55556,0.181475,-2.326919,2
30,1.222223,100.77778,108.888885,0.225384,-2.385308,2
25,1.277776,89.111115,94.888885,0.297528,-2.252101,2
21,1.166667,115.77778,122.666664,0.184022,-2.370372,2
25,1.111111,117.77778,123.888885,0.172504,-2.354552,2
31,1.222223,117.111115,122.111115,0.170718,-2.310766,2
22,0.722221,133,133.88889,0.095184,-2.158304,2
66,1.444443,111,116.888885,0.205803,-2.307094,2
43,0.888889,94.111115,99.111115,0.266023,-2.247952,2
57,1.000001,76.44444,83,0.359343,-2.254208,2
24,1.611109,110.77778,116.333336,0.195977,-2.307914,2
11,2.166667,135.11111,139.44444,0.099836,-2.401587,2
54,0.833335,97.888885,105,0.229674,-2.345744,2
78,0.777779,128.66667,131,0.124647,-2.225537,2
40,1.222221,117.44444,122.55556,0.174209,-2.308766,2
49,0.666669,108.111115,114.666664,0.223879,-2.315477,2
18,1.166669,131.44444,134.33334,0.111218,-2.27511,2
15,1.222221,123,128.33334,0.153616,-2.341041,2
47,0.999997,127.44444,131.11111,0.125709,-2.30244,2
57,1.388891,129.44444,131.22223,0.118733,-2.187422,2
32,2.611109,129.77779,132.77779,0.113055,-2.280755,2
46,2.166668,112.77778,119.888885,0.200124,-2.357688,2
17,1.277779,115,121.55556,0.189464,-2.348415,2
42,1.666668,95.666664,104.888885,0.241934,-2.410388,2
25,1.111111,117.77778,123.888885,0.172504,-2.354552,2
72,1.166667,79.22222,84,0.323421,-2.22578,2
54,0.944444,109.111115,108.77778,0.181149,-2.079152,2
31,1.333333,129.88889,132.33334,0.107616,-2.255012,2
86,1.166669,92.888885,100.333336,0.251552,-2.343789,2
28,1.444441,111,117.888885,0.199513,-2.35398,2
40,1.333332,114.44444,118.888885,0.185749,-2.270219,2
21,1.333333,120.666664,126.333336,0.153497,-2.364884,2
50,0.944445,94.666664,101.888885,0.247337,-2.337296,2
30,1.222223,100.77778,108.888885,0.225384,-2.385308,2
14,1.666669,104.22222,112.666664,0.222856,-2.390383,2
62,1.000001,85.666664,91.888885,0.294583,-2.277142,2
50,1.444444,109.888885,116.55556,0.213809,-2.325679,2
54,1.722223,96.77778,103.666664,0.232219,-2.33633,2
50,0.944445,94.666664,101.888885,0.247337,-2.337296,2
57,1.611112,113,119.44444,0.194754,-2.341163,2
37,1.055553,80.111115,86.55556,0.338487,-2.258443,2
62,1.666669,115.77778,120.77778,0.169635,-2.314232,2
58,0.888888,97.666664,105.333336,0.237567,-2.357271,2
16,0.888891,99.111115,105.22222,0.244021,-2.293933,2
19,1.444447,115.44444,122.111115,0.189527,-2.352834,2
28,1.111112,96.111115,107.22222,0.267544,-2.425992,2
33,0.722221,97.77778,104.22222,0.25913,-2.290421,2
91,0.722221,92.55556,98.666664,0.250204,-2.300486,2
35,1.111113,114.44444,119.111115,0.183109,-2.282923,2
30,0.944444,99.333336,108.44444,0.242337,-2.395064,2
33,0.888888,113.22222,119.55556,0.196297,-2.333537,2
22,1,132.11111,132.88889,0.109655,-2.146204,2
46,1.111112,93.888885,99.77778,0.271501,-2.270851,2
41,0.833333,99,108,0.234493,-2.404553,2
21,1.333332,115,122.55556,0.195127,-2.377814,2
45,1.111113,110.55556,118,0.210174,-2.35936,2
53,1.111109,104.333336,104.888885,0.200484,-2.117007,2
20,0.833333,114,120.44444,0.188892,-2.348006,2
109,1.000001,89.44444,95.77778,0.268118,-2.297546,2
60,0.777777,99.55556,101.55556,0.223364,-2.16692,2
68,0.777779,115.666664,120.666664,0.179629,-2.300618,2
44,1.333333,93,98.22222,0.266391,-2.255577,2
79,0.777779,93.888885,102.77778,0.258079,-2.377965,2
41,1.499999,103.888885,105.111115,0.208293,-2.139822,2
73,1.611111,115.44444,120.55556,0.178636,-2.307396,2
62,1.888887,112.333336,118.77778,0.193691,-2.343404,2
27,0.5,132.55556,135.11111,0.096263,-2.264532,2
15,0.777774,134.33334,137.88889,0.105074,-2.328472,2
14,1.222223,100.111115,109.22222,0.24216,-2.391113,2
81,0.722224,91.888885,101,0.26422,-2.382261,2
115,1.444445,123.22222,129.77779,0.152134,-2.405477,2
47,1.499999,93.22222,99.333336,0.275957,-2.271072,2
94,1.000001,106.888885,105.111115,0.176789,-2.015307,2
49,1.499999,116.333336,120.44444,0.179413,-2.263738,2
18,0.944445,133.33334,135,0.096352,-2.214612,2
28,1.222221,97.888885,102.44444,0.253299,-2.238865,2
28,0.888887,99.44444,108.333336,0.241511,-2.387884,2
27,2.055557,111.55556,117.77778,0.195416,-2.334512,2
19,1.888888,97.666664,103,0.249895,-2.264331,2
104,1.833335,87.22222,94.44444,0.272403,-2.326201,2
29,1.055553,119.22222,123.22222,0.165616,-2.271128,2
64,1.333331,96.333336,103.77778,0.236797,-2.355443,2
34,1.000001,111.44444,118.22222,0.20392,-2.343381,2
11,2.888891,136.88889,142.55556,0.092773,-2.521648,2
20,1.166665,115.666664,121.666664,0.187293,-2.328034,2
77,1.166665,93.888885,103.77778,0.250143,-2.42468,2
19,1.666672,131.55556,135.33334,0.101515,-2.358602,2
54,1.222221,112.666664,119.111115,0.202708,-2.328661,2
39,1.833333,102.55556,105.55556,0.222954,-2.198158,2
26,1.888885,131.44444,132.88889,0.105128,-2.182567,2
58,1.000001,110.111115,117.111115,0.206503,-2.349269,2
30,0.833332,112.77778,117.55556,0.19251,-2.27951,2
81,0.888891,105.666664,104.22222,0.19308,-2.033487,2
51,0.611111,111.77778,118.888885,0.1952,-2.368498,2
58,1.444444,110.44444,117.55556,0.204147,-2.357271,2
94,1.277776,80.888885,85.77778,0.321505,-2.227114,2
65,2,115.333336,120,0.185658,-2.273744,2
81,1.055557,75.66667,79.111115,0.350039,-2.18233,2
45,0.611109,87.111115,92.55556,0.297414,-2.247816,2
34,0.888887,91.22222,97.888885,0.283524,-2.286636,2
79,1.055553,73.55556,79.44444,0.362172,-2.241633,2
21,2.055556,113.44444,120.888885,0.203582,-2.362526,2
60,1.055556,114,118.666664,0.175844,-2.293386,2
21,1.222221,120.77778,126.44444,0.15668,-2.357178,2
18,0.555557,97.22222,108.666664,0.254668,-2.45498,2
21,1.166667,115.77778,122.666664,0.184022,-2.370372,2
57,1.166667,129.88889,131.77779,0.111695,-2.215046,2
25,0.999996,114.333336,121.55556,0.196093,-2.36518,2
43,1.111111,115.666664,119.888885,0.174948,-2.270653,2
32,0.833332,99.22222,104.333336,0.25142,-2.255674,2
62,1.166668,117.55556,121.55556,0.162225,-2.275425,2
27,1.444445,132.55556,133.44444,0.098472,-2.146716,2
57,0.77778,84,90.22222,0.308813,-2.264402,2
27,0.5,132.55556,135.11111,0.096263,-2.264532,2
15,0.555556,118.333336,125.44444,0.17818,-2.38244,2
19,1.499998,121,126.111115,0.151812,-2.340765,2
33,0.611109,96.77778,102.333336,0.258604,-2.266225,2
64,1.333331,96.333336,103.77778,0.236797,-2.355443,2
39,1.833333,102.55556,105.55556,0.222954,-2.198158,2
90,0.777779,105.888885,106,0.179697,-2.097815,2
13,1.333333,119.666664,126.111115,0.177191,-2.355244,2
58,1.000001,77.333336,83.333336,0.348863,-2.246316,2
32,1.777779,115.111115,121.333336,0.190625,-2.333746,2
39,1.333333,99.44444,108.44444,0.241459,-2.393564,2
41,1.111112,111.888885,117.44444,0.199347,-2.299918,2
80,1.722224,102.888885,103,0.198052,-2.098697,2
18,0.944445,133.33334,135,0.096352,-2.214612,2
96,0.944445,76,80.77778,0.342938,-2.219979,2
24,0.888888,117.666664,123.55556,0.169397,-2.349252,2
57,1.22222,114.22222,120.22222,0.182073,-2.34019,2
51,0.944443,95.22222,104,0.250137,-2.383438,2
66,1.833335,106.888885,107,0.174128,-2.09899,2
49,1.77778,113.111115,118.55556,0.194622,-2.303412,2
59,1.055556,109.22222,116.888885,0.214204,-2.364216,2
18,0.555553,102.44444,107.666664,0.225725,-2.278452,2
72,1.499999,114.111115,121.111115,0.19129,-2.366197,2
35,1.166665,96.44444,105.44444,0.231166,-2.420203,2
78,2.666665,93.22222,101.666664,0.258182,-2.368082,2
