@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,15-17,19-20'

@attribute Region-centroid-row numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
95,15.333333,-15.333333,26.222221,-1.555549,1
182,-10.777778,17.222221,23.333334,1.937594,7
181,30,-18.333334,56.88889,-1.949088,6
132,6.444445,-2.555556,3.444444,-2.204847,3
180,31.333334,-18,59,-1.996042,6
73,67.888885,-25.444445,57.333332,-2.255561,3
69,9.777778,-8.888889,40.22222,-1.640134,4
176,42,-22.333334,67.66667,-2.052258,6
81,18.222221,-17.11111,28.777779,-1.606794,1
181,45.11111,-24.222221,75.66667,-2.044563,6
81,19.222221,-4.777778,18.88889,-2.388561,3
248,-8.666667,20.666666,26.444445,2.205099,7
77,14.666667,-7,37.666668,-2.12336,4
163,24.777779,-8.222222,47.555557,-2.395213,6
94,43.666668,-22.666666,82.66667,-2.068537,4
130,4.111111,-2.555556,3,-1.959823,5
189,44.11111,-23.555555,73.333336,-2.048058,6
191,45,-24.333334,76.66667,-2.041277,6
189,17.222221,-9.777778,29.333334,-2.01975,6
57,32.666668,-13.666667,146.66667,-2.187422,2
224,-7.444445,21.88889,27.555555,2.304153,7
138,2.444444,-7.222222,7.333334,-0.862108,1
155,11.111111,-5.222222,11,-2.115567,5
123,26.88889,-15.777778,53.77778,-1.978328,4
84,23,-10.666667,24.777779,-2.143897,5
134,7,-4,4,-2.013143,5
62,65.333336,-23.333334,121.44444,-2.277142,2
109,20.777779,-10.555555,28.777779,-2.082762,5
129,0,0,0,0,5
172,29.666666,-16.333334,54.666668,-2.052453,6
89,14.777778,-14.222222,23.88889,-1.544214,1
104,58.11111,-18.222221,119.888885,-2.326201,2
161,28.88889,-12.444445,51.22222,-2.316506,6
30,46.77778,-15.888889,141,-2.295989,2
109,12,-2.666667,9.666667,-2.413992,3
154,39.88889,-21.444445,64,-2.033077,4
55,23,-17.666666,31.11111,-1.771163,1
35,17.222221,-7.777778,19.222221,-2.153332,5
77,44.666668,-20.666666,74,-2.143048,4
15,45.555557,-14.111111,145.33334,-2.32497,2
119,6,-2.666667,3.222222,-2.133095,3
20,46.666668,-13.666667,140.55556,-2.348006,2
94,25.222221,-11.111111,23.777779,-2.142756,5
215,-7.888889,19.444445,24.555555,2.224013,7
163,24.555555,-8.111111,48.88889,-2.388454,6
190,-8.333333,20,26.555555,2.204408,7
100,14.777778,-16.555555,26,-1.477019,1
83,16.88889,-4.777778,11.888889,-2.345005,3
185,31.222221,-19.444445,58.22222,-1.937924,6
67,17.666666,-16.333334,25.88889,-1.623202,1
89,13.555555,-7.111111,9.555555,-2.065342,5
176,-8.888889,18.777779,29,2.126901,7
124,32.666668,-18,65.22222,-2.030079,4
40,56.88889,-12.777778,129,-2.419456,2
135,1.888889,-6.444445,5.666666,-0.807848,1
134,7.666666,-4.333334,4.666667,-2.013143,5
45,67.888885,-26.444445,124.55556,-2.238324,2
116,9.111111,-3.888889,5,-2.163434,3
182,39.11111,-22.555555,68.111115,-1.989221,6
29,42.88889,-14.444445,142.77777,-2.29776,2
200,40.666668,-22.666666,70.22222,-2.015374,6
160,37.555557,-18.444445,55.333332,-2.102318,6
241,-3.777778,10.888889,11.888889,2.277351,7
229,-7.777778,15.222222,18.777779,2.099905,7
195,-8.111111,12.888889,20.333334,1.94304,7
137,8.222222,-4.111111,4.111111,-2.094395,5
147,9.555555,-8.444445,9.555555,-1.50837,1
149,20.88889,-10.777778,23.777779,-2.069251,4
