@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R7,12,19-20'

@attribute Vegde-sd numeric
@attribute Rawblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
11.851854,17.11111,2.524273,7
1.277778,10.666667,-2.355641,3
1.144444,53.666668,-2.391681,6
0.133333,7.333334,-1.05144,1
0.730297,142.22223,-2.36518,2
1.062842,70,-2.112087,6
0.062963,7.666666,-1.121818,1
0.781736,15.333333,2.126516,7
0.557772,132,-2.389025,2
1.140741,30,-1.709389,1
0.966091,22.88889,-2.45904,3
1.82168,23.444445,-2.235355,3
1.773259,22.555555,-1.702833,3
4.596297,48.22222,-2.080474,4
0.640741,28.222221,-1.683529,1
0.172133,1.666667,-2.094395,3
0.490653,36.22222,-2.200156,5
0,0,0,5
0.443054,140.77779,-2.330465,2
0.958394,17.11111,2.348728,7
3.885185,33,-2.101002,6
3.840741,12.444445,2.32063,7
1.247219,12.444445,2.55309,7
0.459469,138.77779,-2.349269,2
0.928956,142,-2.357272,2
4.518517,23.333334,-1.408242,1
1.360826,77,-2.070832,4
0.329631,116.44444,-2.18233,2
0.418518,17,-2.150257,5
0.196296,5.555555,-2.191382,3
0.64693,58.11111,-2.016578,6
1.38911,75.888885,-2.109804,4
1.274074,35,-1.804829,1
0.490655,138.33334,-2.301203,2
1.618518,8.444445,-1.584341,4
0.462963,7.333334,-0.909267,1
1.496909,74,-2.050575,6
1.646544,69.55556,-2.04172,6
1.46667,142.33334,-2.354552,2
0.299997,142.88889,-2.352961,2
0.151852,8.555555,-1.210357,1
0.074074,1.888889,-2.094395,3
0.691215,12.777778,2.628208,7
0.65828,57.333332,-2.101377,6
2.274659,6.777778,-2.587228,3
0.196296,7.444445,-1.0108,1
1.307407,15.888889,2.670771,7
3.629631,23.222221,-1.446641,1
1.047041,11.444445,1.789167,7
0.620633,60.555557,-2.040515,6
3.208783,47.333332,-1.868277,6
5.05185,45,-2.549349,6
2.829629,79.111115,-1.9632,4
2.162963,6,1.756645,7
0.385187,147.22223,-2.328735,2
1.223232,16.555555,-2.171949,5
0.998145,60.666668,-1.987599,6
1.144445,31.88889,-1.724894,1
11.618519,46.555557,-2.20265,4
1.705113,52.555557,-1.919167,6
1.06284,9,2.006642,7
0.711108,142.88889,-2.271128,2
0,0,0,5
0.211113,121.44444,-2.223218,2
0.45542,35.88889,-2.202667,5
0.278886,25.444445,2.864931,7
0.742868,72.44444,-1.99159,6
0.311111,6,-2.313013,3
0.744444,12.666667,2.382684,7
0.699205,126.22222,-2.355443,2
2.977073,33.333336,-1.934686,4
0.623609,128.66667,-2.408019,2
7.379901,15.555555,-2.096705,5
7.662959,39.666668,-2.085272,6
2.018518,15.111111,2.511766,7
0.251852,8.666667,-1.985703,1
5.5,26.555555,-2.14718,5
0.107407,2,-2.094395,3
0.818524,139.33334,-2.308179,2
0.566667,5,2.079295,7
0.278887,0.333333,-2.094395,5
0.455422,56,-1.567463,4
1.668887,19.777779,2.141811,7
0.062963,6,-1.958546,5
0.666667,9,1.974495,7
0.962964,3.555556,-2.094395,3
0,0,0,5
2.040334,50,-1.995801,6
5.351851,21.444445,-1.345096,1
1.223232,56.555557,-2.038624,4
0.418519,7.222222,-0.924607,1
0.490653,128.33334,-2.367396,2
0.983192,25,2.479064,7
1.806367,73.77778,-2.112723,4
1.709451,41,-1.67677,4
2.12568,6.222222,-2.497929,3
0.443054,126.111115,-2.33633,2
1.047041,70.88889,-2.042422,4
1.083546,73.888885,-2.041901,4
0.207408,140.55556,-2.270219,2
0.177779,119.333336,-2.228712,2
1.540741,8,-2.186723,3
0.562963,6.555555,-0.862108,1
0.107408,132.44444,-2.079152,2
19.136257,65.44444,-2.356754,3
0.182574,3.222222,-1.803071,5
0.928959,15.666667,1.971572,7
0.958392,56.333332,-2.021125,4
0.251852,8.444445,-2.283787,3
1.032795,28.666666,-2.177417,5
0.562963,21.444445,2.453831,7
0.928958,74.55556,-2.125735,4
4.462964,11.555555,-2.318885,3
1.29386,56.333332,-2.127801,4
0.02963,7.222222,-0.83212,1
0.166667,140.44444,-2.308637,2
0.474074,7.222222,-2.348987,3
0.611111,11,-2.115567,5
1.020167,22.444445,-2.170632,5
0.477778,13.666667,2.557309,7
0.611616,141.66667,-2.37055,2
0.651852,13.666667,2.447547,7
6.273991,70.111115,-2.251254,3
3.096294,21,-1.318373,1
0.118518,5.333334,-0.853547,1
0.655461,46.333332,-1.748546,4
0.107407,7,-1.099624,1
1.500616,73.44444,-2.102047,4
2.696296,10.777778,2.267197,7
8.888896,57.11111,-2.113792,6
0.64693,72.22222,-1.997736,6
3.761896,79.111115,-2.144507,4
1.68215,60.444443,-2.044238,4
0.518518,7.222222,-2.071242,5
0.365148,23.444445,-2.117648,5
0.240741,5.666666,-2.420258,3
0.118518,25,-1.555097,1
