@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,5,10,16,19-20'

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
215,0,12.407408,12.111111,2.437819,7
235,0,25.88889,20,2.356024,7
81,0,105.92593,-14.777778,-2.382261,2
21,0,65.888885,-20.333334,-2.072158,4
93,0,20.925926,-13.111111,-2.086083,5
30,0,113.25926,-13.111111,-2.385308,2
187,0,60.444443,-22.666666,-2.058211,6
119,0,29.481482,-13.777778,-2.187781,5
31,0,135.92592,-10.777778,-2.255012,2
34,0,54.25926,-24.11111,-2.09452,4
154,0,0.074074,-0.222222,-2.094395,5
79,0,32.77778,-13.666667,-2.286295,3
91,0,3.259259,-6.111111,-2.186723,3
135,0,0.962963,-2.555556,-2.117548,3
42,0,22.592592,-17.777779,-1.842494,1
149,0,21.37037,-11.777778,-2.141787,4
89,0,10.481482,-5.777778,-2.356793,3
124,0,5.888889,-7.333334,-1.037663,1
164,0,11.333333,9.333333,2.291118,7
148,0,1.777778,-2.333333,-2.04515,5
91,0.111111,5.62963,-3.888889,-2.383949,3
78,0,30.185184,-15.222222,-2.066695,4
92,0,15.407408,-10.555555,-2.113273,5
177,0,24.518518,19.11111,2.125416,7
127,0,2.740741,-1.888889,-2.408939,3
193,0,57.814816,-24.11111,-2.033804,6
66,0,114.22222,-21.666666,-2.09899,2
114,0,14.518518,-12.555555,-1.179347,1
73,0,19.074074,-15.555555,-1.524253,1
175,0,23.777779,14.666667,2.263538,7
55,0,23.444445,-17.666666,-1.771163,1
108,0,17.11111,-14,-1.169517,1
50,0,122.07407,-16.555555,-2.325679,2
196,0,47.77778,-17.666666,-2.045996,6
50,0,109.25926,-17.11111,-2.37202,2
138,0,2.666667,-5,-2.077816,5
57,0,135.96297,-12.555555,-2.215046,2
142,0,1.222222,-3.666667,-2.056155,5
44,0.111111,122.59259,-11.111111,-2.384657,2
124,0,43.148148,-16.777779,-1.980977,4
161,0,40.444443,-12.333333,-2.198939,6
93,0,19.88889,-12.666667,-2.136215,5
189,0,30,-10.333333,-2.050282,6
41,0,109.703705,-13.777778,-2.404745,2
73,0,58.814816,-19.444445,-1.996907,4
104,0.111111,19.62963,-9.222222,-2.128231,5
67,0,64.74074,-24.222221,-2.076662,4
219,0,5.592593,8.222222,2.148363,7
164,0,19.814816,17.222221,2.459806,7
88,0,67.25926,-25.11111,-2.132027,4
248,0,13.444445,12.666667,2.341677,7
75,0,21.333334,-16.666666,-1.590164,1
67,0,22.25926,-17.777779,-1.524771,1
68,0,21.592592,-17.11111,-1.700324,1
133,0,0.481482,-1.444444,-2.094395,3
163,0,19.814816,16.555555,2.001681,7
16,0,102.51852,-22.555555,-2.302468,2
201,0,43.962963,-15.555555,-2.06786,6
183,0,52.62963,-21.88889,-1.981911,6
216,0,16.555555,18,2.209309,7
152,0,0,0,0,5
61,0,6.888889,-8.333333,-2.039459,5
198,0.111111,58.074074,-21.555555,-2.064888,6
87,0,31.703703,-12.777778,-2.013382,4
96,0,21.74074,-15.222222,-1.676921,1
82,0,44.88889,-14.666667,-1.971781,4
195,0,47.703705,-17.777779,-2.052705,6
156,0,24.25926,15.888889,2.84342,7
74,0,22.407408,-17.222221,-1.646671,1
117,0,5.777778,-7,-1.353896,1
179,0,50.555557,-20.333334,-1.978657,6
204,0,19.407408,19.777779,2.24441,7
87,0.111111,67.44444,-8.666667,-2.422127,3
224,0,14.62963,13.777778,1.860191,7
80,0,39.703705,-15.444445,-1.962646,4
191,0,7.333334,11.666667,2.122422,7
21,0,129.85185,-10.555555,-2.364884,2
117,0,6.333334,-7.333334,-0.983947,1
190,0,20.11111,20.333334,2.252231,7
223,0,15.037037,10.222222,1.910945,7
229,0,10.925926,11.222222,2.557458,7
142,0,0.037037,-0.111111,-2.094395,3
135,0,0.222222,-0.666667,-2.094395,3
122,0,34.185184,-15.555555,-2.074838,4
186,0,30.777779,-11.666667,-2.046307,6
84,0,23.851852,-17.555555,-1.598867,1
177,0,48.407406,-20.222221,-1.940423,6
107,0,9.518518,-1.555556,-2.492965,3
201,0,10.666667,17,1.909255,7
80,0,14.481482,-8.111111,-2.138901,5
81,0,19.851852,-15.888889,-1.472378,1
89,0,28.925926,-12.777778,-2.048461,4
57,0,26.296297,-19.555555,-1.739017,1
141,0,4.962963,-5.888889,-2.075071,5
87,0,135.40741,-10.555555,-2.312874,2
112,0,31.62963,-13.888889,-2.244772,5
201,0,56.444443,-21.666666,-1.969456,6
203,0,58.48148,-21.444445,-2.034642,6
122,0,60.74074,-24.88889,-2.128423,4
16,0,140.40741,-11.222222,-2.232895,2
162,0,10.037037,-7.444445,-2.029312,4
115,0,28.851852,-11.888889,-2.094392,4
122,0,36.185184,-12.888889,-2.035377,4
145,0,0,0,0,5
222,0,14.962963,15.444445,2.280922,7
188,0,30.777779,-12.333333,-2.016443,6
40,0,127.40741,-14.555555,-2.308766,2
43,0,107.14815,-24.11111,-2.247952,2
50,0,124.111115,-17.333334,-2.28828,2
184,0,11.851851,12.111111,2.128646,7
84,0,4.555555,-4.333334,-2.305729,3
183,0,54.037037,-22.11111,-1.974959,6
