@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
92,9,23.777779,0.222222,15.222222,1
122,9,7.333334,3.666667,4,1
121,9,7.444445,4.777778,3.111111,1
70,9,30.11111,-2,19.333334,1
74,9,30.555555,-3.111111,20.88889,1
90,9,22.11111,2,12,1
70,9,34,-4.777778,23.88889,1
95,9,26.666666,-0.222222,15.777778,1
111,9,24.88889,-0.444444,14.888889,1
126,9,5.666666,6.777778,0.777778,1
64,9,28.88889,-1.444444,19.222221,1
96,9,27.777779,-2.888889,18.11111,1
78,9,31.222221,-1.777778,19.88889,1
92,9,30,-2,19.666666,1
51,9,35.11111,-9.222222,28.11111,1
74,9,26.88889,-0.444444,17.222221,1
117,9,8.222222,2.666667,5.333334,1
124,9,7.111111,3.666667,3.666667,1
45,9,28.777779,-4.111111,20.555555,1
139,9,7.222222,4.333334,3.333333,1
136,9,6.444445,4.444445,2.444444,1
147,9,9.222222,-1.111111,9.555555,1
104,9,24.88889,0.111111,14.111111,1
116,9,7,3.444444,4.111111,1
118,9,7.666666,3.888889,4.222222,1
118,9,27.333334,-2.666667,18.666666,1
62,9,37.666668,-10.777778,30.88889,1
134,9,6.222222,4.444445,2.777778,1
69,9,34.444447,-6.666666,26.333334,1
147,9,11,-4,12.666667,1
116,9,28.11111,-2.333333,18,1
110,9,21.444445,2.888889,10.555555,1
60,9,25.777779,-1.777778,17.555555,1
146,9,6.777778,1.666667,5,1
106,9,23.666666,1.333333,13.666667,1
102,9,21.88889,1.888889,11.888889,1
81,9,24.666666,1.444444,14.444445,1
145,9,5,3.777778,2.777778,1
83,9,23.222221,1.111111,13.444445,1
34,9,27.88889,-6.333334,22.666666,1
116,9,8.444445,2.777778,5.444445,1
111,9,22.222221,3.444444,10.777778,1
101,9,26.777779,-0.222222,16.444445,1
92,9,30.333334,-1.666667,20,1
137,9,6.444445,5.777778,1.777778,1
149,9,8.777778,-4.222222,9.777778,1
124,9,7.111111,3.666667,3.666667,1
116,9,6.777778,3.444444,4.111111,1
44,9,25.222221,-4.222222,19.444445,1
103,9,22.777779,3.777778,11.444445,1
111,9,7.666666,2.888889,4.888889,1
75,9,27.11111,-0.666667,17.333334,1
145,9,4,4.888889,0.222222,1
132,9,6.111111,5.222222,2.222222,1
123,9,5.333334,4.333334,2.333333,1
87,9,21,2.666667,11,1
114,9,24.666666,0.444444,14.444445,1
111,9,6.333334,4.444445,2.777778,1
147,9,7.444445,-1.444444,8.555555,1
91,9,28.777779,-1.444444,18.88889,1
130,9,6.888889,4.444445,3.111111,1
113,9,7.777778,3.222222,4.888889,1
149,9,11.888889,-5.888889,13.111111,1
143,9,6.444445,5.666666,2.333333,1
117,9,24.11111,2.333333,12.666667,1
101,9,25,0.777778,14.777778,1
125,9,6.888889,4.111111,3.111111,1
133,9,7.777778,5,3.333333,1
56,9,30.222221,-4.888889,22.444445,1
118,9,29,-3.555556,18.777779,1
124,9,7.222222,4.333334,3.666667,1
115,9,7.888889,4.666666,3.666667,1
77,9,32.333336,-3.222222,21.444445,1
114,9,7.444445,4,3.666667,1
136,9,7.222222,4.555555,2.888889,1
93,9,26.777779,-4.444445,19.222221,1
113,9,25.444445,-0.777778,15.555555,1
61,9,24.222221,-0.888889,15.777778,1
59,9,28.777779,-3.111111,20.88889,1
143,9,5.444445,4.777778,2.777778,1
140,9,6.888889,4.333334,2.666667,1
75,9,29.333334,-2.222222,19.777779,1
86,9,30.222221,-1.444444,19.222221,1
59,9,34.333336,-8.222222,27.777779,1
61,9,28.777779,-4.222222,21.11111,1
107,9,19.444445,6.222222,8.222222,1
101,9,19.88889,4.222222,8.888889,1
122,9,6.666666,4.333334,3.333333,1
66,9,29.88889,-4.222222,21.777779,1
135,9,6.444445,4.777778,2.777778,1
138,9,5.444445,5.444445,1.444444,1
90,9,29.11111,-1.888889,19.444445,1
111,9,7,3.555556,3.888889,1
114,9,17.11111,4.777778,7.777778,1
88,9,28.444445,-2.444444,18.88889,1
45,9,124,-42.333332,68.333336,2
18,9,130.44444,-44.666668,55,2
71,9,115.55556,-49.11111,79.22222,2
59,9,139,-37.444443,51.88889,2
21,9,141.88889,-33,45.333332,2
43,9,140.55556,-27.444445,42.22222,2
24,9,141.66667,-29.88889,42.11111,2
34,9,140,-35.333332,50.333332,2
52,9,129.22223,-31.88889,52.77778,2
40,9,129,-44.11111,56.88889,2
39,9,132,-32.444443,55.88889,2
75,9,115.888885,-49.666668,82,2
49,9,141.77779,-29.555555,46.77778,2
94,9,119.22222,-43.22222,71.77778,2
74,9,123.22222,-38.22222,64.111115,2
33,9,141.77779,-33.666668,47.666668,2
38,9,141.66667,-34.555557,50.444443,2
18,9,130.44444,-44.666668,55,2
78,9,147,-20.666666,34.333332,2
80,9,119.333336,-41.666668,69,2
30,9,141,-30.88889,46.77778,2
40,9,139.66667,-31.333334,47.666668,2
18,9,147.55556,-15.888889,26.777779,2
58,9,118.55556,-47.444443,77.55556,2
56,9,141.66667,-30.666666,45.666668,2
30,9,131.11111,-40.88889,54.444443,2
98,9,116.888885,-45,73.666664,2
33,9,130.55556,-39.333332,62,2
66,9,117.333336,-43,71.666664,2
40,9,142.22223,-29.88889,44.444443,2
81,9,128.88889,-21.777779,47.88889,2
16,9,149.88889,-17.222221,28.444445,2
47,9,146.33334,-20.222221,31.777779,2
67,9,138.44444,-31.666666,46.666668,2
41,9,138.88889,-33.77778,52.22222,2
31,9,143.11111,-33.88889,48.77778,2
50,9,125.77778,-38.333332,55,2
51,9,140.22223,-28,41.666668,2
46,9,141,-35.333332,49.333332,2
22,9,147,-14.888889,27.11111,2
74,9,123.22222,-38.22222,64.111115,2
63,9,123.22222,-38.77778,52.88889,2
14,9,134.11111,-38.333332,51.333332,2
29,9,142.88889,-27.666666,43.333332,2
25,9,131.33334,-43.333332,57.333332,2
35,9,140.11111,-30.333334,46.666668,2
54,9,141.33334,-35.11111,50.88889,2
28,9,131.11111,-40.555557,54.444443,2
19,9,142.66667,-26.777779,38.22222,2
90,9,128.33334,-22.333334,45.666668,2
15,9,150.11111,-19.333334,28,2
83,9,116.888885,-48.22222,78.77778,2
21,9,142.44444,-36.444443,50.555557,2
53,9,145.77777,-19.666666,33,2
57,9,146.22223,-18.222221,30.777779,2
47,9,139.77779,-29.222221,47.77778,2
89,9,125.44444,-38.88889,58.11111,2
26,9,146.55556,-17.666666,29,2
13,9,135.77779,-36.333332,51.333332,2
57,9,119.333336,-49.444443,79.22222,2
56,9,140.66667,-30.333334,44,2
47,9,128.77779,-41.666668,65,2
35,9,122,-44.77778,72.22222,2
15,9,145.33334,-27.666666,39.333332,2
63,9,137.55556,-35.333332,52,2
30,9,130.11111,-37.444443,50.555557,2
27,9,146.55556,-16.555555,25.444445,2
46,9,145.55556,-18.222221,30.11111,2
33,9,128.66667,-41.444443,54.22222,2
107,9,145.22223,-23.666666,34.666668,2
41,9,139.77779,-33.444443,50.22222,2
58,9,128.11111,-38.11111,53.22222,2
72,9,141.11111,-34,47,2
47,9,145.77777,-22,33,2
45,9,126.888885,-39.22222,53.77778,2
32,9,142.22223,-33.333332,48,2
15,9,145.33334,-31.444445,45.555557,2
31,9,141.22223,-29.11111,43.22222,2
25,9,125.666664,-43.444443,69.55556,2
13,9,149.11111,-17.777779,26.555555,2
83,9,116.888885,-48.22222,78.77778,2
101,9,147.22223,-25.444445,36.88889,2
27,9,146.55556,-16.555555,25.444445,2
57,9,121.55556,-43.77778,68.888885,2
29,9,142.77777,-28.444445,42.88889,2
20,9,140.55556,-33,46.666668,2
38,9,131.44444,-39.11111,53.88889,2
32,9,146.33334,-19.555555,30.11111,2
45,9,137.33334,-31.222221,47.444443,2
31,9,132.55556,-39.22222,52.77778,2
23,9,141.66667,-37.666668,51.666668,2
58,9,118.77778,-47.444443,76.888885,2
82,9,125.888885,-40.88889,58.11111,2
25,9,126.888885,-43.555557,69.77778,2
68,9,124.888885,-32,57.333332,2
65,9,121.111115,-43.666668,71.333336,2
59,9,138.77779,-34.444443,50.22222,2
47,9,141.66667,-31.11111,45.88889,2
80,9,127.333336,-24.555555,48.77778,2
29,9,142.77777,-28.444445,42.88889,2
20,9,140.55556,-33,46.666668,2
40,9,129,-43.444443,54.88889,2
51,9,138.88889,-34.22222,47.11111,2
12,9,143.11111,-35.666668,47,2
48,9,138.11111,-30.444445,47.22222,2
50,9,140.88889,-33,50.333332,2
65,9,141.66667,-31,48,2
58,9,138.77779,-35.444443,49.555557,2
32,9,142.22223,-33.333332,48,2
32,9,133.33334,-38.666668,49.666668,2
76,9,116.55556,-46.555557,79.44444,2
32,9,138.11111,-33.666668,50,2
59,9,140.44444,-28.777779,42.88889,2
40,9,141.66667,-32.77778,49.555557,2
63,9,126.111115,-38.11111,51.555557,2
44,9,136.88889,-31.777779,42.88889,2
66,9,128.77779,-22,43.666668,2
21,9,142.55556,-27.555555,38.11111,2
19,9,130.22223,-37.88889,59.77778,2
65,9,140,-34,51,2
34,9,142,-35.444443,49.555557,2
13,9,145.44444,-32.22222,45.11111,2
13,9,128.44444,-47.666668,73,2
42,9,126.22222,-39.77778,51.88889,2
64,9,126.22222,-37.333332,52.333332,2
79,9,126.55556,-41.555557,56.444443,2
18,9,142,-34.88889,49.11111,2
25,9,142.33334,-30.666666,43,2
50,9,125.77778,-38.333332,55,2
115,9,145.33334,-28.666666,37.666668,2
46,9,141,-35.333332,49.333332,2
45,9,124.55556,-41.444443,67.888885,2
50,9,130.33334,-46.11111,63.22222,2
18,9,130.11111,-34.333332,49,2
75,9,133,-32.444443,48.88889,2
22,9,147.88889,-16.555555,30.777779,2
49,9,128.88889,-35.333332,60,2
92,9,115.44444,-46.333332,75.333336,2
55,9,124.111115,-39.22222,63.11111,2
66,9,118.77778,-43.333332,71,2
42,9,147.44444,-19.88889,31.11111,2
99,9,118,-43.22222,73.77778,2
29,9,126.333336,-43.444443,69.22222,2
57,9,122.22222,-42.666668,65.333336,2
47,9,121.44444,-43.666668,73,2
25,9,142.33334,-30.666666,43,2
15,9,149.55556,-19.222221,27.777779,2
43,9,128.22223,-39.11111,63.22222,2
93,9,128,-25.222221,47.11111,2
32,9,146.33334,-19.555555,30.11111,2
28,9,130.66667,-45.444443,57.22222,2
19,9,142.44444,-33.666668,47.333332,2
48,9,132.44444,-25,50,2
21,9,141.88889,-33,45.333332,2
54,9,132.44444,-23,47,2
27,9,138.66667,-33.333332,48,2
60,9,138.33334,-29,44,2
33,9,140.88889,-34,49,2
16,9,125,-44.88889,67.44444,2
24,9,137.77779,-32.555557,48.444443,2
55,9,139.33334,-30.666666,45.666668,2
62,9,127.111115,-28.555555,50.77778,2
17,9,143.55556,-32.333332,42,2
51,9,141.11111,-33.555557,50.11111,2
77,9,147.33334,-22.11111,34.22222,2
61,9,128.33334,-41.88889,57.77778,2
75,9,141.22223,-30.555555,45.444443,2
72,9,117.111115,-42.666668,71,2
33,9,128.66667,-41.444443,54.22222,2
15,9,132,-40.88889,54.77778,2
96,9,115.666664,-44.444443,74.55556,2
39,9,132,-32.444443,55.88889,2
48,9,146.11111,-21.88889,33.77778,2
32,9,132.55556,-38.444443,61.555557,2
35,9,142.55556,-30.333334,45,2
18,9,147.55556,-15.888889,26.777779,2
21,9,143.11111,-33.22222,47.444443,2
24,9,141.66667,-29.88889,42.11111,2
39,9,142.44444,-32.22222,46.11111,2
16,9,131.11111,-38.11111,57.88889,2
16,9,131,-40.22222,54.11111,2
71,9,140.88889,-31.222221,44.77778,2
11,9,150.88889,-19.666666,22.333334,2
41,9,147.22223,-19.444445,30.222221,2
62,9,138.77779,-27.222221,40.11111,2
25,9,142.22223,-35.11111,48.555557,2
53,9,138.22223,-33.333332,44.333332,2
96,9,128.11111,-24.444445,49.555557,2
27,9,146.55556,-14.888889,27.11111,2
62,9,126.333336,-27.777779,48.88889,2
93,9,112.111115,-46.88889,77.44444,2
44,9,138.11111,-31.11111,42.88889,2
54,9,126.111115,-36.22222,51.77778,2
19,9,143.11111,-32.88889,46.77778,2
30,9,139.66667,-31.666666,49,2
71,9,122.44444,-27,50.333332,2
104,9,119.888885,-39.88889,58.11111,2
27,9,145.55556,-17.88889,27.777779,2
21,9,143.22223,-28.11111,39.22222,2
67,9,125.55556,-28.222221,50.11111,2
15,9,144,-32.77778,44.22222,2
90,9,128.55556,-22.777779,45.22222,2
20,9,129.55556,-39.77778,53.555557,2
54,9,127.44444,-37.22222,52.444443,2
73,9,140.55556,-30.222221,45.11111,2
39,9,131.11111,-40.666668,54.333332,2
57,9,139.66667,-31.444445,44.88889,2
50,9,139.77779,-36.555557,53.11111,2
19,9,146.44444,-18.666666,26,2
62,9,140.33334,-26.777779,41.555557,2
109,9,122.22222,-39.11111,59.22222,2
49,9,139.33334,-37.77778,55.88889,2
52,9,140.22223,-30.666666,43.333332,2
57,9,146.66667,-19,32.666668,2
40,9,141.55556,-33.333332,49.333332,2
30,9,129,-40.666668,53.333332,2
58,9,137.44444,-31.333334,43.333332,2
13,9,144.77777,-29,39,2
71,9,140.88889,-31.222221,44.77778,2
29,9,130.55556,-40.555557,55.444443,2
57,9,140.44444,-31,43,2
51,9,127,-40.555557,54.77778,2
12,9,135.33334,-35.444443,48.88889,2
40,9,140.55556,-30.555555,47.77778,2
49,9,140.44444,-32.77778,49.22222,2
66,9,139.77779,-34.666668,51.666668,2
72,9,140.55556,-30.666666,45,2
67,9,125.55556,-41.88889,58.444443,2
54,9,145.55556,-20.333334,33.666668,2
85,9,122.55556,-36.77778,64.55556,2
35,9,141.33334,-34.22222,48.444443,2
30,9,130.11111,-37.444443,50.555557,2
28,9,131.11111,-37.77778,61.88889,2
41,9,129.33334,-39.333332,51.666668,2
14,9,132.11111,-41.11111,54.88889,2
18,9,147.88889,-19.333334,30,2
11,9,150.88889,-19.666666,22.333334,2
53,9,130.22223,-26.444445,51.22222,2
15,9,131.11111,-46.88889,73.77778,2
41,9,128.88889,-43.77778,57.555557,2
64,9,126.22222,-37.333332,52.333332,2
34,9,127.333336,-42.77778,65.55556,2
56,9,140.66667,-30.333334,44,2
51,9,140.77779,-36.88889,53.444443,2
13,9,148.88889,-14.111111,21.222221,2
26,9,130.88889,-41.666668,56,2
23,9,139.77779,-36,50.333332,2
46,9,128.88889,-40.88889,64.111115,2
58,9,138.77779,-35.666668,50.333332,2
79,9,126.55556,-41.555557,56.444443,2
58,9,126.44444,-38.22222,52.11111,2
81,9,118.44444,-44.88889,78.77778,2
41,9,145.88889,-20.333334,32,2
31,9,145.44444,-16.88889,27.11111,2
39,9,142.88889,-32.88889,46.11111,2
29,9,142.88889,-27.666666,43.333332,2
36,9,146.11111,-20.222221,32.444443,2
113,9,145.66667,-25.333334,37.666668,2
81,9,116.44444,-44.22222,78.111115,2
77,9,125.22222,-41.22222,52.77778,2
81,9,124.888885,-42.11111,56.88889,2
36,9,125.22222,-40.444443,66.55556,2
43,9,140.22223,-28.777779,44.88889,2
79,9,115.333336,-47.666668,77.666664,2
17,9,143.88889,-28.555555,40.77778,2
35,9,125.44444,-38,49,2
25,9,133.77779,-37.77778,52.555557,2
70,9,127.77778,-25.555555,45.77778,2
78,9,125.666664,-40.88889,56.444443,2
45,9,140,-36.88889,51.444443,2
71,9,138.33334,-32.22222,48.444443,2
28,9,138.66667,-34.555557,48.444443,2
44,9,121.44444,-42,67.333336,2
21,9,142.88889,-35.444443,48.22222,2
41,9,128.88889,-43.77778,57.555557,2
28,9,131.22223,-46.22222,59.11111,2
62,9,139.44444,-28.666666,42.333332,2
42,9,141.77779,-30.11111,44.22222,2
49,9,143.11111,-31.222221,47.11111,2
13,9,149.88889,-20.11111,24.88889,2
35,9,146.22223,-15.777778,29.222221,2
90,9,128.55556,-22.777779,45.22222,2
87,9,146.44444,-22.555555,33.11111,2
42,9,126.22222,-39.77778,51.88889,2
20,9,142.66667,-31.666666,46,2
62,9,121.44444,-42,65.333336,2
57,9,139,-34,46.333332,2
85,9,118,-43,73.333336,2
55,9,132.22223,-38,55.666668,2
17,9,141.88889,-33.444443,47.22222,2
36,9,132.44444,-39.77778,55.22222,2
68,9,141,-30.333334,45.666668,2
101,9,147.22223,-25.444445,36.88889,2
91,9,123.44444,-37,55.666668,2
34,9,146.66667,-16.777779,28.88889,2
18,9,132.33334,-35.11111,54.555557,2
31,9,145.55556,-18.11111,28.88889,2
87,9,79,-26,34.666668,3
135,9,2.111111,-2.222222,4.111111,3
134,9,3.888889,-5,6.333334,3
90,9,6.888889,-6.777778,12.222222,3
78,9,91.44444,-26.666666,35.333332,3
109,9,9.666667,-9.333333,12,3
111,9,4,-4,8,3
121,9,23.444445,-16.222221,25.444445,3
91,9,8,-8.111111,14.222222,3
120,9,4.111111,-4.222222,7.777778,3
133,9,1.444444,-1.444444,2.888889,3
138,9,2.333334,-2.333333,4.666666,3
123,9,3.444444,-3.444444,6.888889,3
96,9,9.777778,-9.333333,13.666667,3
91,9,52.666668,-20.777779,29.555555,3
127,9,5.555555,-6.555555,8.444445,3
95,9,9.444445,-8.888889,12.777778,3
69,9,29.333334,-13.777778,16.555555,3
80,9,12.444445,-12.555555,16.11111,3
126,9,3.555556,-3.222222,6.111111,3
81,9,7.444445,-7.444445,11.888889,3
110,9,4.888889,-5.111111,9.222222,3
95,9,7.222222,-7.888889,11.111111,3
106,9,6.111111,-5.888889,11.111111,3
122,9,25.333334,-17.88889,27.444445,3
116,9,6,-6.333334,9,3
91,9,6.222222,-6.555555,10.777778,3
84,9,9,-9,13.333333,3
98,9,3.555556,-4.444445,4.555555,3
93,9,9.333334,-9,13,3
124,9,5.888889,-4.666666,8.666667,3
95,9,9,-9.666667,13.666667,3
113,9,3.444444,-3.888889,6.111111,3
87,9,79,-26,34.666668,3
115,9,12.888889,-12,16,3
102,9,6.333334,-6.666666,10.333333,3
113,9,44.22222,-32.333332,49,3
121,9,6,-6.888889,7.777778,3
95,9,12.555555,-12.444445,18.222221,3
132,9,3.444444,-3.888889,6.444445,3
139,9,1.333333,-1.333333,2.666667,3
123,9,3.777778,-4.111111,7.222222,3
125,9,3.111111,-3.444444,5.888889,3
107,9,5.333334,-5.666666,9.333333,3
136,9,25.777779,-7.666666,19,3
70,9,23.88889,-14.777778,15.888889,3
89,9,17.11111,-14.111111,19.88889,3
83,9,11.888889,-12.111111,16.88889,3
137,9,13.888889,-13.555555,18.777779,3
116,9,5,-5.222222,9.111111,3
115,9,22.88889,-19,24.333334,3
120,9,6.555555,-7.222222,9.111111,3
137,9,2.222222,-2.333333,4.333334,3
123,9,3.666667,-3.777778,6.555555,3
95,9,3.888889,-4.777778,4.888889,3
75,9,65.44444,-22.666666,31.333334,3
114,9,47.22222,-34.444443,52.22222,3
120,9,4,-4.333334,7.666666,3
96,9,11.888889,-10.888889,16.777779,3
85,9,8.888889,-8.888889,13.777778,3
113,9,2.777778,-2.888889,5.444445,3
115,9,39,-22.777779,38.88889,3
128,9,25.88889,-19.11111,28.222221,3
87,9,5.666666,-5.111111,8.222222,3
90,9,5.777778,-6.333334,3.333333,3
100,9,13.333333,-10.444445,15.555555,3
102,9,52.666668,-19.777779,25.88889,3
108,9,14.111111,-10.666667,16.333334,3
107,9,4.555555,-4.666666,8.333333,3
106,9,1.666667,-1.666667,3.333333,3
