@relation segment

@attribute Region-pixel-count numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
9,-30.11111,118.55556,2
9,-27.666666,118.77778,2
9,-25.333334,128.44444,2
9,-17.222221,138.88889,2
9,-14.777778,124.888885,2
9,-26.11111,128.88889,2
9,-14.888889,130.55556,2
9,-28.666666,117.333336,2
9,-25.333334,124.888885,2
9,-14.111111,141.22223,2
9,-15.666667,142.88889,2
9,-13,141.11111,2
9,-30.555555,118,2
9,-22.222221,127.111115,2
9,-33.88889,118.44444,2
9,-10.333333,130.44444,2
9,-16.777779,138.11111,2
9,-14.444445,132.33334,2
9,-27.444445,122,2
9,-20.222221,127.77778,2
9,-12.666667,129,2
9,-14.111111,139.33334,2
9,-15,141.66667,2
9,-29.333334,121.44444,2
9,-13.666667,140.66667,2
9,-24.777779,130.22223,2
9,-17.222221,140.55556,2
9,-13.555555,132.88889,2
9,-13.777778,128.88889,2
9,-11.444445,129,2
9,-16.555555,141.11111,2
9,-14.777778,131.44444,2
9,-14.666667,130.11111,2
9,-16.777779,141.66667,2
9,-16.555555,139.77779,2
9,-26.11111,125.22222,2
9,-12.888889,138.77779,2
9,-17,139,2
9,-14.666667,142.55556,2
9,-13.666667,140.55556,2
9,-14.666667,142.33334,2
9,-21.88889,132.33334,2
9,-14.777778,133.77779,2
9,-13.666667,147,2
9,-6.333334,150.11111,2
9,-14.555555,140,2
9,-15.666667,142.88889,2
9,-11.666667,145.33334,2
9,-13.888889,131.11111,2
9,-12.777778,142.88889,2
9,-18.444445,138.88889,2
9,-12.111111,126.22222,2
9,-11.111111,136.88889,2
9,-28.11111,121.111115,2
9,-30.555555,112.111115,2
9,-25.88889,123.22222,2
9,-14.111111,140.44444,2
9,-12.222222,141.66667,2
9,-13.666667,140.66667,2
9,-12.777778,129,2
9,-14.222222,127,2
9,-13.666667,139.44444,2
9,-32.333332,115.888885,2
9,-26.11111,125.666664,2
9,-24.666666,128.22223,2
9,-12,137.44444,2
9,-11.444445,144,2
9,-14.333333,140.55556,2
9,-14.333333,142.66667,2
9,-15.555555,125.666664,2
9,-11.555555,125.22222,2
9,-25.11111,128.11111,2
9,-17.222221,125.888885,2
9,-15.888889,141.66667,2
9,-14.777778,141,2
9,-27.666666,121.111115,2
9,-14,141,2
9,-10.666667,147.88889,2
9,-11.333333,146.55556,2
9,-16.555555,125.55556,2
9,-26.444445,124.55556,2
9,-13.444445,135.33334,2
9,-15.888889,141,2
9,-13.222222,142.88889,2
9,-16.444445,133,2
9,-29.444445,118.77778,2
9,-13.777778,141.88889,2
9,-14.888889,126.55556,2
9,-25.333334,121.44444,2
9,-13.888889,131,2
9,-12.222222,146.55556,2
9,-13.777778,132.11111,2
9,-14.222222,147.88889,2
9,-12.555555,146.22223,2
9,-14.111111,142,2
9,-13,134.11111,2
9,-13.111111,130.11111,2
9,-24.88889,131.22223,2
9,-12.333333,142.33334,2
9,-12.888889,145.44444,2
9,-13.666667,140.22223,2
9,-11.555555,146.33334,2
9,-32.88889,116.55556,2
9,-21.88889,128,2
9,-13.333333,145.77777,2
9,-13.444445,142.22223,2
9,-28.666666,116.888885,2
9,-17.333334,139.66667,2
9,-10.888889,147.55556,2
9,-8.888889,146.55556,2
9,-11.444445,147.22223,2
9,-11.888889,146.44444,2
9,-14.666667,138.77779,2
9,-10.888889,147.55556,2
9,-23.333334,121.44444,2
9,-14.111111,145.33334,2
9,-20.11111,122.22222,2
9,-16.222221,137.33334,2
9,-19.444445,132.33334,2
9,-10.555555,142.55556,2
9,-10.777778,147.22223,2
9,-13.444445,126.111115,2
9,-14.444445,140.33334,2
9,-26,124,2
9,-16.222221,138.33334,2
9,-22.666666,130.55556,2
9,-14,141.66667,2
9,-2.666667,150.88889,2
9,-14.111111,123.22222,2
9,-16.11111,140.22223,2
9,-18.666666,123.44444,2
9,-24.333334,129.11111,2
9,-21.666666,128.77779,2
9,-25.222221,122.55556,2
9,-8.888889,146.55556,2
9,-10.222222,145.44444,2
9,-13.333333,145.55556,2
9,-14.888889,143.11111,2
9,-14.111111,138.77779,2
9,-17,139.77779,2
9,-16.666666,125.77778,2
9,-15,126.22222,2
9,-24.11111,128.22223,2
9,-4.888889,8.888889,3
9,0,0,3
9,-3.222222,4.666667,3
9,-1.555556,1.555556,3
9,-2.222222,2.222222,3
9,-1.555556,12.222222,3
9,-11.333333,26.666666,3
9,-4.555555,9.222222,3
9,-2.777778,9.888889,3
9,-2,2.222222,3
9,-3.666667,4.444445,3
9,-3.555556,5.888889,3
9,-4.888889,6.555555,3
9,-3.222222,3.222222,3
9,-25.444445,57.333332,3
9,-1.888889,5.555555,3
9,-6.111111,12.111111,3
9,-14.444445,55.555557,3
9,-1.777778,2,3
9,-3.777778,5.222222,3
9,-4.888889,24.777779,3
9,-4.777778,5.555555,3
9,-4.111111,10.666667,3
9,-2.555556,2.777778,3
9,-3.111111,5.666666,3
9,-5.888889,7.888889,3
9,-0.111111,3.888889,3
9,-11.555555,29.555555,3
9,-3.222222,23.444445,3
9,-2.777778,3,3
9,-1.222222,6.222222,3
9,0,0,3
9,-2.555556,19.444445,3
9,-11,29.222221,3
9,-0.555556,2.888889,3
9,-0.666667,0.666667,3
9,-1.333333,1.777778,3
9,-2,4.666667,3
9,-0.444444,0.444444,3
9,-2.222222,6.777778,3
9,-7.333334,15.666667,3
9,-5.888889,6.444445,3
9,-5.111111,8.333334,3
9,-2.888889,3.333333,3
9,-2.666667,3,3
9,-4.888889,7.666666,3
9,-2.888889,15.555555,3
9,-5.111111,9.444445,3
9,-0.777778,0.777778,3
9,-4,9,3
9,-3.222222,6.222222,3
9,-3.444444,3.444444,3
9,-1.777778,2.666667,3
9,-4,6.444445,3
9,-0.333333,1.222222,3
9,-4.666666,9,3
9,-2.333333,2.555556,3
9,-2.555556,2.777778,3
9,-5.777778,12.555555,3
9,0.111111,6.444445,3
9,2.333333,7.777778,3
9,-5.777778,7.444445,3
9,-8.777778,52.666668,3
9,-3.222222,5.111111,3
9,-2.444444,5.666666,3
9,-0.111111,0.111111,3
9,-4,5.888889,3
9,-5.222222,7.666666,3
9,-11.777778,30.11111,3
9,-3.888889,6.111111,3
9,-0.888889,6,3
9,-6.222222,40.22222,3
9,-8.666667,79,3
9,-4.333334,8,3
9,-8.666667,79,3
9,-5.888889,9.444445,3
9,-2,2,3
9,-6.111111,52.666668,3
9,-3.666667,4.555555,3
9,-4.333334,23.444445,3
9,-2.888889,4.222222,3
9,-5.888889,6.444445,3
9,-5.222222,31.666666,3
9,-2.666667,6,3
9,-4,13.333333,3
9,-1.444444,1.444444,3
9,0,0,3
9,-0.666667,5.222222,3
9,-5.666666,30.555555,3
9,-1,1,3
9,-3,3,3
9,-5.444445,9,3
9,-3.666667,6.333334,3
9,-3.888889,9.444445,3
9,-0.222222,1.444444,3
9,-5.888889,9.444445,3
9,-5.222222,28.555555,3
9,-5.222222,17.222223,3
9,0,0,3
9,-0.333333,1.222222,3
9,-6.333334,18.666668,3
9,-13.111111,50.666668,3
9,-2,2.444444,3
9,-2,38,3
9,-6.444445,15.888889,3
9,-5.222222,6.111111,3
9,-4.666666,51.77778,3
9,-2.222222,3.444444,3
9,-4.777778,18.88889,3
9,0.333333,7.333334,3
9,-2.555556,3.666667,3
9,-8.222222,52.666668,3
9,-5.333334,8,3
9,-2.222222,2.222222,3
9,-4.444445,7.666666,3
9,-3.888889,4.111111,3
9,-1.888889,5,3
9,-3.222222,7.222222,3
9,-3.888889,5,3
9,-6.111111,8,3
9,-5.222222,31.666666,3
9,-1,1.333333,3
9,-17.777779,47.22222,3
9,-3.555556,4.111111,3
9,-11.666667,36,3
9,-9.888889,25.333334,3
9,-5.888889,9.444445,3
9,-13.777778,26.444445,3
9,-5.444445,9,3
9,-26.666666,70.111115,3
9,-1.666667,1.666667,3
9,-1.555556,1.555556,3
9,-6.222222,14.888889,3
9,-6.555555,12.777778,3
9,-1.888889,2.666667,3
9,-1.222222,1.222222,3
9,-0.222222,3.555556,3
9,-5.777778,17.11111,3
9,-5.666666,30.555555,3
9,-9.888889,25.333334,3
9,-3.888889,8.444445,3
9,-14,30.666666,3
9,-16.11111,39,3
9,-1.333333,1.333333,3
9,-9.333333,20.11111,3
9,-3.444444,10.111111,3
9,-3.444444,7.777778,3
9,-0.111111,0.111111,3
9,-3.555556,15.444445,3
9,-0.555556,0.666667,3
9,-1.111111,23.88889,3
9,-7.555555,52.666668,3
9,-6.333334,49.555557,3
9,-2.333333,2.333334,3
9,-14.111111,33.666668,3
9,-2.333333,3.888889,3
9,-15.111111,31.11111,3
9,-4.444445,7.777778,3
9,-5.222222,13.888889,3
9,-1.111111,1.111111,3
9,-3.888889,10.666667,3
9,-4.666666,9.111111,3
9,-0.444444,6.777778,3
9,-3.555556,4.777778,3
9,-2.444444,4.444445,3
9,-4.444445,5.666666,3
9,-3.444444,3.444444,3
9,-3.555556,4.222222,3
9,-0.888889,6,3
9,-2.222222,16,3
9,-16.666666,44.22222,3
9,-1.777778,2.777778,3
9,-3.333333,3.555556,3
9,-2.777778,13.111111,3
9,-5.444445,6.888889,3
9,-6.111111,8.555555,3
9,-2,3.666667,3
9,-4.666666,7.888889,3
9,-1.777778,2,3
9,-4.333334,5.555555,3
9,-1.888889,1.888889,3
9,-9.555555,20.88889,3
9,-1.555556,1.555556,3
9,-8.666667,65.44444,3
9,-16.555555,33.11111,3
9,-3.111111,5.666666,3
9,-11.111111,30.11111,3
9,-1.777778,1.888889,3
9,-4.666666,7.777778,3
9,-2.777778,3.666667,3
9,0,0,3
9,-8.555555,20,3
9,-3.888889,8.444445,3
9,-3,12.666667,3
9,-7.222222,23.88889,3
9,-4.777778,18.88889,3
9,-2.888889,3.555556,3
9,-2.666667,9.666667,3
9,-4.444445,5.666666,3
9,-3,3,3
9,-4.777778,15.111111,3
9,-2,2,3
9,-5.444445,12.888889,3
9,-2.555556,4.888889,3
9,-8.777778,22.666666,3
9,-0.111111,3.555556,3
9,-2.333333,3.333333,3
9,-1,1.222222,3
9,-0.222222,1.444444,3
9,-2.111111,2.555556,3
9,-9.111111,25.88889,3
9,-1,3.444444,3
9,-4.777778,5.555555,3
9,-3.444444,3.444444,3
9,-4.777778,20.222221,3
9,-8.666667,65.44444,3
9,-9.555555,25.333334,3
9,-1.555556,1.555556,3
9,-2.444444,26.666666,3
9,-1.777778,2.777778,3
9,-1.333333,2.777778,3
9,-4,5.888889,3
9,-6.111111,14.555555,3
9,-4,9.333334,3
9,-3.555556,12.444445,3
9,-2.555556,3.444444,3
9,-2.555556,2.777778,3
9,-4,4.222222,3
9,-3.666667,6.333334,3
9,-1.888889,6.555555,3
9,-4.222222,11.333333,3
9,-4,4,3
9,3,6.222222,3
9,-3.777778,4.444445,3
9,-0.111111,0.111111,3
9,-4.222222,6.222222,3
9,-3.333333,4.666667,3
9,-3.444444,3.888889,3
9,-4.333334,10.222222,3
9,-3.555556,7.222222,3
9,-12.888889,60.11111,3
9,-2.111111,7.222222,3
9,-4.333334,9,3
9,-8.666667,91.44444,3
9,-5.444445,6.888889,3
9,-8.222222,22.333334,3
9,-2,2,3
9,-5.333334,7.222222,3
9,-4.555555,10.555555,3
9,-3.333333,18.555555,3
9,-16.555555,33.11111,3
9,-2.111111,3.888889,3
9,-4.888889,13,3
9,-1.888889,2,3
9,-11.333333,29,3
9,-1.777778,13.333333,3
9,-3.666667,5.333334,3
9,-2.888889,9.333334,3
9,-3.777778,15.111111,3
9,-0.666667,0.666667,3
9,-3.888889,6.111111,3
9,-9.777778,61.11111,3
9,-4.111111,4.888889,3
9,-6.111111,8,3
9,-2.888889,3.555556,3
9,-2.888889,9.222222,3
9,0,0,3
9,-2.444444,3.111111,3
9,-9.888889,25.333334,3
9,-13.666667,45.77778,3
9,-4,12.888889,3
9,-2.333333,3.888889,3
9,-4.777778,7.666666,3
9,-4.555555,11.555555,3
9,-12.111111,28.333334,3
9,-2.444444,10.222222,3
9,-2.666667,3.222222,3
9,-9.222222,23.444445,3
9,-1.777778,5.666666,3
9,-1.555556,1.555556,3
9,-2.111111,3.333333,3
9,-7,79.55556,3
9,-0.555556,3.333333,3
9,-3.333333,4,3
9,-2.888889,3.111111,3
9,-4.111111,8.444445,3
9,-2.333333,2.333334,3
9,-1.444444,6.777778,3
9,-3.555556,3.888889,3
9,-5.111111,13.333333,3
9,-5.222222,9.666667,3
9,-5.333334,22.88889,3
9,-4.666666,11.888889,3
9,-4.777778,11.888889,3
9,-3.555556,6.555555,3
9,-7,24.11111,3
9,-3.333333,14,3
9,-24.88889,86.888885,4
9,-25.777779,84.77778,4
9,-7.666666,29.555555,4
9,-12.555555,42,4
9,-17.666666,64.44444,4
9,-22.444445,71,4
9,-14.777778,46.22222,4
9,-13.888889,44.444443,4
9,-24.222221,80.44444,4
9,-12.333333,38.77778,4
9,-22.11111,79.66667,4
9,-25.88889,88.44444,4
9,-23.11111,83.888885,4
9,-18.222221,56.333332,4
9,-16.555555,56.333332,4
9,-13.444445,54.11111,4
9,-20.333334,62.555557,4
9,-20,69.66667,4
9,-24.11111,80.333336,4
9,-20,69.66667,4
9,-18.333334,54.88889,4
9,-16.222221,56.333332,4
9,-17,47.77778,4
9,-12.777778,39.444443,4
9,-12.888889,39.444443,4
9,-14.222222,48.22222,4
9,-11.444445,42.77778,4
9,-22.222221,78.44444,4
9,-21.222221,75.77778,4
9,-13.777778,47.444443,4
9,-17.333334,55,4
9,-17.777779,58.22222,4
9,-11.777778,30,4
9,-12.666667,48.22222,4
9,-11.555555,41,4
9,-10.444445,42.333336,4
9,-13.444445,38.22222,4
9,-17.222221,63.77778,4
9,-7.444445,15.666667,4
9,-17,46.555557,4
9,-12,30,4
9,-14.333333,38.666668,4
9,-15,48.22222,4
9,-12.222222,41,4
9,-13.666667,47.77778,4
9,-24.11111,70.333336,4
9,-12.333333,44.555557,4
9,-20,68.22222,4
9,-16.555555,54.11111,4
9,-20,68.22222,4
9,-13.333333,37.11111,4
9,-18.444445,53.666668,4
9,-25.11111,85,4
9,-22.444445,82.55556,4
9,-24.11111,82.55556,4
9,-20.333334,79.22222,4
9,-12.222222,48.77778,4
9,-4.888889,22.333334,4
9,-23.222221,81.66667,4
9,-5.111111,8.666667,4
9,-20.777779,69.66667,4
9,-12.555555,51.11111,4
9,-18.11111,57.11111,4
9,-23.88889,86.55556,4
9,-17.666666,54.444443,4
9,-18.444445,69.333336,4
9,-14.444445,49.444443,4
9,-21.333334,72.66667,4
9,-15.555555,44.333332,4
9,-10.777778,23.777779,4
9,-15.777778,53.77778,4
9,-21.444445,64.333336,4
9,-11.111111,29.666666,4
9,-15.777778,58,4
9,-18.555555,60.88889,4
9,-18.222221,69.55556,4
9,-12.888889,44,4
