@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Short-line-density-2 numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
82,9,0,-40.88889,125.888885,2
31,9,0,-33.88889,143.11111,2
47,9,0,-31.11111,141.66667,2
45,9,0,-39.22222,126.888885,2
54,9,0,-23,132.44444,2
25,9,0,-35.11111,142.22223,2
19,9,0,-26.777779,142.66667,2
40,9,0,-33.333332,141.55556,2
22,9,0,-14.888889,147,2
78,9,0,-40.88889,125.666664,2
51,9,0,-34.22222,138.88889,2
73,9,0,-30.222221,140.55556,2
63,9,0,-35.333332,137.55556,2
83,9,0,-48.22222,116.888885,2
41,9,0,-43.77778,128.88889,2
65,9,0,-31,141.66667,2
57,9,0,-31,140.44444,2
32,9,0,-38.666668,133.33334,2
68,9,0,-39.444443,126.333336,2
23,9,0,-37.666668,141.66667,2
31,9,0,-16.88889,145.44444,2
44,9,0,-39,126.77778,2
92,9,0,-46.333332,115.44444,2
50,9,0,-35.88889,138.88889,2
98,9,0,-45,116.888885,2
33,9,0,-33.666668,141.77779,2
13,9,0,-17.777779,149.11111,2
81,9,0,-44.88889,118.44444,2
16,9,0,-38.11111,131.11111,2
46,9,0,-41.22222,132.88889,2
28,9,0,-40.555557,131.11111,2
27,9,0,-14.888889,146.55556,2
57,9,0,-34,139,2
33,9,0,-41.444443,128.66667,2
61,9,0,-41.88889,128.33334,2
36,9,0,-41.11111,130.33334,2
58,9,0,-31.333334,137.44444,2
29,9,0,-40.555557,130.55556,2
57,9,0,-49.444443,119.333336,2
30,9,0,-40.88889,131.11111,2
13,9,0,-28.444445,145.44444,2
33,9,0,-34,140.88889,2
75,9,0,-32.444443,133,2
85,9,0,-36.77778,122.55556,2
33,9,0,-41.444443,128.66667,2
46,9,0,-35.333332,141,2
11,9,0,-19.666666,150.88889,2
40,9,0,-31.333334,139.66667,2
36,9,0,-40.444443,125.22222,2
50,9,0,-38.333332,125.77778,2
77,9,0,-22.11111,147.33334,2
43,9,0,-27.444445,140.55556,2
79,9,0,-47.666668,115.333336,2
66,9,0,-43.333332,118.77778,2
62,9,0,-33.444443,139.33334,2
58,9,0,-47.444443,118.77778,2
40,9,0,-43.444443,129,2
41,9,0,-28.555555,131.22223,2
59,9,0,-34.444443,138.77779,2
80,9,0,-41.666668,119.333336,2
47,9,0,-43.666668,121.44444,2
27,9,0,-16.555555,146.55556,2
62,9,0,-28.555555,127.111115,2
57,9,0,-42.666668,122.22222,2
101,9,0,-25.444445,147.22223,2
71,9,0,-31.222221,140.88889,2
83,9,0,-48.22222,116.888885,2
20,9,0,-32.666668,142.33334,2
29,9,0,-27.666666,142.88889,2
75,9,0,-49.666668,115.888885,2
27,9,0,-17.88889,145.55556,2
18,9,0,-19.333334,147.88889,2
78,9,0,-20.666666,147,2
88,9,0,-27.11111,127.55556,2
48,9,0,-21.88889,146.11111,2
57,9,0,-31.444445,139.66667,2
86,9,0,-38.666668,124.111115,2
68,9,0,-32,124.888885,2
80,9,0,-24.555555,127.333336,2
33,9,0,-40.666668,132,2
72,9,0,-34,141.11111,2
34,9,0,-16.777779,146.66667,2
55,9,0,-30.666666,139.33334,2
74,9,0,-38.22222,123.22222,2
90,9,0,-22.777779,128.55556,2
107,9,0,-23.666666,145.22223,2
57,9,0,-19,146.66667,2
15,9,0,-31.444445,145.33334,2
19,9,0,-37.88889,130.22223,2
99,9,0,-43.22222,118,2
35,9,0,-44.77778,122,2
59,9,0,-37.444443,139,2
40,9,0,-43.444443,129,2
67,9,0,-41.88889,125.55556,2
49,9,0,-35.333332,128.88889,2
115,9,0,-28.666666,145.33334,2
48,9,0,-39.333332,129.11111,2
20,9,0,-33,140.55556,2
81,9,0,-44.22222,116.44444,2
53,9,0,-33.333332,138.22223,2
35,9,0,-15.777778,146.22223,2
46,9,0,-30.11111,141,2
25,9,0,-30.666666,142.33334,2
32,9,0,-38.444443,132.55556,2
71,9,0,-31.222221,140.88889,2
99,9,0,-43.22222,118,2
54,9,0,-36.22222,126.111115,2
62,9,0,-27.222221,138.77779,2
20,9,0,-33.555557,132.33334,2
32,9,0,-33.666668,138.11111,2
28,9,0,-34.555557,138.66667,2
13,9,0,-20.11111,149.88889,2
65,9,0,-43.666668,121.111115,2
29,9,0,-28.444445,142.77777,2
25,9,0,-43.555557,126.888885,2
37,9,0,-47.444443,121.111115,2
90,9,0,-22.333334,128.33334,2
90,9,0,-22.777779,128.55556,2
39,9,0,-30.88889,140.33334,2
27,9,0,-16.555555,146.55556,2
71,9,0,-32.22222,138.33334,2
21,9,0,-36.444443,142.44444,2
58,9,0,-47.444443,118.55556,2
93,9,0,-46.88889,112.111115,2
55,9,0,-39.22222,124.111115,2
62,9,0,-26.777779,140.33334,2
33,9,0,-39.333332,130.55556,2
42,9,0,-30.11111,141.77779,2
32,9,0,-33.333332,142.22223,2
41,9,0,-39.333332,129.33334,2
52,9,0,-30.666666,140.22223,2
48,9,0,-25,132.44444,2
30,9,0,-40.666668,129,2
42,9,0,-39.77778,126.22222,2
94,9,0,-6.444445,6,3
120,9,0,-25.555555,33.11111,3
128,9,0,-19.11111,25.88889,3
129,9,0,-1.555556,1.555556,3
111,9,0,-8,9.111111,3
145,9,0,-1.555556,1.444444,3
126,9,0,-15.888889,17.222223,3
120,9,0,-10.888889,12.777778,3
139,9,0,-2,1.777778,3
83,9,0,-12.111111,11.888889,3
93,9,0,-7.333334,7.222222,3
127,9,0,-16.444445,26.444445,3
73,9,0,-9.222222,9.666667,3
115,9,0.111111,-12,12.888889,3
110,9,0,-24,29,3
133,9,0,0,0,3
88,9,0,-11.111111,10.111111,3
129,9,0,-1.555556,1.555556,3
91,9,0.111111,-17.555555,52.666668,3
136,9,0,-19.555555,25.333334,3
127,9,0,-25.777779,30.11111,3
82,9,0,-12.444445,14.555555,3
85,9,0,-8.888889,8.888889,3
123,9,0,-2.888889,2.666667,3
112,9,0,-1.333333,1.222222,3
75,9,0.111111,-22.666666,65.44444,3
126,9,0.111111,-7.222222,6.555555,3
121,9,0,-6.888889,6,3
70,9,0.111111,-14.444445,26.666666,3
124,9,0,-2,2,3
142,9,0,-6.555555,7.222222,3
69,9,0.111111,-13.777778,29.333334,3
120,9,0,-4.222222,4.111111,3
93,9,0,-10.666667,11.888889,3
121,9,0,-16.222221,23.444445,3
109,9,0.111111,-18.88889,22.333334,3
109,9,0,-4.888889,4.777778,3
139,9,0,-6.222222,23.88889,3
133,9,0,-2.888889,2.777778,3
125,9,0,-4,3.888889,3
123,9,0,-3.555556,3.333333,3
126,9,0,-6.666666,5.222222,3
83,9,0.111111,-16.11111,22.666666,3
89,9,0,-6.555555,6.444445,3
124,9,0,-2.777778,2.666667,3
143,9,0,-9.888889,9.444445,3
115,9,0,-19,22.88889,3
66,9,0,-22.666666,49.555557,3
96,9,0,-9.333333,9.777778,3
102,9,0,-12.777778,20.222221,3
130,9,0,-3.777778,3.333333,3
103,9,0,-6.111111,5.666666,3
113,9,0,-3.888889,3.444444,3
117,9,0,-3.222222,3.111111,3
85,9,0,-4,3.444444,3
99,9,0,-9.888889,11.555555,3
68,9,0,-25.88889,60.11111,3
125,9,0,-7.111111,7.777778,3
83,9,0,-6.444445,6,3
116,9,0,-6.777778,5.666666,3
117,9,0,0,0,3
143,9,0,-9.888889,9.444445,3
90,9,0,-7.333334,7.333334,3
114,9,0,-2.888889,3.888889,3
98,9,0,-4.222222,4.111111,3
133,9,0,0,0,3
120,9,0,-4.333334,4,3
92,9,0.111111,-11.666667,18.666668,3
112,9,0,-0.444444,0.444444,3
76,9,0,-13.444445,13.333333,3
122,9,0,-1,1,3
94,9,0,-8,7.777778,3
113,9,0.111111,-32.333332,44.22222,3
88,9,0,-7.888889,7.666666,3
96,9,0,-8.111111,8.555555,3
124,9,0,-21.333334,24.11111,3
90,9,0,-7.555555,7.888889,3
124,9,0,-6.888889,6.111111,3
95,9,0,-4.777778,3.888889,3
136,9,0,-3,3,3
115,9,0,-5,4.666667,3
126,9,0,-4.222222,3.666667,3
98,9,0,-9.555555,10.444445,3
131,9,0,-1.555556,1.555556,3
75,9,0.111111,-22.666666,65.44444,3
99,9,0,-5.777778,5.555555,3
137,9,0,-13.555555,13.888889,3
91,9,0,-9,8.111112,3
132,9,0,-3.888889,4.222222,3
124,9,0.111111,-10.444445,12.888889,3
126,9,0,-17.88889,20,3
120,9,0,-3,3,3
146,9,0,-0.111111,0.111111,3
99,9,0,-9.111111,9,3
125,9,0,-7.111111,7.777778,3
122,9,0,-6,26.444445,3
104,9,0,-11.222222,23.444445,3
81,9,0,-7.444445,7.444445,3
108,9,0.111111,-24.11111,61.11111,3
107,9,0,-28.666666,36,3
136,9,0,-19.555555,25.333334,3
79,9,0,-10.888889,10.555555,3
124,9,0,-4.666666,5.888889,3
129,9,0,-1.555556,1.555556,3
141,9,0,-4.333334,3.666667,3
77,9,0,-11.333333,10.222222,3
88,9,0,-12.666667,13.333333,3
118,9,0,-2.777778,2.555556,3
102,9,0,-8.444445,7.666666,3
122,9,0.111111,-9.888889,11.333333,3
120,9,0,-4.777778,3.888889,3
92,9,0,-12.666667,12.666667,3
90,9,0.111111,-12.666667,15.666667,3
137,9,0,-2.333333,2.222222,3
80,9,0,-18.88889,31.666666,3
107,9,0,-4.666666,4.555555,3
138,9,0,-4.222222,3.777778,3
85,9,0,-5.888889,6.777778,3
80,9,0,-18.88889,31.666666,3
131,9,0,-1.555556,1.777778,3
95,9,0,-9.666667,9,3
145,9,0,-4.222222,3.555556,3
108,9,0,-3.888889,3.333333,3
101,9,0.111111,-13.222222,15.555555,3
124,9,0,-4.666666,5.888889,3
102,9,0,-9.111111,8.444445,3
91,9,0.111111,-20.777779,52.666668,3
141,9,0,-8.444445,7.666666,3
81,9,0.111111,-14.444445,18.88889,3
127,9,0,-1.888889,1.888889,3
96,9,0,-10.888889,11.888889,3
81,9,0,-26.444445,55.555557,3
95,9,0.111111,-10.888889,9.222222,3
99,9,0,-9.111111,9,3
130,9,0,-5.888889,5,3
140,9,0,-11.777778,15.111111,3
144,9,0,-2.888889,2.888889,3
132,9,0,-3.888889,3.444444,3
124,9,0,-3.111111,2.777778,3
112,9,0,-8.111111,7.222222,3
86,9,0.111111,-13.888889,19.88889,3
90,9,0,-6.777778,6.888889,3
124,9,0,-5.444445,5.555555,3
132,9,0,-1.111111,1.111111,3
144,9,0,-3,3,3
93,9,0,-9,9.333334,3
106,9,0,-5.888889,6.111111,3
111,9,0,-4,4,3
133,9,0,-2.222222,2.222222,3
122,9,0,-17.88889,25.333334,3
131,9,0,0,0,3
137,9,0.111111,-7.333334,9,3
119,9,0,-25.11111,33.666668,3
108,9,0,-10.666667,14.111111,3
90,9,0,-6.333334,6.222222,3
139,9,0,-6.222222,23.88889,3
103,9,0,-5.888889,6.222222,3
81,9,0,-22,30.555555,3
98,9,0,-4.444445,3.555556,3
134,9,0,-11.888889,11.444445,3
91,9,0,-7.666666,8,3
138,9,0.222222,-19.88889,24.777779,3
134,9,0,-15.111111,15.888889,3
125,9,0,-3.444444,3.111111,3
