@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
130,1.055556,5.851852,4.444445,-0.963048,1
126,1,6.481482,3.555556,-1.118131,1
59,2.055555,21.814816,-3.111111,-1.680812,1
112,0.555555,5.925926,3.555556,-1.058277,1
88,2.888889,22.148148,-2.444444,-1.653787,1
67,2.444445,20,-1.333333,-1.623202,1
117,1,6.444445,2.666667,-1.233256,1
135,1.055556,5.703704,5.222222,-0.787376,1
124,0.666667,6.185185,4.444445,-0.95784,1
73,2.611111,19.074074,0.444444,-1.524253,1
96,2.777778,21.88889,0.666667,-1.530686,1
63,1.5,18.074074,-2.555556,-1.683847,1
124,0.888889,5.888889,3.666667,-1.037663,1
143,0.444445,5.037037,4.555555,-0.907416,1
124,0.388889,6.037037,4.222222,-1.02473,1
72,1.777778,26.481482,-8.777778,-1.846158,1
114,1.944444,19.851852,0.444444,-1.508658,1
56,1.277777,26.444445,-9.333333,-1.863182,1
61,0.833333,23.74074,-3.222222,-1.700913,1
133,1.166667,6.444445,4,-1.077659,1
81,2.722222,20.481482,-1.111111,-1.566335,1
130,0.833333,7.296296,3.777778,-1.056659,1
108,1.388889,17.666666,4,-1.302133,1
98,1.888889,20.88889,0.333333,-1.528895,1
103,1.888889,18.962963,3.777778,-1.334127,1
107,1.888889,18.88889,3,-1.357871,1
111,1.611111,19.925926,-0.444444,-1.58144,1
114,1,6.222222,4,-1.0108,1
128,0.666667,5.555555,4,-0.985811,1
143,0.5,5.666666,5.666666,-0.796918,1
122,0.5,6,3.666667,-1.05144,1
116,1.166667,6.111111,3,-1.163245,1
133,1.166667,6.444445,4,-1.077659,1
118,2.277778,21.11111,-2.666667,-1.620749,1
57,2.111111,26.296297,-4.888889,-1.739017,1
135,0.666667,4.148148,4.555555,-0.807848,1
123,0.388889,6.111111,5.666666,-0.761648,1
136,1,6.259259,4.555555,-0.924607,1
45,3.277778,21.925926,-4.111111,-1.73537,1
123,0.666667,6.740741,4.444445,-0.985729,1
71,4.5,22.333334,-1.666667,-1.636863,1
74,0.666667,22.407408,-2.222222,-1.646671,1
125,0.666667,6.185185,3.444444,-1.121818,1
55,1.777777,23.444445,-5.333334,-1.771163,1
131,0.777778,5.185185,4.444445,-0.874641,1
86,1.722222,18.592592,-0.111111,-1.541502,1
44,2.38889,18.74074,-4.222222,-1.753726,1
115,0.333333,6.777778,3,-1.210357,1
122,0.5,6.407407,5.111111,-0.83212,1
74,1.388889,21.148148,-0.444444,-1.554234,1
62,1.833333,21.185184,-1.888889,-1.650123,1
143,0.666667,4.518518,4.777778,-0.87829,1
67,1.833333,22.25926,0.888889,-1.524771,1
75,0.722222,21.333334,-0.666667,-1.590164,1
135,0.833333,5,5.666666,-0.692028,1
111,0.5,5.444445,3,-1.181388,1
60,2.166666,23.777779,-4,-1.713134,1
88,2.944445,20.592592,-5.444445,-1.785147,1
113,2.944444,20.25926,-0.777778,-1.585609,1
86,1.666667,24.296297,-2.222222,-1.650844,1
125,0.666667,5.851852,4.111111,-0.944272,1
72,1.666666,26.222221,-7.333334,-1.807866,1
114,3.888888,17.222221,5.333334,-1.176662,1
70,1.833333,23.666666,-2,-1.649603,1
104,1.5,18.703703,1.555556,-1.446641,1
101,1.722222,20.074074,0.777778,-1.520125,1
89,3.666667,22.333334,-2,-1.625587,1
132,0.944444,5.740741,5.111111,-0.726018,1
90,2,24.851852,-3.555556,-1.705942,1
122,0.777778,5.851852,4.444445,-0.942559,1
60,2.888889,26.74074,-6.222222,-1.776113,1
53,1.166667,21.555555,-2,-1.662177,1
115,0.333333,6.666666,4.666666,-0.965144,1
62,3.388889,27.37037,-10.777778,-1.888408,1
145,0.722222,5.296296,3.111111,-1.068968,1
67,1.555556,23.74074,-2.555556,-1.670171,1
102,2.611111,23.074074,-2.888889,-1.68544,1
95,0.944444,21.407408,-0.222222,-1.567327,1
124,0.833333,6.222222,4,-1.011484,1
149,0.722222,5.444445,-4,-1.985703,1
128,0.888889,5.925926,5.888889,-0.7213,1
129,0.888889,6.666666,5.333334,-0.843904,1
67,2.444445,20,-1.333333,-1.623202,1
116,1.555556,21.703703,-1.444444,-1.632243,1
113,0.722222,5.481482,4.888889,-0.851202,1
129,0.666667,6.333334,4.666666,-0.932783,1
94,3.666667,21.222221,-1.666667,-1.627145,1
66,2.166667,22.62963,-4.222222,-1.733544,1
123,0.5,5.814815,5.222222,-0.837598,1
104,3.055556,20.185184,0.111111,-1.555376,1
90,5.111111,22.62963,-1.888889,-1.622331,1
103,1.833333,21.851852,-1.888889,-1.634396,1
143,0.444444,5.444445,4,-1.048222,1
136,0.666667,6.814815,4.555555,-0.963931,1
116,0.444445,6.481482,3.222222,-1.19107,1
128,0.333333,5.962963,4.111111,-1.005054,1
111,0.888889,6.037037,2.888889,-1.175773,1
141,0.777778,5.407407,4.777778,-0.843732,1
129,1.111111,6.407407,4.777778,-0.912766,1
71,2.833333,22.777779,-2.666667,-1.66796,1
124,0.611111,6,4.333334,-0.987873,1
92,1.777778,22.88889,-3.333333,-1.682651,1
40,1.111112,17.185184,-4.555555,-1.783602,1
140,0.666667,5,4.666666,-0.783647,1
96,2.833333,21.74074,-2.888889,-1.676921,1
65,2.333334,20.814816,-2.111111,-1.665853,1
85,2.500001,21.11111,-1,-1.603957,1
114,2.111111,14.518518,4.777778,-1.179347,1
59,2.944445,25.074074,-8.222222,-1.836328,1
101,1.277778,21.296297,-0.222222,-1.558599,1
86,3.555556,23.814816,-1.444444,-1.60859,1
130,0.666667,5.777778,5,-0.871495,1
95,2.499999,21.11111,0,-1.555549,1
75,2.222222,25.962963,-7.888889,-1.8356,1
113,2.777778,14.703704,7.222222,-0.9757,1
136,0.444444,5.62963,4.444445,-0.896533,1
117,0.5,5.888889,3,-1.179692,1
92,1.388889,23.444445,-2,-1.653926,1
117,0.388889,6.333334,4,-0.983947,1
139,0.833333,6.111111,4.333334,-0.965946,1
116,0.333333,5.62963,3.444444,-1.099624,1
66,2.944444,28.407408,-9.222222,-1.844993,1
92,2,19.37037,2.555556,-1.408242,1
113,0.444444,5.518518,4.111111,-0.989308,1
67,2.111111,27.148148,-6.111111,-1.768356,1
128,0.666667,5.666666,5.333334,-0.837598,1
55,1.777777,23.444445,-5.333334,-1.771163,1
115,4.166667,22.037037,-2.111111,-1.619549,1
116,1.555556,21.703703,-1.444444,-1.632243,1
138,0.833333,5.740741,4.777778,-0.862108,1
118,0.777778,5,3.666667,-1.047198,1
83,2.444445,19.444445,0.333333,-1.507007,1
117,1.611111,19.88889,2.333333,-1.420087,1
132,0.222222,5.37037,5.222222,-0.808383,1
108,1.611111,17.11111,5.666666,-1.169517,1
149,1.055556,7.518518,-5.888889,-2.018631,1
84,1.611111,23.851852,-0.888889,-1.598867,1
102,1.333333,20.25926,0.222222,-1.555097,1
110,1.944444,4.222222,0.333333,-1.539762,1
120,0.444445,5.962963,5.444445,-0.820403,1
147,0.777778,6.777778,-4,-1.783388,1
142,1.5,4.666666,6.333334,-0.604864,1
123,0.444444,4.555555,4.333334,-0.853547,1
138,0.833333,5.740741,4.777778,-0.862108,1
68,2.388889,17.703703,-0.111111,-1.563972,1
134,0.666667,4.740741,5.111111,-0.730465,1
74,2.166667,23.592592,-3.111111,-1.66658,1
117,1,21.222221,-0.333333,-1.574477,1
111,0.888889,6.037037,2.888889,-1.175773,1
130,0.388889,5.333334,4.666666,-0.889024,1
131,0.777778,5.962963,4.777778,-0.804846,1
63,2.111111,20.925926,-3.777778,-1.72683,1
84,1.611111,23.851852,-0.888889,-1.598867,1
77,3.055556,26.407408,-5.555555,-1.768872,1
87,2.722222,17.333334,2.666667,-1.318373,1
44,2.38889,18.74074,-4.222222,-1.753726,1
149,1,5.518518,-4.222222,-2.009108,1
138,0.444444,5.444445,4.666666,-0.880521,1
69,1.88889,25.666666,-6.666666,-1.79139,1
115,2.222223,16.555555,-2.666667,-1.54801,1
100,2.666667,20.62963,0.777778,-1.519702,1
79,2.111111,16.814816,1.555556,-1.453114,1
104,2.666666,21.777779,-2.666667,-1.669752,1
54,2.722222,24.592592,-5.444445,-1.760752,1
103,2.277778,16.148148,4.555555,-1.219211,1
80,3,24.814816,-1.444444,-1.620451,1
149,0.722222,5.444445,-4,-1.985703,1
137,1.111111,5.851852,5.777778,-0.744272,1
62,1.222223,21.222221,-1.333333,-1.620398,1
56,2.722222,28.62963,-7.555555,-1.819915,1
126,0.444445,5.777778,5,-0.895807,1
51,2.666667,25.74074,-9.222222,-1.873032,1
121,2,23.11111,-4.333334,-1.740736,1
81,1.833333,19.851852,1.444444,-1.472378,1
90,1.333334,18.11111,2,-1.425885,1
147,0.722222,4.592593,-1.444444,-1.561754,1
64,1.388889,24.074074,-4.222222,-1.724894,1
59,2.055555,23.851852,-3.555556,-1.699326,1
113,0.777778,5.592593,4.555555,-0.942558,1
108,1.388889,17.666666,4,-1.302133,1
70,1.722222,26.037037,-4.777778,-1.74518,1
103,1.111111,18.333334,2.666667,-1.397414,1
112,1,6.222222,2.333333,-1.273992,1
41,1.666667,22.481482,-5.111111,-1.77166,1
131,1.333333,5.333334,4.666666,-0.850783,1
107,3.333333,18.62963,2.444444,-1.370369,1
101,2.222222,19.037037,1.888889,-1.457591,1
140,0.5,6,4.333334,-0.91962,1
101,1.611111,22.444445,-2.666667,-1.674318,1
60,1.277778,19.925926,-1.777778,-1.650048,1
57,1.944445,26.814816,-8.444445,-1.837675,1
92,2.333333,23.666666,-1.666667,-1.637777,1
42,1.388889,22.592592,-7.777778,-1.842494,1
64,2.388889,22.481482,-1.444444,-1.625668,1
114,0.833333,5.888889,3.333333,-1.151837,1
113,0.277778,6.148148,3.222222,-1.175454,1
83,3.611111,18.74074,1.111111,-1.456819,1
130,1,6.62963,5.444445,-0.764077,1
139,0.777778,5.333334,3.666667,-1.004936,1
106,0.722222,19.11111,1.333333,-1.48458,1
108,0.944444,21.925926,-2.777778,-1.683529,1
56,1.5,23.703703,-4.777778,-1.748835,1
136,1,6.259259,4.555555,-0.924607,1
140,1,6.333334,4.666666,-0.909267,1
115,0.777778,6.296296,3.111111,-1.175454,1
109,1.333334,17.777779,4.333334,-1.276562,1
91,2.166666,22.481482,-1.444444,-1.630409,1
100,1.222222,21.074074,1.777778,-1.477019,1
66,1.5,18.666666,-0.333333,-1.569253,1
116,4.777777,16.185184,2.444444,-1.162844,1
88,1.722222,21.148148,0.888889,-1.512555,1
124,1,7.074074,3.444444,-1.157082,1
142,1.722222,4.814815,5.888889,-0.675123,1
58,1.388889,20.925926,-2.777778,-1.685074,1
34,1.5,20.333334,-6.333334,-1.823148,1
102,1.944444,17.925926,1.888889,-1.447037,1
123,0.888889,6.962963,2.777778,-1.18068,1
116,0.444445,6.481482,3.222222,-1.19107,1
133,0.5,6.666666,5,-0.924817,1
118,0.555556,5.481482,3.222222,-1.053347,1
120,3.222222,23.666666,-4.666666,-1.76489,1
85,3.944444,21.444445,-3,-1.659879,1
147,0.5,4.148148,-0.777778,-1.475643,1
118,0.722222,6.074074,4.777778,-0.87829,1
101,1.277778,21.296297,-0.222222,-1.558599,1
129,0.666667,6.333334,4.666666,-0.932783,1
75,3.777778,24.851852,-2.555556,-1.652768,1
89,2.555556,18.962963,-0.555556,-1.544214,1
106,1.611111,23.037037,-3.111111,-1.695804,1
61,3.111111,18.962963,-0.888889,-1.591206,1
138,0.5,4.962963,5.444445,-0.722894,1
147,0.722222,6.037037,-1.111111,-1.50837,1
124,0.388889,6.037037,4.222222,-1.02473,1
121,0.611111,6.407407,4.777778,-0.914324,1
134,0.388889,5.296296,4.444445,-0.912631,1
60,2.444445,22.62963,-3.888889,-1.709389,1
111,0.611111,5.407407,4.444445,-0.897859,1
89,1.666667,23.88889,-2.333333,-1.664008,1
68,2.166667,27.185184,-8.888889,-1.848523,1
115,3.888889,19.925926,1.888889,-1.440963,1
125,0.666667,6.185185,3.444444,-1.121818,1
111,0.611111,5.925926,5.222222,-0.872666,1
51,1.611111,19.592592,-2.444444,-1.68129,1
114,0.444444,5.444445,2,-1.314533,1
137,1.111111,5.851852,5.777778,-0.744272,1
81,1.333333,22.703703,-1.111111,-1.606794,1
53,2.833333,27.074074,-12.888889,-1.937482,1
50,1,23.037037,-4.111111,-1.741254,1
111,1.055556,5.703704,3.555556,-1.065066,1
69,1.611111,24.333334,-7,-1.811203,1
55,1.277778,21.037037,-1.444444,-1.634416,1
33,0.722221,111.333336,-40.666668,-2.290421,2
11,2.166667,141.55556,-19.333334,-2.401587,2
56,0.722221,126.44444,-30.666666,-2.307657,2
48,0.555555,122.37037,-30.444445,-2.278604,2
24,1.611109,121.62963,-32.555557,-2.307914,2
81,0.833332,92.18519,-44.88889,-2.187399,2
72,1.055559,125.55556,-30.666666,-2.32084,2
89,1.277779,106.07407,-38.88889,-2.306204,2
83,1.055552,90.62963,-48.22222,-2.239053,2
68,0.888889,105.77778,-32,-2.169999,2
28,1.444441,122.51852,-34.555557,-2.35398,2
33,0.500001,110.59259,-41.444443,-2.408019,2
44,1,99,-42,-2.254541,2
66,1.444443,122.55556,-34.666668,-2.307094,2
38,0.888888,124.85185,-34.555557,-2.322923,2
26,0.444444,112.22222,-41.666668,-2.38614,2
32,2.611109,136.2963,-19.555555,-2.280755,2
34,1.000001,123.22222,-35.333332,-2.343381,2
18,0.944445,138.62962,-15.888889,-2.214612,2
50,0.944445,107.44444,-38.333332,-2.337296,2
18,1.277777,125.62963,-34.88889,-2.352184,2
66,1.111113,93.44444,-43,-2.224845,2
57,0.666665,126.111115,-31,-2.362514,2
101,0.611109,134.92592,-25.444445,-2.328735,2
19,1.499998,129.92592,-26.777779,-2.340765,2
43,0.888889,107.14815,-39.11111,-2.247952,2
55,1.444447,103.07407,-39.22222,-2.251012,2
26,0.888888,136.88889,-17.666666,-2.230725,2
81,1.055557,90.40741,-44.22222,-2.18233,2
30,0.611111,125.40741,-30.88889,-2.295989,2
15,1.888888,130.14815,-31.444445,-2.32497,2
40,1.333332,124.62963,-30.555555,-2.270219,2
45,1.555557,121.51852,-31.222221,-2.292668,2
22,0.722221,137.96297,-14.888889,-2.158304,2
64,1.333331,108.77778,-37.333332,-2.355443,2
44,1.333333,106,-39,-2.255577,2
81,0.888891,112.92593,-21.777779,-2.033487,2
31,0.666664,136.40741,-16.88889,-2.251504,2
63,0.666668,120.22222,-35.333332,-2.315885,2
87,0.777779,135.40741,-22.555555,-2.312874,2
65,2,125.666664,-31,-2.273744,2
34,1.388888,125.48148,-35.444443,-2.357272,2
46,2.166668,124.55556,-35.333332,-2.357688,2
40,0.833333,125.111115,-33.333332,-2.313685,2
54,1,134.33333,-20.333334,-2.231555,2
13,0.944445,141.81482,-14.111111,-2.276767,2
66,1.833335,114.22222,-22,-2.09899,2
38,2.111111,113.48148,-39.11111,-2.370002,2
73,1.611111,125.51852,-30.222221,-2.307396,2
19,1.666672,137.77777,-18.666666,-2.358602,2
13,1,118.666664,-36.333332,-2.351897,2
41,0.277779,135.22223,-20.333334,-2.270225,2
25,0.833333,102.48148,-43.444443,-2.253408,2
74,0.500001,101.85185,-38.22222,-2.220553,2
46,1.333332,114.62963,-41.22222,-2.395028,2
42,1.666668,108.92593,-39.77778,-2.410388,2
67,3.833332,106.07407,-41.88889,-2.357338,2
34,0.888887,105.48148,-42.77778,-2.286636,2
18,1.166669,137.88889,-19.333334,-2.27511,2
25,0.999996,126.03704,-35.11111,-2.36518,2
49,1.166668,127.40741,-31.222221,-2.297839,2
40,0.555556,125.14815,-32.77778,-2.2949,2
49,0.722225,108.888885,-35.333332,-2.211659,2
58,0.888891,123,-31.333334,-2.365385,2
21,1,127.296295,-33.22222,-2.339377,2
45,0.611109,101.22222,-42.333332,-2.247816,2
62,1.166668,126.48148,-26.777779,-2.275425,2
44,1.166665,123.81481,-31.11111,-2.367282,2
63,0.333332,108.92593,-38.11111,-2.382438,2
41,0.388892,109.703705,-43.77778,-2.404745,2
36,1.055556,114.03704,-39.77778,-2.362237,2
90,0.777779,113.48148,-22.777779,-2.097815,2
77,1.277776,135.92592,-22.11111,-2.277146,2
56,0.833333,126,-30.333334,-2.326783,2
79,0.777779,107.74074,-41.555557,-2.377965,2
30,0.611109,111.22222,-40.666668,-2.405295,2
17,1.277779,126.14815,-33.444443,-2.348415,2
57,1.388891,135.77777,-19,-2.187422,2
42,1.166669,137.07408,-19.88889,-2.26361,2
104,1.833335,100.51852,-39.88889,-2.326201,2
68,0.777779,125.77778,-30.333334,-2.300618,2
75,0.888888,88.55556,-49.666668,-2.232,2
51,0.611111,123.18519,-34.22222,-2.368498,2
58,1.444444,122.25926,-35.444443,-2.357271,2
29,1.055553,128.44444,-27.666666,-2.271128,2
15,1.222221,132.22223,-27.666666,-2.341041,2
66,0.888888,95.111115,-43.333332,-2.235701,2
99,0.777779,93.40741,-43.22222,-2.207756,2
32,2.611109,136.2963,-19.555555,-2.280755,2
71,1.499999,125.96296,-31.222221,-2.339758,2
62,1.666669,125.333336,-28.666666,-2.314232,2
33,0.888888,124.55556,-34,-2.333537,2
31,0.777777,114.96296,-39.22222,-2.384877,2
29,1.055553,128.44444,-27.666666,-2.271128,2
15,0.666668,113.74074,-40.88889,-2.389025,2
39,1.333333,113,-40.666668,-2.393564,2
94,1.277776,95.296295,-43.22222,-2.227114,2
94,1.000001,113.18519,-18.88889,-2.015307,2
57,1.611109,100.44444,-42.666668,-2.288131,2
71,0.888888,122.18519,-32.22222,-2.301203,2
90,0.777779,113.48148,-22.777779,-2.097815,2
48,0.999999,107.888885,-39.333332,-2.247036,2
20,1.27778,127.333336,-31.666666,-2.326919,2
39,1.111111,127.51852,-32.88889,-2.352961,2
14,1.222223,113.81481,-41.11111,-2.391113,2
49,1.499999,126.18519,-29.555555,-2.263738,2
60,1.055556,123.666664,-29,-2.293386,2
57,0.77778,98.59259,-43.77778,-2.264402,2
52,0.777777,111.62963,-31.88889,-2.229685,2
48,1.333331,115.77778,-25,-2.090557,2
21,1.166667,126.77778,-33,-2.370372,2
15,1.222225,106.51852,-46.88889,-2.266452,2
90,1.27778,113.111115,-22.333334,-2.078418,2
34,1.888891,137.03703,-16.777779,-2.2,2
81,0.722224,105.92593,-42.11111,-2.382261,2
19,0.944443,127.51852,-32.88889,-2.344188,2
39,1.222218,127.07407,-32.22222,-2.336025,2
27,0.5,138.07408,-16.555555,-2.264532,2
83,1.055552,90.62963,-48.22222,-2.239053,2
40,0.722223,110.703705,-43.444443,-2.434692,2
35,1.166665,109.111115,-38,-2.420203,2
33,1.055553,125.888885,-33.666668,-2.348002,2
39,1.833333,113.37037,-32.444443,-2.198158,2
47,1.555557,123.85185,-29.222221,-2.23989,2
31,0.888889,126.85185,-33.88889,-2.334831,2
23,1.166665,124.44444,-37.666668,-2.37055,2
57,1.166667,135.96297,-18.222221,-2.215046,2
75,1.055559,126.07407,-30.555555,-2.309804,2
70,1.111108,112.51852,-25.555555,-2.17166,2
79,0.777779,107.74074,-41.555557,-2.377965,2
13,0.555557,131.77777,-29,-2.386251,2
55,1,113.666664,-38,-2.319697,2
25,1.111111,128,-30.666666,-2.354552,2
18,0.555557,112.111115,-44.666668,-2.45498,2
19,1.444447,126.666664,-33.666668,-2.352834,2
86,1.166669,105.77778,-38.666668,-2.343789,2
13,1.666664,141.59259,-20.11111,-2.449265,2
17,1.888889,129.55556,-32.333332,-2.412968,2
50,1.111112,109.25926,-46.11111,-2.37202,2
75,11.111111,116.703705,-32.444443,-2.295488,2
19,0.888888,114.25926,-39.77778,-2.375985,2
29,0.777779,103.25926,-43.444443,-2.257217,2
52,1.333333,125.77778,-30.666666,-2.348494,2
58,1.000001,93.14815,-47.444443,-2.246316,2
47,1.111109,135.74074,-20.222221,-2.262555,2
62,0.888887,110.18519,-28.555555,-2.178149,2
35,0.722221,136.48148,-15.777778,-2.146845,2
41,0.833333,112.111115,-39.333332,-2.404553,2
48,1.277781,134.85185,-21.88889,-2.278428,2
47,0.666667,97.111115,-43.666668,-2.223218,2
43,1.111111,125.25926,-28.777779,-2.270653,2
46,1.05556,135.51852,-18.222221,-2.232616,2
58,1.055559,109.07407,-38.22222,-2.375207,2
45,1.111113,122.85185,-36.88889,-2.35936,2
96,0.611112,111.59259,-24.444445,-2.085954,2
101,0.611109,134.92592,-25.444445,-2.328735,2
33,0.500001,110.59259,-41.444443,-2.408019,2
24,0.888888,127.62963,-29.88889,-2.349252,2
51,1.499998,126.333336,-28,-2.306687,2
56,0.833333,126,-30.333334,-2.326783,2
45,1,101.92593,-41.444443,-2.238324,2
57,1.000001,92.92593,-49.444443,-2.254208,2
39,0.777776,124.18519,-30.88889,-2.268113,2
21,1.166667,126.77778,-33,-2.370372,2
11,2.888891,143.44444,-19.666666,-2.521648,2
59,1.055556,121.703705,-37.444443,-2.364216,2
26,1.888885,137.03703,-16.777779,-2.182567,2
54,1.222221,124.37037,-35.11111,-2.328661,2
57,1.22222,124.703705,-31.444445,-2.34019,2
28,0.888887,112.96296,-40.555557,-2.387884,2
42,1.666668,108.92593,-39.77778,-2.410388,2
72,1.166667,93.44444,-42.666668,-2.22578,2
32,1.777779,126.22222,-33.333332,-2.333746,2
14,0.611113,112.74074,-41.22222,-2.408968,2
85,0.888888,93.55556,-43,-2.208414,2
82,0.611111,106.51852,-40.88889,-2.344872,2
53,0.722223,123.44444,-33.333332,-2.39327,2
41,1.888889,121.48148,-33.77778,-2.280803,2
57,0.888889,122.333336,-33,-2.297173,2
37,1.055553,95.92593,-47.444443,-2.258443,2
62,1.000001,99.666664,-42,-2.277142,2
40,1.222221,127.40741,-29.88889,-2.308766,2
31,1.333333,135.92592,-18.11111,-2.255012,2
16,1.666667,102.51852,-44.88889,-2.302468,2
49,1.77778,124.03704,-32.77778,-2.303412,2
20,0.833333,125,-33,-2.348006,2
92,0.77778,90.333336,-46.333332,-2.242802,2
67,0.888889,122.888885,-31.666666,-2.317188,2
41,1.111115,137.14815,-19.444445,-2.268529,2
13,1.333333,130.40741,-32.22222,-2.355244,2
54,0.666667,109.96296,-37.22222,-2.351182,2
13,1.166667,132.25926,-28.444445,-2.360428,2
14,1.666669,117,-38.333332,-2.390383,2
22,1,137.62962,-16.555555,-2.146204,2
51,0.833335,122.96296,-36.88889,-2.330465,2
40,0.722223,110.703705,-43.444443,-2.434692,2
35,0.944447,98.74074,-46.22222,-2.280843,2
67,1.055556,108.85185,-28.222221,-2.173099,2
99,0.777779,93.40741,-43.22222,-2.207756,2
54,1.722223,108.85185,-36.22222,-2.33633,2
27,0.999997,136.2963,-17.88889,-2.264129,2
115,1.444445,132.77777,-28.666666,-2.405477,2
63,6.222223,105.59259,-38.77778,-2.375282,2
62,1.888887,123.48148,-33.444443,-2.343404,2
42,0.944444,127.03704,-30.11111,-2.31442,2
16,0.944448,140.40741,-17.222221,-2.232895,2
29,1.388891,128.48148,-28.444445,-2.29776,2
30,0.833332,123.333336,-31.666666,-2.27951,2
59,1.055556,126.14815,-28.777779,-2.308637,2
57,1.611112,124.25926,-33.77778,-2.341163,2
15,0.555556,129.25926,-32.77778,-2.38244,2
72,1.499999,125.44444,-34,-2.366197,2
71,1.333333,89.14815,-49.11111,-2.249475,2
68,0.722224,107.37037,-39.444443,-2.333212,2
25,1.277776,103.62963,-43.555557,-2.252101,2
97,1,134.37038,-23.444445,-2.346234,2
52,0.777777,111.62963,-31.88889,-2.229685,2
41,1.111112,123.03704,-33.444443,-2.299918,2
64,0.777777,92.81481,-46.77778,-2.228939,2
12,1.777779,127.44444,-35.666668,-2.402917,2
50,1.444444,122.07407,-36.555557,-2.325679,2
49,0.666669,120.703705,-37.77778,-2.315477,2
71,1.499999,125.96296,-31.222221,-2.339758,2
30,1.222223,113.25926,-37.444443,-2.385308,2
27,2.055557,122.666664,-33.333332,-2.334512,2
35,1.444444,127.55556,-30.333334,-2.311049,2
62,1.611109,110.03704,-27.777779,-2.185419,2
58,0.888888,110.37037,-38.11111,-2.357271,2
58,1.000001,122,-35.666668,-2.349269,2
29,1.388891,128.48148,-28.444445,-2.29776,2
57,1.388891,123.55556,-34,-2.376054,2
78,2.666665,106.85185,-40.88889,-2.368082,2
88,0.500001,110.59259,-27.11111,-2.139239,2
36,1.055556,111.92593,-41.11111,-2.387384,2
41,0.388892,109.703705,-43.77778,-2.404745,2
27,0.5,138.07408,-16.555555,-2.264532,2
50,0.777779,121.18519,-35.88889,-2.312305,2
79,1.055553,89.44444,-47.666668,-2.241633,2
30,1.222223,113.25926,-37.444443,-2.385308,2
29,0.444443,112.07407,-40.555557,-2.373206,2
42,1.388891,135.2963,-21.555555,-2.282217,2
60,0.777777,109.77778,-30.666666,-2.16692,2
21,1.333333,129.85185,-27.555555,-2.364884,2
12,1.611112,119.03704,-35.444443,-2.368866,2
20,1.166665,126.55556,-32.666668,-2.328034,2
46,2.166668,124.55556,-35.333332,-2.357688,2
85,0.888887,101.03704,-36.77778,-2.186342,2
40,1.499999,123.77778,-31.333334,-2.292201,2
25,0.944447,116.25926,-37.77778,-2.360195,2
64,1.333331,108.77778,-37.333332,-2.355443,2
31,1.222223,126.81481,-29.11111,-2.310766,2
21,2.055556,125.59259,-36.444443,-2.362526,2
